t,air_temperature,humidity,ambient_CO2,Wind,PARi,,date,,,
1327,15.94166667,0.958571166,459.3333333,0.8775,902.9083333,,4/25/2024 7:00,,,
1328,17.96666667,0.78234485,454.8333333,1.5025,1410.975,,4/25/2024 8:00,,,
1329,19.575,0.690155289,454.6666667,1.440833333,1785.8,,4/25/2024 9:00,,,
1330,20.05833333,0.663471778,454,1.406666667,1868.6,,4/25/2024 10:00,,,
1331,19.825,0.65016573,455.1666667,1.19,1554.708333,,4/25/2024 11:00,,,
1332,20.89166667,0.598825832,458.1666667,1.354166667,1987.475,,4/25/2024 12:00,,,
1333,22,0.544995582,459.6666667,1.931666667,1995.308333,,4/25/2024 13:00,,,
1334,22.325,0.533552061,459,1.966666667,1710.6,,4/25/2024 14:00,,,
1335,22.26666667,0.529970216,459.5,1.74,1292.491667,,4/25/2024 15:00,,,
1336,22.01666667,0.523779488,460.3333333,1.088333333,867.1333333,,4/25/2024 16:00,,,
1337,20.55833333,0.526580361,466.1666667,0.8575,386.5666667,,4/25/2024 17:00,,,
1338,17.74166667,0.583811711,482.8333333,0.588333333,34.84166667,,4/25/2024 18:00,,,
1339,14.28333333,0.733360681,527,0.495833333,0,,4/25/2024 19:00,,,
1340,12.59166667,0.79576659,552.6666667,0.411666667,0,,4/25/2024 20:00,,,
1341,11.15,0.855291305,581.6666667,0.363333333,0,,4/25/2024 21:00,,,
1342,11.66666667,0.833576288,574,0.549166667,0,,4/25/2024 22:00,,,
1343,10.78333333,0.858982614,577,0.4925,0,,4/25/2024 23:00,,,
1344,9.433333333,0.889877171,570.8333333,0.470833333,0,,4/26/2024 0:00,,,
1345,8.691666667,0.894611845,562.1666667,0.4225,0,,4/26/2024 1:00,,,
1346,7.641666667,0.920394842,592.5,0.351666667,0,,4/26/2024 2:00,,,
1347,7.125,0.926664469,589.6666667,0.37,0,,4/26/2024 3:00,,,
1348,7.533333333,0.919135308,553.6666667,0.364166667,0.025,,4/26/2024 4:00,,,
1349,7.85,0.937951618,544,0.274166667,59,,4/26/2024 5:00,,,
1350,10.94166667,0.950444727,503.3333333,0.2675,345.0583333,,4/26/2024 6:00,,,
1351,16.54166667,0.742322626,479.5,0.370833333,780.5666667,,4/26/2024 7:00,,,
1352,19.05,0.601134216,472.8333333,0.4025,1021.158333,,4/26/2024 8:00,,,
1353,20.225,0.563076057,472,0.448333333,1010.041667,,4/26/2024 9:00,,,
1354,21.325,0.562158964,475.1666667,0.558333333,1216.841667,,4/26/2024 10:00,,,
1355,21.725,0.62993843,485.8333333,1.235,1163.025,,4/26/2024 11:00,,,
1356,21.08333333,0.709772226,493.3333333,1.47,842.8833333,,4/26/2024 12:00,,,
1357,20.71666667,0.746230984,496.5,1.465,660.2666667,,4/26/2024 13:00,,,
1358,20.675,0.780020527,496.8333333,1.386666667,527.85,,4/26/2024 14:00,,,
1359,20.21666667,0.78733892,498.5,1.0025,318.225,,4/26/2024 15:00,,,
1360,19.75833333,0.816008693,498,0.933333333,301.1666667,,4/26/2024 16:00,,,
1361,19.28333333,0.82694316,506.3333333,0.638333333,90.18333333,,4/26/2024 17:00,,,
1362,18.51666667,0.84547375,526.3333333,0.473333333,8.458333333,,4/26/2024 18:00,,,
1363,18.11666667,0.868473815,535.3333333,0.45,0,,4/26/2024 19:00,,,
1364,17.69166667,0.889254837,539.5,0.369166667,0,,4/26/2024 20:00,,,
1365,17.30833333,0.890754176,545.1666667,0.319166667,0,,4/26/2024 21:00,,,
1366,17.01666667,0.872731963,542.3333333,0.5525,0,,4/26/2024 22:00,,,
1367,17.01666667,0.850829679,522.6666667,0.649166667,0,,4/26/2024 23:00,,,
1368,16.5,0.881756757,533,0.413333333,0,,4/27/2024 0:00,,,
1369,16.19166667,0.898957861,541.5,0.4175,0,,4/27/2024 1:00,,,
1370,15.56666667,0.92920521,570.6666667,0.205833333,0,,4/27/2024 2:00,,,
1371,15.48333333,0.933655578,565.1666667,0.178333333,0,,4/27/2024 3:00,,,
1372,15.29166667,0.948181556,624,0.1625,0,,4/27/2024 4:00,,,
1373,15.31666667,0.952088923,625.6666667,0.195,11.28333333,,4/27/2024 5:00,,,
1374,15.875,0.955625404,569.5,0.1575,85.51666667,,4/27/2024 6:00,,,
1375,16.85,0.944401008,529.8333333,0.28,236.3,,4/27/2024 7:00,,,
1376,17.83333333,0.889768923,502.5,0.425833333,393.975,,4/27/2024 8:00,,,
1377,18.55,0.824287388,489.6666667,0.644166667,582.7083333,,4/27/2024 9:00,,,
1378,19.40833333,0.739467849,479.1666667,0.949166667,751.8666667,,4/27/2024 10:00,,,
1379,20.60833333,0.675855905,472,0.970833333,996.1416667,,4/27/2024 11:00,,,
1380,19.825,0.664407757,476.3333333,1.0225,405.45,,4/27/2024 12:00,,,
1381,18.66666667,0.734537281,474.6666667,0.9025,342.3,,4/27/2024 13:00,,,
1382,17.96666667,0.791295186,474.5,0.575833333,250.9333333,,4/27/2024 14:00,,,
1383,18.43333333,0.764618045,470.6666667,0.344166667,351.2416667,,4/27/2024 15:00,,,
1384,19,0.726603974,472.8333333,0.470833333,215.1083333,,4/27/2024 16:00,,,
1385,18.81666667,0.730840117,476.8333333,0.6825,165.0916667,,4/27/2024 17:00,,,
1386,18.28333333,0.74793257,484,0.56,49.75833333,,4/27/2024 18:00,,,
1387,17.65833333,0.768354117,497.6666667,0.528333333,0,,4/27/2024 19:00,,,
1388,16.35,0.822180417,531.3333333,0.303333333,0,,4/27/2024 20:00,,,
1389,13.95833333,0.897991212,600.3333333,0.208333333,0,,4/27/2024 21:00,,,
1390,13.125,0.921572959,606.8333333,0.219166667,0,,4/27/2024 22:00,,,
1391,12.64166667,0.937898815,605.5,0.2025,0,,4/27/2024 23:00,,,
1392,12.125,0.944595072,601.6666667,0.1675,0,,4/28/2024 0:00,,,
1393,11.69166667,0.95018226,631.3333333,0.191666667,0,,4/28/2024 1:00,,,
1394,11.325,0.95712688,639.5,0.2,0,,4/28/2024 2:00,,,
1395,11.04166667,0.954378406,613.8333333,0.2075,0,,4/28/2024 3:00,,,
1396,10.68333333,0.962376751,630.8333333,0.159166667,0.066666667,,4/28/2024 4:00,,,
1397,10.89166667,0.961676035,625.6666667,0.164166667,66.775,,4/28/2024 5:00,,,
1398,14.64166667,0.997507229,531.1666667,0.1975,403.6166667,,4/28/2024 6:00,,,
1399,18.64166667,0.856070572,501.8333333,0.413333333,836.2333333,,4/28/2024 7:00,,,
1400,20.98333333,0.735288197,493.3333333,0.6525,1282.683333,,4/28/2024 8:00,,,
1401,22.225,0.679646678,493,1.038333333,1666.275,,4/28/2024 9:00,,,
1402,23.86666667,0.633644965,491.5,1.1825,1966.3,,4/28/2024 10:00,,,
1403,24.675,0.636451509,490.5,1.350833333,2143.475,,4/28/2024 11:00,,,
1404,24.775,0.615692127,480.5,1.586666667,1987.75,,4/28/2024 12:00,,,
1405,25.33333333,0.532281353,473.5,1.605833333,1725.966667,,4/28/2024 13:00,,,
1406,25.275,0.514608371,471.8333333,1.46,1382.283333,,4/28/2024 14:00,,,
1407,23.725,0.629555922,475.1666667,1.585833333,1052.933333,,4/28/2024 15:00,,,
1408,22.30833333,0.692602672,478.8333333,1.315,492.7666667,,4/28/2024 16:00,,,
1409,21.3,0.750444459,483,0.9575,306.1666667,,4/28/2024 17:00,,,
1410,19.6,0.788943256,506.6666667,0.583333333,39.2,,4/28/2024 18:00,,,
1411,17.90833333,0.835365854,522.3333333,0.504166667,0,,4/28/2024 19:00,,,
1412,16.675,0.875702741,554.8333333,0.276666667,0,,4/28/2024 20:00,,,
1413,16.93333333,0.877658655,531.8333333,0.506666667,0,,4/28/2024 21:00,,,
1414,16.00833333,0.898623853,554.1666667,0.343333333,0,,4/28/2024 22:00,,,
1415,15.76666667,0.899347623,551.1666667,0.289166667,0,,4/28/2024 23:00,,,
1416,15.49166667,0.910182471,549,0.2975,0,,4/29/2024 0:00,,,
1417,15.38333333,0.912724151,546.5,0.316666667,0,,4/29/2024 1:00,,,
1418,15.575,0.913273002,540,0.318333333,0,,4/29/2024 2:00,,,
1419,13.65,0.938199254,649.1666667,0.195833333,0,,4/29/2024 3:00,,,
1420,12.80833333,0.950969342,694.6666667,0.25,0.066666667,,4/29/2024 4:00,,,
1421,13.05,0.953374778,633.3333333,0.2325,46.475,,4/29/2024 5:00,,,
1422,15.26666667,0.970223802,553.3333333,0.415,230.825,,4/29/2024 6:00,,,
1423,17.13333333,0.94110618,533,0.660833333,325.7,,4/29/2024 7:00,,,
1424,18.03333333,0.912139287,529.8333333,0.6575,352.375,,4/29/2024 8:00,,,
1425,18.99166667,0.885681732,502.8333333,0.8475,682.2,,4/29/2024 9:00,,,
1426,19.775,0.850994575,491.3333333,1.015833333,535.1916667,,4/29/2024 10:00,,,
1427,19.70833333,0.858086527,488.5,1.2575,475.5083333,,4/29/2024 11:00,,,
1428,19.46666667,0.837176748,496.6666667,1.62,351.475,,4/29/2024 12:00,,,
1429,19.3,0.825633383,501.6666667,1.3925,187.6583333,,4/29/2024 13:00,,,
1430,19.125,0.870164082,505.8333333,1.44,118.7583333,,4/29/2024 14:00,,,
1431,18.475,0.930168694,519,1.458333333,82,,4/29/2024 15:00,,,
1432,18.59166667,0.939223936,517.6666667,1.474166667,53.28333333,,4/29/2024 16:00,,,
1433,18.625,0.936374922,519.8333333,1.535833333,17.61666667,,4/29/2024 17:00,,,
1434,18.525,0.939773172,517.3333333,1.365833333,6.125,,4/29/2024 18:00,,,
1435,18.33333333,0.937856238,517.3333333,1.025,0,,4/29/2024 19:00,,,
1436,18.41666667,0.939403478,516.3333333,1.316666667,0,,4/29/2024 20:00,,,
1437,18.10833333,0.943067918,515.3333333,1.1,0,,4/29/2024 21:00,,,
1438,18.025,0.946769901,515.1666667,1.006666667,0,,4/29/2024 22:00,,,
1439,18.08333333,0.953792993,517,1.073333333,0,,4/29/2024 23:00,,,
1440,18.11666667,0.957909084,517.6666667,1.260833333,0,,4/30/2024 0:00,,,
1441,18.09166667,0.961000322,515.8333333,0.9825,0,,4/30/2024 1:00,,,
1442,17.85833333,0.961685824,518.1666667,0.956666667,0,,4/30/2024 2:00,,,
1443,17.66666667,0.967403862,520.1666667,1.116666667,0,,4/30/2024 3:00,,,
1444,17.625,0.968977498,517.3333333,1.206666667,0,,4/30/2024 4:00,,,
1445,17.35,0.975193407,519.5,0.963333333,17.96666667,,4/30/2024 5:00,,,
1446,17.50833333,0.979166667,522.5,0.345,86.76666667,,4/30/2024 6:00,,,
1447,17.925,0.986202419,511.1666667,0.3,127.675,,4/30/2024 7:00,,,
1448,18.03333333,0.988706034,506,0.45,113.725,,4/30/2024 8:00,,,
1449,17.80833333,0.991819372,494.6666667,0.58,207.25,,4/30/2024 9:00,,,
1450,18.16666667,0.994408052,491,1.046666667,626.6833333,,4/30/2024 10:00,,,
1451,18.675,0.979470096,477.6666667,0.841666667,587.4583333,,4/30/2024 11:00,,,
1452,19.26666667,0.968607519,477.5,0.984166667,872.5333333,,4/30/2024 12:00,,,
1453,20.89166667,0.908399003,479.5,0.975,1108.366667,,4/30/2024 13:00,,,
1454,20.325,0.878415205,489.5,0.603333333,208.9833333,,4/30/2024 14:00,,,
1455,20.56666667,0.892554584,480.6666667,0.45,508.075,,4/30/2024 15:00,,,
1456,21.325,0.861293715,479.8333333,0.2775,218.0833333,,4/30/2024 16:00,,,
1457,21.19166667,0.864416893,484.1666667,0.239166667,177.3833333,,4/30/2024 17:00,,,
1458,20.2,0.830448853,497.1666667,0.415,13.59166667,,4/30/2024 18:00,,,
1459,19,0.853388028,522.8333333,0.3075,0,,4/30/2024 19:00,,,
1460,18.8,0.881327291,540.6666667,0.369166667,0,,4/30/2024 20:00,,,
1461,18.75833333,0.869140174,535.5,0.594166667,0,,4/30/2024 21:00,,,
1462,18.14166667,0.879416713,532.8333333,0.363333333,0,,4/30/2024 22:00,,,
1463,18.08333333,0.876508447,546.6666667,0.5775,0,,4/30/2024 23:00,,,
1464,17.71666667,0.883654004,550.1666667,0.316666667,0,,5/1/2024 0:00,,,
1465,17.575,0.886825305,560.6666667,0.364166667,0,,5/1/2024 1:00,,,
1466,17.275,0.895824511,559.5,0.353333333,0,,5/1/2024 2:00,,,
1467,17.15,0.854070661,524.5,0.723333333,0,,5/1/2024 3:00,,,
1468,16.36666667,0.892405631,550.8333333,0.285,0,,5/1/2024 4:00,,,
1469,16.15833333,0.901925173,557.8333333,0.309166667,10.70833333,,5/1/2024 5:00,,,
1470,16.5,0.867567327,527.5,0.490833333,57.775,,5/1/2024 6:00,,,
1471,16.49166667,0.90081836,516.6666667,0.2625,107.125,,5/1/2024 7:00,,,
1472,16.675,0.913785519,495.8333333,0.5825,345.8416667,,5/1/2024 8:00,,,
1473,17.36666667,0.890243902,483.1666667,0.76,534.0416667,,5/1/2024 9:00,,,
1474,17.90833333,0.871492477,478.5,0.706666667,691.0333333,,5/1/2024 10:00,,,
1475,18.01666667,0.847054076,474.8333333,0.640833333,469.4416667,,5/1/2024 11:00,,,
1476,16.95833333,0.857586743,474.3333333,0.539166667,417.1,,5/1/2024 12:00,,,
1477,16.44166667,0.889958122,479.6666667,0.816666667,601.525,,5/1/2024 13:00,,,
1478,16.65833333,0.86941611,473.1666667,0.761666667,481.55,,5/1/2024 14:00,,,
1479,16.35,0.835081115,476.6666667,0.835,313.15,,5/1/2024 15:00,,,
1480,15.65,0.829380332,481.8333333,0.694166667,165.5083333,,5/1/2024 16:00,,,
1481,15.26666667,0.835978836,491.8333333,0.544166667,94.8,,5/1/2024 17:00,,,
1482,14.39166667,0.832672159,494,0.650833333,17.99166667,,5/1/2024 18:00,,,
1483,13.6,0.861677032,512.6666667,0.538333333,0,,5/1/2024 19:00,,,
1484,13.3,0.86833479,526.3333333,0.470833333,0,,5/1/2024 20:00,,,
1485,12.83333333,0.912181941,560.1666667,0.314166667,0,,5/1/2024 21:00,,,
1486,12.84166667,0.86009664,521.8333333,0.354166667,0,,5/1/2024 22:00,,,
1487,12.65833333,0.876993166,536,0.291666667,0,,5/1/2024 23:00,,,
1488,12.53333333,0.846153846,507.3333333,0.501666667,0,,5/2/2024 0:00,,,
1489,12.20833333,0.860426929,512.8333333,0.494166667,0,,5/2/2024 1:00,,,
1490,12.35,0.836646902,530,0.513333333,0,,5/2/2024 2:00,,,
1491,11.13333333,0.865273231,530.1666667,0.415,0,,5/2/2024 3:00,,,
1492,9.808333333,0.874382208,534.6666667,0.57,0.275,,5/2/2024 4:00,,,
1493,8.475,0.920192742,541.5,0.439166667,84.09166667,,5/2/2024 5:00,,,
1494,11.65833333,0.842591467,494.8333333,0.5375,395.3333333,,5/2/2024 6:00,,,
1495,14.65,0.6947137,469,0.7875,881.675,,5/2/2024 7:00,,,
1496,16.1,0.623234624,467.5,0.783333333,1051.208333,,5/2/2024 8:00,,,
1497,17.05,0.631886048,474.5,0.810833333,1342.15,,5/2/2024 9:00,,,
1498,17.63333333,0.627839736,472.5,0.8,1472.091667,,5/2/2024 10:00,,,
1499,18.00833333,0.6205754,474,0.991666667,1459.891667,,5/2/2024 11:00,,,
1500,19.14166667,0.602029312,474.1666667,1.7175,1799.283333,,5/2/2024 12:00,,,
1501,19.80833333,0.58351363,472.3333333,1.66,1975.55,,5/2/2024 13:00,,,
1502,20.09166667,0.585964663,469.6666667,1.838333333,1610.941667,,5/2/2024 14:00,,,
1503,19.6,0.578216374,474.1666667,1.620833333,1349.708333,,5/2/2024 15:00,,,
1504,18.76666667,0.596687211,480,1.471666667,779.6,,5/2/2024 16:00,,,
1505,17.675,0.604286892,487.1666667,1.2775,370.125,,5/2/2024 17:00,,,
1506,16.11666667,0.654905883,504.6666667,0.485833333,55.05,,5/2/2024 18:00,,,
1507,12.89166667,0.834474245,578.6666667,0.269166667,0.008333333,,5/2/2024 19:00,,,
1508,12.41666667,0.856564488,551.5,0.278333333,0,,5/2/2024 20:00,,,
1509,11.225,0.88098221,562.1666667,0.249166667,0,,5/2/2024 21:00,,,
1510,11.75,0.909310762,580.6666667,0.2175,0,,5/2/2024 22:00,,,
1511,11.21666667,0.929260048,585.8333333,0.224166667,0,,5/2/2024 23:00,,,
1512,10.875,0.924378365,569.6666667,0.309166667,0,,5/3/2024 0:00,,,
1513,10.28333333,0.925482369,574.8333333,0.205833333,0,,5/3/2024 1:00,,,
1514,10.34166667,0.924393156,536.3333333,0.265833333,0,,5/3/2024 2:00,,,
1515,10.11666667,0.93661497,555.8333333,0.220833333,0,,5/3/2024 3:00,,,
1516,9.8,0.934725849,567.1666667,0.271666667,0.325,,5/3/2024 4:00,,,
1517,10.09166667,0.956164014,534.1666667,0.181666667,69.19166667,,5/3/2024 5:00,,,
1518,13.69166667,0.949660873,500,0.32,462.1333333,,5/3/2024 6:00,,,
1519,17.13333333,0.787651373,495.1666667,0.843333333,844.15,,5/3/2024 7:00,,,
1520,18.84166667,0.706287815,495.3333333,0.905833333,1245.091667,,5/3/2024 8:00,,,
1521,19.85,0.651388689,494.1666667,1.064166667,1698.141667,,5/3/2024 9:00,,,
1522,19.65833333,0.663195456,488,0.794166667,1420.566667,,5/3/2024 10:00,,,
1523,21.00833333,0.646305485,492.8333333,1.2275,2016.533333,,5/3/2024 11:00,,,
1524,21.74166667,0.60582773,485,1.4475,2166.1,,5/3/2024 12:00,,,
1525,22.175,0.594864747,480,1.4525,1989.733333,,5/3/2024 13:00,,,
1526,21.89166667,0.609131898,478.3333333,1.705,1710.875,,5/3/2024 14:00,,,
1527,21.76666667,0.599667455,479.1666667,1.444166667,1320.616667,,5/3/2024 15:00,,,
1528,21.50833333,0.595437707,484,1.309166667,866,,5/3/2024 16:00,,,
1529,20.63333333,0.587014588,487.1666667,1.110833333,400.225,,5/3/2024 17:00,,,
1530,18.81666667,0.628295524,503.3333333,0.570833333,57.23333333,,5/3/2024 18:00,,,
1531,14.69166667,0.820895522,598.3333333,0.231666667,0.008333333,,5/3/2024 19:00,,,
1532,13.23333333,0.877125617,577.1666667,0.239166667,0,,5/3/2024 20:00,,,
1533,12.51666667,0.90058614,570.1666667,0.2075,0,,5/3/2024 21:00,,,
1534,12.15,0.90168374,567.5,0.258333333,0,,5/3/2024 22:00,,,
1535,11.38333333,0.921962096,613.8333333,0.249166667,0,,5/3/2024 23:00,,,
1536,10.68333333,0.9363719,619.5,0.276666667,0,,5/4/2024 0:00,,,
1537,11.025,0.921429477,578.6666667,0.276666667,0,,5/4/2024 1:00,,,
1538,10.99166667,0.947916667,556.5,0.2475,0,,5/4/2024 2:00,,,
1539,9.95,0.952997275,594.5,0.221666667,0,,5/4/2024 3:00,,,
1540,9.058333333,0.961644232,620.3333333,0.175833333,0.366666667,,5/4/2024 4:00,,,
1541,9.383333333,0.958268496,603.8333333,0.183333333,91.61666667,,5/4/2024 5:00,,,
1542,13.675,0.984602315,526.1666667,0.226666667,441.2083333,,5/4/2024 6:00,,,
1543,18.06666667,0.774079434,489.6666667,0.435,875.9666667,,5/4/2024 7:00,,,
1544,20.275,0.670341244,496.1666667,0.805833333,1312.425,,5/4/2024 8:00,,,
1545,21.49166667,0.619664237,501.5,1.155,1687.7,,5/4/2024 9:00,,,
1546,22.23333333,0.612060926,502.5,1.2675,1994.475,,5/4/2024 10:00,,,
1547,23.19166667,0.566034412,501.8333333,1.120833333,2148.816667,,5/4/2024 11:00,,,
1548,24.29166667,0.539014881,496.3333333,1.063333333,2150.433333,,5/4/2024 12:00,,,
1549,24.44166667,0.524574103,484.1666667,1.5375,1975.758333,,5/4/2024 13:00,,,
1550,23.96666667,0.529210777,484.1666667,1.728333333,1686.991667,,5/4/2024 14:00,,,
1551,23.4,0.517101449,482.6666667,1.741666667,1298.216667,,5/4/2024 15:00,,,
1552,22.45833333,0.5833589,490.6666667,1.146666667,843.975,,5/4/2024 16:00,,,
1553,21.25833333,0.63410607,500.3333333,0.8925,376.5416667,,5/4/2024 17:00,,,
1554,18.61666667,0.72530457,522.1666667,0.755,53.03333333,,5/4/2024 18:00,,,
1555,15.9,0.804464121,565,0.376666667,0.016666667,,5/4/2024 19:00,,,
1556,13.84166667,0.881203801,618.3333333,0.313333333,0,,5/4/2024 20:00,,,
1557,12.74166667,0.913334089,631.1666667,0.216666667,0,,5/4/2024 21:00,,,
1558,13.09166667,0.906516208,601.8333333,0.253333333,0,,5/4/2024 22:00,,,
1559,13.575,0.919605531,580.8333333,0.213333333,0,,5/4/2024 23:00,,,
1560,15.04166667,0.922004485,544.5,0.428333333,0,,5/5/2024 0:00,,,
1561,13.85,0.918913227,556.1666667,0.370833333,0,,5/5/2024 1:00,,,
1562,13.29166667,0.912127497,557.3333333,0.271666667,0,,5/5/2024 2:00,,,
1563,11.225,0.934902354,647,0.215833333,0,,5/5/2024 3:00,,,
1564,10.85833333,0.939681725,622.5,0.211666667,0.441666667,,5/5/2024 4:00,,,
1565,11.69166667,0.942424242,598,0.205,75.26666667,,5/5/2024 5:00,,,
1566,15.35,0.962796909,518.8333333,0.418333333,331.45,,5/5/2024 6:00,,,
1567,17.1,0.882182191,534.3333333,0.713333333,567.8916667,,5/5/2024 7:00,,,
1568,19.48333333,0.782208815,527.8333333,0.93,1237.366667,,5/5/2024 8:00,,,
1569,20.91666667,0.70051206,507.3333333,1.090833333,1632.075,,5/5/2024 9:00,,,
1570,21.64166667,0.64843246,493.3333333,1.3975,2041.516667,,5/5/2024 10:00,,,
1571,22.175,0.643146796,489.6666667,1.376666667,2194.116667,,5/5/2024 11:00,,,
1572,22.775,0.659788232,486.1666667,1.634166667,2175.883333,,5/5/2024 12:00,,,
1573,22.725,0.661999034,483.6666667,2.126666667,1996.183333,,5/5/2024 13:00,,,
1574,22.875,0.67588436,481.6666667,2.225,1745.033333,,5/5/2024 14:00,,,
1575,22.575,0.686623582,484.6666667,2.110833333,1378.9,,5/5/2024 15:00,,,
1576,21.625,0.700774693,485.3333333,2.13,909.4916667,,5/5/2024 16:00,,,
1577,20.44166667,0.734286111,492.5,1.531666667,393.175,,5/5/2024 17:00,,,
1578,18.53333333,0.771254587,505.3333333,1.225,30.99166667,,5/5/2024 18:00,,,
1579,17.96666667,0.768477293,510.1666667,1.1525,0.016666667,,5/5/2024 19:00,,,
1580,17.30833333,0.808618504,518.5,0.943333333,0,,5/5/2024 20:00,,,
1581,17.28333333,0.823554242,521.3333333,0.928333333,0,,5/5/2024 21:00,,,
1582,16.975,0.856403622,523.8333333,0.831666667,0,,5/5/2024 22:00,,,
1583,17.03333333,0.884810453,523.5,0.865,0,,5/5/2024 23:00,,,
1584,17.11666667,0.904330742,525,0.759166667,0,,5/6/2024 0:00,,,
1585,17.49166667,0.912390488,526.1666667,0.864166667,0,,5/6/2024 1:00,,,
1586,17.28333333,0.91715276,526.3333333,0.873333333,0,,5/6/2024 2:00,,,
1587,17.59166667,0.895980108,519.6666667,1.293333333,0,,5/6/2024 3:00,,,
1588,17.76666667,0.885274113,518.3333333,1.4875,0.325,,5/6/2024 4:00,,,
1589,17.95,0.882853668,516.6666667,1.664166667,47.05833333,,5/6/2024 5:00,,,
1590,18.25,0.886191803,515,1.543333333,96.64166667,,5/6/2024 6:00,,,
1591,18.6,0.874270144,511.6666667,1.875,192.4,,5/6/2024 7:00,,,
1592,19.25833333,0.861775254,505.6666667,2.496666667,418.175,,5/6/2024 8:00,,,
1593,19.35833333,0.854271729,505.3333333,2.73,405.0583333,,5/6/2024 9:00,,,
1594,19.60833333,0.847743537,505.5,2.715,445.6166667,,5/6/2024 10:00,,,
1595,19.54166667,0.846317488,508.5,2.34,287.425,,5/6/2024 11:00,,,
1596,19.49166667,0.849109377,508.1666667,2.446666667,373.975,,5/6/2024 12:00,,,
1597,19.74166667,0.8532396,506.6666667,2.584166667,585.575,,5/6/2024 13:00,,,
1598,19.80833333,0.837615473,506.6666667,2.349166667,413.1916667,,5/6/2024 14:00,,,
1599,19.70833333,0.831701124,507.5,2.394166667,262.6666667,,5/6/2024 15:00,,,
1600,19.175,0.848757787,516.5,2.020833333,113.0916667,,5/6/2024 16:00,,,
1601,18.51666667,0.899491592,530.3333333,1.914166667,64.25833333,,5/6/2024 17:00,,,
1602,18.38333333,0.904438477,533.6666667,1.79,9.675,,5/6/2024 18:00,,,
1603,18.44166667,0.897373388,532.3333333,1.686666667,0,,5/6/2024 19:00,,,
1604,18.33333333,0.910601266,534.3333333,1.375,0,,5/6/2024 20:00,,,
1605,18.19166667,0.929369513,538,1.266666667,0,,5/6/2024 21:00,,,
1606,18.11666667,0.935825445,540.1666667,1.570833333,0,,5/6/2024 22:00,,,
1607,18.05,0.943580237,540.3333333,1.423333333,0,,5/6/2024 23:00,,,
1608,17.925,0.952899139,543,1.373333333,0,,5/7/2024 0:00,,,
1609,17.90833333,0.958536585,544.3333333,1.670833333,0,,5/7/2024 1:00,,,
1610,17.925,0.963468095,544,1.695833333,0,,5/7/2024 2:00,,,
1611,17.96666667,0.971653033,548,1.966666667,0,,5/7/2024 3:00,,,
1612,18.13333333,0.974361029,564,2.226666667,0.058333333,,5/7/2024 4:00,,,
1613,18.275,0.978958234,559,2.064166667,5.883333333,,5/7/2024 5:00,,,
1614,18.45833333,0.980755636,549.3333333,1.516666667,32.94166667,,5/7/2024 6:00,,,
1615,18.54166667,0.98945889,544.3333333,1.664166667,108.3166667,,5/7/2024 7:00,,,
1616,18.66666667,0.986436211,537.8333333,1.295833333,147.575,,5/7/2024 8:00,,,
1617,19.05,0.999245397,529.3333333,1.6475,584.2333333,,5/7/2024 9:00,,,
1618,19.95833333,0.995718873,521.6666667,1.221666667,800.05,,5/7/2024 10:00,,,
1619,21.58333333,0.921142783,509,2.048333333,1218.475,,5/7/2024 11:00,,,
1620,22.14166667,0.847082369,511,1.935833333,992,,5/7/2024 12:00,,,
1621,22.30833333,0.789307592,506.5,1.523333333,866.1916667,,5/7/2024 13:00,,,
1622,21.85833333,0.765023847,507,1.741666667,760.8083333,,5/7/2024 14:00,,,
1623,21.51666667,0.752941941,507.3333333,1.688333333,647.8583333,,5/7/2024 15:00,,,
1624,21.25,0.741675476,502.6666667,0.9975,462.4583333,,5/7/2024 16:00,,,
1625,20.15,0.727773462,502.3333333,0.6075,156.375,,5/7/2024 17:00,,,
1626,18.43333333,0.721763735,510.3333333,0.550833333,26.74166667,,5/7/2024 18:00,,,
1627,17.40833333,0.725763167,524.5,0.4675,0,,5/7/2024 19:00,,,
1628,16.08333333,0.796225383,566.3333333,0.245,0,,5/7/2024 20:00,,,
1629,15.61666667,0.863148984,602.8333333,0.361666667,0,,5/7/2024 21:00,,,
1630,15.70833333,0.831576001,557.8333333,0.505,0,,5/7/2024 22:00,,,
1631,15.29166667,0.838787065,556.5,0.380833333,0,,5/7/2024 23:00,,,
1632,14.44166667,0.884463363,587.8333333,0.325,0,,5/8/2024 0:00,,,
1633,13.86666667,0.90162037,596.6666667,0.364166667,0,,5/8/2024 1:00,,,
1634,14.20833333,0.86940874,547.6666667,0.454166667,0,,5/8/2024 2:00,,,
1635,13.95,0.880827932,553,0.35,0,,5/8/2024 3:00,,,
1636,14.30833333,0.831765187,531,0.670833333,0.35,,5/8/2024 4:00,,,
1637,14.69166667,0.789777822,506.1666667,0.745,58.225,,5/8/2024 5:00,,,
1638,15.61666667,0.765837635,493,0.641666667,394.7833333,,5/8/2024 6:00,,,
1639,18.19166667,0.685853425,480.5,1.089166667,1003.008333,,5/8/2024 7:00,,,
1640,18.425,0.65670468,477.1666667,1.610833333,999.4916667,,5/8/2024 8:00,,,
1641,17.825,0.655848933,475.8333333,1.180833333,641.5166667,,5/8/2024 9:00,,,
1642,18.95833333,0.626871343,472.8333333,1.559166667,1573.625,,5/8/2024 10:00,,,
1643,19.975,0.600343176,472.5,1.505,1891.45,,5/8/2024 11:00,,,
