plant,axis,metamer,organ,Ag,Amino_Acids_import,An,Conc_Amino_Acids,Conc_Fructan,Conc_Nitrates,Conc_Proteins,Conc_Starch,Conc_Sucrose,Conc_TriosesP,Conc_cytokinins,Cont_Fructan_DM,Cont_WSC_DM,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,NS,N_content,N_content_total,N_content_total_DM,N_tot,Nitrates_import,Nresidual,Nstruct,PARa,Photosynthesis,Photosynthetic_efficiency,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,SLA,SLN,SLN_nonstruct,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Surfacic_NS,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,cytokinins,cytokinins_import,element,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_dry_mass,sum_respi,t,triosesP,width
1,MS,9,blade,0.0,6e-05,0.0,20.9131731985,0.0,0.0003792668,0.085302432,0.0,750.6630109566,0.0,30.2370417193,0.0,19.1298731253,0.0,4.19621,0.0,1.06378,0.59961,288.78913,25.6717562104,3.11018267,0.04272,3.1111843493,0.0033398515,3e-05,3e-05,0.00237,0.0,0.0,,0.0,0.13706,4.44677,0.69026,0.0,17.3839761076,1.7891089189,0.5080278378,0.0,0.0,0.99915,0.0,0.0,14.7674824514,236.63302,0.17239,0.00032,25.60458,,5.0,2.06779,2.39175,0.00614,LeafElement1,0.0,0.00185,0.05,0.23546,False,False,1.0,0.08,800000.0,0.0791,1.0,3e-05,65.06443,0.01125,0.0009,0.0,712.52933,0.1064198425,4.58383,252.0,0.0,0.0085
1,MS,9,blade,0.0,6e-05,0.0,20.3536788875,0.0,0.0007585335,0.0849663717,0.0,569.6929519595,0.0,29.2777496839,0.0,15.2248040526,0.0,4.25351,0.0,1.03003,0.28569,95.15544,22.0533125184,3.2572933505,0.04272,3.2570074124,0.0033354888,3e-05,3e-05,0.00237,0.0,0.0,,0.0,0.04516,4.13958,0.69026,0.0,18.2302619268,1.7867507135,0.5056696324,0.0,0.0,0.97489,0.0,0.0,12.0970903254,236.32137,0.17239,0.00032,25.60458,,5.0,2.01247,2.31587,0.0077,LeafElement1,0.0,0.00185,0.05,0.23546,False,False,1.0,0.08,800000.0,0.0791,1.0,6e-05,64.8081,0.01125,0.0009,0.0,540.75255,0.1014796171,4.18474,253.0,0.0,0.0085
1,MS,9,blade,0.0,8e-05,0.0,20.2928626247,0.0,0.0011511896,0.0845937561,0.0,499.5018866718,0.0,28.31580967,0.0,13.6082809519,0.0,4.62788,0.0,1.07002,-275.51494,43.36652,20.5392001471,3.3241739763,0.04169,3.3120432368,0.0033205928,4e-05,5e-05,0.00235,0.0,0.0,,0.0,0.02034,4.24876,0.71524,0.0,18.5998034959,1.7872091913,0.5030561858,0.0,0.0,1.0443,0.0,0.0,11.0426973874,233.2772,0.20522,0.00037,26.51302,,5.0,1.98312,2.21373,0.01091,LeafElement1,0.0,0.00183,0.05,0.23546,False,False,1.0,0.08,800000.0,0.07818,1.0,9e-05,63.77342,0.01155,0.00182,0.0,468.61269,0.0983881362,4.2691,254.0,0.0,0.0085
1,MS,9,blade,0.0,8e-05,0.0,20.3278587874,0.0,0.0016628294,0.0842282463,0.0,463.0432442227,0.0,27.4382194935,0.0,12.7452626378,0.0,4.57001,0.0,1.01252,0.27375,20.05764,19.7187667516,3.3545844583,0.04169,3.3417578707,0.0033167836,4e-05,5e-05,0.00235,0.0,0.0,,0.0,0.00941,4.15813,0.71524,0.0,18.7918466161,1.7851276284,0.500974623,0.0,0.0,1.02138,0.0,0.0,10.493256546,233.00506,0.20522,0.00037,26.51302,,5.0,1.98654,2.14512,0.01268,LeafElement1,0.0,0.00183,0.05,0.23546,False,False,1.0,0.08,800000.0,0.07818,1.0,0.00013,63.49787,0.01155,0.00182,0.0,434.40865,0.0973826595,4.16754,255.0,0.0,0.0085
1,MS,9,blade,0.0,6e-05,0.0,20.48791095,0.0,0.0020709293,0.083867612,0.0,446.2224738977,0.0,26.5882733627,0.0,12.3427847603,0.0,4.58138,0.0,0.97333,-704.1698,11.55089,19.323227784,3.3649612343,0.04146,3.3498555615,0.0033024505,3e-05,8e-05,0.00232,0.0,0.0,,0.0,0.00535,3.97524,0.69664,0.0,18.7960380519,1.7902502778,0.5013613889,0.0,0.0,1.02048,0.0,0.0,10.280479179,230.02225,0.16214,0.00029,26.1281,,5.0,1.97862,2.05421,0.01127,LeafElement1,0.0,0.0018,0.05,0.23546,False,False,1.0,0.08,800000.0,0.07726,1.0,0.00016,62.48197,0.01156,0.00274,0.0,413.70178,0.0957648625,3.98059,256.0,0.0,0.0085
1,MS,9,blade,0.0,6e-05,0.0,20.623971007,0.0,0.0024592286,0.0835412393,0.0,433.4816205022,0.0,25.8963241004,0.0,12.0357790903,0.0,4.06403,0.0,0.83431,0.23424,5.16043,19.0176606808,3.3743313406,0.04146,3.3589010809,0.0032992308,3e-05,8e-05,0.00232,0.0,0.0,,0.0,0.00239,3.93016,0.69664,0.0,18.8672289379,1.7884615444,0.4995726556,0.0,0.0,0.9035,0.0,0.0,10.0797317632,229.79224,0.16214,0.00029,26.1281,,5.0,1.99176,2.00075,0.01243,LeafElement1,0.0,0.0018,0.05,0.23546,False,False,1.0,0.08,800000.0,0.07726,1.0,0.00019,62.23882,0.01156,0.00274,0.0,401.88948,0.0954035172,3.93255,257.0,0.0,0.0085
1,MS,9,blade,4.1407,0.00021,3.88213,20.8659156406,0.0,0.0,0.0831526291,2.3312156144,449.1516243123,0.0073356039,25.4850668064,0.0,12.4487271011,0.0,4.77881,14.09473,0.96303,0.27004,14.55963,19.3713030317,3.3531974239,0.04124,3.3365235917,0.0032848385,0.00011,0.00011,0.00229,78.1599,26.5708,0.052977294,0.00011,0.00667,4.22719,0.25857,0.0,18.7999843599,1.7836171348,0.4971002809,0.00139,0.0,1.07098,22.20114,325.86182,10.3038931633,226.78426,0.54305,0.00097,27.19548,,5.0,1.99113,1.94553,0.04457,LeafElement1,0.0,0.00178,0.11126,0.23546,False,False,1.0,0.08,800000.0,0.07634,1.0,0.0,61.21162,0.01182,0.00366,1.06779,411.45882,0.0946809298,4.23397,258.0,0.00168,0.0085
1,MS,9,blade,4.1407,0.00021,3.88213,21.0501440922,0.0,0.0,0.082716215,2.9435420487,454.7705113091,0.0064623177,25.0148022007,0.0,12.5960676225,0.0,5.43482,20.18176,1.07193,0.30225,18.28597,19.4764014566,3.3443420635,0.04124,3.328027809,0.003280587,0.00011,0.00011,0.00229,78.1599,26.5708,0.052977294,0.00011,0.00838,4.22045,0.25857,0.0,18.7754788325,1.7812286404,0.4947117865,0.00144,0.0,1.2242,22.12227,325.94055,10.3733181083,226.48058,0.54305,0.00097,27.19548,,5.0,2.00871,1.90963,0.04876,LeafElement1,0.0,0.00178,0.11126,0.23546,False,False,1.0,0.08,800000.0,0.07634,1.0,0.0,60.89036,0.01182,0.00366,1.34826,416.60617,0.0948045062,4.22894,259.0,0.00148,0.0085
1,MS,9,blade,13.57479,0.00109,13.27456,21.3366228943,0.0,0.0,0.0822627601,8.1905425123,505.3476920016,0.0207366141,26.9314232657,0.0,13.8659954693,0.0,5.66575,60.69302,1.24729,0.23171,50.43765,20.6159145898,3.2909715793,0.04101,3.2746043814,0.0032653915,0.00057,0.00014,0.00226,396.8545,86.03157,0.0342059621,0.00056,0.02282,5.39681,0.30023,0.0,18.5324300732,1.7757906364,0.4916997273,0.00757,0.0,1.33937,76.63959,1064.43225,11.1242370851,223.3717,2.77223,0.00488,30.54925,,5.0,2.01071,2.03036,0.2262,LeafElement1,0.0,0.00176,0.24708,0.23546,False,False,1.0,0.08,800000.0,0.07539,1.0,0.0,59.80297,0.01222,0.00461,3.70491,457.17795,0.0949686573,5.42019,260.0,0.00469,0.0085
1,MS,9,blade,13.57479,0.00112,13.27456,21.540681788,0.0,0.0,0.0817661955,8.8463987266,527.6906309413,0.0181721714,28.4111951187,0.0,14.3995303334,0.0,6.21498,74.13469,1.48808,0.33489,65.8247,21.073442159,3.2669950844,0.04101,3.2518535756,0.0032606069,0.00059,0.00014,0.00226,396.8545,86.03157,0.0342059621,0.00058,0.02978,5.42027,0.30023,0.0,18.4256190211,1.7730720909,0.4889811818,0.00783,0.0,1.5278,75.89837,1065.17262,11.4370334776,223.02993,2.77223,0.00488,30.54925,,5.0,2.02994,2.14192,0.21599,LeafElement1,0.0,0.00176,0.24708,0.23546,False,False,1.0,0.08,800000.0,0.07539,1.0,0.0,59.44198,0.01222,0.00461,4.00158,477.39116,0.0955191789,5.45063,261.0,0.00411,0.0085
1,MS,9,blade,16.41996,0.00234,16.06283,21.817849953,0.0,0.0,0.0812605159,9.8728582293,552.6738469109,0.0203999463,31.8801503154,0.0,14.9916273113,0.0,6.31553,89.94887,1.81532,0.33287,83.46844,21.5854124085,3.2475449125,0.04076,3.2242150714,0.0032458362,0.00126,0.00016,0.00224,789.05715,102.84446,0.0208095954,0.00124,0.03732,6.64577,0.35713,0.0,18.3118215554,1.773469069,0.4861127471,0.01687,0.0,1.68023,92.57476,1287.63143,11.7876926352,220.0829,5.77698,0.01005,33.49812,,5.0,2.03206,2.37539,0.33951,LeafElement1,0.0,0.00174,0.27401,0.23546,False,False,1.0,0.08,800000.0,0.07451,1.0,0.0,58.38481,0.01157,0.00549,4.41376,494.15674,0.0950205852,6.68433,262.0,0.00456,0.0085
1,MS,9,blade,16.41996,0.00241,16.06283,22.0226009932,0.0,0.0,0.0807442521,9.2129915448,562.5546235405,0.0182078468,33.9626895719,0.0,15.2151509682,0.0,6.70857,93.23141,2.14804,0.34355,88.20239,21.7562526396,3.2352966667,0.04076,3.2127008094,0.0032409101,0.0013,0.00016,0.00224,789.05715,102.84446,0.0208095954,0.00129,0.03943,6.63752,0.35713,0.0,18.2719259706,1.7706380115,0.4832816897,0.01748,0.0,1.88207,91.81591,1288.38826,11.906929064,219.73104,5.77698,0.01005,33.49812,,5.0,2.05113,2.53056,0.28608,LeafElement1,0.0,0.00174,0.27401,0.23546,False,False,1.0,0.08,800000.0,0.07451,1.0,0.0,58.01388,0.01157,0.00549,4.11876,502.99134,0.0952280566,6.67824,263.0,0.00407,0.0085
1,MS,9,blade,16.4811,0.00254,16.10461,22.3072039072,0.0,0.0,0.0802389926,8.7755166644,571.6211165378,0.017410573,35.3817663818,0.0,15.4215434917,0.0,6.78781,92.84394,2.33959,218.33096,90.84085,21.912970367,3.2175763209,0.04051,3.1992377784,0.0032272208,0.00139,0.00019,0.00221,750.7752,102.12416,0.0219521103,0.00138,0.04018,7.04533,0.37649,0.0,18.2213662961,1.7658260465,0.4809423256,0.01889,0.0,1.99056,91.88523,1293.45352,12.025975446,217.0468,6.03292,0.01038,34.44859,,5.0,2.05533,2.60799,0.25643,LeafElement1,0.0,0.00172,0.2701,0.23546,False,False,1.0,0.08,800000.0,0.07371,1.0,0.0,57.03187,0.01056,0.00629,3.88106,505.61031,0.0943946778,7.08688,264.0,0.00385,0.0085
1,MS,9,blade,16.4811,0.00262,16.10461,22.5147198481,0.0,0.0,0.07975462,8.7575408131,577.8406932574,0.0175462398,36.3417446751,0.0,15.5674956251,0.0,6.57771,91.97046,2.38534,0.32046,88.68821,22.014782684,3.2085648718,0.04051,3.1908268779,0.0032226686,0.00144,0.00019,0.00221,750.7752,102.12416,0.0219521103,0.00142,0.03923,7.02854,0.37649,0.0,18.1976087076,1.7631793953,0.4782956744,0.01952,0.0,1.9924,91.93352,1293.40316,12.0976239449,216.72164,6.03292,0.01038,34.44859,,5.0,2.07445,2.67875,0.23425,LeafElement1,0.0,0.00172,0.2701,0.23546,False,False,1.0,0.08,800000.0,0.07371,1.0,0.0,56.68759,0.01056,0.00629,3.87311,511.11165,0.0945179132,7.06919,265.0,0.00388,0.0085
1,MS,9,blade,16.60612,0.00299,16.23612,22.7939103004,0.0,0.0,0.0792861539,8.870411009,587.4761692498,0.0178302016,37.2909065972,0.0,15.7910414695,0.0,6.37515,92.47562,2.42978,-4.40401,90.25201,22.1901916941,3.201060979,0.04028,3.1776186169,0.003209485,0.00166,0.00021,0.00219,847.02695,101.77365,0.0196051849,0.00164,0.03948,6.86733,0.37,0.0,18.1424597613,1.7644029647,0.4761676706,0.02275,0.0,1.99986,92.73008,1303.10472,12.231082216,214.05273,6.82476,0.01162,34.20468,,5.0,2.07738,2.71888,0.23104,LeafElement1,0.0,0.0017,0.27352,0.23546,False,False,1.0,0.08,800000.0,0.07291,1.0,0.0,55.74298,0.01082,0.00709,3.88045,513.99465,0.0937028398,6.90846,266.0,0.0039,0.0085
1,MS,9,blade,16.60612,0.00307,16.23612,23.0127005898,0.0,0.0,0.0788458648,9.0079778723,594.2732021213,0.0181045124,37.9156494308,0.0,15.9501058809,0.0,6.17338,92.52599,2.43408,0.28741,88.11879,22.3075969561,3.1919104882,0.04028,3.1691613724,0.0032054305,0.00171,0.00021,0.00219,847.02695,101.77365,0.0196051849,0.00169,0.03855,6.85226,0.37,0.0,18.1150850603,1.7620179412,0.4737826471,0.0234,0.0,1.98735,92.83074,1303.00191,12.3143760473,213.76313,6.82476,0.01162,34.20468,,5.0,2.09732,2.76443,0.21409,LeafElement1,0.0,0.0017,0.27352,0.23546,False,False,1.0,0.08,800000.0,0.07291,1.0,0.0,55.43343,0.01082,0.00709,3.94063,519.94151,0.0938444393,6.8925,267.0,0.00396,0.0085
1,MS,9,blade,15.12358,0.00247,14.79932,23.2820541291,0.0,0.0,0.0784479297,8.8314133703,599.3395905621,0.0176266482,38.000277585,0.0,16.0659314933,0.0,5.73661,84.81213,2.28084,-130.99366,84.21233,22.388618278,3.1802883859,0.04007,3.1600302754,0.0031923992,0.00139,0.00024,0.00216,555.9939,91.59987,0.0272009819,0.00137,0.03641,5.84406,0.32426,0.0,18.0967552107,1.7573804524,0.4716661667,0.01922,0.0,1.87758,84.38188,1186.8423,12.3716202255,210.99882,5.46916,0.0092,32.0294,,5.0,2.09684,2.73792,0.17106,LeafElement1,0.0,0.00168,0.26414,0.23546,False,False,1.0,0.08,800000.0,0.07205,1.0,0.0,54.5031,0.01161,0.00795,3.81782,518.18901,0.092834322,5.88184,268.0,0.00381,0.0085
1,MS,9,blade,15.12358,0.00252,14.79932,23.4855794587,0.0,0.0,0.0780770432,9.3166782327,604.4340272959,0.018968309,38.2115197779,0.0,16.1893007976,0.0,5.31554,83.60525,2.14312,0.23997,80.22721,22.4779994527,3.173020414,0.04007,3.1533723322,0.0031890483,0.00142,0.00024,0.00216,555.9939,91.59987,0.0272009819,0.0014,0.03468,5.82765,0.32426,0.0,18.0759140763,1.755385869,0.4696715833,0.01965,0.0,1.76818,84.80859,1186.41416,12.4353320988,210.75946,5.46916,0.0092,32.0294,,5.0,2.11517,2.75314,0.16768,LeafElement1,0.0,0.00168,0.26414,0.23546,False,False,1.0,0.08,800000.0,0.07205,1.0,0.0,54.24542,0.01161,0.00795,4.0276,522.59366,0.0929413579,5.86374,269.0,0.0041,0.0085
1,MS,9,blade,8.04298,0.00094,7.76583,23.7355455568,0.0,0.0,0.0777466463,6.5654058868,584.6134819085,0.0111079865,37.3125703037,0.0,15.7180221297,0.0,4.73508,51.75211,1.83824,0.2107,57.43334,22.0205891862,3.1862816628,0.03986,3.1648127963,0.0031760024,0.00053,0.00027,0.00213,171.52065,48.08265,0.0468921964,0.00053,0.02451,4.7922,0.27715,0.0,18.2010435814,1.7506038313,0.4674713012,0.00747,0.0,1.56795,43.76882,632.29906,12.0985311022,207.82537,2.03997,0.00339,29.45232,,5.0,2.11009,2.65367,0.07496,LeafElement1,0.0,0.00166,0.16829,0.23546,False,False,1.0,0.08,800000.0,0.07112,1.0,0.0,53.31865,0.01282,0.00888,2.80159,498.93253,0.0912035616,4.81723,270.0,0.00237,0.0085
1,MS,9,blade,8.04298,0.00096,7.76583,23.9179977503,0.0,0.0,0.0774460484,6.2522497188,576.121508249,0.012279715,36.7663104612,0.0,15.5260627418,0.0,4.34732,44.91787,1.65087,0.18981,46.85559,21.8229526039,3.1914343349,0.03986,3.1694451385,0.0031733433,0.00054,0.00027,0.00213,171.52065,48.08265,0.0468921964,0.00053,0.01999,4.75733,0.27715,0.0,18.2471736048,1.749002012,0.4658694819,0.00759,0.0,1.43886,43.96319,632.10428,11.9596344489,207.63544,2.03997,0.00339,29.45232,,5.0,2.12631,2.61482,0.08355,LeafElement1,0.0,0.00166,0.16829,0.23546,False,False,1.0,0.08,800000.0,0.07112,1.0,0.0,53.1125,0.01282,0.00888,2.66796,491.68514,0.0909729932,4.77785,271.0,0.00262,0.0085
1,MS,9,blade,0.0,0.00018,0.0,24.1982613653,0.0,0.0014251104,0.0771646298,2.0307586338,540.2683126692,-0.0,35.4939432806,0.0,14.6603405673,0.0,4.17356,13.70645,1.49728,461.92014,21.88245,21.0038519769,3.2317754655,0.03967,3.1943254835,0.0031606929,0.0001,0.00029,0.00211,0.0,0.0,,0.0,0.00921,4.11893,0.75303,0.0,18.4628306624,1.7504225244,0.4638371585,0.0,0.0,1.36591,0.0,0.0,11.376290213,204.70707,0.39313,0.00064,27.71335,,5.0,2.12249,2.49061,0.01907,LeafElement1,0.0,0.00164,0.05,0.23546,False,False,1.0,0.08,800000.0,0.07017,1.0,0.0001,52.21262,0.01312,0.00983,0.85499,454.92753,0.0888271159,4.12814,272.0,-0.0,0.0085
1,MS,9,blade,0.0,0.00019,0.0,24.3912783241,0.0,0.0029927319,0.0768765886,0.6739584818,518.6861431761,-0.0,34.3478694599,0.0,14.145650713,0.0,4.1537,4.4432,1.41529,0.17072,9.12011,20.5080734734,3.2492371981,0.03967,3.2097803679,0.0031582029,0.00011,0.00029,0.00211,0.0,0.0,,0.0,0.00384,4.06617,0.75303,0.0,18.5787030788,1.7489042073,0.4623188415,0.0,0.0,1.34368,0.0,0.0,11.038484972,204.52909,0.39313,0.00064,27.71335,,5.0,2.13942,2.41019,0.02196,LeafElement1,0.0,0.00164,0.05,0.23546,False,False,1.0,0.08,800000.0,0.07017,1.0,0.00021,52.01772,0.01312,0.00983,0.28375,436.75448,0.0882731154,4.07001,273.0,-0.0,0.0085
1,MS,9,blade,0.0,0.00017,0.0,24.6663007367,0.0,0.0043333815,0.076583485,0.2259136213,510.0175742693,-0.0,33.277769753,0.0,13.939925738,0.0,4.1915,1.47772,1.3605,-602.01748,6.03005,20.2986015172,3.253034073,0.03948,3.2114202232,0.0031456411,0.0001,0.00032,0.00208,0.0,0.0,,0.0,0.0025,3.87823,0.73002,0.0,18.6503344709,1.7442229136,0.4602722963,0.0,0.0,1.34658,0.0,0.0,10.8837734513,201.61486,0.37065,0.0006,27.2379,,5.0,2.13456,2.30382,0.02291,LeafElement1,0.0,0.00162,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06923,1.0,0.0003,51.12522,0.01324,0.01077,0.09384,423.7022,0.086861713,3.88074,274.0,-0.0,0.0085
1,MS,9,blade,0.0,0.00018,0.0,24.9092012133,0.0,0.005777842,0.0762996667,0.0799508883,500.9657542491,-0.0,32.3452260581,0.0,13.7275686128,0.0,4.05518,0.4989,1.26142,0.17413,1.90178,20.0832656907,3.2591023384,0.03948,3.2167001281,0.0031432842,0.0001,0.00032,0.00208,0.0,0.0,,0.0,0.00079,3.84615,0.73002,0.0,18.7007236142,1.742768037,0.4588174198,0.0,0.0,1.29576,0.0,0.0,10.7392987058,201.44642,0.37065,0.0006,27.2379,,5.0,2.15558,2.23926,0.0251,LeafElement1,0.0,0.00162,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06923,1.0,0.0004,50.93575,0.01324,0.01077,0.03321,416.18231,0.0866276639,3.84694,275.0,-0.0,0.0085
1,MS,9,blade,0.0,0.0001,0.0,25.1782201405,0.0,0.0067330211,0.0760192927,0.0298350898,498.5856020687,-0.0,31.3867096019,0.0,13.6733589596,0.0,3.89254,0.17619,1.15824,-379.06987,2.5079,20.0148641448,3.2561286869,0.03929,3.2133230956,0.0031312507,6e-05,0.00035,0.00205,0.0,0.0,,0.0,0.00103,3.46709,0.67101,0.0,18.7318819333,1.7382816625,0.4570316625,0.0,0.0,1.23786,0.0,0.0,10.6849190146,198.62221,0.21472,0.00034,25.9091,,5.0,2.15022,2.14434,0.0158,LeafElement1,0.0,0.0016,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06832,1.0,0.00046,50.08151,0.01307,0.01168,0.01223,408.76042,0.0854158704,3.46812,276.0,-0.0,0.0085
1,MS,9,blade,0.0,0.0001,0.0,25.4023419204,0.0,0.0076112412,0.0757527778,0.0116120219,492.7514515027,-0.0,30.5302985948,0.0,13.5373796839,0.0,3.7877,0.06585,1.08276,0.15776,0.35817,19.871248011,3.2594074484,0.03929,3.2161290912,0.0031290613,6e-05,0.00035,0.00205,0.0,0.0,,0.0,0.00015,3.44325,0.67101,0.0,18.7655156883,1.7369133375,0.4556633375,0.0,0.0,1.19904,0.0,0.0,10.5892363104,198.46577,0.21472,0.00034,25.9091,,5.0,2.16936,2.08583,0.01716,LeafElement1,0.0,0.0016,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06832,1.0,0.00052,49.90593,0.01307,0.01168,0.00476,403.97735,0.0852627781,3.4434,277.0,-0.0,0.0085
1,MS,9,blade,0.0,5e-05,0.0,25.6589473684,0.0,0.0080059303,0.0755121632,0.0048678033,492.0517173215,-0.0,29.6822831727,0.0,13.5229221072,0.0,3.51177,0.02531,0.96399,-159.6936,1.60806,19.8424481371,3.2537068823,0.03911,3.2117768767,0.0031178896,3e-05,0.00038,0.00202,0.0,0.0,,0.0,0.00065,3.13689,0.62161,0.0,18.6578734507,1.7438787389,0.457254535,0.0,0.0,1.10786,0.0,0.0,10.6348926578,195.81654,0.10417,0.00016,24.71608,,5.0,2.16337,2.00207,0.00892,LeafElement1,0.0,0.00157,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06745,1.0,0.00054,49.11392,0.01248,0.01255,0.00197,398.26666,0.0841467815,3.13754,278.0,-0.0,0.0085
1,MS,9,blade,0.0,5e-05,0.0,25.8461082283,0.0,0.0084507042,0.0752807556,0.0021991599,487.269854213,-0.0,28.9411415864,0.0,13.4113238339,0.0,3.27346,0.01051,0.86715,0.13564,0.02073,19.7235934592,3.2562869526,0.03911,3.213958976,0.0031160038,3e-05,0.00038,0.00202,0.0,0.0,,0.0,1e-05,3.11741,0.62161,0.0,18.6855386611,1.7426775924,0.4560533885,0.0,0.0,1.02869,0.0,0.0,10.5555391348,195.68181,0.10417,0.00016,24.71608,,5.0,2.17915,1.95208,0.00957,LeafElement1,0.0,0.00157,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06745,1.0,0.00057,48.96341,0.01248,0.01255,0.00089,394.39622,0.0840221964,3.11742,279.0,-0.0,0.0085
1,MS,9,blade,0.0,1e-05,0.0,26.0858343337,0.0,0.0085534214,0.0750484438,0.0010004002,486.968687475,-0.0,28.1307022809,0.0,13.4062973525,0.0,3.25748,0.00471,0.82935,-48.50009,1.30991,19.7039533486,3.2600328687,0.03895,3.2098219357,0.0031055951,1e-05,0.0004,0.002,0.0,0.0,,0.0,0.00052,2.88074,0.58274,0.0,18.7967936339,1.7343558333,0.4523045513,0.0,0.0,1.0205,0.0,0.0,10.4826140737,193.19885,0.0223,3e-05,23.71765,,5.0,2.17295,1.87463,0.00218,LeafElement1,0.0,0.00156,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06664,1.0,0.00057,48.22613,0.01188,0.01336,0.0004,389.41912,0.082992878,2.88127,280.0,-0.0,0.0085
1,MS,9,blade,0.0,1e-05,0.0,26.2677070828,0.0,0.0085534214,0.0748187519,0.0004501801,482.6178721489,-0.0,27.3598439376,0.0,13.3046505589,0.0,3.23857,0.00214,0.79366,0.13197,-0.01442,19.5943313796,3.2622462005,0.03895,3.2116613346,0.0031037408,1e-05,0.0004,0.002,0.0,0.0,,0.0,0.0,2.86396,0.58274,0.0,18.8224554393,1.7331671795,0.4511158974,0.0,0.0,1.01027,0.0,0.0,10.4100824904,193.06639,0.0223,3e-05,23.71765,,5.0,2.1881,1.82326,0.00235,LeafElement1,0.0,0.00156,0.05,0.23546,False,False,1.0,0.08,800000.0,0.06664,1.0,0.00057,48.07853,0.01188,0.01336,0.00018,385.93986,0.0828797287,2.86396,281.0,-0.0,0.0085
1,MS,9,blade,3.63349,0.00015,3.38439,26.5328063241,0.0,0.0,0.0745622851,2.1803993108,500.2740701328,0.0075504206,26.9828215263,0.0,13.7529167474,0.0,3.60872,11.23972,0.86933,0.14813,9.72661,19.9935571351,3.2385444098,0.0388,3.1926607513,0.0030926787,8e-05,0.00043,0.00197,67.9518,20.09128,0.0534715784,8e-05,0.00384,3.46953,0.2491,0.0,18.730605353,1.7290121429,0.4497913636,0.00128,0.0,1.13206,19.4988,285.92852,10.6742717378,190.43416,0.3071,0.00047,26.51879,,5.0,2.18166,1.77493,0.03375,LeafElement1,0.0,0.00154,0.10492,0.23546,False,False,1.0,0.08,800000.0,0.06578,1.0,0.0,47.29539,0.01275,0.01422,0.86056,394.89634,0.0822183785,3.47346,282.0,0.00149,0.0085
1,MS,9,blade,3.63349,0.00015,3.38439,26.7923380967,0.0,0.0,0.0742304584,2.6724434985,505.4984544441,0.0058275058,26.407874734,0.0,13.885430376,0.0,4.67782,17.75815,1.09674,0.18746,13.60918,20.0943798697,3.2312466684,0.0388,3.1865145978,0.0030900307,8e-05,0.00043,0.00197,67.9518,20.09128,0.0534715784,8e-05,0.00537,3.463,0.2491,0.0,18.7070013683,1.7272926883,0.4480719091,0.00129,0.0,1.47189,19.36385,286.06343,10.7416359651,190.24502,0.3071,0.00047,26.51879,,5.0,2.203,1.73711,0.03643,LeafElement1,0.0,0.00154,0.10492,0.23546,False,False,1.0,0.08,800000.0,0.06578,1.0,0.0,47.08491,0.01275,0.01422,1.05476,399.02026,0.0823221194,3.46845,283.0,0.00115,0.0085
1,MS,9,blade,14.06216,0.00146,13.74984,27.1334978408,0.0,0.0,0.0738657299,8.1475169648,557.7322897388,0.0205120296,30.1474398519,0.0,15.167075436,0.0,5.10087,63.23856,1.46247,0.20272,46.99548,21.2602001375,3.1905948102,0.03863,3.1415408738,0.0030773647,0.00084,0.00045,0.00195,439.39775,76.648,0.032003259,0.00083,0.01828,4.97641,0.31232,0.0,18.3369984257,1.739976596,0.4485858675,0.01292,0.0,1.73854,79.31636,1102.70628,11.5941549669,187.33125,3.04631,0.00461,31.62259,,5.0,2.19917,1.95476,0.31022,LeafElement1,0.0,0.00151,0.25221,0.23546,False,False,1.0,0.08,800000.0,0.06484,1.0,0.0,46.18402,0.01407,0.01516,3.16971,433.96034,0.082347174,4.99553,284.0,0.00399,0.0085
1,MS,9,blade,14.06216,0.00149,13.74984,27.3907464528,0.0,0.0,0.0734980488,8.9399033518,578.4597470697,0.0184042772,32.9871992597,0.0,15.652177784,0.0,5.32515,76.65245,1.76774,0.20554,60.12017,21.686157616,3.1697999955,0.03863,3.1242680126,0.0030744381,0.00085,0.00045,0.00195,439.39775,76.648,0.032003259,0.00084,0.02339,4.98819,0.31232,0.0,18.2378010487,1.7380384768,0.4466477483,0.01307,0.0,1.93654,78.69476,1103.3274,11.8907743088,187.1222,3.04631,0.00461,31.62259,,5.0,2.22002,2.13889,0.2791,LeafElement1,0.0,0.00151,0.25221,0.23546,False,False,1.0,0.08,800000.0,0.06484,1.0,0.0,45.95413,0.01407,0.01516,3.47798,450.08796,0.0827950692,5.01242,285.0,0.00358,0.0085
