N_content_mstruct,Cont_WSC_DM_shoot,N_content_total_DM_shoot,N_content_shoot,axis,shoot_roots_mstruct_ratio,Cont_WSC_DM_roots,C_N_ratio_shoot,N_content_mstruct_shoot,N_content_mstruct_roots,C_respired_shoot,sum_respi_shoot,sum_N_g,t,Tillers_Photosynthesis_An,mstruct_shoot,plant,sum_dry_mass_stem,sum_N_g_shoot,sum_dry_mass_roots,mstruct_laminae,N_content,NS_shoot,sum_C_g,sum_dry_mass,NS_stem,N_content_roots,NS_laminae,C_N_ratio,sum_dry_mass_shoot,sum_dry_mass_laminae,Tillers_Photosynthesis,sum_NSC_g,shoot_roots_ratio,C_respired_roots,NS,dry_mass_phloem,NS_roots,Total_Transpiration,senesced_mstruct,Total_Photosynthesis,Cont_WSC_DM,mstruct_stem,Cont_WSC_DM_stem,C_exudated,mstruct,NNI,sum_respi_roots,Cont_WSC_DM_laminae
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.8820500000,NA,782.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026100000,1.5331400000,NA,NA,NA,NA,0.4206900000,2.4551000000,NA,3.5684200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.8471100000,NA,783.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026100000,1.5331400000,NA,NA,NA,NA,0.6135700000,2.4551000000,NA,3.6061900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.3832700000,NA,784.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016400000,1.5372400000,NA,NA,NA,NA,0.7417400000,2.4510100000,NA,3.2946700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.4299500000,NA,785.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016400000,1.5372400000,NA,NA,NA,NA,0.8047000000,2.4510100000,NA,3.0860500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.2836500000,NA,786.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007800000,1.5409800000,NA,NA,NA,NA,0.8052400000,2.4472700000,NA,2.9206800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.3956600000,NA,787.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007800000,1.5409800000,NA,NA,NA,NA,0.7517800000,2.4472700000,NA,2.7877600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.6153400000,NA,788.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004700000,1.5445600000,NA,NA,NA,NA,0.6661100000,2.4436900000,NA,2.6953500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.6038300000,NA,789.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004700000,1.5445600000,NA,NA,NA,NA,0.5649800000,2.4436900000,NA,2.5685600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.0478000000,NA,790.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002500000,1.5480600000,NA,NA,NA,NA,0.4642800000,2.4401900000,NA,2.5217400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.4537000000,NA,791.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002500000,1.5480600000,NA,NA,NA,NA,0.3667500000,2.4401900000,NA,2.4726500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.7314300000,NA,792.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001900000,1.5515700000,NA,NA,NA,NA,0.2749000000,2.4366800000,NA,2.3977800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.9960100000,NA,793.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001900000,1.5515700000,NA,NA,NA,NA,0.1961000000,2.4366800000,NA,2.3256500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.4835000000,NA,794.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001500000,1.5620800000,NA,NA,NA,NA,0.1327900000,2.4261700000,NA,2.2801900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.8293800000,NA,795.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001500000,1.5620800000,NA,NA,NA,NA,0.0748000000,2.4261700000,NA,2.2216400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.1282100000,NA,796.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000900000,1.5656900000,NA,NA,NA,NA,0.0268200000,2.4225600000,NA,2.1465200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.0817100000,NA,797.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000900000,1.5656900000,NA,NA,NA,NA,0.0007400000,2.4225600000,NA,2.0071100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.5369700000,NA,798.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002900000,1.5691500000,NA,NA,NA,NA,0.0000000000,2.4191000000,NA,1.9355700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.8084200000,NA,799.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002900000,1.5691500000,NA,NA,NA,NA,0.0000000000,2.4191000000,NA,1.8253400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.0657600000,NA,800.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005400000,1.5723600000,NA,NA,NA,NA,0.0000000000,2.4158900000,NA,1.6941600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.4993700000,NA,801.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005400000,1.5723600000,NA,NA,NA,NA,0.0000000000,2.4158900000,NA,1.5723600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.0464200000,NA,802.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007600000,1.5752900000,NA,NA,NA,NA,0.0000000000,2.4129600000,NA,1.4704200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.7582400000,NA,803.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007600000,1.5752900000,NA,NA,NA,NA,0.0000000000,2.4129600000,NA,1.3669600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.6476900000,NA,804.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008500000,1.5833200000,NA,NA,NA,NA,0.0064100000,2.4049300000,NA,1.2986200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.7283500000,NA,805.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008500000,1.5833200000,NA,NA,NA,NA,0.0380700000,2.4049300000,NA,1.2413700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.3045200000,NA,806.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004100000,1.5857700000,NA,NA,NA,NA,0.0767000000,2.4024800000,NA,1.1355500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.4472300000,NA,807.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004100000,1.5857700000,NA,NA,NA,NA,0.1142400000,2.4024800000,NA,1.1048300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.3046600000,NA,808.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003800000,1.5881300000,NA,NA,NA,NA,0.1455700000,2.4001200000,NA,1.0441300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.4444800000,NA,809.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003800000,1.5881300000,NA,NA,NA,NA,0.1740700000,2.4001200000,NA,1.0283600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.9917700000,NA,810.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003200000,1.5903300000,NA,NA,NA,NA,0.1936200000,2.3979100000,NA,0.9505400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.1199600000,NA,811.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003200000,1.5903300000,NA,NA,NA,NA,0.2034500000,2.3979100000,NA,0.8091600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.1514300000,NA,812.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001500000,1.5918700000,NA,NA,NA,NA,0.2118500000,2.3963800000,NA,0.7100500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.1487000000,NA,813.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001500000,1.5918700000,NA,NA,NA,NA,0.2221300000,2.3963800000,NA,0.7014700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,5.9057900000,NA,814.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001100000,1.5933400000,NA,NA,NA,NA,0.2231600000,2.3949100000,NA,0.6686300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,5.3975700000,NA,815.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001100000,1.5933400000,NA,NA,NA,NA,0.2166900000,2.3949100000,NA,0.6012800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,5.3272300000,NA,816.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000900000,1.5946400000,NA,NA,NA,NA,0.2150500000,2.3936000000,NA,0.6015700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,5.2712400000,NA,817.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000900000,1.5946400000,NA,NA,NA,NA,0.2094900000,2.3936000000,NA,0.5961700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,5.1440200000,NA,818.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001100000,1.5959300000,NA,NA,NA,NA,0.2006800000,2.3923200000,NA,0.5827300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,5.0311000000,NA,819.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001100000,1.5959300000,NA,NA,NA,NA,0.1909800000,2.3923200000,NA,0.5720800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,4.8722100000,NA,820.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000700000,1.5971900000,NA,NA,NA,NA,0.1797100000,2.3910600000,NA,0.5577400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,5.1002400000,NA,821.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000700000,1.5971900000,NA,NA,NA,NA,0.1725200000,2.3910600000,NA,0.5928500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.3976800000,NA,822.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006100000,1.6027800000,NA,NA,NA,NA,0.1698800000,2.3854700000,NA,0.7166400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.8464900000,NA,823.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006100000,1.6027800000,NA,NA,NA,NA,0.1628300000,2.3854700000,NA,0.7698200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.0625700000,NA,824.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021500000,1.6103200000,NA,NA,NA,NA,0.1689600000,2.3779300000,NA,0.8470800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.6797400000,NA,825.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021500000,1.6103200000,NA,NA,NA,NA,0.2021200000,2.3779300000,NA,0.9936000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.3123100000,NA,826.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092300000,1.6144000000,NA,NA,NA,NA,0.2784800000,2.3738500000,NA,1.1483000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.5963500000,NA,827.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092300000,1.6144000000,NA,NA,NA,NA,0.4619100000,2.3738500000,NA,1.2847300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.5708100000,NA,828.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0107200000,1.6194700000,NA,NA,NA,NA,0.7838100000,2.3687800000,NA,1.3103700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.9974900000,NA,829.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0107200000,1.6194700000,NA,NA,NA,NA,1.2519600000,2.3687800000,NA,1.2858700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.1169800000,NA,830.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097900000,1.6246900000,NA,NA,NA,NA,1.8755700000,2.3635600000,NA,1.3650200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,27.0765600000,NA,831.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097900000,1.6246900000,NA,NA,NA,NA,2.4884900000,2.3635600000,NA,1.4176000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,26.2700700000,NA,832.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0064800000,1.6294400000,NA,NA,NA,NA,2.9719900000,2.3588100000,NA,1.3961600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.1896600000,NA,833.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0064800000,1.6294400000,NA,NA,NA,NA,3.2969600000,2.3588100000,NA,1.3769400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.5181000000,NA,834.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027300000,1.6331800000,NA,NA,NA,NA,3.4310100000,2.3550700000,NA,1.3384300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.9873200000,NA,835.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027300000,1.6331800000,NA,NA,NA,NA,3.3150800000,2.3550700000,NA,1.3373300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.0391700000,NA,836.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006000000,1.6375600000,NA,NA,NA,NA,2.8970400000,2.3506900000,NA,1.1155400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.5224500000,NA,837.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006000000,1.6375600000,NA,NA,NA,NA,2.6242100000,2.3506900000,NA,1.0735800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.3450900000,NA,838.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003700000,1.6414700000,NA,NA,NA,NA,2.4109600000,2.3467800000,NA,1.1355700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.9794200000,NA,839.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003700000,1.6414700000,NA,NA,NA,NA,2.1566300000,2.3467800000,NA,1.1729200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.3459300000,NA,840.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002300000,1.6452600000,NA,NA,NA,NA,1.8951800000,2.3429900000,NA,1.1800200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.6996600000,NA,841.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002300000,1.6452600000,NA,NA,NA,NA,1.6490600000,2.3429900000,NA,1.1763000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.6845400000,NA,842.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001400000,1.6491000000,NA,NA,NA,NA,1.4482500000,2.3391500000,NA,1.2272700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.9795900000,NA,843.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001400000,1.6491000000,NA,NA,NA,NA,1.2360700000,2.3391500000,NA,1.2050200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.4730900000,NA,844.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001700000,1.6527600000,NA,NA,NA,NA,1.0579600000,2.3354900000,NA,1.1986700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.6751100000,NA,845.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001700000,1.6527600000,NA,NA,NA,NA,0.8940200000,2.3354900000,NA,1.1503300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.0156600000,NA,846.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014300000,1.6578200000,NA,NA,NA,NA,0.8219400000,2.3304300000,NA,1.5016500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.4242100000,NA,847.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014300000,1.6578200000,NA,NA,NA,NA,0.7226500000,2.3304300000,NA,1.8365100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.6042300000,NA,848.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0061300000,1.6708400000,NA,NA,NA,NA,0.6391800000,2.3174100000,NA,2.0329900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.0401200000,NA,849.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0061300000,1.6708400000,NA,NA,NA,NA,0.6293300000,2.3174100000,NA,2.0281200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.8384400000,NA,850.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0068600000,1.6754800000,NA,NA,NA,NA,0.7178800000,2.3127700000,NA,2.0329100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.4824400000,NA,851.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0068600000,1.6754800000,NA,NA,NA,NA,0.8805100000,2.3127700000,NA,2.0851900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.7983600000,NA,852.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055400000,1.6800800000,NA,NA,NA,NA,1.0395500000,2.3081700000,NA,1.9056800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.1451700000,NA,853.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055400000,1.6800800000,NA,NA,NA,NA,1.2195400000,2.3081700000,NA,1.9480400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.7175900000,NA,854.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044000000,1.6846600000,NA,NA,NA,NA,1.3259600000,2.3035900000,NA,1.8420000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.0130800000,NA,855.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044000000,1.6846600000,NA,NA,NA,NA,1.3862000000,2.3035900000,NA,1.7392300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.7731300000,NA,856.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018900000,1.6887300000,NA,NA,NA,NA,1.3982300000,2.2995200000,NA,1.6407200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.0530600000,NA,857.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018900000,1.6887300000,NA,NA,NA,NA,1.3449600000,2.2995200000,NA,1.5918500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.7966000000,NA,858.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008100000,1.6922000000,NA,NA,NA,NA,1.2138100000,2.2960500000,NA,1.4316100000,NA
