N_content_mstruct,Cont_WSC_DM_shoot,N_content_total_DM_shoot,N_content_shoot,axis,shoot_roots_mstruct_ratio,Cont_WSC_DM_roots,C_N_ratio_shoot,N_content_mstruct_shoot,N_content_mstruct_roots,C_respired_shoot,sum_respi_shoot,sum_N_g,t,Tillers_Photosynthesis_An,mstruct_shoot,plant,sum_dry_mass_stem,sum_N_g_shoot,sum_dry_mass_roots,mstruct_laminae,N_content,NS_shoot,sum_C_g,sum_dry_mass,NS_stem,N_content_roots,NS_laminae,C_N_ratio,sum_dry_mass_shoot,sum_dry_mass_laminae,Tillers_Photosynthesis,sum_NSC_g,shoot_roots_ratio,C_respired_roots,NS,dry_mass_phloem,NS_roots,Total_Transpiration,senesced_mstruct,Total_Photosynthesis,Cont_WSC_DM,mstruct_stem,Cont_WSC_DM_stem,C_exudated,mstruct,NNI,sum_respi_roots,Cont_WSC_DM_laminae
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.4225400000,NA,234.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055500000,0.4674100000,NA,NA,NA,NA,47.3612600000,3.3128500000,NA,15.3290400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.7408400000,NA,235.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055500000,0.4674100000,NA,NA,NA,NA,30.6849900000,3.3129900000,NA,14.2954000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.6230100000,NA,236.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019000000,0.4696700000,NA,NA,NA,NA,26.7923500000,3.3118500000,NA,10.4173100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.0654100000,NA,237.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019000000,0.4696700000,NA,NA,NA,NA,17.3722900000,3.3119200000,NA,9.1006300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.8604900000,NA,238.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009500000,0.4713600000,NA,NA,NA,NA,17.6449200000,3.3110700000,NA,8.5839500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.7128400000,NA,239.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009500000,0.4713600000,NA,NA,NA,NA,12.2950600000,3.3111300000,NA,8.4329700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.8905100000,NA,240.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010400000,0.4731100000,NA,NA,NA,NA,14.7331600000,3.3102600000,NA,8.7980400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.6420800000,NA,241.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010400000,0.4731100000,NA,NA,NA,NA,10.1038500000,3.3103200000,NA,8.2516300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.8747100000,NA,242.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006400000,0.4745500000,NA,NA,NA,NA,11.7139200000,3.3096000000,NA,7.7916500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.6761700000,NA,243.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006400000,0.4745500000,NA,NA,NA,NA,8.1846200000,3.3096500000,NA,7.3816300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.5691000000,NA,244.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006000000,0.4759000000,NA,NA,NA,NA,10.2714100000,3.3089700000,NA,7.5597000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,6.7119300000,NA,245.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006000000,0.4759000000,NA,NA,NA,NA,7.5499800000,3.3090300000,NA,8.1390800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.1388800000,NA,246.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027200000,0.4781400000,NA,NA,NA,NA,13.5499800000,3.3079000000,NA,10.3665100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.3739700000,NA,247.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027200000,0.4781400000,NA,NA,NA,NA,12.1354800000,3.3080700000,NA,16.8343400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.7109400000,NA,248.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127900000,0.4836200000,NA,NA,NA,NA,31.9761900000,3.3052700000,NA,19.7618600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.0145200000,NA,249.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127900000,0.4836200000,NA,NA,NA,NA,24.4649000000,3.3055100000,NA,22.1068300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,26.5536100000,NA,250.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217900000,0.4906300000,NA,NA,NA,NA,51.4562400000,3.3018600000,NA,24.5568100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,27.8596200000,NA,251.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217900000,0.4906300000,NA,NA,NA,NA,42.1948900000,3.3021600000,NA,27.5367900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,27.3775900000,NA,252.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163100000,0.4982300000,NA,NA,NA,NA,68.4976600000,3.2981800000,NA,26.8411400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,27.2623500000,NA,253.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163100000,0.4982300000,NA,NA,NA,NA,47.7063500000,3.2984800000,NA,26.7545500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,29.4473500000,NA,254.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0218600000,0.5063000000,NA,NA,NA,NA,72.2902500000,3.2943000000,NA,29.2945500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,29.5887000000,NA,255.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0218600000,0.5063000000,NA,NA,NA,NA,48.9458300000,3.2946300000,NA,29.9546200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.3785800000,NA,256.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113600000,0.5138200000,NA,NA,NA,NA,66.3573000000,3.2907700000,NA,26.5377200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.9905300000,NA,257.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113600000,0.5138200000,NA,NA,NA,NA,38.6322400000,3.2910300000,NA,22.8524200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.9812000000,NA,258.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031200000,0.5192100000,NA,NA,NA,NA,45.1649000000,3.2882700000,NA,19.2983200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.3794900000,NA,259.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031200000,0.5192100000,NA,NA,NA,NA,26.8760200000,3.2884800000,NA,18.6237500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.4686100000,NA,260.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043300000,0.5245300000,NA,NA,NA,NA,37.3164300000,3.2857600000,NA,19.0316800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.3218600000,NA,261.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043300000,0.5245300000,NA,NA,NA,NA,20.6976600000,3.2859400000,NA,16.5802700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.9722500000,NA,262.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0041400000,0.5294600000,NA,NA,NA,NA,31.2133200000,3.2833900000,NA,17.7946100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.7968100000,NA,263.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0041400000,0.5294600000,NA,NA,NA,NA,18.4112100000,3.2835900000,NA,17.8781800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.1756100000,NA,264.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057100000,0.5348000000,NA,NA,NA,NA,30.9337200000,3.2807700000,NA,18.8656800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.1006600000,NA,265.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057100000,0.5348000000,NA,NA,NA,NA,18.0348200000,3.2809900000,NA,19.1413100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.2850400000,NA,266.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0050500000,0.5398500000,NA,NA,NA,NA,28.1890100000,3.2782600000,NA,17.8376700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.6665400000,NA,267.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0050500000,0.5398500000,NA,NA,NA,NA,16.2141200000,3.2784500000,NA,16.5317800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.0314900000,NA,268.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065300000,0.5450200000,NA,NA,NA,NA,27.3537100000,3.2755900000,NA,18.0108900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.3740100000,NA,269.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065300000,0.5450200000,NA,NA,NA,NA,15.8370300000,3.2757900000,NA,16.5960700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.4354200000,NA,270.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018000000,0.5488200000,NA,NA,NA,NA,20.9005900000,3.2736400000,NA,14.0946200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.1010400000,NA,271.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018000000,0.5488200000,NA,NA,NA,NA,13.3324000000,3.2737900000,NA,13.9398800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.7219700000,NA,272.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023200000,0.5525500000,NA,NA,NA,NA,19.8999400000,3.2716600000,NA,13.8089900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.2067200000,NA,273.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023200000,0.5525500000,NA,NA,NA,NA,14.0620100000,3.2718200000,NA,14.6208000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.4654500000,NA,274.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030900000,0.5566300000,NA,NA,NA,NA,22.4595900000,3.2694500000,NA,14.6816300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.6289300000,NA,275.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030900000,0.5566300000,NA,NA,NA,NA,16.5587600000,3.2696100000,NA,14.6072100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.0489400000,NA,276.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019300000,0.5605800000,NA,NA,NA,NA,24.3235800000,3.2672900000,NA,14.2467900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.7129800000,NA,277.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019300000,0.5605800000,NA,NA,NA,NA,17.8341300000,3.2674400000,NA,13.3969800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.2990100000,NA,278.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010800000,0.5639600000,NA,NA,NA,NA,22.9378100000,3.2654300000,NA,12.6948500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.2046400000,NA,279.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010800000,0.5639600000,NA,NA,NA,NA,17.2489900000,3.2655700000,NA,12.6459300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.7317200000,NA,280.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004800000,0.5672400000,NA,NA,NA,NA,21.9713300000,3.2636200000,NA,12.4394200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.6623900000,NA,281.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004800000,0.5672400000,NA,NA,NA,NA,16.2332300000,3.2637500000,NA,12.6161000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.5770000000,NA,282.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002300000,0.5706000000,NA,NA,NA,NA,20.8673800000,3.2617500000,NA,12.6223000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.4801300000,NA,283.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002300000,0.5706000000,NA,NA,NA,NA,14.8560700000,3.2618900000,NA,12.8188100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.5673200000,NA,284.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002200000,0.5740600000,NA,NA,NA,NA,19.5876000000,3.2598100000,NA,12.8682400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.4597100000,NA,285.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002200000,0.5740600000,NA,NA,NA,NA,13.6140400000,3.2599500000,NA,12.9946900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.5456800000,NA,286.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002100000,0.5776100000,NA,NA,NA,NA,18.5269800000,3.2578000000,NA,13.0494500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.4896100000,NA,287.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002100000,0.5776100000,NA,NA,NA,NA,12.7408500000,3.2579500000,NA,13.2630000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.6351200000,NA,288.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002600000,0.5812800000,NA,NA,NA,NA,17.8742900000,3.2556900000,NA,13.2991100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.5843300000,NA,289.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002600000,0.5812800000,NA,NA,NA,NA,12.2182100000,3.2558500000,NA,13.4954500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.7149100000,NA,290.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001900000,0.5854800000,NA,NA,NA,NA,17.4603900000,3.2530700000,NA,13.5062000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.6646700000,NA,291.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001900000,0.5854800000,NA,NA,NA,NA,11.9025000000,3.2532300000,NA,13.6859600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.8866200000,NA,292.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001800000,0.5898400000,NA,NA,NA,NA,17.2097800000,3.2503100000,NA,13.7568100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.8370700000,NA,293.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001800000,0.5898400000,NA,NA,NA,NA,11.7316600000,3.2504800000,NA,13.9293300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.5507000000,NA,294.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006200000,0.5943400000,NA,NA,NA,NA,17.0211400000,3.2474200000,NA,13.9936100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.8702800000,NA,295.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006200000,0.5943400000,NA,NA,NA,NA,12.0462900000,3.2476000000,NA,14.6876300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.0922200000,NA,296.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037300000,0.5995000000,NA,NA,NA,NA,19.0005100000,3.2440400000,NA,15.4078000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.1928300000,NA,297.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037300000,0.5995000000,NA,NA,NA,NA,15.0477900000,3.2442600000,NA,16.7701600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.5892100000,NA,298.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122300000,0.6060400000,NA,NA,NA,NA,26.8257400000,3.2397000000,NA,18.4918300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.6268100000,NA,299.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122300000,0.6060400000,NA,NA,NA,NA,25.2661200000,3.2399500000,NA,18.9045100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.2889500000,NA,300.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0134400000,0.6132000000,NA,NA,NA,NA,41.7052100000,3.2349000000,NA,20.0655600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.7377900000,NA,301.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0134400000,0.6132000000,NA,NA,NA,NA,39.0525600000,3.2351900000,NA,20.7249400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.0124200000,NA,302.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0138200000,0.6203700000,NA,NA,NA,NA,51.7175000000,3.2302000000,NA,20.2409300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.8698700000,NA,303.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0138200000,0.6203700000,NA,NA,NA,NA,43.8280600000,3.2304700000,NA,19.9274300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.1070200000,NA,304.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0070500000,0.6268800000,NA,NA,NA,NA,51.2259100000,3.2260300000,NA,18.7721000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.2695000000,NA,305.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0070500000,0.6268800000,NA,NA,NA,NA,37.6664700000,3.2262700000,NA,17.7481800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.0388500000,NA,306.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035500000,0.6326800000,NA,NA,NA,NA,40.7516200000,3.2224000000,NA,17.2197000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.3824500000,NA,307.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035500000,0.6326800000,NA,NA,NA,NA,27.7104700000,3.2226200000,NA,16.7410200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.4871500000,NA,308.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026200000,0.6380300000,NA,NA,NA,NA,30.8211800000,3.2190700000,NA,16.1990700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.7671800000,NA,309.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026200000,0.6380300000,NA,NA,NA,NA,20.1900000000,3.2192700000,NA,15.2706700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.5130000000,NA,310.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017100000,0.6427700000,NA,NA,NA,NA,23.8231100000,3.2161100000,NA,14.7301100000,NA
