t,organ,Dry_Mass,proteins,amino_acids,mstruct,structure,starch,age_from_flowering,synthetized_mstruct,Export_Nitrates,S_grain_starch,axis,R_grain_growth_starch,Proteins_N_Mass,N_tot,R_Nnit_upt,Conc_Amino_Acids,cytokinins,HATS_LATS,Export_Amino_Acids,Uptake_Nitrates,plant,S_Proteins,N_exudation,nitrates,R_grain_growth_struct,Unloading_Amino_Acids,Total_Organic_Nitrogen,S_grain_structure,AA_consumption_mstruct,Export_cytokinins,C_exudation,Conc_cytokinins,R_Nnit_red,Unloading_Sucrose,RGR_Structure,regul_transpiration,sucrose_consumption_mstruct,Nstruct,WSC_g,Conc_Nitrates,R_residual,S_Amino_Acids,S_cytokinins,Respi_growth,Conc_Sucrose,senesced_mstruct,sucrose,sum_respi
880.0000000000,roots,NA,NA,597.1171700000,1.0860300000,NA,NA,NA,NA,0.0412500000,NA,MS,NA,NA,0.0350155983,0.0000000000,439.8531679603694,0.2232100000,0.5618400000,4.0613800000,0.0000000000,1,NA,0.1304700000,1516.1398500000,NA,0.2065200000,984.9865800000,NA,0.0000000000,0.0101400000,0.6523600000,0.2055283924016832,0.6566800000,3.2617900000,NA,0.0075600000,0.0000000000,0.0054300000,0.0010316868571428573,1396.0386453412889,0.2786026024,0.3053800000,0.0000700000,0.0000000000,2.7707214963368103,1.2977100000,36.1090400000,0.9363200000
881.0000000000,grains,0.6484925259117648,1780.2681900000,NA,NA,5044.7901400000,11238.2467000000,2338594.6678800001,NA,NA,265.3260800000,MS,14.9104700000,0.02492375466,0.0249237547,NA,NA,NA,NA,NA,NA,1,2.2256700000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
881.0000000000,phloem,NA,NA,16.5803400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002321248,NA,5.918432254437395,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007769908285714286,NA,NA,NA,NA,NA,10.111741359462426,NA,271.9467900000,NA
881.0000000000,roots,NA,NA,593.4631500000,1.0860300000,NA,NA,NA,NA,0.0412400000,NA,MS,NA,NA,0.0349595183,0.0000000000,437.1615148752797,0.2133700000,0.5207500000,4.0365300000,0.0000000000,1,NA,0.1552400000,1515.7881600000,NA,0.2366200000,981.3325600000,NA,0.0000000000,0.0096900000,0.7762000000,0.19646786921171605,0.6240200000,3.8810100000,NA,0.0075600000,0.0000000000,0.0054300000,0.001064785142857143,1395.7148145078866,0.2663521230,0.2902000000,0.0000700000,0.0000000000,2.859610999082284,1.2977100000,37.2674800000,0.8913700000
882.0000000000,grains,0.6492525794411764,1782.2597500000,NA,NA,5044.7901400000,11257.6731000000,2341322.3766600001,NA,NA,243.0495800000,MS,13.6586000000,0.0249516365,0.0249516365,NA,NA,NA,NA,NA,NA,1,2.0271300000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
882.0000000000,phloem,NA,NA,17.4586400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002444210,NA,6.24060552172184,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008228633142857144,NA,NA,NA,NA,NA,10.723605606616415,NA,288.0021600000,NA
882.0000000000,roots,NA,NA,592.1790400000,1.0839600000,NA,NA,NA,NA,0.0169200000,NA,MS,NA,NA,0.0349273608,0.0000000000,437.0486291007048,0.2090900000,0.4423200000,1.6533100000,0.0000000000,1,NA,0.1674800000,1515.4895900000,NA,0.2538200000,979.3084500000,NA,0.0000000000,0.0039000000,0.8374200000,0.19289457175541533,0.5694900000,4.1871100000,NA,0.0031000000,0.0000000000,0.0054200000,0.0011141400000000002,1398.1047178862686,0.2472959862,0.2653400000,0.0000700000,0.0000000000,2.997873537768921,1.2997800000,38.9949000000,0.8171100000
883.0000000000,grains,0.6499649552689076,1784.1345000000,NA,NA,5044.7901400000,11275.8516400000,2343742.3213399998,NA,NA,224.6516700000,MS,12.6247000000,0.024977883,0.0249778830,NA,NA,NA,NA,NA,NA,1,1.9019100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
883.0000000000,phloem,NA,NA,18.0884600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002532384,NA,6.465735209354489,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008398953714285713,NA,NA,NA,NA,NA,10.945568428750367,NA,293.9633800000,NA
883.0000000000,roots,NA,NA,590.8895400000,1.0839600000,NA,NA,NA,NA,0.0169200000,NA,MS,NA,NA,0.0349053237,0.0000000000,436.09693346617956,0.2053000000,0.4038600000,1.6497100000,0.0000000000,1,NA,0.1672100000,1515.2050100000,NA,0.2572300000,978.0189500000,NA,0.0000000000,0.0038300000,0.8360600000,0.18939813277242704,0.5416000000,4.1802800000,NA,0.0031000000,0.0000000000,0.0054200000,0.0011696148571428572,1397.8421805232665,0.2383244432,0.2523500000,0.0000700000,0.0000000000,3.147142575986814,1.2997800000,40.9365200000,0.7802400000
884.0000000000,grains,0.6506420054495798,1785.9468100000,NA,NA,5044.7901400000,11293.0187500000,2345967.7762400000,NA,NA,210.5162100000,MS,11.8303300000,0.02500325534,0.0250032553,NA,NA,NA,NA,NA,NA,1,1.8374500000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
884.0000000000,phloem,NA,NA,18.6184400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002606582,NA,6.66270878624404,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008385258857142856,NA,NA,NA,NA,NA,10.940088300813226,NA,293.4840600000,NA
884.0000000000,roots,NA,NA,590.0463500000,1.0822800000,NA,NA,NA,NA,0.0123500000,NA,MS,NA,NA,0.0348796808,0.0000000000,436.1506079757549,0.2022800000,0.3691200000,1.2029200000,0.0000000000,1,NA,0.1601300000,1514.9308500000,NA,0.2539600000,976.5731900000,NA,0.0000000000,0.0027500000,0.8006400000,0.18690172598588167,0.5288300000,4.0031900000,NA,0.0022700000,0.0000000000,0.0054100000,0.001223978,1399.7587038474333,0.2354424733,0.2467800000,0.0000800000,0.0000000000,3.2985325732096444,1.3014700000,42.8392300000,0.7644800000
885.0000000000,grains,0.6512728052731092,1787.6759900000,NA,NA,5044.7901400000,11308.8666100000,2347989.6019000001,NA,NA,193.3782100000,MS,10.8672300000,0.025027463859999998,0.0250274639,NA,NA,NA,NA,NA,NA,1,1.7483600000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
885.0000000000,phloem,NA,NA,18.9839300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002657750,NA,6.7935013464308405,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008254048285714284,NA,NA,NA,NA,NA,10.768900355171459,NA,288.8916900000,NA
885.0000000000,roots,NA,NA,589.1983900000,1.0822800000,NA,NA,NA,NA,0.0123500000,NA,MS,NA,NA,0.0348640960,0.0000000000,435.5238126917249,0.1996300000,0.3441800000,1.2011900000,0.0000000000,1,NA,0.1477400000,1514.6656100000,NA,0.2427100000,975.7252200000,NA,0.0000000000,0.0027200000,0.7387000000,0.18445319141072553,0.5094000000,3.6935100000,NA,0.0022700000,0.0000000000,0.0054100000,0.0012735242857142858,1399.513628635843,0.2294773368,0.2377100000,0.0000800000,0.0000000000,3.432056245457121,1.3014700000,44.5733500000,0.7390800000
886.0000000000,grains,0.6518159223529413,1789.2052400000,NA,NA,5044.7901400000,11322.3659100000,2349648.2851900002,NA,NA,164.5897500000,MS,9.2494100000,0.02504887336,0.0250488734,NA,NA,NA,NA,NA,NA,1,1.5471900000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
886.0000000000,phloem,NA,NA,19.3740000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002712360,NA,6.9437749204784724,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008101792857142857,NA,NA,NA,NA,NA,10.58654592834849,NA,283.5627500000,NA
886.0000000000,roots,NA,NA,588.8759800000,1.0810200000,NA,NA,NA,NA,0.0066600000,NA,MS,NA,NA,0.0348563341,0.0000000000,435.7928474958835,0.1980100000,0.2912000000,0.6475900000,0.0000000000,1,NA,0.1325000000,1514.4336000000,NA,0.2263200000,974.9544000000,NA,0.0000000000,0.0014500000,0.6624900000,0.18316959908234812,0.4528800000,3.3124500000,NA,0.0012200000,0.0000000000,0.0054100000,0.0013181794285714286,1400.9302325581396,0.2089541636,0.2115800000,0.0000800000,0.0000000000,3.5565391944644866,1.3027200000,46.1362800000,0.6619000000
887.0000000000,grains,0.6523102981554622,1790.6349700000,NA,NA,5044.7901400000,11334.5178300000,2351117.8732500002,NA,NA,147.9887000000,MS,8.3164900000,0.02506888958,0.0250688896,NA,NA,NA,NA,NA,NA,1,1.4433600000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
887.0000000000,phloem,NA,NA,19.6628100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002752793,NA,7.047286411899108,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007925056571428573,NA,NA,NA,NA,NA,10.35560608097009,NA,277.3769800000,NA
887.0000000000,roots,NA,NA,588.5400600000,1.0810200000,NA,NA,NA,NA,0.0066600000,NA,MS,NA,NA,0.0348485704,0.0000000000,435.54425265027476,0.1966400000,0.2669400000,0.6472200000,0.0000000000,1,NA,0.1198900000,1514.2149700000,NA,0.2124700000,974.6184700000,NA,0.0000000000,0.0014400000,0.5994600000,0.18190227747867754,0.4250200000,2.9972900000,NA,0.0012200000,0.0000000000,0.0054100000,0.0013573374285714287,1400.7279883813435,0.1991498533,0.1985700000,0.0000800000,0.0000000000,3.662190184578762,1.3027200000,47.5068100000,0.6242400000
888.0000000000,grains,0.6527413864369748,1791.9140000000,NA,NA,5044.7901400000,11344.9976500000,2352345.2002200000,NA,NA,127.6925900000,MS,7.1759100000,0.025086795999999998,0.0250867960,NA,NA,NA,NA,NA,NA,1,1.2913100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
888.0000000000,phloem,NA,NA,19.9614500000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002794603,NA,7.162471519044115,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007759463999999999,NA,NA,NA,NA,NA,10.15077862896715,NA,271.5812400000,NA
888.0000000000,roots,NA,NA,588.5173100000,1.0800900000,NA,NA,NA,NA,0.0031900000,NA,MS,NA,NA,0.0348355440,0.0000000000,435.9024229462359,0.1958600000,0.2306500000,0.3097600000,0.0000000000,1,NA,0.1075200000,1514.0215500000,NA,0.1975700000,974.2643100000,NA,0.0000000000,0.0006900000,0.5376100000,0.18133674045681378,0.3808000000,2.6880400000,NA,0.0005800000,0.0000000000,0.0054000000,0.001392125142857143,1401.7549926395022,0.1826735616,0.1780600000,0.0000700000,0.0000000000,3.759283948559842,1.3036500000,48.7243800000,0.5634700000
889.0000000000,grains,0.6531909656932773,1793.2807900000,NA,NA,5044.7901400000,11355.8084600000,2353659.6099600000,NA,NA,131.3473000000,MS,7.3812900000,0.025105931059999996,0.0251059311,NA,NA,NA,NA,NA,NA,1,1.3749100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
889.0000000000,phloem,NA,NA,20.0802600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002811236,NA,7.205102352033585,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007540837714285715,NA,NA,NA,NA,NA,9.864776009616248,NA,263.9293200000,NA
889.0000000000,roots,NA,NA,588.5099500000,1.0800900000,NA,NA,NA,NA,0.0031900000,NA,MS,NA,NA,0.0348325391,0.0000000000,435.89697154866724,0.1952600000,0.2431200000,0.3097600000,0.0000000000,1,NA,0.1001600000,1513.8142700000,NA,0.1905000000,974.2569500000,NA,0.0000000000,0.0006900000,0.5007800000,0.18078123119369682,0.4075700000,2.5039000000,NA,0.0005800000,0.0000000000,0.0054000000,0.0014203534285714286,1401.5630827060709,0.1942994437,0.1905800000,0.0000800000,0.0000000000,3.835511392569138,1.3036500000,49.7123700000,0.6018800000
890.0000000000,grains,0.6536749167815126,1794.7883800000,NA,NA,5044.7901400000,11367.3149900000,2355138.7305700001,NA,NA,139.3130200000,MS,7.8289400000,0.025127037319999997,0.0251270373,NA,NA,NA,NA,NA,NA,1,1.5132100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
890.0000000000,phloem,NA,NA,20.0713400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002809988,NA,7.211832076497086,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007263922,NA,NA,NA,NA,NA,9.515622871275715,NA,254.2372700000,NA
890.0000000000,roots,NA,NA,588.2697200000,1.0789700000,NA,NA,NA,NA,0.0058100000,NA,MS,NA,NA,0.0348159312,0.0000000000,436.1713263575447,0.1939000000,0.2607100000,0.5649900000,0.0000000000,1,NA,0.0925500000,1513.5825100000,NA,0.1826700000,973.6176500000,NA,0.0000000000,0.0012400000,0.4627700000,0.17970842562814535,0.4500300000,2.3138500000,NA,0.0010700000,0.0000000000,0.0053900000,0.0014404525714285716,1402.803145592556,0.2120419289,0.2106500000,0.0000900000,0.0000000000,3.89382466611676,1.3047700000,50.4158400000,0.6621200000
891.0000000000,grains,0.6541393534873949,1796.2710200000,NA,NA,5044.7901400000,11378.2284100000,2356572.0552500002,NA,NA,132.0402400000,MS,7.4202300000,0.025147794279999997,0.0251477943,NA,NA,NA,NA,NA,NA,1,1.4861900000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
891.0000000000,phloem,NA,NA,20.0037000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002800518,NA,7.187528351800366,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006986296857142857,NA,NA,NA,NA,NA,9.151938327442146,NA,244.5203900000,NA
891.0000000000,roots,NA,NA,588.0224900000,1.0789700000,NA,NA,NA,NA,0.0058100000,NA,MS,NA,NA,0.0348092655,0.0000000000,435.988018202545,0.1927600000,0.2554400000,0.5647500000,0.0000000000,1,NA,0.0820500000,1513.3536200000,NA,0.1678100000,973.3704200000,NA,0.0000000000,0.0012400000,0.4102700000,0.17865186242434913,0.4434500000,2.0513300000,NA,0.0010700000,0.0000000000,0.0053900000,0.0014542997142857144,1402.5910080910498,0.2098086582,0.2075700000,0.0000900000,0.0000000000,3.931256198040724,1.3047700000,50.9004900000,0.6533100000
892.0000000000,grains,0.6545421195420168,1797.5874700000,NA,NA,5044.7901400000,11387.5821300000,2357778.7234899998,NA,NA,113.3876000000,MS,6.3720200000,0.025166224579999997,0.0251662246,NA,NA,NA,NA,NA,NA,1,1.3213200000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
892.0000000000,phloem,NA,NA,20.0208700000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002802922,NA,7.199226889849783,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006753730285714287,NA,NA,NA,NA,NA,8.854079953972978,NA,236.3805600000,NA
892.0000000000,roots,NA,NA,587.9881500000,1.0780600000,NA,NA,NA,NA,0.0032900000,NA,MS,NA,NA,0.0348059656,0.0000000000,436.33055674081226,0.1919900000,0.2220400000,0.3199300000,0.0000000000,1,NA,0.0713800000,1513.1522500000,NA,0.1511500000,973.0108600000,NA,0.0000000000,0.0007000000,0.3569200000,0.17808841808433667,0.3933800000,1.7846000000,NA,0.0006000000,0.0000000000,0.0053900000,0.0014651577142857145,1403.588158358533,0.1901090524,0.1842900000,0.0000800000,0.0000000000,3.963950676833077,1.3056800000,51.2805200000,0.5835000000
893.0000000000,grains,0.654974103987395,1799.0316500000,NA,NA,5044.7901400000,11397.4982900000,2359139.3489899999,NA,NA,119.8539100000,MS,6.7354000000,0.025186443099999997,0.0251864431,NA,NA,NA,NA,NA,NA,1,1.4448000000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
893.0000000000,phloem,NA,NA,19.8793300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002783106,NA,7.148331070937351,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006482620571428571,NA,NA,NA,NA,NA,8.498657545165514,NA,226.8917200000,NA
893.0000000000,roots,NA,NA,587.9715800000,1.0780600000,NA,NA,NA,NA,0.0032900000,NA,MS,NA,NA,0.0348026459,0.0000000000,436.3182605791886,0.1913900000,0.2431100000,0.3199200000,0.0000000000,1,NA,0.0651900000,1512.9317000000,NA,0.1427900000,972.9942800000,NA,0.0000000000,0.0007000000,0.3259500000,0.17753186279056823,0.4305600000,1.6297400000,NA,0.0006000000,0.0000000000,0.0053900000,0.001469057142857143,1403.3835779084652,0.2052237725,0.2017100000,0.0000900000,0.0000000000,3.974500491623843,1.3056800000,51.4170000000,0.6357900000
894.0000000000,grains,0.6555600749663865,1801.0370600000,NA,NA,5044.7901400000,11410.7819000000,2361259.2013900001,NA,NA,159.5883500000,MS,8.9683500000,0.025214518840000002,0.0252145188,NA,NA,NA,NA,NA,NA,1,1.9937900000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
894.0000000000,phloem,NA,NA,19.4307400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002720304,NA,7.012112846329427,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006113840857142858,NA,NA,NA,NA,NA,8.043971018546086,NA,213.9844300000,NA
894.0000000000,roots,NA,NA,587.1120600000,1.0764700000,NA,NA,NA,NA,0.0128700000,NA,MS,NA,NA,0.0347762108,0.0000000000,436.3239551497023,0.1885500000,0.3298700000,1.2492700000,0.0000000000,1,NA,0.0621200000,1512.6172800000,NA,0.1410300000,971.5638900000,NA,0.0000000000,0.0026800000,0.3106200000,0.1751558334184882,0.5946800000,1.5530800000,NA,0.0023600000,0.0000000000,0.0053800000,0.0014569768571428571,1405.1643612920006,0.2701753329,0.2790100000,0.0001300000,0.0000000000,3.9476398165609203,1.3072800000,50.9941900000,0.8651000000
895.0000000000,grains,0.6562619728529412,1803.4837100000,NA,NA,5044.7901400000,11426.5331900000,2364065.5158400000,NA,NA,189.0506600000,MS,10.6240400000,0.025248771939999998,0.0252487719,NA,NA,NA,NA,NA,NA,1,2.4119400000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
895.0000000000,phloem,NA,NA,18.6729400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002614212,NA,6.738640033922466,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005753455714285714,NA,NA,NA,NA,NA,7.569812840014075,NA,201.3709500000,NA
895.0000000000,roots,NA,NA,586.3199600000,1.0764700000,NA,NA,NA,NA,0.0128700000,NA,MS,NA,NA,0.0347597512,0.0000000000,435.7352903471532,0.1860500000,0.4124500000,1.2475800000,0.0000000000,1,NA,0.0567500000,1512.2337000000,NA,0.1315600000,970.7718000000,NA,0.0000000000,0.0026400000,0.2837500000,0.17283342777782937,0.7276100000,1.4187400000,NA,0.0023600000,0.0000000000,0.0053800000,0.0014293020000000001,1404.808029949743,0.3211635582,0.3413800000,0.0001500000,0.0000000000,3.872655531505755,1.3072800000,50.0255700000,1.0490400000
896.0000000000,grains,0.657068792840336,1806.3191600000,NA,NA,5044.7901400000,11444.5559300000,2367533.5604900001,NA,NA,218.7007300000,MS,12.2902700000,0.02528846824,0.0252884682,NA,NA,NA,NA,NA,NA,1,2.7909000000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
896.0000000000,phloem,NA,NA,17.9407900000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002511711,NA,6.488766320662592,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005526514857142857,NA,NA,NA,NA,NA,7.287334834291776,NA,193.4280200000,NA
896.0000000000,roots,NA,NA,583.0743800000,1.0738500000,NA,NA,NA,NA,0.0388800000,NA,MS,NA,NA,0.0346977092,0.0000000000,434.3805037947572,0.1779700000,0.4715200000,3.7490000000,0.0000000000,1,NA,0.0551100000,1511.7619900000,NA,0.1277800000,966.5936700000,NA,0.0000000000,0.0076400000,0.2755300000,0.16573078176654094,0.8458700000,1.3776700000,NA,0.0071400000,0.0000000000,0.0053700000,0.0013880228571428572,1407.7962378358243,0.3651589563,0.3978300000,0.0001600000,0.0000000000,3.7699864971830332,1.3098900000,48.5808000000,1.2122600000
897.0000000000,grains,0.6579644424957983,1809.4226600000,NA,NA,5044.7901400000,11464.7219400000,2371514.0723400000,NA,NA,249.0042100000,MS,13.9932300000,0.025331917239999998,0.0253319172,NA,NA,NA,NA,NA,NA,1,3.0462000000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
897.0000000000,phloem,NA,NA,17.2723000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002418122,NA,6.24698904119498,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005550120285714286,NA,NA,NA,NA,NA,7.318461261407886,NA,194.2542100000,NA
897.0000000000,roots,NA,NA,579.8927300000,1.0738500000,NA,NA,NA,NA,0.0388700000,NA,MS,NA,NA,0.0346459428,0.0000000000,432.01022861665973,0.1706800000,0.5385500000,3.7285500000,0.0000000000,1,NA,0.0604700000,1511.2460400000,NA,0.1344100000,963.4120300000,NA,0.0000000000,0.0073300000,0.3023400000,0.1589421241327932,0.9302400000,1.5116900000,NA,0.0071400000,0.0000000000,0.0053700000,0.0013400791428571427,1407.3157703589886,0.3947764206,0.4375100000,0.0001700000,0.0000000000,3.6397673480157064,1.3098900000,46.9027700000,1.3263200000
898.0000000000,grains,0.6589562512184874,1812.7442200000,NA,NA,5044.7901400000,11487.4678600000,2375876.9542399999,NA,NA,286.6529300000,MS,16.1089700000,0.02537841908,0.0253784191,NA,NA,NA,NA,NA,NA,1,3.2948800000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
898.0000000000,phloem,NA,NA,17.1217600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002397046,NA,6.22137195855873,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0058555740000000005,NA,NA,NA,NA,NA,7.7571831836742104,NA,204.9450900000,NA
898.0000000000,roots,NA,NA,574.5441500000,1.0705800000,NA,NA,NA,NA,0.0621900000,NA,MS,NA,NA,0.0345430912,0.0000000000,429.33299706701035,0.1590300000,0.5587200000,5.9135200000,0.0000000000,1,NA,0.0760700000,1510.6766500000,NA,0.1588900000,956.8931400000,NA,0.0000000000,0.0109300000,0.3803700000,0.14854564815333743,0.9889800000,1.9018600000,NA,0.0114400000,0.0000000000,0.0053500000,0.001293132,1411.0824506342356,0.4142128241,0.4665600000,0.0001600000,0.0000000000,3.5229828690989926,1.3131700000,45.2596200000,1.4055100000
899.0000000000,grains,0.6600256611344537,1816.1534200000,NA,NA,5044.7901400000,11512.6140600000,2380397.7589199999,NA,NA,320.8466300000,MS,18.0305400000,0.02542614788,0.0254261479,NA,NA,NA,NA,NA,NA,1,3.3974800000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
899.0000000000,phloem,NA,NA,17.2780000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002418920,NA,6.278143409321105,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006414124571428571,NA,NA,NA,NA,NA,8.49712415272649,NA,224.4943600000,NA
899.0000000000,roots,NA,NA,569.2654100000,1.0705800000,NA,NA,NA,NA,0.0621700000,NA,MS,NA,NA,0.0344611400,0.0000000000,425.38841375702884,0.1486300000,0.5857400000,5.8591800000,0.0000000000,1,NA,0.1012100000,1510.1017300000,NA,0.1947400000,951.6143900000,NA,0.0000000000,0.0102200000,0.5060500000,0.1388312877132022,1.0033800000,2.5302700000,NA,0.0114400000,0.0000000000,0.0053500000,0.0012574917142857145,1410.54543331652,0.4159433039,0.4733500000,0.0001600000,0.0000000000,3.4258851899593368,1.3131700000,44.0122100000,1.4216300000
