t,organ,Dry_Mass,proteins,amino_acids,mstruct,structure,starch,age_from_flowering,synthetized_mstruct,Export_Nitrates,S_grain_starch,axis,R_grain_growth_starch,Proteins_N_Mass,N_tot,R_Nnit_upt,Conc_Amino_Acids,cytokinins,HATS_LATS,Export_Amino_Acids,Uptake_Nitrates,plant,S_Proteins,N_exudation,nitrates,R_grain_growth_struct,Unloading_Amino_Acids,Total_Organic_Nitrogen,S_grain_structure,AA_consumption_mstruct,Export_cytokinins,C_exudation,Conc_cytokinins,R_Nnit_red,Unloading_Sucrose,RGR_Structure,regul_transpiration,sucrose_consumption_mstruct,Nstruct,WSC_g,Conc_Nitrates,R_residual,S_Amino_Acids,S_cytokinins,Respi_growth,Conc_Sucrose,senesced_mstruct,sucrose,sum_respi
0.0000000000,grains,0.06231509015546219,50.0036100000,NA,NA,2000.8680900000,0.0000000000,734.4641800000,NA,NA,0.0000000000,MS,0.0000000000,0.0007000505399999999,0.0007000505,NA,NA,NA,NA,NA,NA,1,0.0056600000,NA,NA,0.6821100000,NA,NA,1.6699900000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
0.0000000000,phloem,NA,NA,11.1909800000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0001566737,NA,2.5432166942214494,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09429767628571428,NA,NA,NA,NA,NA,78.12914079263085,NA,3300.4186700000,NA
0.0000000000,roots,NA,NA,59.0720100000,1.9989900000,NA,NA,NA,NA,0.0018300000,NA,MS,NA,NA,0.0143497555,1.5416000000,23.640742575000374,2.5154700000,111.9236800000,0.1070300000,3.8831200000,1,NA,2.5718500000,252.3391000000,NA,0.6339000000,772.9979200000,NA,0.0071200000,0.0304400000,37.3894800000,1.258370477090931,2.4210100000,186.9474200000,NA,0.0020100000,0.7142600000,0.0099900000,0.024536759142857145,126.23329781539677,0.8664185258,0.6116700000,0.0321400000,0.2459700000,35.80085318085633,0.0010300000,858.7865700000,4.8300600000
1.0000000000,grains,0.06233764115966386,50.0087600000,NA,NA,2001.6388200000,0.0000000000,1289.6074200000,NA,NA,0.0000000000,MS,0.0000000000,0.00070012264,0.0007001226,NA,NA,NA,NA,NA,NA,1,0.0059200000,NA,NA,0.5427600000,NA,NA,1.3288200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
1.0000000000,phloem,NA,NA,18.5046100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0002590645,NA,4.205258672605588,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11863467,NA,NA,NA,NA,NA,98.29268907586896,NA,4152.2134500000,NA
1.0000000000,roots,NA,NA,56.7769000000,1.9989900000,NA,NA,NA,NA,0.0018500000,NA,MS,NA,NA,0.0143583167,1.8942900000,22.722234728537913,2.5823000000,99.2606000000,0.1028700000,4.7715200000,1,NA,2.3703300000,255.2457200000,NA,1.1337400000,770.7028000000,NA,0.0071200000,0.0312500000,50.8794800000,1.2918023601918969,2.4787500000,254.3973900000,NA,0.0020100000,0.7142600000,0.0099900000,0.03482069257142857,127.68734210776442,1.0252500568,0.6262600000,0.0756500000,0.2459700000,50.805833612641045,0.0010300000,1218.7242400000,5.4013500000
2.0000000000,grains,0.0623559630210084,50.0139100000,NA,NA,2002.2615300000,0.0000000000,1725.5613000000,NA,NA,0.0000000000,MS,0.0000000000,0.00070019474,0.0007001947,NA,NA,NA,NA,NA,NA,1,0.0056100000,NA,NA,0.4327700000,NA,NA,1.0595400000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
2.0000000000,phloem,NA,NA,23.7100200000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0003319403,NA,5.389207388276609,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12795867028571428,NA,NA,NA,NA,NA,106.03750630984887,NA,4478.5534600000,NA
2.0000000000,roots,NA,NA,56.3567800000,1.9984500000,NA,NA,NA,NA,0.0010400000,NA,MS,NA,NA,0.0144056270,2.2238900000,22.560196152017816,2.7678000000,91.4921900000,0.0564800000,5.6017500000,1,NA,1.5893400000,259.0451500000,NA,1.1867500000,770.0903200000,NA,0.0253300000,0.0185300000,44.8328900000,1.3849733543496208,2.5021300000,224.1644600000,NA,0.0011100000,2.5396500000,0.0099900000,0.045421083142857144,129.62303285045908,1.1591675395,0.6323400000,0.1365000000,0.8745800000,66.29045468571476,0.0016400000,1589.7379100000,5.8857800000
3.0000000000,grains,0.06237744377731093,50.0208700000,NA,NA,2002.9882800000,0.0000000000,2229.1632000000,NA,NA,0.0000000000,MS,0.0000000000,0.00070029218,0.0007002922,NA,NA,NA,NA,NA,NA,1,0.0074300000,NA,NA,0.5033800000,NA,NA,1.2324200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
3.0000000000,phloem,NA,NA,27.9688100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0003915633,NA,6.3571798332220535,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13248383857142856,NA,NA,NA,NA,NA,109.78682421074066,NA,4636.9343500000,NA
3.0000000000,roots,NA,NA,57.3026600000,1.9984500000,NA,NA,NA,NA,0.0010600000,NA,MS,NA,NA,0.0144892165,2.7270700000,22.938841602241737,3.1048200000,95.5470300000,0.0574300000,6.8691800000,1,NA,1.0822000000,264.0699500000,NA,1.0846800000,771.0362000000,NA,0.0253300000,0.0207900000,35.9657600000,1.5536140508894394,2.7585200000,179.8288100000,NA,0.0011100000,2.5396500000,0.0099900000,0.054411450571428564,132.13738147063975,1.3552845152,0.6971300000,0.2123900000,0.8745800000,79.41157605477578,0.0016400000,1904.4007700000,6.8392000000
4.0000000000,grains,0.062393623869747894,50.0267300000,NA,NA,2003.5334700000,0.0000000000,2604.9855200000,NA,NA,0.0000000000,MS,0.0000000000,0.0007003742199999999,0.0007003742,NA,NA,NA,NA,NA,NA,1,0.0061700000,NA,NA,0.3771500000,NA,NA,0.9233700000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
4.0000000000,phloem,NA,NA,31.6027700000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0004424388,NA,7.1841008868518035,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135146558,NA,NA,NA,NA,NA,112.00800776125567,NA,4730.1295300000,NA
4.0000000000,roots,NA,NA,58.6710700000,1.9980900000,NA,NA,NA,NA,0.0009900000,NA,MS,NA,NA,0.0145830203,2.7594000000,23.49086177299321,3.5217400000,87.4969700000,0.0537300000,6.9506300000,1,NA,0.7437200000,269.4018100000,NA,0.9038200000,772.2750000000,NA,0.0580000000,0.0215400000,27.0558100000,1.7625532383426172,2.6081200000,135.2790300000,NA,0.0010200000,5.8161500000,0.0099900000,0.060982431999999996,134.82966733230236,1.3607846930,0.6592500000,0.2429700000,2.0029000000,89.01772526095755,0.0021600000,2134.3851200000,6.7257900000
5.0000000000,grains,0.062402794403361356,50.0303600000,NA,NA,2003.8413600000,0.0000000000,2816.5197900000,NA,NA,0.0000000000,MS,0.0000000000,0.00070042504,0.0007004250,NA,NA,NA,NA,NA,NA,1,0.0037800000,NA,NA,0.2128800000,NA,NA,0.5211900000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
5.0000000000,phloem,NA,NA,34.8053300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0004872746,NA,7.91212296011298,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1371464662857143,NA,NA,NA,NA,NA,113.66551015053653,NA,4800.1263200000,NA
5.0000000000,roots,NA,NA,60.1747200000,1.9980900000,NA,NA,NA,NA,0.0010100000,NA,MS,NA,NA,0.0146775312,2.6363100000,24.092896716364127,3.9662100000,78.1323800000,0.0551100000,6.6405700000,1,NA,0.5238600000,274.6489400000,NA,0.7285100000,773.7786500000,NA,0.0580000000,0.0242600000,20.0943200000,1.9850006756452412,2.3789200000,100.4716100000,NA,0.0010200000,5.8161500000,0.0099900000,0.06594854199999999,137.45574023192148,1.3081901761,0.6013100000,0.2491100000,2.0029000000,96.26689196516007,0.0021600000,2308.1989700000,6.3208800000
6.0000000000,grains,0.06242297769747899,50.0389600000,NA,NA,2004.5167900000,0.0000000000,3279.3181200000,NA,NA,0.0000000000,MS,0.0000000000,0.0007005454400000001,0.0007005454,NA,NA,NA,NA,NA,NA,1,0.0089200000,NA,NA,0.4669900000,NA,NA,1.1433200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
6.0000000000,phloem,NA,NA,37.9243300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0005309406,NA,8.62235029982664,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1389281482857143,NA,NA,NA,NA,NA,115.1581831831832,NA,4862.4851900000,NA
6.0000000000,roots,NA,NA,61.8688500000,1.9977200000,NA,NA,NA,NA,0.0017000000,NA,MS,NA,NA,0.0147936377,3.2615000000,24.7757843942094,4.5380400000,92.3151700000,0.0932300000,8.2153600000,1,NA,0.4245200000,281.2481300000,NA,0.6516600000,775.3390100000,NA,0.0972100000,0.0456800000,16.7104800000,2.2716096349838817,2.8542400000,83.5523800000,NA,0.0016700000,9.7483400000,0.0099900000,0.06958091628571428,140.7845593977134,1.5484803142,0.7215900000,0.3224300000,3.3570300000,101.58797988039699,0.0028100000,2435.3320700000,7.6606400000
7.0000000000,grains,0.0624677392394958,50.0593500000,NA,NA,2006.0099800000,0.0000000000,4299.4072600000,NA,NA,0.0000000000,MS,0.0000000000,0.0007008309,0.0007008309,NA,NA,NA,NA,NA,NA,1,0.0211000000,NA,NA,1.0326700000,NA,NA,2.5282600000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
7.0000000000,phloem,NA,NA,41.1615700000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0005762620,NA,9.358252101604549,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14089550914285712,NA,NA,NA,NA,NA,116.78761005359871,NA,4931.3428200000,NA
7.0000000000,roots,NA,NA,64.3634800000,1.9977200000,NA,NA,NA,NA,0.0017600000,NA,MS,NA,NA,0.0149684435,4.8783100000,25.774775243777906,5.4551400000,132.8118400000,0.0969900000,12.2879400000,1,NA,0.3686200000,291.2396300000,NA,0.6093800000,777.8336300000,NA,0.0972100000,0.0549100000,14.6012600000,2.730682978595599,4.1670100000,73.0063100000,NA,0.0016700000,9.7483400000,0.0099900000,0.07284312142857143,145.78601105259995,2.1522213943,1.0534800000,0.5013400000,3.3570300000,106.35079198619759,0.0028100000,2549.5092500000,11.1906400000
8.0000000000,grains,0.06252737721008403,50.0882400000,NA,NA,2007.9932200000,0.0000000000,5649.9191800000,NA,NA,0.0000000000,MS,0.0000000000,0.0007012353599999999,0.0007012354,NA,NA,NA,NA,NA,NA,1,0.0298000000,NA,NA,1.3717500000,NA,NA,3.3584100000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
8.0000000000,phloem,NA,NA,44.3245200000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0006205433,NA,10.08117222615504,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14274595342857144,NA,NA,NA,NA,NA,118.36617402198398,NA,4996.1083700000,NA
8.0000000000,roots,NA,NA,66.5648000000,1.9967400000,NA,NA,NA,NA,0.0113500000,NA,MS,NA,NA,0.0151637661,6.0600100000,26.669391107505234,6.3224400000,161.6251300000,0.6219900000,15.2645100000,1,NA,0.3618100000,303.7042100000,NA,0.6295700000,779.6861500000,NA,0.3251300000,0.3946400000,14.1925400000,3.166381201358214,5.1270700000,70.9626800000,NA,0.0103800000,32.6037400000,0.0099800000,0.07460297371428573,152.1000280457145,2.5890256485,1.2968300000,0.6405100000,11.2277200000,108.97363035080515,0.0047000000,2611.1040800000,13.7677200000
9.0000000000,grains,0.06260316246218486,50.1269400000,NA,NA,2010.5062700000,0.0000000000,7354.4011100000,NA,NA,0.0000000000,MS,0.0000000000,0.0007017771599999999,0.0007017772,NA,NA,NA,NA,NA,NA,1,0.0396900000,NA,NA,1.7391000000,NA,NA,4.2577900000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
9.0000000000,phloem,NA,NA,47.4549100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0006643687,NA,10.79293357744749,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14545811600000003,NA,NA,NA,NA,NA,120.61272227086816,NA,5091.0340600000,NA
9.0000000000,roots,NA,NA,69.5695600000,1.9967400000,NA,NA,NA,NA,0.0119200000,NA,MS,NA,NA,0.0154190720,7.3482000000,27.87325740957761,7.4535300000,190.7929900000,0.6500700000,18.5093200000,1,NA,0.3403500000,318.9355800000,NA,0.6146600000,782.6909100000,NA,0.3251300000,0.4652400000,13.1884000000,3.7328495447579555,6.1352500000,65.9420100000,NA,0.0103800000,32.6037400000,0.0099800000,0.07702333800000001,159.72814687941346,3.0619351623,1.5518400000,0.8016800000,11.2277200000,112.50909106844158,0.0047000000,2695.8168300000,16.5336300000
10.0000000000,grains,0.06269241017226891,50.1744900000,NA,NA,2013.4586200000,0.0000000000,9347.8951000000,NA,NA,0.0000000000,MS,0.0000000000,0.00070244286,0.0007024429,NA,NA,NA,NA,NA,NA,1,0.0485800000,NA,NA,2.0434400000,NA,NA,5.0029100000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
10.0000000000,phloem,NA,NA,50.3361200000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0007047057,NA,11.454312622844968,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14811423314285715,NA,NA,NA,NA,NA,122.88048067523606,NA,5183.9981600000,NA
10.0000000000,roots,NA,NA,72.0824300000,1.9954000000,NA,NA,NA,NA,0.0220500000,NA,MS,NA,NA,0.0156941335,8.2900600000,28.899440713641376,8.3747700000,212.9272000000,1.1823800000,20.8817600000,1,NA,0.4050400000,336.0699600000,NA,0.7445100000,784.7242000000,NA,0.5147300000,0.9176500000,15.3351500000,4.197038187832013,6.9193900000,76.6757300000,NA,0.0182300000,51.6167100000,0.0099800000,0.07797438314285716,168.42235140823894,3.4207586713,1.7513500000,0.9273000000,17.7752000000,113.97478408673283,0.0074800000,2729.1034100000,18.6170100000
11.0000000000,grains,0.06279443065966386,50.2306100000,NA,NA,2016.8271400000,0.0000000000,11610.0947700000,NA,NA,0.0000000000,MS,0.0000000000,0.0007032285399999999,0.0007032285,NA,NA,NA,NA,NA,NA,1,0.0570400000,NA,NA,2.3330800000,NA,NA,5.7120200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
11.0000000000,phloem,NA,NA,53.1634600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0007442884,NA,12.09738259806013,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152097478,NA,NA,NA,NA,NA,126.18188246058158,NA,5323.4117300000,NA
11.0000000000,roots,NA,NA,75.4372600000,1.9954000000,NA,NA,NA,NA,0.0233200000,NA,MS,NA,NA,0.0160117904,9.3065300000,30.24446627242658,9.4868600000,232.6244400000,1.2374100000,23.4421400000,1,NA,0.4118100000,355.4049100000,NA,0.7685500000,788.0790300000,NA,0.5147300000,1.0395100000,15.3913600000,4.754365039591059,7.6758200000,76.9568200000,NA,0.0182300000,51.6167100000,0.0099800000,0.08055687171428573,178.112112859577,3.8025228698,1.9428100000,1.0741800000,17.7752000000,117.74959531923423,0.0074800000,2819.4905100000,20.7686800000
12.0000000000,grains,0.062908515605042,50.2949000000,NA,NA,2020.5884800000,0.0000000000,14121.3430100000,NA,NA,0.0000000000,MS,0.0000000000,0.0007041286,0.0007041286,NA,NA,NA,NA,NA,NA,1,0.0651600000,NA,NA,2.6046100000,NA,NA,6.3768000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
12.0000000000,phloem,NA,NA,55.6308400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0007788318,NA,12.666943317821513,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15555593285714286,NA,NA,NA,NA,NA,129.13370167973548,NA,5444.4576500000,NA
12.0000000000,roots,NA,NA,78.4727200000,1.9938100000,NA,NA,NA,NA,0.0278900000,NA,MS,NA,NA,0.0163367458,10.1065800000,31.486538837702685,10.5458700000,249.8783900000,1.4539500000,25.4573900000,1,NA,0.5180900000,376.2948400000,NA,0.9628300000,790.5464400000,NA,0.6836600000,1.3052400000,18.8459700000,5.289305400213661,8.3455700000,94.2298300000,NA,0.0205900000,68.5577600000,0.0099700000,0.08155740571428571,188.7315441290795,4.1244599466,2.1140100000,1.1968400000,23.6091800000,119.30713892831646,0.0109800000,2854.5092000000,22.5572100000
13.0000000000,grains,0.063025459697479,50.3619600000,NA,NA,2024.4399100000,0.0000000000,16677.0262400000,NA,NA,0.0000000000,MS,0.0000000000,0.00070506744,0.0007050674,NA,NA,NA,NA,NA,NA,1,0.0677500000,NA,NA,2.6681000000,NA,NA,6.5322600000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
13.0000000000,phloem,NA,NA,58.1260100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0008137641,NA,13.234670248978244,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1601330428571429,NA,NA,NA,NA,NA,132.92919669319247,NA,5604.6565000000,NA
13.0000000000,roots,NA,NA,82.1488600000,1.9938100000,NA,NA,NA,NA,0.0295000000,NA,MS,NA,NA,0.0166932115,10.4751000000,32.96156002828755,11.6563900000,251.0904000000,1.5220600000,26.3856400000,1,NA,0.4988000000,398.0805300000,NA,0.9330500000,794.2225800000,NA,0.6836600000,1.4426900000,17.9933900000,5.846289265276029,8.5299300000,89.9669400000,NA,0.0205900000,68.5577600000,0.0099700000,0.08466797628571429,199.65820715113276,4.2788461045,2.1607100000,1.2777800000,23.6091800000,123.85747095594196,0.0109800000,2963.3791700000,23.2640700000
14.0000000000,grains,0.06314027805042018,50.4287200000,NA,NA,2028.2180200000,0.0000000000,19169.4000100000,NA,NA,0.0000000000,MS,0.0000000000,0.00070600208,0.0007060021,NA,NA,NA,NA,NA,NA,1,0.0674300000,NA,NA,2.6155600000,NA,NA,6.4036200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
14.0000000000,phloem,NA,NA,60.2471200000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0008434597,NA,13.725906180940013,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1634708777142857,NA,NA,NA,NA,NA,135.78191852915043,NA,5721.4807200000,NA
14.0000000000,roots,NA,NA,85.4436200000,1.9923400000,NA,NA,NA,NA,0.0255600000,NA,MS,NA,NA,0.0170282884,10.3064100000,34.30885089894295,12.8805500000,243.8339300000,1.3017300000,25.9607200000,1,NA,0.5679100000,419.4341200000,NA,1.0528500000,796.9931200000,NA,0.7170800000,1.3108500000,19.9970900000,6.465036088217874,8.3894000000,99.9854300000,NA,0.0169300000,71.9084300000,0.0099600000,0.08596095257142855,210.52336448598132,4.2555102492,2.1266800000,1.2866600000,24.7630400000,125.84169619643234,0.0144600000,3008.6333400000,22.9299000000
15.0000000000,grains,0.06325066431512605,50.4937500000,NA,NA,2031.8472400000,0.0000000000,21550.6771800000,NA,NA,0.0000000000,MS,0.0000000000,0.0007069124999999999,0.0007069125,NA,NA,NA,NA,NA,NA,1,0.0656100000,NA,NA,2.5128800000,NA,NA,6.1522300000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
15.0000000000,phloem,NA,NA,62.5236500000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0008753311,NA,14.244154986131441,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16751996514285714,NA,NA,NA,NA,NA,139.14120253032382,NA,5863.1987800000,NA
15.0000000000,roots,NA,NA,89.1229600000,1.9923400000,NA,NA,NA,NA,0.0268500000,NA,MS,NA,NA,0.0173766411,10.1583600000,35.78624531957397,14.0425800000,233.2655500000,1.3577800000,25.5878100000,1,NA,0.5025100000,440.6371200000,NA,0.9380300000,800.6724500000,NA,0.7170800000,1.4291000000,17.5928000000,7.048284931286828,8.1574000000,87.9639900000,NA,0.0169300000,71.9084300000,0.0099600000,0.08914733171428571,221.1656243412269,4.2231333527,2.0678700000,1.2982700000,24.7630400000,130.50636479382703,0.0144600000,3120.1566100000,22.5194900000
16.0000000000,grains,0.06335279984033614,50.5547400000,NA,NA,2035.2022400000,0.0000000000,23741.7491900000,NA,NA,0.0000000000,MS,0.0000000000,0.00070776636,0.0007077664,NA,NA,NA,NA,NA,NA,1,0.0616600000,NA,NA,2.3208900000,NA,NA,5.6821800000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
16.0000000000,phloem,NA,NA,64.4930700000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0009029030,NA,14.700196593518681,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16979460542857144,NA,NA,NA,NA,NA,141.10122737987376,NA,5942.8111900000,NA
16.0000000000,roots,NA,NA,92.5824500000,1.9911500000,NA,NA,NA,NA,0.0152500000,NA,MS,NA,NA,0.0177036747,9.5501500000,37.19757928835095,15.6230600000,216.8191600000,0.7666300000,24.0557800000,1,NA,0.5188000000,460.5371700000,NA,0.9614500000,803.7065800000,NA,0.6650900000,0.8641700000,17.7189000000,7.846249654722146,7.6707500000,88.5945000000,NA,0.0092000000,66.6948300000,0.0099600000,0.09034430057142857,231.2920523315672,4.0369824661,1.9456700000,1.2434600000,22.9676400000,132.33769931948873,0.0175100000,3162.0505200000,21.2371600000
17.0000000000,grains,0.06344683995798318,50.6119000000,NA,NA,2038.2877000000,0.0000000000,25749.3684100000,NA,NA,0.0000000000,MS,0.0000000000,0.0007085666,0.0007085666,NA,NA,NA,NA,NA,NA,1,0.0578300000,NA,NA,2.1343000000,NA,NA,5.2253500000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
17.0000000000,phloem,NA,NA,66.7067500000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0009338945,NA,15.204424108084083,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17221390514285714,NA,NA,NA,NA,NA,143.10843072563196,NA,6027.4866800000,NA
17.0000000000,roots,NA,NA,96.2174900000,1.9911500000,NA,NA,NA,NA,0.0158800000,NA,MS,NA,NA,0.0180211615,9.0712800000,38.658057906235086,17.0749000000,201.2488400000,0.7967300000,22.8495800000,1,NA,0.4130200000,479.5797600000,NA,0.7727200000,807.3416300000,NA,0.6650900000,0.9444800000,13.9642200000,8.575396127865806,7.2178300000,69.8211200000,NA,0.0092000000,66.6948300000,0.0099600000,0.09294589914285714,240.85566632348142,3.8833515843,1.8307900000,1.2013700000,22.9676400000,136.14856029597635,0.0175100000,3253.1064700000,20.1549900000
18.0000000000,grains,0.06353527925630252,50.6667900000,NA,NA,2041.1853100000,0.0000000000,27629.4084800000,NA,NA,0.0000000000,MS,0.0000000000,0.0007093350599999999,0.0007093351,NA,NA,NA,NA,NA,NA,1,0.0556900000,NA,NA,2.0027200000,NA,NA,4.9032200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
18.0000000000,phloem,NA,NA,68.7084400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0009619182,NA,15.667095729701689,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17284797542857144,NA,NA,NA,NA,NA,143.69429211249889,NA,6049.6791400000,NA
18.0000000000,roots,NA,NA,99.6137000000,1.9901900000,NA,NA,NA,NA,0.0063500000,NA,MS,NA,NA,0.0183114180,8.6073000000,40.04188544812304,18.9371100000,189.9570700000,0.3180200000,21.6808600000,1,NA,0.4018500000,497.6304400000,NA,0.7497100000,810.3971600000,NA,0.5944200000,0.4038600000,13.2022600000,9.51522718936383,6.8773200000,66.0112900000,NA,0.0035500000,59.6083900000,0.0099500000,0.09350424742857143,250.04167441299577,3.7471610857,1.7452500000,1.1570000000,20.5272900000,137.03250527169098,0.0201300000,3272.6486600000,19.2133300000
19.0000000000,grains,0.06362445265966386,50.7236100000,NA,NA,2044.1016600000,0.0000000000,29517.8523800000,NA,NA,0.0000000000,MS,0.0000000000,0.00071013054,0.0007101305,NA,NA,NA,NA,NA,NA,1,0.0577400000,NA,NA,2.0156300000,NA,NA,4.9348200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
19.0000000000,phloem,NA,NA,71.0439300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0009946150,NA,16.199271483539974,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17347982085714286,NA,NA,NA,NA,NA,144.2162778490333,NA,6071.7937300000,NA
