Cont_WSC_DM_roots,plant,N_content_mstruct,Tillers_Photosynthesis_An,mstruct,mstruct_laminae,Cont_WSC_DM_stem,senesced_mstruct,C_N_ratio_shoot,dry_mass_phloem,sum_dry_mass,C_respired_shoot,C_N_ratio,NS_laminae,NS_roots,shoot_roots_mstruct_ratio,C_respired_roots,sum_respi_shoot,N_content_total_DM_shoot,Total_Photosynthesis,Cont_WSC_DM_shoot,sum_C_g,Tillers_Photosynthesis,sum_dry_mass_roots,mstruct_shoot,Cont_WSC_DM_laminae,sum_dry_mass_stem,N_content_roots,sum_respi_roots,Cont_WSC_DM,sum_dry_mass_shoot,NS,N_content_mstruct_shoot,N_content_mstruct_roots,N_content,sum_dry_mass_laminae,shoot_roots_ratio,N_content_shoot,C_exudated,sum_N_g_shoot,NS_stem,sum_NSC_g,Total_Transpiration,mstruct_stem,NNI,NS_shoot,t,axis,sum_N_g
NA,1,NA,NA,2.1977200000,NA,NA,0.1453100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4289800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2701300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9415500000,NA,NA,NA,0.0184000000,NA,NA,NA,275.0000000000,MS,NA
NA,1,NA,NA,2.1983700000,NA,NA,0.1468700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7245300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6516900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8878200000,NA,NA,NA,0.0233400000,NA,NA,NA,276.0000000000,MS,NA
NA,1,NA,NA,2.1988700000,NA,NA,0.1468700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5268700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2350200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6793300000,NA,NA,NA,0.0233400000,NA,NA,NA,277.0000000000,MS,NA
NA,1,NA,NA,2.1995600000,NA,NA,0.1485300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8883400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2076000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4356400000,NA,NA,NA,0.0209000000,NA,NA,NA,278.0000000000,MS,NA
NA,1,NA,NA,2.2001000000,NA,NA,0.1485300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9183100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1907800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1845900000,NA,NA,NA,0.0209000000,NA,NA,NA,279.0000000000,MS,NA
NA,1,NA,NA,2.2008200000,NA,NA,0.1502300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1026700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6714600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0092500000,NA,NA,NA,0.0267100000,NA,NA,NA,280.0000000000,MS,NA
NA,1,NA,NA,2.2013200000,NA,NA,0.1502300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4296300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.6934400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0787900000,NA,NA,NA,0.0267100000,NA,NA,NA,281.0000000000,MS,NA
NA,1,NA,NA,2.2019100000,NA,NA,0.1516400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1224400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4893700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7916000000,NA,NA,NA,0.0113200000,NA,NA,NA,282.0000000000,MS,NA
NA,1,NA,NA,2.2023000000,NA,NA,0.1516400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9337400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4742400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9572300000,NA,NA,NA,0.0113200000,NA,NA,NA,283.0000000000,MS,NA
NA,1,NA,NA,2.2028400000,NA,NA,0.1529000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4352400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4586900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0621600000,NA,NA,NA,0.0056900000,NA,NA,NA,284.0000000000,MS,NA
NA,1,NA,NA,2.2032300000,NA,NA,0.1529000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5091600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4961000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2541800000,NA,NA,NA,0.0056900000,NA,NA,NA,285.0000000000,MS,NA
NA,1,NA,NA,2.2036900000,NA,NA,0.1539800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6628200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2318000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5334600000,NA,NA,NA,0.0027800000,NA,NA,NA,286.0000000000,MS,NA
NA,1,NA,NA,2.2040200000,NA,NA,0.1539800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5739100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1523300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7096600000,NA,NA,NA,0.0027800000,NA,NA,NA,287.0000000000,MS,NA
NA,1,NA,NA,2.2044800000,NA,NA,0.1550500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4223500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1502600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4573400000,NA,NA,NA,0.0037300000,NA,NA,NA,288.0000000000,MS,NA
NA,1,NA,NA,2.2047700000,NA,NA,0.1550500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2588000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3117400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5939800000,NA,NA,NA,0.0037300000,NA,NA,NA,289.0000000000,MS,NA
NA,1,NA,NA,2.2051700000,NA,NA,0.1559700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4080900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2144200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7153300000,NA,NA,NA,0.0016200000,NA,NA,NA,290.0000000000,MS,NA
NA,1,NA,NA,2.2054600000,NA,NA,0.1559700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4010900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2012200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4539100000,NA,NA,NA,0.0016200000,NA,NA,NA,291.0000000000,MS,NA
NA,1,NA,NA,2.2058800000,NA,NA,0.1569300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1054800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4155100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2524100000,NA,NA,NA,0.0021800000,NA,NA,NA,292.0000000000,MS,NA
NA,1,NA,NA,2.2062000000,NA,NA,0.1569300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2263000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8346300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6333000000,NA,NA,NA,0.0021800000,NA,NA,NA,293.0000000000,MS,NA
NA,1,NA,NA,2.2067300000,NA,NA,0.1581600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4795700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7782100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8158100000,NA,NA,NA,0.0103900000,NA,NA,NA,294.0000000000,MS,NA
NA,1,NA,NA,2.2071200000,NA,NA,0.1581600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8272800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7135400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8492100000,NA,NA,NA,0.0103900000,NA,NA,NA,295.0000000000,MS,NA
NA,1,NA,NA,2.2077600000,NA,NA,0.1596400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2421500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3283800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7785100000,NA,NA,NA,0.0159300000,NA,NA,NA,296.0000000000,MS,NA
NA,1,NA,NA,2.2082400000,NA,NA,0.1596400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4810100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4814400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6742300000,NA,NA,NA,0.0159300000,NA,NA,NA,297.0000000000,MS,NA
NA,1,NA,NA,2.2089200000,NA,NA,0.1612000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8995600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7102500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7219500000,NA,NA,NA,0.0137500000,NA,NA,NA,298.0000000000,MS,NA
NA,1,NA,NA,2.2094700000,NA,NA,0.1612000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3092200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9800100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0570400000,NA,NA,NA,0.0137500000,NA,NA,NA,299.0000000000,MS,NA
NA,1,NA,NA,2.2102100000,NA,NA,0.1628700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5941700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4903900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1368300000,NA,NA,NA,0.0250300000,NA,NA,NA,300.0000000000,MS,NA
NA,1,NA,NA,2.2107200000,NA,NA,0.1628700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8163900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7332700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4163500000,NA,NA,NA,0.0250300000,NA,NA,NA,301.0000000000,MS,NA
NA,1,NA,NA,2.2112800000,NA,NA,0.1641300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8420200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8322400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6848500000,NA,NA,NA,0.0059500000,NA,NA,NA,302.0000000000,MS,NA
NA,1,NA,NA,2.2116100000,NA,NA,0.1641300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8478500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5149000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8783900000,NA,NA,NA,0.0059500000,NA,NA,NA,303.0000000000,MS,NA
NA,1,NA,NA,2.2120600000,NA,NA,0.1651400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9696600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3748900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5739600000,NA,NA,NA,0.0017700000,NA,NA,NA,304.0000000000,MS,NA
NA,1,NA,NA,2.2124200000,NA,NA,0.1651400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7103500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8568400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6421200000,NA,NA,NA,0.0017700000,NA,NA,NA,305.0000000000,MS,NA
NA,1,NA,NA,2.2128800000,NA,NA,0.1661900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8341200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5463700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2985900000,NA,NA,NA,0.0032300000,NA,NA,NA,306.0000000000,MS,NA
NA,1,NA,NA,2.2131800000,NA,NA,0.1661900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6384000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7872400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7310100000,NA,NA,NA,0.0032300000,NA,NA,NA,307.0000000000,MS,NA
NA,1,NA,NA,2.2135800000,NA,NA,0.1670800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2904300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7107900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1141400000,NA,NA,NA,0.0010600000,NA,NA,NA,308.0000000000,MS,NA
NA,1,NA,NA,2.2138600000,NA,NA,0.1670800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9096500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2269600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3865300000,NA,NA,NA,0.0010600000,NA,NA,NA,309.0000000000,MS,NA
NA,1,NA,NA,2.2142300000,NA,NA,0.1679000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8165600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9975300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6082200000,NA,NA,NA,0.0005100000,NA,NA,NA,310.0000000000,MS,NA
NA,1,NA,NA,2.2146100000,NA,NA,0.1679000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5484600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5829400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2911000000,NA,NA,NA,0.0005100000,NA,NA,NA,311.0000000000,MS,NA
NA,1,NA,NA,2.2148900000,NA,NA,0.1685200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8615600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9081300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3814700000,NA,NA,NA,0.0021400000,NA,NA,NA,312.0000000000,MS,NA
NA,1,NA,NA,2.2151000000,NA,NA,0.1685200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8553800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9826400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7772400000,NA,NA,NA,0.0021400000,NA,NA,NA,313.0000000000,MS,NA
NA,1,NA,NA,2.2153800000,NA,NA,0.1691500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9189300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0512500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4586000000,NA,NA,NA,0.0026400000,NA,NA,NA,314.0000000000,MS,NA
NA,1,NA,NA,2.2155600000,NA,NA,0.1691500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3652000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6439000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7570700000,NA,NA,NA,0.0026400000,NA,NA,NA,315.0000000000,MS,NA
NA,1,NA,NA,2.2158500000,NA,NA,0.1697800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7322400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-254.6989500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3272100000,NA,NA,NA,0.0025900000,NA,NA,NA,316.0000000000,MS,NA
NA,1,NA,NA,2.2160800000,NA,NA,0.1697800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6296400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3394200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0025900000,NA,NA,NA,317.0000000000,MS,NA
NA,1,NA,NA,2.2164100000,NA,NA,0.1705200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4149700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9600500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9763900000,NA,NA,NA,0.0073000000,NA,NA,NA,318.0000000000,MS,NA
NA,1,NA,NA,2.2166600000,NA,NA,0.1705200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4191600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8795300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2017200000,NA,NA,NA,0.0073000000,NA,NA,NA,319.0000000000,MS,NA
NA,1,NA,NA,2.2169800000,NA,NA,0.1712300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2482400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1090500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5256900000,NA,NA,NA,0.0052600000,NA,NA,NA,320.0000000000,MS,NA
NA,1,NA,NA,2.2172700000,NA,NA,0.1712300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5814800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7873900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9337100000,NA,NA,NA,0.0052600000,NA,NA,NA,321.0000000000,MS,NA
NA,1,NA,NA,2.2176900000,NA,NA,0.1721500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2104200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2565000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7190400000,NA,NA,NA,0.0160800000,NA,NA,NA,322.0000000000,MS,NA
NA,1,NA,NA,2.2180200000,NA,NA,0.1721500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6865100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5861100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0576000000,NA,NA,NA,0.0160800000,NA,NA,NA,323.0000000000,MS,NA
NA,1,NA,NA,2.2184900000,NA,NA,0.1731800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9362500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9595100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6087600000,NA,NA,NA,0.0155900000,NA,NA,NA,324.0000000000,MS,NA
NA,1,NA,NA,2.2188500000,NA,NA,0.1731800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3448400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1777100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6894700000,NA,NA,NA,0.0155900000,NA,NA,NA,325.0000000000,MS,NA
NA,1,NA,NA,2.2193700000,NA,NA,0.1743000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1214700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4248400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6312400000,NA,NA,NA,0.0181400000,NA,NA,NA,326.0000000000,MS,NA
NA,1,NA,NA,2.2196900000,NA,NA,0.1743000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6468800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3053300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8323100000,NA,NA,NA,0.0181400000,NA,NA,NA,327.0000000000,MS,NA
NA,1,NA,NA,2.2201900000,NA,NA,0.1753800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7389700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5889000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3115900000,NA,NA,NA,0.0152100000,NA,NA,NA,328.0000000000,MS,NA
NA,1,NA,NA,2.2204700000,NA,NA,0.1753800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3434200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5210300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3480300000,NA,NA,NA,0.0152100000,NA,NA,NA,329.0000000000,MS,NA
NA,1,NA,NA,2.2208300000,NA,NA,0.1761500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6733800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9302900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0603300000,NA,NA,NA,0.0061700000,NA,NA,NA,330.0000000000,MS,NA
NA,1,NA,NA,2.2210800000,NA,NA,0.1761500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4040600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4880500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1051000000,NA,NA,NA,0.0061700000,NA,NA,NA,331.0000000000,MS,NA
NA,1,NA,NA,2.2214000000,NA,NA,0.1768300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4057400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8099100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6529400000,NA,NA,NA,0.0031800000,NA,NA,NA,332.0000000000,MS,NA
NA,1,NA,NA,2.2216300000,NA,NA,0.1768300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2051300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4873300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1086600000,NA,NA,NA,0.0031800000,NA,NA,NA,333.0000000000,MS,NA
NA,1,NA,NA,2.2219500000,NA,NA,0.1775300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6832200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7100200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3661100000,NA,NA,NA,0.0034300000,NA,NA,NA,334.0000000000,MS,NA
NA,1,NA,NA,2.2221900000,NA,NA,0.1775300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6776000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6017300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7890700000,NA,NA,NA,0.0034300000,NA,NA,NA,335.0000000000,MS,NA
NA,1,NA,NA,2.2225600000,NA,NA,0.1783100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0051600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1906400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0992300000,NA,NA,NA,0.0007900000,NA,NA,NA,336.0000000000,MS,NA
NA,1,NA,NA,2.2228300000,NA,NA,0.1783100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1433100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2219600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8993300000,NA,NA,NA,0.0007900000,NA,NA,NA,337.0000000000,MS,NA
NA,1,NA,NA,2.2231700000,NA,NA,0.1790200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6306000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3518000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3125700000,NA,NA,NA,0.0005400000,NA,NA,NA,338.0000000000,MS,NA
NA,1,NA,NA,2.2234100000,NA,NA,0.1790200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5580200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1855200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7021400000,NA,NA,NA,0.0005400000,NA,NA,NA,339.0000000000,MS,NA
NA,1,NA,NA,2.2237800000,NA,NA,0.1798000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5743600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6827700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2269100000,NA,NA,NA,0.0007800000,NA,NA,NA,340.0000000000,MS,NA
NA,1,NA,NA,2.2241400000,NA,NA,0.1798000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4005100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6723100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5951700000,NA,NA,NA,0.0007800000,NA,NA,NA,341.0000000000,MS,NA
NA,1,NA,NA,2.2247000000,NA,NA,0.1810000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8469300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0619700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1701400000,NA,NA,NA,0.0079800000,NA,NA,NA,342.0000000000,MS,NA
NA,1,NA,NA,2.2252000000,NA,NA,0.1810000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8566900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8704200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3023200000,NA,NA,NA,0.0079800000,NA,NA,NA,343.0000000000,MS,NA
NA,1,NA,NA,2.2259800000,NA,NA,0.1826400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8658900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6509400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0312600000,NA,NA,NA,0.0226300000,NA,NA,NA,344.0000000000,MS,NA
NA,1,NA,NA,2.2266300000,NA,NA,0.1826400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8236600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9735700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7978700000,NA,NA,NA,0.0226300000,NA,NA,NA,345.0000000000,MS,NA
NA,1,NA,NA,2.2275000000,NA,NA,0.1844800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1298200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4803900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3245700000,NA,NA,NA,0.0283400000,NA,NA,NA,346.0000000000,MS,NA
NA,1,NA,NA,2.2282000000,NA,NA,0.1844800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2915900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2779200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4114800000,NA,NA,NA,0.0283400000,NA,NA,NA,347.0000000000,MS,NA
NA,1,NA,NA,2.2291200000,NA,NA,0.1864000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7574600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0651300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8661900000,NA,NA,NA,0.0344800000,NA,NA,NA,348.0000000000,MS,NA
NA,1,NA,NA,2.2298300000,NA,NA,0.1864000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4753800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2135900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4353900000,NA,NA,NA,0.0344800000,NA,NA,NA,349.0000000000,MS,NA
NA,1,NA,NA,2.2307900000,NA,NA,0.1883900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9552100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3706000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9279000000,NA,NA,NA,0.0278400000,NA,NA,NA,350.0000000000,MS,NA
NA,1,NA,NA,2.2314400000,NA,NA,0.1883900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0198200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7038200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2398700000,NA,NA,NA,0.0278400000,NA,NA,NA,351.0000000000,MS,NA
