axis,sum_N_g_shoot,Cont_WSC_DM_stem,sum_N_g,N_content_shoot,senesced_mstruct,C_N_ratio,Tillers_Photosynthesis_An,plant,N_content,NNI,NS_roots,mstruct_stem,Cont_WSC_DM_laminae,N_content_mstruct,N_content_total_DM_shoot,sum_dry_mass_roots,C_N_ratio_shoot,mstruct_shoot,sum_C_g,sum_NSC_g,NS_laminae,Tillers_Photosynthesis,NS_stem,C_exudated,sum_dry_mass,Cont_WSC_DM_roots,NS,Cont_WSC_DM,sum_respi_shoot,sum_dry_mass_laminae,shoot_roots_ratio,N_content_roots,dry_mass_phloem,shoot_roots_mstruct_ratio,N_content_mstruct_roots,t,C_respired_shoot,Total_Transpiration,sum_respi_roots,Total_Photosynthesis,NS_shoot,sum_dry_mass_shoot,mstruct,sum_dry_mass_stem,N_content_mstruct_shoot,mstruct_laminae,Cont_WSC_DM_shoot,C_respired_roots
MS,0.00367378,16.336239960423786,0.00461399,3.85168956,0.00301705,18.31991557,60.59047388,1,2.32571257,0.87538399,14.95111471,0.02164218,14.73171168519594,3.22325984,3.53942982,0.10300936,10.93269683,0.05553841,0.08452793,0.02154337,39.22014205,60.67622332,45.36486281,3.53173571,0.19839043,12.319589469187948,27.84594839,13.799649198124975,2.19071681,0.05576886,0.92594556,0.91274095,0.01512942,0.63394000,1.07319566,1059.00000000,2.86980239,0.00233884,0.33858154,39.78411997,41.77207341,0.09538106,0.14314673,0.03961220,6.61484924,0.03389623,15.398079804883114,0.88587363
MS,0.00367451,16.663323719283028,0.00461838,3.84520482,0.00302862,18.38559873,38.97984577,1,2.31739204,0.87391019,15.50040103,0.02166425,14.684636510200145,3.22438638,3.53395957,0.10373124,10.95129266,0.05558031,0.08491166,0.02188923,39.14318968,39.07432844,45.60808998,3.69704455,0.19929208,12.854155024832437,28.12920762,14.127327992934143,1.39679850,0.05573092,0.92123488,0.90991761,0.01564639,0.63409856,1.07683069,1060.00000000,2.03513537,0.00116690,0.34610493,25.63601594,41.83777081,0.09556084,0.14323280,0.03982992,6.61117167,0.03391606,15.509356607297436,0.89086950
MS,0.00367076,16.73888606325084,0.00462271,3.85512402,0.00303945,18.37797793,9.46711036,1,2.31824656,0.87616455,15.83548398,0.02168169,14.093033581647173,3.22587176,3.54133078,0.10418804,10.92373479,0.05561187,0.08495613,0.02190359,38.65106271,9.78428229,45.67449933,3.52835596,0.19940561,13.151364866812248,28.13581154,14.130581328323686,0.82065666,0.05530686,0.91390117,0.91369245,0.01569932,0.63419171,1.08560293,1061.00000000,1.32657451,0.00030088,0.34185774,6.50319987,41.59495565,0.09521757,0.14330123,0.03991071,6.60066961,0.03393017,15.202049987526426,0.79665046
MS,0.00366756,16.68970404521304,0.00462708,3.86858621,0.00304801,18.34708401,0.00000000,1,2.32199870,0.87922414,16.03066952,0.02169597,13.48204070918809,3.22762010,3.55163178,0.10446784,10.88593629,0.05563802,0.08489348,0.02181553,38.15398141,0.00000000,45.65432362,3.11707944,0.19927155,13.311027085319846,28.05848807,14.035011966439717,0.62420265,0.05488155,0.90749191,0.91848305,0.01553671,0.63426159,1.09383157,1062.00000000,1.03865502,0.00013325,0.34114605,0.00000000,41.31240083,0.09480372,0.14335897,0.03992216,6.59182905,0.03394205,14.832798565560775,0.73066681
MS,0.00366508,16.60913406263768,0.00463122,3.87910818,0.00305502,18.31860473,0.00000000,1,2.32544570,0.88161550,16.16617471,0.02170880,13.036048925328455,3.22941894,3.55996541,0.10467172,10.85653346,0.05565698,0.08483752,0.02173832,37.78446159,0.00000000,45.61517144,2.70230990,0.19915416,13.416317491694315,27.99182335,13.952074141409323,0.59004949,0.05456544,0.90265499,0.92302451,0.01533646,0.63426536,1.10101681,1063.00000000,0.89995512,0.00011422,0.34414861,0.00000000,41.09278527,0.09448245,0.14340728,0.03991701,6.58511559,0.03394818,14.545608388342904,0.70627344
MS,0.00366400,16.510325048556275,0.00463579,3.88856961,0.00306131,18.28950809,0.00000000,1,2.32897397,0.88376582,16.26117218,0.02172068,12.675930135978247,3.23146595,3.56729123,0.10482378,10.83011997,0.05567955,0.08478629,0.02166488,37.48854619,0.00000000,45.56290957,2.38042508,0.19904854,13.486887580503268,27.92825277,13.871628166179667,0.59712113,0.05432424,0.89888718,0.92707345,0.01512117,0.63432090,1.10710106,1064.00000000,0.94174671,0.00011748,0.34765319,0.00000000,40.90772439,0.09422475,0.14345776,0.03990051,6.58050408,0.03395887,14.299646939007651,0.69179709
MS,0.00366351,16.40903005190895,0.00464046,3.89672522,0.00306714,18.26116334,0.00000000,1,2.33240959,0.88561937,16.32955310,0.02173160,12.387291378946399,3.23366800,3.57362584,0.10494072,10.80740036,0.05570025,0.08474025,0.02159822,37.25139498,0.00000000,45.50823315,2.03728290,0.19895575,13.53365310153079,27.87108688,13.798102690609076,0.57343782,0.05413452,0.89588702,0.93095952,0.01491853,0.63436763,1.11265035,1065.00000000,0.89013336,0.00010878,0.34974200,0.00000000,40.75388746,0.09401503,0.14350462,0.03988051,6.57718296,0.03396865,14.09328454307794,0.67241154
MS,0.00366345,16.312562763717402,0.00464521,3.90395215,0.00307250,18.23347699,0.00000000,1,2.33576514,0.88726185,16.38075080,0.02174144,12.146200879119426,3.23601817,3.57925917,0.10503362,10.78730985,0.05571881,0.08469836,0.02153762,37.05262034,0.00000000,45.45848036,1.77218965,0.19887323,13.565381774137125,27.81977680,13.730838488080229,0.57006441,0.05397742,0.89342444,0.93470853,0.01472905,0.63440595,1.11781503,1066.00000000,0.85563847,0.00009715,0.35031362,0.00000000,40.62335086,0.09383961,0.14354714,0.03986218,6.57489468,0.03397737,13.916032340224612,0.64577687
MS,0.00366379,16.221398460798273,0.00465003,3.91034976,0.00307733,18.20651797,0.00000000,1,2.33903173,0.88871586,16.41824627,0.02175029,11.947489917603514,3.23850571,3.58427173,0.10510683,10.76952473,0.05573549,0.08466082,0.02148315,36.88944546,0.00000000,45.41184210,1.51036699,0.19880142,13.5851403172448,27.77435227,13.669908768359276,0.54455835,0.05385025,0.89142255,0.93832341,0.01456008,0.63443829,1.12264144,1067.00000000,0.80127427,0.00009618,0.35039519,0.00000000,40.51365984,0.09369459,0.14358561,0.03984434,6.57352554,0.03398519,13.765002224855216,0.61929092
MS,0.00366432,16.138558957015547,0.00465489,3.91604955,0.00308167,18.18018262,0.00000000,1,2.34222337,0.89001126,16.44675473,0.02175822,11.777993374756614,3.24110867,3.58875261,0.10516629,10.75369686,0.05575040,0.08462672,0.02143381,36.75020109,0.00000000,45.37088240,1.31226660,0.19873802,13.596692313838279,27.73388344,13.61429382436744,0.52984284,0.05374275,0.88975025,0.94191113,0.01440698,0.63446568,1.12731843,1068.00000000,0.75977076,0.00008892,0.34976311,0.00000000,40.41961038,0.09357173,0.14362025,0.03982898,6.57271558,0.03399218,13.634076353818728,0.59293108
MS,0.00366503,16.060571858355907,0.00465978,3.92125968,0.00308557,18.15438159,0.00000000,1,2.34535166,0.89119538,16.46929311,0.02176528,11.631744523839341,3.24381462,3.59286740,0.10521585,10.73924473,0.05576366,0.08459540,0.02138887,36.62931050,0.00000000,45.33478360,1.15188691,0.19868145,13.603165806634573,27.69772848,13.56328458324263,0.52712573,0.05365000,0.88832249,0.94543711,0.01426805,0.63448881,1.13184379,1069.00000000,0.73187530,0.00008085,0.34892493,0.00000000,40.33777252,0.09346560,0.14365120,0.03981560,6.57243259,0.03399838,13.518389599837318,0.56716144
MS,0.00366597,15.98803685166533,0.00466469,3.92610262,0.00308903,18.12911372,0.00000000,1,2.34841673,0.89229605,16.48694159,0.02177149,11.50507737580746,3.24661563,3.59671798,0.10525683,10.72580013,0.05577528,0.08456666,0.02134813,36.52455552,0.00000000,45.30375844,1.01077849,0.19863118,13.605910398163202,27.66569890,13.516687070034154,0.52155394,0.05356998,0.88710960,0.94883642,0.01414262,0.63450790,1.13615337,1070.00000000,0.70159323,0.00008026,0.34772910,0.00000000,40.26702495,0.09337435,0.14367848,0.03980437,6.57275586,0.03400378,13.416109499750807,0.54086847
MS,0.00366698,15.921542802039927,0.00466961,3.93051676,0.00309208,18.10430717,0.00000000,1,2.35142797,0.89329926,16.50082385,0.02177701,11.39447005983941,3.24949404,3.60024278,0.10529108,10.71356135,0.05578562,0.08454013,0.02131089,36.43220815,0.00000000,45.27767992,0.88956199,0.19858631,13.60513600843738,27.63710459,13.473769688715793,0.51654067,0.05349975,0.88606966,0.95224531,0.01402835,0.63452465,1.14042480,1071.00000000,0.67642973,0.00007171,0.34674768,0.00000000,40.20528209,0.09329523,0.14370280,0.03979548,6.57335112,0.03400861,13.325512361078006,0.51921162
MS,0.00366799,15.862283769444495,0.00467455,3.93448800,0.00309479,18.07996082,0.00000000,1,2.35438546,0.89420182,16.51186050,0.02178186,11.297552754094248,3.25244401,3.60342307,0.10531978,10.70256773,0.05579468,0.08451566,0.02127702,36.35042985,0.00000000,45.25666981,0.78204875,0.19854646,13.60134790795163,27.61180643,13.434390344268598,0.50633446,0.05343763,0.88517741,0.95571439,0.01392416,0.63453861,1.14473074,1072.00000000,0.64678085,0.00006234,0.34555159,0.00000000,40.15160446,0.09322669,0.14372420,0.03978906,6.57409103,0.03401282,13.245775540053955,0.49772783
MS,0.00366950,15.807845439444787,0.00467948,3.93857584,0.00309717,18.05594793,0.00000000,1,2.35730587,0.89513087,16.51886228,0.02178606,11.209267921677302,3.25545659,3.60674391,0.10534147,10.69118140,0.05580249,0.08449250,0.02124569,36.27686718,0.00000000,45.24287024,0.70701323,0.19850978,13.596454809243166,27.58908612,13.39773440905947,0.52666290,0.05338161,0.88444102,0.95876584,0.01382584,0.63455004,1.14848199,1073.00000000,0.64835969,0.00007856,0.34424883,0.00000000,40.10571928,0.09316831,0.14374275,0.03978670,6.57587970,0.03401644,13.173049670356693,0.47660778
MS,0.00367129,15.75780210642049,0.00468442,3.94256228,0.00309923,18.03230799,0.00000000,1,2.36018381,0.89603688,16.52265803,0.02178977,11.131320915624974,3.25851996,3.61001511,0.10535765,10.68002973,0.05580943,0.08447095,0.02121690,36.21313352,0.00000000,45.23260144,0.62238315,0.19847701,13.589763934062635,27.56883997,13.363745940066485,0.51868872,0.05333334,0.88384050,0.96161363,0.01373699,0.63456034,1.15194568,1074.00000000,0.62618951,0.00008964,0.34331250,0.00000000,40.06677592,0.09311936,0.14375920,0.03978602,6.57825829,0.03401967,13.108023335789593,0.46064027
MS,0.00367320,15.712317838216505,0.00468935,3.94638957,0.00310105,18.00905124,0.00000000,1,2.36301774,0.89690672,16.52516744,0.02179284,11.06201008653976,3.26164331,3.61317545,0.10537028,10.66930639,0.05581507,0.08445081,0.02119081,36.15633689,0.00000000,45.22690031,0.55290140,0.19844767,13.5824613151413,27.55131335,13.332657542016907,0.52008122,0.05328991,0.88333631,0.96436792,0.01365549,0.63456742,1.15527985,1075.00000000,0.60909603,0.00009031,0.34164708,0.00000000,40.03370065,0.09307739,0.14377273,0.03978749,6.58101236,0.03402223,13.049861769881637,0.43904824
MS,0.00367421,15.684443516101144,0.00469427,3.94586808,0.00310256,17.99770248,4.81181223,1,2.36466216,0.89678820,16.54454010,0.02179516,11.077852557382784,3.26483083,3.61281352,0.10540189,10.67392124,0.05581918,0.08448600,0.02122156,36.17416374,5.17218438,45.24916120,0.49826672,0.19851739,13.58483490926762,27.57167864,13.332664364205085,1.17455306,0.05330761,0.88343294,0.96777277,0.01362833,0.63457114,1.15962787,1076.00000000,1.24166743,0.00016192,0.33945546,3.43793361,40.05382419,0.09311550,0.14378281,0.03980789,6.58235163,0.03402403,13.04722046300418,0.41304275
MS,0.00368502,15.841140746288918,0.00469914,3.93099425,0.00310370,18.05053677,30.08186679,1,2.35763293,0.89340779,16.67623949,0.02179671,11.832147160271594,3.26806897,3.60179669,0.10557332,10.71339903,0.05582183,0.08482199,0.02155462,36.77824324,30.12055937,45.40448322,0.56098532,0.19931600,13.760537278416859,27.85853204,13.656594760639335,1.06346089,0.05381869,0.88793921,0.96058372,0.01392312,0.63457224,1.15283289,1077.00000000,1.10869440,0.00074755,0.33735193,19.49990468,40.45206596,0.09374269,0.14378949,0.03992400,6.60139486,0.03402512,13.539534361877974,0.38700828
MS,0.00370525,16.1475975594988,0.00470402,3.91324417,0.00310446,18.14475507,47.24019061,1,2.34545147,0.88937368,16.90935553,0.02179829,12.834366804029585,3.27130302,3.58918861,0.10587442,10.76008327,0.05582489,0.08535335,0.02208284,37.63009425,47.20046405,45.67927158,0.78696740,0.20055940,14.089661470620902,28.30222529,14.159957973798743,1.63394735,0.05455612,0.89431410,0.94335236,0.01451284,0.63457759,1.13532922,1078.00000000,1.67959540,0.00163539,0.33778403,30.65410255,41.04145172,0.09468498,0.14379663,0.04012886,6.63728040,0.03402660,14.238561792649671,0.38806967
MS,0.00372848,16.558578742357724,0.00470898,3.89493824,0.00310524,18.26255466,57.58071788,1,2.33052800,0.88521324,17.26038518,0.02180038,13.840086310077687,3.27452878,3.57629914,0.10633015,10.80852579,0.05582919,0.08599801,0.02272322,38.49396283,57.53097839,46.03899841,1.15049010,0.20205637,14.547807596986722,28.82859932,14.75606769478969,2.11183054,0.05532597,0.90027349,0.92213094,0.01533101,0.63458733,1.11449750,1079.00000000,2.17238539,0.00234718,0.33988197,37.39303976,41.67826591,0.09572622,0.14380635,0.04040025,6.67836494,0.03402881,14.987397508507923,0.40678061
MS,0.00375149,17.05933586592561,0.00471410,3.87554861,0.00310626,18.39915063,66.32312283,1,2.31354532,0.88080650,17.74280379,0.02180294,14.795598762808615,3.27781590,3.56241634,0.10696192,10.86053185,0.05583442,0.08673542,0.02345537,39.30085187,66.28214860,46.47361913,1.68035966,0.20376082,15.127764440933603,29.41808253,15.422500754565934,2.55815206,0.05606583,0.90498479,0.89995609,0.01633350,0.63459837,1.09407582,1080.00000000,2.63286424,0.00301952,0.34314547,43.15192439,42.31915987,0.09679891,0.14381830,0.04073308,6.71895313,0.03403148,15.748181713774242,0.42596183
MS,0.00376817,17.570076338931187,0.00471940,3.85621879,0.00310752,18.53040310,65.08246500,1,2.29740644,0.87641336,18.30379692,0.02180598,15.56362712059864,3.28117817,3.54804737,0.10770620,10.91347699,0.05584058,0.08745237,0.02416609,39.91479071,65.04870188,46.90897946,2.21457251,0.20542291,15.747991384483633,29.98227102,16.061466893148715,2.45526422,0.05664389,0.90725233,0.88317031,0.01733805,0.63461056,1.08104205,1081.00000000,2.54376732,0.00288862,0.34810350,42.36026857,42.85462610,0.09771670,0.14383245,0.04107282,6.74808567,0.03403460,16.406988749825743,0.44682585
MS,0.00378201,18.070568825849307,0.00472495,3.83777864,0.00310901,18.65770015,64.59704227,1,2.28193112,0.87222242,18.90018454,0.02181025,16.221307212161715,3.28457092,3.53413465,0.10851233,10.96469833,0.05584956,0.08815669,0.02486143,40.42473354,64.56693254,47.33128870,2.73859844,0.20705925,16.38671525585543,30.52574665,16.677829821839595,2.40515947,0.05713665,0.90816324,0.86896761,0.01830155,0.63463031,1.07147914,1082.00000000,2.53023463,0.00283263,0.35802871,42.05612950,43.32692780,0.09854691,0.14385287,0.04141027,6.77178507,0.03403931,16.998382949281307,0.49893191
MS,0.00379028,18.48821572030649,0.00473097,3.82344089,0.00311111,18.75772801,54.97602706,1,2.26980371,0.86896384,19.46161232,0.02181901,16.623904731402742,3.28777086,3.52308734,0.10929821,11.00516879,0.05586895,0.08874224,0.02542802,40.71158263,54.97031057,47.67818934,3.14934206,0.20843079,16.96334143392916,30.96222912,17.17490061397386,1.97034086,0.05743101,0.90699170,0.86066769,0.01908745,0.63467956,1.06864281,1083.00000000,2.22686007,0.00209588,0.38198057,35.83384900,43.64218729,0.09913257,0.14389597,0.04170156,6.78422512,0.03404994,17.408154325474925,0.67448684
MS,0.00379279,18.757604921863617,0.00473723,3.81686369,0.00311542,18.81247941,37.18211384,1,2.26307326,0.86746902,19.91993596,0.02182898,16.69804862700802,3.29103191,3.51783477,0.10995792,11.02401914,0.05588917,0.08911900,0.02578384,40.73028038,37.24509872,47.90574420,3.25998481,0.20932720,17.410476115793017,31.23514676,17.484560422580646,1.37282519,0.05746644,0.90370288,0.85890838,0.01957456,0.63471209,1.07256205,1084.00000000,1.66562205,0.00110675,0.39413623,24.32440314,43.75608817,0.09936929,0.14394355,0.04190285,6.78626995,0.03406020,17.566539033553152,0.73147406
MS,0.00379148,18.81943824782042,0.00474350,3.82574149,0.00312031,18.79952119,9.51606579,1,2.26444756,0.86948670,20.19978774,0.02183740,16.25354462357273,3.29449141,3.52478080,0.11037286,10.99870673,0.05590505,0.08917557,0.02582312,40.35718142,9.86640852,47.98750684,3.07552240,0.20947723,17.659628351514876,31.26564076,17.508680005344168,0.94677329,0.05711946,0.89790521,0.86255361,0.01964191,0.63472370,1.08089137,1085.00000000,1.19477355,0.00036682,0.39423355,6.55344630,43.58971786,0.09910437,0.14398283,0.04198490,6.78199318,0.03406766,17.34056833310305,0.68293808
MS,0.00379010,18.779722683199946,0.00474984,3.83784876,0.00312444,18.76329365,0.00000000,1,2.26858176,0.87223835,20.35806946,0.02184496,15.765964125642126,3.29807223,3.53434115,0.11061893,10.96391088,0.05591960,0.08912263,0.02575442,39.95768331,0.00000000,47.99420406,2.63509395,0.20937482,17.786113572325178,31.21491578,17.43789051346282,0.73023425,0.05675103,0.89275758,0.86760676,0.01950771,0.63473548,1.08938439,1086.00000000,0.95319473,0.00015554,0.39631065,0.00000000,43.37593972,0.09875589,0.14401865,0.04200486,6.77777033,0.03407463,17.047837193178342,0.65869171
MS,0.00378954,18.709618865659422,0.00475628,3.84718194,0.00312816,18.72800149,0.00000000,1,2.27261156,0.87435953,20.45851399,0.02185238,15.425463393875702,3.30172558,3.54172468,0.11078506,10.93720601,0.05593418,0.08907555,0.02569168,39.67430866,0.00000000,47.97725205,2.19338702,0.20928682,17.85857148983264,31.16897490,17.372573160831923,0.70179273,0.05649632,0.88912491,0.87262182,0.01933290,0.63474949,1.09706502,1087.00000000,0.92027036,0.00011923,0.40030358,0.00000000,43.21504497,0.09850176,0.14405426,0.04200543,6.77500218,0.03408180,16.825970174260128,0.65967614
MS,0.00378925,18.63085293363083,0.00476243,3.85462861,0.00313181,18.69468659,0.00000000,1,2.27641401,0.87605196,20.52484295,0.02185970,15.169850961635897,3.30518941,3.54791609,0.11090381,10.91597525,0.05594860,0.08903220,0.02563279,39.45618458,0.00000000,47.95232567,1.82049834,0.20920770,17.899958231222534,31.12606490,17.31192916752064,0.68326863,0.05630451,0.88638877,0.87750231,0.01915707,0.63476265,1.10412151,1088.00000000,0.89894606,0.00010139,0.40341431,0.00000000,43.08607868,0.09830389,0.14408958,0.04199939,6.77273419,0.03408890,16.648530576534228,0.66111264
MS,0.00378982,18.552770607513523,0.00476898,3.86124126,0.00313540,18.66096063,0.00000000,1,2.28027365,0.87755483,20.56861463,0.02186682,14.968227278222027,3.30894514,3.55320657,0.11099062,10.89711377,0.05596256,0.08899379,0.02557926,39.28594064,0.00000000,47.92655926,1.51356644,0.20914080,17.92133986438355,31.08759577,17.255159973873564,0.66940698,0.05615790,0.88431056,0.88220730,0.01899214,0.63477409,1.11065330,1089.00000000,0.87905323,0.00009451,0.40516764,0.00000000,42.98271681,0.09815018,0.14412395,0.04199227,6.77205409,0.03409574,16.501827467115735,0.65686457
MS,0.00379099,18.47727075782433,0.00477556,3.86733151,0.00313890,18.62779268,0.00000000,1,2.28407630,0.87893898,20.59671933,0.02187364,14.801662482484797,3.31275388,3.55811939,0.11105461,10.87971550,0.05597589,0.08895820,0.02552917,39.14481188,0.00000000,47.90470491,1.28409349,0.20908072,17.930341013828528,31.05203749,17.2016192916754,0.68655625,0.05603836,0.88268377,0.88656263,0.01883791,0.63478396,1.11653149,1090.00000000,0.88738714,0.00009808,0.40584581,0.00000000,42.89695697,0.09802611,0.14415690,0.04198775,6.77254890,0.03410225,16.376044211936158,0.64784331
MS,0.00379272,18.40602814160696,0.00478217,3.87302548,0.00314225,18.59512668,0.00000000,1,2.28782890,0.88023306,20.61186252,0.02188030,14.662159003144978,3.31659572,3.56275544,0.11110001,10.86340079,0.05598897,0.08892511,0.02548186,39.02717441,0.00000000,47.88654847,1.08440976,0.20902668,17.929218580650144,31.01875862,17.150645458234266,0.69209635,0.05594077,0.88142809,0.89059212,0.01869617,0.63479393,1.12182014,1091.00000000,0.88825583,0.00010946,0.40658039,0.00000000,42.82561644,0.09792667,0.14418920,0.04198590,6.77405725,0.03410867,16.267336728956277,0.64366532
MS,0.00379451,18.34197429283108,0.00478880,3.87800885,0.00314552,18.56300582,0.00000000,1,2.29152595,0.88136565,20.61774069,0.02188684,14.545909027474485,3.32046373,3.56682436,0.11113205,10.84913891,0.05600182,0.08889460,0.02543738,38.92878875,0.00000000,47.87086413,0.90241927,0.20897884,17.918893953506746,30.98777367,17.10228063964504,0.66922194,0.05586099,0.88045518,0.89469886,0.01856842,0.63480354,1.12707659,1092.00000000,0.86165159,0.00009734,0.40697989,0.00000000,42.76580991,0.09784679,0.14422095,0.04198580,6.77568572,0.03411498,16.17479070479889,0.64009462
MS,0.00379627,18.283520104960505,0.00479542,3.88243815,0.00314873,18.53145482,0.00000000,1,2.29516440,0.88237231,20.61848789,0.02189295,14.447241005491614,3.32437150,3.57044568,0.11115542,10.83649675,0.05601370,0.08886619,0.02539594,38.84382899,0.00000000,47.85871601,0.76290005,0.20893598,17.90336670286677,30.95944897,17.056862551290152,0.66551272,0.05579281,0.87967421,0.89888062,0.01845206,0.63481067,1.13235512,1093.00000000,0.84567601,0.00007916,0.40577429,0.00000000,42.71489317,0.09778056,0.14425055,0.04198775,6.77739532,0.03412075,16.094569759334913,0.62436274
MS,0.00379805,18.23145879021853,0.00480202,3.88638573,0.00315174,18.50057792,0.00000000,1,2.29873099,0.88326948,20.61535532,0.02189857,14.364543901880737,3.32831708,3.57368567,0.11117158,10.82522171,0.05602456,0.08884015,0.02535795,38.77264522,0.00000000,47.84894124,0.63474669,0.20889874,17.883991953894967,30.93413479,17.014808284057885,0.63836644,0.05573650,0.87906606,0.90307759,0.01834897,0.63481645,1.13759732,1094.00000000,0.80391994,0.00007535,0.40398798,0.00000000,42.67247841,0.09772716,0.14427772,0.04199066,6.77926695,0.03412599,16.026050202822635,0.60510568
MS,0.00380024,18.182862366424377,0.00480859,3.89036452,0.00315450,18.47010736,0.00000000,1,2.30225901,0.88417375,20.60814919,0.02190377,14.290005779323266,3.33228775,3.57698424,0.11118052,10.81381845,0.05603463,0.08881514,0.02532186,38.70828560,0.00000000,47.84499936,0.55921336,0.20886390,17.862899739143373,30.91055805,16.9746548465807,0.66651517,0.05568593,0.87860162,0.90694694,0.01825043,0.63482192,1.14236780,1095.00000000,0.81976217,0.00008417,0.40232099,0.00000000,42.63647410,0.09768339,0.14430291,0.04199746,6.78194803,0.03413086,15.963679144164796,0.58868140
MS,0.00380234,18.151842225414008,0.00481514,3.89378831,0.00315706,18.44004414,0.00000000,1,2.30574797,0.88495189,20.59511622,0.02190880,14.220773331964681,3.33626403,3.57983691,0.11118065,10.80401551,0.05604446,0.08879141,0.02528738,38.64780792,0.00000000,47.85175760,0.47652538,0.20883205,17.83544049603694,30.88832462,16.936042320020135,0.66263466,0.05563887,0.87831290,0.91095164,0.01815217,0.63482831,1.14722369,1096.00000000,0.81050639,0.00007039,0.40149657,0.00000000,42.60762005,0.09765140,0.14432733,0.04201253,6.78450399,0.03413567,15.912035758644485,0.58150482
MS,0.00380448,18.125227942927218,0.00482169,3.89697431,0.00315953,18.41025478,0.00000000,1,2.30921439,0.88567598,20.57836597,0.02191384,14.157942773531381,3.34023089,3.58250314,0.11117568,10.79489413,0.05605444,0.08876853,0.02525366,38.59262037,0.00000000,47.86090812,0.40814651,0.20880215,17.804460534000583,30.86662372,16.898084100615048,0.66223151,0.05559690,0.87812798,0.91495798,0.01805908,0.63483577,1.15202613,1097.00000000,0.81075709,0.00006600,0.40139257,0.00000000,42.58274934,0.09762647,0.14435198,0.04202958,6.78711409,0.03414060,15.865915155058882,0.58234042
MS,0.00380663,18.103883515213134,0.00482823,3.89991529,0.00316201,18.38066717,0.00000000,1,2.31266733,0.88634438,20.55761014,0.02191898,14.099905336922818,3.34418146,3.58497215,0.11116545,10.78648459,0.05606463,0.08874614,0.02522021,38.54091239,0.00000000,47.87345050,0.35240322,0.20877334,17.7695259470577,30.84504055,16.86031764750885,0.67001427,0.05555834,0.87804161,0.91899758,0.01796787,0.63484371,1.15681009,1098.00000000,0.82129591,0.00005802,0.40144642,0.00000000,42.56137640,0.09760789,0.14437712,0.04204955,6.78970882,0.03414565,15.82482196365781,0.58584086
MS,0.00380891,18.084944987301146,0.00483477,3.90278166,0.00316453,18.35126517,0.00000000,1,2.31610882,0.88699583,20.53321434,0.02192420,14.046230090459758,3.34811406,3.58738987,0.11115046,10.77827710,0.05607499,0.08872408,0.02518690,38.49299597,0.00000000,47.88805542,0.30624643,0.20874522,17.73174267401586,30.82347908,16.822631995060846,0.68132307,0.05552341,0.87804197,0.92294349,0.01787883,0.63485170,1.16142043,1099.00000000,0.83513740,0.00005926,0.40136433,0.00000000,42.54303821,0.09759477,0.14440268,0.04207136,6.79253051,0.03415078,15.787247908792946,0.58889441
MS,0.00381170,18.068547187096197,0.00484129,3.90589932,0.00316710,18.32200992,0.00000000,1,2.31954381,0.88770439,20.50395835,0.02192949,13.994544155541366,3.35202809,3.59004470,0.11112891,10.76928325,0.05608546,0.08870208,0.02515352,38.44848685,0.00000000,47.90667268,0.26983398,0.20871713,17.691868548416416,30.80177890,16.784833003613905,0.70774239,0.05549168,0.87815332,0.92648046,0.01779041,0.63485962,1.16544225,1100.00000000,0.86339505,0.00008137,0.40109136,0.00000000,42.52845618,0.09758822,0.14442854,0.04209655,6.79623177,0.03415597,15.751943272261576,0.59088488
MS,0.00381444,18.08263538469932,0.00484779,3.90048942,0.00316970,18.32047399,11.65556799,1,2.31985419,0.88647487,20.52328321,0.02193487,14.195504954920244,3.35591838,3.58584447,0.11117564,10.78747286,0.05609613,0.08881377,0.02525362,38.60636619,11.95286671,47.96104343,0.26539005,0.20896950,17.698749342742882,30.87274710,16.843361996744193,1.48940728,0.05564299,0.87963391,0.92947385,0.01784185,0.63486784,1.16949200,1101.00000000,1.64781549,0.00024678,0.40092682,7.89180748,42.63839621,0.09779386,0.14445487,0.04215087,6.79982630,0.03416125,15.870926372246483,0.59409297
MS,0.00382216,18.20226562990536,0.00485427,3.88931741,0.00317235,18.34980219,23.97683041,1,2.31595155,0.88393577,20.61776378,0.02194040,14.710953653142223,3.35977411,3.57736405,0.11132820,10.81783071,0.05610710,0.08907483,0.02550278,39.00460654,24.14973499,48.07982719,0.39539825,0.20960137,17.81126693511121,31.06823647,17.061548770170738,1.11401208,0.05601523,0.88273379,0.92708833,0.01808301,0.63487660,1.16787883,1102.00000000,1.27666082,0.00051789,0.40095264,15.82777819,42.90699554,0.09827317,0.14448192,0.04225794,6.81224862,0.03416671,16.212234774447015,0.59918110
MS,0.00383030,18.36987072348093,0.00486072,3.87869032,0.00317506,18.38587172,27.03933393,1,2.31122935,0.88152053,20.76546844,0.02194605,15.175462407069753,3.36359740,3.56933915,0.11155652,10.84681184,0.05611835,0.08936862,0.02578438,39.36687688,27.20416551,48.23227802,0.61619624,0.21030896,17.980212937630697,31.28698030,17.307134567038705,1.20580335,0.05635913,0.88522340,0.92367621,0.01841331,0.63488558,1.16574957,1103.00000000,1.37249438,0.00059911,0.40100193,17.81595626,43.17269389,0.09875244,0.14450964,0.04239331,6.82539889,0.03417230,16.546785973651666,0.60408121
