axis,sum_N_g_shoot,Cont_WSC_DM_stem,sum_N_g,N_content_shoot,senesced_mstruct,C_N_ratio,Tillers_Photosynthesis_An,plant,N_content,NNI,NS_roots,mstruct_stem,Cont_WSC_DM_laminae,N_content_mstruct,N_content_total_DM_shoot,sum_dry_mass_roots,C_N_ratio_shoot,mstruct_shoot,sum_C_g,sum_NSC_g,NS_laminae,Tillers_Photosynthesis,NS_stem,C_exudated,sum_dry_mass,Cont_WSC_DM_roots,NS,Cont_WSC_DM,sum_respi_shoot,sum_dry_mass_laminae,shoot_roots_ratio,N_content_roots,dry_mass_phloem,shoot_roots_mstruct_ratio,N_content_mstruct_roots,t,C_respired_shoot,Total_Transpiration,sum_respi_roots,Total_Photosynthesis,NS_shoot,sum_dry_mass_shoot,mstruct,sum_dry_mass_stem,N_content_mstruct_shoot,mstruct_laminae,Cont_WSC_DM_shoot,C_respired_roots
MS,0.00281087,15.864043535877578,0.00382993,3.96266447,0.00375941,17.23162956,0.00000000,1,2.45286047,0.90060556,16.85116432,0.01500254,10.980418876714802,3.37645465,3.76171609,0.08520762,10.62034417,0.04258135,0.06599592,0.01608650,35.90765445,0.00000000,46.23500170,0.77757379,0.15614134,13.100640952844177,27.35396365,13.010191031034143,0.83702058,0.04302980,0.83248091,1.19597746,0.01016445,0.60101430,1.43835744,807.00000000,1.71107840,0.00005652,0.39813405,0.00000000,39.97022809,0.07093372,0.11343050,0.02790392,6.60116530,0.02757881,12.90153998506541,1.65812078
MS,0.00281245,15.769610477864607,0.00383472,3.96964880,0.00381105,17.19102790,0.00000000,1,2.45847934,0.90219291,16.65371463,0.01500371,10.793661869432475,3.37689384,3.76575444,0.08513048,10.60141014,0.04260456,0.06592280,0.01595743,35.77331281,0.00000000,46.17466020,0.73250761,0.15597940,12.889636354824678,27.19702040,12.826846805164763,0.82640333,0.04297410,0.83223915,1.20082494,0.00996749,0.60046088,1.44076600,808.00000000,1.71991007,0.00005604,0.40050098,0.00000000,39.86562142,0.07084892,0.11355765,0.02787482,6.60129679,0.02760084,12.75140028298912,1.68251457
MS,0.00281392,15.674648614747976,0.00383950,3.97640610,0.00386391,17.15046384,0.00000000,1,2.46412271,0.90372866,16.45111350,0.01500501,10.610109781584779,3.37724425,3.76952137,0.08505085,10.58317236,0.04262843,0.06584926,0.01582678,35.64333722,0.00000000,46.10850421,0.69772145,0.15581624,12.672431346062702,27.03747404,12.640798054418505,0.80019797,0.04292238,0.83203619,1.20584819,0.00977497,0.59990149,1.44328458,809.00000000,1.71618681,0.00005446,0.40321499,0.00000000,39.76091160,0.07076539,0.11368747,0.02784301,6.60103964,0.02762341,12.602778925029515,1.70990084
MS,0.00281592,15.57929990776039,0.00384422,3.98372665,0.00391817,17.11027868,0.00000000,1,2.46974170,0.90539242,16.24421697,0.01500579,10.429601574416093,3.37756410,3.77374128,0.08496716,10.56322809,0.04265138,0.06577565,0.01569648,35.52159152,0.00000000,46.04125647,0.66690799,0.15565264,12.454296597902541,26.87802119,12.454908781947633,0.78325484,0.04287573,0.83191526,1.21023452,0.00958859,0.59933158,1.44495636,810.00000000,1.70507547,0.00009192,0.40187179,0.00000000,39.66033771,0.07068548,0.11381629,0.02780975,6.60216928,0.02764559,12.455644655025075,1.70761964
MS,0.00281909,15.489346164154002,0.00384882,3.99227809,0.00397284,17.07082843,0.00000000,1,2.47528494,0.90733593,16.03212914,0.01500609,10.249729380638199,3.37787694,3.77908153,0.08487638,10.53953401,0.04267315,0.06570258,0.01556808,35.41000616,0.00000000,45.98000970,0.64798755,0.15549006,12.238550377349894,26.72068926,12.271428069346262,0.78011697,0.04283490,0.83195907,1.21320875,0.00940656,0.59876267,1.44484877,811.00000000,1.69264278,0.00016927,0.39686319,0.00000000,39.56814841,0.07061368,0.11394204,0.02777877,6.60624816,0.02766706,12.31094647038248,1.67925199
MS,0.00282165,15.392939301923741,0.00385328,3.99930208,0.00402701,17.03722183,1.37563907,1,2.48047152,0.90893229,15.82933085,0.01500590,10.062300401789392,3.37821500,3.78306127,0.08479113,10.52372823,0.04269339,0.06564921,0.01546165,35.30612352,2.11149251,45.93616772,0.62631113,0.15534472,12.023248635339067,26.57449216,12.085076880179283,1.34809168,0.04279770,0.83208700,1.21667236,0.00925376,0.59820422,1.44548258,812.00000000,2.23643602,0.00028324,0.38850289,1.68200126,39.48799918,0.07055359,0.11406265,0.02775589,6.60910567,0.02768749,12.159381904551141,1.62636978
MS,0.00282505,15.317898877565622,0.00385761,3.99901061,0.00407980,17.03181151,11.14545952,1,2.48206798,0.90886605,15.70016361,0.01500551,10.115631802374635,3.37858937,3.78081635,0.08477520,10.53050061,0.04271263,0.06570201,0.01546369,35.39478404,11.49471648,45.93969541,0.62271757,0.15541900,11.882999888907865,26.53537592,12.008760751095426,2.00796102,0.04288682,0.83330751,1.21798829,0.00924841,0.59766914,1.44482877,813.00000000,2.86788166,0.00053929,0.37909706,9.08759469,39.53803361,0.07064381,0.11417799,0.02775698,6.61409288,0.02770713,12.159678462251271,1.56424487
MS,0.00283535,15.341988396873868,0.00386191,3.99789961,0.00413083,17.05190653,19.00052254,1,2.47953880,0.90861355,15.64267034,0.01500609,10.442619408583118,3.37891826,3.77844343,0.08483013,10.53291950,0.04273385,0.06585293,0.01556345,35.71054320,19.25922994,46.00468604,0.72391331,0.15575116,11.863868109619121,26.61737853,12.090924028386981,1.58634377,0.04312956,0.83603585,1.21013472,0.00938846,0.59717152,1.43453417,814.00000000,2.44882524,0.00091756,0.37649029,15.14194600,39.74445692,0.07092103,0.11429428,0.02779146,6.63490761,0.02772776,12.362510369825532,1.54913432
MS,0.00285435,15.421132325596753,0.00386629,3.98611672,0.00418181,17.11255016,32.84834439,1,2.47133558,0.90593562,15.53670088,0.01502287,11.402726985859326,3.37903134,3.76747199,0.08483813,10.56204502,0.04276311,0.06616215,0.01581727,36.58055076,33.06554988,46.08985974,0.83660441,0.15644554,11.85203363475128,26.86260250,12.362148865314612,1.95839310,0.04374090,0.84404742,1.19278846,0.00948951,0.59677435,1.41219734,815.00000000,2.91622054,0.00141160,0.37936496,25.72409842,40.28116322,0.07160741,0.11442019,0.02786651,6.67480637,0.02774023,12.966516837733758,1.57142812
MS,0.00287124,15.616717332807017,0.00387081,3.97605735,0.00423406,17.18006556,35.64112913,1,2.46221254,0.90364940,15.57460874,0.01504849,12.13757426881989,3.37919463,3.75780754,0.08499549,10.58701884,0.04279059,0.06650081,0.01609953,37.24795255,35.87924926,46.26331491,1.00985340,0.15720869,11.96961213123993,27.13611340,12.666516869026873,2.04404187,0.04420907,0.84961219,1.17603154,0.00978763,0.59631991,1.39298323,816.00000000,2.99590026,0.00148717,0.38759028,27.82659229,40.74409216,0.07221320,0.11454836,0.02800414,6.70997626,0.02774209,13.486779036580893,1.62943044
MS,0.00288694,15.893499861496185,0.00387543,3.96880507,0.00428890,17.25081949,37.40702682,1,2.45272805,0.90200115,15.71924101,0.01507455,12.682479614297417,3.37955675,3.75040114,0.08526412,10.60474102,0.04281142,0.06685430,0.01639833,37.74780583,37.67461339,46.51574458,1.31067750,0.15800478,12.184566630612432,27.42456403,12.986575205262389,2.21263674,0.04455565,0.85312170,1.15932985,0.01020233,0.59575111,1.37555696,817.00000000,3.11591417,0.00160391,0.39424581,29.23171334,41.14514234,0.07274067,0.11467266,0.02818502,6.74337723,0.02773687,13.926662157907762,1.67037300
MS,0.00290052,16.192656788336546,0.00388022,3.96151476,0.00434557,17.32201464,38.34200877,1,2.44322440,0.90034426,15.92185560,0.01510226,13.133221383098483,3.37986529,3.74276304,0.08559818,10.62290117,0.04283462,0.06721322,0.01669947,38.14918174,38.61197941,46.78528393,1.61200816,0.15881552,12.442005384432036,27.71237335,13.307382707289998,2.20744294,0.04483749,0.85536108,1.14453792,0.01065013,0.59517851,1.36127876,818.00000000,3.16099566,0.00159988,0.40567890,29.92178897,41.49663126,0.07321735,0.11480397,0.02837986,6.77143016,0.02773235,14.319092664061959,1.73909007
MS,0.00290743,16.407813075746144,0.00388518,3.96253001,0.00440489,17.35417128,26.00678417,1,2.43900618,0.90057500,16.10628019,0.01513093,13.120645487659496,3.38016116,3.74175668,0.08592068,10.61961700,0.04285868,0.06742412,0.01685019,38.14718162,26.30554910,46.99155574,1.86427236,0.15929366,12.641151412314619,27.84349412,13.451052239663957,1.78844444,0.04482860,0.85396179,1.13797504,0.01096924,0.59458187,1.35644843,819.00000000,2.78397145,0.00106049,0.41720863,20.54803983,41.58791925,0.07337298,0.11494074,0.02854438,6.78375083,0.02772775,14.399456294979496,1.80711963
MS,0.00290890,16.462969071928825,0.00389015,3.97734338,0.00446661,17.33055103,7.36817903,1,2.44238545,0.90394168,16.18921068,0.01515790,12.559489742140483,3.38073733,3.75218534,0.08614003,10.58009151,0.04287348,0.06741846,0.01678849,37.70069809,7.91189866,47.09077683,1.96778263,0.15927670,12.707205045413234,27.75583516,13.341490764566696,1.34898732,0.04448778,0.84904384,1.13913887,0.01104342,0.59385957,1.35917926,820.00000000,2.26236738,0.00048552,0.41821635,6.24117180,41.37895315,0.07313667,0.11506812,0.02864889,6.78483855,0.02771558,14.088549615664641,1.80682216
MS,0.00290960,16.419868359955586,0.00389505,3.99496757,0.00452796,17.28439534,0.00000000,1,2.44873989,0.90794717,16.15092370,0.01518308,11.94305241458218,3.38123635,3.76495215,0.08623165,10.53235442,0.04289149,0.06732353,0.01663732,37.20338697,0.00000000,47.11130245,1.88308450,0.15906331,12.64849708536095,27.57856480,13.133461179655859,0.99292453,0.04412405,0.84460471,1.14278873,0.01090677,0.59320682,1.36291153,821.00000000,1.94031658,0.00025099,0.41297508,0.00000000,41.10872990,0.07283166,0.11519594,0.02870761,6.78363289,0.02770841,13.707651793671344,1.76720002
MS,0.00291079,16.296188437127835,0.00389988,4.00949218,0.00458740,17.23968785,0.00000000,1,2.45491933,0.91124822,16.05610252,0.01520757,11.504240813454718,3.38175137,3.77511666,0.08626229,10.49335972,0.04290944,0.06723274,0.01649134,36.84803063,0.00000000,47.07130219,1.70571861,0.15885987,12.537408814318345,27.40686519,12.931955360125185,0.95376814,0.04386540,0.84159126,1.14660441,0.01070141,0.59257417,1.36591752,822.00000000,1.87767251,0.00018513,0.40847630,0.00000000,40.89412812,0.07259759,0.11532136,0.02873218,6.78357674,0.02770187,13.400765532562406,1.73405452
MS,0.00291210,16.17796626796052,0.00390469,4.02151012,0.00464527,17.19616404,0.00000000,1,2.46096248,0.91397957,15.92288063,0.01523197,11.151206545048451,3.38224929,3.78316390,0.08625215,10.46137361,0.04292822,0.06714569,0.01634921,36.56340372,0.00000000,47.02525734,1.51963473,0.15866515,12.388797282629868,27.23887964,12.734923010016,0.91270492,0.04365974,0.83955013,1.15080450,0.01046343,0.59196377,1.36874873,823.00000000,1.82776090,0.00013816,0.40640193,0.00000000,40.71752569,0.07241300,0.11544654,0.02875327,6.78364081,0.02769625,13.147198246679759,1.71865581
MS,0.00291376,16.053437921997272,0.00390948,4.03250165,0.00470236,17.15349049,0.00000000,1,2.46691519,0.91647765,15.76827069,0.01525634,10.849806133725105,3.38272359,3.79036020,0.08621970,10.43224027,0.04294763,0.06706124,0.01620957,36.32400400,0.00000000,46.96948596,1.36087174,0.15847649,12.22129607477984,27.07310781,12.540610139720046,0.89090640,0.04348779,0.83805414,1.15486896,0.01022118,0.59136679,1.37106168,824.00000000,1.80421298,0.00012810,0.40563042,0.00000000,40.56249533,0.07225678,0.11557198,0.02876899,6.78443967,0.02769129,12.921628558429497,1.71327038
MS,0.00291609,15.928461482760373,0.00391425,4.04329538,0.00475922,17.11139223,0.00000000,1,2.47281596,0.91893077,15.59649943,0.01528068,10.578766968624672,3.38317149,3.79742342,0.08616975,10.40360672,0.04296742,0.06697830,0.01607131,36.11431125,0.00000000,46.91182271,1.23606958,0.15829127,12.041068161881906,26.90834722,12.347591331003745,0.89854553,0.04333795,0.83697029,1.15837134,0.00997922,0.59077756,1.37242096,825.00000000,1.81356661,0.00014672,0.40538753,0.00000000,40.42357936,0.07212152,0.11569771,0.02878357,6.78673767,0.02768675,12.713820780311519,1.71195809
MS,0.00291847,15.803779909954335,0.00391899,4.05347145,0.00481611,17.06991619,0.00000000,1,2.47865744,0.92124351,15.41524183,0.01530488,10.331342086652395,3.38359325,3.80394035,0.08611018,10.37674217,0.04298735,0.06689690,0.01593459,35.92560253,0.00000000,46.85017354,1.12070681,0.15810954,11.851843886144477,26.74481681,12.156112042852085,0.88474308,0.04320363,0.83613066,1.16190716,0.00974441,0.59019297,1.37366020,826.00000000,1.80183084,0.00013740,0.40479581,0.00000000,40.29482222,0.07199936,0.11582344,0.02879573,6.78914559,0.02768247,12.52001229286951,1.70968819
MS,0.00292082,15.682772691709518,0.00392368,4.06307612,0.00487313,17.02922004,0.00000000,1,2.48441601,0.92342639,15.22898268,0.01532854,10.101942613281715,3.38401070,3.80994160,0.08604455,10.35151260,0.04300665,0.06681714,0.01580024,35.75289028,0.00000000,46.78743710,1.02113697,0.15793151,11.657586724435888,26.58368339,11.967418695151654,0.86583988,0.04308071,0.83546196,1.16550554,0.00951852,0.58960999,1.37488682,827.00000000,1.77693392,0.00012737,0.40217247,0.00000000,40.17460828,0.07188695,0.11594749,0.02880624,6.79155790,0.02767811,12.338269776845422,1.69415304
MS,0.00292264,15.567230561737478,0.00392829,4.07162688,0.00492987,16.98935574,0.00000000,1,2.49008343,0.92536975,15.04166045,0.01535186,9.88715647140569,3.38440730,3.81499641,0.08597673,10.32932700,0.04302584,0.06673911,0.01566821,35.58923861,0.00000000,46.72413149,0.93648646,0.15775735,11.459232333640529,26.42482976,11.781443669720305,0.83848303,0.04296484,0.83488433,1.16967758,0.00930058,0.58903679,1.37676605,828.00000000,1.74503520,0.00008745,0.39916253,0.00000000,40.05925659,0.07178062,0.11607024,0.02881579,6.79275340,0.02767398,12.167378971310892,1.67638023
MS,0.00292400,15.456494927894452,0.00393283,4.07928545,0.00498635,16.95027199,0.00000000,1,2.49566616,0.92711033,14.85382809,0.01537496,9.684127685356353,3.38477346,3.81925098,0.08590739,10.30968968,0.04304511,0.06666262,0.01553816,35.43351886,0.00000000,46.65898090,0.86209248,0.15758658,11.25767392614544,26.26785258,11.597751091028401,0.81443734,0.04285529,0.83437743,1.17432997,0.00909079,0.58847525,1.37919292,829.00000000,1.71879784,0.00005681,0.39628373,0.00000000,39.94754254,0.07167919,0.11619197,0.02882390,6.79287013,0.02767015,12.005333024821741,1.65985718
MS,0.00292556,15.348373951677477,0.00393731,4.08687821,0.00504269,16.91186884,0.00000000,1,2.50117781,0.92883596,14.66282310,0.01539787,9.489304948237478,3.38510594,3.82345693,0.08583392,10.29021297,0.04306447,0.06658725,0.01540965,35.28751512,0.00000000,46.59294213,0.80543220,0.15741819,11.054414510764165,26.11227386,11.415786097170455,0.80045583,0.04275312,0.83398566,1.17872640,0.00888733,0.58792493,1.38125779,830.00000000,1.70407866,0.00006766,0.39354072,0.00000000,39.84086812,0.07158426,0.11631272,0.02883115,6.79344613,0.02766660,11.84909281160271,1.64406256
MS,0.00292693,15.244000071347251,0.00394168,4.09404096,0.00509898,16.87430239,0.00000000,1,2.50659407,0.93046385,14.47346864,0.01542010,9.302107342796686,3.38543282,3.82727058,0.08576015,10.27196167,0.04308305,0.06651317,0.01528365,35.14753198,0.00000000,46.52713481,0.75481800,0.15725259,10.851931437392558,25.95942065,11.236962513459376,0.78515860,0.04265519,0.83363243,1.18324687,0.00869118,0.58738119,1.38348516,831.00000000,1.67888594,0.00005560,0.38887064,0.00000000,39.73761784,0.07149244,0.11643073,0.02883725,6.79369254,0.02766294,11.69883403149192,1.61519455
MS,0.00292842,15.143994793750293,0.00394591,4.10115199,0.00515477,16.83798474,0.00000000,1,2.51185211,0.93208000,14.28884321,0.01544091,9.123370617830437,3.38580294,3.83105830,0.08568686,10.25382305,0.04309967,0.06644120,0.01516234,35.01679112,0.00000000,46.46368435,0.70860004,0.15709173,10.655513009539623,25.81221779,11.064471395569447,0.76170291,0.04256294,0.83332341,1.18745132,0.00850467,0.58684357,1.38541044,832.00000000,1.62619104,0.00006543,0.38014494,0.00000000,39.64043196,0.07140487,0.11654287,0.02884193,6.79453503,0.02765876,11.555227303399086,1.55822709
MS,0.00293039,15.047273687407142,0.00395009,4.10755738,0.00348394,16.80427139,0.00000000,1,2.51675564,0.93353577,14.10544897,0.01547569,8.950208871959848,3.38584404,3.83498398,0.08561009,10.23754606,0.04313037,0.06637834,0.01504584,34.88863851,0.00000000,46.39261073,0.66702352,0.15695156,10.464063649539552,25.66829397,10.89740083945924,0.74987565,0.04247289,0.83333014,1.19109259,0.00832000,0.58653321,1.38669168,833.00000000,1.58405499,0.00006501,0.37069547,0.00000000,39.54376107,0.07134147,0.11666477,0.02886857,6.79426549,0.02765468,11.417407457354273,1.49553987
MS,0.00293253,14.946026101265453,0.00395426,4.11316119,0.00350779,16.77248487,0.00000000,1,2.52140168,0.93480936,13.92265244,0.01552426,8.779811511322649,3.38551319,3.83889180,0.08553186,10.22338063,0.04317598,0.06632283,0.01493103,34.76259629,0.00000000,46.30111509,0.63884167,0.15682799,10.274064710797225,25.52379671,10.73144318777704,0.76309543,0.04238631,0.83356241,1.19457080,0.00813937,0.58644255,1.38778765,834.00000000,1.59233077,0.00006663,0.36598012,0.00000000,39.44134403,0.07129614,0.11679954,0.02890983,6.79202852,0.02765173,11.280146526904694,1.46548974
MS,0.00293460,14.848371648544811,0.00395838,4.11851799,0.00353139,16.74120075,0.00000000,1,2.52599351,0.93602682,13.73887313,0.01557280,8.612597192130018,3.38513715,3.84259282,0.08545202,10.20987587,0.04322225,0.06626804,0.01481703,34.63975898,0.00000000,46.20925335,0.60634806,0.15670589,10.082774097923862,25.37987680,10.566318322718613,0.75179301,0.04230317,0.83384644,1.19807265,0.00796264,0.58636749,1.38889057,835.00000000,1.58588318,0.00006630,0.36380372,0.00000000,39.34048533,0.07125386,0.11693413,0.02895070,6.78956634,0.02764945,11.146214337037465,1.45314617
MS,0.00293629,14.751722332531573,0.00396242,4.12331311,0.00355509,16.71067856,0.00000000,1,2.53049048,0.93711661,13.55953860,0.01562086,8.452739052809903,3.38475998,3.84577877,0.08537495,10.19790211,0.04326785,0.06621464,0.01470545,34.52242249,0.00000000,46.11319736,0.56744744,0.15658684,9.893471544550717,25.23870242,10.404366784288154,0.70448749,0.04222360,0.83410757,1.20190507,0.00779509,0.58629720,1.39044269,836.00000000,1.53180779,0.00005239,0.35978937,0.00000000,39.24068993,0.07121189,0.11706635,0.02898829,6.78630666,0.02764699,11.016872001130103,1.42812536
MS,0.00293889,14.678162412803832,0.00396611,4.11819647,0.00362103,16.71267188,12.80874077,1,2.53112511,0.93595374,13.41677638,0.01562505,8.668518465973147,3.38548471,3.83889678,0.08533003,10.21846977,0.04326896,0.06628430,0.01473811,34.75940350,13.20234300,46.10434857,0.56230089,0.15669358,9.742688240372784,25.23596107,10.365373672616698,2.14093979,0.04237225,0.83632401,1.20381921,0.00771575,0.58565360,1.39036081,837.00000000,2.94137571,0.00031870,0.35207178,10.25129001,39.36826443,0.07136355,0.11715045,0.02899130,6.79214677,0.02764391,11.1099241353019,1.37558629
MS,0.00294331,14.669285279674227,0.00396981,4.10879136,0.00368519,16.72768634,16.11616311,1,2.52890648,0.93381622,13.33198044,0.01563143,9.161323125209565,3.38606651,3.82866452,0.08534310,10.24147480,0.04327447,0.06640578,0.01482033,35.14329875,16.47324325,46.12194718,0.59145833,0.15697743,9.665548678795366,25.31432927,10.453435667288216,1.12533968,0.04262172,0.83936869,1.20280058,0.00773308,0.58506546,1.38782516,838.00000000,1.95709207,0.00038609,0.35332406,12.76787982,39.58975906,0.07163433,0.11723965,0.02901261,6.80148151,0.02764304,11.392101829184089,1.38549491
MS,0.00295048,14.731487487308367,0.00397353,4.10021323,0.00375089,16.75497453,20.72707013,1,2.52494365,0.93186664,13.30083852,0.01563887,9.659842383646904,3.38653191,3.81932816,0.08541174,10.26214850,0.04328203,0.06657639,0.01494974,35.55763325,21.09805226,46.19037432,0.70271301,0.15737102,9.660832334250191,25.44161060,10.597012497226855,1.40312051,0.04289595,0.84249867,1.19778113,0.00784905,0.58448745,1.38153716,839.00000000,2.27769653,0.00059761,0.35870572,16.32670981,39.85204534,0.07195928,0.11733329,0.02906332,6.81687890,0.02764317,11.708207324764716,1.42042227
MS,0.00296769,14.96061603907591,0.00397732,4.07991901,0.00381952,16.84491192,42.84749497,1,2.51201970,0.92725432,13.37931443,0.01564725,10.796260961469555,3.38690232,3.80091424,0.08559280,10.31133906,0.04329142,0.06699767,0.01532737,36.53564781,43.20857556,46.37740482,0.87159687,0.15833171,9.827710842479277,25.83135069,11.040156184372226,2.21106986,0.04355858,0.84982511,1.17957951,0.00822021,0.58390607,1.36177577,840.00000000,3.14251584,0.00142074,0.36789795,33.13576909,40.48381994,0.07273891,0.11743249,0.02918033,6.85514259,0.02764417,12.466856020276925,1.47556122
MS,0.00298830,15.342281430532198,0.00398142,4.06124311,0.00389216,16.95912510,52.74157977,1,2.49592528,0.92300980,13.60882587,0.01565979,11.841674318255508,3.38702057,3.78400664,0.08593597,10.35664548,0.04330837,0.06752148,0.01579971,37.46546115,53.12786381,46.67684289,1.20444544,0.15951698,10.160628172115363,26.30911931,11.580526327627437,2.79661526,0.04421331,0.85623064,1.15565220,0.00883953,0.58334774,1.33769706,841.00000000,3.86608352,0.00201015,0.39344725,40.63776370,41.14191417,0.07358101,0.11754947,0.02936770,6.90005978,0.02764859,13.238839039360004,1.62702700
MS,0.00299880,15.715743268816986,0.00398585,4.05044382,0.00397399,17.03870771,42.34302229,1,2.48477671,0.92055541,13.91947719,0.01567312,12.266386902475721,3.38707263,3.77253191,0.08637434,10.38327673,0.04332680,0.06791371,0.01613527,37.82891567,42.72127172,46.97222965,1.62060432,0.16041074,10.510073944487454,26.63940294,11.956247661811283,2.32490232,0.04447997,0.85715746,1.14275346,0.00944868,0.58272947,1.32754010,842.00000000,3.52184160,0.00145537,0.42155553,32.78471622,41.47906343,0.07403641,0.11767828,0.02955644,6.92135850,0.02765368,13.643421580123263,1.78300642
MS,0.00300260,15.97416513468882,0.00399039,4.04818418,0.00406490,17.07795524,29.41073385,1,2.47928825,0.92004186,14.18706589,0.01568322,12.258689397784241,3.38726012,3.76733597,0.08677744,10.38877592,0.04333958,0.06814771,0.01631314,37.81720975,29.78276484,47.18687770,1.95316574,0.16094904,10.77712235383355,26.80549568,12.145404977004313,1.81123974,0.04447591,0.85473359,1.13830020,0.00987116,0.58200285,1.32649025,843.00000000,3.04909116,0.00087914,0.43475212,22.94410958,41.56849304,0.07417159,0.11780585,0.02969568,6.92808450,0.02765636,13.746234328324322,1.85048669
MS,0.00300165,16.05208326720694,0.00399489,4.05988687,0.00415931,17.06332321,11.05738758,1,2.48141463,0.92270156,14.33250800,0.01568999,11.729439980077558,3.38758153,3.77329325,0.08705805,10.35902982,0.04334692,0.06816602,0.01627798,37.39245100,11.54578185,47.27674714,2.11009573,0.16099226,10.89465782205276,26.74967049,12.077057215214008,1.30881210,0.04417507,0.84925198,1.14089396,0.01001297,0.58121026,1.33177000,844.00000000,2.52349495,0.00035435,0.43380551,8.94385615,41.37096403,0.07393422,0.11792736,0.02975915,6.92470344,0.02765693,13.469340565987029,1.84195856
MS,0.00299930,16.01309292172647,0.00399924,4.07590599,0.00425239,17.02254205,1.22257037,1,2.48726425,0.92634227,14.34833021,0.01569427,11.085426053541095,3.38800682,3.78273570,0.08720287,10.31863827,0.04335049,0.06807730,0.01613917,36.88238298,2.08515565,47.27989450,2.02885016,0.16078887,10.87409100392453,26.58620872,11.883135910894902,1.02676773,0.04381696,0.84384834,1.14669157,0.00992882,0.58039998,1.33878484,845.00000000,2.18058544,0.00011564,0.42323032,1.61921457,41.08867082,0.07358600,0.11804121,0.02976904,6.91871334,0.02765622,13.078901624279252,1.78324922
MS,0.00299771,15.891631298775863,0.00400342,4.09095922,0.00434113,16.97826916,0.00000000,1,2.49360154,0.92976346,14.29625738,0.01569679,10.568582312924162,3.38852505,3.79154897,0.08727137,10.28052791,0.04335170,0.06797122,0.01598675,36.47397833,0.00000000,47.22583784,1.86214310,0.16054789,10.791223980851719,26.41041423,11.675762240613732,0.89285202,0.04353320,0.83963994,1.15239625,0.00974985,0.57960827,1.34462768,846.00000000,1.96673616,0.00007579,0.40753017,0.00000000,40.83821395,0.07327653,0.11814653,0.02974332,6.91486768,0.02765491,12.729235546842757,1.69158499
MS,0.00299637,15.738122864522467,0.00400743,4.10327089,0.00442395,16.93690118,0.00000000,1,2.49954528,0.93256156,14.21550447,0.01569841,10.182850293433146,3.38911983,3.79829297,0.08730254,10.24965350,0.04335206,0.06787352,0.01584611,36.16926145,0.00000000,47.14444884,1.64720617,0.16032654,10.681923825633582,26.24795205,11.483728408497477,0.81463488,0.04332340,0.83644755,1.15811294,0.00954663,0.57886069,1.35002593,847.00000000,1.80760151,0.00004346,0.39077488,0.00000000,40.63313090,0.07302400,0.11824411,0.02970059,6.91171852,0.02765365,12.442311627741141,1.58979524
MS,0.00299548,15.57940996867137,0.00401130,4.11419753,0.00450058,16.89788002,0.00000000,1,2.50517321,0.93504489,14.12063315,0.01569999,9.864416947124042,3.38975009,3.80414152,0.08731211,10.22240833,0.04335301,0.06778243,0.01571455,35.91768794,0.00000000,47.05987792,1.49541960,0.16012059,10.562311450969139,26.09563689,11.303452409597693,0.80362255,0.04315235,0.83388755,1.16342786,0.00933477,0.57817060,1.35472338,848.00000000,1.72984285,0.00003262,0.37663120,0.00000000,40.45609076,0.07280848,0.11833610,0.02965613,6.90951868,0.02765302,12.192230466796977,1.49943423
MS,0.00299469,15.426334227613344,0.00401506,4.12353766,0.00457193,16.86118030,0.00000000,1,2.51048341,0.93716765,14.01781403,0.01570156,9.601566554969626,3.39042850,3.80887159,0.08730734,10.19928031,0.04335451,0.06769858,0.01559235,35.71136211,0.00000000,46.97302913,1.30404741,0.15993159,10.435601165217484,25.95380193,11.135295490053073,0.72348915,0.04301374,0.83182306,1.16870767,0.00913284,0.57753065,1.35924397,849.00000000,1.59302887,0.00001999,0.36487817,0.00000000,40.30299277,0.07262426,0.11842326,0.02961051,6.90744452,0.02765295,11.97645312903566,1.42149803
MS,0.00299407,15.280328967341816,0.00401869,4.13205404,0.00463880,16.82642551,0.00000000,1,2.51552817,0.93910319,13.91459768,0.01570268,9.37019578228347,3.39116853,3.81309606,0.08729571,10.17828781,0.04335564,0.06762015,0.01547816,35.53026959,0.00000000,46.89041882,1.18143423,0.15975522,10.310238817371593,25.82119857,10.977680517670798,0.70130167,0.04289294,0.83004666,1.17373628,0.00894026,0.57693016,1.36345565,850.00000000,1.51319046,0.00001473,0.35296275,0.00000000,40.16569451,0.07245951,0.11850450,0.02956657,6.90582769,0.02765296,11.781781943832712,1.34091145
MS,0.00299344,15.144170361985898,0.00402220,4.13960078,0.00470126,16.79363193,0.00000000,1,2.52030126,0.94081836,13.81360943,0.01570343,9.16734094371796,3.39197723,3.81668205,0.08727995,10.15980608,0.04335648,0.06754741,0.01537225,35.37156804,0.00000000,46.81218510,1.05374605,0.15959219,10.187525161928662,25.69816691,10.830983859494486,0.65416552,0.04278776,0.82850918,1.17869675,0.00876128,0.57636934,1.36761355,851.00000000,1.40985597,0.00000465,0.34156544,0.00000000,40.04267608,0.07231224,0.11857993,0.02952448,6.90424540,0.02765306,11.60763029339002,1.26139162
