age_from_flowering,S_grain_structure,R_residual,axis,R_Nnit_red,amino_acids,cytokinins,starch,Total_Organic_Nitrogen,Proteins_N_Mass,Uptake_Nitrates,Unloading_Sucrose,senesced_mstruct,Conc_Nitrates,plant,S_grain_starch,C_exudation,Conc_Amino_Acids,structure,HATS_LATS,sum_respi,S_cytokinins,Nstruct,R_Nnit_upt,RGR_Structure,nitrates,R_grain_growth_struct,Conc_Sucrose,Export_cytokinins,Respi_growth,S_Proteins,sucrose_consumption_mstruct,organ,Conc_cytokinins,t,Export_Nitrates,proteins,S_Amino_Acids,AA_consumption_mstruct,synthetized_mstruct,Dry_Mass,mstruct,WSC_g,N_exudation,sucrose,N_tot,regul_transpiration,Export_Amino_Acids,R_grain_growth_starch,Unloading_Amino_Acids
NA,NA,0.11654956,MS,0.14624023,4.60712033,18.07227875,NA,36.41579210,NA,0.55707884,21.62503683,0.00000000,391.72952202810643,1,NA,4.32500737,41.40074357257807,NA,2.61272978,0.48367274,0.70650248,0.00044532,0.22116030,NA,34.87367406,NA,321.56722405843396,0.00362006,0.89341863,NA,2.59436351,roots,203.00256018733253,1117.00000000,0.02091481,NA,0.82964114,0.02587120,NA,NA,0.08902488,0.0098151373150842,0.05800320,343.52980603,0.00099805,0.00003332,0.02486728,NA,0.43006069
NA,NA,NA,MS,NA,11.22222263,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,61.61649359332051,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.0611497153899,NA,NA,NA,NA,phloem,NA,1118.00000000,NA,NA,NA,NA,NA,NA,NA,0.016388525876082263,NA,573.59840566,0.00015711,NA,NA,NA,NA
NA,NA,0.11689243,MS,0.14685502,4.66523905,18.13183643,NA,36.50013118,NA,0.55441678,20.68410107,0.00000000,396.5690679576038,1,NA,4.13682021,41.88846838796903,NA,2.61449335,0.48358081,0.70977149,0.00044569,0.22010346,NA,35.33362898,NA,318.85676038365847,0.00363420,0.90547667,NA,2.62937838,roots,203.50373508562086,1118.00000000,0.02120354,NA,0.83244239,0.02622037,NA,NA,0.08909830,0.009740432449752534,0.05661014,340.91513574,0.00100567,0.00003334,0.02519629,NA,0.40467614
NA,NA,NA,MS,NA,10.94513046,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,60.04367659658842,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.01928867559815,NA,NA,NA,NA,phloem,NA,1119.00000000,NA,NA,NA,NA,NA,NA,NA,0.016250472370561615,NA,568.76653297,0.00015323,NA,NA,NA,NA
NA,NA,0.11713392,MS,0.14734026,4.72094647,18.19164101,NA,36.58232177,NA,0.55117898,20.00028278,0.00000000,401.353578572242,1,NA,4.00005656,42.35340777606353,NA,2.61407230,0.48302906,0.71236924,0.00044606,0.21881805,NA,35.78968226,NA,316.0644073396651,0.00367307,0.91455235,NA,2.65573290,roots,204.00517013297878,1119.00000000,0.02163558,NA,0.83449845,0.02648318,NA,NA,0.08917245,0.009663167256602294,0.05583515,338.21085398,0.00101321,0.00003358,0.02568516,NA,0.38487796
NA,NA,NA,MS,NA,10.67529359,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,58.508611246837255,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.7623505354444,NA,NA,NA,NA,phloem,NA,1120.00000000,NA,NA,NA,NA,NA,NA,NA,0.016102690748882785,NA,563.59417621,0.00014945,NA,NA,NA,NA
NA,NA,0.11730878,MS,0.14783398,4.75831895,18.24946712,NA,36.64644486,NA,0.54793655,19.06523951,0.00000000,405.93503692343563,1,NA,3.81304790,42.65286362169373,NA,2.61428766,0.48246830,0.71493459,0.00044643,0.21753081,NA,36.22862736,NA,313.1671235879918,0.00594057,0.92378761,NA,2.68255082,roots,204.48188765198927,1120.00000000,0.03530886,NA,0.83659205,0.02675061,NA,NA,0.08924735,0.009582629721660876,0.05409698,335.39204026,0.00102025,0.00005415,0.04173764,NA,0.36112337
NA,NA,NA,MS,NA,10.42107303,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.065415431508335,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.76064922461114,NA,NA,NA,NA,phloem,NA,1121.00000000,NA,NA,NA,NA,NA,NA,NA,0.015966412576743732,NA,558.82444019,0.00014590,NA,NA,NA,NA
NA,NA,0.11750137,MS,0.14837684,4.79468946,18.30765396,NA,36.70986185,NA,0.54480574,18.70585835,0.00000000,410.46748280086575,1,NA,3.74117167,42.94244498901427,NA,2.61548361,0.48196310,0.71769213,0.00044681,0.21628788,NA,36.66422091,NA,310.2080811384471,0.00588077,0.93400512,NA,2.71222103,roots,204.9599432760786,1121.00000000,0.03526120,NA,0.83895219,0.02704648,NA,NA,0.08932308,0.009500140143860646,0.05394734,332.50490504,0.00102724,0.00005343,0.04150092,NA,0.34883069
NA,NA,NA,MS,NA,10.16595207,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,55.61899063872421,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.71137893321645,NA,NA,NA,NA,phloem,NA,1122.00000000,NA,NA,NA,NA,NA,NA,NA,0.0158277207103549,NA,553.97022486,0.00014232,NA,NA,NA,NA
NA,NA,0.11778990,MS,0.14912460,4.82359538,18.36528723,NA,36.76623744,NA,0.54238412,18.65388153,0.00000000,414.8884875326976,1,NA,3.73077631,43.164165561224735,NA,2.62053113,0.48206038,0.72138090,0.00044720,0.21532649,NA,37.09102986,NA,307.1949869317912,0.00682186,0.94861908,NA,2.75465795,roots,205.42827390129955,1122.00000000,0.04125035,NA,0.84245479,0.02746966,NA,NA,0.08940000,0.00941596496375057,0.05460560,329.55877373,0.00103400,0.00006179,0.04828054,NA,0.34231888
NA,NA,NA,MS,NA,9.92285744,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,54.240222199912395,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.66316285625714,NA,NA,NA,NA,phloem,NA,1123.00000000,NA,NA,NA,NA,NA,NA,NA,0.01568899762628992,NA,549.11491692,0.00013892,NA,NA,NA,NA
NA,NA,0.11799895,MS,0.14976836,4.85181942,18.42332342,NA,36.82228465,NA,0.53949907,18.44349580,0.00000000,419.2619503516484,1,NA,3.68869916,43.37892840799294,NA,2.62385051,0.48176883,0.72451809,0.00044759,0.21418113,NA,37.51467998,NA,304.1209603317171,0.00675656,0.96082694,NA,2.79010788,roots,205.89802485059852,1123.00000000,0.04119197,NA,0.84535492,0.02782317,NA,NA,0.08947790,0.0093298648052971,0.05480680,326.54526819,0.00104072,0.00006100,0.04794667,NA,0.33328575
NA,NA,NA,MS,NA,9.83852831,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,53.73050036194291,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.6692797025023,NA,NA,NA,NA,phloem,NA,1124.00000000,NA,NA,NA,NA,NA,NA,NA,0.015552870913851442,NA,544.35048198,0.00013774,NA,NA,NA,NA
NA,NA,0.11802450,MS,0.15028074,4.85132170,18.47761277,NA,36.84987744,NA,0.53622417,18.66728437,0.00000000,423.30546443875244,1,NA,3.73345687,43.33638464905429,NA,2.62562036,0.48109786,0.72692489,0.00044798,0.21288100,NA,37.90977956,NA,301.0133510934406,0.01078427,0.97005878,NA,2.81691587,roots,206.323395871333,1124.00000000,0.06624450,NA,0.84750201,0.02809051,NA,NA,0.08955656,0.009242646532510536,0.05598953,323.49262864,0.00104664,0.00009708,0.07629590,NA,0.33739036
NA,NA,NA,MS,NA,9.69721820,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,52.90934410181826,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.09655297938673,NA,NA,NA,NA,phloem,NA,1125.00000000,NA,NA,NA,NA,NA,NA,NA,0.015538609076193014,NA,543.85131767,0.00013576,NA,NA,NA,NA
NA,NA,0.11834250,MS,0.15160792,4.78105890,18.52190965,NA,36.80847389,NA,0.53625907,24.07735315,0.00000000,426.586538502375,1,NA,4.81547063,42.6702329446657,NA,2.64327197,0.48297839,0.73310037,0.00044838,0.21289485,NA,38.23809197,NA,298.005678119179,0.02140164,0.99660628,NA,2.89400612,roots,206.63157904338433,1125.00000000,0.13228514,NA,0.85421586,0.02885926,NA,NA,0.08963736,0.009158551831283179,0.07182373,320.54931409,0.00105065,0.00019220,0.14886118,NA,0.42931467
NA,NA,NA,MS,NA,9.64010810,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,52.54500646959198,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.71036113207833,NA,NA,NA,NA,phloem,NA,1126.00000000,NA,NA,NA,NA,NA,NA,NA,0.015635413766545637,NA,547.23948183,0.00013496,NA,NA,NA,NA
NA,NA,0.11957772,MS,0.15500728,4.59084710,18.54787430,NA,36.64914085,NA,0.54440278,34.26897336,0.00000000,428.52289317759863,1,NA,6.85379467,40.93313884128148,NA,2.69991668,0.49123277,0.74900051,0.00044882,0.21612790,NA,38.44871200,NA,295.26205569660885,0.04122953,1.06634619,NA,3.09652112,roots,206.72184695495977,1126.00000000,0.25588777,NA,0.87252755,0.03087875,NA,NA,0.08972382,0.00908298523562525,0.09897540,317.90448325,0.00105137,0.00036974,0.27498124,NA,0.60367831
NA,NA,NA,MS,NA,9.73002684,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,52.97589662125549,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.1675433284174,NA,NA,NA,NA,phloem,NA,1127.00000000,NA,NA,NA,NA,NA,NA,NA,0.015877436981209414,NA,555.71029434,0.00013622,NA,NA,NA,NA
NA,NA,0.12174978,MS,0.16082740,4.23301153,18.54464465,NA,36.32557610,NA,0.56233490,50.67814827,0.00000000,428.36608361605727,1,NA,10.13562965,37.702265485710804,NA,2.80343439,0.50690860,0.77612401,0.00044930,0.22324695,NA,38.47574774,NA,292.9544986206068,0.07289948,1.18348612,NA,3.43667919,roots,206.46504007431545,1127.00000000,0.45284183,NA,0.90432153,0.03427083,NA,NA,0.08981978,0.009021637321620032,0.13587726,315.75730626,0.00104722,0.00065386,0.44838536,NA,0.88733239
NA,NA,NA,MS,NA,9.86709119,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,53.655005363093366,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.817195311451,NA,NA,NA,NA,phloem,NA,1128.00000000,NA,NA,NA,NA,NA,NA,NA,0.016182280532887984,NA,566.37981865,0.00013814,NA,NA,NA,NA
NA,NA,0.12480298,MS,0.16804572,3.89418811,18.53739024,NA,36.02507088,NA,0.58583569,69.21318126,0.00000000,427.87111447506817,1,NA,13.84263625,34.643077222495755,NA,2.93182863,0.52646652,0.80978303,0.00044983,0.23257677,NA,38.47719641,NA,291.27137368053815,0.08000719,1.32325483,NA,3.84254809,roots,206.13803915593698,1128.00000000,0.49720714,NA,0.94378230,0.03831819,NA,NA,0.08992707,0.008980519446401256,0.17150083,314.31818062,0.00104303,0.00071790,0.45289066,NA,1.20578585
NA,NA,NA,MS,NA,10.12739744,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,54.995264233397435,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.6973725849365,NA,NA,NA,NA,phloem,NA,1129.00000000,NA,NA,NA,NA,NA,NA,NA,0.01655193257809062,NA,579.31764023,0.00014178,NA,NA,NA,NA
NA,NA,0.12732864,MS,0.17481377,3.48536634,18.50617124,NA,35.65819707,NA,0.60955402,90.15863269,0.00000000,425.69348648981423,1,NA,18.03172654,30.965714362595413,NA,3.05632228,0.54544539,0.84081589,0.00045042,0.24199295,NA,38.33136823,NA,290.444170200973,0.10678201,1.44860290,NA,4.20654147,roots,205.52244601411255,1129.00000000,0.66220032,NA,0.98051248,0.04194796,NA,NA,0.09004453,0.008966711192751069,0.20025553,313.83489175,0.00103585,0.00095976,0.54190855,NA,1.57611687
NA,NA,NA,MS,NA,10.19791837,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,55.29716614457987,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.813174920674,NA,NA,NA,NA,phloem,NA,1130.00000000,NA,NA,NA,NA,NA,NA,NA,0.01673380262845977,NA,585.68309200,0.00014277,NA,NA,NA,NA
NA,NA,0.13044067,MS,0.18076479,3.38000309,18.52649220,NA,35.59785947,NA,0.62916932,99.09775290,0.00000000,427.03883053218476,1,NA,19.81955058,29.987629439496736,NA,3.15656670,0.56120677,0.86847115,0.00045105,0.24978022,NA,38.50634665,NA,290.18338200960346,0.05791549,1.55488567,NA,4.51517187,roots,205.46045656419724,1130.00000000,0.36040218,NA,1.01247356,0.04502565,NA,NA,0.09017060,0.008971203099781784,0.21334976,313.99210849,0.00103746,0.00051998,0.28471785,NA,1.72549081
NA,NA,NA,MS,NA,10.21268056,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,55.29649927324947,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.4783920362787,NA,NA,NA,NA,phloem,NA,1131.00000000,NA,NA,NA,NA,NA,NA,NA,0.016842584085954827,NA,589.49044301,0.00014298,NA,NA,NA,NA
NA,NA,0.13049926,MS,0.18118710,3.31949495,18.55294582,NA,35.58250929,NA,0.62981829,103.63558593,0.00000000,428.77695749909117,1,NA,20.72711719,29.4095571140407,NA,3.15860399,0.56178051,0.86963940,0.00045168,0.25003786,NA,38.71729015,NA,290.3510618087699,0.05199671,1.55945512,NA,4.52844090,roots,205.46571389977825,1131.00000000,0.32487888,NA,1.01341787,0.04515797,NA,NA,0.09029704,0.008988974224050029,0.21869192,314.61409784,0.00104020,0.00046617,0.25068656,NA,1.79544409
NA,NA,NA,MS,NA,10.10712394,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,54.644930544061175,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.14740718305393,NA,NA,NA,NA,phloem,NA,1132.00000000,NA,NA,NA,NA,NA,NA,NA,0.01679972840615697,NA,587.99049422,0.00014150,NA,NA,NA,NA
NA,NA,0.13104471,MS,0.18168963,3.38174439,18.60540920,NA,35.69010971,NA,0.62966943,99.02474987,0.00000000,432.2730424312728,1,NA,19.80494997,29.91899081038673,NA,3.15712938,0.56231802,0.87152188,0.00045232,0.24997876,NA,39.08786749,NA,290.451355333849,0.02624797,1.56612064,NA,4.54779666,roots,205.75737069141138,1132.00000000,0.16510188,NA,1.01480155,0.04535098,NA,NA,0.09042402,0.009004724574352195,0.21250837,315.16536010,0.00104689,0.00023466,0.12855629,NA,1.70216259
NA,NA,NA,MS,NA,9.92815704,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,53.60066754062697,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.4258631154243,NA,NA,NA,NA,phloem,NA,1133.00000000,NA,NA,NA,NA,NA,NA,NA,0.016634686074069507,NA,582.21401259,0.00013899,NA,NA,NA,NA
NA,NA,0.13050330,MS,0.18010308,3.49464557,18.67043216,NA,35.84746095,NA,0.62138203,88.96396885,0.00000000,436.60069915641907,1,NA,17.79279377,30.875353833449406,NA,3.11744374,0.55672220,0.86353208,0.00045294,0.24668867,NA,39.53353102,NA,290.1908839308025,0.01305960,1.53500876,NA,4.45745207,roots,206.1926552600548,1133.00000000,0.08279318,NA,1.00455741,0.04445006,NA,NA,0.09054848,0.009009032346187657,0.19719736,315.31613212,0.00105533,0.00011635,0.06586802,NA,1.51705083
NA,NA,NA,MS,NA,9.68822741,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,52.2330119697355,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.6507792266116,NA,NA,NA,NA,phloem,NA,1134.00000000,NA,NA,NA,NA,NA,NA,NA,0.016414783592370894,NA,574.51742573,0.00013564,NA,NA,NA,NA
NA,NA,0.12944369,MS,0.17773637,3.60810049,18.73787439,NA,36.00403724,NA,0.60984780,78.58056490,0.00000000,441.05512051366736,1,NA,15.71611298,31.83528323530883,NA,3.06460103,0.54872671,0.85181879,0.00045354,0.24210958,NA,39.99012503,NA,289.47908154747995,0.00968676,1.48912437,NA,4.32421018,roots,206.66190569198946,1134.00000000,0.06189625,NA,0.99003655,0.04312136,NA,NA,0.09066922,0.008998917725931485,0.18003852,314.96212041,0.00106392,0.00008599,0.05026119,NA,1.32512322
NA,NA,NA,MS,NA,9.43265188,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,50.78652235001653,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.7195260957162,NA,NA,NA,NA,phloem,NA,1135.00000000,NA,NA,NA,NA,NA,NA,NA,0.016185735023155887,NA,566.50072581,0.00013206,NA,NA,NA,NA
NA,NA,0.12861125,MS,0.17594637,3.70887794,18.80539592,NA,36.14690151,NA,0.59975957,69.02019788,0.00000000,445.4658746551293,1,NA,13.80403958,32.68199405863425,NA,3.02260369,0.54215386,0.84283803,0.00045413,0.23810455,NA,40.44253976,NA,288.23446224660574,0.00890424,1.45339815,NA,4.22046622,roots,207.13739025837938,1135.00000000,0.05733324,NA,0.97879366,0.04208682,NA,NA,0.09078707,0.008971872391958336,0.16304129,314.01553372,0.00107225,0.00007876,0.04732091,NA,1.14923683
NA,NA,NA,MS,NA,9.18370733,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.38122727374248,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.89782557708173,NA,NA,NA,NA,phloem,NA,1136.00000000,NA,NA,NA,NA,NA,NA,NA,0.015961065848451465,NA,558.63730470,0.00012857,NA,NA,NA,NA
NA,NA,0.12763509,MS,0.17415407,3.78600707,18.87051642,NA,36.26506565,NA,0.58931736,60.53125494,0.00000000,449.65395516215494,1,NA,12.10625099,33.31947427448038,NA,2.98183887,0.53533228,0.83378517,0.00045471,0.23395899,NA,40.87442767,NA,286.5248223578067,0.01059265,1.41707610,NA,4.11499202,roots,207.5919549304092,1136.00000000,0.06869512,NA,0.96759848,0.04103502,NA,NA,0.09090196,0.008929943691643938,0.14664739,312.54802921,0.00107995,0.00009337,0.05726617,NA,0.99510241
NA,NA,NA,MS,NA,8.93933548,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,48.0066632534993,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.2993531530268,NA,NA,NA,NA,phloem,NA,1137.00000000,NA,NA,NA,NA,NA,NA,NA,0.01574633610019749,NA,551.12176351,0.00012515,NA,NA,NA,NA
NA,NA,0.12605491,MS,0.17142551,3.86084500,18.93634624,NA,36.37935152,NA,0.57548362,53.52806919,0.00000000,453.84662753157085,1,NA,10.70561384,33.93686334907763,NA,2.92557127,0.52555142,0.82025651,0.00045526,0.22846700,NA,41.30567909,NA,284.52445334684217,0.00875014,1.36226857,NA,3.95583858,roots,208.06332364525574,1137.00000000,0.05714552,NA,0.95128274,0.03944793,NA,NA,0.09101242,0.008878374360696368,0.13301250,310.74310262,0.00108759,0.00007686,0.04807257,NA,0.86823893
NA,NA,NA,MS,NA,8.69903659,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,46.65854497235532,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.8648618332932,NA,NA,NA,NA,phloem,NA,1138.00000000,NA,NA,NA,NA,NA,NA,NA,0.01553902041121316,NA,543.86571439,0.00012179,NA,NA,NA,NA
NA,NA,0.12518316,MS,0.17003398,3.92079652,19.00064030,NA,36.47789220,NA,0.56602263,48.12996834,0.00000000,457.87272733752997,1,NA,9.62599367,34.42297088162556,NA,2.89306351,0.51958996,0.81308099,0.00045580,0.22471099,NA,41.72157716,NA,282.24953204540975,0.00973002,1.33261247,NA,3.86972138,roots,208.52219850355303,1138.00000000,0.06396757,NA,0.94244192,0.03858916,NA,NA,0.09112047,0.008817843232774384,0.12228958,308.62451315,0.00109479,0.00008518,0.05410233,NA,0.76983039
NA,NA,NA,MS,NA,8.46894052,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,45.368243299030006,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.5069593551638,NA,NA,NA,NA,phloem,NA,1139.00000000,NA,NA,NA,NA,NA,NA,NA,0.015335121678412007,NA,536.72925874,0.00011857,NA,NA,NA,NA
NA,NA,0.12516024,MS,0.17018349,3.97300210,19.06512597,NA,36.56868652,NA,0.56136288,43.42327613,0.00000000,461.84130862279005,1,NA,8.68465523,34.84000184771452,NA,2.88733768,0.51789405,0.81320662,0.00045634,0.22286107,NA,42.13309739,NA,279.6332838905786,0.00964354,1.33259777,NA,3.86967869,roots,208.98208945147138,1139.00000000,0.06380781,NA,0.94215342,0.03858874,NA,NA,0.09122852,0.00874646729850951,0.11271213,306.12635545,0.00110182,0.00008414,0.05415166,NA,0.68516694
NA,NA,NA,MS,NA,8.25182931,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,44.150437766266194,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.1440777184642,NA,NA,NA,NA,phloem,NA,1140.00000000,NA,NA,NA,NA,NA,NA,NA,0.015130472259362962,NA,529.56652908,0.00011553,NA,NA,NA,NA
NA,NA,0.12519022,MS,0.17047257,4.02866009,19.13168054,NA,36.66300522,NA,0.55674504,39.22306428,0.00000000,465.8837880076688,1,NA,7.84461286,35.286207327469896,NA,2.88409612,0.51636850,0.81393851,0.00045688,0.22102778,NA,42.55231869,NA,276.7014078197944,0.00773242,1.33508294,NA,3.87689528,roots,209.4630816131456,1140.00000000,0.05149195,NA,0.94263526,0.03866070,NA,NA,0.09133677,0.008665032629139485,0.10420628,303.27614202,0.00110901,0.00006723,0.04387521,NA,0.61118295
NA,NA,NA,MS,NA,8.04563482,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,42.99414102452751,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.86652000711206,NA,NA,NA,NA,phloem,NA,1141.00000000,NA,NA,NA,NA,NA,NA,NA,0.014929592827514403,NA,522.53574896,0.00011264,NA,NA,NA,NA
NA,NA,0.12493884,MS,0.17039468,4.07452748,19.19743037,NA,36.74739342,NA,0.55075641,36.09220823,0.00000000,469.7930867160459,1,NA,7.21844165,35.64585668653077,NA,2.87522806,0.51369690,0.81283458,0.00045742,0.21865030,NA,42.96005247,NA,273.56942252073094,0.00852826,1.33025222,NA,3.86286755,roots,209.93503382419885,1141.00000000,0.05713939,NA,0.94109324,0.03852082,NA,NA,0.09144462,0.008577069653188876,0.09797465,300.19743786,0.00111590,0.00007389,0.04877424,NA,0.55572222
NA,NA,NA,MS,NA,7.86892789,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,41.99980189681274,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.8819680132844,NA,NA,NA,NA,phloem,NA,1142.00000000,NA,NA,NA,NA,NA,NA,NA,0.01474262313699933,NA,515.99180979,0.00011016,NA,NA,NA,NA
NA,NA,0.12354166,MS,0.16837122,4.12802721,19.26464968,NA,36.83818599,NA,0.53841842,32.73872296,0.00000000,473.75631005455637,1,NA,6.54774459,36.07270596551595,NA,2.83361678,0.50536051,0.80243940,0.00045794,0.21375211,NA,43.37193755,NA,270.34815290180813,0.00619398,1.28784601,NA,3.73972582,roots,210.42982767941305,1142.00000000,0.04175140,NA,0.92885700,0.03729284,NA,NA,0.09154904,0.008485753749866268,0.09100721,297.00138125,0.00112294,0.00005348,0.03576410,NA,0.49926887
NA,NA,NA,MS,NA,7.70395423,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,41.07556382888073,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.2144498008526,NA,NA,NA,NA,phloem,NA,1143.00000000,NA,NA,NA,NA,NA,NA,NA,0.01456963783708461,NA,509.93732430,0.00010786,NA,NA,NA,NA
NA,NA,0.11959953,MS,0.16196826,4.18800955,19.33080546,NA,36.93171366,NA,0.51280189,30.29416256,0.00000000,477.645206978883,1,NA,6.05883251,36.55935188147676,NA,2.71856159,0.48484727,0.77129072,0.00045841,0.20358235,NA,43.77282609,NA,267.48194615387314,0.00447768,1.15843181,NA,3.36392497,roots,210.93603955792386,1143.00000000,0.03035717,NA,0.89261785,0.03354532,NA,NA,0.09164297,0.00840440241101681,0.08626244,294.15408439,0.00112986,0.00003853,0.02614008,NA,0.45767358
NA,NA,NA,MS,NA,7.53513566,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40.136453306275676,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.9910292300164,NA,NA,NA,NA,phloem,NA,1144.00000000,NA,NA,NA,NA,NA,NA,NA,0.014417812993722723,NA,504.62345478,0.00010549,NA,NA,NA,NA
NA,NA,0.11658877,MS,0.15708387,4.24933672,19.39547157,NA,37.02363732,NA,0.49273740,29.01343752,0.00000000,481.4223246742961,1,NA,5.80268750,37.06006446037785,NA,2.62952071,0.46899992,0.74747564,0.00045884,0.19561675,NA,44.16021592,NA,264.91867473556624,0.00385024,1.05659897,NA,3.06821653,roots,211.44400721768733,1144.00000000,0.02624654,NA,0.86489113,0.03059650,NA,NA,0.09172864,0.008331644635953928,0.08455739,291.60756226,0.00113657,0.00003302,0.02273026,NA,0.43323430
NA,NA,NA,MS,NA,7.39833619,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,39.376252207646274,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.72569693914613,NA,NA,NA,NA,phloem,NA,1145.00000000,NA,NA,NA,NA,NA,NA,NA,0.014261078242648922,NA,499.13773849,0.00010358,NA,NA,NA,NA
NA,NA,0.11458557,MS,0.15388975,4.30889900,19.45900199,NA,37.11181444,NA,0.47837839,26.44169793,0.00000000,485.1002761301737,1,NA,5.28833959,37.54673391834499,NA,2.56929799,0.45811928,0.73174710,0.00045924,0.18991622,NA,44.53645639,NA,262.4660940323437,0.00360488,0.98816560,NA,2.86949555,roots,211.95146641411165,1145.00000000,0.02470240,NA,0.84656509,0.02861483,NA,NA,0.09180876,0.008261721421046963,0.07880378,289.16024974,0.00114308,0.00003081,0.02150960,NA,0.39192502
NA,NA,NA,MS,NA,7.24787578,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,38.547217004196305,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.688580093279,NA,NA,NA,NA,phloem,NA,1146.00000000,NA,NA,NA,NA,NA,NA,NA,0.014114892599852406,NA,494.02124099,0.00010147,NA,NA,NA,NA
NA,NA,0.11267267,MS,0.15081784,4.37023271,19.52187925,NA,37.19983048,NA,0.46477040,24.93666988,0.00000000,488.71864636577357,1,NA,4.98733398,38.050217590108,NA,2.51140608,0.44773777,0.71665013,0.00045961,0.18451385,NA,44.90516691,NA,260.1698784902794,0.00292928,0.92142987,NA,2.67570426,roots,212.4634436462695,1146.00000000,0.02017385,NA,0.82899158,0.02668233,NA,NA,0.09188347,0.008196107039487492,0.07597966,286.86374638,0.00114947,0.00002496,0.01767012,NA,0.36585043
NA,NA,NA,MS,NA,7.10445369,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,37.753946138112674,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.77809353658665,NA,NA,NA,NA,phloem,NA,1147.00000000,NA,NA,NA,NA,NA,NA,NA,0.013976069471860935,NA,489.16243152,0.00009946,NA,NA,NA,NA
NA,NA,0.11131814,MS,0.14868401,4.42943448,19.58385840,NA,37.28434389,NA,0.45431223,23.30293898,0.00000000,492.25087052938704,1,NA,4.66058780,38.53594442709086,NA,2.46951371,0.44011178,0.70603042,0.00045997,0.18036195,NA,45.26460705,NA,257.94870363923195,0.00290359,0.87409571,NA,2.53825245,roots,212.97371117434557,1147.00000000,0.02009322,NA,0.81663282,0.02531165,NA,NA,0.09195435,0.008132401522023347,0.07252740,284.63405327,0.00115569,0.00002466,0.01769626,NA,0.33844515
