age_from_flowering,S_grain_structure,R_residual,axis,R_Nnit_red,amino_acids,cytokinins,starch,Total_Organic_Nitrogen,Proteins_N_Mass,Uptake_Nitrates,Unloading_Sucrose,senesced_mstruct,Conc_Nitrates,plant,S_grain_starch,C_exudation,Conc_Amino_Acids,structure,HATS_LATS,sum_respi,S_cytokinins,Nstruct,R_Nnit_upt,RGR_Structure,nitrates,R_grain_growth_struct,Conc_Sucrose,Export_cytokinins,Respi_growth,S_Proteins,sucrose_consumption_mstruct,organ,Conc_cytokinins,t,Export_Nitrates,proteins,S_Amino_Acids,AA_consumption_mstruct,synthetized_mstruct,Dry_Mass,mstruct,WSC_g,N_exudation,sucrose,N_tot,regul_transpiration,Export_Amino_Acids,R_grain_growth_starch,Unloading_Amino_Acids
NA,NA,NA,MS,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,phloem,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.00000000,0.00000000,NA,NA,NA,NA
NA,NA,0.09538222,MS,NA,2.17051312,8.60000000,NA,14.49031944,NA,NA,NA,0.00000000,635.7470576984781,1,NA,NA,50.39492662836251,NA,NA,NA,NA,0.00017248,NA,NA,21.90533730,NA,483.4315533186538,NA,0.69137825,NA,2.00766633,roots,249.5932667609237,0.00000000,NA,NA,NA,0.02002061,NA,NA,0.03445606,0.005711021311927687,NA,199.88574592,0.00050954,NA,NA,NA,NA
NA,NA,NA,MS,NA,5.02439204,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,73.74818702018445,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.31783719267463,NA,NA,NA,NA,phloem,NA,1.00000000,NA,NA,NA,NA,NA,NA,NA,0.002678154358875459,NA,93.73540256,0.00007034,NA,NA,NA,NA
NA,NA,0.06119796,MS,0.07588902,1.91204223,8.59061743,NA,14.25331953,NA,0.27246443,-453.52931841,0.00000000,632.0840120818121,1,NA,0.00000000,44.31643199944111,NA,1.07595041,0.24627294,0.98153659,0.00017278,0.10816838,NA,21.81712328,NA,425.98526671678377,0.04330337,0.74146433,NA,2.15310934,roots,248.88670541510265,1.00000000,0.32926709,NA,1.11042972,0.02147097,NA,NA,0.03451618,0.0050411597555743955,0.00000000,176.44059145,0.00050499,0.00083845,0.25971129,NA,0.00000000
NA,NA,NA,MS,NA,5.70697126,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,83.68122737811066,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.57381231592433,NA,NA,NA,NA,phloem,NA,2.00000000,NA,NA,NA,NA,NA,NA,NA,0.003583578929328806,NA,125.42526253,0.00007990,NA,NA,NA,NA
NA,NA,0.05592082,MS,0.07029164,1.77225003,8.59473076,NA,14.13180709,NA,0.24110526,-284.73548134,0.00000000,631.2143384838641,1,NA,0.00000000,41.015571625550876,NA,1.00357444,0.22241208,0.90957538,0.00017303,0.09571879,NA,21.81941314,NA,389.55509363103926,0.02738384,0.63126149,NA,1.83309563,roots,248.63717718952404,2.00000000,0.20814152,NA,1.02700433,0.01827977,NA,NA,0.03456736,0.004616876941467213,0.00000000,161.59069295,0.00050332,0.00052996,0.15215392,NA,0.00000000
NA,NA,NA,MS,NA,6.05280280,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,88.64878020270302,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.95712468761684,NA,NA,NA,NA,phloem,NA,3.00000000,NA,NA,NA,NA,NA,NA,NA,0.004138042616006183,NA,144.83149156,0.00008474,NA,NA,NA,NA
NA,NA,0.05798304,MS,0.07503188,1.74165279,8.61963642,NA,14.12194429,NA,0.24685648,-184.61396508,0.00000000,634.3904174490458,1,NA,0.00000000,40.239869688597715,NA,1.07263527,0.23105744,0.97075198,0.00017332,0.09800202,NA,21.96603223,NA,362.971144176985,0.00875937,0.71602901,NA,2.07924871,roots,248.93957590436534,3.00000000,0.06683273,NA,1.09442401,0.02073443,NA,NA,0.03462542,0.004309037805939793,0.00000000,150.81632321,0.00050523,0.00016903,0.04769158,NA,0.00000000
NA,NA,NA,MS,NA,6.22283565,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,91.03856453181889,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.7220323157072,NA,NA,NA,NA,phloem,NA,4.00000000,NA,NA,NA,NA,NA,NA,NA,0.004438178848700505,NA,155.33625970,0.00008712,NA,NA,NA,NA
NA,NA,0.05612507,MS,0.07315654,1.75135887,8.65105794,NA,14.15126986,NA,0.23203626,-129.97714691,0.00000000,638.7940451242874,1,NA,0.00000000,40.40002663776532,NA,1.04487433,0.22128369,0.94594808,0.00017360,0.09211839,NA,22.15360155,NA,342.76646846353043,0.00141810,0.67752635,NA,1.96744235,roots,249.45128134723316,4.00000000,0.01087262,NA,1.06537982,0.01961949,NA,NA,0.03468035,0.004075632465101048,0.00000000,142.64713628,0.00050827,0.00002727,0.00773584,NA,0.00000000
NA,NA,NA,MS,NA,6.29915917,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,92.05835074148125,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.10312356251887,NA,NA,NA,NA,phloem,NA,5.00000000,NA,NA,NA,NA,NA,NA,NA,0.004600144003475711,NA,161.00504012,0.00008819,NA,NA,NA,NA
NA,NA,0.05460766,MS,0.07160916,1.76622447,8.68272566,NA,14.18482100,NA,0.21994906,-95.43233849,0.00000000,643.0856994552076,1,NA,0.00000000,40.68157062788592,NA,1.02145161,0.21340743,0.92505842,0.00017386,0.08731978,NA,22.33608356,NA,326.53720731670154,0.00048820,0.64527406,NA,1.87378619,roots,249.98727666014278,5.00000000,0.00376016,NA,1.04127445,0.01868554,NA,NA,0.03473267,0.003888517425211678,0.00000000,136.09810988,0.00051129,0.00000935,0.00267601,NA,0.00000000
NA,NA,NA,MS,NA,6.32451919,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,92.33519831055911,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.92531389082276,NA,NA,NA,NA,phloem,NA,6.00000000,NA,NA,NA,NA,NA,NA,NA,0.004695411546256289,NA,164.33940412,0.00008854,NA,NA,NA,NA
NA,NA,0.05350272,MS,0.07059661,1.78206939,8.71410148,NA,14.21871006,NA,0.21066000,-71.00527761,0.00000000,647.1687106587199,1,NA,0.00000000,40.98690651737699,NA,1.00559783,0.20760383,0.91082595,0.00017411,0.08363202,NA,22.51059472,NA,312.9243982302889,0.00032913,0.62312409,NA,1.80946574,roots,250.52620274202064,6.00000000,0.00254561,NA,1.02505976,0.01804413,NA,NA,0.03478319,0.003731832002219537,0.00000000,130.61412008,0.00051421,0.00000628,0.00181372,NA,0.00000000
NA,NA,NA,MS,NA,6.31707763,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,92.13514602083272,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.68625515892765,NA,NA,NA,NA,phloem,NA,7.00000000,NA,NA,NA,NA,NA,NA,NA,0.004751991917714941,NA,166.31971712,0.00008844,NA,NA,NA,NA
NA,NA,0.05270926,MS,0.06999310,1.79889616,8.74536003,NA,14.25316360,NA,0.20340770,-52.98834532,0.00000000,651.0847637446353,1,NA,0.00000000,41.31529210080239,NA,0.99552489,0.20332781,0.90166066,0.00017436,0.08075286,NA,22.67894182,NA,301.2244646201199,0.00016756,0.60871118,NA,1.76761266,roots,251.0686219995852,7.00000000,0.00130095,NA,1.01485691,0.01762677,NA,NA,0.03483255,0.003597399726571131,0.00000000,125.90899043,0.00051705,0.00000319,0.00092873,NA,0.00000000
NA,NA,NA,MS,NA,6.29020142,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,91.65352500104751,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.17400209826488,NA,NA,NA,NA,phloem,NA,8.00000000,NA,NA,NA,NA,NA,NA,NA,0.004784644724315771,NA,167.46256535,0.00008806,NA,NA,NA,NA
NA,NA,0.05214103,MS,0.06969074,1.81580845,8.77646770,NA,14.28745037,NA,0.19762519,-38.81929196,0.00000000,654.8335894980347,1,NA,0.00000000,41.64555320732678,NA,0.98973932,0.20016384,0.89618147,0.00017460,0.07845720,NA,22.84137968,NA,290.95408462457374,0.00016827,0.59999873,NA,1.74231291,roots,251.61027621379532,8.00000000,0.00131119,NA,1.00906345,0.01737448,NA,NA,0.03488120,0.0034795977770136124,0.00000000,121.78592220,0.00051980,0.00000319,0.00093811,NA,0.00000000
NA,NA,NA,MS,NA,6.24743963,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,90.94267136492307,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.83182759173326,NA,NA,NA,NA,phloem,NA,9.00000000,NA,NA,NA,NA,NA,NA,NA,0.00480165793770519,NA,168.05802782,0.00008746,NA,NA,NA,NA
NA,NA,0.05163054,MS,0.06943376,1.83277212,8.80743298,NA,14.32156313,NA,0.19241944,-27.92350458,0.00000000,658.433135024556,1,NA,0.00000000,41.97682942543513,NA,0.98462502,0.19733184,0.89111044,0.00017484,0.07639052,NA,22.99855244,NA,281.7700640766897,0.00017485,0.59221565,NA,1.71971193,roots,252.15090052884796,9.00000000,0.00136701,NA,1.00396067,0.01714910,NA,NA,0.03492921,0.0033744024363851926,0.00000000,118.10408527,0.00052248,0.00000330,0.00098044,NA,0.00000000
NA,NA,NA,MS,NA,6.19388265,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,90.07691154745453,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.86740287134927,NA,NA,NA,NA,phloem,NA,10.00000000,NA,NA,NA,NA,NA,NA,NA,0.004806920814745306,NA,168.24222852,0.00008671,NA,NA,NA,NA
NA,NA,0.05122223,MS,0.06930345,1.84979390,8.83830724,NA,14.35557674,NA,0.18793692,-18.89663746,0.00000000,661.8987795720478,1,NA,0.00000000,42.30905803303111,NA,0.98133140,0.19501527,0.88750355,0.00017508,0.07461096,NA,23.15109590,NA,273.48536438045954,0.00017920,0.58678422,NA,1.70393982,roots,252.69061994896097,10.00000000,0.00140538,NA,1.00071338,0.01699182,NA,NA,0.03497679,0.0032796482368329257,0.00000000,114.78768829,0.00052509,0.00000337,0.00101062,NA,0.00000000
NA,NA,NA,MS,NA,6.13486772,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,89.12491743310396,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.125405395436,NA,NA,NA,NA,phloem,NA,11.00000000,NA,NA,NA,NA,NA,NA,NA,0.004797967870220705,NA,167.92887546,0.00008589,NA,NA,NA,NA
NA,NA,0.05091163,MS,0.06930326,1.86691161,8.86915005,NA,14.38959824,NA,0.18409573,-11.55170393,0.00000000,665.2471749187816,1,NA,0.00000000,42.642875297114806,NA,0.97991153,0.19318053,0.88540127,0.00017532,0.07308600,NA,23.29969858,NA,265.9127335884935,0.00017632,0.58374417,NA,1.69511194,roots,253.22975710781535,11.00000000,0.00138683,NA,0.99935830,0.01690379,NA,NA,0.03502412,0.003193152058486446,0.00000000,111.76032205,0.00052765,0.00000331,0.00100009,NA,0.00000000
NA,NA,NA,MS,NA,6.07023139,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,88.08207171399349,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.61757926727464,NA,NA,NA,NA,phloem,NA,12.00000000,NA,NA,NA,NA,NA,NA,NA,0.004775122128450839,NA,167.12927450,0.00008498,NA,NA,NA,NA
NA,NA,0.05048576,MS,0.06908913,1.88300208,8.89966057,NA,14.42239299,NA,0.17994801,-6.01424286,0.00000000,668.4331020845939,1,NA,0.00000000,42.95304356840257,NA,0.97557410,0.19089945,0.88041910,0.00017555,0.07143936,NA,23.44254684,NA,258.93091043306487,0.00037260,0.57685465,NA,1.67510573,roots,253.7620063238595,12.00000000,0.00293849,NA,0.99494179,0.01670429,NA,NA,0.03507089,0.003113464682383793,0.00000000,108.97126388,0.00053011,0.00000696,0.00212428,NA,0.00000000
NA,NA,NA,MS,NA,6.00272291,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,87.00177457002229,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.922708897946,NA,NA,NA,NA,phloem,NA,13.00000000,NA,NA,NA,NA,NA,NA,NA,0.004748575437259074,NA,166.20014030,0.00008404,NA,NA,NA,NA
NA,NA,0.04993648,MS,0.06865070,1.89698233,8.92954436,NA,14.45276234,NA,0.17549138,-1.46086053,0.00000000,671.4171695990735,1,NA,0.00000000,43.215399800611905,NA,0.96823312,0.18815233,0.87246764,0.00017578,0.06967008,NA,23.57801175,NA,252.48576978167122,0.00075868,0.56597038,NA,1.64349933,roots,254.28138157694028,13.00000000,0.00599781,NA,0.98733615,0.01638910,NA,NA,0.03511678,0.003039938829298127,0.00000000,106.39785903,0.00053243,0.00001413,0.00434301,NA,0.00000000
NA,NA,NA,MS,NA,5.93170964,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,85.87452773167954,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.07314487440038,NA,NA,NA,NA,phloem,NA,14.00000000,NA,NA,NA,NA,NA,NA,NA,0.00471895260277188,NA,165.16334110,0.00008304,NA,NA,NA,NA
NA,NA,0.04948441,MS,0.06833892,1.91373315,8.95923520,NA,14.48565560,NA,0.17156681,2.42023253,0.00000000,674.2951424028594,1,NA,0.48404651,43.54096090085815,NA,0.96275873,0.18582299,0.86601582,0.00017601,0.06811202,NA,23.70955424,NA,246.45036512900865,0.00076172,0.55745203,NA,1.61876320,roots,254.79891835608277,14.00000000,0.00603532,NA,0.98158870,0.01614243,NA,NA,0.03516198,0.002971091490607444,0.00890809,103.98820217,0.00053473,0.00001414,0.00438430,NA,0.08692072
NA,NA,NA,MS,NA,5.85209312,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,84.62598606963437,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.06561262282602,NA,NA,NA,NA,phloem,NA,15.00000000,NA,NA,NA,NA,NA,NA,NA,0.004686223289694763,NA,164.01781514,0.00008193,NA,NA,NA,NA
NA,NA,0.04919086,MS,0.06826125,1.93445205,8.98879947,NA,14.52239258,NA,0.16837944,5.90407909,0.00000000,677.0725688966328,1,NA,1.18081582,43.95628587177232,NA,0.96068043,0.18417432,0.86238684,0.00017623,0.06684664,NA,23.83758120,NA,240.7215739548393,0.00079724,0.55315794,NA,1.60629376,roots,255.3140561327559,15.00000000,0.00632998,NA,0.97922412,0.01601809,NA,NA,0.03520683,0.0029057294998902426,0.02246037,101.70053250,0.00053704,0.00001475,0.00462318,NA,0.21065529
NA,NA,NA,MS,NA,5.76681803,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,83.29814983990566,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.90945860266305,NA,NA,NA,NA,phloem,NA,16.00000000,NA,NA,NA,NA,NA,NA,NA,0.004650606980714472,NA,162.77124433,0.00008074,NA,NA,NA,NA
NA,NA,0.04908752,MS,0.06849170,1.95749615,9.01817131,NA,14.56148704,NA,0.16605250,9.04238896,0.00000000,679.7175222212384,1,NA,1.80847779,44.42320833133242,NA,0.96309508,0.18337027,0.86245227,0.00017646,0.06592284,NA,23.96124881,NA,235.21828206048292,0.00102878,0.55427223,NA,1.60952951,roots,255.8217690101019,16.00000000,0.00818400,NA,0.98127734,0.01605035,NA,NA,0.03525177,0.002842924058086569,0.03557794,99.50234203,0.00053932,0.00001898,0.00601727,NA,0.32036255
NA,NA,NA,MS,NA,5.67740767,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,81.91272685339398,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.61451280265803,NA,NA,NA,NA,phloem,NA,17.00000000,NA,NA,NA,NA,NA,NA,NA,0.004612311828365281,NA,161.43091399,0.00007948,NA,NA,NA,NA
NA,NA,0.04910768,MS,0.06892049,1.98359425,9.04763585,NA,14.60376316,NA,0.16425214,11.86988606,0.00000000,682.283943008474,1,NA,2.37397721,44.957705065336086,NA,0.96840580,0.18309411,0.86477034,0.00017668,0.06520810,NA,24.08262612,NA,229.88421550030537,0.00105444,0.55868121,NA,1.62233258,roots,256.3282189614057,17.00000000,0.00840322,NA,0.98615345,0.01617803,NA,NA,0.03529707,0.00278202511861843,0.04836156,97.37087915,0.00054161,0.00001939,0.00622927,NA,0.41745525
NA,NA,NA,MS,NA,5.58400649,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,80.47169419205937,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.184588238568,NA,NA,NA,NA,phloem,NA,18.00000000,NA,NA,NA,NA,NA,NA,NA,0.004571419692865469,NA,159.99968925,0.00007818,NA,NA,NA,NA
NA,NA,0.04920622,MS,0.06948518,2.01111006,9.07701795,NA,14.64764420,NA,0.16280410,14.47155598,0.00000000,684.726328554925,1,NA,2.89431120,45.52224767408188,NA,0.97580378,0.18317722,0.86850010,0.00017691,0.06463323,NA,24.20021113,NA,224.68409539461518,0.00130557,0.56514558,NA,1.64110421,roots,256.82722942739724,18.00000000,0.01042145,NA,0.99294423,0.01636522,NA,NA,0.03534290,0.0027226239507957698,0.06108370,95.29183828,0.00054387,0.00002392,0.00779448,NA,0.50505887
NA,NA,NA,MS,NA,5.48712610,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,78.98270387684553,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.62730479559934,NA,NA,NA,NA,phloem,NA,19.00000000,NA,NA,NA,NA,NA,NA,NA,0.004528063146133972,NA,158.48221011,0.00007682,NA,NA,NA,NA
NA,NA,0.04931024,MS,0.07005709,2.04090597,9.10651950,NA,14.69398555,NA,0.16138107,16.83864106,0.00000000,687.0930950147963,1,NA,3.36772821,46.13621462347299,NA,0.98343039,0.18328010,0.87200128,0.00017714,0.06406829,NA,24.31569063,NA,219.60339052551026,0.00134694,0.57136910,NA,1.65917644,roots,257.3246534832605,19.00000000,0.01076802,NA,0.99980628,0.01654544,NA,NA,0.03538922,0.0026645462801060996,0.07370021,93.25911980,0.00054614,0.00002460,0.00813420,NA,0.58300390
NA,NA,NA,MS,NA,5.38683810,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,77.446814350381,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.94351268625977,NA,NA,NA,NA,phloem,NA,20.00000000,NA,NA,NA,NA,NA,NA,NA,0.004482259654350663,NA,156.87908790,0.00007542,NA,NA,NA,NA
NA,NA,0.04946341,MS,0.07072563,2.07123963,9.13592748,NA,14.74108019,NA,0.16018622,19.03950058,0.00000000,689.3324420061492,1,NA,3.80790012,46.75991986301108,NA,0.99262391,0.18362494,0.87634042,0.00017738,0.06359393,NA,24.42729028,NA,214.61761932427558,0.00163199,0.57881284,NA,1.68079203,roots,257.81374544025226,20.00000000,0.01306457,NA,1.00801049,0.01676099,NA,NA,0.03543615,0.002607505000911964,0.08642168,91.26267503,0.00054836,0.00002971,0.00996994,NA,0.65376915
NA,NA,NA,MS,NA,5.31518918,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,76.32399921332706,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.64021844976511,NA,NA,NA,NA,phloem,NA,21.00000000,NA,NA,NA,NA,NA,NA,NA,0.004443708823480403,NA,155.52980882,0.00007441,NA,NA,NA,NA
NA,NA,0.04972505,MS,0.07159496,2.10339028,9.16556977,NA,14.79028862,NA,0.15940797,21.36944643,0.00000000,691.5066830550692,1,NA,4.27388929,47.42183061118712,NA,1.00479875,0.18443954,0.88272753,0.00017762,0.06328496,NA,24.53736462,NA,209.68208285128776,0.00166235,0.58906202,NA,1.71055422,roots,258.30209748840684,21.00000000,0.01332430,NA,1.01902707,0.01705778,NA,NA,0.03548392,0.0025509741536482093,0.10068599,89.28409538,0.00055059,0.00003017,0.01027966,NA,0.73029506
NA,NA,NA,MS,NA,5.22942186,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,74.99905793508275,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.66200117748306,NA,NA,NA,NA,phloem,NA,22.00000000,NA,NA,NA,NA,NA,NA,NA,0.0044305318412092756,NA,155.06861444,0.00007321,NA,NA,NA,NA
NA,NA,0.05010846,MS,0.07272290,2.13135031,9.19439884,NA,14.83570197,NA,0.15922306,25.21262814,0.00000000,693.364642673927,1,NA,5.04252563,47.986113695852566,NA,1.02108556,0.18588953,0.89180143,0.00017786,0.06321155,NA,24.63717653,NA,204.83971350262493,0.00283609,0.60272116,NA,1.75021846,roots,258.7581842530005,22.00000000,0.02275310,NA,1.03365773,0.01745332,NA,NA,0.03553278,0.0024954944322008086,0.12304906,87.34230513,0.00055262,0.00005131,0.01771524,NA,0.85025245
NA,NA,NA,MS,NA,5.14240882,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,73.65142284020989,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.87903404075703,NA,NA,NA,NA,phloem,NA,23.00000000,NA,NA,NA,NA,NA,NA,NA,0.00442153578821016,NA,154.75375259,0.00007199,NA,NA,NA,NA
NA,NA,0.05059428,MS,0.07403860,2.16225016,9.22365713,NA,14.88451070,NA,0.15939094,28.80456247,0.00000000,695.1773543703778,1,NA,5.76091249,48.61320161416116,NA,1.04015973,0.18774518,0.90261915,0.00017811,0.06327820,NA,24.73644680,NA,200.07976450135115,0.00283028,0.61845326,NA,1.79590230,roots,259.21578854926406,23.00000000,0.02272569,NA,1.05087567,0.01790888,NA,NA,0.03558293,0.0024409454249046687,0.14580456,85.43308987,0.00055469,0.00005104,0.01787838,NA,0.95716475
NA,NA,NA,MS,NA,5.05253932,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,72.26418815606343,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.75608395739127,NA,NA,NA,NA,phloem,NA,24.00000000,NA,NA,NA,NA,NA,NA,NA,0.0044061246893553705,NA,154.21436413,0.00007074,NA,NA,NA,NA
NA,NA,0.05097094,MS,0.07513873,2.19932205,9.25378161,NA,14.93982443,NA,0.15903895,32.04246690,0.00000000,697.0631846251623,1,NA,6.40849338,49.37580143935342,NA,1.05616744,0.18905942,0.91027958,0.00017837,0.06313846,NA,24.83915418,NA,195.4502630261438,0.00228055,0.62995184,NA,1.82929257,roots,259.6896186816634,24.00000000,0.01832783,NA,1.06496168,0.01824185,NA,NA,0.03563401,0.0023878889070155294,0.16864078,83.57611175,0.00055691,0.00004099,0.01460513,NA,1.04981027
NA,NA,NA,MS,NA,4.96280782,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,70.88137521911686,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.5440889623798,NA,NA,NA,NA,phloem,NA,25.00000000,NA,NA,NA,NA,NA,NA,NA,0.004408233855047012,NA,154.28818493,0.00006948,NA,NA,NA,NA
NA,NA,0.05118278,MS,0.07595906,2.23418968,9.28327077,NA,14.99312489,NA,0.15815941,36.17481762,0.00000000,698.7129946832134,1,NA,7.23496352,50.0860519721118,NA,1.06857985,0.18974916,0.91410055,0.00017863,0.06278929,NA,24.93400543,NA,191.01832905590433,0.00308213,0.63654684,NA,1.84844355,roots,260.1403909535551,25.00000000,0.02478539,NA,1.07503137,0.01843282,NA,NA,0.03568562,0.002337122480277795,0.19760907,81.79928681,0.00055898,0.00005522,0.01998786,NA,1.16359310
NA,NA,NA,MS,NA,4.87461375,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,69.52288191985453,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.15188043537225,NA,NA,NA,NA,phloem,NA,26.00000000,NA,NA,NA,NA,NA,NA,NA,0.004426191085263256,NA,154.91668798,0.00006824,NA,NA,NA,NA
NA,NA,0.05143177,MS,0.07686362,2.26468166,9.31175707,NA,15.04225993,NA,0.15758122,41.24238067,0.00000000,700.0442528042935,1,NA,8.24847613,50.69546415457384,NA,1.08258858,0.19068713,0.91858087,0.00017889,0.06255975,NA,25.01805491,NA,186.84476771306672,0.00428113,0.64380696,NA,1.86952593,roots,260.5575070914162,26.00000000,0.03443771,NA,1.08624453,0.01864306,NA,NA,0.03573782,0.0022894026919787003,0.23312597,80.12909422,0.00056084,0.00007647,0.02805630,NA,1.29773415
NA,NA,NA,MS,NA,4.78162445,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,68.08782472016429,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.97074887114363,NA,NA,NA,NA,phloem,NA,27.00000000,NA,NA,NA,NA,NA,NA,NA,0.004429776269395444,NA,155.04216943,0.00006694,NA,NA,NA,NA
NA,NA,0.05191759,MS,0.07811545,2.30875616,9.34225716,NA,15.10531688,NA,0.15765854,44.99537189,0.00000000,701.713844680803,1,NA,8.99907438,51.605332996492876,NA,1.10101413,0.19240675,0.92680011,0.00017915,0.06259044,NA,25.11501917,NA,182.85614296245456,0.00260057,0.65552725,NA,1.90356002,roots,261.0227429028202,27.00000000,0.02093170,NA,1.10229606,0.01898245,NA,NA,0.03579097,0.002243862421438639,0.26455236,78.53518475,0.00056308,0.00004630,0.01731776,NA,1.38769324
NA,NA,NA,MS,NA,4.68038923,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,66.54344549157949,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.1116789638364,NA,NA,NA,NA,phloem,NA,28.00000000,NA,NA,NA,NA,NA,NA,NA,0.004400757083587664,NA,154.02649793,0.00006553,NA,NA,NA,NA
NA,NA,0.05227843,MS,0.07909277,2.36131825,9.37397615,NA,15.17707275,NA,0.15713581,47.05463917,0.00000000,703.5678541764687,1,NA,9.41092783,52.7010669379561,NA,1.11532861,0.19350695,0.93128680,0.00017942,0.06238292,NA,25.21918754,NA,179.00697622819737,0.00156309,0.66282541,NA,1.92475285,roots,261.51628701513204,28.00000000,0.01259052,NA,1.11441377,0.01919379,NA,NA,0.03584471,0.002199926954905069,0.28860953,76.99744342,0.00056555,0.00002774,0.01060986,NA,1.42984505
NA,NA,NA,MS,NA,4.57422336,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,64.93551334112989,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.86083913896638,NA,NA,NA,NA,phloem,NA,29.00000000,NA,NA,NA,NA,NA,NA,NA,0.004344623083191982,NA,152.06180791,0.00006404,NA,NA,NA,NA
NA,NA,0.05247324,MS,0.07977387,2.41515535,9.40592773,NA,15.25018611,NA,0.15599935,47.30669872,0.00000000,705.409520125704,1,NA,9.46133974,53.82158756456978,NA,1.12556472,0.19392727,0.93172644,0.00017969,0.06193174,NA,25.32327495,NA,175.22183726543005,0.00138168,0.66567326,NA,1.93302263,roots,262.0131472735578,29.00000000,0.01113729,NA,1.12232051,0.01927625,NA,NA,0.03589869,0.0021566515670983304,0.30272597,75.48280485,0.00056803,0.00002443,0.00955977,NA,1.42304902
NA,NA,NA,MS,NA,4.46812818,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,63.333203623925215,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.02071590261346,NA,NA,NA,NA,phloem,NA,30.00000000,NA,NA,NA,NA,NA,NA,NA,0.004276912214414906,NA,149.69192750,0.00006255,NA,NA,NA,NA
NA,NA,0.05248238,MS,0.08014662,2.46769441,9.43777058,NA,15.32195413,NA,0.15423017,46.61349186,0.00000000,707.189944898063,1,NA,9.32269837,54.91006293169992,NA,1.13168090,0.19361256,0.92792603,0.00017996,0.06122938,NA,25.42526573,NA,171.43923035776035,0.00139679,0.66404007,NA,1.92828006,roots,262.5064582496123,30.00000000,0.01126628,NA,1.12587616,0.01922896,NA,NA,0.03595253,0.0021132595178586623,0.31103706,73.96408313,0.00057046,0.00002462,0.00984122,NA,1.39135797
