N_exudation,Unloading_Amino_Acids,Dry_Mass,Export_Amino_Acids,Conc_Sucrose,sum_respi,N_tot,S_grain_starch,S_cytokinins,Conc_Amino_Acids,HATS_LATS,mstruct,Uptake_Nitrates,RGR_Structure,axis,sucrose_consumption_mstruct,R_Nnit_upt,regul_transpiration,t,Total_Organic_Nitrogen,organ,sucrose,R_grain_growth_struct,Conc_Nitrates,senesced_mstruct,R_grain_growth_starch,Export_cytokinins,nitrates,synthetized_mstruct,C_exudation,Conc_cytokinins,proteins,Respi_growth,Unloading_Sucrose,Proteins_N_Mass,Export_Nitrates,WSC_g,starch,age_from_flowering,cytokinins,amino_acids,S_grain_structure,R_residual,structure,Nstruct,S_Proteins,R_Nnit_red,AA_consumption_mstruct,S_Amino_Acids,plant
NA,NA,NA,NA,0.0,NA,0.00000000,NA,NA,0.0,NA,NA,NA,NA,MS,NA,NA,NA,0.00000000,NA,phloem,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,NA,NA,NA,478.9549907950322,NA,0.00050954,NA,NA,50.06025064632469,NA,0.03449040,NA,NA,MS,3.23764809,NA,NA,0.00000000,14.49031944,roots,198.23219646,NA,635.1140215809023,0.00000000,NA,NA,21.90533730,NA,NA,249.34473780487096,NA,1.11494596,NA,NA,NA,0.005663777041627768,NA,NA,8.60000000,2.15824765,NA,0.09518337,NA,0.00017265,NA,NA,0.03228608,NA,1
NA,NA,NA,NA,106.26743081999908,NA,0.00004383,NA,NA,49.66465422020945,NA,NA,NA,NA,MS,NA,NA,NA,1.00000000,NA,phloem,64.31420752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018375487863495168,NA,NA,NA,3.13099897,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.05933978,413.22134199878764,0.33346292,0.00051388,NA,1.20424003,48.964221250390494,1.69357969,0.03457389,0.42134564,NA,MS,2.99005027,0.16727422,0.00017310,1.00000000,14.47799323,roots,171.44002407,NA,642.9111508616022,0.00000000,NA,0.00898383,22.22793855,NA,0.00000000,249.68952950556232,NA,1.02968092,-505.36218032,NA,0.06925729,0.004898286402008349,NA,NA,8.63273799,2.11610442,NA,0.07304144,NA,0.00017307,NA,0.09308507,0.02981702,1.35977364,1
NA,NA,NA,NA,140.15518109478563,NA,0.00005135,NA,NA,58.08841426488744,NA,NA,NA,NA,MS,NA,NA,NA,2.00000000,NA,phloem,84.96041027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024274402934897745,NA,NA,NA,3.66796964,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.05750318,369.5590879147988,0.30398831,0.00051748,NA,1.13995307,47.92505173617856,1.60088295,0.03465022,0.37252107,NA,MS,2.73374187,0.14789086,0.00017100,2.00000000,14.46491686,roots,153.66364311,NA,649.2911421365585,0.00000000,NA,0.00890649,22.49808073,NA,0.00000000,250.0248338823881,NA,0.94141623,-333.86651213,NA,0.06924944,0.004390389803142251,NA,NA,8.66341543,2.07576697,NA,0.06797931,NA,0.00017345,NA,0.08805668,0.02726109,1.28348593,1
NA,NA,NA,NA,159.05155175169378,NA,0.00005504,NA,NA,62.168457620504576,NA,NA,NA,NA,MS,NA,NA,NA,3.00000000,NA,phloem,96.55674175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027587640500917675,NA,NA,NA,3.93136667,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.05150519,337.3725651217324,0.27905704,0.00052065,NA,1.07815683,47.04026239802782,1.51431632,0.03471968,0.33293288,NA,MS,2.48760687,0.13217435,0.00015573,3.00000000,14.45548497,roots,140.56160281,NA,654.7819014608189,0.00000000,NA,0.00813878,22.73381692,NA,0.00000000,250.37088210144935,NA,0.85665494,-233.53052113,NA,0.06372729,0.004016045794680871,NA,NA,8.69279646,2.04152847,NA,0.06351008,NA,0.00017380,NA,0.08333117,0.02480661,1.21217856,1
NA,NA,NA,NA,170.6852245980244,NA,0.00005702,NA,NA,64.3253209270698,NA,NA,NA,NA,MS,NA,NA,NA,4.00000000,NA,phloem,103.75484669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0029644241910134787,NA,NA,NA,4.07308238,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.05607248,312.6381547853637,0.25552801,0.00052312,NA,1.01038926,46.06354393792759,1.42181855,0.03478159,0.29767558,NA,MS,2.21715945,0.11817721,0.00017283,4.00000000,14.43877005,roots,130.48860795,NA,659.1679631257708,0.00000000,NA,0.00905945,22.92690677,NA,0.00000000,250.67756371632103,NA,0.76352120,-171.12568102,NA,0.07132405,0.0037282459414463517,NA,NA,8.71896308,2.00270386,NA,0.05906743,NA,0.00017410,NA,0.07821500,0.02210969,1.13573096,1
NA,NA,NA,NA,178.1811986281957,NA,0.00005816,NA,NA,65.53195170702217,NA,NA,NA,NA,MS,NA,NA,NA,5.00000000,NA,phloem,108.43846319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003098241805435403,NA,NA,NA,4.15435253,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.05642727,293.03480190627215,0.23684503,0.00052514,NA,0.95430651,45.093198282268645,1.34696958,0.03483710,0.27023504,NA,MS,1.98804112,0.10728331,0.00017738,5.00000000,14.41953614,roots,122.50177503,NA,662.8205319982567,0.00000000,NA,0.00932371,23.09074189,NA,0.00000000,250.96706929067332,NA,0.68461993,-128.22042587,NA,0.07372613,0.0035000507151091544,NA,NA,8.74296365,1.96364504,NA,0.05544332,NA,0.00017438,NA,0.07404445,0.01982490,1.07345882,1
NA,NA,NA,NA,183.14244798629207,NA,0.00005882,NA,NA,66.21109892991484,NA,NA,NA,NA,MS,NA,NA,NA,6.00000000,NA,phloem,111.57396203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031878274865987976,NA,NA,NA,4.20178091,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.04687882,277.2038310231322,0.22023180,0.00052711,NA,0.90099044,44.36043203416718,1.27590799,0.03488643,0.24660405,NA,MS,1.76685901,0.09790181,0.00014959,6.00000000,14.40798168,roots,116.04782119,NA,666.2481032436116,0.00000000,NA,0.00788404,23.24301714,NA,0.00000000,251.28921881088314,NA,0.60845165,-97.87619950,NA,0.06258415,0.00331565203392716,NA,NA,8.76658349,1.93447133,NA,0.05218259,NA,0.00017463,NA,0.07010556,0.01761926,1.01491750,1
NA,NA,NA,NA,188.0166643443922,NA,0.00006049,NA,NA,68.0265104722664,NA,NA,NA,NA,MS,NA,NA,NA,7.00000000,NA,phloem,114.65047401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032757278287990662,NA,NA,NA,4.32102194,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.10358236,264.0992051832728,0.20732950,0.00052684,NA,0.85743954,42.30061769752222,1.22312232,0.03493067,0.22870892,NA,MS,1.58440378,0.09079744,0.00034618,7.00000000,14.33629621,roots,110.70194120,NA,666.9003253033152,0.00000000,NA,0.01826999,23.29527413,NA,0.00000000,251.30742453966673,NA,0.54561970,-75.29152564,NA,0.14516018,0.00316291260568232,NA,NA,8.77833632,1.84698606,NA,0.04933604,NA,0.00017485,NA,0.06694933,0.01579980,0.96799732,1
NA,NA,NA,NA,197.6484039927954,NA,0.00006349,NA,NA,71.33298806519785,NA,NA,NA,NA,MS,NA,NA,NA,8.00000000,NA,phloem,120.63696330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003446770379987648,NA,NA,NA,4.53530259,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.18545536,252.80407624087294,0.20561989,0.00052328,NA,0.85827696,38.22621602860493,1.24114859,0.03497511,0.22515492,NA,MS,1.59171534,0.08938650,0.00068501,8.00000000,14.17639059,roots,106.10221059,NA,663.3588230415955,0.00000000,NA,0.03612644,23.20104914,NA,0.00000000,250.81479609961866,NA,0.54813758,-52.70534927,NA,0.28607116,0.003031491731231238,NA,NA,8.77227559,1.67120773,NA,0.04837913,NA,0.00017507,NA,0.06730856,0.01587271,0.97195459,1
NA,NA,NA,NA,212.58221820320352,NA,0.00006752,NA,NA,75.78340177333284,NA,NA,NA,NA,MS,NA,NA,NA,9.00000000,NA,phloem,129.88131121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003710894605887112,NA,NA,NA,4.82305920,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.17715745,243.15953494083703,0.20910590,0.00051965,NA,0.88130159,34.350754319039574,1.29291956,0.03502229,0.22823117,NA,MS,1.68962605,0.09060777,0.00072720,9.00000000,14.02583452,roots,102.19204336,NA,659.3492158084752,0.00000000,NA,0.03831927,23.09191908,NA,0.00000000,250.26501959964182,NA,0.58185500,-28.27745133,NA,0.30226379,0.0029197726673437755,NA,NA,8.76485395,1.50380258,NA,0.04852763,NA,0.00017531,NA,0.06944959,0.01684908,1.00152078,1
NA,NA,NA,NA,231.67502861537386,NA,0.00007216,NA,NA,80.89362479579336,NA,NA,NA,NA,MS,NA,NA,NA,10.00000000,NA,phloem,141.70548120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004048728034145427,NA,NA,NA,5.15407207,NA,NA,NA,NA,NA,NA,NA,NA,1
0.00000000,0.00000000,NA,0.22414864,234.8722204889992,0.22057313,0.00051341,NA,0.93572015,29.236554835852452,1.40065947,0.03507548,0.24124207,NA,MS,1.90490818,0.09577310,0.00107940,10.00000000,13.82288550,roots,98.85906467,NA,651.4254310989746,0.00000000,NA,0.05672272,22.84905834,NA,0.00000000,249.20297314001778,NA,0.65599151,-2.88899674,NA,0.44393777,0.0028245447048151954,NA,NA,8.74091339,1.28185767,NA,0.04991133,NA,0.00017557,NA,0.07415589,0.01899589,1.06776793,1
NA,NA,NA,NA,254.02530262940738,NA,0.00007775,NA,NA,87.05454902045427,NA,NA,NA,NA,MS,NA,NA,NA,11.00000000,NA,phloem,155.56734855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044447813870597125,NA,NA,NA,5.55343521,NA,NA,NA,NA,NA,NA,NA,NA,1
0.05688822,0.91744595,NA,0.23325964,227.89441615305785,0.23135513,0.00050588,NA,0.98479018,24.213637239375604,1.50972377,0.03513374,0.25447178,NA,MS,2.08669610,0.10102530,0.00135404,11.00000000,13.62523115,roots,96.08140425,NA,640.677754937654,0.00000000,NA,0.07085881,22.50940713,NA,5.14004858,247.7538254438201,NA,0.71859366,25.70024291,NA,0.54861375,0.002745182978452498,NA,NA,8.70451906,1.06339461,NA,0.05106189,NA,0.00017587,NA,0.07852721,0.02080870,1.12883528,1
NA,NA,NA,NA,279.22673652438937,NA,0.00008432,NA,NA,94.29668651761116,NA,NA,NA,NA,MS,NA,NA,NA,12.00000000,NA,phloem,171.21764607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004891932744914827,NA,NA,NA,6.02305350,NA,NA,NA,NA,NA,NA,NA,NA,1
0.11511962,2.19447756,NA,0.24659136,222.93423259765018,0.23630157,0.00049669,NA,1.00288271,19.747149697067062,1.58123195,0.03519378,0.26232785,NA,MS,2.15035601,0.10414416,0.00175220,12.00000000,13.45200121,roots,94.15079112,NA,625.8349736478997,0.00000000,NA,0.09110387,22.02550097,NA,12.47650492,245.73637332780365,NA,0.74051616,62.38252458,NA,0.69467351,0.0026900226035544124,NA,NA,8.64839288,0.86872115,NA,0.05104140,NA,0.00017617,NA,0.08045871,0.02144352,1.15462760,1
NA,NA,NA,NA,302.7042563655417,NA,0.00009025,NA,NA,100.78985338257009,NA,NA,NA,NA,MS,NA,NA,NA,13.00000000,NA,phloem,185.86259378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005310359822362383,NA,NA,NA,6.44642666,NA,NA,NA,NA,NA,NA,NA,NA,1
0.17349665,3.43957506,NA,0.17038313,220.0394385802672,0.24553043,0.00049232,NA,1.04122957,18.478006694705556,1.67123238,0.03525736,0.27464488,NA,MS,2.27693883,0.10903402,0.00129151,13.00000000,13.42034304,roots,93.09611751,NA,616.7621979068758,0.00000000,NA,0.06691462,21.74540710,NA,19.83388243,244.43059165052446,NA,0.78410738,99.16941214,NA,0.50551810,0.002659889071600943,NA,NA,8.61797747,0.81435718,NA,0.05245181,NA,0.00017648,NA,0.08392087,0.02270581,1.20213986,1
NA,NA,NA,NA,322.29694154544006,NA,0.00009442,NA,NA,105.30196659268441,NA,NA,NA,NA,MS,NA,NA,NA,14.00000000,NA,phloem,198.16325178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005661807193675837,NA,NA,NA,6.74422708,NA,NA,NA,NA,NA,NA,NA,NA,1
0.23617607,4.50277231,NA,0.14686262,219.38522355255296,0.25034447,0.00049018,NA,1.05712310,18.798084010780396,1.71676814,0.03532227,0.28151852,NA,MS,2.32470674,0.11176285,0.00109225,14.00000000,13.45915678,roots,92.99021041,NA,610.2071185888243,0.00000000,NA,0.05646412,21.55390088,NA,26.46067495,243.43382882170874,NA,0.80055717,132.30337476,NA,0.42376240,0.0026568631545994975,NA,NA,8.59863554,0.82998876,NA,0.05327628,NA,0.00017681,NA,0.08545898,0.02318216,1.22192318,1
NA,NA,NA,NA,334.9595778073279,NA,0.00009650,NA,NA,107.4756741625766,NA,NA,NA,NA,MS,NA,NA,NA,15.00000000,NA,phloem,206.21974486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005891992710205424,NA,NA,NA,6.89250024,NA,NA,NA,NA,NA,NA,NA,NA,1
0.29609410,4.93191999,NA,0.07602962,220.52240664077442,0.24542691,0.00049254,NA,1.03229300,21.239986148242412,1.67728570,0.03538480,0.27607870,NA,MS,2.23960164,0.10960324,0.00049956,15.00000000,13.59096744,roots,93.63770619,NA,610.1572006425154,0.00000000,NA,0.02585624,21.59029308,NA,29.51205650,243.30036184035706,NA,0.77124960,147.56028252,NA,0.19414125,0.0026753630341288747,NA,NA,8.60913567,0.93946594,NA,0.05279656,NA,0.00017712,NA,0.08353915,0.02233348,1.19236186,1
NA,NA,NA,NA,339.6026462702091,NA,0.00009671,NA,NA,107.58088377636618,NA,NA,NA,NA,MS,NA,NA,NA,16.00000000,NA,phloem,209.33279154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005980936901090306,NA,NA,NA,6.90764602,NA,NA,NA,NA,NA,NA,NA,NA,1
0.34882279,5.02062308,NA,0.04488974,223.0427082079267,0.23547302,0.00049660,NA,0.98470904,24.545354225282093,1.59262159,0.03544277,0.26431041,NA,MS,2.07599770,0.10493123,0.00025482,16.00000000,13.75964769,roots,94.86301646,NA,612.584824513874,0.00000000,NA,0.01322169,21.71170294,NA,30.42949919,243.50901635865242,NA,0.71490946,152.14749595,NA,0.09958445,0.0027103718989365294,NA,NA,8.63063402,1.08744418,NA,0.05149957,NA,0.00017741,NA,0.07967355,0.02070201,1.13532794,1
NA,NA,NA,NA,337.9802178635971,NA,0.00009577,NA,NA,106.4134419670007,NA,NA,NA,NA,MS,NA,NA,NA,17.00000000,NA,phloem,208.56993957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005959141130705737,NA,NA,NA,6.84046605,NA,NA,NA,NA,NA,NA,NA,NA,1
0.37415568,4.76694366,NA,0.03555193,225.91613992123317,0.22789738,0.00050100,NA,0.94739574,27.91481737190012,1.52320450,0.03549708,0.25513750,NA,MS,1.94516926,0.10128959,0.00017718,17.00000000,13.93021911,roots,96.23236630,NA,615.7024632125014,0.00000000,NA,0.00921914,21.85564114,NA,29.06939801,243.81938631174296,NA,0.66985619,145.34699006,NA,0.06970225,0.002749496179928798,NA,NA,8.65487687,1.23861822,NA,0.05060930,NA,0.00017768,NA,0.07661820,0.01939738,1.09011942,1
NA,NA,NA,NA,333.8246631528929,NA,0.00009421,NA,NA,104.5690785859298,NA,NA,NA,NA,MS,NA,NA,NA,18.00000000,NA,phloem,206.22382493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005892109283709112,NA,NA,NA,6.72903003,NA,NA,NA,NA,NA,NA,NA,NA,1
0.37640336,4.35912980,NA,0.03771848,228.54015050920353,0.22041495,0.00050509,NA,0.91098167,30.908011809052912,1.45655022,0.03554771,0.24600893,NA,MS,1.81323830,0.09766554,0.00016953,18.00000000,14.08306900,roots,97.48895181,NA,618.7453659281448,0.00000000,NA,0.00884502,21.99498171,NA,26.71875196,244.1303834145394,NA,0.62442324,133.59375980,NA,0.06711854,0.0027853986231497737,NA,NA,8.67827642,1.37338636,NA,0.04963901,NA,0.00017794,NA,0.07364916,0.01808175,1.04638363,1
NA,NA,NA,NA,328.8708979608703,NA,0.00009238,NA,NA,102.44328435563185,NA,NA,NA,NA,MS,NA,NA,NA,19.00000000,NA,phloem,203.35554922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005810158549167289,NA,NA,NA,6.59846389,NA,NA,NA,NA,NA,NA,NA,NA,1
0.36567956,3.92139463,NA,0.03730426,230.9998543705718,0.20955057,0.00050887,NA,0.86080730,33.55056984567163,1.36895511,0.03559292,0.23299684,NA,MS,1.61908584,0.09249974,0.00015427,19.00000000,14.21853170,roots,98.66350993,NA,621.7371260405575,0.00000000,NA,0.00806946,22.12943931,NA,24.17039395,244.45117837527295,NA,0.55756313,120.85196974,NA,0.06144872,0.0028189574265573376,NA,NA,8.70073105,1.49270340,NA,0.04793604,NA,0.00017816,NA,0.06957148,0.01614565,0.98719385,1
NA,NA,NA,NA,323.90442249793085,NA,0.00009050,NA,NA,100.27449236078064,NA,NA,NA,NA,MS,NA,NA,NA,20.00000000,NA,phloem,200.45393902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057272554006690905,NA,NA,NA,6.46423232,NA,NA,NA,NA,NA,NA,NA,NA,1
0.34994110,3.52163364,NA,0.03662502,233.23116628822308,0.20064884,0.00051237,NA,0.81987560,35.87409574060562,1.29715491,0.03563344,0.22229986,NA,MS,1.45104468,0.08825304,0.00014149,20.00000000,14.33819481,roots,99.72993137,NA,624.6940405134541,0.00000000,NA,0.00741943,22.25999452,NA,21.84096429,244.78225457181554,NA,0.49969495,109.20482145,NA,0.05669070,0.002849426610703347,NA,NA,8.72243257,1.59789658,NA,0.04653771,NA,0.00017836,NA,0.06624648,0.01446993,0.93894452,1
NA,NA,NA,NA,319.19269591234666,NA,0.00008868,NA,NA,98.18853991914975,NA,NA,NA,NA,MS,NA,NA,NA,21.00000000,NA,phloem,197.68520871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005648148820242374,NA,NA,NA,6.33447753,NA,NA,NA,NA,NA,NA,NA,NA,1
0.33036200,3.15155307,NA,0.03469723,235.28607462350155,0.19195743,0.00051565,NA,0.78052813,37.934952438112646,1.22866383,0.03566918,0.21188417,NA,MS,1.28007734,0.08411802,0.00012663,21.00000000,14.44444893,roots,100.70952807,NA,627.6488408300597,0.00000000,NA,0.00665646,22.38771768,NA,19.67061763,245.12871982918702,NA,0.44081908,98.35308817,NA,0.05102929,0.002877415087803602,NA,NA,8.74353973,1.69138567,NA,0.04512004,NA,0.00017854,NA,0.06305128,0.01276503,0.89276192,1
NA,NA,NA,NA,314.73499359084775,NA,0.00008697,NA,NA,96.23162008028565,NA,NA,NA,NA,MS,NA,NA,NA,22.00000000,NA,phloem,195.05326372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005572950392099745,NA,NA,NA,6.21233338,NA,NA,NA,NA,NA,NA,NA,NA,1
0.30894914,2.82054881,NA,0.03557151,237.14817929051267,0.18501493,0.00051864,NA,0.74915179,39.71146754877389,1.17361295,0.03570091,0.20352939,NA,MS,1.13656643,0.08080117,0.00012390,22.00000000,14.53656671,roots,101.59687574,NA,630.5000611538327,0.00000000,NA,0.00652812,22.50942728,NA,17.71177490,245.4753130547063,NA,0.39139836,88.55887451,NA,0.05020177,0.0029027678783647335,NA,NA,8.76369258,1.77216952,NA,0.04398940,NA,0.00017870,NA,0.06050312,0.01133393,0.85592022,1
NA,NA,NA,NA,310.70311423169943,NA,0.00008537,NA,NA,94.40431823766146,NA,NA,NA,NA,MS,NA,NA,NA,23.00000000,NA,phloem,192.66207869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005504630819719533,NA,NA,NA,6.09777314,NA,NA,NA,NA,NA,NA,NA,NA,1
0.28818905,2.53778161,NA,0.03691548,239.0169686952049,0.17679416,0.00052134,NA,0.71268213,41.23521046859437,1.11123798,0.03572775,0.19378948,NA,MS,0.96110961,0.07693442,0.00012374,23.00000000,14.61553297,roots,102.47445649,NA,633.202717640431,0.00000000,NA,0.00653356,22.62290717,NA,16.03648643,245.81927428089824,NA,0.33097645,80.18243214,NA,0.05038840,0.002927841613891864,NA,NA,8.78256910,1.84155151,NA,0.04254971,NA,0.00017884,NA,0.05753991,0.00958426,0.81338916,1
NA,NA,NA,NA,307.01872006069965,NA,0.00008387,NA,NA,92.70445950871209,NA,NA,NA,NA,MS,NA,NA,NA,24.00000000,NA,phloem,190.46409240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005441831211534856,NA,NA,NA,5.99070105,NA,NA,NA,NA,NA,NA,NA,NA,1
0.26736498,2.28533044,NA,0.03718595,240.96112746655433,0.16888778,0.00052379,NA,0.67783410,42.560652052286656,1.05192087,0.03574964,0.18450109,NA,MS,0.78401394,0.07324693,0.00012069,24.00000000,14.68370964,roots,103.37128030,NA,635.8024215010872,0.00000000,NA,0.00638549,22.72970715,NA,14.53163441,246.16676985720213,NA,0.26999017,72.65817206,NA,0.04937877,0.0029534651514068547,NA,NA,8.80037320,1.90190994,NA,0.04112892,NA,0.00017895,NA,0.05470289,0.00781825,0.77281127,1
NA,NA,NA,NA,303.6658117564218,NA,0.00008250,NA,NA,91.15159387218753,NA,NA,NA,NA,MS,NA,NA,NA,25.00000000,NA,phloem,188.45684138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005384481182273458,NA,NA,NA,5.89262823,NA,NA,NA,NA,NA,NA,NA,NA,1
0.24588447,2.04948004,NA,0.03656244,242.80174593211152,0.16393466,0.00052607,NA,0.65580385,43.719740765502145,1.01300372,0.03576823,0.17863355,NA,MS,0.66598792,0.07091752,0.00011546,25.00000000,14.74316342,roots,104.21507816,NA,638.3770376320978,0.00000000,NA,0.00612080,22.83361974,NA,13.10921099,246.5224845744844,NA,0.22934566,65.54605496,NA,0.04745504,0.0029775736618207808,NA,NA,8.81767410,1.95472244,NA,0.04027801,NA,0.00017904,NA,0.05290156,0.00664128,0.74697446,1
NA,NA,NA,NA,300.5555967873855,NA,0.00008122,NA,NA,89.71480601348932,NA,NA,NA,NA,MS,NA,NA,NA,26.00000000,NA,phloem,186.58247116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005330927747309807,NA,NA,NA,5.80148148,NA,NA,NA,NA,NA,NA,NA,NA,1
0.22561984,1.84141344,NA,0.03567305,244.71746448500724,0.15778368,0.00052820,NA,0.62890257,44.7507425804245,0.96685102,0.03578266,0.17144262,NA,MS,0.51646608,0.06806272,0.00011001,26.00000000,14.79521673,roots,105.07968850,NA,640.9137577729186,0.00000000,NA,0.00584297,22.93359615,NA,11.84440463,246.88791298648388,NA,0.17785496,59.22202314,NA,0.04541372,0.0030022768142726145,NA,NA,8.83430512,2.00162550,NA,0.03915503,NA,0.00017911,NA,0.05070368,0.00515024,0.71565179,1
NA,NA,NA,NA,297.7826130600292,NA,0.00008004,NA,NA,88.39095904461459,NA,NA,NA,NA,MS,NA,NA,NA,27.00000000,NA,phloem,184.90347618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005282956462284226,NA,NA,NA,5.71718641,NA,NA,NA,NA,NA,NA,NA,NA,1
0.20617712,1.65376003,NA,0.03603716,246.62648316782125,0.15308620,0.00053016,NA,0.60829255,45.63375384587537,0.93077056,0.03579372,0.16594972,NA,MS,0.39633341,0.06588204,0.00010895,27.00000000,14.83929585,roots,105.93215665,NA,643.3894239190272,0.00000000,NA,0.00579705,23.02930203,NA,10.69707919,247.25726682301337,NA,0.13648498,53.48539597,NA,0.04516331,0.0030266330471684804,NA,NA,8.85025782,2.04175236,NA,0.03830529,NA,0.00017917,NA,0.04901265,0.00395227,0.69157004,1
NA,NA,NA,NA,295.1554485191829,NA,0.00007895,NA,NA,87.16711587699781,NA,NA,NA,NA,MS,NA,NA,NA,28.00000000,NA,phloem,183.30464524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005237275578390217,NA,NA,NA,5.63902617,NA,NA,NA,NA,NA,NA,NA,NA,1
0.18734033,1.48049860,NA,0.03459870,248.4789631750876,0.14971291,0.00053204,NA,0.59344908,46.428515015704285,0.90376972,0.03580226,0.16198445,NA,MS,0.30589238,0.06430783,0.00010279,28.00000000,14.87840125,roots,106.75330982,NA,645.8842074246159,0.00000000,NA,0.00547881,23.12411616,NA,9.62514668,247.63813482527905,NA,0.10533988,48.12573342,NA,0.04278358,0.0030500945662291865,NA,NA,8.86600559,2.07780737,NA,0.03771728,NA,0.00017921,NA,0.04778694,0.00305038,0.67411430,1
NA,NA,NA,NA,292.74591595574134,NA,0.00007790,NA,NA,86.0032488589945,NA,NA,NA,NA,MS,NA,NA,NA,29.00000000,NA,phloem,181.83405314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005195258661039037,NA,NA,NA,5.56452373,NA,NA,NA,NA,NA,NA,NA,NA,1
0.17109029,1.33459606,NA,0.03456569,250.2171336976611,0.14758524,0.00053381,NA,0.58398795,47.11797282570265,0.88523698,0.03580912,0.15943951,NA,MS,0.24547916,0.06329748,0.00010117,29.00000000,14.91210807,roots,107.52065561,NA,648.364524319076,0.00000000,NA,0.00540188,23.21736116,NA,8.72222038,248.0233994690998,NA,0.08453544,43.61110188,NA,0.04227906,0.003072018731619606,NA,NA,8.88149895,2.10906626,NA,0.03737550,NA,0.00017924,NA,0.04699674,0.00244794,0.66284036,1
NA,NA,NA,NA,290.599410709334,NA,0.00007695,NA,NA,84.93568842447931,NA,NA,NA,NA,MS,NA,NA,NA,30.00000000,NA,phloem,180.52328664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005157808189761191,NA,NA,NA,5.49613613,NA,NA,NA,NA,NA,NA,NA,NA,1
