t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,current_nb_leaves,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
146,1,MS,0.69386877,False,0.00005000,4.20000000,0.00004287,1,3,1201.64492705,1201.64492705,0.06379726,10,0.00000000,vegetative,33.73517453,0.23710332,0.41421492,242893.25660183
147,1,MS,0.63155333,False,0.00005000,3.50000000,0.00004186,1,3,1001.37077254,1001.37077254,0.06384129,10,0.00000000,vegetative,33.87425380,0.22406210,0.40935812,243894.62737437
148,1,MS,0.56735597,False,0.00005000,3.00000000,0.00003345,1,3,858.31780504,858.31780504,0.06387908,10,0.00000000,vegetative,33.99346461,0.21518685,0.39351793,244752.94517941
149,1,MS,0.50838013,False,0.00005000,2.40000000,0.00002375,1,3,686.65424403,686.65424403,0.06390934,10,0.00000000,vegetative,34.08883325,0.20497640,0.37699789,245439.59942343
150,1,MS,0.45223634,False,0.00005000,1.90000000,0.00002619,1,3,543.60127652,543.60127652,0.06393333,10,0.00000000,vegetative,34.16433343,0.19686437,0.36075216,245983.20069996
151,1,MS,0.42009088,False,0.00005000,1.50000000,0.00010980,1,3,429.15890252,429.15890252,0.06395228,10,0.00000000,vegetative,34.22393883,0.19068694,0.78391918,246412.35960248
152,1,MS,0.42745730,False,0.00005000,1.60000000,0.00070722,1,3,457.76949602,457.76949602,0.06397253,10,0.00000000,vegetative,34.28751793,0.19276752,1.15907953,246870.12909850
153,1,MS,0.55880539,False,0.00005000,2.10000000,0.00184848,1,3,600.82246353,600.82246353,0.06399913,10,0.00000000,vegetative,34.37096549,0.20164037,2.41551380,247470.95156202
154,1,MS,0.91743778,False,0.00005000,6.50000000,0.00234500,1,3,1859.68857758,1859.68857758,0.06408163,10,0.00000000,vegetative,34.62925557,0.28829365,2.58645528,249330.64013960
155,1,MS,1.36821831,False,0.00005000,10.70000000,0.00211328,1,3,3118.24804921,3118.24804921,0.06422015,10,0.00000000,vegetative,35.06234558,0.40292978,2.22146468,252448.88818881
156,1,MS,1.76629823,False,0.00005000,11.80000000,0.00260121,1,3,3521.90189730,3521.90189730,0.06437672,10,0.00000000,vegetative,35.55149862,0.44224641,2.76120316,255970.79008611
157,1,MS,2.12632796,False,0.00005000,13.00000000,0.00255932,1,3,4013.20063808,4013.20063808,0.06455560,10,0.00000000,vegetative,36.10888760,0.49092487,2.91342142,259983.99072419
158,1,MS,2.45945232,False,0.00005000,13.80000000,0.00180503,1,3,4371.89948377,4371.89948377,0.06475120,10,0.00000000,vegetative,36.71609586,0.52822082,2.13874026,264355.89020796
159,1,MS,2.64396922,False,0.00005000,14.30000000,0.00110278,1,3,4609.16116712,4609.16116712,0.06495846,10,0.00000000,vegetative,37.35625714,0.55363838,1.52977058,268965.05137508
160,1,MS,2.68435339,False,0.00005000,14.20000000,0.00055736,1,3,4560.89524370,4560.89524370,0.06516468,10,0.00000000,vegetative,37.98971481,0.55363438,1.08874959,273525.94661878
161,1,MS,2.49325874,False,0.00005000,13.30000000,0.00017646,1,3,4144.72775582,4144.72775582,0.06535313,10,0.00000000,vegetative,38.56537144,0.51981725,0.77949163,277670.67437460
162,1,MS,2.18890872,False,0.00005000,12.00000000,0.00011066,1,3,3600.00000000,3600.00000000,0.06551697,10,0.00000000,vegetative,39.06537144,0.47252192,0.62755422,281270.67437460
163,1,MS,1.96438420,False,0.00005000,10.80000000,0.00009173,1,3,3153.17961129,3153.17961129,0.06566158,10,0.00000000,vegetative,39.50331305,0.43214108,0.59990584,284423.85398589
164,1,MS,1.76584391,False,0.00005000,9.80000000,0.00008633,1,3,2819.02451043,2819.02451043,0.06579137,10,0.00000000,vegetative,39.89484424,0.40099532,0.57953458,287242.87849631
165,1,MS,1.50849281,False,0.00005000,8.80000000,0.00009532,1,3,2517.73222811,2517.73222811,0.06590768,10,0.00000000,vegetative,40.24452927,0.37152898,0.52881112,289760.61072442
166,1,MS,1.34657137,False,0.00005000,7.70000000,0.00008399,1,3,2203.01569959,2203.01569959,0.06600970,10,0.00000000,vegetative,40.55050367,0.34102536,0.50937219,291963.62642401
167,1,MS,1.20973600,False,0.00005000,6.70000000,0.00006670,1,3,1916.90976458,1916.90976458,0.06609867,10,0.00000000,vegetative,40.81674114,0.31533276,0.49006098,293880.53618860
168,1,MS,1.07933625,False,0.00005000,5.80000000,0.00005922,1,3,1659.41442307,1659.41442307,0.06617586,10,0.00000000,vegetative,41.04721536,0.29379784,0.47091545,295539.95061167
169,1,MS,0.94092140,False,0.00005000,5.00000000,0.00006436,1,3,1430.52967506,1430.52967506,0.06624252,10,0.00000000,vegetative,41.24590004,0.27580631,0.43639182,296970.48028673
170,1,MS,0.85524618,False,0.00005000,4.20000000,0.00005725,1,3,1201.64492705,1201.64492705,0.06629861,10,0.00000000,vegetative,41.41279517,0.25881456,0.43316422,298172.12521378
171,1,MS,0.77246354,False,0.00005000,3.60000000,0.00003632,1,3,1029.98136604,1029.98136604,0.06634677,10,0.00000000,vegetative,41.55584814,0.24677788,0.41980910,299202.10657982
172,1,MS,0.68803298,False,0.00005000,3.00000000,0.00002699,1,3,858.31780504,858.31780504,0.06638696,10,0.00000000,vegetative,41.67505894,0.23528732,0.40376150,300060.42438486
173,1,MS,0.60868142,False,0.00005000,2.40000000,0.00004762,1,3,686.65424403,686.65424403,0.06641917,10,0.00000000,vegetative,41.77042759,0.22431340,0.39561993,300747.07862889
174,1,MS,0.53914856,False,0.00005000,1.90000000,0.00004453,1,3,543.60127652,543.60127652,0.06644470,10,0.00000000,vegetative,41.84592776,0.21553809,0.38590717,301290.67990541
175,1,MS,0.49348321,False,0.00005000,1.50000000,0.00018893,1,3,429.15890252,429.15890252,0.06646489,10,0.00000000,vegetative,41.90553317,0.20887478,0.92680647,301719.83880793
176,1,MS,0.52169184,False,0.00005000,1.50000000,0.00087156,1,3,429.15890252,429.15890252,0.06648510,10,0.00000000,vegetative,41.96513857,0.20949883,1.47549688,302148.99771045
177,1,MS,0.70515706,False,0.00005000,2.10000000,0.00148049,1,3,600.82246353,600.82246353,0.06651344,10,0.00000000,vegetative,42.04858614,0.22046686,1.70443659,302749.82017398
178,1,MS,1.11489755,False,0.00005000,6.40000000,0.00197373,1,3,1831.07798408,1831.07798408,0.06660005,10,0.00000000,vegetative,42.30290252,0.31269355,2.22834121,304580.89815805
179,1,MS,1.59290033,False,0.00005000,10.30000000,0.00281741,1,3,2981.93146765,2981.93146765,0.06674138,10,0.00000000,vegetative,42.71705967,0.42828891,3.82003450,307562.82962570
180,1,MS,1.88822257,False,0.00005000,11.30000000,0.00281789,1,3,3333.07177341,3333.07177341,0.06689968,10,0.00000000,vegetative,43.17998631,0.46653173,3.45268259,310895.90139911
181,1,MS,2.25498163,False,0.00005000,12.80000000,0.00255639,1,3,3927.48007030,3927.48007030,0.06708680,10,0.00000000,vegetative,43.72546965,0.52995863,2.88197772,314823.38146941
182,1,MS,2.55352661,False,0.00005000,13.70000000,0.00193557,1,3,4325.66260454,4325.66260454,0.06729368,10,0.00000000,vegetative,44.32625612,0.57329246,2.29559580,319149.04407395
183,1,MS,2.83966864,False,0.00005000,14.00000000,0.00135234,1,3,4465.58561842,4465.58561842,0.06750825,10,0.00000000,vegetative,44.94647635,0.59220042,1.79040868,323614.62969236
184,1,MS,2.90617917,False,0.00005000,14.30000000,0.00066384,1,3,4609.16116712,4609.16116712,0.06773100,10,0.00000000,vegetative,45.58663762,0.61075710,1.24848889,328223.79085949
185,1,MS,2.68962737,False,0.00005000,13.40000000,0.00011438,1,3,4189.36223857,4189.36223857,0.06793458,10,0.00000000,vegetative,46.16849349,0.57309927,0.82203127,332413.15309805
186,1,MS,2.41509798,False,0.00005000,12.20000000,0.00009218,1,3,3679.59049354,3679.59049354,0.06811429,10,0.00000000,vegetative,46.67954772,0.52495084,0.73316555,336092.74359159
187,1,MS,2.13395707,False,0.00005000,11.30000000,0.00006076,1,3,3333.07177341,3333.07177341,0.06827781,10,0.00000000,vegetative,47.14247436,0.49124867,0.69880190,339425.81536500
188,1,MS,1.85619691,False,0.00005000,10.60000000,0.00005261,1,3,3083.65987412,3083.65987412,0.06842963,10,0.00000000,vegetative,47.57076045,0.46595573,0.65681567,342509.47523912
189,1,MS,1.62432215,False,0.00005000,9.60000000,0.00004921,1,3,2756.12836632,2756.12836632,0.06856740,10,0.00000000,vegetative,47.95355606,0.43101128,0.61723400,345265.60360544
190,1,MS,1.44665988,False,0.00005000,8.70000000,0.00005114,1,3,2489.12163461,2489.12163461,0.06869042,10,0.00000000,vegetative,48.29926739,0.40140813,0.58732278,347754.72524005
191,1,MS,1.30575607,False,0.00005000,8.00000000,0.00009853,1,3,2288.84748010,2288.84748010,0.06880373,10,0.00000000,vegetative,48.61716288,0.37956413,0.57868413,350043.57272015
192,1,MS,1.19789348,False,0.00005000,7.50000000,0.00011480,1,3,2145.79451259,2145.79451259,0.06891008,10,0.00000000,vegetative,48.91518989,0.36438272,0.58253092,352189.36723274
193,1,MS,1.10050091,False,0.00005000,7.30000000,0.00010925,1,3,2088.57332559,2088.57332559,0.06901369,10,0.00000000,vegetative,49.20526952,0.35796601,0.58056224,354277.94055833
194,1,MS,1.01312738,False,0.00005000,7.10000000,0.00010519,1,3,2031.35213859,2031.35213859,0.06911452,10,0.00000000,vegetative,49.48740176,0.35142206,0.58032271,356309.29269691
195,1,MS,0.93449287,False,0.00005000,7.00000000,0.00010809,1,3,2002.74154509,2002.74154509,0.06921394,10,0.00000000,vegetative,49.76556031,0.34751648,0.57674136,358312.03424200
196,1,MS,0.86778424,False,0.00005000,6.70000000,0.00010596,1,3,1916.90976458,1916.90976458,0.06930908,10,0.00000000,vegetative,50.03179778,0.33805563,0.56930913,360228.94400658
197,1,MS,0.82008800,False,0.00005000,6.60000000,0.00011668,1,3,1888.29917108,1888.29917108,0.06940275,10,0.00000000,vegetative,50.29406155,0.33404547,0.57395044,362117.24317766
198,1,MS,0.76722821,False,0.00005000,6.50000000,0.00010843,1,3,1859.68857758,1859.68857758,0.06949494,10,0.00000000,vegetative,50.55235163,0.32993185,0.56448950,363976.93175524
199,1,MS,0.73392615,False,0.00005000,6.30000000,0.00025135,1,3,1802.46739058,1802.46739058,0.06958421,10,0.00000000,vegetative,50.80269433,0.32335120,1.20330452,365779.39914582
200,1,MS,0.78872962,False,0.00005000,6.60000000,0.00044998,1,3,1888.29917108,1888.29917108,0.06967762,10,0.00000000,vegetative,51.06495810,0.32973374,1.10490615,367667.69831690
201,1,MS,0.91625020,False,0.00005000,7.40000000,0.00050771,1,3,2117.18391909,2117.18391909,0.06978224,10,0.00000000,vegetative,51.35901142,0.34958678,1.03140922,369784.88223599
202,1,MS,1.12498788,False,0.00005000,8.60000000,0.00090871,1,3,2460.51104111,2460.51104111,0.06990373,10,0.00000000,vegetative,51.70074907,0.38302665,1.48472123,372245.39327709
203,1,MS,1.46749105,False,0.00005000,10.50000000,0.00114025,1,3,3049.41267137,3049.41267137,0.07005420,10,0.00000000,vegetative,52.12427860,0.44288585,1.70140124,375294.80594846
204,1,MS,1.76509374,False,0.00005000,12.00000000,0.00098555,1,3,3600.00000000,3600.00000000,0.07023182,10,0.00000000,vegetative,52.62427860,0.49550236,1.56356721,378894.80594846
205,1,MS,2.00006428,False,0.00005000,12.60000000,0.00093139,1,3,3843.31477390,3843.31477390,0.07042146,10,0.00000000,vegetative,53.15807232,0.51811056,1.55495850,382738.12072236
206,1,MS,2.15774595,False,0.00005000,12.90000000,0.00056822,1,3,3970.14505763,3970.14505763,0.07061753,10,0.00000000,vegetative,53.70948136,0.52906254,1.27542873,386708.26577999
207,1,MS,2.14694656,False,0.00005000,12.70000000,0.00029291,1,3,3885.20391343,3885.20391343,0.07080969,10,0.00000000,vegetative,54.24909301,0.52073376,1.02675992,390593.46969342
208,1,MS,2.05194903,False,0.00005000,12.40000000,0.00021194,1,3,3760.69005646,3760.69005646,0.07099599,10,0.00000000,vegetative,54.77141108,0.50866724,0.94437295,394354.15974988
209,1,MS,1.88897423,False,0.00005000,11.90000000,0.00011991,1,3,3560.76546363,3560.76546363,0.07117261,10,0.00000000,vegetative,55.26596184,0.48874482,0.83779821,397914.92521351
210,1,MS,1.72477728,False,0.00005000,11.50000000,0.00010289,1,3,3407.51520168,3407.51520168,0.07134173,10,0.00000000,vegetative,55.73922784,0.47289784,0.75285889,401322.44041519
211,1,MS,1.57331160,False,0.00005000,11.20000000,0.00007958,1,3,3296.38754883,3296.38754883,0.07150445,10,0.00000000,vegetative,56.19705944,0.46050842,0.72650178,404618.82796402
212,1,MS,1.42106453,False,0.00005000,10.70000000,0.00004382,1,3,3118.24804921,3118.24804921,0.07165890,10,0.00000000,vegetative,56.63014945,0.44104364,0.68218253,407737.07601323
213,1,MS,1.31631332,False,0.00005000,10.30000000,0.00002733,1,3,2981.93146765,2981.93146765,0.07180630,10,0.00000000,vegetative,57.04430659,0.42543098,0.66843298,410719.00748087
214,1,MS,1.22782446,False,0.00005000,9.90000000,0.00002248,1,3,2850.95334338,2850.95334338,0.07194690,10,0.00000000,vegetative,57.44027234,0.41022522,0.65965136,413569.96082425
215,1,MS,1.15840452,False,0.00005000,9.70000000,0.00002743,1,3,2787.41701118,2787.41701118,0.07208398,10,0.00000000,vegetative,57.82741359,0.40162366,0.65963131,416357.37783543
216,1,MS,1.09302518,False,0.00005000,9.50000000,0.00002380,1,3,2725.15609428,2725.15609428,0.07221756,10,0.00000000,vegetative,58.20590749,0.39299243,0.65015004,419082.53392971
217,1,MS,1.04590683,False,0.00005000,9.30000000,0.00002132,1,3,2664.15073593,2664.15073593,0.07234765,10,0.00000000,vegetative,58.57592843,0.38441827,0.65836540,421746.68466564
218,1,MS,1.00069464,False,0.00005000,9.30000000,0.00002483,1,3,2664.15073593,2664.15073593,0.07247720,10,0.00000000,vegetative,58.94594936,0.38180657,0.65751347,424410.83540158
219,1,MS,0.96028954,False,0.00005000,9.20000000,0.00001793,1,3,2634.11268250,2634.11268250,0.07260467,10,0.00000000,vegetative,59.31179835,0.37605574,0.65595809,427044.94808408
220,1,MS,0.92949959,False,0.00005000,9.20000000,0.00001821,1,3,2634.11268250,2634.11268250,0.07273145,10,0.00000000,vegetative,59.67764733,0.37315828,0.66691245,429679.06076658
221,1,MS,0.89918635,False,0.00005000,9.30000000,0.00001636,1,3,2664.15073593,2664.15073593,0.07285891,10,0.00000000,vegetative,60.04766826,0.37299471,0.67112756,432343.21150251
222,1,MS,0.87676441,False,0.00005000,9.30000000,0.00002164,1,3,2664.15073593,2664.15073593,0.07298548,10,0.00000000,vegetative,60.41768920,0.36969868,0.67429814,435007.36223844
223,1,MS,0.85697052,False,0.00005000,9.30000000,0.00008250,1,3,2664.15073593,2664.15073593,0.07311111,10,0.00000000,vegetative,60.78771014,0.36639668,1.03036249,437671.51297437
224,1,MS,0.87031249,False,0.00005000,9.40000000,0.00014114,1,3,2694.49771203,2694.49771203,0.07323712,10,0.00000000,vegetative,61.16194593,0.36581110,0.84329155,440366.01068641
225,1,MS,0.92426669,False,0.00005000,9.60000000,0.00023841,1,3,2756.12836632,2756.12836632,0.07336492,10,0.00000000,vegetative,61.54474154,0.36804225,0.91481430,443122.13905273
226,1,MS,1.06100593,False,0.00005000,10.00000000,0.00071406,1,3,2883.20598615,2883.20598615,0.07349745,10,0.00000000,vegetative,61.94518681,0.37668478,1.35888428,446005.34503889
227,1,MS,1.23880404,False,0.00005000,10.50000000,0.00051172,1,3,3049.41267137,3049.41267137,0.07363653,10,0.00000000,vegetative,62.36871635,0.38781222,1.17934287,449054.75771026
228,1,MS,1.36912655,False,0.00005000,10.80000000,0.00048031,1,3,3153.17961129,3153.17961129,0.07377942,10,0.00000000,vegetative,62.80665796,0.39400862,1.13331634,452207.93732155
229,1,MS,1.50269869,False,0.00005000,11.10000000,0.00070402,1,3,3260.05856690,3260.05856690,0.07392640,10,0.00000000,vegetative,63.25944387,0.40167461,1.33301028,455467.99588844
230,1,MS,1.64491496,False,0.00005000,11.40000000,0.00078574,1,3,3370.11355870,3370.11355870,0.07407779,10,0.00000000,vegetative,63.72751520,0.40960026,1.40089980,458838.10944714
231,1,MS,1.69452244,False,0.00005000,11.50000000,0.00042544,1,3,3407.51520168,3407.51520168,0.07423056,10,0.00000000,vegetative,64.20078120,0.41153774,1.06130998,462245.62464882
232,1,MS,1.66043131,False,0.00005000,11.10000000,0.00034243,1,3,3260.05856690,3260.05856690,0.07437795,10,0.00000000,vegetative,64.65356711,0.39857613,0.93068408,465505.68321572
233,1,MS,1.56046499,False,0.00005000,10.30000000,0.00019429,1,3,2981.93146765,2981.93146765,0.07451134,10,0.00000000,vegetative,65.06772426,0.37455004,0.74861703,468487.61468336
234,1,MS,1.42117170,False,0.00005000,9.50000000,0.00016173,1,3,2725.15609428,2725.15609428,0.07463326,10,0.00000000,vegetative,65.44621816,0.35216595,0.58372464,471212.77077765
235,1,MS,1.29715338,False,0.00005000,8.70000000,0.00014579,1,3,2489.12163461,2489.12163461,0.07474460,10,0.00000000,vegetative,65.79192950,0.33081242,0.55032886,473701.89241225
236,1,MS,1.18539627,False,0.00005000,8.10000000,0.00014203,1,3,2317.45807360,2317.45807360,0.07484824,10,0.00000000,vegetative,66.11379868,0.31554955,0.53203389,476019.35048585
237,1,MS,1.08314221,False,0.00005000,7.50000000,0.00013271,1,3,2145.79451259,2145.79451259,0.07494412,10,0.00000000,vegetative,66.41182569,0.30080870,0.51264170,478165.14499844
238,1,MS,0.99076640,False,0.00005000,7.00000000,0.00013060,1,3,2002.74154509,2002.74154509,0.07503351,10,0.00000000,vegetative,66.68998424,0.28893953,0.49474300,480167.88654353
239,1,MS,0.91824724,False,0.00005000,6.50000000,0.00012615,1,3,1859.68857758,1859.68857758,0.07511639,10,0.00000000,vegetative,66.94827432,0.27738026,0.48606952,482027.57512111
240,1,MS,0.84554564,False,0.00005000,6.10000000,0.00011434,1,3,1745.24620357,1745.24620357,0.07519404,10,0.00000000,vegetative,67.19066963,0.26835034,0.46832306,483772.82132468
241,1,MS,0.78233661,False,0.00005000,5.60000000,0.00011144,1,3,1602.19323607,1602.19323607,0.07526520,10,0.00000000,vegetative,67.41319647,0.25751374,0.45288636,485375.01456075
242,1,MS,0.71433596,False,0.00005000,5.10000000,0.00011113,1,3,1459.14026856,1459.14026856,0.07532990,10,0.00000000,vegetative,67.61585484,0.24716886,0.43044206,486834.15482931
243,1,MS,0.66611772,False,0.00005000,4.50000000,0.00010351,1,3,1287.47670756,1287.47670756,0.07538689,10,0.00000000,vegetative,67.79467105,0.23530841,0.42328696,488121.63153687
244,1,MS,0.62118153,False,0.00005000,4.30000000,0.00011274,1,3,1230.25552055,1230.25552055,0.07544130,10,0.00000000,vegetative,67.96553987,0.23137625,0.42509265,489351.88705742
245,1,MS,0.57609862,False,0.00005000,4.00000000,0.00010224,1,3,1144.42374005,1144.42374005,0.07549185,10,0.00000000,vegetative,68.12448761,0.22558149,0.41225278,490496.31079747
246,1,MS,0.53489758,False,0.00005000,3.70000000,0.00009664,1,3,1058.59195955,1058.59195955,0.07553855,10,0.00000000,vegetative,68.27151427,0.21993547,0.40090942,491554.90275702
247,1,MS,0.50782069,False,0.00005000,3.30000000,0.00026712,1,3,944.14958554,944.14958554,0.07558014,10,0.00000000,vegetative,68.40264616,0.21288115,1.36584432,492499.05234256
248,1,MS,0.58183040,False,0.00005000,3.60000000,0.00089503,1,3,1029.98136604,1029.98136604,0.07562550,10,0.00000000,vegetative,68.54569913,0.21831639,1.44044580,493529.03370860
249,1,MS,0.76648417,False,0.00005000,4.60000000,0.00124170,1,3,1316.08730106,1316.08730106,0.07568346,10,0.00000000,vegetative,68.72848903,0.23652825,1.75402017,494845.12100966
250,1,MS,1.01244740,False,0.00005000,5.90000000,0.00103271,1,3,1688.02501657,1688.02501657,0.07575792,10,0.00000000,vegetative,68.96293695,0.26250841,1.49154475,496533.14602623
251,1,MS,1.32973010,False,0.00005000,7.60000000,0.00128988,1,3,2174.40510609,2174.40510609,0.07585415,10,0.00000000,vegetative,69.26493766,0.30191375,1.71145611,498707.55113232
252,1,MS,1.65193477,False,0.00005000,9.30000000,0.00114197,1,3,2664.15073593,2664.15073593,0.07597267,10,0.00000000,vegetative,69.63495859,0.34757709,1.62813680,501371.70186825
253,1,MS,1.94809836,False,0.00005000,10.90000000,0.00143883,1,3,3188.45696226,3188.45696226,0.07611553,10,0.00000000,vegetative,70.07779984,0.39760386,1.87122304,504560.15883051
254,1,MS,2.30570319,False,0.00005000,12.10000000,0.00197566,1,3,3639.60764236,3639.60764236,0.07627990,10,0.00000000,vegetative,70.58330090,0.44239190,2.51698747,508199.76647287
