t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
86,1,MS,4,sheath,StemElement,0.00000000,0.00039487,0.00000000,0.00042709,0.63773000,95.82676077,4.40983014,0.00051264,0.00488040,0.17289033,0.00020993,0.00000000,0.00000015,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00177553,0.13386402,0.00000016,0.00000000,0.00012469,4.04090008,0.00000000,0.00000000,0.36530483,0.10341426,0.00000055,6.56334612,NA,6.40712441,0.01793772,NA,0.00686202,0.00002142,0.00042709,0.00000536,0.05000000,0.02919000,False,False,0.00037999,0.00002961,11371.16918619,0.00002961,1.00000000,0.00040487,0.33679240,0.00000000,0.00000000,0.00559175,0.25095262,0.00177553,-0.00000049,0.00448990
86,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.43829372,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00008158,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
87,1,MS,1,blade,LeafElement1,0.00000000,0.01794170,0.00000000,0.00008349,0.58866481,37.33370534,3.70391117,0.05179952,0.72358292,0.07605599,0.00860219,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001783,0.10917592,0.20116351,0.00000013,0.00000000,0.00010194,4.04166384,0.00000000,0.00000000,22.24551258,0.11208720,0.00002189,6.68665532,0.00300000,275.23918428,2.48955546,NA,0.79940005,0.00085336,0.00008349,0.00019533,0.05000000,0.03889830,False,False,0.08200000,0.00410677,4450.55414490,0.00410677,1.00000000,0.02454360,18.29167140,0.00000000,0.00000000,0.30215930,34.67498708,0.10919375,-0.00004339,0.00232481
87,1,MS,1,sheath,StemElement,0.00000000,0.03280114,0.00000000,0.58051557,0.06265674,4.72242515,7.85099420,0.04142064,0.20022185,0.03628765,0.01572657,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000205,0.02126695,0.01437856,0.00000044,0.00000000,0.00034634,4.05226922,0.00000000,0.00000000,4.38658470,0.09956916,0.00004003,6.50849120,NA,275.23918428,1.04599114,NA,0.70554417,0.00156013,0.58051557,0.00040201,0.05000000,0.01425000,False,False,0.02850000,0.00171000,1592.41890857,0.00171000,1.00000000,0.04529929,2.72987928,0.00000000,0.00000000,0.01591461,14.32657189,0.02126900,-0.00000791,0.00448990
87,1,MS,2,blade,LeafElement1,0.00000000,0.02230597,0.00000000,0.00010361,0.49380549,50.14041668,4.22886741,0.06983484,0.97949654,0.08704859,0.01069464,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00002843,0.14740016,0.22579817,0.00000008,0.00000000,0.00006725,4.04680379,0.00000000,0.00000000,29.98949712,0.11291373,0.00002722,6.69837631,0.00330000,195.23918428,2.94543024,NA,1.07513085,0.00106094,0.00010361,0.00024107,0.05000000,0.05473010,False,False,0.09200000,0.00483764,5229.44542200,0.00483764,1.00000000,0.03051434,25.31549546,0.00000000,0.00000000,0.47803144,40.97849718,0.14742859,-0.00007628,0.00255729
87,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.04730497,5.01634406,0.00000000,0.07100996,0.01938667,0.24481860,0.03434070,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000335,0.03441432,0.00000000,0.00000057,0.00000000,0.00044908,4.03042191,0.00000000,0.00000000,5.57285651,0.00000000,0.00000000,10.00000000,NA,195.23918428,1.36907569,NA,0.00850859,0.00000000,8.11245806,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.38949511,0.00000000,0.00000000,0.00000000,19.10347642,0.03441767,0.00000000,0.00448990
87,1,MS,2,sheath,StemElement,0.00000000,0.00059710,0.00000000,0.00119505,0.48244149,6.13440256,3.12853249,0.00072516,0.00407636,0.04171505,0.00028628,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00057474,0.02420785,0.00000066,0.00000000,0.00052414,4.02403329,0.00000000,0.00000000,0.11844216,0.10331405,0.00000073,6.56191792,NA,195.23918428,0.02388985,NA,0.00657664,0.00002840,0.00119505,0.00000705,0.05000000,0.02875000,False,False,0.00050000,0.00004000,2003.10863927,0.00004000,1.00000000,0.00081454,0.08026660,0.00000000,0.00000000,0.00048358,0.33316672,0.00057474,-0.00000002,0.00448990
87,1,MS,3,blade,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00400000,34.83873900,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,False,True,0.00099000,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00099000,0.00000000,0.00000000,0.00000000,NA,NA,NA
87,1,MS,3,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00002090,0.00000000,NA,NA,NA,NA,NA,0.27972459,NA,NA,NA,NA,NA,NA,26.17348287,0.11292530,NA,6.69832166,0.00400000,115.23918428,2.24000000,NA,0.46295991,NA,0.00000000,0.00000000,0.05000000,0.05104960,False,True,0.00001000,0.00417081,0.00000000,0.00000000,1.00000000,0.00000000,22.44062573,0.00001000,0.00417081,0.00000000,24.53417647,NA,0.00000000,0.00041484
87,1,MS,3,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.04876692,10.22424002,0.00000000,0.00000000,0.02783994,0.18494624,0.07036653,0.00000000,0.00000000,0.00001010,NA,NA,0.00000000,0.00000000,0.00000224,0.06239983,0.00000000,0.00000091,0.00000000,0.00072185,4.03825091,0.00000000,0.00000000,10.11439972,0.00000000,0.00000000,10.00000000,NA,34.83873900,1.21980482,NA,0.00000000,0.00000000,10.16162059,0.00040835,0.00000000,NA,False,False,0.02895000,0.00201801,4934.92763799,0.00201801,1.00000000,0.00000000,8.17316632,0.00000000,0.00000000,0.00000000,16.88451024,0.06240207,0.00000000,0.00448990
87,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01466534,2.38600368,0.00000000,2.24071255,0.00029786,0.00170054,0.17820463,0.00000000,0.00000000,0.00000027,NA,NA,0.00000000,0.00000000,0.00000000,0.00414851,0.00000000,0.00002119,0.00000000,0.01678869,4.01871021,0.00000000,0.00000000,0.67457669,0.00000000,0.00000000,10.00000000,0.00320463,8.40935079,0.03152887,NA,0.00624439,0.00000000,0.01466534,0.00000254,0.00000000,NA,False,False,0.00100000,0.00005303,11767.88739748,0.00005303,1.00000000,0.00000000,0.62410947,0.00000000,0.00000000,0.00000000,0.44110721,0.00414851,0.00000000,0.00248338
87,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.83873900,0.00000000,NA,0.00000000,NA,0.00000000,0.00000014,NA,NA,True,False,0.00001007,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
87,1,MS,4,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.05243920,16.24295326,0.00000000,0.00000000,0.02242851,0.05656899,0.16326216,0.00000000,0.00000000,0.00000562,NA,NA,0.00000000,0.00000000,0.00000038,0.08052203,0.00000000,0.00000547,0.00000000,0.00434055,4.04235118,0.00000000,0.00000000,13.07305881,0.00000000,0.00000000,10.00000000,NA,6.80756969,0.68118721,NA,0.00000000,0.00000000,8.78743711,0.00040821,0.00000000,NA,False,False,0.02893993,0.00112303,10971.48748204,0.00112303,1.00000000,0.00000000,11.99048148,0.00000000,0.00000000,0.00000000,9.36311093,0.08052241,0.00000000,0.00448990
87,1,MS,4,sheath,StemElement,0.00000000,0.00045423,0.00000000,0.00042709,0.65854697,57.74028489,4.34041684,0.00055329,0.00330510,0.17291712,0.00021778,0.00000000,0.00000015,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00176968,0.13390429,0.00000050,0.00000000,0.00039885,4.02349162,0.00000000,0.00000000,0.36514319,0.10341426,0.00000055,6.56334612,NA,6.80756969,0.01767591,NA,0.00675401,0.00002160,0.00042709,0.00000536,0.05000000,0.02919000,False,False,0.00037999,0.00002961,11374.59019806,0.00002961,1.00000000,0.00061879,0.33689257,0.00000000,0.00000000,0.00336930,0.24661549,0.00176968,-0.00000049,0.00448990
87,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.83873900,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00008158,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
88,1,MS,1,blade,LeafElement1,0.00000000,0.01986797,0.00000000,0.00008375,0.61026612,22.47901789,3.63803545,0.04112174,0.52929867,0.07591877,0.00890630,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001304,0.10859403,0.20132066,0.00000033,0.00000000,0.00025859,4.02078718,0.00000000,0.00000000,22.21610652,0.11208720,0.00002189,6.68665532,0.00300000,275.63962955,2.44605880,NA,0.78518236,0.00086058,0.00008375,0.00019533,0.05000000,0.03889830,False,False,0.08200000,0.00410677,4454.03085951,0.00410677,1.00000000,0.03329899,18.30576201,0.00000000,0.00000000,0.18193331,34.02341837,0.10860707,-0.00004339,0.00232481
88,1,MS,1,sheath,StemElement,0.00000000,0.03632275,0.00000000,0.57952427,0.06500539,2.84342201,7.72029273,0.04037952,0.17654694,0.03628443,0.01628254,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000181,0.02113410,0.01441469,0.00000064,0.00000000,0.00050217,4.03614475,0.00000000,0.00000000,4.37918241,0.09956916,0.00004003,6.50849120,NA,275.63962955,1.03178360,NA,0.69379844,0.00157332,0.57952427,0.00040201,0.05000000,0.01425000,False,False,0.02850000,0.00171000,1596.42063027,0.00171000,1.00000000,0.06130597,2.73668453,0.00000000,0.00000000,0.00958235,14.10046080,0.02113591,-0.00000791,0.00448990
88,1,MS,2,blade,LeafElement1,0.00000000,0.02470079,0.00000000,0.00010363,0.51221708,30.19007391,4.15331562,0.05273261,0.68488726,0.08687705,0.01107272,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001988,0.14656171,0.22595263,0.00000025,0.00000000,0.00019524,4.02386165,0.00000000,0.00000000,29.94999696,0.11291373,0.00002722,6.69837631,0.00330000,195.63962955,2.88884594,NA,1.05592286,0.00106991,0.00010363,0.00024107,0.05000000,0.05473010,False,False,0.09200000,0.00483764,5233.02266314,0.00483764,1.00000000,0.04139946,25.33257960,0.00000000,0.00000000,0.28782777,40.15288382,0.14658159,-0.00007628,0.00255729
88,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.06362974,5.01449758,0.00000000,0.06967161,0.01885899,0.22382175,0.03421929,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000306,0.03420298,0.00000000,0.00000074,0.00000000,0.00058424,4.01410138,0.00000000,0.00000000,5.55191355,0.00000000,0.00000000,10.00000000,NA,195.63962955,1.35039780,NA,0.00834823,0.00000000,8.11005158,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.38723004,0.00000000,0.00000000,0.00000000,18.80677363,0.03420604,0.00000000,0.00448990
88,1,MS,2,sheath,StemElement,0.00000000,0.00066121,0.00000000,0.00119502,0.49699946,3.69358850,3.08300668,0.00075129,0.00346181,0.04173984,0.00029640,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00057224,0.02425083,0.00000108,0.00000000,0.00085077,4.00820081,0.00000000,0.00000000,0.11826760,0.10331405,0.00000073,6.56191792,NA,195.63962955,0.02357427,NA,0.00648094,0.00002864,0.00119502,0.00000705,0.05000000,0.02875000,False,False,0.00050000,0.00004000,2006.66502293,0.00004000,1.00000000,0.00110592,0.08040762,0.00000000,0.00000000,0.00029117,0.32805952,0.00057224,-0.00000002,0.00448990
88,1,MS,3,blade,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00400000,35.23918428,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,False,True,0.00099000,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00099000,0.00000000,0.00000000,0.00000000,NA,NA,NA
88,1,MS,3,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00002090,0.00000000,NA,NA,NA,NA,NA,0.27972459,NA,NA,NA,NA,NA,NA,26.17348287,0.11292530,NA,6.69832166,0.00400000,115.63962955,2.24000000,NA,0.46295991,NA,0.00000000,0.00000000,0.05000000,0.05104960,False,True,0.00001000,0.00417081,0.00000000,0.00000000,1.00000000,0.00000000,22.44062573,0.00001000,0.00417081,0.00000000,24.53417647,NA,0.00000000,0.00041484
88,1,MS,3,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.06516236,10.21490564,0.00000000,0.00000000,0.02710103,0.16558685,0.07016882,0.00000000,0.00000000,0.00001010,NA,NA,0.00000000,0.00000000,0.00000200,0.06206112,0.00000000,0.00000127,0.00000000,0.00099985,4.02198885,0.00000000,0.00000000,10.08528167,0.00000000,0.00000000,10.00000000,NA,35.23918428,1.20317776,NA,0.00000000,0.00000000,10.15948802,0.00040835,0.00000000,NA,False,False,0.02895000,0.00201801,4934.92763799,0.00201801,1.00000000,0.00000000,8.16067533,0.00000000,0.00000000,0.00000000,16.62151036,0.06206312,0.00000000,0.00448990
88,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01466556,2.46909262,0.00000000,2.19848113,0.00024785,0.00103395,0.17809804,0.00000000,0.00000000,0.00000027,NA,NA,0.00000000,0.00000000,0.00000000,0.00413526,0.00000000,0.00009381,0.00000000,0.07389790,4.00192271,0.00000000,0.00000000,0.67422000,0.00000000,0.00000000,10.00000000,0.00320463,8.80979607,0.03108830,NA,0.00612670,0.00000000,0.01466556,0.00000254,0.00000000,NA,False,False,0.00100000,0.00005303,11769.56842562,0.00005303,1.00000000,0.00000000,0.62419335,0.00000000,0.00000000,0.00000000,0.43434112,0.00413526,0.00000000,0.00248338
88,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.23918428,0.00000000,NA,0.00000000,NA,0.00000000,0.00000014,NA,NA,True,False,0.00001007,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
88,1,MS,4,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.06898793,16.23626762,0.00000000,0.00000000,0.02168486,0.04391508,0.16297214,0.00000000,0.00000000,0.00000562,NA,NA,0.00000000,0.00000000,0.00000030,0.08016607,0.00000000,0.00001169,0.00000000,0.00921881,4.02594057,0.00000000,0.00000000,13.04996874,0.00000000,0.00000000,10.00000000,NA,7.20801497,0.67180471,NA,0.00000000,0.00000000,8.78624932,0.00040821,0.00000000,NA,False,False,0.02893993,0.00112303,10971.48748204,0.00112303,1.00000000,0.00000000,11.97677392,0.00000000,0.00000000,0.00000000,9.21642440,0.08016637,0.00000000,0.00448990
88,1,MS,4,sheath,StemElement,0.00000000,0.00050299,0.00000000,0.00042709,0.67990936,34.76603475,4.27242227,0.00057396,0.00220062,0.17294184,0.00022548,0.00000000,0.00000015,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00176420,0.13394412,0.00000170,0.00000000,0.00134309,4.00763179,0.00000000,0.00000000,0.36500839,0.10341426,0.00000055,6.56334612,NA,7.20801497,0.01744206,NA,0.00664820,0.00002179,0.00042709,0.00000536,0.05000000,0.02919000,False,False,0.00037999,0.00002961,11377.97316403,0.00002961,1.00000000,0.00084045,0.33699162,0.00000000,0.00000000,0.00202869,0.24274638,0.00176420,-0.00000049,0.00448990
88,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.23918428,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00008158,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
89,1,MS,1,blade,LeafElement1,0.00000000,0.02149590,0.00000000,0.00008467,0.63257306,13.53152740,3.57343304,0.03608425,0.41596451,0.07584837,0.00920406,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001025,0.10815274,0.20147574,0.00000067,0.00000000,0.00052950,4.00406331,0.00000000,0.00000000,22.19595518,0.11208720,0.00002189,6.68665532,0.00300000,276.04007483,2.41198318,NA,0.77123949,0.00086783,0.00008467,0.00019533,0.05000000,0.03889830,False,False,0.08200000,0.00410677,4457.46192797,0.00410677,1.00000000,0.04235499,18.31968629,0.00000000,0.00000000,0.10951704,33.47410318,0.10816299,-0.00004339,0.00232481
89,1,MS,1,sheath,StemElement,0.00000000,0.03929893,0.00000000,0.57853488,0.06743220,1.71163362,7.59219742,0.04134049,0.15604251,0.03635488,0.01682692,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000160,0.02104600,0.01445063,0.00000092,0.00000000,0.00072323,4.02330874,0.00000000,0.00000000,4.37484358,0.09956916,0.00004003,6.50849120,NA,276.04007483,1.02066795,NA,0.68228692,0.00158658,0.57853488,0.00040201,0.05000000,0.01425000,False,False,0.02850000,0.00171000,1600.40031059,0.00171000,1.00000000,0.07786220,2.74346134,0.00000000,0.00000000,0.00576822,13.89491515,0.02104760,-0.00000791,0.00448990
89,1,MS,2,blade,LeafElement1,0.00000000,0.02672471,0.00000000,0.00010436,0.53125321,18.17329450,4.07922116,0.04495922,0.51869659,0.08679424,0.01144292,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001506,0.14594907,0.22610512,0.00000057,0.00000000,0.00044656,4.00625190,0.00000000,0.00000000,29.92449624,0.11291373,0.00002722,6.69837631,0.00330000,196.04007483,2.84644813,NA,1.03708537,0.00107893,0.00010436,0.00024107,0.05000000,0.05473010,False,False,0.09200000,0.00483764,5236.55416423,0.00483764,1.00000000,0.05265830,25.34947668,0.00000000,0.00000000,0.17326155,39.47534175,0.14596413,-0.00007628,0.00255729
89,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.07909330,5.01257872,0.00000000,0.06835846,0.01730468,0.20088418,0.03409070,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000275,0.03399022,0.00000000,0.00000102,0.00000000,0.00080361,3.99858162,0.00000000,0.00000000,5.53218566,0.00000000,0.00000000,10.00000000,NA,196.04007483,1.33296710,NA,0.00819088,0.00000000,8.10760916,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.38493284,0.00000000,0.00000000,0.00000000,18.53400264,0.03399297,0.00000000,0.00448990
89,1,MS,2,sheath,StemElement,0.00000000,0.00071539,0.00000000,0.00119500,0.51185450,2.22340203,3.03845125,0.00077409,0.00300801,0.04178073,0.00030631,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00057001,0.02429344,0.00000165,0.00000000,0.00128979,3.99398914,0.00000000,0.00000000,0.11812912,0.10331405,0.00000073,6.56191792,NA,196.04007483,0.02329596,NA,0.00638728,0.00002888,0.00119500,0.00000705,0.05000000,0.02875000,False,False,0.00050000,0.00004000,2010.19046371,0.00004000,1.00000000,0.00140730,0.08054745,0.00000000,0.00000000,0.00017527,0.32342568,0.00057001,-0.00000002,0.00448990
89,1,MS,3,blade,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00400000,35.63962955,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,False,True,0.00099000,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00099000,0.00000000,0.00000000,0.00000000,NA,NA,NA
89,1,MS,3,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00002090,0.00000000,NA,NA,NA,NA,NA,0.27972459,NA,NA,NA,NA,NA,NA,26.17348287,0.11292530,NA,6.69832166,0.00400000,116.04007483,2.24000000,NA,0.46295991,NA,0.00000000,0.00000000,0.05000000,0.05104960,False,True,0.00001000,0.00417081,0.00000000,0.00000000,1.00000000,0.00000000,22.44062573,0.00001000,0.00417081,0.00000000,24.53417647,NA,0.00000000,0.00041484
89,1,MS,3,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.08066340,10.20554993,0.00000000,0.00000000,0.02561975,0.14524474,0.06996682,0.00000000,0.00000000,0.00001010,NA,NA,0.00000000,0.00000000,0.00000176,0.06172915,0.00000000,0.00000188,0.00000000,0.00147327,4.00668250,0.00000000,0.00000000,10.05741800,0.00000000,0.00000000,10.00000000,NA,35.63962955,1.18781819,NA,0.00000000,0.00000000,10.15732377,0.00040835,0.00000000,NA,False,False,0.02895000,0.00201801,4934.92763799,0.00201801,1.00000000,0.00000000,8.14817124,0.00000000,0.00000000,0.00000000,16.38019664,0.06173091,0.00000000,0.00448990
89,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01467100,2.55455830,0.00000000,2.15704475,0.00020727,0.00050763,0.17800387,0.00000000,0.00000000,0.00000027,NA,NA,0.00000000,0.00000000,0.00000000,0.00412305,0.00000000,0.00075746,0.00000000,0.59342653,3.98685631,0.00000000,0.00000000,0.67391049,0.00000000,0.00000000,10.00000000,0.00320463,9.21024134,0.03070022,NA,0.00601122,0.00000000,0.01467100,0.00000254,0.00000000,NA,False,False,0.00100000,0.00005303,11771.15026324,0.00005303,1.00000000,0.00000000,0.62427192,0.00000000,0.00000000,0.00000000,0.42819380,0.00412305,0.00000000,0.00248338
89,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.63962955,0.00000000,NA,0.00000000,NA,0.00000000,0.00000014,NA,NA,True,False,0.00001007,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
89,1,MS,4,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.08452327,16.22956720,0.00000000,0.00000000,0.02075636,0.03250382,0.16268430,0.00000000,0.00000000,0.00000562,NA,NA,0.00000000,0.00000000,0.00000022,0.07982590,0.00000000,0.00002881,0.00000000,0.02258417,4.01084918,0.00000000,0.00000000,13.02778284,0.00000000,0.00000000,10.00000000,NA,7.60846024,0.66333656,NA,0.00000000,0.00000000,8.78504790,0.00040821,0.00000000,NA,False,False,0.02893993,0.00112303,10971.48748204,0.00112303,1.00000000,0.00000000,11.96305616,0.00000000,0.00000000,0.00000000,9.08279430,0.07982612,0.00000000,0.00448990
89,1,MS,4,sheath,StemElement,0.00000000,0.00054421,0.00000000,0.00042713,0.70182240,20.92785165,4.20582419,0.00059218,0.00147506,0.17298291,0.00023302,0.00000000,0.00000015,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00175921,0.13398350,0.00000566,0.00000000,0.00443412,3.99339752,0.00000000,0.00000000,0.36490016,0.10341426,0.00000055,6.56334612,NA,7.60846024,0.01723586,NA,0.00654457,0.00002197,0.00042713,0.00000536,0.05000000,0.02919000,False,False,0.00037999,0.00002961,11381.31849071,0.00002961,1.00000000,0.00106972,0.33708959,0.00000000,0.00000000,0.00122120,0.23926200,0.00175921,-0.00000049,0.00448990
89,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.63962955,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00008158,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
90,1,MS,1,blade,LeafElement1,0.00000000,0.02291085,0.00000000,0.00008658,0.65560249,8.14636282,3.51008166,0.03347006,0.34381321,0.07581055,0.00949528,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000847,0.10778473,0.20162899,0.00000119,0.00000000,0.00093246,3.98973369,0.00000000,0.00000000,22.18105331,0.11208720,0.00002189,6.68665532,0.00300000,276.44052010,2.38331349,NA,0.75756662,0.00087512,0.00008658,0.00019533,0.05000000,0.03889830,False,False,0.08200000,0.00410677,4460.85249794,0.00410677,1.00000000,0.05170549,18.33345410,0.00000000,0.00000000,0.06593236,32.98829988,0.10779320,-0.00004339,0.00232481
90,1,MS,1,sheath,StemElement,0.00000000,0.04188576,0.00000000,0.57754745,0.06993918,1.03045193,7.46666303,0.04275502,0.14068592,0.03645490,0.01735933,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000144,0.02097596,0.01448641,0.00000126,0.00000000,0.00098168,4.01214114,0.00000000,0.00000000,4.37206177,0.09956916,0.00004003,6.50849120,NA,276.44052010,1.01113395,NA,0.67100554,0.00159990,0.57754745,0.00040201,0.05000000,0.01425000,False,False,0.02850000,0.00171000,1604.36335806,0.00171000,1.00000000,0.09495684,2.75021353,0.00000000,0.00000000,0.00347263,13.70635861,0.02097740,-0.00000791,0.00448990
