t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
28,1,MS,roots,0.03338591,48.97580420,0.32106099,0.31948001,0.06934755,0.00000245,0.57208122,0.00018561,NA,0.10773399,0.00000000,NA,NA,NA,0.07398364,1.15292662,1.46725940,NA,1.23696855,NA,NA,14.75990420,5.65546819,244.87902102,0.00000000,NA,1.50172787,8.74039062,0.00009348,0.03708349,13.44899717,NA,0.00000000,0.00131972,0.00000000,NA,NA,128.56274170,3.34793866,0.18171763
29,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70497064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.42606527,NA,NA
29,1,MS,roots,0.03361075,54.80335249,0.30335876,0.31077264,0.06917753,0.00000255,0.59074130,0.00018609,NA,0.10818475,0.00000000,NA,NA,NA,0.07401180,1.16069126,1.46966871,NA,1.23534272,NA,NA,14.71039016,6.17724726,274.01676246,0.00000000,NA,1.41860308,8.71696826,0.00009411,0.03717760,13.07945509,NA,0.00000000,0.00132002,0.00000000,NA,NA,131.60448453,3.37048609,0.18219655
30,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77463192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.13880663,NA,NA
30,1,MS,roots,0.03390160,59.56716431,0.29228070,0.30231903,0.06902269,0.00000264,0.60095149,0.00018656,NA,0.10868391,0.00000000,NA,NA,NA,0.07437637,1.17073540,1.47268957,NA,1.23406953,NA,NA,14.69190877,6.54811410,297.83582153,0.00000000,NA,1.36622009,8.69377616,0.00009492,0.03727253,12.71828427,NA,0.00000000,0.00132058,0.00000000,NA,NA,135.42167362,3.39965287,0.18306028
31,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81896375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.20772272,NA,NA
31,1,MS,roots,0.03423708,63.35756269,0.28551977,0.29409087,0.06887554,0.00000274,0.60425284,0.00018704,NA,0.10921499,0.00000000,NA,NA,NA,0.07497455,1.18232049,1.47608939,NA,1.23283527,NA,NA,14.69386601,6.78853611,316.78781347,0.00000000,NA,1.33394025,8.67084111,0.00009586,0.03736839,12.36585769,NA,0.00000000,0.00132125,0.00000000,NA,NA,139.86728349,3.43329438,0.18418955
32,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84512027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.80610401,NA,NA
32,1,MS,roots,0.03459876,66.37403801,0.28134569,0.28597155,0.06871288,0.00000284,0.60240494,0.00018752,NA,0.10976294,0.00000000,NA,NA,NA,0.07572031,1.19481039,1.47965922,NA,1.23138340,NA,NA,14.70862651,6.92998495,331.87019004,0.00000000,NA,1.31410200,8.64814622,0.00009688,0.03746527,12.02137533,NA,0.00000000,0.00132159,0.00000000,NA,NA,144.79007374,3.46956329,0.18548325
33,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85736724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.01052676,NA,NA
33,1,MS,roots,0.03497062,68.72457711,0.27883919,0.27812744,0.06857591,0.00000294,0.59600992,0.00018801,NA,0.11031779,0.00000000,NA,NA,NA,0.07655302,1.20765193,1.48326221,NA,1.22957145,NA,NA,14.73109695,6.99191311,343.62288554,0.00000000,NA,1.30160182,8.62565308,0.00009792,0.03756319,11.68451503,NA,0.00000000,0.00132239,0.00000000,NA,NA,150.08481001,3.50685336,0.18687081
34,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85941503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.96304980,NA,NA
