t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
236,1,MS,2944526.42260595,10,0.00333894,2944526.42260595,1
237,1,MS,2944189.40540401,10,0.00333894,2944189.40540401,1
238,1,MS,2943859.35223687,10,0.00333894,2943859.35223687,1
239,1,MS,2943536.04171379,10,0.00333894,2943536.04171379,1
240,1,MS,2943219.27173938,10,0.00333894,2943219.27173938,1
241,1,MS,2942899.58777350,10,0.00333894,2942899.58777350,1
242,1,MS,2942567.62926049,10,0.00333894,2942567.62926049,1
243,1,MS,2942223.27618577,10,0.00333894,2942223.27618577,1
244,1,MS,2941867.15735124,10,0.00333894,2941867.15735124,1
245,1,MS,2941499.72222038,10,0.00333894,2941499.72222038,1
246,1,MS,2941121.20317849,10,0.00333894,2941121.20317849,1
247,1,MS,2940732.14359595,10,0.00333894,2940732.14359595,1
248,1,MS,2940332.99085137,10,0.00333894,2940332.99085137,1
249,1,MS,2939924.36197818,10,0.00333894,2939924.36197818,1
250,1,MS,2939506.79150058,10,0.00333894,2939506.79150058,1
251,1,MS,2939080.65974649,10,0.00333894,2939080.65974649,1
252,1,MS,2938646.35924541,10,0.00333894,2938646.35924541,1
253,1,MS,2938211.99051784,10,0.00333894,2938211.99051784,1
254,1,MS,2937785.61912918,10,0.00333894,2937785.61912918,1
255,1,MS,2937367.84464749,10,0.00333894,2937367.84464749,1
256,1,MS,2936958.84259333,10,0.00333894,2936958.84259333,1
257,1,MS,2936558.58715349,10,0.00333894,2936558.58715349,1
258,1,MS,2936166.91585200,10,0.00333894,2936166.91585200,1
259,1,MS,2935783.62250100,10,0.00333894,2935783.62250100,1
260,1,MS,2935408.46354326,10,0.00333894,2935408.46354326,1
261,1,MS,2935041.19349166,10,0.00333894,2935041.19349166,1
262,1,MS,2934681.57259875,10,0.00333894,2934681.57259875,1
263,1,MS,2934329.36777977,10,0.00333894,2934329.36777977,1
264,1,MS,2933984.34145258,10,0.00333894,2933984.34145258,1
265,1,MS,2933635.95003131,10,0.00333894,2933635.95003131,1
266,1,MS,2933273.69032664,10,0.00333894,2933273.69032664,1
267,1,MS,2932897.68050339,10,0.00333894,2932897.68050339,1
268,1,MS,2932508.57758868,10,0.00333894,2932508.57758868,1
269,1,MS,2932106.91608307,10,0.00333894,2932106.91608307,1
270,1,MS,2931693.15554253,10,0.00333894,2931693.15554253,1
271,1,MS,2931267.94814013,10,0.00333894,2931267.94814013,1
272,1,MS,2930831.96311932,10,0.00333894,2930831.96311932,1
273,1,MS,2930385.94598799,10,0.00333894,2930385.94598799,1
274,1,MS,2929930.28695644,10,0.00333894,2929930.28695644,1
275,1,MS,2929465.48277198,10,0.00333894,2929465.48277198,1
276,1,MS,2928992.01177726,10,0.00333894,2928992.01177726,1
277,1,MS,2928518.53449944,10,0.00333894,2928518.53449944,1
278,1,MS,2928054.02303110,10,0.00333894,2928054.02303110,1
279,1,MS,2927599.09000371,10,0.00333894,2927599.09000371,1
280,1,MS,2927153.88162819,10,0.00333894,2927153.88162819,1
281,1,MS,2926718.38015424,10,0.00333894,2926718.38015424,1
282,1,MS,2926292.30934536,10,0.00333894,2926292.30934536,1
283,1,MS,2925875.41866869,10,0.00333894,2925875.41866869,1
284,1,MS,2925467.55121102,10,0.00333894,2925467.55121102,1
285,1,MS,2925068.17555565,10,0.00333894,2925068.17555565,1
286,1,MS,2924677.13385047,10,0.00333894,2924677.13385047,1
287,1,MS,2924294.18625219,10,0.00333894,2924294.18625219,1
288,1,MS,2923919.06930060,10,0.00333894,2923919.06930060,1
289,1,MS,2923540.49904131,10,0.00333894,2923540.49904131,1
290,1,MS,2923147.37941563,10,0.00333894,2923147.37941563,1
291,1,MS,2922739.79481344,10,0.00333894,2922739.79481344,1
292,1,MS,2922318.18427361,10,0.00333894,2922318.18427361,1
293,1,MS,2921883.22997093,10,0.00333894,2921883.22997093,1
294,1,MS,2921435.44513657,10,0.00333894,2921435.44513657,1
295,1,MS,2920975.87117908,10,0.00333894,2920975.87117908,1
296,1,MS,2920504.96514286,10,0.00333894,2920504.96514286,1
297,1,MS,2920023.33183579,10,0.00333894,2920023.33183579,1
298,1,MS,2919531.56905621,10,0.00333894,2919531.56905621,1
299,1,MS,2919030.22203520,10,0.00333894,2919030.22203520,1
300,1,MS,2918519.68931574,10,0.00333894,2918519.68931574,1
301,1,MS,2918009.25069964,10,0.00333894,2918009.25069964,1
302,1,MS,2917508.73198869,10,0.00333894,2917508.73198869,1
303,1,MS,2917018.67894113,10,0.00333894,2917018.67894113,1
304,1,MS,2916539.19551644,10,0.00333894,2916539.19551644,1
305,1,MS,2916070.13772190,10,0.00333894,2916070.13772190,1
306,1,MS,2915611.26722461,10,0.00333894,2915611.26722461,1
307,1,MS,2915162.31701525,10,0.00333894,2915162.31701525,1
308,1,MS,2914722.98122595,10,0.00333894,2914722.98122595,1
309,1,MS,2914293.01156553,10,0.00333894,2914293.01156553,1
310,1,MS,2913871.98290941,10,0.00333894,2913871.98290941,1
311,1,MS,2913459.75306346,10,0.00333894,2913459.75306346,1
312,1,MS,2913055.86879275,10,0.00333894,2913055.86879275,1
313,1,MS,2912647.85059996,10,0.00333894,2912647.85059996,1
314,1,MS,2912223.32176920,10,0.00333894,2912223.32176920,1
