t,plant,axis,metamer,AA_consumption_mstruct,D_Fructan,D_Proteins,LSIW,LSSW,Nstruct,Respi_growth,SSLW,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,amino_acids,delta_internode_L,delta_internode_distance_to_emerge,delta_internode_pseudo_age,delta_leaf_L,delta_leaf_pseudo_age,delta_leaf_pseudostem_length,fructan,hiddenzone_age,internode_L,internode_Lmax,internode_Lmax_lig,internode_distance_to_emerge,internode_enclosed_Nstruct,internode_enclosed_mstruct,internode_is_growing,internode_is_remobilizing,internode_is_visible,internode_pseudo_age,is_over,lamina_Lmax,leaf_L,leaf_Lmax,leaf_Lmax_em,leaf_Wmax,leaf_enclosed_Nstruct,leaf_enclosed_mstruct,leaf_is_emerged,leaf_is_growing,leaf_is_remobilizing,leaf_pseudo_age,leaf_pseudostem_length,mean_conc_sucrose,mstruct,nb_replications,proteins,ratio_DZ,sheath_Lmax,sucrose,sucrose_consumption_mstruct
235,1,MS,6,0.00001394,0.39236815,7.51658628,NA,NA,0.00000007,0.00046603,NA,118.73682264,31.18886061,0.00035634,0.00285192,0.00028365,0.00000047,-0.00000174,0.00000000,0.00000645,0.00000000,-0.00000221,0.39236815,2872116.61273252,0.00006866,NA,NA,0.03067551,0.00000000,0.00000019,True,False,False,0.00000000,False,NA,0.00193836,NA,NA,NA,0.00000007,0.00001460,False,True,False,0.00000000,0.03060732,7099.73603203,0.00001479,1,0.35045280,1.00000000,NA,0.12269654,0.00139808
235,1,MS,7,0.00000346,0.12666407,7.85255307,NA,NA,0.00000002,0.00011575,NA,118.73694321,31.19349136,0.00010931,0.00091260,0.00008824,0.00000000,0.00000000,0.00000000,0.00000244,0.00000000,0.00000000,0.12666407,2324196.61273248,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00077114,NA,NA,NA,0.00000002,0.00000460,False,True,False,0.00000000,0.03100865,NA,0.00000460,1,0.11387566,1.00000000,NA,0.03816319,0.00034726
235,1,MS,8,0.00000104,0.04645177,8.26665952,NA,NA,0.00000001,0.00003487,NA,118.73701730,31.19631658,0.00003834,0.00033659,0.00003150,0.00000000,0.00000000,0.00000000,0.00000096,0.00000000,0.00000000,0.04645177,1776276.61273246,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00033219,NA,NA,NA,0.00000001,0.00000164,False,True,False,0.00000000,0.03100865,NA,0.00000164,1,0.04279069,1.00000000,NA,0.01362212,0.00010460
235,1,MS,9,0.00000045,0.02118648,8.40556702,NA,NA,0.00000000,0.00001496,NA,118.73706288,31.19785712,0.00001724,0.00015385,0.00001425,0.00000000,0.00000000,0.00000000,0.00000050,0.00000000,0.00000000,0.02118648,1228356.61273246,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017525,NA,NA,NA,0.00000000,0.00000074,False,True,False,0.00000000,0.03100865,NA,0.00000074,1,0.01967556,1.00000000,NA,0.00616007,0.00004489
235,1,MS,10,0.00000020,0.01188361,8.80947206,NA,NA,0.00000000,0.00000680,NA,118.73708765,31.19883100,0.00000927,0.00008676,0.00000779,0.00000000,0.00000000,0.00000000,0.00000027,0.00000000,0.00000000,0.01188361,680436.61273246,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00010376,NA,NA,NA,0.00000000,0.00000041,False,True,False,0.00000000,0.03100865,NA,0.00000041,1,0.01128194,1.00000000,NA,0.00337023,0.00002040
235,1,MS,11,0.00000012,0.00095112,6.25828445,NA,NA,0.00000000,0.00000405,NA,118.73714525,31.19972313,0.00000351,0.00002398,0.00000265,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00095112,129744.26937695,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005489,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.03100865,0.00000000,0.00000014,1,0.00272736,1.00000000,NA,0.00114687,0.00001215
236,1,MS,3,0.00000000,0.01241200,1.36152667,1.00000000,0.09000000,0.00000001,0.00000000,21.00000000,118.24170660,10.28163372,0.00001233,0.00012853,0.00002562,0.00000000,0.00000000,0.00000000,0.00000000,2883.20598615,0.00000000,0.01241200,4518759.81871862,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1547319.81871862,False,0.09944334,0.13040199,0.13040199,0.12300000,0.00400000,0.00000000,0.00000000,True,False,False,2161057.22716168,0.02895000,1800.00000000,0.00000132,1,0.00566702,0.00000000,0.03095865,0.01083284,0.00000000
236,1,MS,4,0.01164054,1.06897504,0.63380802,2.80000000,0.15899955,0.00001351,0.38910434,18.41809657,0.02727076,10.43429817,0.02287570,-0.15858264,0.05239243,0.00000000,0.00000000,0.00000000,0.00027868,2883.20598615,0.00000000,4.57142731,3970839.81871867,0.00003035,NA,NA,0.03095865,0.00000000,0.00000051,True,False,False,219123.65494774,False,0.09985815,0.08321862,0.13410950,0.13300000,0.00471919,0.00001351,0.00270113,True,True,False,1440319.81871862,0.03092830,1853.99105196,0.00270164,1,5.39933391,0.00758006,0.03425135,22.17193830,1.16731301
236,1,MS,5,0.00108879,1.06900550,1.90642268,NA,NA,0.00000147,0.03639449,NA,118.24120350,20.20773289,0.00551000,0.03083984,0.00570729,0.00000176,0.00000000,0.00000000,0.00014684,2883.20598615,-0.00000175,3.79554885,3422919.81871867,0.00025630,NA,NA,0.03092830,0.00000002,0.00000447,True,False,False,0.00000000,False,0.10199891,0.02039266,0.14182606,0.14230887,NA,0.00000145,0.00028985,False,True,False,642954.93491245,0.03067376,4228.58690273,0.00029431,1,1.76923810,0.46795168,0.04030997,2.41532606,0.10918346
236,1,MS,6,0.00001409,0.39409939,7.50410665,NA,NA,0.00000007,0.00047095,NA,118.24139271,31.51861617,0.00036226,0.00286685,0.00028764,0.00000048,-0.00000175,0.00000000,0.00000651,0.00000000,-0.00000222,0.39409939,2874999.81871867,0.00006914,NA,NA,0.03067376,0.00000000,0.00000019,True,False,False,0.00000000,False,NA,0.00194487,NA,NA,NA,0.00000007,0.00001464,False,True,False,0.00000000,0.03060510,7105.10981445,0.00001483,1,0.35080441,1.00000000,NA,0.12166806,0.00141286
236,1,MS,7,0.00000350,0.12720271,7.84328148,NA,NA,0.00000002,0.00011692,NA,118.24151540,31.52330894,0.00011107,0.00091701,0.00008943,0.00000000,0.00000000,0.00000000,0.00000247,0.00000000,0.00000000,0.12720271,2327079.81871863,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00077361,NA,NA,NA,0.00000002,0.00000461,False,True,False,0.00000000,0.03100865,NA,0.00000461,1,0.11398342,1.00000000,NA,0.03782297,0.00035076
236,1,MS,8,0.00000105,0.04664284,8.25912229,NA,NA,0.00000001,0.00003520,NA,118.24159079,31.52617058,0.00003896,0.00033810,0.00003192,0.00000000,0.00000000,0.00000000,0.00000097,0.00000000,0.00000000,0.04664284,1779159.81871862,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00033316,NA,NA,NA,0.00000001,0.00000164,False,True,False,0.00000000,0.03100865,NA,0.00000164,1,0.04282847,1.00000000,NA,0.01349619,0.00010560
236,1,MS,9,0.00000045,0.02127287,8.39850538,NA,NA,0.00000000,0.00001511,NA,118.24163717,31.52773112,0.00001751,0.00015453,0.00001443,0.00000000,0.00000000,0.00000000,0.00000050,0.00000000,0.00000000,0.02127287,1231239.81871862,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017576,NA,NA,NA,0.00000000,0.00000074,False,True,False,0.00000000,0.03100865,NA,0.00000074,1,0.01969253,1.00000000,NA,0.00610257,0.00004532
236,1,MS,10,0.00000021,0.01193098,8.80413642,NA,NA,0.00000000,0.00000686,NA,118.24166237,31.52871747,0.00000941,0.00008712,0.00000789,0.00000000,0.00000000,0.00000000,0.00000027,0.00000000,0.00000000,0.01193098,683319.81871862,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00010404,NA,NA,NA,0.00000000,0.00000041,False,True,False,0.00000000,0.03100865,NA,0.00000041,1,0.01129106,1.00000000,NA,0.00333781,0.00002058
236,1,MS,11,0.00000012,0.00096724,6.25074792,NA,NA,0.00000000,0.00000409,NA,118.24172087,31.52962448,0.00000356,0.00002412,0.00000269,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00096724,132627.47536311,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005503,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.03100865,0.00000000,0.00000014,1,0.00273082,1.00000000,NA,0.00113704,0.00001226
237,1,MS,3,0.00000000,0.01256454,1.36435741,1.00000000,0.09000000,0.00000001,0.00000000,21.00000000,117.74717706,10.38523395,0.00001245,0.00012907,0.00002590,0.00000000,0.00000000,0.00000000,0.00000000,2883.20598615,0.00000000,0.01256454,4521643.02470477,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1550203.02470477,False,0.09944334,0.13040199,0.13040199,0.12300000,0.00400000,0.00000000,0.00000000,True,False,False,2161057.22716168,0.02895000,1800.00000000,0.00000132,1,0.00567880,0.00000000,0.03095865,0.01071398,0.00000000
237,1,MS,4,0.01166540,1.08068971,0.62927866,2.80000000,0.15899955,0.00001356,0.38993548,18.41809657,0.03041105,10.53094771,0.02311633,-0.15321372,0.05313667,0.00000000,0.00000000,0.00000000,0.00027923,2883.20598615,0.00000000,4.53979250,3973723.02470483,0.00003035,NA,NA,0.03095865,0.00000000,0.00000051,True,False,False,222006.86093390,False,0.09985313,0.08349786,0.13410276,0.13300000,0.00471919,0.00001355,0.00271005,True,True,False,1443203.02470477,0.03092830,1853.99105196,0.00271056,1,5.37843916,0.00718284,0.03424962,22.00103008,1.16980644
237,1,MS,5,0.00110182,1.08072030,1.89243109,NA,NA,0.00000149,0.03683006,NA,117.74666463,20.32242023,0.00560421,0.03119820,0.00582979,0.00000177,0.00000000,0.00000000,0.00014778,2883.20598615,-0.00000176,3.82997987,3425803.02470483,0.00025807,NA,NA,0.03092830,0.00000002,0.00000452,True,False,False,0.00000000,False,0.10199891,0.02054044,0.14182249,0.14230887,NA,0.00000146,0.00029288,False,True,False,645838.14089861,0.03067200,4236.53411233,0.00029740,1,1.77466284,0.46380337,0.04030997,2.41386565,0.11049018
237,1,MS,6,0.00001423,0.39582791,7.49161455,NA,NA,0.00000007,0.00047582,NA,117.74685889,31.83616634,0.00036805,0.00287435,0.00029155,0.00000048,-0.00000176,0.00000000,0.00000656,0.00000000,-0.00000224,0.39582791,2877883.02470483,0.00006962,NA,NA,0.03067200,0.00000000,0.00000020,True,False,False,0.00000000,False,NA,0.00195143,NA,NA,NA,0.00000007,0.00001467,False,True,False,0.00000000,0.03060286,7110.02734510,0.00001487,1,0.35116197,1.00000000,NA,0.12065664,0.00142746
237,1,MS,7,0.00000353,0.12774024,7.83400753,NA,NA,0.00000002,0.00011807,NA,117.74698336,31.84091936,0.00011279,0.00091910,0.00009060,0.00000000,0.00000000,0.00000000,0.00000248,0.00000000,0.00000000,0.12774024,2329963.02470479,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00077609,NA,NA,NA,0.00000002,0.00000462,False,True,False,0.00000000,0.03100865,NA,0.00000462,1,0.11409296,1.00000000,NA,0.03748826,0.00035420
237,1,MS,8,0.00000106,0.04683344,8.25159321,NA,NA,0.00000001,0.00003553,NA,117.74705987,31.84381631,0.00003955,0.00033878,0.00003232,0.00000000,0.00000000,0.00000000,0.00000098,0.00000000,0.00000000,0.04683344,1782043.02470477,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00033414,NA,NA,NA,0.00000001,0.00000165,False,True,False,0.00000000,0.03100865,NA,0.00000165,1,0.04286685,1.00000000,NA,0.01337226,0.00010658
237,1,MS,9,0.00000046,0.02135904,8.39145440,NA,NA,0.00000000,0.00001524,NA,117.74710692,31.84539621,0.00001778,0.00015482,0.00001461,0.00000000,0.00000000,0.00000000,0.00000051,0.00000000,0.00000000,0.02135904,1234123.02470477,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017626,NA,NA,NA,0.00000000,0.00000074,False,True,False,0.00000000,0.03100865,NA,0.00000074,1,0.01970979,1.00000000,NA,0.00604597,0.00004573
237,1,MS,10,0.00000021,0.01197823,8.79882256,NA,NA,0.00000000,0.00000692,NA,117.74713250,31.84639466,0.00000956,0.00008726,0.00000799,0.00000000,0.00000000,0.00000000,0.00000028,0.00000000,0.00000000,0.01197823,686203.02470477,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00010431,NA,NA,NA,0.00000000,0.00000041,False,True,False,0.00000000,0.03100865,NA,0.00000041,1,0.01130033,1.00000000,NA,0.00330589,0.00002076
237,1,MS,11,0.00000012,0.00098333,6.24323963,NA,NA,0.00000000,0.00000412,NA,117.74719179,31.84731594,0.00000361,0.00002419,0.00000273,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00098333,135510.68134926,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005516,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.03100865,0.00000000,0.00000014,1,0.00273434,1.00000000,NA,0.00112737,0.00001236
238,1,MS,3,0.00000000,0.01271644,1.36721952,1.00000000,0.09000000,0.00000001,0.00000000,21.00000000,117.25143168,10.48551246,0.00001258,0.00012918,0.00002617,0.00000000,0.00000000,0.00000000,0.00000000,2883.20598615,0.00000000,0.01271644,4524526.23069093,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1553086.23069093,False,0.09944334,0.13040199,0.13040199,0.12300000,0.00400000,0.00000000,0.00000000,True,False,False,2161057.22716168,0.02895000,1800.00000000,0.00000132,1,0.00569072,0.00000000,0.03095865,0.01059645,0.00000000
238,1,MS,4,0.01168935,1.09252893,0.62484475,2.80000000,0.15899955,0.00001360,0.39073613,18.41809657,0.03236943,10.62428269,0.02335545,-0.15034045,0.05386715,0.00000000,0.00000000,0.00000000,0.00027975,2883.20598615,0.00000000,4.50846460,3976606.23069098,0.00003035,NA,NA,0.03095865,0.00000000,0.00000051,True,False,False,224890.06692005,False,0.09984845,0.08377761,0.13409647,0.13300000,0.00471919,0.00001360,0.00271897,True,True,False,1446086.23069093,0.03092830,1853.99105196,0.00271947,1,5.35810819,0.00679593,0.03424802,21.83124809,1.17220840
238,1,MS,5,0.00111484,1.09255987,1.87859842,NA,NA,0.00000150,0.03726537,NA,117.25091136,20.42932273,0.00569786,0.03146383,0.00595238,0.00000179,0.00000000,0.00000000,0.00014871,2883.20598615,-0.00000177,3.86461958,3428686.23069098,0.00025986,NA,NA,0.03092830,0.00000002,0.00000458,True,False,False,0.00000000,False,0.10199891,0.02068915,0.14181915,0.14230887,NA,0.00000148,0.00029595,False,True,False,648721.34688476,0.03067023,4244.27010603,0.00030052,1,1.78018193,0.45967643,0.04030997,2.41244373,0.11179610
238,1,MS,6,0.00001438,0.39755374,7.47911044,NA,NA,0.00000007,0.00048063,NA,117.25110958,32.14353396,0.00037374,0.00287704,0.00029539,0.00000048,-0.00000177,0.00000000,0.00000661,0.00000000,-0.00000225,0.39755374,2880766.23069098,0.00007010,NA,NA,0.03067023,0.00000000,0.00000020,True,False,False,0.00000000,False,NA,0.00195804,NA,NA,NA,0.00000007,0.00001471,False,True,False,0.00000000,0.03060061,7114.50097987,0.00001491,1,0.35152532,1.00000000,NA,0.11965624,0.00144190
238,1,MS,7,0.00000357,0.12827664,7.82473135,NA,NA,0.00000002,0.00011920,NA,117.25123563,32.14834583,0.00011448,0.00091970,0.00009174,0.00000000,0.00000000,0.00000000,0.00000250,0.00000000,0.00000000,0.12827664,2332846.23069094,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00077860,NA,NA,NA,0.00000002,0.00000463,False,True,False,0.00000000,0.03100865,NA,0.00000463,1,0.11420421,1.00000000,NA,0.03715717,0.00035759
238,1,MS,8,0.00000107,0.04702357,8.24407195,NA,NA,0.00000001,0.00003585,NA,117.25131313,32.15127721,0.00004014,0.00033893,0.00003272,0.00000000,0.00000000,0.00000000,0.00000099,0.00000000,0.00000000,0.04702357,1784926.23069093,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00033513,NA,NA,NA,0.00000001,0.00000165,False,True,False,0.00000000,0.03100865,NA,0.00000165,1,0.04290584,1.00000000,NA,0.01324968,0.00010754
238,1,MS,9,0.00000046,0.02144500,8.38441365,NA,NA,0.00000000,0.00001538,NA,117.25136079,32.15287594,0.00001804,0.00015488,0.00001479,0.00000000,0.00000000,0.00000000,0.00000051,0.00000000,0.00000000,0.02144500,1237006.23069093,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017678,NA,NA,NA,0.00000000,0.00000075,False,True,False,0.00000000,0.03100865,NA,0.00000075,1,0.01972731,1.00000000,NA,0.00598999,0.00004614
238,1,MS,10,0.00000021,0.01202536,8.79352960,NA,NA,0.00000000,0.00000698,NA,117.25138669,32.15388618,0.00000970,0.00008728,0.00000809,0.00000000,0.00000000,0.00000000,0.00000028,0.00000000,0.00000000,0.01202536,689086.23069093,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00010459,NA,NA,NA,0.00000000,0.00000041,False,True,False,0.00000000,0.03100865,NA,0.00000041,1,0.01130974,1.00000000,NA,0.00327432,0.00002094
238,1,MS,11,0.00000012,0.00099939,6.23575972,NA,NA,0.00000000,0.00000416,NA,117.25144673,32.15482126,0.00000367,0.00002422,0.00000276,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00099939,138393.88733542,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005530,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.03100865,0.00000000,0.00000014,1,0.00273791,1.00000000,NA,0.00111779,0.00001247
239,1,MS,3,0.00000000,0.01286768,1.37011206,1.00000000,0.09000000,0.00000001,0.00000000,21.00000000,116.75308005,10.58311882,0.00001270,0.00012901,0.00002643,0.00000000,0.00000000,0.00000000,0.00000000,2883.20598615,0.00000000,0.01286768,4527409.43667708,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1555969.43667708,False,0.09944334,0.13040199,0.13040199,0.12300000,0.00400000,0.00000000,0.00000000,True,False,False,2161057.22716168,0.02895000,1800.00000000,0.00000132,1,0.00570275,0.00000000,0.03095865,0.01047990,0.00000000
239,1,MS,4,0.01171250,1.10452830,0.62050448,2.80000000,0.15899955,0.00001365,0.39150974,18.41809657,0.03340288,10.71497626,0.02359484,-0.14904919,0.05458722,0.00000000,0.00000000,0.00000000,0.00028024,2883.20598615,0.00000000,4.47744096,3979489.43667714,0.00003035,NA,NA,0.03095865,0.00000000,0.00000051,True,False,False,227773.27290621,False,0.09984409,0.08405785,0.13409061,0.13300000,0.00471919,0.00001364,0.00272788,True,True,False,1448969.43667708,0.03092830,1853.99105196,0.00272839,1,5.33833363,0.00641939,0.03424652,21.66190637,1.17452923
239,1,MS,5,0.00112787,1.10455974,1.86492382,NA,NA,0.00000152,0.03770101,NA,116.75255278,20.52980649,0.00579130,0.03166881,0.00607541,0.00000180,0.00000000,0.00000000,0.00014963,2883.20598615,-0.00000179,3.89946836,3431569.43667714,0.00026166,NA,NA,0.03092830,0.00000002,0.00000463,True,False,False,0.00000000,False,0.10199891,0.02083879,0.14181601,0.14230887,NA,0.00000150,0.00029905,False,True,False,651604.55287092,0.03066844,4251.79814022,0.00030368,1,1.78579465,0.45557121,0.04030997,2.41098101,0.11310304
239,1,MS,6,0.00001452,0.39927684,7.46659474,NA,NA,0.00000007,0.00048541,NA,116.75275425,32.44271023,0.00037937,0.00287661,0.00029917,0.00000049,-0.00000179,0.00000000,0.00000666,0.00000000,-0.00000227,0.39927684,2883649.43667714,0.00007058,NA,NA,0.03066844,0.00000000,0.00000021,True,False,False,0.00000000,False,NA,0.00196470,NA,NA,NA,0.00000007,0.00001474,False,True,False,0.00000000,0.03059834,7118.54104766,0.00001495,1,0.35189438,1.00000000,NA,0.11866293,0.00145624
239,1,MS,7,0.00000360,0.12881217,7.81545308,NA,NA,0.00000002,0.00012031,NA,116.75288174,32.44757985,0.00011615,0.00091932,0.00009287,0.00000000,0.00000000,0.00000000,0.00000252,0.00000000,0.00000000,0.12881217,2335729.43667710,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00078112,NA,NA,NA,0.00000002,0.00000464,False,True,False,0.00000000,0.03100865,NA,0.00000464,1,0.11431716,1.00000000,NA,0.03682848,0.00036094
239,1,MS,8,0.00000108,0.04721324,8.23655829,NA,NA,0.00000001,0.00003616,NA,116.75296014,32.45054497,0.00004071,0.00033873,0.00003311,0.00000000,0.00000000,0.00000000,0.00000099,0.00000000,0.00000000,0.04721324,1787809.43667708,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00033612,NA,NA,NA,0.00000001,0.00000165,False,True,False,0.00000000,0.03100865,NA,0.00000165,1,0.04294541,1.00000000,NA,0.01312799,0.00010849
239,1,MS,9,0.00000046,0.02153074,8.37738277,NA,NA,0.00000000,0.00001551,NA,116.75300837,32.45216213,0.00001830,0.00015478,0.00001497,0.00000000,0.00000000,0.00000000,0.00000052,0.00000000,0.00000000,0.02153074,1239889.43667708,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017729,NA,NA,NA,0.00000000,0.00000075,False,True,False,0.00000000,0.03100865,NA,0.00000075,1,0.01974509,1.00000000,NA,0.00593442,0.00004654
239,1,MS,10,0.00000021,0.01207235,8.78825685,NA,NA,0.00000000,0.00000704,NA,116.75303457,32.45318392,0.00000983,0.00008721,0.00000818,0.00000000,0.00000000,0.00000000,0.00000028,0.00000000,0.00000000,0.01207235,691969.43667708,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00010487,NA,NA,NA,0.00000000,0.00000041,False,True,False,0.00000000,0.03100865,NA,0.00000041,1,0.01131929,1.00000000,NA,0.00324298,0.00002111
239,1,MS,11,0.00000013,0.00101543,6.22830839,NA,NA,0.00000000,0.00000419,NA,116.75309532,32.45413242,0.00000372,0.00002422,0.00000280,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00101543,141277.09332157,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005544,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.03100865,0.00000000,0.00000014,1,0.00274153,1.00000000,NA,0.00110829,0.00001257
240,1,MS,3,0.00000000,0.01301826,1.37303425,1.00000000,0.09000000,0.00000001,0.00000000,21.00000000,116.25119740,10.67865279,0.00001282,0.00012866,0.00002669,0.00000000,0.00000000,0.00000000,0.00000000,2883.20598615,0.00000000,0.01301826,4530292.64266324,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1558852.64266323,False,0.09944334,0.13040199,0.13040199,0.12300000,0.00400000,0.00000000,0.00000000,True,False,False,2161057.22716168,0.02895000,1800.00000000,0.00000132,1,0.00571492,0.00000000,0.03095865,0.01036411,0.00000000
240,1,MS,4,0.01173493,1.11671319,0.61625623,2.80000000,0.15899955,0.00001369,0.39225956,18.41809657,0.03378064,10.80364890,0.02383577,-0.14876274,0.05530003,0.00000000,0.00000000,0.00000000,0.00028070,2883.20598615,0.00000000,4.44671915,3982372.64266329,0.00003035,NA,NA,0.03095865,0.00000000,0.00000051,True,False,False,230656.47889236,False,0.09984003,0.08433856,0.13408516,0.13300000,0.00471919,0.00001369,0.00273680,True,True,False,1451852.64266323,0.03092830,1853.99105196,0.00273730,1,5.31910925,0.00605325,0.03424513,21.49256859,1.17677867
240,1,MS,5,0.00114093,1.11674523,1.85140642,NA,NA,0.00000153,0.03813753,NA,116.25066378,20.62511756,0.00588485,0.03183378,0.00619923,0.00000181,0.00000000,0.00000000,0.00015055,2883.20598615,-0.00000180,3.93452617,3434452.64266329,0.00026347,NA,NA,0.03092830,0.00000002,0.00000469,True,False,False,0.00000000,False,0.10199891,0.02098934,0.14181309,0.14230887,NA,0.00000151,0.00030219,False,True,False,654487.75885707,0.03066664,4259.12092778,0.00030687,1,1.79150060,0.45148801,0.04030997,2.40942442,0.11441260
240,1,MS,6,0.00001466,0.40099717,7.45406789,NA,NA,0.00000007,0.00049017,NA,116.25086803,32.73553360,0.00038495,0.00287413,0.00030292,0.00000049,-0.00000180,0.00000000,0.00000671,0.00000000,-0.00000228,0.40099717,2886532.64266329,0.00007107,NA,NA,0.03066664,0.00000000,0.00000021,True,False,False,0.00000000,False,NA,0.00197141,NA,NA,NA,0.00000007,0.00001478,False,True,False,0.00000000,0.03059606,7122.15654749,0.00001499,1,0.35226908,1.00000000,NA,0.11767420,0.00147051
240,1,MS,7,0.00000363,0.12934692,7.80617292,NA,NA,0.00000002,0.00012142,NA,116.25099688,32.74046017,0.00011779,0.00091831,0.00009398,0.00000000,0.00000000,0.00000000,0.00000254,0.00000000,0.00000000,0.12934692,2338612.64266325,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00078366,NA,NA,NA,0.00000002,0.00000465,False,True,False,0.00000000,0.03100865,NA,0.00000465,1,0.11443177,1.00000000,NA,0.03650142,0.00036427
240,1,MS,8,0.00000109,0.04740243,8.22905209,NA,NA,0.00000001,0.00003648,NA,116.25107614,32.74345851,0.00004128,0.00033830,0.00003349,0.00000000,0.00000000,0.00000000,0.00000100,0.00000000,0.00000000,0.04740243,1790692.64266323,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00033712,NA,NA,NA,0.00000001,0.00000166,False,True,False,0.00000000,0.03100865,NA,0.00000166,1,0.04298556,1.00000000,NA,0.01300693,0.00010943
240,1,MS,9,0.00000047,0.02161627,8.37036154,NA,NA,0.00000000,0.00001565,NA,116.25112490,32.74509379,0.00001855,0.00015458,0.00001514,0.00000000,0.00000000,0.00000000,0.00000052,0.00000000,0.00000000,0.02161627,1242772.64266323,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017781,NA,NA,NA,0.00000000,0.00000075,False,True,False,0.00000000,0.03100865,NA,0.00000075,1,0.01976313,1.00000000,NA,0.00587914,0.00004694
240,1,MS,10,0.00000021,0.01211920,8.78300379,NA,NA,0.00000000,0.00000709,NA,116.25115139,32.74612697,0.00000997,0.00008709,0.00000827,0.00000000,0.00000000,0.00000000,0.00000028,0.00000000,0.00000000,0.01211920,694852.64266323,0.00000000,NA,NA,0.03100865,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00010515,NA,NA,NA,0.00000000,0.00000041,False,True,False,0.00000000,0.03100865,NA,0.00000041,1,0.01132898,1.00000000,NA,0.00321181,0.00002128
