t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
914,1,MS,0.87792,True,0,10.85000,0.00023,1,6341.54983,6341.54983,120,0.10703,2.16426,12,1.82399,reproductive,749.60668,0.78518,9.25667,5397168.09914
915,1,MS,0.76903,True,0,10.85000,0.00023,1,6341.54983,6341.54983,120,0.10703,2.16426,12,1.82399,reproductive,749.60668,0.75822,8.65923,5397168.09914
916,1,MS,0.67430,True,0,9.91667,0.00020,1,5712.61246,5712.61246,120,0.10703,2.16283,12,1.82542,reproductive,750.40010,0.73511,8.10667,5402880.71160
917,1,MS,0.60776,True,0,9.91667,0.00020,1,5712.61246,5712.61246,120,0.10703,2.16283,12,1.82542,reproductive,750.40010,0.79171,8.43083,5402880.71160
918,1,MS,0.57674,True,0,15.63333,0.00183,1,10583.75954,10583.75954,120,0.10703,2.16017,12,1.82808,reproductive,751.87007,1.13063,12.14507,5413464.47114
919,1,MS,0.50662,True,0,15.63333,0.00183,1,10583.75954,10583.75954,120,0.10703,2.16017,12,1.82808,reproductive,751.87007,1.39773,14.35652,5413464.47114
920,1,MS,0.44453,True,0,21.06667,0.00652,1,17447.64999,17447.64999,120,0.10703,2.15580,12,1.83245,reproductive,754.29335,1.61107,16.87634,5430912.12113
921,1,MS,0.43629,True,0,21.06667,0.00652,1,17447.64999,17447.64999,120,0.10703,2.15580,12,1.83245,reproductive,754.29335,1.71053,18.17822,5430912.12113
922,1,MS,0.50571,True,0,24.59167,0.01075,1,21978.75639,21978.75639,120,0.10703,2.14566,12,1.84259,reproductive,757.34596,1.90738,21.90908,5452890.87752
923,1,MS,0.63901,True,0,24.59167,0.01075,1,21978.75639,21978.75639,120,0.10703,2.14566,12,1.84259,reproductive,757.34596,2.00900,24.77259,5452890.87752
924,1,MS,0.81896,True,0,26.30000,0.01229,1,23574.53449,23574.53449,120,0.10703,2.13977,12,1.84848,reproductive,760.62020,1.94863,26.61962,5476465.41201
925,1,MS,1.04921,True,0,26.30000,0.01229,1,23574.53449,23574.53449,120,0.10703,2.13977,12,1.84848,reproductive,760.62020,1.93902,28.90378,5476465.41201
926,1,MS,1.28639,True,0,27.41667,0.01062,1,24240.32543,24240.32543,120,0.10703,2.13373,12,1.85452,reproductive,763.98691,1.96277,31.36659,5500705.73744
927,1,MS,1.43789,True,0,27.41667,0.01062,1,24240.32543,24240.32543,120,0.10703,2.13373,12,1.85452,reproductive,763.98691,1.89204,31.77420,5500705.73744
928,1,MS,1.51821,True,0,26.50833,0.00889,1,23724.04031,23724.04031,120,0.10703,2.12784,12,1.86041,reproductive,767.28191,1.78531,30.44249,5524429.77775
929,1,MS,1.50012,True,0,26.50833,0.00889,1,23724.04031,23724.04031,120,0.10703,2.12784,12,1.86041,reproductive,767.28191,1.62082,28.10879,5524429.77775
930,1,MS,1.38683,True,0,21.85833,0.00205,1,18531.97402,18531.97402,120,0.10703,2.12325,12,1.86500,reproductive,769.85580,1.28196,21.72474,5542961.75177
931,1,MS,1.23382,True,0,21.85833,0.00205,1,18531.97402,18531.97402,120,0.10703,2.12325,12,1.86500,reproductive,769.85580,1.02254,17.24793,5542961.75177
932,1,MS,1.11085,True,0,17.05000,0.00072,1,12192.43072,12192.43072,120,0.10703,2.12023,12,1.86802,reproductive,771.54919,0.92156,14.78231,5555154.18250
933,1,MS,0.99665,True,0,17.05000,0.00072,1,12192.43072,12192.43072,120,0.10703,2.12023,12,1.86802,reproductive,771.54919,0.88347,13.69803,5555154.18250
934,1,MS,0.90122,True,0,17.39167,0.00106,1,12603.67417,12603.67417,120,0.10703,2.11712,12,1.87113,reproductive,773.29970,0.96173,14.26246,5567757.85667
935,1,MS,0.76042,True,0,17.39167,0.00106,1,12603.67417,12603.67417,120,0.10703,2.11712,12,1.87113,reproductive,773.29970,0.92495,13.16436,5567757.85667
936,1,MS,0.64369,True,0,16.65000,0.00057,1,11722.18376,11722.18376,120,0.10703,2.10804,12,1.88021,reproductive,774.92778,0.90279,12.31360,5579480.04043
937,1,MS,0.53429,True,0,16.65000,0.00057,1,11722.18376,11722.18376,120,0.10703,2.10804,12,1.88021,reproductive,774.92778,0.86743,11.38927,5579480.04043
938,1,MS,0.44469,True,0,16.30000,0.00060,1,11320.93591,11320.93591,120,0.10703,2.10525,12,1.88300,reproductive,776.50014,0.85791,10.82987,5590800.97633
939,1,MS,0.36750,True,0,16.30000,0.00060,1,11320.93591,11320.93591,120,0.10703,2.10525,12,1.88300,reproductive,776.50014,0.85980,10.43237,5590800.97633
940,1,MS,0.29827,True,0,16.40833,0.00049,1,11444.09784,11444.09784,120,0.10703,2.10011,12,1.88813,reproductive,778.08959,0.83052,9.74311,5602245.07418
941,1,MS,0.23982,True,0,16.40833,0.00049,1,11444.09784,11444.09784,120,0.10703,2.10011,12,1.88813,reproductive,778.08959,0.80306,9.09876,5602245.07418
942,1,MS,0.19402,True,0,16.79167,0.00076,1,11887.32188,11887.32188,120,0.10703,2.09521,12,1.89304,reproductive,779.74061,0.81116,8.97742,5614132.39606
943,1,MS,0.15489,True,0,16.79167,0.00076,1,11887.32188,11887.32188,120,0.10703,2.09521,12,1.89304,reproductive,779.74061,0.80938,8.65101,5614132.39606
944,1,MS,0.12476,True,0,17.85833,0.00103,1,13179.01235,13179.01235,120,0.10703,2.09256,12,1.89568,reproductive,781.57103,0.82242,8.74976,5627311.40841
945,1,MS,0.10479,True,0,17.85833,0.00103,1,13179.01235,13179.01235,120,0.10703,2.09256,12,1.89568,reproductive,781.57103,0.84579,8.83622,5627311.40841
946,1,MS,0.09359,True,0,19.09167,0.00251,1,14767.33694,14767.33694,120,0.10703,2.08960,12,1.89865,reproductive,783.62205,0.83109,8.88460,5642078.74535
947,1,MS,0.09760,True,0,19.09167,0.00251,1,14767.33694,14767.33694,120,0.10703,2.08960,12,1.89865,reproductive,783.62205,0.78887,8.82457,5642078.74535
948,1,MS,0.11777,True,0,18.67500,0.00335,1,14220.72646,14220.72646,120,0.10703,2.08586,12,1.90239,reproductive,785.59715,0.73999,8.97194,5656299.47181
949,1,MS,0.15970,True,0,18.67500,0.00335,1,14220.72646,14220.72646,120,0.10703,2.08586,12,1.90239,reproductive,785.59715,0.72924,9.70622,5656299.47181
950,1,MS,0.21644,True,0,18.80833,0.00282,1,14394.62413,14394.62413,120,0.10703,2.07903,12,1.90921,reproductive,787.59640,0.69329,10.08140,5670694.09594
951,1,MS,0.27249,True,0,18.80833,0.00282,1,14394.62413,14394.62413,120,0.10703,2.07903,12,1.90921,reproductive,787.59640,0.65838,10.43804,5670694.09594
952,1,MS,0.31865,True,0,17.90833,0.00182,1,13241.55430,13241.55430,120,0.10703,2.07556,12,1.91269,reproductive,789.43551,0.61447,10.28501,5683935.65024
953,1,MS,0.34216,True,0,17.90833,0.00182,1,13241.55430,13241.55430,120,0.10703,2.07556,12,1.91269,reproductive,789.43551,0.55299,9.72223,5683935.65024
954,1,MS,0.35412,True,0,15.72500,0.00060,1,10682.98669,10682.98669,120,0.10703,2.06712,12,1.92113,reproductive,790.91926,0.50651,8.98191,5694618.63692
955,1,MS,0.34922,True,0,15.72500,0.00060,1,10682.98669,10682.98669,120,0.10703,2.06712,12,1.92113,reproductive,790.91926,0.48139,8.59210,5694618.63692
956,1,MS,0.33409,True,0,14.92500,0.00033,1,9840.19885,9840.19885,120,0.10703,2.06454,12,1.92371,reproductive,792.28595,0.46908,8.26831,5704458.83578
957,1,MS,0.30628,True,0,14.92500,0.00033,1,9840.19885,9840.19885,120,0.10703,2.06454,12,1.92371,reproductive,792.28595,0.43337,7.57150,5704458.83578
958,1,MS,0.28169,True,0,13.77500,0.00020,1,8720.60491,8720.60491,120,0.10703,2.06226,12,1.92599,reproductive,793.49714,0.42277,7.18599,5713179.44069
959,1,MS,0.25646,True,0,13.77500,0.00020,1,8720.60491,8720.60491,120,0.10703,2.06226,12,1.92599,reproductive,793.49714,0.41988,6.97434,5713179.44069
960,1,MS,0.23054,True,0,14.00833,0.00019,1,8939.04877,8939.04877,120,0.10703,2.05992,12,1.92833,reproductive,794.73868,0.42091,6.83218,5722118.48946
961,1,MS,0.20362,True,0,14.00833,0.00019,1,8939.04877,8939.04877,120,0.10703,2.05992,12,1.92833,reproductive,794.73868,0.41495,6.55790,5722118.48946
962,1,MS,0.17840,True,0,13.96667,0.00016,1,8899.71747,8899.71747,120,0.10703,2.05571,12,1.93253,reproductive,795.97475,0.40648,6.26543,5731018.20693
963,1,MS,0.15562,True,0,13.96667,0.00016,1,8899.71747,8899.71747,120,0.10703,2.05571,12,1.93253,reproductive,795.97475,0.40518,6.06606,5731018.20693
964,1,MS,0.13459,True,0,14.41667,0.00013,1,9331.97541,9331.97541,120,0.10703,2.05131,12,1.93694,reproductive,797.27086,0.40402,5.90263,5740350.18233
965,1,MS,0.11479,True,0,14.41667,0.00013,1,9331.97541,9331.97541,120,0.10703,2.05131,12,1.93694,reproductive,797.27086,0.39749,5.64071,5740350.18233
966,1,MS,0.09851,True,0,15.20000,0.00033,1,10123.98649,10123.98649,120,0.10703,2.04867,12,1.93958,reproductive,798.67697,0.40786,5.72439,5750474.16882
967,1,MS,0.08558,True,0,15.20000,0.00033,1,10123.98649,10123.98649,120,0.10703,2.04867,12,1.93958,reproductive,798.67697,0.42392,5.79189,5750474.16882
968,1,MS,0.07722,True,0,17.30833,0.00165,1,12502.57500,12502.57500,120,0.10703,2.04459,12,1.94366,reproductive,800.41344,0.44837,6.34604,5762976.74383
969,1,MS,0.08107,True,0,17.30833,0.00165,1,12502.57500,12502.57500,120,0.10703,2.04459,12,1.94366,reproductive,800.41344,0.52813,7.52885,5762976.74383
970,1,MS,0.09624,True,0,21.65833,0.00467,1,18259.17462,18259.17462,120,0.10703,2.03478,12,1.95347,reproductive,802.94943,0.56477,9.15371,5781235.91844
971,1,MS,0.13620,True,0,21.65833,0.00467,1,18259.17462,18259.17462,120,0.10703,2.03478,12,1.95347,reproductive,802.94943,0.59266,10.78440,5781235.91844
972,1,MS,0.21320,True,0,24.80000,0.00803,1,22204.27485,22204.27485,120,0.10703,2.01582,12,1.97242,reproductive,806.03336,0.63666,14.01693,5803440.19329
973,1,MS,0.32493,True,0,24.80000,0.00803,1,22204.27485,22204.27485,120,0.10703,2.01582,12,1.97242,reproductive,806.03336,0.66138,16.87733,5803440.19329
974,1,MS,0.45743,True,0,26.16667,0.00864,1,23473.14319,23473.14319,120,0.10703,2.00665,12,1.98160,reproductive,809.29352,0.64714,18.61559,5826913.33649
975,1,MS,0.58252,True,0,26.16667,0.00864,1,23473.14319,23473.14319,120,0.10703,2.00665,12,1.98160,reproductive,809.29352,0.62791,19.83114,5826913.33649
976,1,MS,0.68246,True,0,24.81667,0.00693,1,22221.99309,22221.99309,120,0.10703,1.99798,12,1.99027,reproductive,812.37991,0.58790,19.35721,5849135.32957
977,1,MS,0.73143,True,0,24.81667,0.00693,1,22221.99309,22221.99309,120,0.10703,1.99798,12,1.99027,reproductive,812.37991,0.52732,17.83753,5849135.32957
978,1,MS,0.75735,True,0,21.49167,0.00368,1,18031.09170,18031.09170,120,0.10703,1.99332,12,1.99493,reproductive,814.88423,0.49450,16.12823,5867166.42127
979,1,MS,0.70082,True,0,21.49167,0.00368,1,18031.09170,18031.09170,120,0.10703,1.99332,12,1.99493,reproductive,814.88423,0.40986,13.08778,5867166.42127
980,1,MS,0.64370,True,0,15.91667,0.00086,1,10892.67014,10892.67014,120,0.10703,1.99120,12,1.99705,reproductive,816.39710,0.35498,10.54177,5878059.09141
981,1,MS,0.59268,True,0,15.91667,0.00086,1,10892.67014,10892.67014,120,0.10703,1.99120,12,1.99705,reproductive,816.39710,0.32878,9.34250,5878059.09141
982,1,MS,0.55328,True,0,14.45000,0.00060,1,9364.65224,9364.65224,120,0.10703,1.98938,12,1.99887,reproductive,817.69774,0.34071,9.09120,5887423.74364
983,1,MS,0.50441,True,0,14.45000,0.00060,1,9364.65224,9364.65224,120,0.10703,1.98938,12,1.99887,reproductive,817.69774,0.35352,8.90441,5887423.74364
984,1,MS,0.44194,True,0,13.80000,0.00042,1,8743.79897,8743.79897,120,0.10703,1.98768,12,2.00056,reproductive,818.91216,0.33835,8.07506,5896167.54261
985,1,MS,0.38866,True,0,13.80000,0.00042,1,8743.79897,8743.79897,120,0.10703,1.98768,12,2.00056,reproductive,818.91216,0.32737,7.45848,5896167.54261
986,1,MS,0.34335,True,0,12.98333,0.00033,1,8011.99502,8011.99502,120,0.10703,1.98613,12,2.00212,reproductive,820.02494,0.32427,7.02489,5904179.53763
987,1,MS,0.30538,True,0,12.98333,0.00033,1,8011.99502,8011.99502,120,0.10703,1.98613,12,2.00212,reproductive,820.02494,0.33509,6.92457,5904179.53763
988,1,MS,0.26259,True,0,12.62500,0.00026,1,7707.50175,7707.50175,120,0.10703,1.98301,12,2.00524,reproductive,821.09542,0.31594,6.28226,5911887.03938
989,1,MS,0.23516,True,0,12.62500,0.00026,1,7707.50175,7707.50175,120,0.10703,1.98301,12,2.00524,reproductive,821.09542,0.34436,6.52147,5911887.03938
990,1,MS,0.21229,True,0,16.67500,0.00117,1,11751.21250,11751.21250,120,0.10703,1.97825,12,2.00999,reproductive,822.72753,0.42225,7.91475,5923638.25188
991,1,MS,0.18649,True,0,16.67500,0.00117,1,11751.21250,11751.21250,120,0.10703,1.97825,12,2.00999,reproductive,822.72753,0.51453,9.07909,5923638.25188
992,1,MS,0.16495,True,0,22.54167,0.00628,1,19452.32659,19452.32659,120,0.10703,1.97039,12,2.01786,reproductive,825.42925,0.61032,11.01921,5943090.57847
993,1,MS,0.16525,True,0,22.54167,0.00628,1,19452.32659,19452.32659,120,0.10703,1.97039,12,2.01786,reproductive,825.42925,0.63200,11.83618,5943090.57847
994,1,MS,0.20019,True,0,24.05833,0.00914,1,21369.97110,21369.97110,120,0.10703,1.96486,12,2.02339,reproductive,828.39730,0.61335,12.98250,5964460.54956
995,1,MS,0.28230,True,0,24.05833,0.00914,1,21369.97110,21369.97110,120,0.10703,1.96486,12,2.02339,reproductive,828.39730,0.61732,14.96959,5964460.54956
996,1,MS,0.40870,True,0,25.43333,0.01044,1,22841.03828,22841.03828,120,0.10703,1.95752,12,2.03072,reproductive,831.56966,0.62398,17.67020,5987301.58784
997,1,MS,0.56609,True,0,25.43333,0.01044,1,22841.03828,22841.03828,120,0.10703,1.95752,12,2.03072,reproductive,831.56966,0.62791,19.94602,5987301.58784
998,1,MS,0.73731,True,0,25.70000,0.01003,1,23084.88531,23084.88531,120,0.10703,1.95164,12,2.03661,reproductive,834.77590,0.63219,21.65061,6010386.47315
999,1,MS,0.89643,True,0,25.70000,0.01003,1,23084.88531,23084.88531,120,0.10703,1.95164,12,2.03661,reproductive,834.77590,0.64496,22.91906,6010386.47315
1000,1,MS,1.00869,True,0,24.27500,0.00703,1,21622.42971,21622.42971,120,0.10703,1.94751,12,2.04074,reproductive,837.77901,0.62030,21.94064,6032008.90286
1001,1,MS,1.06325,True,0,24.27500,0.00703,1,21622.42971,21622.42971,120,0.10703,1.94751,12,2.04074,reproductive,837.77901,0.57996,20.21919,6032008.90286
1002,1,MS,1.06901,True,0,20.26667,0.00259,1,16350.15133,16350.15133,120,0.10703,1.94439,12,2.04386,reproductive,840.04987,0.52739,17.22807,6048359.05419
1003,1,MS,0.98522,True,0,20.26667,0.00259,1,16350.15133,16350.15133,120,0.10703,1.94439,12,2.04386,reproductive,840.04987,0.43709,13.69135,6048359.05419
1004,1,MS,0.91569,True,0,14.95000,0.00067,1,9865.74093,9865.74093,120,0.10703,1.94251,12,2.04574,reproductive,841.42011,0.40087,11.45857,6058224.79512
1005,1,MS,0.83843,True,0,14.95000,0.00067,1,9865.74093,9865.74093,120,0.10703,1.94251,12,2.04574,reproductive,841.42011,0.37606,10.13681,6058224.79512
1006,1,MS,0.76169,True,0,12.30000,0.00027,1,7439.90124,7439.90124,120,0.10703,1.94110,12,2.04715,reproductive,842.45343,0.35974,9.01816,6065664.69636
1007,1,MS,0.69345,True,0,12.30000,0.00027,1,7439.90124,7439.90124,120,0.10703,1.94110,12,2.04715,reproductive,842.45343,0.35558,8.42403,6065664.69636
