t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
753,1,MS,0.19491,True,0,18.25000,0.00670,1,13673.36431,13673.36431,120,0.10703,2.51326,12,1.47499,reproductive,609.59217,5.24606,28.60487,4389063.64267
754,1,MS,0.45383,True,0,20.59167,0.01047,1,16795.14046,16795.14046,120,0.10703,2.50857,12,1.47968,reproductive,611.92483,5.46464,31.92649,4405858.78313
755,1,MS,0.99459,True,0,20.59167,0.01047,1,16795.14046,16795.14046,120,0.10703,2.50857,12,1.47968,reproductive,611.92483,5.67677,34.21443,4405858.78313
756,1,MS,1.79700,True,0,22.25000,0.01265,1,19062.18482,19062.18482,120,0.10703,2.50324,12,1.48500,reproductive,614.57236,5.83704,37.77231,4424920.96796
757,1,MS,2.82149,True,0,22.25000,0.01265,1,19062.18482,19062.18482,120,0.10703,2.50324,12,1.48500,reproductive,614.57236,5.79145,39.41336,4424920.96796
758,1,MS,3.91304,True,0,21.74167,0.00986,1,18372.97626,18372.97626,120,0.10703,2.49813,12,1.49012,reproductive,617.12416,5.43448,38.66391,4443293.94421
759,1,MS,4.99130,True,0,21.74167,0.00986,1,18372.97626,18372.97626,120,0.10703,2.49813,12,1.49012,reproductive,617.12416,5.28157,38.96284,4443293.94421
760,1,MS,5.81566,True,0,20.44167,0.00543,1,16589.52995,16589.52995,120,0.10703,2.49351,12,1.49473,reproductive,619.42826,4.95757,36.81986,4459883.47417
761,1,MS,6.18116,True,0,20.44167,0.00543,1,16589.52995,16589.52995,120,0.10703,2.49351,12,1.49473,reproductive,619.42826,4.58233,34.39497,4459883.47417
762,1,MS,6.18179,True,0,18.07500,0.00146,1,13451.23840,13451.23840,120,0.10703,2.48978,12,1.49847,reproductive,621.29649,4.28643,31.08764,4473334.71257
763,1,MS,5.73345,True,0,18.07500,0.00146,1,13451.23840,13451.23840,120,0.10703,2.48978,12,1.49847,reproductive,621.29649,4.17188,29.62048,4473334.71257
764,1,MS,5.01893,True,0,17.18333,0.00120,1,12351.88438,12351.88438,120,0.10703,2.48636,12,1.50189,reproductive,623.01203,4.12744,28.29275,4485686.59695
765,1,MS,4.16094,True,0,17.18333,0.00120,1,12351.88438,12351.88438,120,0.10703,2.48636,12,1.50189,reproductive,623.01203,3.83086,25.67344,4485686.59695
766,1,MS,3.39781,True,0,15.00833,0.00055,1,9925.53886,9925.53886,120,0.10703,2.48361,12,1.50464,reproductive,624.39057,3.54714,22.91534,4495612.13581
767,1,MS,2.75830,True,0,15.00833,0.00055,1,9925.53886,9925.53886,120,0.10703,2.48361,12,1.50464,reproductive,624.39057,3.25537,20.66515,4495612.13581
768,1,MS,2.26092,True,0,13.36667,0.00025,1,8348.87973,8348.87973,120,0.10703,2.48130,12,1.50694,reproductive,625.55014,3.13190,19.32510,4503961.01554
769,1,MS,1.85192,True,0,13.36667,0.00025,1,8348.87973,8348.87973,120,0.10703,2.48130,12,1.50694,reproductive,625.55014,3.11250,18.84242,4503961.01554
770,1,MS,1.48488,True,0,13.31667,0.00013,1,8304.27844,8304.27844,120,0.10703,2.47901,12,1.50924,reproductive,626.70351,3.08919,18.39745,4512265.29398
771,1,MS,1.17086,True,0,13.31667,0.00013,1,8304.27844,8304.27844,120,0.10703,2.47901,12,1.50924,reproductive,626.70351,3.12760,18.28844,4512265.29398
772,1,MS,0.89740,True,0,15.46667,0.00018,1,10405.10399,10405.10399,120,0.10703,2.47614,12,1.51211,reproductive,628.14867,3.56147,20.61732,4522670.39797
773,1,MS,0.59887,True,0,15.46667,0.00018,1,10405.10399,10405.10399,120,0.10703,2.47614,12,1.51211,reproductive,628.14867,3.70078,20.95528,4522670.39797
774,1,MS,0.32613,True,0,17.28333,0.00045,1,12472.34452,12472.34452,120,0.10703,2.47270,12,1.51554,reproductive,629.88094,3.93653,22.13006,4535142.74249
775,1,MS,0.09155,True,0,17.28333,0.00045,1,12472.34452,12472.34452,120,0.10703,2.47270,12,1.51554,reproductive,629.88094,4.10435,22.53121,4535142.74249
776,1,MS,0.00000,True,0,19.49167,0.00289,1,15300.19706,15300.19706,120,0.10703,2.46849,12,1.51976,reproductive,632.00596,4.39968,24.25520,4550442.93955
777,1,MS,0.00000,True,0,19.49167,0.00289,1,15300.19706,15300.19706,120,0.10703,2.46849,12,1.51976,reproductive,632.00596,4.65882,25.42342,4550442.93955
778,1,MS,0.00000,True,0,20.49167,0.00447,1,16658.02828,16658.02828,120,0.10703,2.46391,12,1.52433,reproductive,634.31958,4.40863,24.56334,4567100.96783
779,1,MS,0.00000,True,0,20.49167,0.00447,1,16658.02828,16658.02828,120,0.10703,2.46391,12,1.52433,reproductive,634.31958,4.32603,24.65438,4567100.96783
780,1,MS,0.03690,True,0,20.58333,0.00398,1,16783.70909,16783.70909,120,0.10703,2.45931,12,1.52894,reproductive,636.65065,4.11750,24.35910,4583884.67693
781,1,MS,0.21558,True,0,20.58333,0.00398,1,16783.70909,16783.70909,120,0.10703,2.45931,12,1.52894,reproductive,636.65065,3.74098,23.22256,4583884.67693
782,1,MS,0.42069,True,0,19.54167,0.00261,1,15367.29938,15367.29938,120,0.10703,2.45510,12,1.53314,reproductive,638.78500,3.56842,22.88205,4599251.97630
783,1,MS,0.61357,True,0,19.54167,0.00261,1,15367.29938,15367.29938,120,0.10703,2.45510,12,1.53314,reproductive,638.78500,3.60619,23.84711,4599251.97630
784,1,MS,0.74174,True,0,19.25000,0.00164,1,14977.38070,14977.38070,120,0.10703,2.45101,12,1.53724,reproductive,640.86519,3.29467,22.38327,4614229.35700
785,1,MS,0.80470,True,0,19.25000,0.00164,1,14977.38070,14977.38070,120,0.10703,2.45101,12,1.53724,reproductive,640.86519,3.08605,21.42995,4614229.35700
786,1,MS,0.80524,True,0,18.28333,0.00078,1,13715.89583,13715.89583,120,0.10703,2.44727,12,1.54098,reproductive,642.77017,2.92068,20.28365,4627945.25283
787,1,MS,0.75178,True,0,18.28333,0.00078,1,13715.89583,13715.89583,120,0.10703,2.44727,12,1.54098,reproductive,642.77017,2.78776,19.39566,4627945.25283
788,1,MS,0.66611,True,0,17.82500,0.00047,1,13137.41222,13137.41222,120,0.10703,2.44369,12,1.54456,reproductive,644.59481,2.69535,18.61534,4641082.66504
789,1,MS,0.56498,True,0,17.82500,0.00047,1,13137.41222,13137.41222,120,0.10703,2.44369,12,1.54456,reproductive,644.59481,2.56856,17.60383,4641082.66504
790,1,MS,0.46428,True,0,17.59167,0.00025,1,12848.36355,12848.36355,120,0.10703,2.44019,12,1.54806,reproductive,646.37931,2.52174,17.04780,4653931.02859
791,1,MS,0.36675,True,0,17.59167,0.00025,1,12848.36355,12848.36355,120,0.10703,2.44019,12,1.54806,reproductive,646.37931,2.47265,16.45370,4653931.02859
792,1,MS,0.27490,True,0,17.66667,0.00019,1,12940.85728,12940.85728,120,0.10703,2.43668,12,1.55157,reproductive,648.17665,2.39778,15.73143,4666871.88587
793,1,MS,0.19610,True,0,17.66667,0.00019,1,12940.85728,12940.85728,120,0.10703,2.43668,12,1.55157,reproductive,648.17665,2.32565,14.99601,4666871.88587
794,1,MS,0.13279,True,0,17.83333,0.00015,1,13147.80513,13147.80513,120,0.10703,2.42617,12,1.56208,reproductive,650.00273,2.28019,14.48350,4680019.69101
795,1,MS,0.07480,True,0,17.83333,0.00015,1,13147.80513,13147.80513,120,0.10703,2.42617,12,1.56208,reproductive,650.00273,2.22164,13.82938,4680019.69101
796,1,MS,0.02682,True,0,17.95833,0.00009,1,13304.26505,13304.26505,120,0.10703,2.42256,12,1.56569,reproductive,651.85055,2.14652,13.12821,4693323.95606
797,1,MS,0.00074,True,0,17.95833,0.00009,1,13304.26505,13304.26505,120,0.10703,2.42256,12,1.56569,reproductive,651.85055,2.00711,12.08171,4693323.95606
798,1,MS,0.00000,True,0,17.55833,0.00029,1,12807.38298,12807.38298,120,0.10703,2.41910,12,1.56915,reproductive,653.62935,1.93557,11.53697,4706131.33904
799,1,MS,0.00000,True,0,17.55833,0.00029,1,12807.38298,12807.38298,120,0.10703,2.41910,12,1.56915,reproductive,653.62935,1.82534,10.80842,4706131.33904
800,1,MS,0.00000,True,0,16.79167,0.00054,1,11887.32188,11887.32188,120,0.10703,2.41589,12,1.57236,reproductive,655.28037,1.69416,10.06576,4718018.66092
801,1,MS,0.00000,True,0,16.79167,0.00054,1,11887.32188,11887.32188,120,0.10703,2.41589,12,1.57236,reproductive,655.28037,1.57236,9.49937,4718018.66092
802,1,MS,0.00000,True,0,15.88333,0.00076,1,10855.98931,10855.98931,120,0.10703,2.41296,12,1.57529,reproductive,656.78815,1.47042,9.04642,4728874.65023
803,1,MS,0.00000,True,0,15.88333,0.00076,1,10855.98931,10855.98931,120,0.10703,2.41296,12,1.57529,reproductive,656.78815,1.36696,8.75824,4728874.65023
804,1,MS,0.00641,True,0,15.14167,0.00085,1,10063.26990,10063.26990,120,0.10703,2.40493,12,1.58332,reproductive,658.18582,1.29862,8.64769,4738937.92013
805,1,MS,0.03807,True,0,15.14167,0.00085,1,10063.26990,10063.26990,120,0.10703,2.40493,12,1.58332,reproductive,658.18582,1.24137,8.72835,4738937.92013
806,1,MS,0.07670,True,0,14.19167,0.00041,1,9113.78300,9113.78300,120,0.10703,2.40248,12,1.58577,reproductive,659.45163,1.13555,8.30452,4748051.70313
807,1,MS,0.11424,True,0,14.19167,0.00041,1,9113.78300,9113.78300,120,0.10703,2.40248,12,1.58577,reproductive,659.45163,1.10483,8.44723,4748051.70313
808,1,MS,0.14557,True,0,13.80833,0.00038,1,8751.54153,8751.54153,120,0.10703,2.40012,12,1.58813,reproductive,660.66712,1.04413,8.30466,4756803.24466
809,1,MS,0.17407,True,0,13.80833,0.00038,1,8751.54153,8751.54153,120,0.10703,2.40012,12,1.58813,reproductive,660.66712,1.02836,8.44448,4756803.24466
810,1,MS,0.19362,True,0,13.22500,0.00032,1,8223.02513,8223.02513,120,0.10703,2.39791,12,1.59033,reproductive,661.80920,0.95054,7.99177,4765026.26979
811,1,MS,0.20345,True,0,13.22500,0.00032,1,8223.02513,8223.02513,120,0.10703,2.39791,12,1.59033,reproductive,661.80920,0.80916,7.11996,4765026.26979
812,1,MS,0.21185,True,0,9.93333,0.00015,1,5723.33625,5723.33625,120,0.10703,2.39638,12,1.59187,reproductive,662.60411,0.71005,6.15143,4770749.60604
813,1,MS,0.22213,True,0,9.93333,0.00015,1,5723.33625,5723.33625,120,0.10703,2.39638,12,1.59187,reproductive,662.60411,0.70147,6.14870,4770749.60604
814,1,MS,0.22316,True,0,9.53333,0.00011,1,5470.89037,5470.89037,120,0.10703,2.39491,12,1.59334,reproductive,663.36396,0.66863,5.90579,4776220.49641
815,1,MS,0.21669,True,0,9.53333,0.00011,1,5470.89037,5470.89037,120,0.10703,2.39491,12,1.59334,reproductive,663.36396,0.60128,5.39757,4776220.49641
816,1,MS,0.21505,True,0,8.50000,0.00009,1,4863.80090,4863.80090,120,0.10703,2.39360,12,1.59464,reproductive,664.03949,0.60157,5.32723,4781084.29730
817,1,MS,0.20949,True,0,8.50000,0.00009,1,4863.80090,4863.80090,120,0.10703,2.39360,12,1.59464,reproductive,664.03949,0.59617,5.27124,4781084.29730
818,1,MS,0.20068,True,0,8.40833,0.00011,1,4811.34814,4811.34814,120,0.10703,2.39232,12,1.59593,reproductive,664.70773,0.58273,5.14402,4785895.64544
819,1,MS,0.19098,True,0,8.40833,0.00011,1,4811.34814,4811.34814,120,0.10703,2.39232,12,1.59593,reproductive,664.70773,0.57208,5.03110,4785895.64544
820,1,MS,0.17971,True,0,8.17500,0.00007,1,4677.83204,4677.83204,120,0.10703,2.39106,12,1.59719,reproductive,665.35743,0.55774,4.87221,4790573.47748
821,1,MS,0.17252,True,0,8.17500,0.00007,1,4677.83204,4677.83204,120,0.10703,2.39106,12,1.59719,reproductive,665.35743,0.59285,5.10024,4790573.47748
822,1,MS,0.16988,True,0,11.78333,0.00061,1,7030.92110,7030.92110,120,0.10703,2.38547,12,1.60278,reproductive,666.33394,0.71664,6.39768,4797604.39858
823,1,MS,0.16283,True,0,11.78333,0.00061,1,7030.92110,7030.92110,120,0.10703,2.38547,12,1.60278,reproductive,666.33394,0.76982,6.84649,4797604.39858
824,1,MS,0.16896,True,0,14.56667,0.00215,1,9479.73791,9479.73791,120,0.10703,2.37793,12,1.61032,reproductive,667.65057,0.84708,8.06257,4807084.13650
825,1,MS,0.20212,True,0,14.56667,0.00215,1,9479.73791,9479.73791,120,0.10703,2.37793,12,1.61032,reproductive,667.65057,0.99360,9.67974,4807084.13650
826,1,MS,0.27848,True,0,19.46667,0.00923,1,15266.68466,15266.68466,120,0.10703,2.37385,12,1.61440,reproductive,669.77095,1.14830,13.31231,4822350.82116
827,1,MS,0.46191,True,0,19.46667,0.00923,1,15266.68466,15266.68466,120,0.10703,2.37385,12,1.61440,reproductive,669.77095,1.28473,16.59635,4822350.82116
828,1,MS,0.78381,True,0,22.19167,0.01072,1,18983.62646,18983.62646,120,0.10703,2.36878,12,1.61947,reproductive,672.40756,1.31037,19.57081,4841334.44761
829,1,MS,1.25196,True,0,22.19167,0.01072,1,18983.62646,18983.62646,120,0.10703,2.36878,12,1.61947,reproductive,672.40756,1.28587,21.99749,4841334.44761
830,1,MS,1.87557,True,0,22.65000,0.00979,1,19595.96392,19595.96392,120,0.10703,2.36356,12,1.62469,reproductive,675.12922,1.36502,25.11698,4860930.41153
831,1,MS,2.48849,True,0,22.65000,0.00979,1,19595.96392,19595.96392,120,0.10703,2.36356,12,1.62469,reproductive,675.12922,1.41760,27.07656,4860930.41153
832,1,MS,2.97199,True,0,21.39167,0.00648,1,17893.99450,17893.99450,120,0.10703,2.35881,12,1.62944,reproductive,677.61450,1.39616,26.27007,4878824.40603
833,1,MS,3.29696,True,0,21.39167,0.00648,1,17893.99450,17893.99450,120,0.10703,2.35881,12,1.62944,reproductive,677.61450,1.37694,25.18966,4878824.40603
834,1,MS,3.43101,True,0,18.58333,0.00273,1,14101.75694,14101.75694,120,0.10703,2.35507,12,1.63318,reproductive,679.57308,1.33843,22.51810,4892926.16297
835,1,MS,3.31508,True,0,18.58333,0.00273,1,14101.75694,14101.75694,120,0.10703,2.35507,12,1.63318,reproductive,679.57308,1.33733,20.98732,4892926.16297
836,1,MS,2.89704,True,0,14.27500,0.00060,1,9194.11284,9194.11284,120,0.10703,2.35069,12,1.63756,reproductive,680.85004,1.11554,16.03917,4902120.27582
837,1,MS,2.62421,True,0,14.27500,0.00060,1,9194.11284,9194.11284,120,0.10703,2.35069,12,1.63756,reproductive,680.85004,1.07358,14.52245,4902120.27582
838,1,MS,2.41096,True,0,13.22500,0.00037,1,8223.02513,8223.02513,120,0.10703,2.34678,12,1.64147,reproductive,681.99213,1.13557,14.34509,4910343.30095
839,1,MS,2.15663,True,0,13.22500,0.00037,1,8223.02513,8223.02513,120,0.10703,2.34678,12,1.64147,reproductive,681.99213,1.17292,13.97942,4910343.30095
840,1,MS,1.89518,True,0,12.94167,0.00023,1,7976.07463,7976.07463,120,0.10703,2.34299,12,1.64526,reproductive,683.09991,1.18002,13.34593,4918319.37558
841,1,MS,1.64906,True,0,12.94167,0.00023,1,7976.07463,7976.07463,120,0.10703,2.34299,12,1.64526,reproductive,683.09991,1.17630,12.69966,4918319.37558
842,1,MS,1.44825,True,0,13.05000,0.00014,1,8069.75087,8069.75087,120,0.10703,2.33915,12,1.64910,reproductive,684.22071,1.22727,12.68454,4926389.12646
843,1,MS,1.23607,True,0,13.05000,0.00014,1,8069.75087,8069.75087,120,0.10703,2.33915,12,1.64910,reproductive,684.22071,1.20502,11.97959,4926389.12646
844,1,MS,1.05796,True,0,12.62500,0.00017,1,7707.50175,7707.50175,120,0.10703,2.33549,12,1.65276,reproductive,685.29120,1.19867,11.47309,4934096.62821
845,1,MS,0.89402,True,0,12.62500,0.00017,1,7707.50175,7707.50175,120,0.10703,2.33549,12,1.65276,reproductive,685.29120,1.15033,10.67511,4934096.62821
846,1,MS,0.82194,True,0,15.69167,0.00143,1,10646.82486,10646.82486,120,0.10703,2.33043,12,1.65782,reproductive,686.76992,1.50165,14.01566,4944743.45307
847,1,MS,0.72265,True,0,15.69167,0.00143,1,10646.82486,10646.82486,120,0.10703,2.33043,12,1.65782,reproductive,686.76992,1.83651,16.42421,4944743.45307
848,1,MS,0.63918,True,0,20.34167,0.00613,1,16452.66716,16452.66716,120,0.10703,2.31741,12,1.67084,reproductive,689.05502,2.03299,18.60423,4961196.12023
849,1,MS,0.62933,True,0,20.34167,0.00613,1,16452.66716,16452.66716,120,0.10703,2.31741,12,1.67084,reproductive,689.05502,2.02812,19.04012,4961196.12023
850,1,MS,0.71788,True,0,21.22500,0.00686,1,17665.20634,17665.20634,120,0.10703,2.31277,12,1.67548,reproductive,691.50852,2.03291,19.83844,4978861.32657
851,1,MS,0.88051,True,0,21.22500,0.00686,1,17665.20634,17665.20634,120,0.10703,2.31277,12,1.67548,reproductive,691.50852,2.08519,21.48244,4978861.32657
852,1,MS,1.03955,True,0,21.11667,0.00554,1,17516.36509,17516.36509,120,0.10703,2.30817,12,1.68008,reproductive,693.94135,1.90568,20.79836,4996377.69166
853,1,MS,1.21954,True,0,21.11667,0.00554,1,17516.36509,17516.36509,120,0.10703,2.30817,12,1.68008,reproductive,693.94135,1.94804,22.14517,4996377.69166
854,1,MS,1.32596,True,0,21.10000,0.00440,1,17493.46099,17493.46099,120,0.10703,2.30359,12,1.68466,reproductive,696.37099,1.84200,21.71759,5013871.15265
855,1,MS,1.38620,True,0,21.10000,0.00440,1,17493.46099,17493.46099,120,0.10703,2.30359,12,1.68466,reproductive,696.37099,1.73923,21.01308,5013871.15265
856,1,MS,1.39823,True,0,19.70000,0.00189,1,15580.44336,15580.44336,120,0.10703,2.29952,12,1.68873,reproductive,698.53494,1.64072,19.77313,5029451.59601
857,1,MS,1.34496,True,0,19.70000,0.00189,1,15580.44336,15580.44336,120,0.10703,2.29952,12,1.68873,reproductive,698.53494,1.59185,19.05306,5029451.59601
858,1,MS,1.21381,True,0,17.93333,0.00081,1,13272.88866,13272.88866,120,0.10703,2.29605,12,1.69220,reproductive,700.37840,1.43161,16.79660,5042724.48467
859,1,MS,1.09919,True,0,17.93333,0.00081,1,13272.88866,13272.88866,120,0.10703,2.29605,12,1.69220,reproductive,700.37840,1.39159,15.99311,5042724.48467
860,1,MS,0.97837,True,0,17.71667,0.00040,1,13002.73924,13002.73924,120,0.10703,2.29266,12,1.69558,reproductive,702.18434,1.39477,15.55431,5055727.22391
861,1,MS,0.84846,True,0,17.71667,0.00040,1,13002.73924,13002.73924,120,0.10703,2.29266,12,1.69558,reproductive,702.18434,1.41161,15.23714,5055727.22391
862,1,MS,0.70705,True,0,17.70000,0.00037,1,12982.09251,12982.09251,120,0.10703,2.28928,12,1.69896,reproductive,703.98741,1.35696,14.25747,5068709.31642
863,1,MS,0.58332,True,0,17.70000,0.00037,1,12982.09251,12982.09251,120,0.10703,2.28928,12,1.69896,reproductive,703.98741,1.29604,13.23562,5068709.31642
864,1,MS,0.47964,True,0,17.26667,0.00020,1,12452.21646,12452.21646,120,0.10703,2.28605,12,1.70220,reproductive,705.71688,1.26256,12.48361,5081161.53288
865,1,MS,0.38992,True,0,17.26667,0.00020,1,12452.21646,12452.21646,120,0.10703,2.28605,12,1.70220,reproductive,705.71688,1.22087,11.72911,5081161.53288
866,1,MS,0.31572,True,0,17.17500,0.00017,1,12341.87955,12341.87955,120,0.10703,2.28024,12,1.70801,reproductive,707.43103,1.19175,11.12781,5093503.41242
867,1,MS,0.25172,True,0,17.17500,0.00017,1,12341.87955,12341.87955,120,0.10703,2.28024,12,1.70801,reproductive,707.43103,1.16087,10.52846,5093503.41242
868,1,MS,0.19778,True,0,17.21667,0.00016,1,12391.95540,12391.95540,120,0.10703,2.27441,12,1.71384,reproductive,709.15213,1.12500,9.94064,5105895.36783
869,1,MS,0.15319,True,0,17.21667,0.00016,1,12391.95540,12391.95540,120,0.10703,2.27441,12,1.71384,reproductive,709.15213,1.08047,9.29540,5105895.36783
870,1,MS,0.11857,True,0,17.25833,0.00039,1,12442.16010,12442.16010,120,0.10703,2.26856,12,1.71969,reproductive,710.88021,1.05380,8.96097,5118337.52792
871,1,MS,0.09435,True,0,17.25833,0.00039,1,12442.16010,12442.16010,120,0.10703,2.26856,12,1.71969,reproductive,710.88021,1.07707,8.95434,5118337.52792
872,1,MS,0.07988,True,0,19.07500,0.00134,1,14745.29817,14745.29817,120,0.10703,2.25696,12,1.73129,reproductive,712.92817,1.11404,9.51192,5133082.82610
873,1,MS,0.07858,True,0,19.07500,0.00134,1,14745.29817,14745.29817,120,0.10703,2.25696,12,1.73129,reproductive,712.92817,1.13638,9.89421,5133082.82610
874,1,MS,0.09632,True,0,20.98333,0.00414,1,17333.11340,17333.11340,120,0.10703,2.25249,12,1.73576,reproductive,715.33555,1.16500,11.04480,5150415.93950
875,1,MS,0.13717,True,0,20.98333,0.00414,1,17333.11340,17333.11340,120,0.10703,2.25249,12,1.73576,reproductive,715.33555,0.81584,9.33772,5150415.93950
876,1,MS,0.23830,True,0,17.48333,0.00425,1,12715.46659,12715.46659,120,0.10703,2.24921,12,1.73904,reproductive,717.10158,0.83245,10.02103,5163131.40608
877,1,MS,0.37805,True,0,17.48333,0.00425,1,12715.46659,12715.46659,120,0.10703,2.24921,12,1.73904,reproductive,717.10158,0.83692,11.39313,5163131.40608
878,1,MS,0.57251,True,0,19.71667,0.00859,1,15602.93486,15602.93486,120,0.10703,2.24519,12,1.74305,reproductive,719.26866,0.93752,14.37702,5178734.34094
879,1,MS,0.80661,True,0,19.71667,0.00859,1,15602.93486,15602.93486,120,0.10703,2.24519,12,1.74305,reproductive,719.26866,0.97298,16.39853,5178734.34094
880,1,MS,1.04821,True,0,19.73333,0.00756,1,15625.43647,15625.43647,120,0.10703,2.24118,12,1.74707,reproductive,721.43886,0.93015,16.96712,5194359.77741
881,1,MS,1.27582,True,0,19.73333,0.00756,1,15625.43647,15625.43647,120,0.10703,2.24118,12,1.74707,reproductive,721.43886,0.87875,16.91753,5194359.77741
882,1,MS,1.44028,True,0,16.98333,0.00310,1,12113.20598,12113.20598,120,0.10703,2.23807,12,1.75017,reproductive,723.12125,0.80073,15.31167,5206472.98339
883,1,MS,1.49480,True,0,16.98333,0.00310,1,12113.20598,12113.20598,120,0.10703,2.23807,12,1.75017,reproductive,723.12125,0.76404,14.37140,5206472.98339
884,1,MS,1.46469,True,0,14.96667,0.00227,1,9882.79752,9882.79752,120,0.10703,2.23554,12,1.75271,reproductive,724.49386,0.74998,13.36747,5216355.78091
885,1,MS,1.37273,True,0,14.96667,0.00227,1,9882.79752,9882.79752,120,0.10703,2.23554,12,1.75271,reproductive,724.49386,0.72712,12.39470,5216355.78091
886,1,MS,1.23258,True,0,12.20833,0.00122,1,7365.87880,7365.87880,120,0.10703,2.23210,12,1.75615,reproductive,725.51690,0.65284,10.44862,5223721.65971
887,1,MS,1.11924,True,0,12.20833,0.00122,1,7365.87880,7365.87880,120,0.10703,2.23210,12,1.75615,reproductive,725.51690,0.61720,9.48037,5223721.65971
888,1,MS,1.00102,True,0,9.50000,0.00058,1,5450.31219,5450.31219,120,0.10703,2.22956,12,1.75869,reproductive,726.27388,0.55816,8.14224,5229171.97189
889,1,MS,0.94104,True,0,9.50000,0.00058,1,5450.31219,5450.31219,120,0.10703,2.22956,12,1.75869,reproductive,726.27388,0.59757,8.34506,5229171.97189
890,1,MS,0.87848,True,0,11.16667,0.00107,1,6568.47707,6568.47707,120,0.10703,2.22649,12,1.76176,reproductive,727.18617,0.65910,8.89780,5235740.44896
891,1,MS,0.78036,True,0,11.16667,0.00107,1,6568.47707,6568.47707,120,0.10703,2.22649,12,1.76176,reproductive,727.18617,0.65163,8.46271,5235740.44896
892,1,MS,0.67364,True,0,9.35000,0.00060,1,5358.57091,5358.57091,120,0.10703,2.22478,12,1.76346,reproductive,727.93042,0.58268,7.27972,5241099.01987
893,1,MS,0.62107,True,0,9.35000,0.00060,1,5358.57091,5358.57091,120,0.10703,2.22478,12,1.76346,reproductive,727.93042,0.63619,7.64395,5241099.01987
894,1,MS,0.60193,True,0,14.50000,0.00236,1,9413.83809,9413.83809,120,0.10703,2.21682,12,1.77143,reproductive,729.23790,0.86965,10.50241,5250512.85796
895,1,MS,0.54940,True,0,14.50000,0.00236,1,9413.83809,9413.83809,120,0.10703,2.21682,12,1.77143,reproductive,729.23790,1.05954,12.23497,5250512.85796
896,1,MS,0.50790,True,0,19.56667,0.00714,1,15400.88861,15400.88861,120,0.10703,2.21192,12,1.77633,reproductive,731.37691,1.22969,14.58234,5265913.74657
897,1,MS,0.52135,True,0,19.56667,0.00714,1,15400.88861,15400.88861,120,0.10703,2.21192,12,1.77633,reproductive,731.37691,1.34839,16.24313,5265913.74657
898,1,MS,0.61090,True,0,22.48333,0.01144,1,19374.68087,19374.68087,120,0.10703,2.20167,12,1.78658,reproductive,734.06784,1.42880,18.75451,5285288.42743
899,1,MS,0.78780,True,0,22.48333,0.01144,1,19374.68087,19374.68087,120,0.10703,2.20167,12,1.78658,reproductive,734.06784,1.43986,20.58567,5285288.42743
900,1,MS,1.06286,True,0,23.70000,0.01195,1,20938.61853,20938.61853,120,0.10703,2.19635,12,1.79190,reproductive,736.97598,1.48025,23.56342,5306227.04596
901,1,MS,1.41526,True,0,23.70000,0.01195,1,20938.61853,20938.61853,120,0.10703,2.19635,12,1.79190,reproductive,736.97598,1.56814,26.78616,5306227.04596
902,1,MS,1.77137,True,0,24.97500,0.01092,1,22387.83488,22387.83488,120,0.10703,2.19068,12,1.79757,reproductive,740.08540,1.61641,29.19445,5328614.88084
903,1,MS,2.05631,True,0,24.97500,0.01092,1,22387.83488,22387.83488,120,0.10703,2.19068,12,1.79757,reproductive,740.08540,1.60044,29.73697,5328614.88084
904,1,MS,2.24972,True,0,23.45833,0.00705,1,20639.00312,20639.00312,120,0.10703,2.18546,12,1.80279,reproductive,742.95193,1.53272,28.01487,5349253.88395
905,1,MS,2.32492,True,0,23.45833,0.00705,1,20639.00312,20639.00312,120,0.10703,2.18546,12,1.80279,reproductive,742.95193,1.50983,27.07606,5349253.88395
906,1,MS,2.25971,True,0,20.95000,0.00264,1,17287.29844,17287.29844,120,0.10703,2.17197,12,1.81628,reproductive,745.35294,1.38825,23.62419,5366541.18239
907,1,MS,1.94556,True,0,20.95000,0.00264,1,17287.29844,17287.29844,120,0.10703,2.17197,12,1.81628,reproductive,745.35294,1.04739,17.40071,5366541.18239
908,1,MS,1.74866,True,0,14.41667,0.00067,1,9331.97541,9331.97541,120,0.10703,2.16962,12,1.81863,reproductive,746.64905,0.92051,14.15329,5375873.15780
909,1,MS,1.59701,True,0,14.41667,0.00067,1,9331.97541,9331.97541,120,0.10703,2.16962,12,1.81863,reproductive,746.64905,0.89629,13.15996,5375873.15780
910,1,MS,1.43170,True,0,12.91667,0.00047,1,7954.58764,7954.58764,120,0.10703,2.16761,12,1.82063,reproductive,747.75385,0.87059,12.11607,5383827.74543
911,1,MS,1.26810,True,0,12.91667,0.00047,1,7954.58764,7954.58764,120,0.10703,2.16761,12,1.82063,reproductive,747.75385,0.83575,11.15390,5383827.74543
912,1,MS,1.12716,True,0,11.74167,0.00034,1,6998.80388,6998.80388,120,0.10703,2.16585,12,1.82239,reproductive,748.72591,0.82496,10.49798,5390826.54931
913,1,MS,0.98598,True,0,11.74167,0.00034,1,6998.80388,6998.80388,120,0.10703,2.16585,12,1.82239,reproductive,748.72591,0.78089,9.59284,5390826.54931
