t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
197,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.06032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4785.99435,NA,NA
197,1,MS,roots,0.34440,2.64101,0.34128,0.00570,0.39035,34.51921,0.49659,0.00941,NA,4.84988,1.37413,NA,NA,NA,3.93795,11.89328,1.30210,NA,0.86485,NA,NA,1168.65455,0.43335,13.20506,3.46130,NA,496.81657,85.06815,0.00096,1.88115,2073.01094,NA,0.00000,0.00076,0.31531,NA,NA,2642.19326,34.53643,10.16197
198,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.05192,NA,NA,NA,NA,0.16595,NA,0.00000,5.02367,NA,NA,NA,NA,465422.27513,NA,NA,NA,NA,NA,84.26652,NA,NA,0.00000,0.00000,2836.39013,NA,NA,NA
198,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.03717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4753.99381,NA,NA
198,1,MS,roots,0.36463,3.69837,0.59146,0.00985,0.68210,36.85889,0.70645,0.00940,NA,5.18528,1.45217,NA,NA,NA,4.15340,12.59187,1.39278,NA,0.91410,NA,NA,1169.77820,0.61084,18.49186,3.65785,NA,498.24786,86.01887,0.00102,1.88028,2074.03763,NA,0.00000,0.00132,0.31719,NA,NA,2608.40910,36.56504,10.79085
199,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.70806,NA,NA,NA,NA,0.22019,NA,0.00000,6.63009,NA,NA,NA,NA,467309.03578,NA,NA,NA,NA,NA,84.48606,NA,NA,0.00000,0.00000,2840.31057,NA,NA,NA
199,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.30897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4736.66693,NA,NA
199,1,MS,roots,0.36463,3.10891,0.59437,0.00985,0.69340,45.15619,0.59628,0.00940,NA,6.36916,1.78031,NA,NA,NA,4.96057,12.59187,1.71078,NA,1.12375,NA,NA,1172.23472,0.51625,15.54457,4.48441,NA,500.70438,87.44352,0.00102,1.88028,2075.30023,NA,0.00000,0.00132,0.31719,NA,NA,2610.59778,36.56504,13.11004
200,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.32975,NA,NA,NA,NA,0.27187,NA,0.00000,8.15216,NA,NA,NA,NA,469628.21348,NA,NA,NA,NA,NA,84.75738,NA,NA,0.00000,0.00000,2845.13175,NA,NA,NA
200,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.63316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4696.72438,NA,NA
200,1,MS,roots,0.58298,5.51449,2.20159,0.03648,2.55663,52.48843,1.08126,0.00939,NA,7.41441,2.03477,NA,NA,NA,5.62902,20.13238,1.99304,NA,1.28318,NA,NA,1172.29487,0.91953,27.57243,5.12536,NA,501.27083,87.14202,0.00163,1.87887,2076.63722,NA,0.00000,0.00488,0.32024,NA,NA,2556.50420,58.46162,15.07820
201,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.04276,NA,NA,NA,NA,0.33034,NA,0.00000,9.89778,NA,NA,NA,NA,472439.06277,NA,NA,NA,NA,NA,85.08736,NA,NA,0.00000,0.00000,2850.98124,NA,NA,NA
201,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.49263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4688.94741,NA,NA
201,1,MS,roots,0.58298,4.89008,2.20978,0.03651,2.56396,60.86558,0.95963,0.00939,NA,8.62923,2.36522,NA,NA,NA,6.44906,20.13238,2.31959,NA,1.49784,NA,NA,1174.15887,0.81603,24.45042,5.95773,NA,503.13483,87.39166,0.00163,1.87887,2078.20427,NA,0.00000,0.00488,0.32024,NA,NA,2563.88365,58.46162,17.44351
202,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.31346,NA,NA,NA,NA,0.35203,NA,0.00000,10.56054,NA,NA,NA,NA,475434.97985,NA,NA,NA,NA,NA,85.43948,NA,NA,0.00000,0.00000,2857.22433,NA,NA,NA
202,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.18067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4655.28782,NA,NA
202,1,MS,roots,0.73738,7.96314,3.27694,0.05419,3.75471,63.59700,1.59263,0.00938,NA,9.03754,2.42589,NA,NA,NA,6.67443,25.46415,2.43177,NA,1.53488,NA,NA,1173.42255,1.32723,39.81570,6.11056,NA,503.06722,86.28948,0.00206,1.87699,2079.67578,NA,0.00000,0.00724,0.32418,NA,NA,2505.21906,73.94434,18.13786
203,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.57668,NA,NA,NA,NA,0.37187,NA,0.00000,11.20498,NA,NA,NA,NA,478605.62077,NA,NA,NA,NA,NA,85.81174,NA,NA,0.00000,0.00000,2863.84373,NA,NA,NA
203,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.71355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4661.72867,NA,NA
203,1,MS,roots,0.73738,6.80825,3.28376,0.05423,3.72410,66.44977,1.35914,0.00938,NA,9.48806,2.55169,NA,NA,NA,6.99669,25.46415,2.55299,NA,1.62492,NA,NA,1174.46955,1.12976,34.04124,6.42744,NA,504.11422,85.58608,0.00206,1.87699,2081.25076,NA,0.00000,0.00724,0.32418,NA,NA,2525.23298,73.94434,19.03644
204,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.85625,NA,NA,NA,NA,0.39187,NA,0.00000,11.88943,NA,NA,NA,NA,481963.33225,NA,NA,NA,NA,NA,86.20471,NA,NA,0.00000,0.00000,2870.86885,NA,NA,NA
204,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.09505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4644.90770,NA,NA
204,1,MS,roots,0.81167,10.29872,4.65827,0.07718,5.15157,69.16102,2.05974,0.00937,NA,9.90858,2.61154,NA,NA,NA,7.22652,28.02972,2.66918,NA,1.66338,NA,NA,1172.42766,1.69722,51.49361,6.57820,NA,502.83496,83.24607,0.00227,1.87486,2082.71157,NA,0.00000,0.01029,0.32859,NA,NA,2472.40308,81.39442,19.74664
205,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.11269,NA,NA,NA,NA,0.40764,NA,0.00000,12.51728,NA,NA,NA,NA,485484.47600,NA,NA,NA,NA,NA,86.61407,NA,NA,0.00000,0.00000,2878.25826,NA,NA,NA
205,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.44574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4681.05184,NA,NA
205,1,MS,roots,0.81167,9.31823,4.65741,0.07724,5.03932,71.85533,1.86365,0.00937,NA,10.35774,2.74553,NA,NA,NA,7.55897,28.02972,2.79017,NA,1.76507,NA,NA,1172.33485,1.51731,46.59113,6.91569,NA,502.74216,81.43230,0.00227,1.87486,2084.29797,NA,0.00000,0.01029,0.32859,NA,NA,2507.40105,81.39442,20.66223
206,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.02683,NA,NA,NA,NA,0.39633,NA,0.00000,12.30707,NA,NA,NA,NA,488937.39877,NA,NA,NA,NA,NA,87.01205,NA,NA,0.00000,0.00000,2885.52836,NA,NA,NA
206,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.69995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4679.58749,NA,NA
206,1,MS,roots,0.82774,12.24509,3.99863,0.06646,4.26119,70.00607,2.44902,0.00936,NA,10.13930,2.64306,NA,NA,NA,7.37246,28.58448,2.73455,NA,1.70398,NA,NA,1170.77798,1.97168,61.22545,6.65759,NA,501.97465,80.08014,0.00232,1.87265,2085.71763,NA,0.00000,0.00885,0.33312,NA,NA,2469.05581,83.00537,20.15483
207,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.12291,NA,NA,NA,NA,0.39964,NA,0.00000,12.54229,NA,NA,NA,NA,492443.34489,NA,NA,NA,NA,NA,87.41304,NA,NA,0.00000,0.00000,2892.93370,NA,NA,NA
207,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.07685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4709.98596,NA,NA
207,1,MS,roots,0.82774,10.09144,4.00164,0.06651,4.21002,70.72820,2.01651,0.00936,NA,10.31434,2.71109,NA,NA,NA,7.53808,28.58448,2.78176,NA,1.76694,NA,NA,1171.15554,1.60775,50.45721,6.82894,NA,502.35221,79.11853,0.00232,1.87265,2087.24201,NA,0.00000,0.00885,0.33312,NA,NA,2513.97308,83.00537,20.56351
208,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.99251,NA,NA,NA,NA,0.38720,NA,0.00000,12.22303,NA,NA,NA,NA,495853.54966,NA,NA,NA,NA,NA,87.80087,NA,NA,0.00000,0.00000,2900.15698,NA,NA,NA
208,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.56907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4690.00814,NA,NA
208,1,MS,roots,0.82031,11.90769,2.85312,0.04743,2.99781,68.43291,2.38154,0.00935,NA,10.02871,2.59424,NA,NA,NA,7.31298,28.32816,2.70786,NA,1.69635,NA,NA,1170.61489,1.88605,59.53847,6.53460,NA,502.58647,79.05282,0.00230,1.87048,2088.61424,NA,0.00000,0.00631,0.33758,NA,NA,2478.18834,82.26103,19.93593
209,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.43823,NA,NA,NA,NA,0.34319,NA,0.00000,10.86600,NA,NA,NA,NA,498877.82247,NA,NA,NA,NA,NA,88.14409,NA,NA,0.00000,0.00000,2906.57675,NA,NA,NA
209,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.31290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4695.80852,NA,NA
209,1,MS,roots,0.82031,8.59380,2.85855,0.04746,2.99415,61.67321,1.71807,0.00935,NA,9.09303,2.37006,NA,NA,NA,6.74165,28.32816,2.45522,NA,1.56464,NA,NA,1171.57111,1.35714,42.96902,5.96993,NA,503.54270,78.95636,0.00230,1.87048,2089.92215,NA,0.00000,0.00631,0.33758,NA,NA,2518.73293,82.26103,18.20474
210,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.73202,NA,NA,NA,NA,0.28897,NA,0.00000,9.13700,NA,NA,NA,NA,501418.63284,NA,NA,NA,NA,NA,88.43267,NA,NA,0.00000,0.00000,2911.97922,NA,NA,NA
210,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.59436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4666.82083,NA,NA
210,1,MS,roots,0.61266,8.93321,1.19938,0.01987,1.27022,53.27181,1.78664,0.00934,NA,7.88425,2.03006,NA,NA,NA,5.92015,21.15722,2.13067,NA,1.34372,NA,NA,1172.27493,1.41262,44.66605,5.11351,NA,504.82101,80.03537,0.00172,1.86887,2091.00565,NA,0.00000,0.00264,0.34091,NA,NA,2491.49123,61.43762,15.83446
211,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.49321,NA,NA,NA,NA,0.27143,NA,0.00000,8.55234,NA,NA,NA,NA,503793.84668,NA,NA,NA,NA,NA,88.70340,NA,NA,0.00000,0.00000,2917.03500,NA,NA,NA
211,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.72721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4654.73719,NA,NA
211,1,MS,roots,0.61266,6.26244,1.20415,0.01988,1.28803,50.43467,1.25249,0.00934,NA,7.49793,1.93971,NA,NA,NA,5.69647,21.15722,2.02627,NA,1.29264,NA,NA,1174.28256,0.99375,31.31221,4.88592,NA,506.82864,81.15746,0.00172,1.86887,2092.07426,NA,0.00000,0.00264,0.34091,NA,NA,2518.94862,61.43762,15.13410
212,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.45269,NA,NA,NA,NA,0.27002,NA,0.00000,8.45313,NA,NA,NA,NA,506140.91705,NA,NA,NA,NA,NA,88.97247,NA,NA,0.00000,0.00000,2922.03458,NA,NA,NA
212,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.37700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4613.78970,NA,NA
212,1,MS,roots,0.56609,7.08118,2.27555,0.03757,2.42620,49.66363,1.41624,0.00934,NA,7.40253,1.88854,NA,NA,NA,5.61279,19.54898,2.00207,NA,1.25932,NA,NA,1173.95335,1.13096,35.40588,4.75703,NA,507.02903,80.92726,0.00159,1.86739,2093.03732,NA,0.00000,0.00499,0.34398,NA,NA,2483.21279,56.76752,14.90385
213,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.07746,NA,NA,NA,NA,0.24245,NA,0.00000,7.53446,NA,NA,NA,NA,508231.33614,NA,NA,NA,NA,NA,89.21392,NA,NA,0.00000,0.00000,2926.48976,NA,NA,NA
213,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.83350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4594.13115,NA,NA
213,1,MS,roots,0.56609,4.83801,2.27879,0.03759,2.41843,45.36417,0.96760,0.00934,NA,6.78456,1.73544,NA,NA,NA,5.21884,19.54898,1.83494,NA,1.16296,NA,NA,1174.67399,0.77841,24.19006,4.37139,NA,507.74967,80.66812,0.00159,1.86739,2093.93945,NA,0.00000,0.00499,0.34398,NA,NA,2501.04411,56.76752,13.73884
214,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.63704,NA,NA,NA,NA,0.20953,NA,0.00000,6.45619,NA,NA,NA,NA,510022.58765,NA,NA,NA,NA,NA,89.42256,NA,NA,0.00000,0.00000,2930.30881,NA,NA,NA
214,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.95248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4558.79920,NA,NA
214,1,MS,roots,0.42834,5.28079,1.44231,0.02377,1.53357,40.18975,1.05616,0.00933,NA,6.02177,1.52275,NA,NA,NA,4.68934,14.79195,1.62963,NA,1.02041,NA,NA,1174.95465,0.85692,26.40395,3.83565,NA,508.43755,80.92924,0.00120,1.86625,2094.70040,NA,0.00000,0.00315,0.34632,NA,NA,2471.02327,42.95377,12.23387
215,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.68149,NA,NA,NA,NA,0.21487,NA,0.00000,6.56503,NA,NA,NA,NA,511843.03589,NA,NA,NA,NA,NA,89.63646,NA,NA,0.00000,0.00000,2934.19118,NA,NA,NA
215,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.57201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4539.36494,NA,NA
215,1,MS,roots,0.42834,3.83088,1.44607,0.02378,1.54108,40.61129,0.76618,0.00933,NA,6.10060,1.54441,NA,NA,NA,4.75448,14.79195,1.65097,NA,1.03864,NA,NA,1176.27988,0.62692,19.15439,3.89021,NA,509.76278,81.32562,0.00120,1.86625,2095.48401,NA,0.00000,0.00315,0.34632,NA,NA,2481.89547,42.95377,12.39949
216,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.29589,NA,NA,NA,NA,0.18558,NA,0.00000,5.62097,NA,NA,NA,NA,513401.81909,NA,NA,NA,NA,NA,89.82124,NA,NA,0.00000,0.00000,2937.51628,NA,NA,NA
216,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.81093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4507.36462,NA,NA
216,1,MS,roots,0.36929,4.36841,0.96307,0.01581,1.03153,36.03180,0.87368,0.00933,NA,5.41999,1.35726,NA,NA,NA,4.28234,12.75281,1.46756,NA,0.91212,NA,NA,1176.96435,0.72112,21.84203,3.41880,NA,510.80463,81.90312,0.00103,1.86525,2096.14387,NA,0.00000,0.00209,0.34835,NA,NA,2452.61783,37.03240,11.05959
217,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.52757,NA,NA,NA,NA,0.20603,NA,0.00000,6.18820,NA,NA,NA,NA,515117.14176,NA,NA,NA,NA,NA,90.02636,NA,NA,0.00000,0.00000,2941.17601,NA,NA,NA
217,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.40973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4487.67783,NA,NA
217,1,MS,roots,0.36929,3.28916,0.96634,0.01581,1.04153,38.62411,0.65783,0.00933,NA,5.82221,1.45834,NA,NA,NA,4.56269,12.75281,1.57647,NA,0.98280,NA,NA,1178.69557,0.54754,16.44580,3.67340,NA,512.53585,82.69702,0.00103,1.86525,2096.86091,NA,0.00000,0.00209,0.34835,NA,NA,2459.48561,37.03240,11.84325
218,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.67725,NA,NA,NA,NA,0.22022,NA,0.00000,6.55466,NA,NA,NA,NA,516934.32627,NA,NA,NA,NA,NA,90.24560,NA,NA,0.00000,0.00000,2945.05358,NA,NA,NA
218,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.49260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4449.50414,NA,NA
218,1,MS,roots,0.42577,4.39510,1.48419,0.02426,1.60033,40.12837,0.87902,0.00932,NA,6.05516,1.49598,NA,NA,NA,4.69814,14.70343,1.64059,NA,1.00603,NA,NA,1179.08293,0.73832,21.97548,3.76822,NA,513.34412,82.86146,0.00119,1.86407,2097.54129,NA,0.00000,0.00321,0.35072,NA,NA,2421.09424,42.69671,12.24928
219,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.76598,NA,NA,NA,NA,0.22954,NA,0.00000,6.77187,NA,NA,NA,NA,518811.01352,NA,NA,NA,NA,NA,90.47408,NA,NA,0.00000,0.00000,2949.05860,NA,NA,NA
219,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.02413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426.07232,NA,NA
219,1,MS,roots,0.42577,3.21704,1.48832,0.02427,1.60653,41.04685,0.64341,0.00932,NA,6.20584,1.53291,NA,NA,NA,4.80750,14.70343,1.68141,NA,1.03346,NA,NA,1180.51131,0.54522,16.08518,3.86124,NA,514.77250,83.18247,0.00119,1.86407,2098.24490,NA,0.00000,0.00321,0.35072,NA,NA,2426.13669,42.69671,12.54625
220,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.62282,NA,NA,NA,NA,0.21970,NA,0.00000,6.42138,NA,NA,NA,NA,520591.01787,NA,NA,NA,NA,NA,90.69279,NA,NA,0.00000,0.00000,2952.85751,NA,NA,NA
220,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.10296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4387.26710,NA,NA
220,1,MS,roots,0.41005,4.16748,1.63283,0.02660,1.75906,39.26807,0.83350,0.00931,NA,5.94200,1.44784,NA,NA,NA,4.60923,14.16045,1.61094,NA,0.97349,NA,NA,1180.75839,0.71292,20.83741,3.64695,NA,515.43836,83.12664,0.00115,1.86290,2098.85948,NA,0.00000,0.00352,0.35304,NA,NA,2388.14695,41.11998,11.99908
221,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.26163,NA,NA,NA,NA,0.19110,NA,0.00000,5.53710,NA,NA,NA,NA,522125.65851,NA,NA,NA,NA,NA,90.88304,NA,NA,0.00000,0.00000,2956.13262,NA,NA,NA
221,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.64458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4365.01713,NA,NA
221,1,MS,roots,0.41005,2.89274,1.63560,0.02660,1.75630,35.13097,0.57855,0.00931,NA,5.32499,1.29785,NA,NA,NA,4.20441,14.16045,1.44366,NA,0.87471,NA,NA,1181.63444,0.49917,14.46370,3.26913,NA,516.31441,82.99645,0.00115,1.86290,2099.41258,NA,0.00000,0.00352,0.35304,NA,NA,2393.69611,41.11998,10.82724
222,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.71642,NA,NA,NA,NA,0.23155,NA,0.00000,6.65054,NA,NA,NA,NA,523969.09080,NA,NA,NA,NA,NA,91.11362,NA,NA,0.00000,0.00000,2960.06671,NA,NA,NA
222,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.73237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329.38191,NA,NA
222,1,MS,roots,0.41753,4.23709,2.21479,0.03602,2.35866,40.06813,0.84742,0.00931,NA,6.07758,1.46025,NA,NA,NA,4.68195,14.41866,1.64879,NA,0.98076,NA,NA,1181.37063,0.73760,21.18544,3.67822,NA,516.49090,82.34150,0.00117,1.86166,2099.98046,NA,0.00000,0.00476,0.35544,NA,NA,2353.97719,41.86979,12.21978
223,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.35123,NA,NA,NA,NA,0.28751,NA,0.00000,8.20474,NA,NA,NA,NA,526241.03723,NA,NA,NA,NA,NA,91.40010,NA,NA,0.00000,0.00000,2964.91747,NA,NA,NA
223,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.20357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.99985,NA,NA
223,1,MS,roots,0.41753,3.67272,2.21991,0.03603,2.35255,46.87558,0.73454,0.00931,NA,7.12292,1.71049,NA,NA,NA,5.37917,14.41866,1.93238,NA,1.15145,NA,NA,1182.56253,0.64349,18.36360,4.30854,NA,517.68280,82.12791,0.00117,1.86166,2100.65716,NA,0.00000,0.00476,0.35544,NA,NA,2357.46900,41.86979,14.21259
224,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.00198,NA,NA,NA,NA,0.34419,NA,0.00000,9.79794,NA,NA,NA,NA,528950.98182,NA,NA,NA,NA,NA,91.74386,NA,NA,0.00000,0.00000,2970.70896,NA,NA,NA
224,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.83898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4293.84553,NA,NA
224,1,MS,roots,0.60204,6.68262,6.42888,0.10505,6.48501,53.43661,1.33652,0.00930,NA,8.12764,1.91405,NA,NA,NA,5.99709,20.79032,2.20713,NA,1.28156,NA,NA,1178.60546,1.17377,33.41309,4.82127,NA,514.38391,77.67598,0.00169,1.85982,2101.25478,NA,0.00000,0.01389,0.35897,NA,NA,2304.16096,60.37219,16.03878
225,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.48285,NA,NA,NA,NA,0.38293,NA,0.00000,10.97524,NA,NA,NA,NA,531975.25463,NA,NA,NA,NA,NA,92.12756,NA,NA,0.00000,0.00000,2977.18852,NA,NA,NA
225,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.06102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329.57002,NA,NA
