sum_dry_mass,Cont_WSC_DM_shoot,dry_mass_phloem,sum_dry_mass_shoot,N_content,mstruct_laminae,mstruct_shoot,Total_Photosynthesis,NS_roots,N_content_total_DM_shoot,C_N_ratio_shoot,Cont_WSC_DM_laminae,mstruct,sum_N_g,plant,N_content_mstruct_roots,shoot_roots_mstruct_ratio,sum_respi_shoot,N_content_mstruct,Tillers_Photosynthesis_An,Cont_WSC_DM,senesced_mstruct,C_respired_shoot,N_content_roots,sum_dry_mass_stem,sum_N_g_shoot,N_content_mstruct_shoot,sum_C_g,sum_NSC_g,C_exudated,sum_dry_mass_laminae,NS_stem,shoot_roots_ratio,C_N_ratio,t,sum_respi_roots,NS_shoot,Total_Transpiration,N_content_shoot,Cont_WSC_DM_stem,Tillers_Photosynthesis,sum_dry_mass_roots,NS,NS_laminae,Cont_WSC_DM_roots,NNI,C_respired_roots,axis,mstruct_stem
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5202600000,NA,1,NA,NA,9.9674700000,NA,NA,NA,0.0012500000,NA,NA,NA,NA,NA,NA,NA,40.7427500000,NA,NA,NA,NA,0.0000000000,4.4852800000,NA,0.0020100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5202800000,NA,1,NA,NA,8.6835700000,NA,NA,NA,0.0012500000,NA,NA,NA,NA,NA,NA,NA,109.4040100000,NA,NA,NA,NA,1.0000000000,4.8397300000,NA,0.0020100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5196300000,NA,1,NA,NA,6.9713300000,NA,NA,NA,0.0019900000,NA,NA,NA,NA,NA,NA,NA,108.8980800000,NA,NA,NA,NA,2.0000000000,5.4568000000,NA,0.0011100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5196500000,NA,1,NA,NA,6.6833400000,NA,NA,NA,0.0019900000,NA,NA,NA,NA,NA,NA,NA,90.2455000000,NA,NA,NA,NA,3.0000000000,6.5111800000,NA,0.0011100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5191900000,NA,1,NA,NA,6.0838900000,NA,NA,NA,0.0026300000,NA,NA,NA,NA,NA,NA,NA,68.0998300000,NA,NA,NA,NA,4.0000000000,6.5170000000,NA,0.0010200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5191900000,NA,1,NA,NA,5.7149600000,NA,NA,NA,0.0026300000,NA,NA,NA,NA,NA,NA,NA,50.0764500000,NA,NA,NA,NA,5.0000000000,6.1916900000,NA,0.0010200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5187000000,NA,1,NA,NA,6.5914200000,NA,NA,NA,0.0034200000,NA,NA,NA,NA,NA,NA,NA,41.3960600000,NA,NA,NA,NA,6.0000000000,7.5457000000,NA,0.0016700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5187400000,NA,1,NA,NA,7.1840700000,NA,NA,NA,0.0034200000,NA,NA,NA,NA,NA,NA,NA,35.8244700000,NA,NA,NA,NA,7.0000000000,11.0641500000,NA,0.0016700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5174100000,NA,1,NA,NA,11.5055200000,NA,NA,NA,0.0057100000,NA,NA,NA,NA,NA,NA,NA,34.6054600000,NA,NA,NA,NA,8.0000000000,13.6334400000,NA,0.0103800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5174800000,NA,1,NA,NA,12.2532300000,NA,NA,NA,0.0057100000,NA,NA,NA,NA,NA,NA,NA,30.2149900000,NA,NA,NA,NA,9.0000000000,16.4162700000,NA,0.0103800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5156100000,NA,1,NA,NA,16.5036300000,NA,NA,NA,0.0091000000,NA,NA,NA,NA,NA,NA,NA,36.0723100000,NA,NA,NA,NA,10.0000000000,18.4571600000,NA,0.0182300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5157000000,NA,1,NA,NA,17.1517100000,NA,NA,NA,0.0091000000,NA,NA,NA,NA,NA,NA,NA,33.6894700000,NA,NA,NA,NA,11.0000000000,20.6201600000,NA,0.0182300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5134500000,NA,1,NA,NA,19.0471400000,NA,NA,NA,0.0133600000,NA,NA,NA,NA,NA,NA,NA,44.5826500000,NA,NA,NA,NA,12.0000000000,22.3342400000,NA,0.0205900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5135600000,NA,1,NA,NA,19.2292900000,NA,NA,NA,0.0133600000,NA,NA,NA,NA,NA,NA,NA,39.8978100000,NA,NA,NA,NA,13.0000000000,23.0788600000,NA,0.0205900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5114400000,NA,1,NA,NA,18.1267200000,NA,NA,NA,0.0175900000,NA,NA,NA,NA,NA,NA,NA,48.8623200000,NA,NA,NA,NA,14.0000000000,22.6968300000,NA,0.0169300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5115400000,NA,1,NA,NA,17.9784700000,NA,NA,NA,0.0175900000,NA,NA,NA,NA,NA,NA,NA,40.3616200000,NA,NA,NA,NA,15.0000000000,22.3525900000,NA,0.0169300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5097800000,NA,1,NA,NA,15.7553500000,NA,NA,NA,0.0213100000,NA,NA,NA,NA,NA,NA,NA,45.3649000000,NA,NA,NA,NA,16.0000000000,21.0564300000,NA,0.0092000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5098600000,NA,1,NA,NA,15.3729200000,NA,NA,NA,0.0213100000,NA,NA,NA,NA,NA,NA,NA,33.8001700000,NA,NA,NA,NA,17.0000000000,20.0489600000,NA,0.0092000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5084200000,NA,1,NA,NA,13.2256000000,NA,NA,NA,0.0245000000,NA,NA,NA,NA,NA,NA,NA,35.8412200000,NA,NA,NA,NA,18.0000000000,19.1062800000,NA,0.0035500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5085000000,NA,1,NA,NA,12.9505500000,NA,NA,NA,0.0245000000,NA,NA,NA,NA,NA,NA,NA,24.5169900000,NA,NA,NA,NA,19.0000000000,19.3583100000,NA,0.0035500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5071900000,NA,1,NA,NA,11.9583500000,NA,NA,NA,0.0274600000,NA,NA,NA,NA,NA,NA,NA,26.1949300000,NA,NA,NA,NA,20.0000000000,18.2263500000,NA,0.0027600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5072500000,NA,1,NA,NA,11.3319000000,NA,NA,NA,0.0274600000,NA,NA,NA,NA,NA,NA,NA,15.9348100000,NA,NA,NA,NA,21.0000000000,15.1785700000,NA,0.0027600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5064200000,NA,1,NA,NA,8.7986600000,NA,NA,NA,0.0293600000,NA,NA,NA,NA,NA,NA,NA,16.3922100000,NA,NA,NA,NA,22.0000000000,13.2771900000,NA,0.0007600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5064600000,NA,1,NA,NA,8.5699300000,NA,NA,NA,0.0293600000,NA,NA,NA,NA,NA,NA,NA,10.9006900000,NA,NA,NA,NA,23.0000000000,12.3911900000,NA,0.0007600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5056600000,NA,1,NA,NA,8.4868600000,NA,NA,NA,0.0312000000,NA,NA,NA,NA,NA,NA,NA,13.4933700000,NA,NA,NA,NA,24.0000000000,12.9872600000,NA,0.0005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5057000000,NA,1,NA,NA,8.3758200000,NA,NA,NA,0.0312000000,NA,NA,NA,NA,NA,NA,NA,9.1363500000,NA,NA,NA,NA,25.0000000000,12.7975300000,NA,0.0005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5048600000,NA,1,NA,NA,8.5758300000,NA,NA,NA,0.0331200000,NA,NA,NA,NA,NA,NA,NA,12.4112900000,NA,NA,NA,NA,26.0000000000,13.2875900000,NA,0.0005400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5049100000,NA,1,NA,NA,8.5846300000,NA,NA,NA,0.0331200000,NA,NA,NA,NA,NA,NA,NA,8.4275400000,NA,NA,NA,NA,27.0000000000,13.9121500000,NA,0.0005400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5040800000,NA,1,NA,NA,8.3581400000,NA,NA,NA,0.0350200000,NA,NA,NA,NA,NA,NA,NA,11.5191100000,NA,NA,NA,NA,28.0000000000,13.0955100000,NA,0.0005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5041200000,NA,1,NA,NA,8.2730000000,NA,NA,NA,0.0350200000,NA,NA,NA,NA,NA,NA,NA,7.5178400000,NA,NA,NA,NA,29.0000000000,12.9085600000,NA,0.0005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5031100000,NA,1,NA,NA,10.1131100000,NA,NA,NA,0.0373200000,NA,NA,NA,NA,NA,NA,NA,12.6133400000,NA,NA,NA,NA,30.0000000000,14.8799400000,NA,0.0016100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5031800000,NA,1,NA,NA,10.6383000000,NA,NA,NA,0.0373200000,NA,NA,NA,NA,NA,NA,NA,9.1891500000,NA,NA,NA,NA,31.0000000000,18.1617800000,NA,0.0016100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5016000000,NA,1,NA,NA,13.9808000000,NA,NA,NA,0.0408400000,NA,NA,NA,NA,NA,NA,NA,19.0005300000,NA,NA,NA,NA,32.0000000000,19.9541600000,NA,0.0088700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5016900000,NA,1,NA,NA,14.3199800000,NA,NA,NA,0.0408400000,NA,NA,NA,NA,NA,NA,NA,14.0587300000,NA,NA,NA,NA,33.0000000000,19.7077800000,NA,0.0088700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4998700000,NA,1,NA,NA,16.3714600000,NA,NA,NA,0.0448600000,NA,NA,NA,NA,NA,NA,NA,27.3296400000,NA,NA,NA,NA,34.0000000000,21.7912500000,NA,0.0140800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4999800000,NA,1,NA,NA,16.9962000000,NA,NA,NA,0.0448600000,NA,NA,NA,NA,NA,NA,NA,23.6603900000,NA,NA,NA,NA,35.0000000000,23.7022000000,NA,0.0140800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4978400000,NA,1,NA,NA,18.8541900000,NA,NA,NA,0.0495800000,NA,NA,NA,NA,NA,NA,NA,39.9367900000,NA,NA,NA,NA,36.0000000000,24.4826700000,NA,0.0191700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4979600000,NA,1,NA,NA,18.9819900000,NA,NA,NA,0.0495800000,NA,NA,NA,NA,NA,NA,NA,32.8303900000,NA,NA,NA,NA,37.0000000000,23.9838500000,NA,0.0191700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4958900000,NA,1,NA,NA,18.5341300000,NA,NA,NA,0.0542300000,NA,NA,NA,NA,NA,NA,NA,47.0511400000,NA,NA,NA,NA,38.0000000000,24.3047400000,NA,0.0151900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4960100000,NA,1,NA,NA,18.4614500000,NA,NA,NA,0.0542300000,NA,NA,NA,NA,NA,NA,NA,36.2129400000,NA,NA,NA,NA,39.0000000000,23.9878700000,NA,0.0151900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4942000000,NA,1,NA,NA,16.3212500000,NA,NA,NA,0.0584300000,NA,NA,NA,NA,NA,NA,NA,44.5069800000,NA,NA,NA,NA,40.0000000000,22.6553900000,NA,0.0078200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4943000000,NA,1,NA,NA,15.9192200000,NA,NA,NA,0.0584300000,NA,NA,NA,NA,NA,NA,NA,29.9702200000,NA,NA,NA,NA,41.0000000000,21.5953900000,NA,0.0078200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4927600000,NA,1,NA,NA,14.1443300000,NA,NA,NA,0.0621000000,NA,NA,NA,NA,NA,NA,NA,34.6028600000,NA,NA,NA,NA,42.0000000000,20.5929100000,NA,0.0033800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4928500000,NA,1,NA,NA,13.7036000000,NA,NA,NA,0.0621000000,NA,NA,NA,NA,NA,NA,NA,21.0361200000,NA,NA,NA,NA,43.0000000000,19.4655200000,NA,0.0033800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4916200000,NA,1,NA,NA,11.7799600000,NA,NA,NA,0.0650700000,NA,NA,NA,NA,NA,NA,NA,24.1996000000,NA,NA,NA,NA,44.0000000000,17.6165400000,NA,0.0013900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4916900000,NA,1,NA,NA,11.4581400000,NA,NA,NA,0.0650700000,NA,NA,NA,NA,NA,NA,NA,14.4229700000,NA,NA,NA,NA,45.0000000000,16.5782300000,NA,0.0013900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4905700000,NA,1,NA,NA,10.8550400000,NA,NA,NA,0.0677500000,NA,NA,NA,NA,NA,NA,NA,18.9581500000,NA,NA,NA,NA,46.0000000000,16.3184100000,NA,0.0007600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4906400000,NA,1,NA,NA,10.6817400000,NA,NA,NA,0.0677500000,NA,NA,NA,NA,NA,NA,NA,11.4798000000,NA,NA,NA,NA,47.0000000000,15.9424400000,NA,0.0007600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4895400000,NA,1,NA,NA,10.5488900000,NA,NA,NA,0.0703900000,NA,NA,NA,NA,NA,NA,NA,16.8340500000,NA,NA,NA,NA,48.0000000000,15.9898300000,NA,0.0008900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4896000000,NA,1,NA,NA,10.2602200000,NA,NA,NA,0.0703900000,NA,NA,NA,NA,NA,NA,NA,9.8309000000,NA,NA,NA,NA,49.0000000000,14.6866300000,NA,0.0008900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4886400000,NA,1,NA,NA,9.4256300000,NA,NA,NA,0.0726600000,NA,NA,NA,NA,NA,NA,NA,14.1433100000,NA,NA,NA,NA,50.0000000000,14.2947700000,NA,0.0004900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4887000000,NA,1,NA,NA,9.3911400000,NA,NA,NA,0.0726600000,NA,NA,NA,NA,NA,NA,NA,8.7079800000,NA,NA,NA,NA,51.0000000000,14.5191700000,NA,0.0004900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4877300000,NA,1,NA,NA,9.3072600000,NA,NA,NA,0.0749400000,NA,NA,NA,NA,NA,NA,NA,13.4298900000,NA,NA,NA,NA,52.0000000000,14.2195300000,NA,0.0004600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4877800000,NA,1,NA,NA,9.0635000000,NA,NA,NA,0.0749400000,NA,NA,NA,NA,NA,NA,NA,7.8970900000,NA,NA,NA,NA,53.0000000000,12.9684700000,NA,0.0004600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4868200000,NA,1,NA,NA,9.5557600000,NA,NA,NA,0.0771600000,NA,NA,NA,NA,NA,NA,NA,12.7753400000,NA,NA,NA,NA,54.0000000000,13.8695600000,NA,0.0007900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4869000000,NA,1,NA,NA,10.0707900000,NA,NA,NA,0.0771600000,NA,NA,NA,NA,NA,NA,NA,8.7795400000,NA,NA,NA,NA,55.0000000000,17.2283300000,NA,0.0007900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4850000000,NA,1,NA,NA,16.0057000000,NA,NA,NA,0.0815200000,NA,NA,NA,NA,NA,NA,NA,23.0054700000,NA,NA,NA,NA,56.0000000000,22.2343400000,NA,0.0117900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4851300000,NA,1,NA,NA,17.0512400000,NA,NA,NA,0.0815200000,NA,NA,NA,NA,NA,NA,NA,17.0336500000,NA,NA,NA,NA,57.0000000000,24.9600400000,NA,0.0117900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4826600000,NA,1,NA,NA,21.4577600000,NA,NA,NA,0.0870600000,NA,NA,NA,NA,NA,NA,NA,37.9909800000,NA,NA,NA,NA,58.0000000000,26.5266100000,NA,0.0206900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4828200000,NA,1,NA,NA,22.2354800000,NA,NA,NA,0.0870600000,NA,NA,NA,NA,NA,NA,NA,31.1213800000,NA,NA,NA,NA,59.0000000000,28.0680700000,NA,0.0206900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4801700000,NA,1,NA,NA,22.4426300000,NA,NA,NA,0.0930100000,NA,NA,NA,NA,NA,NA,NA,52.8869500000,NA,NA,NA,NA,60.0000000000,27.9689400000,NA,0.0193500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4803300000,NA,1,NA,NA,22.6290200000,NA,NA,NA,0.0930100000,NA,NA,NA,NA,NA,NA,NA,40.4346800000,NA,NA,NA,NA,61.0000000000,28.4150000000,NA,0.0193500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4776400000,NA,1,NA,NA,22.8637400000,NA,NA,NA,0.0991700000,NA,NA,NA,NA,NA,NA,NA,59.5266400000,NA,NA,NA,NA,62.0000000000,28.8717800000,NA,0.0167800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4778200000,NA,1,NA,NA,23.1927300000,NA,NA,NA,0.0991700000,NA,NA,NA,NA,NA,NA,NA,43.1630500000,NA,NA,NA,NA,63.0000000000,31.3246700000,NA,0.0167800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4753700000,NA,1,NA,NA,20.6216600000,NA,NA,NA,0.1049200000,NA,NA,NA,NA,NA,NA,NA,55.9275800000,NA,NA,NA,NA,64.0000000000,27.3581800000,NA,0.0125100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4755000000,NA,1,NA,NA,19.8438700000,NA,NA,NA,0.1049200000,NA,NA,NA,NA,NA,NA,NA,34.8195100000,NA,NA,NA,NA,65.0000000000,23.9179300000,NA,0.0125100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4739000000,NA,1,NA,NA,14.5114700000,NA,NA,NA,0.1087800000,NA,NA,NA,NA,NA,NA,NA,39.1634800000,NA,NA,NA,NA,66.0000000000,20.0682200000,NA,0.0028000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4739900000,NA,1,NA,NA,13.8433600000,NA,NA,NA,0.1087800000,NA,NA,NA,NA,NA,NA,NA,23.3131700000,NA,NA,NA,NA,67.0000000000,17.8835200000,NA,0.0028000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4728100000,NA,1,NA,NA,11.5269000000,NA,NA,NA,0.1116500000,NA,NA,NA,NA,NA,NA,NA,25.9239300000,NA,NA,NA,NA,68.0000000000,16.2273100000,NA,0.0009800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4728700000,NA,1,NA,NA,11.0091800000,NA,NA,NA,0.1116500000,NA,NA,NA,NA,NA,NA,NA,15.1015700000,NA,NA,NA,NA,69.0000000000,14.1246100000,NA,0.0009800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4719500000,NA,1,NA,NA,9.6870800000,NA,NA,NA,0.1138900000,NA,NA,NA,NA,NA,NA,NA,18.2167400000,NA,NA,NA,NA,70.0000000000,13.6138800000,NA,0.0005300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4720100000,NA,1,NA,NA,9.6752000000,NA,NA,NA,0.1138900000,NA,NA,NA,NA,NA,NA,NA,11.6453000000,NA,NA,NA,NA,71.0000000000,14.1778800000,NA,0.0005300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4711300000,NA,1,NA,NA,9.1951900000,NA,NA,NA,0.1160500000,NA,NA,NA,NA,NA,NA,NA,15.5642900000,NA,NA,NA,NA,72.0000000000,13.1950200000,NA,0.0004700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4711800000,NA,1,NA,NA,8.9251200000,NA,NA,NA,0.1160500000,NA,NA,NA,NA,NA,NA,NA,9.3594000000,NA,NA,NA,NA,73.0000000000,11.9932300000,NA,0.0004700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4704500000,NA,1,NA,NA,7.9685400000,NA,NA,NA,0.1178000000,NA,NA,NA,NA,NA,NA,NA,12.4099500000,NA,NA,NA,NA,74.0000000000,11.3817800000,NA,0.0003000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4705000000,NA,1,NA,NA,7.9148600000,NA,NA,NA,0.1178000000,NA,NA,NA,NA,NA,NA,NA,7.9019700000,NA,NA,NA,NA,75.0000000000,11.3909700000,NA,0.0003000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4698200000,NA,1,NA,NA,7.5137900000,NA,NA,NA,0.1194200000,NA,NA,NA,NA,NA,NA,NA,10.9699100000,NA,NA,NA,NA,76.0000000000,10.8024100000,NA,0.0002600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
