sum_dry_mass,Cont_WSC_DM_shoot,dry_mass_phloem,sum_dry_mass_shoot,N_content,mstruct_laminae,mstruct_shoot,Total_Photosynthesis,NS_roots,N_content_total_DM_shoot,C_N_ratio_shoot,Cont_WSC_DM_laminae,mstruct,sum_N_g,plant,N_content_mstruct_roots,shoot_roots_mstruct_ratio,sum_respi_shoot,N_content_mstruct,Tillers_Photosynthesis_An,Cont_WSC_DM,senesced_mstruct,C_respired_shoot,N_content_roots,sum_dry_mass_stem,sum_N_g_shoot,N_content_mstruct_shoot,sum_C_g,sum_NSC_g,C_exudated,sum_dry_mass_laminae,NS_stem,shoot_roots_ratio,C_N_ratio,t,sum_respi_roots,NS_shoot,Total_Transpiration,N_content_shoot,Cont_WSC_DM_stem,Tillers_Photosynthesis,sum_dry_mass_roots,NS,NS_laminae,Cont_WSC_DM_roots,NNI,C_respired_roots,axis,mstruct_stem
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9615700000,NA,1,NA,NA,12.6682300000,NA,NA,NA,1.0155800000,NA,NA,NA,NA,NA,NA,NA,8.3045800000,NA,NA,NA,NA,485.0000000000,12.6012900000,NA,0.0002600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9587600000,NA,1,NA,NA,12.9735200000,NA,NA,NA,1.0192500000,NA,NA,NA,NA,NA,NA,NA,9.7621400000,NA,NA,NA,NA,486.0000000000,12.5831100000,NA,0.0004500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9590100000,NA,1,NA,NA,13.2381500000,NA,NA,NA,1.0192500000,NA,NA,NA,NA,NA,NA,NA,8.1348400000,NA,NA,NA,NA,487.0000000000,12.9824400000,NA,0.0004500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9560200000,NA,1,NA,NA,13.6511500000,NA,NA,NA,1.0230900000,NA,NA,NA,NA,NA,NA,NA,9.7758300000,NA,NA,NA,NA,488.0000000000,12.9045300000,NA,0.0004900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9562700000,NA,1,NA,NA,13.5539500000,NA,NA,NA,1.0230900000,NA,NA,NA,NA,NA,NA,NA,8.1996100000,NA,NA,NA,NA,489.0000000000,12.6978600000,NA,0.0004900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9532100000,NA,1,NA,NA,14.8243100000,NA,NA,NA,1.0269800000,NA,NA,NA,NA,NA,NA,NA,9.9709200000,NA,NA,NA,NA,490.0000000000,12.8613900000,NA,0.0026800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9534900000,NA,1,NA,NA,15.6977000000,NA,NA,NA,1.0269800000,NA,NA,NA,NA,NA,NA,NA,9.4573400000,NA,NA,NA,NA,491.0000000000,13.3574200000,NA,0.0026800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9500700000,NA,1,NA,NA,17.6096700000,NA,NA,NA,1.0312800000,NA,NA,NA,NA,NA,NA,NA,12.7270500000,NA,NA,NA,NA,492.0000000000,13.7626900000,NA,0.0044900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9504100000,NA,1,NA,NA,19.1417200000,NA,NA,NA,1.0312800000,NA,NA,NA,NA,NA,NA,NA,13.9433600000,NA,NA,NA,NA,493.0000000000,15.5448300000,NA,0.0044900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9459200000,NA,1,NA,NA,18.0763200000,NA,NA,NA,1.0367100000,NA,NA,NA,NA,NA,NA,NA,17.6664400000,NA,NA,NA,NA,494.0000000000,14.7610300000,NA,0.0019800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9462500000,NA,1,NA,NA,18.0495100000,NA,NA,NA,1.0367100000,NA,NA,NA,NA,NA,NA,NA,16.6916800000,NA,NA,NA,NA,495.0000000000,15.1521400000,NA,0.0019800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9413300000,NA,1,NA,NA,300.3997900000,NA,NA,NA,1.0425800000,NA,NA,NA,NA,NA,NA,NA,15.9840500000,NA,NA,NA,NA,496.0000000000,15.8582200000,NA,0.0020300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9413300000,NA,1,NA,NA,706.3121900000,NA,NA,NA,1.0425800000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,497.0000000000,14.8825400000,NA,0.0020300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9362900000,NA,1,NA,NA,151.1231800000,NA,NA,NA,1.0479300000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,498.0000000000,11.8527800000,NA,0.0012700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9362900000,NA,1,NA,NA,88.5742700000,NA,NA,NA,1.0479300000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,499.0000000000,9.4824700000,NA,0.0012700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9316000000,NA,1,NA,NA,67.7973100000,NA,NA,NA,1.0526600000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,500.0000000000,8.2603900000,NA,0.0007600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9316000000,NA,1,NA,NA,54.3077900000,NA,NA,NA,1.0526600000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,501.0000000000,7.3772800000,NA,0.0007600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9271600000,NA,1,NA,NA,43.7033500000,NA,NA,NA,1.0571000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,502.0000000000,6.3588600000,NA,0.0007400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9271600000,NA,1,NA,NA,37.1882900000,NA,NA,NA,1.0571000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,503.0000000000,5.7575000000,NA,0.0007400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9229000000,NA,1,NA,NA,31.5448300000,NA,NA,NA,1.0613700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,504.0000000000,5.1171000000,NA,0.0006600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9229000000,NA,1,NA,NA,27.5655900000,NA,NA,NA,1.0613700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,505.0000000000,4.6505600000,NA,0.0006600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9188200000,NA,1,NA,NA,24.1024700000,NA,NA,NA,1.0654400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,506.0000000000,4.1894600000,NA,0.0006000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9188200000,NA,1,NA,NA,21.5158200000,NA,NA,NA,1.0654400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,507.0000000000,3.8398700000,NA,0.0006000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9151000000,NA,1,NA,NA,18.6957500000,NA,NA,NA,1.0691700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,508.0000000000,3.3608100000,NA,0.0005500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9151000000,NA,1,NA,NA,17.0359500000,NA,NA,NA,1.0691700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,509.0000000000,3.0842200000,NA,0.0005500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9113300000,NA,1,NA,NA,16.1273200000,NA,NA,NA,1.0729300000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,510.0000000000,2.9531900000,NA,0.0010400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9113300000,NA,1,NA,NA,15.2046400000,NA,NA,NA,1.0729300000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,511.0000000000,2.7573600000,NA,0.0010400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9075000000,NA,1,NA,NA,15.9683200000,NA,NA,NA,1.0767600000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,512.0000000000,2.6148900000,NA,0.0020400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9075000000,NA,1,NA,NA,18.3814700000,NA,NA,NA,1.0767600000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,513.0000000000,2.5758400000,NA,0.0020400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9031900000,NA,1,NA,NA,23.1742900000,NA,NA,NA,1.0810700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,514.0000000000,2.5059000000,NA,0.0043400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9031900000,NA,1,NA,NA,29.5437500000,NA,NA,NA,1.0810700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,515.0000000000,2.3607300000,NA,0.0043400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8992700000,NA,1,NA,NA,32.5435400000,NA,NA,NA,1.0850000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,516.0000000000,2.0437600000,NA,0.0028700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8992700000,NA,1,NA,NA,33.7725200000,NA,NA,NA,1.0850000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,517.0000000000,1.8514700000,NA,0.0028700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8954600000,NA,1,NA,NA,35.5070900000,NA,NA,NA,1.0888000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,518.0000000000,1.7740800000,NA,0.0030800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8954600000,NA,1,NA,NA,36.6199800000,NA,NA,NA,1.0888000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,519.0000000000,1.6370000000,NA,0.0030800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8920200000,NA,1,NA,NA,34.8098900000,NA,NA,NA,1.0922400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,520.0000000000,1.4691300000,NA,0.0017800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8920200000,NA,1,NA,NA,31.5597900000,NA,NA,NA,1.0922400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,521.0000000000,1.3545100000,NA,0.0017800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8890100000,NA,1,NA,NA,26.9540800000,NA,NA,NA,1.0952500000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,522.0000000000,1.2050800000,NA,0.0010600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8890100000,NA,1,NA,NA,22.9022700000,NA,NA,NA,1.0952500000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,523.0000000000,1.0820800000,NA,0.0010600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8863300000,NA,1,NA,NA,19.7265900000,NA,NA,NA,1.0979300000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,524.0000000000,1.0104300000,NA,0.0006800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8863300000,NA,1,NA,NA,17.0923400000,NA,NA,NA,1.0979300000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,525.0000000000,0.9328500000,NA,0.0006800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8837900000,NA,1,NA,NA,15.1993500000,NA,NA,NA,1.1004800000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,526.0000000000,0.8938200000,NA,0.0006400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8837900000,NA,1,NA,NA,13.5476600000,NA,NA,NA,1.1004800000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,527.0000000000,0.8443300000,NA,0.0006400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8813200000,NA,1,NA,NA,12.2088800000,NA,NA,NA,1.1029400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,528.0000000000,0.8015600000,NA,0.0007700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8813200000,NA,1,NA,NA,11.0320100000,NA,NA,NA,1.1029400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,529.0000000000,0.7499700000,NA,0.0007700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8789100000,NA,1,NA,NA,10.2128400000,NA,NA,NA,1.1053500000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,530.0000000000,0.7276800000,NA,0.0008100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8789100000,NA,1,NA,NA,9.0231400000,NA,NA,NA,1.1053500000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,531.0000000000,0.6367200000,NA,0.0008100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8771000000,NA,1,NA,NA,7.8147100000,NA,NA,NA,1.1071700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,532.0000000000,0.5539700000,NA,0.0005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8771000000,NA,1,NA,NA,7.1107200000,NA,NA,NA,1.1071700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,533.0000000000,0.4829200000,NA,0.0005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8748600000,NA,1,NA,NA,9.2207000000,NA,NA,NA,1.1094000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,534.0000000000,0.5977900000,NA,0.0022900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8748600000,NA,1,NA,NA,12.4386900000,NA,NA,NA,1.1094000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,535.0000000000,0.7204100000,NA,0.0022900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8713000000,NA,1,NA,NA,19.4307300000,NA,NA,NA,1.1129700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,536.0000000000,0.7659800000,NA,0.0079600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8713000000,NA,1,NA,NA,30.0078700000,NA,NA,NA,1.1129700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,537.0000000000,0.7803600000,NA,0.0079600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8671500000,NA,1,NA,NA,43.5100100000,NA,NA,NA,1.1171100000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,538.0000000000,0.7718000000,NA,0.0106900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8671500000,NA,1,NA,NA,56.9150000000,NA,NA,NA,1.1171100000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,539.0000000000,0.7510800000,NA,0.0106900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8624000000,NA,1,NA,NA,71.6280600000,NA,NA,NA,1.1218700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,540.0000000000,0.7716800000,NA,0.0137100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8624000000,NA,1,NA,NA,83.6509800000,NA,NA,NA,1.1218700000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,541.0000000000,0.7632100000,NA,0.0137100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8572400000,NA,1,NA,NA,90.9993000000,NA,NA,NA,1.1270200000,NA,NA,NA,NA,NA,NA,NA,0.0004600000,NA,NA,NA,NA,542.0000000000,0.7335100000,NA,0.0133300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8572400000,NA,1,NA,NA,91.8264400000,NA,NA,NA,1.1270200000,NA,NA,NA,NA,NA,NA,NA,0.0066700000,NA,NA,NA,NA,543.0000000000,0.6661400000,NA,0.0133300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8526600000,NA,1,NA,NA,86.1154300000,NA,NA,NA,1.1316100000,NA,NA,NA,NA,NA,NA,NA,0.0108900000,NA,NA,NA,NA,544.0000000000,0.5915500000,NA,0.0078400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8526600000,NA,1,NA,NA,74.9852400000,NA,NA,NA,1.1316100000,NA,NA,NA,NA,NA,NA,NA,0.0084300000,NA,NA,NA,NA,545.0000000000,0.5174800000,NA,0.0078400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8491100000,NA,1,NA,NA,60.7866800000,NA,NA,NA,1.1351500000,NA,NA,NA,NA,NA,NA,NA,0.0055700000,NA,NA,NA,NA,546.0000000000,0.4389100000,NA,0.0022800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8491100000,NA,1,NA,NA,42.8996200000,NA,NA,NA,1.1351500000,NA,NA,NA,NA,NA,NA,NA,0.0011200000,NA,NA,NA,NA,547.0000000000,0.3299000000,NA,0.0022800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8467100000,NA,1,NA,NA,35.1741300000,NA,NA,NA,1.1375500000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,548.0000000000,0.3072800000,NA,0.0005700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8467100000,NA,1,NA,NA,27.7870400000,NA,NA,NA,1.1375500000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,549.0000000000,0.2713300000,NA,0.0005700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8444800000,NA,1,NA,NA,24.3058500000,NA,NA,NA,1.1397800000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,550.0000000000,0.2736700000,NA,0.0003200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8444800000,NA,1,NA,NA,20.0895200000,NA,NA,NA,1.1397800000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,551.0000000000,0.2542000000,NA,0.0003200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8424600000,NA,1,NA,NA,17.2273600000,NA,NA,NA,1.1418000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,552.0000000000,0.2398200000,NA,0.0002900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8424600000,NA,1,NA,NA,14.8983700000,NA,NA,NA,1.1418000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,553.0000000000,0.2220900000,NA,0.0002900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8405500000,NA,1,NA,NA,13.3820900000,NA,NA,NA,1.1437100000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,554.0000000000,0.2164400000,NA,0.0002700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8405500000,NA,1,NA,NA,11.9193300000,NA,NA,NA,1.1437100000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,555.0000000000,0.2063500000,NA,0.0002700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8387600000,NA,1,NA,NA,10.6356700000,NA,NA,NA,1.1455000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,556.0000000000,0.1953700000,NA,0.0002200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8387600000,NA,1,NA,NA,9.8964900000,NA,NA,NA,1.1455000000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,557.0000000000,0.1940800000,NA,0.0002200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8360200000,NA,1,NA,NA,12.9594400000,NA,NA,NA,1.1482400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,558.0000000000,0.2475300000,NA,0.0021700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8360200000,NA,1,NA,NA,17.1960600000,NA,NA,NA,1.1482400000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,559.0000000000,0.3070900000,NA,0.0021700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8314400000,NA,1,NA,NA,26.0315800000,NA,NA,NA,1.1528200000,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,560.0000000000,0.3303900000,NA,0.0088200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8314400000,NA,1,NA,NA,39.2945200000,NA,NA,NA,1.1528200000,NA,NA,NA,NA,NA,NA,NA,0.0000100000,NA,NA,NA,NA,561.0000000000,0.3351600000,NA,0.0088200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
