t,organ,Dry_Mass,proteins,amino_acids,mstruct,structure,starch,AA_consumption_mstruct,Export_Nitrates,Total_Organic_Nitrogen,N_tot,sucrose,sucrose_consumption_mstruct,plant,C_exudation,Conc_Nitrates,R_grain_growth_struct,Conc_cytokinins,Conc_Sucrose,Uptake_Nitrates,senesced_mstruct,Nstruct,Respi_growth,Unloading_Sucrose,Conc_Amino_Acids,R_residual,synthetized_mstruct,HATS_LATS,R_Nnit_upt,R_grain_growth_starch,S_Proteins,S_Amino_Acids,Export_cytokinins,Export_Amino_Acids,nitrates,Unloading_Amino_Acids,Proteins_N_Mass,sum_respi,RGR_Structure,regul_transpiration,R_Nnit_red,N_exudation,WSC_g,S_grain_structure,age_from_flowering,S_grain_starch,cytokinins,S_cytokinins,axis
159.0000000000,roots,NA,NA,470.1243600000,1.9120200000,NA,NA,0.8602800000,0.0330600000,1152.9903500000,0.0439858888,2872.6734700000,86.2685700000,1,7.1984600000,1040.1918912982082,NA,60.276168659323645,125.20238064106722,8.5409700000,0.2483200000,0.0095600000,29.7082300000,35.9923200000,196.70269557849812,6.9718569829,NA,80.5575400000,3.3907700000,NA,NA,2.4794400000,3.1993800000,1.9537300000,1988.8677000000,1.0190400000,NA,19.7345900000,NA,0.0046200000,9.3867000000,1.1780600000,0.08207638485714286,NA,NA,NA,115.2492400000,1.7440800000,MS
160.0000000000,grains,0.08301035418907564,74.0052900000,NA,NA,2638.7256900000,0.0000000000,NA,NA,NA,0.0010360741,NA,NA,1,NA,NA,3.8845100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2700900000,NA,NA,NA,NA,NA,0.00103607406,NA,0.0000000000,NA,NA,NA,NA,9.5103500000,367071.4578000000,0.0000000000,NA,NA,MS
160.0000000000,phloem,NA,NA,147.8811000000,NA,NA,NA,NA,NA,NA,0.0020703354,5207.0865600000,NA,1,NA,NA,NA,NA,127.86837266319337,NA,NA,NA,NA,NA,34.86199580376718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1487739017142857,NA,NA,NA,NA,NA,MS
160.0000000000,roots,NA,NA,472.2145000000,1.9104300000,NA,NA,0.8017400000,0.0180800000,1154.5102800000,0.0440537729,2822.5152700000,80.3983000000,1,9.0944100000,1042.8755358741225,NA,60.934794784420255,123.1186726722954,8.1005500000,0.2521600000,0.0095500000,27.6866900000,45.4720300000,197.74166025449765,6.7340818174,NA,77.4678700000,3.2159200000,NA,NA,2.3975500000,1.7643500000,1.0714000000,1992.3407100000,1.2914000000,NA,19.0022300000,NA,0.0025200000,9.0691000000,1.5215200000,0.08064329342857142,NA,NA,NA,116.4116600000,1.6630700000,MS
161.0000000000,grains,0.08319311462605042,74.2675300000,NA,NA,2644.1774700000,0.0000000000,NA,NA,NA,0.0010397454,NA,NA,1,NA,NA,3.7675800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2630000000,NA,NA,NA,NA,NA,0.00103974542,NA,0.0000000000,NA,NA,NA,NA,9.2240700000,369852.9133100000,0.0000000000,NA,NA,MS
161.0000000000,phloem,NA,NA,148.0978500000,NA,NA,NA,NA,NA,NA,0.0020733699,5194.1391700000,NA,1,NA,NA,NA,NA,127.54479098832041,NA,NA,NA,NA,NA,34.91155003285528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14840397628571428,NA,NA,NA,NA,NA,MS
161.0000000000,roots,NA,NA,475.2503500000,1.9104300000,NA,NA,0.8017400000,0.0181100000,1157.5461200000,0.0441441268,2846.6019900000,80.3983000000,1,6.3933500000,1044.6646618824034,NA,61.63455347748936,124.16934014855293,7.9065200000,0.2521600000,0.0095500000,27.6866900000,31.9667700000,199.0129342608732,6.6273296415,NA,75.0840300000,3.1388900000,NA,NA,2.3399300000,1.7846100000,1.0782800000,1995.7587100000,0.9114500000,NA,18.5999900000,NA,0.0025200000,8.8511400000,1.0673900000,0.08133148542857145,NA,NA,NA,117.7485000000,1.6349500000,MS
162.0000000000,grains,0.08336930990756303,74.5214600000,NA,NA,2649.4294100000,0.0000000000,NA,NA,NA,0.0010433004,NA,NA,1,NA,NA,3.6273500000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2548200000,NA,NA,NA,NA,NA,0.00104330044,NA,0.0000000000,NA,NA,NA,NA,8.8807400000,372529.7564500000,0.0000000000,NA,NA,MS
162.0000000000,phloem,NA,NA,147.5215800000,NA,NA,NA,NA,NA,NA,0.0020653021,5141.2508400000,NA,1,NA,NA,NA,NA,126.32686716791979,NA,NA,NA,NA,NA,34.79795488721804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14689288114285712,NA,NA,NA,NA,NA,MS
162.0000000000,roots,NA,NA,477.5742400000,1.9089200000,NA,NA,0.7399400000,0.0111700000,1159.3325300000,0.0442107466,2796.0225600000,74.2013400000,1,7.9170400000,1047.1406135406407,NA,62.533825409131865,122.05953104373152,7.4993700000,0.2557400000,0.0095400000,25.5526500000,39.5852100000,200.144265867611,6.4013119359,NA,72.2326000000,2.9772500000,NA,NA,2.2620200000,1.1143900000,0.6674200000,1998.9076600000,1.1358500000,NA,17.9113300000,NA,0.0015500000,8.5497000000,1.3522700000,0.07988635885714286,NA,NA,NA,119.3720700000,1.5576700000,MS
163.0000000000,grains,0.08354151585294116,74.7710500000,NA,NA,2654.5573600000,0.0000000000,NA,NA,NA,0.0010467947,NA,NA,1,NA,NA,3.5429800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2506200000,NA,NA,NA,NA,NA,0.0010467947,NA,0.0000000000,NA,NA,NA,NA,8.6742000000,375141.2138400000,0.0000000000,NA,NA,MS
163.0000000000,phloem,NA,NA,147.8908100000,NA,NA,NA,NA,NA,NA,0.0020704713,5118.6618400000,NA,1,NA,NA,NA,NA,125.76663600303489,NA,NA,NA,NA,NA,34.88361028882782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14624748114285713,NA,NA,NA,NA,NA,MS
163.0000000000,roots,NA,NA,480.8110000000,1.9089200000,NA,NA,0.7399400000,0.0111900000,1162.5692900000,0.0442995968,2813.6687700000,74.2013400000,1,5.3917400000,1048.7696393772396,NA,63.47907193596379,122.82987107893469,7.3562600000,0.2557400000,0.0095400000,25.5526500000,26.9587100000,201.50074387611843,6.3300558443,NA,70.4867700000,2.9204400000,NA,NA,2.2208700000,1.1312300000,0.6719400000,2002.0173400000,0.7789000000,NA,17.6270200000,NA,0.0015500000,8.3941500000,0.9213600000,0.0803905362857143,NA,NA,NA,121.1764700000,1.5377800000,MS
164.0000000000,grains,0.08371303362605041,75.0213100000,NA,NA,2659.6588100000,0.0000000000,NA,NA,NA,0.0010502983,NA,NA,1,NA,NA,3.5228700000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2513800000,NA,NA,NA,NA,NA,0.0010502983399999998,NA,0.0000000000,NA,NA,NA,NA,8.6249500000,377737.5729600000,0.0000000000,NA,NA,MS
164.0000000000,phloem,NA,NA,147.4762500000,NA,NA,NA,NA,NA,NA,0.0020646675,5059.9943500000,NA,1,NA,NA,NA,NA,124.40329010191248,NA,NA,NA,NA,NA,34.80768606671761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14457126714285712,NA,NA,NA,NA,NA,MS
164.0000000000,roots,NA,NA,483.1166400000,1.9074400000,NA,NA,0.7087900000,0.0104100000,1164.3456700000,0.0443728492,2759.4136700000,71.0775000000,1,6.9711200000,1051.1177389590237,NA,64.34930063330957,120.55484794628751,7.1540100000,0.2592000000,0.0095400000,24.4768900000,34.8556000000,202.6240993163612,6.2514782884,NA,69.6173800000,2.8401400000,NA,NA,2.2027800000,1.0643500000,0.6271400000,2004.9440200000,1.0158900000,NA,17.3947300000,NA,0.0014400000,8.3193000000,1.2205000000,0.07884039057142857,NA,NA,NA,122.7424300000,1.5005800000,MS
165.0000000000,grains,0.08388832087815126,75.2789700000,NA,NA,2664.8655300000,0.0000000000,NA,NA,NA,0.0010539056,NA,NA,1,NA,NA,3.5970700000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2589300000,NA,NA,NA,NA,NA,0.0010539055799999998,NA,0.0000000000,NA,NA,NA,NA,8.8066300000,380385.9477200000,0.0000000000,NA,NA,MS
165.0000000000,phloem,NA,NA,147.9410600000,NA,NA,NA,NA,NA,NA,0.0020711748,5031.7237100000,NA,1,NA,NA,NA,NA,123.70312839575374,NA,NA,NA,NA,NA,34.91594943430737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14376353457142857,NA,NA,NA,NA,NA,MS
165.0000000000,roots,NA,NA,486.4419700000,1.9074400000,NA,NA,0.7087900000,0.0104300000,1167.6710000000,0.0444611905,2771.2482700000,71.0775000000,1,4.7673100000,1052.6825378517804,NA,65.31575829383887,121.07188474255197,7.2582000000,0.2592000000,0.0095400000,24.4768900000,23.8365400000,204.01877699953866,6.3714283937,NA,70.3812600000,2.8815000000,NA,NA,2.2394400000,1.0803300000,0.6314600000,2007.9287800000,0.7008300000,NA,17.6925500000,NA,0.0014400000,8.4577600000,0.8368100000,0.07917852199999999,NA,NA,NA,124.5858900000,1.5314900000,MS
166.0000000000,grains,0.08405400544957983,75.5244500000,NA,NA,2669.7800400000,0.0000000000,NA,NA,NA,0.0010573423,NA,NA,1,NA,NA,3.3935300000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2467000000,NA,NA,NA,NA,NA,0.0010573422999999998,NA,0.0000000000,NA,NA,NA,NA,8.3082900000,382884.6016700000,0.0000000000,NA,NA,MS
166.0000000000,phloem,NA,NA,147.6480300000,NA,NA,NA,NA,NA,NA,0.0020670724,4972.4425500000,NA,1,NA,NA,NA,NA,122.32042121514473,NA,NA,NA,NA,NA,34.868084000968246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14206978714285712,NA,NA,NA,NA,NA,MS
166.0000000000,roots,NA,NA,488.8379800000,1.9059900000,NA,NA,0.6709100000,0.0075500000,1169.5473900000,0.0445224176,2715.7800800000,67.2788400000,1,6.3120000000,1054.895576577002,NA,66.26277157802507,118.73882164474453,6.7714300000,0.2625400000,0.0095300000,23.1687500000,31.5599800000,205.17966201291716,6.0650534675,NA,66.7294400000,2.6882600000,NA,NA,2.1311200000,0.7915200000,0.4586300000,2010.6204200000,0.9371200000,NA,16.7799400000,NA,0.0010400000,8.0425300000,1.1361500000,0.07759371657142856,NA,NA,NA,126.2961800000,1.4320800000,MS
167.0000000000,grains,0.08420780669747899,75.7541800000,NA,NA,2674.3353800000,0.0000000000,NA,NA,NA,0.0010605585,NA,NA,1,NA,NA,3.1465800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2308800000,NA,NA,NA,NA,NA,0.0010605585200000002,NA,0.0000000000,NA,NA,NA,NA,7.7037000000,385199.8152000000,0.0000000000,NA,NA,MS
167.0000000000,phloem,NA,NA,148.1507400000,NA,NA,NA,NA,NA,NA,0.0020741104,4943.2723900000,NA,1,NA,NA,NA,NA,121.598537601716,NA,NA,NA,NA,NA,34.98556306638722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14123635399999998,NA,NA,NA,NA,NA,MS
167.0000000000,roots,NA,NA,491.9097800000,1.9059900000,NA,NA,0.6709100000,0.0075500000,1172.6191900000,0.0446010290,2725.6298900000,67.2788400000,1,4.1743200000,1056.2299487405494,NA,67.19775025052597,119.16947316967385,6.3753600000,0.2625400000,0.0095300000,23.1687500000,20.8715800000,206.46898672081176,5.7842127734,NA,62.6377100000,2.5310200000,NA,NA,2.0101100000,0.8026900000,0.4615100000,2013.1637200000,0.6255200000,NA,15.8859500000,NA,0.0010400000,7.5858700000,0.7533600000,0.07787513971428571,NA,NA,NA,128.0782400000,1.3553500000,MS
168.0000000000,grains,0.0843556475210084,75.9768200000,NA,NA,2678.7076500000,0.0000000000,NA,NA,NA,0.0010636755,NA,NA,1,NA,NA,3.0189300000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2237300000,NA,NA,NA,NA,NA,0.0010636754799999999,NA,0.0000000000,NA,NA,NA,NA,7.3911600000,387421.4292200000,0.0000000000,NA,NA,MS
168.0000000000,phloem,NA,NA,148.0012600000,NA,NA,NA,NA,NA,NA,0.0020720176,4889.4101600000,NA,1,NA,NA,NA,NA,120.3400190401369,NA,NA,NA,NA,NA,34.96956669413409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13969743314285718,NA,NA,NA,NA,NA,MS
168.0000000000,roots,NA,NA,494.3521800000,1.9046600000,NA,NA,0.5856100000,0.0029400000,1174.5894800000,0.0446579596,2675.4077500000,58.7252300000,1,5.5236500000,1058.1952054434912,NA,68.25558367372655,117.05535152380651,6.0443600000,0.2655000000,0.0095200000,20.2231600000,27.6182300000,207.6390242877994,5.5811943042,NA,60.2764200000,2.3996100000,NA,NA,1.9405000000,0.3167500000,0.1803100000,2015.5020800000,0.8360000000,NA,15.2845000000,NA,0.0004100000,7.3180900000,1.0206400000,0.07644022142857142,NA,NA,NA,130.0036800000,1.2867900000,MS
169.0000000000,grains,0.08450336339495798,76.2010800000,NA,NA,2683.0697100000,0.0000000000,NA,NA,NA,0.0010668151,NA,NA,1,NA,NA,3.0129100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2253800000,NA,NA,NA,NA,NA,0.00106681512,NA,0.0000000000,NA,NA,NA,NA,7.3764400000,389637.2915500000,0.0000000000,NA,NA,MS
169.0000000000,phloem,NA,NA,148.5095000000,NA,NA,NA,NA,NA,NA,0.0020791330,4860.4924100000,NA,1,NA,NA,NA,NA,119.62404470434196,NA,NA,NA,NA,NA,35.08840945672559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13887121171428568,NA,NA,NA,NA,NA,MS
169.0000000000,roots,NA,NA,497.5759400000,1.9046600000,NA,NA,0.5856100000,0.0029400000,1177.8132400000,0.0447358015,2682.4246000000,58.7252300000,1,3.7806500000,1059.4218653197945,NA,69.37465479403149,117.36235513599978,6.0225300000,0.2655000000,0.0095200000,20.2231600000,18.9032600000,208.99307592956222,5.5947718050,NA,59.9278700000,2.3909400000,NA,NA,1.9376700000,0.3219400000,0.1814900000,2017.8384500000,0.5775800000,NA,15.2778100000,NA,0.0004100000,7.3074200000,0.7012900000,0.07664070285714285,NA,NA,NA,132.1351300000,1.2881800000,MS
170.0000000000,grains,0.08464479392857142,76.4175500000,NA,NA,2687.2398500000,0.0000000000,NA,NA,NA,0.0010698457,NA,NA,1,NA,NA,2.8792600000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2175200000,NA,NA,NA,NA,NA,0.0010698457,NA,0.0000000000,NA,NA,NA,NA,7.0492200000,391755.2947700000,0.0000000000,NA,NA,MS
170.0000000000,phloem,NA,NA,148.3876500000,NA,NA,NA,NA,NA,NA,0.0020774271,4808.9007000000,NA,1,NA,NA,NA,NA,118.4179464145881,NA,NA,NA,NA,NA,35.07847511768165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13739716285714287,NA,NA,NA,NA,NA,MS
170.0000000000,roots,NA,NA,499.9991900000,1.9033800000,NA,NA,0.5482900000,0.0017200000,1179.7770900000,0.0447996735,2633.5271300000,54.9824000000,1,5.0937900000,1061.2581250197018,NA,70.43282476436654,115.30046242298788,5.6966500000,0.2683200000,0.0095200000,18.9342400000,25.4689700000,210.1521251668085,5.3860256737,NA,57.5289300000,2.2615700000,NA,NA,1.8654000000,0.1905200000,0.1063800000,2019.9774900000,0.7858900000,NA,14.6641500000,NA,0.0002400000,7.0301200000,0.9671000000,0.07524363228571429,NA,NA,NA,134.0604300000,1.2191900000,MS
171.0000000000,grains,0.08478134128991596,76.6282300000,NA,NA,2691.2599400000,0.0000000000,NA,NA,NA,0.0010727952,NA,NA,1,NA,NA,2.7765200000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2117000000,NA,NA,NA,NA,NA,0.00107279522,NA,0.0000000000,NA,NA,NA,NA,6.7976800000,393796.7871400000,0.0000000000,NA,NA,MS
171.0000000000,phloem,NA,NA,148.8785700000,NA,NA,NA,NA,NA,NA,0.0020843000,4780.5914500000,NA,1,NA,NA,NA,NA,117.71701204209315,NA,NA,NA,NA,NA,35.19338344798241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13658832714285715,NA,NA,NA,NA,NA,MS
171.0000000000,roots,NA,NA,503.0677500000,1.9033800000,NA,NA,0.5482900000,0.0017200000,1182.8456500000,0.0448717731,2639.4269600000,54.9824000000,1,3.4751500000,1062.351658628335,NA,71.51962298647669,115.55876738573834,5.5311200000,0.2683200000,0.0095200000,18.9342400000,17.3757300000,211.4418560665763,5.2770561944,NA,55.7530600000,2.1958500000,NA,NA,1.8148600000,0.1934600000,0.1070300000,2022.0589000000,0.5411200000,NA,14.2988700000,NA,0.0002400000,6.8396500000,0.6623500000,0.07541219885714284,NA,NA,NA,136.1290200000,1.1888200000,MS
172.0000000000,grains,0.08492298523109243,76.8485300000,NA,NA,2695.4237500000,0.0000000000,NA,NA,NA,0.0010758794,NA,NA,1,NA,NA,2.8748000000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2213700000,NA,NA,NA,NA,NA,0.00107587942,NA,0.0000000000,NA,NA,NA,NA,7.0383000000,395911.0958300000,0.0000000000,NA,NA,MS
172.0000000000,phloem,NA,NA,148.7426700000,NA,NA,NA,NA,NA,NA,0.0020823974,4729.1764500000,NA,1,NA,NA,NA,NA,116.51397598162256,NA,NA,NA,NA,NA,35.18028151525096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13511932714285713,NA,NA,NA,NA,NA,MS
172.0000000000,roots,NA,NA,505.4724800000,1.9020700000,NA,NA,0.5372300000,0.0017600000,1184.7823500000,0.0449237312,2589.9371600000,53.8733700000,1,4.8895300000,1064.1457727633579,NA,72.54790307401936,113.47011238632997,5.5590200000,0.2711400000,0.0095100000,18.5523200000,24.4476500000,212.5988969911728,5.3553858889,NA,56.8951900000,2.2069300000,NA,NA,1.8568900000,0.2003000000,0.1098400000,2024.0797500000,0.7689300000,NA,14.5422600000,NA,0.0002400000,6.9932300000,0.9542800000,0.07399820457142857,NA,NA,NA,137.9911900000,1.1945300000,MS
173.0000000000,grains,0.08506461623529413,77.0706000000,NA,NA,2699.5807300000,0.0000000000,NA,NA,NA,0.0010789884,NA,NA,1,NA,NA,2.8710100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2231700000,NA,NA,NA,NA,NA,0.0010789883999999998,NA,0.0000000000,NA,NA,NA,NA,7.0290400000,398021.7151100000,0.0000000000,NA,NA,MS
173.0000000000,phloem,NA,NA,149.2123900000,NA,NA,NA,NA,NA,NA,0.0020889735,4699.7254300000,NA,1,NA,NA,NA,NA,115.78461792785656,NA,NA,NA,NA,NA,35.290230952071234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13427786942857145,NA,NA,NA,NA,NA,MS
173.0000000000,roots,NA,NA,508.6020300000,1.9020700000,NA,NA,0.5372300000,0.0017600000,1187.9119000000,0.0449957955,2594.3980000000,53.8733700000,1,3.3828400000,1065.206669575778,NA,73.63648551315146,113.66555033901663,5.5409700000,0.2711400000,0.0095100000,18.5523200000,16.9142100000,213.91516821147488,5.3684158133,NA,56.6288100000,2.1997700000,NA,NA,1.8550900000,0.2033000000,0.1105200000,2026.0976500000,0.5370100000,NA,14.5404700000,NA,0.0002400000,6.9864300000,0.6631700000,0.07412565714285715,NA,NA,NA,140.0617500000,1.1955000000,MS
174.0000000000,grains,0.08521458535714284,77.3076700000,NA,NA,2703.9755000000,0.0000000000,NA,NA,NA,0.0010823074,NA,NA,1,NA,NA,3.0343100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2381900000,NA,NA,NA,NA,NA,0.00108230738,NA,0.0000000000,NA,NA,NA,NA,7.4288300000,400252.9409800000,0.0000000000,NA,NA,MS
174.0000000000,phloem,NA,NA,149.0233600000,NA,NA,NA,NA,NA,NA,0.0020863270,4647.7830600000,NA,1,NA,NA,NA,NA,114.5716688112881,NA,NA,NA,NA,NA,35.266062622945974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1327938017142857,NA,NA,NA,NA,NA,MS
174.0000000000,roots,NA,NA,510.8534700000,1.9006500000,NA,NA,0.5556000000,0.0055800000,1189.6588200000,0.0450449738,2542.1019900000,55.7153600000,1,4.9841000000,1067.0419225001974,NA,74.448730697393,111.4575710940994,5.6496700000,0.2741000000,0.0095000000,19.1866500000,24.9205200000,215.02263751874358,5.5186078693,NA,58.6972000000,2.2429200000,NA,NA,1.9276600000,0.6496600000,0.3511100000,2028.0732300000,0.7990300000,NA,15.0028700000,NA,0.0007600000,7.2543800000,0.9968200000,0.07263148542857144,NA,NA,NA,141.5009800000,1.2174900000,MS
175.0000000000,grains,0.0853943926302521,77.5941400000,NA,NA,2709.2366200000,0.0000000000,NA,NA,NA,0.0010863180,NA,NA,1,NA,NA,3.6343800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.2878600000,NA,NA,NA,NA,NA,0.00108631796,NA,0.0000000000,NA,NA,NA,NA,8.8979700000,402923.1963200000,0.0000000000,NA,NA,MS
175.0000000000,phloem,NA,NA,149.4407800000,NA,NA,NA,NA,NA,NA,0.0020921709,4619.2597400000,NA,1,NA,NA,NA,NA,113.86349326076456,NA,NA,NA,NA,NA,35.36327506137782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13197884971428572,NA,NA,NA,NA,NA,MS
175.0000000000,roots,NA,NA,514.3891600000,1.9006500000,NA,NA,0.5556000000,0.0055800000,1193.1945100000,0.0451262480,2544.4495200000,55.7153600000,1,3.8413200000,1068.23604556336,NA,75.50620577170969,111.56049772446268,6.4780100000,0.2741000000,0.0095000000,19.1866500000,19.2066200000,216.51083997579772,6.2628747516,NA,67.2511300000,2.5717700000,NA,NA,2.2174800000,0.6588900000,0.3535400000,2030.3428400000,0.6213700000,NA,17.1611200000,NA,0.0007600000,8.3450400000,0.7682600000,0.07269855771428571,NA,NA,NA,143.5108700000,1.4019600000,MS
176.0000000000,grains,0.08562531457142857,77.9647200000,NA,NA,2715.9837100000,0.0000000000,NA,NA,NA,0.0010915061,NA,NA,1,NA,NA,4.6609200000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.3718200000,NA,NA,NA,NA,NA,0.00109150608,NA,0.0000000000,NA,NA,NA,NA,11.4112200000,406345.9451700000,0.0000000000,NA,NA,MS
176.0000000000,phloem,NA,NA,148.7329600000,NA,NA,NA,NA,NA,NA,0.0020822614,4564.6860300000,NA,1,NA,NA,NA,NA,112.62053644123246,NA,NA,NA,NA,NA,35.22776858329657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13041960085714285,NA,NA,NA,NA,NA,MS
176.0000000000,roots,NA,NA,513.2144700000,1.8984400000,NA,NA,0.8328100000,0.0757900000,1191.2275900000,0.0451342152,2467.5703700000,83.5138300000,1,7.6007800000,1070.7743726428014,NA,72.45463117085608,108.3157035074412,7.6851800000,0.2786500000,0.0094900000,28.7595800000,38.0038900000,216.2678704620636,7.3904056414,NA,81.7892900000,3.0510200000,NA,NA,2.7052800000,8.5647600000,4.7838200000,2032.8009000000,1.2383000000,NA,20.6124300000,NA,0.0103600000,10.1688800000,1.5201600000,0.07050201057142857,NA,NA,NA,137.5507700000,1.6569200000,MS
177.0000000000,grains,0.08588790508823528,78.3870300000,NA,NA,2723.6528200000,0.0000000000,NA,NA,NA,0.0010974184,NA,NA,1,NA,NA,5.3053100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.4224200000,NA,NA,NA,NA,NA,0.00109741842,NA,0.0000000000,NA,NA,NA,NA,12.9888500000,410228.4640100000,0.0000000000,NA,NA,MS
177.0000000000,phloem,NA,NA,148.9783200000,NA,NA,NA,NA,NA,NA,0.0020856965,4580.9286200000,NA,1,NA,NA,NA,NA,113.01458382057908,NA,NA,NA,NA,NA,35.2837934413514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13088367485714286,NA,NA,NA,NA,NA,MS
177.0000000000,roots,NA,NA,513.6605300000,1.8984400000,NA,NA,0.8328100000,0.0759000000,1191.6736500000,0.0451793660,2482.2117400000,83.5138300000,1,7.4770000000,1072.2382061060662,NA,69.88867701902616,108.95839654312665,8.6142900000,0.2786500000,0.0094900000,28.7595800000,37.3849800000,216.45583953140473,8.2305390396,NA,91.2212100000,3.4198700000,NA,NA,3.0354500000,8.2614500000,4.7879800000,2035.5799000000,1.2158100000,NA,23.0572900000,NA,0.0103600000,11.4099500000,1.4954000000,0.07092033542857143,NA,NA,NA,132.6794600000,1.8714200000,MS
178.0000000000,grains,0.08616963784873949,78.8380800000,NA,NA,2731.8883600000,0.0000000000,NA,NA,NA,0.0011037331,NA,NA,1,NA,NA,5.6984100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.4494100000,NA,NA,NA,NA,NA,0.00110373312,NA,0.0000000000,NA,NA,NA,NA,13.9512800000,414383.6906600000,0.0000000000,NA,NA,MS
178.0000000000,phloem,NA,NA,147.8703600000,NA,NA,NA,NA,NA,NA,0.0020701850,4590.3780500000,NA,1,NA,NA,NA,NA,113.37525278870274,NA,NA,NA,NA,NA,35.06082874189026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13115365857142858,NA,NA,NA,NA,NA,MS
178.0000000000,roots,NA,NA,507.9510300000,1.8956700000,NA,NA,0.9809300000,0.1556500000,1184.9745900000,0.0451256600,2420.0145900000,98.3672200000,1,13.2119500000,1075.1700137682192,NA,63.218039004679085,106.38343303423066,8.9222900000,0.2841700000,0.0094800000,33.8746300000,66.0597700000,214.3626390669262,8.5844935888,NA,96.4097300000,3.5421500000,NA,NA,3.2270200000,15.2838200000,9.6978100000,2038.1675400000,2.1279900000,NA,24.2732700000,NA,0.0212100000,12.1123600000,2.6423900000,0.069143274,NA,NA,NA,119.8405400000,1.9371100000,MS
