t,organ,Dry_Mass,proteins,amino_acids,mstruct,structure,starch,AA_consumption_mstruct,Export_Nitrates,Total_Organic_Nitrogen,N_tot,sucrose,sucrose_consumption_mstruct,plant,C_exudation,Conc_Nitrates,R_grain_growth_struct,Conc_cytokinins,Conc_Sucrose,Uptake_Nitrates,senesced_mstruct,Nstruct,Respi_growth,Unloading_Sucrose,Conc_Amino_Acids,R_residual,synthetized_mstruct,HATS_LATS,R_Nnit_upt,R_grain_growth_starch,S_Proteins,S_Amino_Acids,Export_cytokinins,Export_Amino_Acids,nitrates,Unloading_Amino_Acids,Proteins_N_Mass,sum_respi,RGR_Structure,regul_transpiration,R_Nnit_red,N_exudation,WSC_g,S_grain_structure,age_from_flowering,S_grain_starch,cytokinins,S_cytokinins,axis
0.0000000000,grains,0.06231509015546219,50.0036100000,NA,NA,2000.8680900000,0.0000000000,NA,NA,NA,0.0007000505,NA,NA,1,NA,NA,0.6821100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0056600000,NA,NA,NA,NA,NA,0.0007000505399999999,NA,0.0000000000,NA,NA,NA,NA,1.6699900000,734.4641800000,0.0000000000,NA,NA,MS
0.0000000000,phloem,NA,NA,11.1909800000,NA,NA,NA,NA,NA,NA,0.0001566737,3300.4186700000,NA,1,NA,NA,NA,NA,78.12914079263085,NA,NA,NA,NA,NA,2.5432166942214494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09429767628571428,NA,NA,NA,NA,NA,MS
0.0000000000,roots,NA,NA,59.0720100000,1.9989900000,NA,NA,0.0071200000,0.0018300000,772.9979200000,0.0143497555,858.7865700000,0.7142600000,1,37.3894800000,126.23329781539677,NA,1.258370477090931,35.80085318085633,3.8831200000,0.0010300000,0.0099900000,0.2459700000,186.9474200000,23.640742575000374,0.8664185258,NA,111.9236800000,1.5416000000,NA,NA,0.6116700000,0.0304400000,0.1070300000,252.3391000000,0.6339000000,NA,4.8300600000,NA,0.0020100000,2.4210100000,2.5718500000,0.024536759142857145,NA,NA,NA,2.5154700000,0.0321400000,MS
1.0000000000,grains,0.06233764115966386,50.0087600000,NA,NA,2001.6388200000,0.0000000000,NA,NA,NA,0.0007001226,NA,NA,1,NA,NA,0.5427600000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0059200000,NA,NA,NA,NA,NA,0.00070012264,NA,0.0000000000,NA,NA,NA,NA,1.3288200000,1289.6074200000,0.0000000000,NA,NA,MS
1.0000000000,phloem,NA,NA,18.5046100000,NA,NA,NA,NA,NA,NA,0.0002590645,4152.2134500000,NA,1,NA,NA,NA,NA,98.29268907586896,NA,NA,NA,NA,NA,4.205258672605588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11863467,NA,NA,NA,NA,NA,MS
1.0000000000,roots,NA,NA,56.7769000000,1.9989900000,NA,NA,0.0071200000,0.0018500000,770.7028000000,0.0143583167,1218.7242400000,0.7142600000,1,50.8794800000,127.68734210776442,NA,1.2918023601918969,50.805833612641045,4.7715200000,0.0010300000,0.0099900000,0.2459700000,254.3973900000,22.722234728537913,1.0252500568,NA,99.2606000000,1.8942900000,NA,NA,0.6262600000,0.0312500000,0.1028700000,255.2457200000,1.1337400000,NA,5.4013500000,NA,0.0020100000,2.4787500000,2.3703300000,0.03482069257142857,NA,NA,NA,2.5823000000,0.0756500000,MS
2.0000000000,grains,0.0623559630210084,50.0139100000,NA,NA,2002.2615300000,0.0000000000,NA,NA,NA,0.0007001947,NA,NA,1,NA,NA,0.4327700000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0056100000,NA,NA,NA,NA,NA,0.00070019474,NA,0.0000000000,NA,NA,NA,NA,1.0595400000,1725.5613000000,0.0000000000,NA,NA,MS
2.0000000000,phloem,NA,NA,23.7100200000,NA,NA,NA,NA,NA,NA,0.0003319403,4478.5534600000,NA,1,NA,NA,NA,NA,106.03750630984887,NA,NA,NA,NA,NA,5.389207388276609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12795867028571428,NA,NA,NA,NA,NA,MS
2.0000000000,roots,NA,NA,56.3567800000,1.9984500000,NA,NA,0.0253300000,0.0010400000,770.0903200000,0.0144056270,1589.7379100000,2.5396500000,1,44.8328900000,129.62303285045908,NA,1.3849733543496208,66.29045468571476,5.6017500000,0.0016400000,0.0099900000,0.8745800000,224.1644600000,22.560196152017816,1.1591675395,NA,91.4921900000,2.2238900000,NA,NA,0.6323400000,0.0185300000,0.0564800000,259.0451500000,1.1867500000,NA,5.8857800000,NA,0.0011100000,2.5021300000,1.5893400000,0.045421083142857144,NA,NA,NA,2.7678000000,0.1365000000,MS
3.0000000000,grains,0.06237744377731093,50.0208700000,NA,NA,2002.9882800000,0.0000000000,NA,NA,NA,0.0007002922,NA,NA,1,NA,NA,0.5033800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0074300000,NA,NA,NA,NA,NA,0.00070029218,NA,0.0000000000,NA,NA,NA,NA,1.2324200000,2229.1632000000,0.0000000000,NA,NA,MS
3.0000000000,phloem,NA,NA,27.9688100000,NA,NA,NA,NA,NA,NA,0.0003915633,4636.9343500000,NA,1,NA,NA,NA,NA,109.78682421074066,NA,NA,NA,NA,NA,6.3571798332220535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13248383857142856,NA,NA,NA,NA,NA,MS
3.0000000000,roots,NA,NA,57.3026600000,1.9984500000,NA,NA,0.0253300000,0.0010600000,771.0362000000,0.0144892165,1904.4007700000,2.5396500000,1,35.9657600000,132.13738147063975,NA,1.5536140508894394,79.41157605477578,6.8691800000,0.0016400000,0.0099900000,0.8745800000,179.8288100000,22.938841602241737,1.3552845152,NA,95.5470300000,2.7270700000,NA,NA,0.6971300000,0.0207900000,0.0574300000,264.0699500000,1.0846800000,NA,6.8392000000,NA,0.0011100000,2.7585200000,1.0822000000,0.054411450571428564,NA,NA,NA,3.1048200000,0.2123900000,MS
4.0000000000,grains,0.062393623869747894,50.0267300000,NA,NA,2003.5334700000,0.0000000000,NA,NA,NA,0.0007003742,NA,NA,1,NA,NA,0.3771500000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0061700000,NA,NA,NA,NA,NA,0.0007003742199999999,NA,0.0000000000,NA,NA,NA,NA,0.9233700000,2604.9855200000,0.0000000000,NA,NA,MS
4.0000000000,phloem,NA,NA,31.6027700000,NA,NA,NA,NA,NA,NA,0.0004424388,4730.1295300000,NA,1,NA,NA,NA,NA,112.00800776125567,NA,NA,NA,NA,NA,7.1841008868518035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135146558,NA,NA,NA,NA,NA,MS
4.0000000000,roots,NA,NA,58.6710700000,1.9980900000,NA,NA,0.0580000000,0.0009900000,772.2750000000,0.0145830203,2134.3851200000,5.8161500000,1,27.0558100000,134.82966733230236,NA,1.7625532383426172,89.01772526095755,6.9506300000,0.0021600000,0.0099900000,2.0029000000,135.2790300000,23.49086177299321,1.3607846930,NA,87.4969700000,2.7594000000,NA,NA,0.6592500000,0.0215400000,0.0537300000,269.4018100000,0.9038200000,NA,6.7257900000,NA,0.0010200000,2.6081200000,0.7437200000,0.060982431999999996,NA,NA,NA,3.5217400000,0.2429700000,MS
5.0000000000,grains,0.062402794403361356,50.0303600000,NA,NA,2003.8413600000,0.0000000000,NA,NA,NA,0.0007004250,NA,NA,1,NA,NA,0.2128800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0037800000,NA,NA,NA,NA,NA,0.00070042504,NA,0.0000000000,NA,NA,NA,NA,0.5211900000,2816.5197900000,0.0000000000,NA,NA,MS
5.0000000000,phloem,NA,NA,34.8053300000,NA,NA,NA,NA,NA,NA,0.0004872746,4800.1263200000,NA,1,NA,NA,NA,NA,113.66551015053653,NA,NA,NA,NA,NA,7.91212296011298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1371464662857143,NA,NA,NA,NA,NA,MS
5.0000000000,roots,NA,NA,60.1747200000,1.9980900000,NA,NA,0.0580000000,0.0010100000,773.7786500000,0.0146775312,2308.1989700000,5.8161500000,1,20.0943200000,137.45574023192148,NA,1.9850006756452412,96.26689196516007,6.6405700000,0.0021600000,0.0099900000,2.0029000000,100.4716100000,24.092896716364127,1.3081901761,NA,78.1323800000,2.6363100000,NA,NA,0.6013100000,0.0242600000,0.0551100000,274.6489400000,0.7285100000,NA,6.3208800000,NA,0.0010200000,2.3789200000,0.5238600000,0.06594854199999999,NA,NA,NA,3.9662100000,0.2491100000,MS
6.0000000000,grains,0.06242297769747899,50.0389600000,NA,NA,2004.5167900000,0.0000000000,NA,NA,NA,0.0007005454,NA,NA,1,NA,NA,0.4669900000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0089200000,NA,NA,NA,NA,NA,0.0007005454400000001,NA,0.0000000000,NA,NA,NA,NA,1.1433200000,3279.3181200000,0.0000000000,NA,NA,MS
6.0000000000,phloem,NA,NA,37.9243300000,NA,NA,NA,NA,NA,NA,0.0005309406,4862.4851900000,NA,1,NA,NA,NA,NA,115.1581831831832,NA,NA,NA,NA,NA,8.62235029982664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1389281482857143,NA,NA,NA,NA,NA,MS
6.0000000000,roots,NA,NA,61.8688500000,1.9977200000,NA,NA,0.0972100000,0.0017000000,775.3390100000,0.0147936377,2435.3320700000,9.7483400000,1,16.7104800000,140.7845593977134,NA,2.2716096349838817,101.58797988039699,8.2153600000,0.0028100000,0.0099900000,3.3570300000,83.5523800000,24.7757843942094,1.5484803142,NA,92.3151700000,3.2615000000,NA,NA,0.7215900000,0.0456800000,0.0932300000,281.2481300000,0.6516600000,NA,7.6606400000,NA,0.0016700000,2.8542400000,0.4245200000,0.06958091628571428,NA,NA,NA,4.5380400000,0.3224300000,MS
7.0000000000,grains,0.0624677392394958,50.0593500000,NA,NA,2006.0099800000,0.0000000000,NA,NA,NA,0.0007008309,NA,NA,1,NA,NA,1.0326700000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0211000000,NA,NA,NA,NA,NA,0.0007008309,NA,0.0000000000,NA,NA,NA,NA,2.5282600000,4299.4072600000,0.0000000000,NA,NA,MS
7.0000000000,phloem,NA,NA,41.1615700000,NA,NA,NA,NA,NA,NA,0.0005762620,4931.3428200000,NA,1,NA,NA,NA,NA,116.78761005359871,NA,NA,NA,NA,NA,9.358252101604549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14089550914285712,NA,NA,NA,NA,NA,MS
7.0000000000,roots,NA,NA,64.3634800000,1.9977200000,NA,NA,0.0972100000,0.0017600000,777.8336300000,0.0149684435,2549.5092500000,9.7483400000,1,14.6012600000,145.78601105259995,NA,2.730682978595599,106.35079198619759,12.2879400000,0.0028100000,0.0099900000,3.3570300000,73.0063100000,25.774775243777906,2.1522213943,NA,132.8118400000,4.8783100000,NA,NA,1.0534800000,0.0549100000,0.0969900000,291.2396300000,0.6093800000,NA,11.1906400000,NA,0.0016700000,4.1670100000,0.3686200000,0.07284312142857143,NA,NA,NA,5.4551400000,0.5013400000,MS
8.0000000000,grains,0.06252737721008403,50.0882400000,NA,NA,2007.9932200000,0.0000000000,NA,NA,NA,0.0007012354,NA,NA,1,NA,NA,1.3717500000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0298000000,NA,NA,NA,NA,NA,0.0007012353599999999,NA,0.0000000000,NA,NA,NA,NA,3.3584100000,5649.9191800000,0.0000000000,NA,NA,MS
8.0000000000,phloem,NA,NA,44.3245200000,NA,NA,NA,NA,NA,NA,0.0006205433,4996.1083700000,NA,1,NA,NA,NA,NA,118.36617402198398,NA,NA,NA,NA,NA,10.08117222615504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14274595342857144,NA,NA,NA,NA,NA,MS
8.0000000000,roots,NA,NA,66.5648000000,1.9967400000,NA,NA,0.3251300000,0.0113500000,779.6861500000,0.0151637661,2611.1040800000,32.6037400000,1,14.1925400000,152.1000280457145,NA,3.166381201358214,108.97363035080515,15.2645100000,0.0047000000,0.0099800000,11.2277200000,70.9626800000,26.669391107505234,2.5890256485,NA,161.6251300000,6.0600100000,NA,NA,1.2968300000,0.3946400000,0.6219900000,303.7042100000,0.6295700000,NA,13.7677200000,NA,0.0103800000,5.1270700000,0.3618100000,0.07460297371428573,NA,NA,NA,6.3224400000,0.6405100000,MS
9.0000000000,grains,0.06260316246218486,50.1269400000,NA,NA,2010.5062700000,0.0000000000,NA,NA,NA,0.0007017772,NA,NA,1,NA,NA,1.7391000000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0396900000,NA,NA,NA,NA,NA,0.0007017771599999999,NA,0.0000000000,NA,NA,NA,NA,4.2577900000,7354.4011100000,0.0000000000,NA,NA,MS
9.0000000000,phloem,NA,NA,47.4549100000,NA,NA,NA,NA,NA,NA,0.0006643687,5091.0340600000,NA,1,NA,NA,NA,NA,120.61272227086816,NA,NA,NA,NA,NA,10.79293357744749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14545811600000003,NA,NA,NA,NA,NA,MS
9.0000000000,roots,NA,NA,69.5695600000,1.9967400000,NA,NA,0.3251300000,0.0119200000,782.6909100000,0.0154190720,2695.8168300000,32.6037400000,1,13.1884000000,159.72814687941346,NA,3.7328495447579555,112.50909106844158,18.5093200000,0.0047000000,0.0099800000,11.2277200000,65.9420100000,27.87325740957761,3.0619351623,NA,190.7929900000,7.3482000000,NA,NA,1.5518400000,0.4652400000,0.6500700000,318.9355800000,0.6146600000,NA,16.5336300000,NA,0.0103800000,6.1352500000,0.3403500000,0.07702333800000001,NA,NA,NA,7.4535300000,0.8016800000,MS
10.0000000000,grains,0.06269241017226891,50.1744900000,NA,NA,2013.4586200000,0.0000000000,NA,NA,NA,0.0007024429,NA,NA,1,NA,NA,2.0434400000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0485800000,NA,NA,NA,NA,NA,0.00070244286,NA,0.0000000000,NA,NA,NA,NA,5.0029100000,9347.8951000000,0.0000000000,NA,NA,MS
10.0000000000,phloem,NA,NA,50.3361200000,NA,NA,NA,NA,NA,NA,0.0007047057,5183.9981600000,NA,1,NA,NA,NA,NA,122.88048067523606,NA,NA,NA,NA,NA,11.454312622844968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14811423314285715,NA,NA,NA,NA,NA,MS
10.0000000000,roots,NA,NA,72.0824300000,1.9954000000,NA,NA,0.5147300000,0.0220500000,784.7242000000,0.0156941335,2729.1034100000,51.6167100000,1,15.3351500000,168.42235140823894,NA,4.197038187832013,113.97478408673283,20.8817600000,0.0074800000,0.0099800000,17.7752000000,76.6757300000,28.899440713641376,3.4207586713,NA,212.9272000000,8.2900600000,NA,NA,1.7513500000,0.9176500000,1.1823800000,336.0699600000,0.7445100000,NA,18.6170100000,NA,0.0182300000,6.9193900000,0.4050400000,0.07797438314285716,NA,NA,NA,8.3747700000,0.9273000000,MS
11.0000000000,grains,0.06279443065966386,50.2306100000,NA,NA,2016.8271400000,0.0000000000,NA,NA,NA,0.0007032285,NA,NA,1,NA,NA,2.3330800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0570400000,NA,NA,NA,NA,NA,0.0007032285399999999,NA,0.0000000000,NA,NA,NA,NA,5.7120200000,11610.0947700000,0.0000000000,NA,NA,MS
11.0000000000,phloem,NA,NA,53.1634600000,NA,NA,NA,NA,NA,NA,0.0007442884,5323.4117300000,NA,1,NA,NA,NA,NA,126.18188246058158,NA,NA,NA,NA,NA,12.09738259806013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152097478,NA,NA,NA,NA,NA,MS
11.0000000000,roots,NA,NA,75.4372600000,1.9954000000,NA,NA,0.5147300000,0.0233200000,788.0790300000,0.0160117904,2819.4905100000,51.6167100000,1,15.3913600000,178.112112859577,NA,4.754365039591059,117.74959531923423,23.4421400000,0.0074800000,0.0099800000,17.7752000000,76.9568200000,30.24446627242658,3.8025228698,NA,232.6244400000,9.3065300000,NA,NA,1.9428100000,1.0395100000,1.2374100000,355.4049100000,0.7685500000,NA,20.7686800000,NA,0.0182300000,7.6758200000,0.4118100000,0.08055687171428573,NA,NA,NA,9.4868600000,1.0741800000,MS
12.0000000000,grains,0.062908515605042,50.2949000000,NA,NA,2020.5884800000,0.0000000000,NA,NA,NA,0.0007041286,NA,NA,1,NA,NA,2.6046100000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0651600000,NA,NA,NA,NA,NA,0.0007041286,NA,0.0000000000,NA,NA,NA,NA,6.3768000000,14121.3430100000,0.0000000000,NA,NA,MS
12.0000000000,phloem,NA,NA,55.6308400000,NA,NA,NA,NA,NA,NA,0.0007788318,5444.4576500000,NA,1,NA,NA,NA,NA,129.13370167973548,NA,NA,NA,NA,NA,12.666943317821513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15555593285714286,NA,NA,NA,NA,NA,MS
12.0000000000,roots,NA,NA,78.4727200000,1.9938100000,NA,NA,0.6836600000,0.0278900000,790.5464400000,0.0163367458,2854.5092000000,68.5577600000,1,18.8459700000,188.7315441290795,NA,5.289305400213661,119.30713892831646,25.4573900000,0.0109800000,0.0099700000,23.6091800000,94.2298300000,31.486538837702685,4.1244599466,NA,249.8783900000,10.1065800000,NA,NA,2.1140100000,1.3052400000,1.4539500000,376.2948400000,0.9628300000,NA,22.5572100000,NA,0.0205900000,8.3455700000,0.5180900000,0.08155740571428571,NA,NA,NA,10.5458700000,1.1968400000,MS
13.0000000000,grains,0.063025459697479,50.3619600000,NA,NA,2024.4399100000,0.0000000000,NA,NA,NA,0.0007050674,NA,NA,1,NA,NA,2.6681000000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0677500000,NA,NA,NA,NA,NA,0.00070506744,NA,0.0000000000,NA,NA,NA,NA,6.5322600000,16677.0262400000,0.0000000000,NA,NA,MS
13.0000000000,phloem,NA,NA,58.1260100000,NA,NA,NA,NA,NA,NA,0.0008137641,5604.6565000000,NA,1,NA,NA,NA,NA,132.92919669319247,NA,NA,NA,NA,NA,13.234670248978244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1601330428571429,NA,NA,NA,NA,NA,MS
13.0000000000,roots,NA,NA,82.1488600000,1.9938100000,NA,NA,0.6836600000,0.0295000000,794.2225800000,0.0166932115,2963.3791700000,68.5577600000,1,17.9933900000,199.65820715113276,NA,5.846289265276029,123.85747095594196,26.3856400000,0.0109800000,0.0099700000,23.6091800000,89.9669400000,32.96156002828755,4.2788461045,NA,251.0904000000,10.4751000000,NA,NA,2.1607100000,1.4426900000,1.5220600000,398.0805300000,0.9330500000,NA,23.2640700000,NA,0.0205900000,8.5299300000,0.4988000000,0.08466797628571429,NA,NA,NA,11.6563900000,1.2777800000,MS
14.0000000000,grains,0.06314027805042018,50.4287200000,NA,NA,2028.2180200000,0.0000000000,NA,NA,NA,0.0007060021,NA,NA,1,NA,NA,2.6155600000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0674300000,NA,NA,NA,NA,NA,0.00070600208,NA,0.0000000000,NA,NA,NA,NA,6.4036200000,19169.4000100000,0.0000000000,NA,NA,MS
14.0000000000,phloem,NA,NA,60.2471200000,NA,NA,NA,NA,NA,NA,0.0008434597,5721.4807200000,NA,1,NA,NA,NA,NA,135.78191852915043,NA,NA,NA,NA,NA,13.725906180940013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1634708777142857,NA,NA,NA,NA,NA,MS
14.0000000000,roots,NA,NA,85.4436200000,1.9923400000,NA,NA,0.7170800000,0.0255600000,796.9931200000,0.0170282884,3008.6333400000,71.9084300000,1,19.9970900000,210.52336448598132,NA,6.465036088217874,125.84169619643234,25.9607200000,0.0144600000,0.0099600000,24.7630400000,99.9854300000,34.30885089894295,4.2555102492,NA,243.8339300000,10.3064100000,NA,NA,2.1266800000,1.3108500000,1.3017300000,419.4341200000,1.0528500000,NA,22.9299000000,NA,0.0169300000,8.3894000000,0.5679100000,0.08596095257142855,NA,NA,NA,12.8805500000,1.2866600000,MS
15.0000000000,grains,0.06325066431512605,50.4937500000,NA,NA,2031.8472400000,0.0000000000,NA,NA,NA,0.0007069125,NA,NA,1,NA,NA,2.5128800000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0656100000,NA,NA,NA,NA,NA,0.0007069124999999999,NA,0.0000000000,NA,NA,NA,NA,6.1522300000,21550.6771800000,0.0000000000,NA,NA,MS
15.0000000000,phloem,NA,NA,62.5236500000,NA,NA,NA,NA,NA,NA,0.0008753311,5863.1987800000,NA,1,NA,NA,NA,NA,139.14120253032382,NA,NA,NA,NA,NA,14.244154986131441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16751996514285714,NA,NA,NA,NA,NA,MS
15.0000000000,roots,NA,NA,89.1229600000,1.9923400000,NA,NA,0.7170800000,0.0268500000,800.6724500000,0.0173766411,3120.1566100000,71.9084300000,1,17.5928000000,221.1656243412269,NA,7.048284931286828,130.50636479382703,25.5878100000,0.0144600000,0.0099600000,24.7630400000,87.9639900000,35.78624531957397,4.2231333527,NA,233.2655500000,10.1583600000,NA,NA,2.0678700000,1.4291000000,1.3577800000,440.6371200000,0.9380300000,NA,22.5194900000,NA,0.0169300000,8.1574000000,0.5025100000,0.08914733171428571,NA,NA,NA,14.0425800000,1.2982700000,MS
16.0000000000,grains,0.06335279984033614,50.5547400000,NA,NA,2035.2022400000,0.0000000000,NA,NA,NA,0.0007077664,NA,NA,1,NA,NA,2.3208900000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0616600000,NA,NA,NA,NA,NA,0.00070776636,NA,0.0000000000,NA,NA,NA,NA,5.6821800000,23741.7491900000,0.0000000000,NA,NA,MS
16.0000000000,phloem,NA,NA,64.4930700000,NA,NA,NA,NA,NA,NA,0.0009029030,5942.8111900000,NA,1,NA,NA,NA,NA,141.10122737987376,NA,NA,NA,NA,NA,14.700196593518681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16979460542857144,NA,NA,NA,NA,NA,MS
16.0000000000,roots,NA,NA,92.5824500000,1.9911500000,NA,NA,0.6650900000,0.0152500000,803.7065800000,0.0177036747,3162.0505200000,66.6948300000,1,17.7189000000,231.2920523315672,NA,7.846249654722146,132.33769931948873,24.0557800000,0.0175100000,0.0099600000,22.9676400000,88.5945000000,37.19757928835095,4.0369824661,NA,216.8191600000,9.5501500000,NA,NA,1.9456700000,0.8641700000,0.7666300000,460.5371700000,0.9614500000,NA,21.2371600000,NA,0.0092000000,7.6707500000,0.5188000000,0.09034430057142857,NA,NA,NA,15.6230600000,1.2434600000,MS
17.0000000000,grains,0.06344683995798318,50.6119000000,NA,NA,2038.2877000000,0.0000000000,NA,NA,NA,0.0007085666,NA,NA,1,NA,NA,2.1343000000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0578300000,NA,NA,NA,NA,NA,0.0007085666,NA,0.0000000000,NA,NA,NA,NA,5.2253500000,25749.3684100000,0.0000000000,NA,NA,MS
17.0000000000,phloem,NA,NA,66.7067500000,NA,NA,NA,NA,NA,NA,0.0009338945,6027.4866800000,NA,1,NA,NA,NA,NA,143.10843072563196,NA,NA,NA,NA,NA,15.204424108084083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17221390514285714,NA,NA,NA,NA,NA,MS
17.0000000000,roots,NA,NA,96.2174900000,1.9911500000,NA,NA,0.6650900000,0.0158800000,807.3416300000,0.0180211615,3253.1064700000,66.6948300000,1,13.9642200000,240.85566632348142,NA,8.575396127865806,136.14856029597635,22.8495800000,0.0175100000,0.0099600000,22.9676400000,69.8211200000,38.658057906235086,3.8833515843,NA,201.2488400000,9.0712800000,NA,NA,1.8307900000,0.9444800000,0.7967300000,479.5797600000,0.7727200000,NA,20.1549900000,NA,0.0092000000,7.2178300000,0.4130200000,0.09294589914285714,NA,NA,NA,17.0749000000,1.2013700000,MS
18.0000000000,grains,0.06353527925630252,50.6667900000,NA,NA,2041.1853100000,0.0000000000,NA,NA,NA,0.0007093351,NA,NA,1,NA,NA,2.0027200000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0556900000,NA,NA,NA,NA,NA,0.0007093350599999999,NA,0.0000000000,NA,NA,NA,NA,4.9032200000,27629.4084800000,0.0000000000,NA,NA,MS
18.0000000000,phloem,NA,NA,68.7084400000,NA,NA,NA,NA,NA,NA,0.0009619182,6049.6791400000,NA,1,NA,NA,NA,NA,143.69429211249889,NA,NA,NA,NA,NA,15.667095729701689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17284797542857144,NA,NA,NA,NA,NA,MS
18.0000000000,roots,NA,NA,99.6137000000,1.9901900000,NA,NA,0.5944200000,0.0063500000,810.3971600000,0.0183114180,3272.6486600000,59.6083900000,1,13.2022600000,250.04167441299577,NA,9.51522718936383,137.03250527169098,21.6808600000,0.0201300000,0.0099500000,20.5272900000,66.0112900000,40.04188544812304,3.7471610857,NA,189.9570700000,8.6073000000,NA,NA,1.7452500000,0.4038600000,0.3180200000,497.6304400000,0.7497100000,NA,19.2133300000,NA,0.0035500000,6.8773200000,0.4018500000,0.09350424742857143,NA,NA,NA,18.9371100000,1.1570000000,MS
19.0000000000,grains,0.06362445265966386,50.7236100000,NA,NA,2044.1016600000,0.0000000000,NA,NA,NA,0.0007101305,NA,NA,1,NA,NA,2.0156300000,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,0.0577400000,NA,NA,NA,NA,NA,0.00071013054,NA,0.0000000000,NA,NA,NA,NA,4.9348200000,29517.8523800000,0.0000000000,NA,NA,MS
19.0000000000,phloem,NA,NA,71.0439300000,NA,NA,NA,NA,NA,NA,0.0009946150,6071.7937300000,NA,1,NA,NA,NA,NA,144.2162778490333,NA,NA,NA,NA,NA,16.199271483539974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17347982085714286,NA,NA,NA,NA,NA,MS
