N_exudation,organ,Conc_Nitrates,S_Amino_Acids,RGR_Structure,Conc_Amino_Acids,sum_respi,synthetized_mstruct,Unloading_Amino_Acids,Nstruct,HATS_LATS,amino_acids,plant,WSC_g,Conc_Sucrose,nitrates,structure,Export_Nitrates,AA_consumption_mstruct,proteins,Conc_cytokinins,sucrose,S_grain_starch,S_grain_structure,Uptake_Nitrates,age_from_flowering,S_cytokinins,mstruct,S_Proteins,cytokinins,R_residual,R_grain_growth_starch,axis,R_Nnit_upt,N_tot,R_Nnit_red,sucrose_consumption_mstruct,t,starch,Export_Amino_Acids,Dry_Mass,Proteins_N_Mass,Export_cytokinins,Unloading_Sucrose,Total_Organic_Nitrogen,senesced_mstruct,C_exudation,regul_transpiration,R_grain_growth_struct,Respi_growth
NA,phloem,NA,NA,NA,129.9888322,NA,NA,NA,NA,NA,364.84453,1,0.470062659,610.5915183,NA,NA,NA,NA,NA,NA,16452.19307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005107823,NA,NA,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.27526,roots,1256.994779,5.14422,NA,107.1225062,17.42249,NA,1.66189,0.00751,13.23733,68.21829,1,0.106129547,607.5933554,640.38856,NA,0.99259,0.74414,NA,33.93400856,3714.53413,NA,NA,4.05209,NA,4.6568,0.50946,NA,17.28802,10.63097003,NA,MS,1.60868,0.017430496,5.18915,74.6222,403,NA,3.1721,NA,NA,1.78997,74.94096,604.62776,0.20566,14.98819,0.01722,NA,25.69758
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6553.3284,NA,NA,281.52457,NA,NA,0,45.78628,NA,1181615.02,NA,NA,1.01997,NA,NA,0,MS,NA,0.003941344,NA,NA,404,0,NA,0.216218425,0.003941344,NA,NA,NA,0,NA,NA,18.70144,NA
NA,phloem,NA,NA,NA,129.8492514,NA,NA,NA,NA,NA,364.60209,1,0.467625212,607.1765996,NA,NA,NA,NA,NA,NA,16366.88241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005104429,NA,NA,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.39908,roots,1257.715839,4.68275,NA,109.4593831,15.84699,NA,2.34954,0.00749,11.98498,69.7311,1,0.105308136,602.6778298,640.9823,NA,0.68207,0.68231,NA,35.58003689,3685.78475,NA,NA,3.65412,NA,4.24026,0.50964,NA,18.13301,9.706197774,NA,MS,1.45069,0.017439988,4.72534,68.42209,404,NA,2.22602,NA,NA,1.28892,105.47025,605.00344,0.20739,21.09405,0.01182,NA,23.56245
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6573.46431,NA,NA,282.28458,NA,NA,0,34.09034,NA,1185214.991,NA,NA,0.76297,NA,NA,0,MS,NA,0.003951984,NA,NA,405,0,NA,0.216871973,0.003951984,NA,NA,NA,0,NA,NA,13.92422,NA
NA,phloem,NA,NA,NA,130.1968222,NA,NA,NA,NA,NA,365.66754,1,0.466813057,605.973707,NA,NA,NA,NA,NA,NA,16338.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005119346,NA,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1654,roots,1258.189546,3.42598,NA,109.622353,11.77264,NA,0.97892,0.00749,8.73175,69.83492,1,0.105529467,603.9445099,641.22372,NA,0.68232,0.68231,NA,36.13311357,3693.53136,NA,NA,2.66499,NA,3.10208,0.50964,NA,18.41488,7.258751994,NA,MS,1.058,0.017444821,3.45714,68.42209,405,NA,2.22933,NA,NA,1.30896,43.73931,605.10725,0.20739,8.74786,0.01182,NA,23.56245
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6595.73895,NA,NA,283.12926,NA,NA,0,37.71536,NA,1189185.193,NA,NA,0.84789,NA,NA,0,MS,NA,0.00396381,NA,NA,406,0,NA,0.217595343,0.00396381,NA,NA,NA,0,NA,NA,15.40487,NA
NA,phloem,NA,NA,NA,130.0542049,NA,NA,NA,NA,NA,365.39054,1,0.464375197,602.6052702,NA,NA,NA,NA,NA,NA,16253.13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005115468,NA,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.30976,roots,1258.783323,3.74994,NA,111.5120814,12.78983,NA,1.79521,0.00748,9.5149,71.05968,1,0.104677496,598.8924116,641.71515,NA,0.49525,0.55884,NA,37.52229349,3663.71235,NA,NA,2.89203,NA,3.3964,0.50979,NA,19.12849,7.879765231,NA,MS,1.14814,0.017458848,3.78516,56.04075,406,NA,1.64521,NA,NA,0.98613,79.85365,605.40449,0.2088,15.97073,0.00858,NA,19.2987
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6619.4744,NA,NA,284.03326,NA,NA,0,40.19433,NA,1193401.653,NA,NA,0.90756,NA,NA,0,MS,NA,0.003976466,NA,NA,407,0,NA,0.218366558,0.003976466,NA,NA,NA,0,NA,NA,16.4174,NA
NA,phloem,NA,NA,NA,130.2507326,NA,NA,NA,NA,NA,366.04689,1,0.463188383,600.8940762,NA,NA,NA,NA,NA,NA,16211.59339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005124657,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15554,roots,1259.827615,3.98148,NA,112.9040428,13.55704,NA,0.8946,0.00748,10.01181,71.94669,1,0.104727612,599.1791408,642.24752,NA,0.49566,0.55884,NA,39.1516703,3665.46641,NA,NA,3.04378,NA,3.60616,0.50979,NA,19.95913,8.342009916,NA,MS,1.20838,0.017478719,4.01887,56.04075,407,NA,1.66575,NA,NA,1.02895,39.62038,606.29149,0.2088,7.92408,0.00858,NA,19.2987
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6634.30124,NA,NA,284.60018,NA,NA,0,25.09102,NA,1196028.268,NA,NA,0.56846,NA,NA,0,MS,NA,0.003984403,NA,NA,408,0,NA,0.218848541,0.003984403,NA,NA,NA,0,NA,NA,10.24845,NA
NA,phloem,NA,NA,NA,130.206166,NA,NA,NA,NA,NA,366.00465,1,0.461566297,598.6539456,NA,NA,NA,NA,NA,NA,16154.8204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005124065,NA,NA,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23018,roots,1260.355018,2.63319,NA,114.5457883,9.17357,NA,1.30158,0.00747,6.5941,73.00719,1,0.104121504,595.5945776,642.64242,NA,0.2654,0.36991,NA,40.36168585,3644.25263,NA,NA,1.9988,NA,2.38547,0.50989,NA,20.58002,5.735132546,NA,MS,0.79352,0.017489095,2.65844,37.09501,408,NA,0.90451,NA,NA,0.56774,57.44962,606.74025,0.20974,11.48992,0.00459,NA,12.77438
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6649.01283,NA,NA,285.16453,NA,NA,0,24.89628,NA,1198628.935,NA,NA,0.56587,NA,NA,0,MS,NA,0.003992303,NA,NA,409,0,NA,0.219326967,0.003992303,NA,NA,NA,0,NA,NA,10.1689,NA
NA,phloem,NA,NA,NA,130.3711538,NA,NA,NA,NA,NA,366.53361,1,0.460749934,597.4888403,NA,NA,NA,NA,NA,NA,16126.2477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005131471,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.11713,roots,1261.09961,2.61272,NA,115.7938379,9.11652,NA,0.65773,0.00747,6.50041,73.80265,1,0.104191371,595.9942341,643.02208,NA,0.26555,0.36991,NA,41.59801134,3646.698,NA,NA,1.97106,NA,2.36693,0.50989,NA,21.21041,5.703708556,NA,MS,0.78251,0.017505546,2.63777,37.09501,409,NA,0.91437,NA,NA,0.58513,28.93793,607.53571,0.20974,5.78759,0.00459,NA,12.77438
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6663.31947,NA,NA,285.71504,NA,NA,0,24.2096,NA,1201152.823,NA,NA,0.55185,NA,NA,0,MS,NA,0.004000011,NA,NA,410,0,NA,0.219792399,0.004000011,NA,NA,NA,0,NA,NA,9.88843,NA
NA,phloem,NA,NA,NA,130.2581433,NA,NA,NA,NA,NA,366.29404,1,0.459123589,595.252803,NA,NA,NA,NA,NA,NA,16069.32562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005128117,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.22165,roots,1261.50548,2.55118,NA,117.1700151,8.90657,NA,1.22599,0.00746,6.32687,74.69442,1,0.10357209,592.3356569,643.35518,NA,0.28167,0.35539,NA,42.59791368,3625.02314,NA,NA,1.9126,NA,2.31166,0.50999,NA,21.72451,5.582604842,NA,MS,0.7593,0.017512694,2.57612,35.63806,410,NA,0.98106,NA,NA,0.63535,53.78433,607.84068,0.21064,10.75687,0.00486,NA,12.27265
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6678.3881,NA,NA,286.29652,NA,NA,0,25.50101,NA,1203805.564,NA,NA,0.58295,NA,NA,0,MS,NA,0.004008151,NA,NA,411,0,NA,0.220282789,0.004008151,NA,NA,NA,0,NA,NA,10.4159,NA
NA,phloem,NA,NA,NA,130.3592688,NA,NA,NA,NA,NA,366.64685,1,0.458256229,594.0173717,NA,NA,NA,NA,NA,NA,16038.96801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005133056,NA,NA,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.11565,roots,1262.189121,2.65328,NA,118.3044217,9.24425,NA,0.63564,0.00746,6.5405,75.41759,1,0.103615148,592.5819085,643.70383,NA,0.28182,0.35539,NA,43.73948509,3626.53017,NA,NA,1.97759,NA,2.40419,0.50999,NA,22.3067,5.786808525,NA,MS,0.7851,0.0175277,2.67921,35.63806,411,NA,0.99055,NA,NA,0.65237,27.80599,608.56385,0.21064,5.5612,0.00486,NA,12.27265
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6693.78953,NA,NA,286.89259,NA,NA,0,26.06404,NA,1206511.08,NA,NA,0.59766,NA,NA,0,MS,NA,0.004016496,NA,NA,412,0,NA,0.22078419,0.004016496,NA,NA,NA,0,NA,NA,10.64587,NA
NA,phloem,NA,NA,NA,130.234159,NA,NA,NA,NA,NA,366.37962,1,0.456507185,591.6134384,NA,NA,NA,NA,NA,NA,15977.75146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005129315,NA,NA,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23717,roots,1262.451469,2.69426,NA,119.3451509,9.3646,NA,1.28748,0.00746,6.6293,76.09596,1,0.102941385,588.6131973,643.96387,NA,0.36544,0.38081,NA,44.42053363,3602.94847,NA,NA,1.99775,NA,2.44187,0.51009,NA,22.65847,5.860559289,NA,MS,0.79311,0.017540838,2.72113,38.18737,412,NA,1.2955,NA,NA,0.85894,56.14676,608.61415,0.2116,11.22935,0.00631,NA,13.15055
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6710.95098,NA,NA,287.55894,NA,NA,0,29.04708,NA,1209518.793,NA,NA,0.66831,NA,NA,0,MS,NA,0.004025825,NA,NA,413,0,NA,0.221343112,0.004025825,NA,NA,NA,0,NA,NA,11.8643,NA
NA,phloem,NA,NA,NA,130.3914884,NA,NA,NA,NA,NA,366.8972,1,0.455616861,590.3389585,NA,NA,NA,NA,NA,NA,15946.59015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005136561,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.12979,roots,1263.055578,2.93501,NA,120.2533671,10.14906,NA,0.70183,0.00746,7.18284,76.67505,1,0.10297648,588.8138694,644.27202,NA,0.36561,0.38081,NA,45.37844302,3604.1768,NA,NA,2.16493,NA,2.66009,0.51009,NA,23.14709,6.331311732,NA,MS,0.85948,0.017553259,2.96429,38.18737,413,NA,1.30536,NA,NA,0.87746,30.50406,609.19324,0.2116,6.10081,0.00631,NA,13.15055
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6731.37169,NA,NA,288.35406,NA,NA,0,34.57259,NA,1213088.193,NA,NA,0.7967,NA,NA,0,MS,NA,0.004036957,NA,NA,414,0,NA,0.222008412,0.004036957,NA,NA,NA,0,NA,NA,14.1212,NA
NA,phloem,NA,NA,NA,130.2320374,NA,NA,NA,NA,NA,366.56086,1,0.454481675,588.6876608,NA,NA,NA,NA,NA,NA,15906.85864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005131852,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.37637,roots,1262.31261,3.39477,NA,118.8108032,11.62281,NA,2.04723,0.00744,8.36644,75.77456,1,0.102206656,584.2631545,644.05714,NA,0.98519,0.50196,NA,43.78325036,3577.23296,NA,NA,2.51193,NA,3.0775,0.51022,NA,22.33909,7.19133625,NA,MS,0.99724,0.017517644,3.42952,50.33614,414,NA,3.4773,NA,NA,2.28265,88.83931,607.46526,0.21288,17.76786,0.017,NA,17.33421
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6754.15905,NA,NA,289.24142,NA,NA,0,38.58909,NA,1217058.394,NA,NA,0.88837,NA,NA,0,MS,NA,0.00404938,NA,NA,415,0,NA,0.222750825,0.00404938,NA,NA,NA,0,NA,NA,15.76174,NA
NA,phloem,NA,NA,NA,130.4495265,NA,NA,NA,NA,NA,367.27575,1,0.455819363,590.2552164,NA,NA,NA,NA,NA,NA,15953.6777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005141861,NA,NA,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.32884,roots,1262.078613,3.7463,NA,117.597209,12.76439,NA,1.81232,0.00744,9.24849,75.00056,1,0.102600909,586.5168979,643.93775,NA,0.98501,0.50196,NA,42.75839834,3591.03182,NA,NA,2.7821,NA,3.39572,0.51022,NA,21.81619,7.865221129,NA,MS,1.10449,0.017505136,3.78465,50.33614,415,NA,3.44178,NA,NA,2.22922,78.72353,606.69126,0.21288,15.74471,0.017,NA,17.33421
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6781.48194,NA,NA,290.30288,NA,NA,0,46.28611,NA,1221800.924,NA,NA,1.06125,NA,NA,0,MS,NA,0.00406424,NA,NA,416,0,NA,0.223640747,0.00406424,NA,NA,NA,0,NA,NA,18.90559,NA
NA,phloem,NA,NA,NA,130.1741887,NA,NA,NA,NA,NA,366.64862,1,0.456893249,591.4068868,NA,NA,NA,NA,NA,NA,15991.26372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005133081,NA,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.66848,roots,1260.405964,4.54163,NA,114.5820725,15.32922,NA,3.75,0.00743,11.37929,73.10193,1,0.102203132,584.0484091,643.2986,NA,1.705,0.66638,NA,39.46258743,3577.10961,NA,NA,3.41586,NA,4.117,0.51039,NA,20.14131,9.364335729,NA,MS,1.3561,0.017459607,4.58969,66.82479,416,NA,5.81247,NA,NA,3.56595,163.555,603.69537,0.21457,32.711,0.02945,NA,23.01239
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6811.44823,NA,NA,291.46114,NA,NA,0,50.77772,NA,1226979.101,NA,NA,1.15787,NA,NA,0,MS,NA,0.004080456,NA,NA,417,0,NA,0.224616159,0.004080456,NA,NA,NA,0,NA,NA,20.7402,NA
NA,phloem,NA,NA,NA,130.5032288,NA,NA,NA,NA,NA,367.70916,1,0.460732235,596.1591552,NA,NA,NA,NA,NA,NA,16125.62822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005147928,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.58019,roots,1259.561766,5.17397,NA,112.0155959,17.42073,NA,3.3446,0.00743,13.04813,71.46455,1,0.103238733,589.9664391,642.86773,NA,1.70385,0.66638,NA,37.35631576,3613.35565,NA,NA,3.93655,NA,4.68857,0.51039,NA,19.06629,10.60039306,NA,MS,1.56281,0.017430652,5.22872,66.82479,417,NA,5.68228,NA,NA,3.37562,146.67517,602.05799,0.21457,29.33503,0.02945,NA,23.01239
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6843.28726,NA,NA,292.68463,NA,NA,0,53.95681,NA,1232454.747,NA,NA,1.22273,NA,NA,0,MS,NA,0.004097585,NA,NA,418,0,NA,0.225651793,0.004097585,NA,NA,NA,0,NA,NA,22.0387,NA
NA,phloem,NA,NA,NA,130.3558845,NA,NA,NA,NA,NA,367.46835,1,0.4633038,599.2021662,NA,NA,NA,NA,NA,NA,16215.63299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005144557,NA,NA,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.85457,roots,1257.528252,5.9529,NA,108.7271588,19.98463,NA,5.04627,0.00741,15.27315,69.39375,1,0.103328589,590.2486372,642.08135,NA,2.30088,0.76967,NA,34.07620596,3616.50062,NA,NA,4.60893,NA,5.39402,0.51059,NA,17.39897,12.11034483,NA,MS,1.82974,0.017370651,6.01824,77.18232,418,NA,7.46011,NA,NA,4.16489,222.68177,598.72478,0.21652,44.53635,0.03982,NA,26.57921
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6875.43071,NA,NA,293.9126,NA,NA,0,54.4766,NA,1237955.031,NA,NA,1.2281,NA,NA,0,MS,NA,0.004114776,NA,NA,419,0,NA,0.226696586,0.004114776,NA,NA,NA,0,NA,NA,22.25101,NA
NA,phloem,NA,NA,NA,131.026206,NA,NA,NA,NA,NA,369.50209,1,0.468301402,605.4294401,NA,NA,NA,NA,NA,NA,16390.54906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005173029,NA,NA,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.70618,roots,1256.660119,6.90752,NA,105.8228481,23.2758,NA,4.32022,0.00741,17.83416,67.54011,1,0.104735063,598.2829031,641.63809,NA,2.29929,0.76967,NA,32.38512309,3665.72721,NA,NA,5.41791,NA,6.25611,0.51059,NA,16.53552,14.09777579,NA,MS,2.15091,0.017338495,6.98335,77.18232,419,NA,7.26084,NA,NA,3.9582,191.63824,596.87114,0.21652,38.32765,0.03982,NA,26.57921
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6907.90408,NA,NA,295.14731,NA,NA,0,55.03312,NA,1243484.235,NA,NA,1.23519,NA,NA,0,MS,NA,0.004132062,NA,NA,420,0,NA,0.227751499,0.004132062,NA,NA,NA,0,NA,NA,22.47832,NA
NA,phloem,NA,NA,NA,131.1367306,NA,NA,NA,NA,NA,369.99245,1,0.470993065,608.6152266,NA,NA,NA,NA,NA,NA,16484.75727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005179894,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.83457,roots,1254.80601,6.59553,NA,103.0488802,22.14837,NA,5.2329,0.00739,17.28793,65.79671,1,0.10503499,599.7495171,640.95491,NA,2.51386,0.77837,NA,30.06756069,3676.22464,NA,NA,5.25835,NA,5.97275,0.5108,NA,15.35851,13.3684717,NA,MS,2.08756,0.017284523,6.67061,78.05456,420,NA,7.74174,NA,NA,4.02382,233.14835,593.85905,0.2185,46.62967,0.04358,NA,26.87958
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6940.55317,NA,NA,296.38404,NA,NA,0,55.33356,NA,1249015.383,NA,NA,1.23811,NA,NA,0,MS,NA,0.004149377,NA,NA,421,0,NA,0.228811641,0.004149377,NA,NA,NA,0,NA,NA,22.60103,NA
NA,phloem,NA,NA,NA,131.996822,NA,NA,NA,NA,NA,372.56598,1,0.475733899,614.4990132,NA,NA,NA,NA,NA,NA,16650.68648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005215924,NA,NA,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6244,roots,1253.618187,6.51176,NA,99.35122944,21.89504,NA,4.10138,0.00739,17.21824,63.43576,1,0.106412421,607.6146486,640.34817,NA,2.51148,0.77837,NA,28.32239624,3724.43475,NA,NA,5.27079,NA,5.8942,0.5108,NA,14.46708,13.16410082,NA,MS,2.0925,0.017242975,6.58589,78.05456,421,NA,7.46394,NA,NA,3.79027,183.29837,591.4981,0.2185,36.65967,0.04358,NA,26.87958
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6973.17193,NA,NA,297.61603,NA,NA,0,55.27754,NA,1254514.167,NA,NA,1.23328,NA,NA,0,MS,NA,0.004166624,NA,NA,422,0,NA,0.229870428,0.004166624,NA,NA,NA,0,NA,NA,22.57815,NA
NA,phloem,NA,NA,NA,132.1786005,NA,NA,NA,NA,NA,373.25915,1,0.478002305,617.1311798,NA,NA,NA,NA,NA,NA,16730.08069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005225628,NA,NA,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.74364,roots,1252.547152,6.08543,NA,98.48679282,20.37524,NA,4.92121,0.00738,16.2298,62.90967,1,0.106629537,608.6041679,640.06412,NA,2.1092,0.77537,NA,27.57270895,3732.03379,NA,NA,4.97219,NA,5.50784,0.51101,NA,14.08993,12.24925559,NA,MS,1.97396,0.017221633,6.15719,77.75373,422,NA,6.21916,NA,NA,3.10155,220.57674,589.71645,0.22046,44.11535,0.03661,NA,26.77598
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7005.64105,NA,NA,298.83915,NA,NA,0,55.02448,NA,1259960.692,NA,NA,1.22481,NA,NA,0,MS,NA,0.004183748,NA,NA,423,0,NA,0.230924027,0.004183748,NA,NA,NA,0,NA,NA,22.47479,NA
NA,phloem,NA,NA,NA,132.9519108,NA,NA,NA,NA,NA,375.59081,1,0.482097766,622.1735678,NA,NA,NA,NA,NA,NA,16873.42182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005258271,NA,NA,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.53304,roots,1251.966361,5.84218,NA,96.27523532,19.60055,NA,3.64317,0.00738,15.64094,61.49701,1,0.107900778,615.8599669,639.76733,NA,2.10822,0.77537,NA,26.86888711,3776.52722,NA,NA,4.81957,NA,5.28555,0.51101,NA,13.73027,11.74788275,NA,MS,1.91337,0.017197701,5.91107,77.75373,423,NA,6.07951,NA,NA,3.02238,163.66931,588.30379,0.22046,32.73386,0.03661,NA,26.77598
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7030.8859,NA,NA,299.78813,NA,NA,0,42.75601,NA,1264177.151,NA,NA,0.94985,NA,NA,0,MS,NA,0.004197034,NA,NA,424,0,NA,0.231742997,0.004197034,NA,NA,NA,0,NA,NA,17.46372,NA
NA,phloem,NA,NA,NA,133.102377,NA,NA,NA,NA,NA,376.1573,1,0.483777282,624.106346,NA,NA,NA,NA,NA,NA,16932.20488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005266202,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.55691,roots,1252.29051,3.98666,NA,98.45310171,13.45458,NA,3.71933,0.00736,10.64701,62.90784,1,0.108066969,616.6154639,640.13334,NA,0.87485,0.59591,NA,27.8909756,3782.34392,NA,NA,3.28271,NA,3.60671,0.51117,NA,14.25703,8.144157688,NA,MS,1.30323,0.017202577,4.03494,59.75767,424,NA,2.57923,NA,NA,1.30158,167.42046,588.75692,0.22197,33.48409,0.01519,NA,20.57869
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7052.14805,NA,NA,300.5859,NA,NA,0,36.0013,NA,1267716.051,NA,NA,0.79834,NA,NA,0,MS,NA,0.004208203,NA,NA,425,0,NA,0.23243261,0.004208203,NA,NA,NA,0,NA,NA,14.70476,NA
NA,phloem,NA,NA,NA,133.5819513,NA,NA,NA,NA,NA,377.60946,1,0.486524643,627.4896563,NA,NA,NA,NA,NA,NA,17028.3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005286532,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.36717,roots,1252.646204,3.37877,NA,99.02859714,11.52944,NA,2.45595,0.00736,8.99296,63.27556,1,0.10906244,622.2954839,640.31516,NA,0.8751,0.59591,NA,28.37779995,3817.18539,NA,NA,2.78508,NA,3.05588,0.51117,NA,14.50588,7.008438604,NA,MS,1.10568,0.01721027,3.41969,59.75767,425,NA,2.59431,NA,NA,1.3243,110.75137,589.12464,0.22197,22.15027,0.01519,NA,20.57869
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7072.38312,NA,NA,301.34418,NA,NA,0,34.25649,NA,1271073.763,NA,NA,0.75949,NA,NA,0,MS,NA,0.004218819,NA,NA,426,0,NA,0.233088814,0.004218819,NA,NA,NA,0,NA,NA,13.99209,NA
NA,phloem,NA,NA,NA,133.5977119,NA,NA,NA,NA,NA,377.76757,1,0.486831531,627.6967178,NA,NA,NA,NA,NA,NA,17039.10359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005288746,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4035,roots,1253.706845,3.22732,NA,102.4251281,11.0228,NA,2.60794,0.00735,8.51823,65.46246,1,0.109051503,622.0748778,641.02031,NA,0.28924,0.47533,NA,30.33872482,3816.80262,NA,NA,2.63761,NA,2.91903,0.5113,NA,15.51219,6.738794802,NA,MS,1.04713,0.017240759,3.26724,47.66632,426,NA,0.88615,NA,NA,0.46756,117.63026,590.55193,0.22317,23.52605,0.00501,NA,16.41481
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7090.90348,NA,NA,302.03882,NA,NA,0,31.34953,NA,1274138.459,NA,NA,0.69619,NA,NA,0,MS,NA,0.004228544,NA,NA,427,0,NA,0.233689474,0.004228543,NA,NA,NA,0,NA,NA,12.80474,NA
NA,phloem,NA,NA,NA,133.8886305,NA,NA,NA,NA,NA,378.67554,1,0.487193546,628.0218927,NA,NA,NA,NA,NA,NA,17051.7741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.005301458,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
