shoot_roots_mstruct_ratio,N_content_shoot,sum_dry_mass_stem,N_content_total_DM_shoot,NS_stem,Total_Photosynthesis,sum_dry_mass_shoot,Cont_WSC_DM_laminae,C_respired_roots,NS,plant,sum_dry_mass_roots,mstruct_shoot,sum_NSC_g,NNI,N_content_roots,Cont_WSC_DM,C_N_ratio,Tillers_Photosynthesis_An,Cont_WSC_DM_stem,C_exudated,C_respired_shoot,sum_respi_shoot,N_content,sum_dry_mass,Total_Transpiration,NS_laminae,N_content_mstruct,dry_mass_phloem,Cont_WSC_DM_shoot,mstruct,sum_respi_roots,sum_N_g_shoot,NS_roots,mstruct_stem,sum_dry_mass_laminae,N_content_mstruct_shoot,axis,Tillers_Photosynthesis,shoot_roots_ratio,sum_N_g,sum_C_g,C_N_ratio_shoot,t,N_content_mstruct_roots,NS_shoot,senesced_mstruct,Cont_WSC_DM_roots,mstruct_laminae
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5530200000,NA,29.9922300000,NA,NA,0.0282200000,NA,NA,NA,NA,2.1715400000,10.9110200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,229.0000000000,NA,NA,0.1236400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2587200000,NA,31.5733200000,NA,NA,0.0274100000,NA,NA,NA,NA,2.1719400000,11.2876000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,230.0000000000,NA,NA,0.1248100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5183400000,NA,31.9715700000,NA,NA,0.0274100000,NA,NA,NA,NA,2.1722700000,11.6715200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,231.0000000000,NA,NA,0.1248100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6610900000,NA,30.2982000000,NA,NA,0.0217500000,NA,NA,NA,NA,2.1726700000,11.1609500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,232.0000000000,NA,NA,0.1259500000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7864000000,NA,29.6720700000,NA,NA,0.0217500000,NA,NA,NA,NA,2.1729600000,10.5084200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,233.0000000000,NA,NA,0.1259500000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7348300000,NA,24.5932100000,NA,NA,0.0121400000,NA,NA,NA,NA,2.1732900000,9.4145600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,234.0000000000,NA,NA,0.1268600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9548000000,NA,22.5684900000,NA,NA,0.0121400000,NA,NA,NA,NA,2.1734600000,7.3203300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,235.0000000000,NA,NA,0.1268600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7044500000,NA,17.1569300000,NA,NA,0.0043300000,NA,NA,NA,NA,2.1736700000,6.8465100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,236.0000000000,NA,NA,0.1274400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6419900000,NA,16.8589200000,NA,NA,0.0043300000,NA,NA,NA,NA,2.1738200000,6.6148100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,237.0000000000,NA,NA,0.1274400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8892500000,NA,15.5695700000,NA,NA,0.0033200000,NA,NA,NA,NA,2.1740000000,6.2768300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,238.0000000000,NA,NA,0.1279400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3703700000,NA,15.4928900000,NA,NA,0.0033200000,NA,NA,NA,NA,2.1741400000,6.2390700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,239.0000000000,NA,NA,0.1279400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1274300000,NA,16.8487200000,NA,NA,0.0012700000,NA,NA,NA,NA,2.1743400000,6.7041300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,240.0000000000,NA,NA,0.1284900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7839200000,NA,16.6559900000,NA,NA,0.0012700000,NA,NA,NA,NA,2.1744900000,6.5182400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,241.0000000000,NA,NA,0.1284900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4136900000,NA,16.1470600000,NA,NA,0.0014400000,NA,NA,NA,NA,2.1746800000,6.4610500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,242.0000000000,NA,NA,0.1290200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3900300000,NA,15.8945100000,NA,NA,0.0014400000,NA,NA,NA,NA,2.1748100000,6.1887800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,243.0000000000,NA,NA,0.1290200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0295300000,NA,16.5864100000,NA,NA,0.0016000000,NA,NA,NA,NA,2.1750000000,6.2713200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,244.0000000000,NA,NA,0.1295200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6022800000,NA,16.6965500000,NA,NA,0.0016000000,NA,NA,NA,NA,2.1751700000,7.2177300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,245.0000000000,NA,NA,0.1295200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3586700000,NA,22.3628500000,NA,NA,0.0098700000,NA,NA,NA,NA,2.1754500000,8.3361800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,246.0000000000,NA,NA,0.1302900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1600700000,NA,22.8895700000,NA,NA,0.0098700000,NA,NA,NA,NA,2.1756800000,8.8448400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,247.0000000000,NA,NA,0.1302900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3320300000,NA,31.1373800000,NA,NA,0.0201200000,NA,NA,NA,NA,2.1761000000,11.2781200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,248.0000000000,NA,NA,0.1314500000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8216900000,NA,31.7972300000,NA,NA,0.0201200000,NA,NA,NA,NA,2.1764400000,11.8030400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,249.0000000000,NA,NA,0.1314500000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7213500000,NA,34.6121500000,NA,NA,0.0254100000,NA,NA,NA,NA,2.1769200000,12.5545700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,250.0000000000,NA,NA,0.1327600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5653700000,NA,34.4364600000,NA,NA,0.0254100000,NA,NA,NA,NA,2.1772800000,12.2414700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,251.0000000000,NA,NA,0.1327600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2036900000,NA,24.3900400000,NA,NA,0.0114000000,NA,NA,NA,NA,2.1775900000,8.8916100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,252.0000000000,NA,NA,0.1336000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3313000000,NA,26.9022900000,NA,NA,0.0114000000,NA,NA,NA,NA,2.1779300000,11.5787200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,253.0000000000,NA,NA,0.1336000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4158400000,NA,29.5830500000,NA,NA,0.0150900000,NA,NA,NA,NA,2.1783400000,10.8385100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,254.0000000000,NA,NA,0.1347000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2000500000,NA,30.6086000000,NA,NA,0.0150900000,NA,NA,NA,NA,2.1786900000,11.9385400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,255.0000000000,NA,NA,0.1347000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4869500000,NA,31.0674100000,NA,NA,0.0207900000,NA,NA,NA,NA,2.1791200000,11.2477900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,256.0000000000,NA,NA,0.1358400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2329800000,NA,30.3594300000,NA,NA,0.0207900000,NA,NA,NA,NA,2.1794200000,10.4158400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,257.0000000000,NA,NA,0.1358400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2309200000,NA,25.4393800000,NA,NA,0.0090200000,NA,NA,NA,NA,2.1797700000,9.4576700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,258.0000000000,NA,NA,0.1367600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3774800000,NA,24.7284600000,NA,NA,0.0090200000,NA,NA,NA,NA,2.1800100000,8.8224000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,259.0000000000,NA,NA,0.1367600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8958900000,NA,21.3837200000,NA,NA,0.0036700000,NA,NA,NA,NA,2.1802900000,8.1913700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,260.0000000000,NA,NA,0.1375000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5074900000,NA,20.8077800000,NA,NA,0.0036700000,NA,NA,NA,NA,2.1804900000,7.6875100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,261.0000000000,NA,NA,0.1375000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2526500000,NA,17.4373000000,NA,NA,0.0021400000,NA,NA,NA,NA,2.1807000000,6.7794300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,262.0000000000,NA,NA,0.1380600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1781300000,NA,17.0119500000,NA,NA,0.0021400000,NA,NA,NA,NA,2.1808500000,6.3540300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,263.0000000000,NA,NA,0.1380600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5129300000,NA,15.9570200000,NA,NA,0.0016700000,NA,NA,NA,NA,2.1810400000,6.2536300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,264.0000000000,NA,NA,0.1385600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3768500000,NA,15.7797500000,NA,NA,0.0016700000,NA,NA,NA,NA,2.1811800000,6.0783800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,265.0000000000,NA,NA,0.1385600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1577400000,NA,16.0480700000,NA,NA,0.0017800000,NA,NA,NA,NA,2.1813800000,6.2979800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,266.0000000000,NA,NA,0.1390700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1482900000,NA,15.7969400000,NA,NA,0.0017800000,NA,NA,NA,NA,2.1815200000,6.0314100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,267.0000000000,NA,NA,0.1390700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3085800000,NA,17.5904300000,NA,NA,0.0024400000,NA,NA,NA,NA,2.1817200000,6.4827000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,268.0000000000,NA,NA,0.1395900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6649700000,NA,17.4744600000,NA,NA,0.0024400000,NA,NA,NA,NA,2.1819000000,7.1907000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,269.0000000000,NA,NA,0.1395900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3227800000,NA,21.9958900000,NA,NA,0.0075600000,NA,NA,NA,NA,2.1821800000,8.1268500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,270.0000000000,NA,NA,0.1403300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5318900000,NA,22.5343300000,NA,NA,0.0075600000,NA,NA,NA,NA,2.1824200000,8.6236400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,271.0000000000,NA,NA,0.1403300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4368300000,NA,31.3196200000,NA,NA,0.0178500000,NA,NA,NA,NA,2.1828600000,11.3232900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,272.0000000000,NA,NA,0.1414900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0133300000,NA,32.2820800000,NA,NA,0.0178500000,NA,NA,NA,NA,2.1832400000,12.1877500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,273.0000000000,NA,NA,0.1414900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2744500000,NA,35.9024900000,NA,NA,0.0183700000,NA,NA,NA,NA,2.1837700000,13.0468300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,274.0000000000,NA,NA,0.1428600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2383200000,NA,37.2014700000,NA,NA,0.0183700000,NA,NA,NA,NA,2.1842300000,14.5609500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,275.0000000000,NA,NA,0.1428600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1932900000,NA,39.4911200000,NA,NA,0.0233000000,NA,NA,NA,NA,2.1848200000,14.4091200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,276.0000000000,NA,NA,0.1443800000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7282600000,NA,40.3167100000,NA,NA,0.0233000000,NA,NA,NA,NA,2.1853100000,15.3998200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,277.0000000000,NA,NA,0.1443800000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5263300000,NA,41.7307800000,NA,NA,0.0208600000,NA,NA,NA,NA,2.1859400000,15.3341400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,278.0000000000,NA,NA,0.1460000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4294000000,NA,42.7244500000,NA,NA,0.0208600000,NA,NA,NA,NA,2.1864700000,16.8597300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,279.0000000000,NA,NA,0.1460000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4854900000,NA,43.8714100000,NA,NA,0.0266500000,NA,NA,NA,NA,2.1871300000,15.8723800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,280.0000000000,NA,NA,0.1476700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7517200000,NA,43.3411000000,NA,NA,0.0266500000,NA,NA,NA,NA,2.1876100000,14.9320200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,281.0000000000,NA,NA,0.1476700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5343600000,NA,36.1740400000,NA,NA,0.0113000000,NA,NA,NA,NA,2.1881600000,12.9883800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,282.0000000000,NA,NA,0.1490400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4533400000,NA,34.9298000000,NA,NA,0.0113000000,NA,NA,NA,NA,2.1885300000,11.7913300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,283.0000000000,NA,NA,0.1490400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3547300000,NA,32.3779700000,NA,NA,0.0056900000,NA,NA,NA,NA,2.1890300000,11.8433300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,284.0000000000,NA,NA,0.1502700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0544400000,NA,32.3722600000,NA,NA,0.0056900000,NA,NA,NA,NA,2.1894100000,11.9629500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,285.0000000000,NA,NA,0.1502700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5022800000,NA,28.4958700000,NA,NA,0.0027800000,NA,NA,NA,NA,2.1898400000,10.4070200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,286.0000000000,NA,NA,0.1513200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8109500000,NA,28.3833900000,NA,NA,0.0027800000,NA,NA,NA,NA,2.1901600000,10.3546200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,287.0000000000,NA,NA,0.1513200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5643500000,NA,28.1970900000,NA,NA,0.0037300000,NA,NA,NA,NA,2.1905800000,10.4036700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,288.0000000000,NA,NA,0.1523700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1364700000,NA,27.0579000000,NA,NA,0.0037300000,NA,NA,NA,NA,2.1908700000,9.3507900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,289.0000000000,NA,NA,0.1523700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6579400000,NA,25.1923400000,NA,NA,0.0016300000,NA,NA,NA,NA,2.1912300000,9.2607600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,290.0000000000,NA,NA,0.1532700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7159100000,NA,25.1828300000,NA,NA,0.0016300000,NA,NA,NA,NA,2.1915100000,9.2776600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,291.0000000000,NA,NA,0.1532700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9885600000,NA,26.8550100000,NA,NA,0.0021800000,NA,NA,NA,NA,2.1918900000,9.5983900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,292.0000000000,NA,NA,0.1542100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9310000000,NA,26.9624500000,NA,NA,0.0021800000,NA,NA,NA,NA,2.1922100000,10.1888600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,293.0000000000,NA,NA,0.1542100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2700700000,NA,33.0746400000,NA,NA,0.0103700000,NA,NA,NA,NA,2.1927000000,11.4856300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,294.0000000000,NA,NA,0.1554000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9908900000,NA,32.5704900000,NA,NA,0.0103700000,NA,NA,NA,NA,2.1930700000,11.4208200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,295.0000000000,NA,NA,0.1554000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2704000000,NA,38.9983800000,NA,NA,0.0159000000,NA,NA,NA,NA,2.1936600000,13.6089700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,296.0000000000,NA,NA,0.1568600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7912800000,NA,39.3405800000,NA,NA,0.0159000000,NA,NA,NA,NA,2.1941300000,13.8391400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,297.0000000000,NA,NA,0.1568600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6856200000,NA,39.8381200000,NA,NA,0.0137200000,NA,NA,NA,NA,2.1947500000,14.1869900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,298.0000000000,NA,NA,0.1583700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3858400000,NA,41.1854600000,NA,NA,0.0137200000,NA,NA,NA,NA,2.1952900000,15.9442800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,299.0000000000,NA,NA,0.1583700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6096100000,NA,44.4076400000,NA,NA,0.0249900000,NA,NA,NA,NA,2.1959700000,15.3422100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,300.0000000000,NA,NA,0.1600000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2933200000,NA,43.8168600000,NA,NA,0.0249900000,NA,NA,NA,NA,2.1964600000,14.3245900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,301.0000000000,NA,NA,0.1600000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0519400000,NA,34.0001300000,NA,NA,0.0059300000,NA,NA,NA,NA,2.1969700000,11.7655700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,302.0000000000,NA,NA,0.1612400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4767300000,NA,31.9554100000,NA,NA,0.0059300000,NA,NA,NA,NA,2.1973000000,10.0111100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,303.0000000000,NA,NA,0.1612400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0070200000,NA,28.0046700000,NA,NA,0.0017700000,NA,NA,NA,NA,2.1977100000,9.8543600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,304.0000000000,NA,NA,0.1622200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0397200000,NA,28.6688100000,NA,NA,0.0017700000,NA,NA,NA,NA,2.1980600000,10.5493400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,305.0000000000,NA,NA,0.1622200000,NA,NA
