shoot_roots_mstruct_ratio,N_content_shoot,sum_dry_mass_stem,N_content_total_DM_shoot,NS_stem,Total_Photosynthesis,sum_dry_mass_shoot,Cont_WSC_DM_laminae,C_respired_roots,NS,plant,sum_dry_mass_roots,mstruct_shoot,sum_NSC_g,NNI,N_content_roots,Cont_WSC_DM,C_N_ratio,Tillers_Photosynthesis_An,Cont_WSC_DM_stem,C_exudated,C_respired_shoot,sum_respi_shoot,N_content,sum_dry_mass,Total_Transpiration,NS_laminae,N_content_mstruct,dry_mass_phloem,Cont_WSC_DM_shoot,mstruct,sum_respi_roots,sum_N_g_shoot,NS_roots,mstruct_stem,sum_dry_mass_laminae,N_content_mstruct_shoot,axis,Tillers_Photosynthesis,shoot_roots_ratio,sum_N_g,sum_C_g,C_N_ratio_shoot,t,N_content_mstruct_roots,NS_shoot,senesced_mstruct,Cont_WSC_DM_roots,mstruct_laminae
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0804800000,NA,56.2826200000,NA,NA,0.0015200000,NA,NA,NA,NA,2.2703200000,4.7931100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,580.0000000000,NA,NA,0.3193000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4539700000,NA,65.2607200000,NA,NA,0.0015200000,NA,NA,NA,NA,2.2703200000,5.7710900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,581.0000000000,NA,NA,0.3193000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4359000000,NA,81.3614300000,NA,NA,0.0114700000,NA,NA,NA,NA,2.2702500000,6.8294800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,582.0000000000,NA,NA,0.3202000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4219400000,NA,88.9650500000,NA,NA,0.0114700000,NA,NA,NA,NA,2.2702500000,7.5623400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,583.0000000000,NA,NA,0.3202000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8192800000,NA,103.1728500000,NA,NA,0.0238700000,NA,NA,NA,NA,2.2701600000,8.4004000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,584.0000000000,NA,NA,0.3214000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5073900000,NA,107.3875900000,NA,NA,0.0238700000,NA,NA,NA,NA,2.2701600000,8.7833100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,585.0000000000,NA,NA,0.3214000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1711000000,NA,120.7374500000,NA,NA,0.0329400000,NA,NA,NA,NA,2.2700300000,9.6114600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,586.0000000000,NA,NA,0.3228200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3920700000,NA,127.8284200000,NA,NA,0.0329400000,NA,NA,NA,NA,2.2700300000,10.3117800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,587.0000000000,NA,NA,0.3228200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3635100000,NA,127.9335800000,NA,NA,0.0319900000,NA,NA,NA,NA,2.2698900000,10.1553100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,588.0000000000,NA,NA,0.3243200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6040200000,NA,139.3607700000,NA,NA,0.0319900000,NA,NA,NA,NA,2.2698900000,11.3305200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,589.0000000000,NA,NA,0.3243200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9584700000,NA,146.2871100000,NA,NA,0.0339400000,NA,NA,NA,NA,2.2697400000,11.6522500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,590.0000000000,NA,NA,0.3260300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5198700000,NA,144.5956600000,NA,NA,0.0339400000,NA,NA,NA,NA,2.2697400000,11.6050500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,591.0000000000,NA,NA,0.3260300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2120700000,NA,137.7178600000,NA,NA,0.0210100000,NA,NA,NA,NA,2.2696100000,11.1119500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,592.0000000000,NA,NA,0.3276700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4626500000,NA,133.2867600000,NA,NA,0.0210100000,NA,NA,NA,NA,2.2696100000,10.8210700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,593.0000000000,NA,NA,0.3276700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1022000000,NA,121.6373500000,NA,NA,0.0128200000,NA,NA,NA,NA,2.2694900000,9.9169400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,594.0000000000,NA,NA,0.3291300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2612500000,NA,102.0678900000,NA,NA,0.0128200000,NA,NA,NA,NA,2.2694900000,8.1476400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,595.0000000000,NA,NA,0.3291300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0756300000,NA,94.8770000000,NA,NA,0.0059500000,NA,NA,NA,NA,2.2693900000,7.8532500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,596.0000000000,NA,NA,0.3302400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3241600000,NA,89.2134000000,NA,NA,0.0059500000,NA,NA,NA,NA,2.2693900000,7.3800300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,597.0000000000,NA,NA,0.3302400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8205300000,NA,83.4124100000,NA,NA,0.0048200000,NA,NA,NA,NA,2.2693000000,6.9552700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,598.0000000000,NA,NA,0.3312000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4293800000,NA,66.8715100000,NA,NA,0.0048200000,NA,NA,NA,NA,2.2693000000,5.4210700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,599.0000000000,NA,NA,0.3312000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8448800000,NA,50.8600900000,NA,NA,0.0008100000,NA,NA,NA,NA,2.2692600000,4.3460500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,600.0000000000,NA,NA,0.3316900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4118400000,NA,48.0958500000,NA,NA,0.0008100000,NA,NA,NA,NA,2.2692600000,4.0964900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,601.0000000000,NA,NA,0.3316900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1359900000,NA,47.1370400000,NA,NA,0.0004200000,NA,NA,NA,NA,2.2692100000,4.0482000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,602.0000000000,NA,NA,0.3321300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9280300000,NA,45.1720500000,NA,NA,0.0004200000,NA,NA,NA,NA,2.2692100000,3.8713200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,603.0000000000,NA,NA,0.3321300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8826200000,NA,51.1580000000,NA,NA,0.0009200000,NA,NA,NA,NA,2.2691600000,4.2785000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,604.0000000000,NA,NA,0.3326100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5632800000,NA,59.8081600000,NA,NA,0.0009200000,NA,NA,NA,NA,2.2691600000,5.1945600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,605.0000000000,NA,NA,0.3326100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8179000000,NA,74.5307300000,NA,NA,0.0094000000,NA,NA,NA,NA,2.2690600000,6.1031600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,606.0000000000,NA,NA,0.3334300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4009900000,NA,91.7800600000,NA,NA,0.0094000000,NA,NA,NA,NA,2.2690600000,7.7117700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,607.0000000000,NA,NA,0.3334300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4083700000,NA,104.7119600000,NA,NA,0.0224100000,NA,NA,NA,NA,2.2688900000,8.2996000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,608.0000000000,NA,NA,0.3346800000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4139900000,NA,115.9559900000,NA,NA,0.0224100000,NA,NA,NA,NA,2.2688900000,9.3286100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,609.0000000000,NA,NA,0.3346800000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5160900000,NA,128.5736500000,NA,NA,0.0307500000,NA,NA,NA,NA,2.2686600000,9.9519000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,610.0000000000,NA,NA,0.3362300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7403500000,NA,133.6252800000,NA,NA,0.0307500000,NA,NA,NA,NA,2.2686600000,10.4536400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,611.0000000000,NA,NA,0.3362300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7701900000,NA,141.6147500000,NA,NA,0.0340200000,NA,NA,NA,NA,2.2684000000,10.8624600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,612.0000000000,NA,NA,0.3379100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3095400000,NA,146.1299100000,NA,NA,0.0340200000,NA,NA,NA,NA,2.2684000000,11.3763500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,613.0000000000,NA,NA,0.3379100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9379700000,NA,144.2210100000,NA,NA,0.0309800000,NA,NA,NA,NA,2.2681500000,11.1135800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,614.0000000000,NA,NA,0.3396300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8941700000,NA,146.0118800000,NA,NA,0.0309800000,NA,NA,NA,NA,2.2681500000,11.4120700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,615.0000000000,NA,NA,0.3396300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1221400000,NA,139.9820500000,NA,NA,0.0229700000,NA,NA,NA,NA,2.2679100000,10.9199600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,616.0000000000,NA,NA,0.3413100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7720100000,NA,133.9968100000,NA,NA,0.0229700000,NA,NA,NA,NA,2.2679100000,10.5078400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,617.0000000000,NA,NA,0.3413100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8442800000,NA,116.4813400000,NA,NA,0.0104800000,NA,NA,NA,NA,2.2677100000,9.2272700000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,618.0000000000,NA,NA,0.3427300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7599000000,NA,99.9834300000,NA,NA,0.0104800000,NA,NA,NA,NA,2.2677100000,7.8212800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,619.0000000000,NA,NA,0.3427300000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0052900000,NA,82.3339200000,NA,NA,0.0034500000,NA,NA,NA,NA,2.2675800000,6.6697800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,620.0000000000,NA,NA,0.3436900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1217700000,NA,72.9803300000,NA,NA,0.0034500000,NA,NA,NA,NA,2.2675800000,5.8703200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,621.0000000000,NA,NA,0.3436900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6426600000,NA,69.6205900000,NA,NA,0.0018700000,NA,NA,NA,NA,2.2674700000,5.7076500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,622.0000000000,NA,NA,0.3444500000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9185100000,NA,65.3745400000,NA,NA,0.0018700000,NA,NA,NA,NA,2.2674700000,5.3529100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,623.0000000000,NA,NA,0.3444500000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2192100000,NA,90.5228000000,NA,NA,0.0011800000,NA,NA,NA,NA,2.2673100000,7.3193900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,624.0000000000,NA,NA,0.3455400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7790400000,NA,86.1256800000,NA,NA,0.0011800000,NA,NA,NA,NA,2.2673100000,6.9629400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,625.0000000000,NA,NA,0.3455400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3892100000,NA,81.2787200000,NA,NA,0.0006800000,NA,NA,NA,NA,2.2671500000,6.5854200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,626.0000000000,NA,NA,0.3465000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9289800000,NA,82.5153300000,NA,NA,0.0006800000,NA,NA,NA,NA,2.2671500000,6.7325300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,627.0000000000,NA,NA,0.3465000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8273900000,NA,83.0270900000,NA,NA,0.0008200000,NA,NA,NA,NA,2.2669700000,6.6443200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,628.0000000000,NA,NA,0.3474900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5635400000,NA,89.4926800000,NA,NA,0.0008200000,NA,NA,NA,NA,2.2669700000,7.3023900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,629.0000000000,NA,NA,0.3474900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4405400000,NA,103.5192000000,NA,NA,0.0076800000,NA,NA,NA,NA,2.2667000000,8.1144000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,630.0000000000,NA,NA,0.3487900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0737100000,NA,107.3176100000,NA,NA,0.0076800000,NA,NA,NA,NA,2.2667000000,8.4620300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,631.0000000000,NA,NA,0.3487900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6208300000,NA,126.5509400000,NA,NA,0.0184800000,NA,NA,NA,NA,2.2663300000,9.6179500000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,632.0000000000,NA,NA,0.3503900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8387500000,NA,129.0009700000,NA,NA,0.0184800000,NA,NA,NA,NA,2.2663300000,9.8234300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,633.0000000000,NA,NA,0.3503900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0721000000,NA,132.8051600000,NA,NA,0.0170000000,NA,NA,NA,NA,2.2658800000,9.9518800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,634.0000000000,NA,NA,0.3520600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5761700000,NA,136.5665800000,NA,NA,0.0170000000,NA,NA,NA,NA,2.2658800000,10.3545900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,635.0000000000,NA,NA,0.3520600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6003700000,NA,142.6215600000,NA,NA,0.0192800000,NA,NA,NA,NA,2.2653700000,10.5712000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,636.0000000000,NA,NA,0.3538400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0385400000,NA,130.6846600000,NA,NA,0.0192800000,NA,NA,NA,NA,2.2653700000,9.6236400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,637.0000000000,NA,NA,0.3538400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2782400000,NA,112.2270400000,NA,NA,0.0092200000,NA,NA,NA,NA,2.2649200000,8.3132200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,638.0000000000,NA,NA,0.3552900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3163600000,NA,116.6523300000,NA,NA,0.0092200000,NA,NA,NA,NA,2.2649200000,8.7960200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,639.0000000000,NA,NA,0.3552900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9104000000,NA,111.1243400000,NA,NA,0.0111300000,NA,NA,NA,NA,2.2644500000,8.2174600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,640.0000000000,NA,NA,0.3567400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9953500000,NA,111.2967500000,NA,NA,0.0111300000,NA,NA,NA,NA,2.2644500000,8.3100200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,641.0000000000,NA,NA,0.3567400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4344700000,NA,101.3083800000,NA,NA,0.0088400000,NA,NA,NA,NA,2.2639900000,7.4830000000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,642.0000000000,NA,NA,0.3580700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0570800000,NA,94.5790500000,NA,NA,0.0088400000,NA,NA,NA,NA,2.2639900000,6.9801400000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,643.0000000000,NA,NA,0.3580700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1383900000,NA,87.8587500000,NA,NA,0.0044300000,NA,NA,NA,NA,2.2635700000,6.5251200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,644.0000000000,NA,NA,0.3592100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0499300000,NA,90.0755900000,NA,NA,0.0044300000,NA,NA,NA,NA,2.2635700000,6.7815800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,645.0000000000,NA,NA,0.3592100000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6990900000,NA,82.7575200000,NA,NA,0.0035400000,NA,NA,NA,NA,2.2628800000,6.1522600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,646.0000000000,NA,NA,0.3605600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8761500000,NA,79.9898800000,NA,NA,0.0035400000,NA,NA,NA,NA,2.2628800000,5.9757900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,647.0000000000,NA,NA,0.3605600000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2990700000,NA,68.7723500000,NA,NA,0.0050000000,NA,NA,NA,NA,2.2623000000,5.1542100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,648.0000000000,NA,NA,0.3616400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1405800000,NA,53.8284000000,NA,NA,0.0050000000,NA,NA,NA,NA,2.2623000000,3.9395300000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,649.0000000000,NA,NA,0.3616400000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4835400000,NA,50.6799300000,NA,NA,0.0019700000,NA,NA,NA,NA,2.2619000000,3.8380200000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,650.0000000000,NA,NA,0.3623700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7668300000,NA,52.5118500000,NA,NA,0.0019700000,NA,NA,NA,NA,2.2619000000,4.0096800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,651.0000000000,NA,NA,0.3623700000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1012900000,NA,52.9568400000,NA,NA,0.0025600000,NA,NA,NA,NA,2.2614700000,3.9027900000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,652.0000000000,NA,NA,0.3631200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3648000000,NA,61.8235700000,NA,NA,0.0025600000,NA,NA,NA,NA,2.2614700000,4.7256100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,653.0000000000,NA,NA,0.3631200000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3314200000,NA,81.2466400000,NA,NA,0.0139700000,NA,NA,NA,NA,2.2606700000,5.8519100000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,654.0000000000,NA,NA,0.3644900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4274700000,NA,89.8627000000,NA,NA,0.0139700000,NA,NA,NA,NA,2.2606700000,6.5393800000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,655.0000000000,NA,NA,0.3644900000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3634600000,NA,103.5141800000,NA,NA,0.0270200000,NA,NA,NA,NA,2.2595600000,7.1220600000,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,656.0000000000,NA,NA,0.3662900000,NA,NA
