N_exudation,sucrose,R_Nnit_upt,S_Amino_Acids,senesced_mstruct,R_residual,Total_Organic_Nitrogen,Proteins_N_Mass,age_from_flowering,S_grain_starch,axis,HATS_LATS,sum_respi,RGR_Structure,R_grain_growth_starch,t,AA_consumption_mstruct,nitrates,organ,Export_cytokinins,S_Proteins,Conc_Amino_Acids,structure,synthetized_mstruct,R_grain_growth_struct,N_tot,Uptake_Nitrates,regul_transpiration,Export_Amino_Acids,starch,proteins,amino_acids,S_grain_structure,Conc_Sucrose,WSC_g,sucrose_consumption_mstruct,Nstruct,Conc_Nitrates,Export_Nitrates,Unloading_Amino_Acids,plant,Dry_Mass,Conc_cytokinins,C_exudation,Respi_growth,mstruct,S_cytokinins,R_Nnit_red,Unloading_Sucrose,cytokinins
NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,0.00000000,NA,NA,phloem,NA,NA,0.0,NA,NA,NA,0.00000000,NA,NA,NA,NA,NA,0.00000000,NA,0.0,0.0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,197.92736394,NA,NA,0.00000000,0.09514644,14.49031944,NA,NA,NA,MS,NA,NA,NA,NA,0.00000000,0.03454722,21.90533730,roots,NA,NA,49.99862574006066,NA,NA,NA,0.00050954,NA,NA,NA,NA,NA,2.15598651,NA,478.1307077251103,0.005655067541246046,3.46439572,0.00017268,634.9974587156204,NA,NA,1,NA,249.29897541245967,NA,1.19303084,0.03449673,NA,NA,NA,8.60000000
NA,78.25863630,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1.00000000,NA,NA,phloem,NA,NA,60.75013441811607,NA,NA,NA,0.00005364,NA,NA,NA,NA,NA,3.83152351,NA,129.25185710017354,0.0022359610371100497,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,168.53994194,0.19157647,1.51219394,0.00000000,0.07552751,13.74205253,NA,NA,NA,MS,1.95981874,0.37479425,NA,NA,1.00000000,0.03453681,21.23068209,roots,0.14695111,NA,31.75591589401262,NA,NA,NA,0.00048962,0.48256037,0.00287614,0.63981273,NA,NA,1.37318278,NA,406.00174688635343,0.004815426912573008,3.46335130,0.00017316,613.7199705256021,1.09912217,0.00000000,1,NA,245.6691909083308,0.00000000,1.19267117,0.03459344,1.33549190,0.10357773,-514.65452968,8.49854126
NA,114.73690844,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,2.00000000,NA,NA,phloem,NA,NA,83.6909845595667,NA,NA,NA,0.00007405,NA,NA,NA,NA,NA,5.28904902,NA,189.1180564099239,0.0032781973840252613,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,150.48860630,0.18384718,1.49957112,0.00000000,0.07079596,13.28567079,NA,NA,NA,MS,2.01716792,0.36006954,NA,NA,2.00000000,0.03383911,20.56586399,roots,0.14522401,NA,20.363404686481058,NA,NA,NA,0.00047392,0.46309113,0.00287617,0.41140743,NA,NA,0.88296193,NA,361.5270519080159,0.004299674465647947,3.39338621,0.00017364,592.8780678356634,1.06471801,0.00000000,1,NA,242.11558465704002,0.00000000,1.16857735,0.03468818,1.32385043,0.10299445,-286.01781445,8.39855015
NA,142.94807281,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,3.00000000,NA,NA,phloem,NA,NA,100.86904360318634,NA,NA,NA,0.00008942,NA,NA,NA,NA,NA,6.38725998,NA,235.15292286500673,0.004084230651664214,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,138.55596778,0.17908979,1.48940556,0.00000000,0.06766064,13.01150913,NA,NA,NA,MS,2.07297947,0.35074668,NA,NA,3.00000000,0.03322375,19.91931630,roots,0.14352882,NA,13.238791949781803,NA,NA,NA,0.00046103,0.45110779,0.00287636,0.26820177,NA,NA,0.57557653,NA,331.9703430592638,0.003958741936615591,3.33167731,0.00017410,572.7033520465136,1.03131297,0.00000000,1,NA,238.63376244162916,0.00000000,1.14732672,0.03478121,1.31230297,0.10257059,-147.74764762,8.29997132
NA,167.28230852,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,4.00000000,NA,NA,phloem,NA,NA,114.64378714482334,NA,NA,NA,0.00010183,NA,NA,NA,NA,NA,7.27361832,NA,274.6494895767065,0.004779494529029254,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,130.62451465,0.17696251,1.48150923,0.00000000,0.06555197,12.84249487,NA,NA,NA,MS,2.13126709,0.34567258,NA,NA,4.00000000,0.03270223,19.23552129,roots,0.15069652,NA,8.57654718914941,NA,NA,NA,0.00044909,0.44574940,0.00305911,0.18527611,NA,NA,0.37386003,NA,312.1453748878991,0.003732128989878085,3.27937957,0.00017456,551.5913167445736,1.05918502,0.00000000,1,NA,234.9645571852863,0.00000000,1.12931699,0.03487278,1.30125765,0.10229540,-53.89761183,8.19386673
NA,189.32217919,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,5.00000000,NA,NA,phloem,NA,NA,126.1232410531355,NA,NA,NA,0.00011224,NA,NA,NA,NA,NA,8.01727429,NA,310.24060764975883,0.005409205119805828,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00648140,125.46642458,0.17654911,1.47568274,0.00000000,0.06423592,12.75467691,NA,NA,NA,MS,2.18697107,0.34338460,NA,NA,5.00000000,0.03229442,18.58542128,roots,0.14879061,NA,5.806050534037663,NA,NA,NA,0.00043876,0.44470809,0.00305941,0.12576372,NA,NA,0.25374765,NA,299.0439892717884,0.003584754988029389,3.23848459,0.00017501,531.5709160537539,1.02348920,0.67856201,1,NA,231.36997971858403,3.20475101,1.11523402,0.03496320,1.29155314,0.10215730,16.02375503,8.08943532
NA,209.56888016,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,6.00000000,NA,NA,phloem,NA,NA,134.89326613288165,NA,NA,NA,0.00012027,NA,NA,NA,NA,NA,8.59102117,NA,342.76860796225486,0.00598768229030545,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.03269829,122.22155165,0.17742141,1.47156054,0.00000000,0.06374555,12.77460525,NA,NA,NA,MS,2.24017364,0.34320056,NA,NA,6.00000000,0.03200578,17.96844151,roots,0.14691482,NA,5.515566977254114,NA,NA,NA,0.00043040,0.44690532,0.00305974,0.11979064,NA,NA,0.24167021,NA,290.56520558803123,0.003492044332922006,3.20954007,0.00017546,512.6104681852338,0.98961822,3.38951676,1,NA,227.84470308407643,16.53673568,1.10526643,0.03505282,1.28329033,0.10213304,82.68367841,7.98659894
NA,228.01942115,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,7.00000000,NA,NA,phloem,NA,NA,141.40600618272657,NA,NA,NA,0.00012632,NA,NA,NA,NA,NA,9.02275469,NA,372.24537639125776,0.006514840604219194,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.07470845,120.87572827,0.17977500,1.46941541,0.00000000,0.06394213,12.87086982,NA,NA,NA,MS,2.29065514,0.34548231,NA,NA,7.00000000,0.03182412,17.38816927,roots,0.14507082,NA,6.968557362869991,NA,NA,NA,0.00042363,0.45283376,0.00306008,0.15174932,NA,NA,0.30611066,NA,286.6370344819358,0.0034535922362677616,3.19132262,0.00017591,494.79841939222246,0.95776655,5.83670476,1,NA,224.38934074000088,29.50057018,1.09899290,0.03514193,1.27711306,0.10224341,147.50285092,7.88547353
NA,244.82321130,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,8.00000000,NA,NA,phloem,NA,NA,146.4675183496921,NA,NA,NA,0.00013109,NA,NA,NA,NA,NA,9.36324729,NA,398.92953120316645,0.0069949488941994774,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.13901473,121.31887468,0.18365525,1.46926097,0.00000000,0.06462595,13.00371040,NA,NA,NA,MS,2.33832310,0.35011252,NA,NA,8.00000000,0.03177609,16.84652287,roots,0.14325950,NA,9.245864507170271,NA,NA,NA,0.00041790,0.46260769,0.00306044,0.20187374,NA,NA,0.40717514,NA,286.96134914305065,0.0034662535623376303,3.18650617,0.00017635,478.1746561101962,0.92803923,7.92048625,1,NA,221.002503214748,41.41979420,1.09733426,0.03523090,1.27322686,0.10249150,207.09897098,7.78611680
NA,260.16886357,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,9.00000000,NA,NA,phloem,NA,NA,150.6563754084884,NA,NA,NA,0.00013509,NA,NA,NA,NA,NA,9.64910431,NA,423.1405054548928,0.007433396102050584,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.21869555,123.35892035,0.18895221,1.47086227,0.00000000,0.06564440,13.14804385,NA,NA,NA,MS,2.38311425,0.35673907,NA,NA,9.00000000,0.03186737,16.34503254,roots,0.14148167,NA,11.769860748684966,NA,NA,NA,0.00041290,0.47595016,0.00306080,0.25766406,NA,NA,0.51964123,NA,291.049630921092,0.0035245405813690736,3.19566020,0.00017680,462.7682222966289,0.90052033,9.62739042,1,NA,217.68260133015102,51.91667836,1.10048663,0.03532013,1.27137154,0.10286306,259.58339182,7.68857720
NA,274.26090423,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,10.00000000,NA,NA,phloem,NA,NA,154.34567252364636,NA,NA,NA,0.00013866,NA,NA,NA,NA,NA,9.90402305,NA,445.22084098139834,0.007836025835071762,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.30180535,126.77069567,0.19545889,1.47384376,0.00000000,0.06687834,13.28929843,NA,NA,NA,MS,2.42498700,0.36496008,NA,NA,10.00000000,0.03208249,15.88486003,roots,0.13973792,NA,14.206473854511508,NA,NA,NA,0.00040844,0.49233978,0.00306117,0.31183498,NA,NA,0.62881331,NA,298.34049902870703,0.0036220198764133926,3.21723252,0.00017725,448.5986647123145,0.87527393,10.98605636,1,NA,214.42815185351304,60.84488571,1.10791547,0.03540996,1.27101193,0.10333372,304.22442854,7.59289192
NA,287.30797953,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,11.00000000,NA,NA,phloem,NA,NA,157.75519217795267,NA,NA,NA,0.00014199,NA,NA,NA,NA,NA,10.14201346,NA,465.51741688134587,0.008208799415253097,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.37793445,131.31999331,0.20291984,1.47778676,0.00000000,0.06823569,13.42026766,NA,NA,NA,MS,2.46396768,0.37436518,NA,NA,11.00000000,0.03239335,15.46609969,roots,0.13802817,NA,16.391564563984872,NA,NA,NA,0.00040441,0.51113310,0.00306155,0.36076453,NA,NA,0.72738919,NA,308.25716664239906,0.0037519998087857296,3.24840498,0.00017770,435.6566840035204,0.85230548,12.04278649,1,NA,211.2371888130583,68.23080382,1.11865030,0.03550066,1.27154870,0.10387556,341.15401912,7.49905956
NA,299.51082265,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,12.00000000,NA,NA,phloem,NA,NA,161.01245996109725,NA,NA,NA,0.00014520,NA,NA,NA,NA,NA,10.37123454,NA,484.36228165514495,0.008557452075611736,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44019432,136.79670206,0.21107550,1.48231969,0.00000000,0.06964386,13.53722217,NA,NA,NA,MS,2.50002440,0.38458114,NA,NA,12.00000000,0.03276779,15.08952747,roots,0.13635290,NA,18.241550524097867,NA,NA,NA,0.00040077,0.53167632,0.00306194,0.40256946,NA,NA,0.81157592,NA,320.28528915388813,0.003908477201593776,3.28595358,0.00017816,423.95352473033967,0.83165806,12.84632323,1,NA,208.109238212811,74.19777889,1.13158088,0.03559241,1.27250252,0.10446347,370.98889443,7.40710923
NA,300.07098343,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,13.00000000,NA,NA,phloem,NA,NA,160.76507743195123,NA,NA,NA,0.00014525,NA,NA,NA,NA,NA,10.37530898,NA,484.33231192460727,0.008573456669378003,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.51027064,140.95597787,0.21285053,1.48594133,0.00000000,0.07239290,13.95660356,NA,NA,NA,MS,2.47714791,0.38806012,NA,NA,13.00000000,0.03317724,15.54091663,roots,0.00404198,NA,26.85206231364191,NA,NA,NA,0.00041297,0.53614744,0.00009026,0.01751444,NA,NA,1.19778007,NA,329.1643783439027,0.004027313653532923,3.32701319,0.00017862,435.4990462645476,0.02524953,10.38135496,1,NA,208.72825291579866,60.04916862,1.14572054,0.03568531,1.27904695,0.10499202,300.24584311,7.44853153
NA,294.59813448,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,14.00000000,NA,NA,phloem,NA,NA,156.70125988133367,NA,NA,NA,0.00014186,NA,NA,NA,NA,NA,10.13271596,NA,474.57557088200303,0.008417089556599004,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.56155545,144.20362072,0.21360100,1.48862149,0.00000000,0.07476873,14.32917290,NA,NA,NA,MS,2.45417346,0.39188343,NA,NA,14.00000000,0.03348535,15.99467050,roots,0.00406463,NA,34.36342621931214,NA,NA,NA,0.00042453,0.53803779,0.00009026,0.02247267,NA,NA,1.53686406,NA,335.8659170380099,0.004120103449104268,3.35791095,0.00017909,447.0399270452156,0.02598675,9.06148204,1,NA,209.3478755658081,52.69062540,1.15636077,0.03577906,1.28451220,0.10545774,263.45312700,7.49027120
NA,288.47155751,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,15.00000000,NA,NA,phloem,NA,NA,151.642597032667,NA,NA,NA,0.00013755,NA,NA,NA,NA,NA,9.82478212,NA,463.7992604763346,0.00824204450018131,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.57318722,146.41436882,0.21330027,1.49035804,0.00000000,0.07672690,14.65060266,NA,NA,NA,MS,2.43127856,0.39420327,NA,NA,15.00000000,0.03373128,16.44805808,roots,0.00408743,NA,40.68879618139132,NA,NA,NA,0.00043538,0.53728028,0.00009026,0.02667952,NA,NA,1.82456254,NA,340.11716752857325,0.004183267680463748,3.38257242,0.00017956,458.5014685901702,0.02672337,7.83269786,1,NA,209.96800224184935,45.99614574,1.16485342,0.03587351,1.28897791,0.10585947,229.98072871,7.53228972
NA,282.50512212,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,16.00000000,NA,NA,phloem,NA,NA,146.42612578346268,NA,NA,NA,0.00013308,NA,NA,NA,NA,NA,9.50542391,NA,453.3171766447249,0.008071574917628378,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.56604286,147.72821904,0.21215183,1.49133004,0.00000000,0.07832142,14.92784131,NA,NA,NA,MS,2.40861050,0.39522759,NA,NA,16.00000000,0.03391672,16.89878352,roots,0.00411036,NA,45.99325889349874,NA,NA,NA,0.00044557,0.53438748,0.00009026,0.03023747,NA,NA,2.06788447,NA,342.2631484915543,0.004220806258209335,3.40116894,0.00018004,469.82201964605684,0.02745567,6.80301883,1,NA,210.5887160148745,40.43770549,1.17125749,0.03596848,1.29263798,0.10620893,202.18852746,7.57455584
NA,276.94576075,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,17.00000000,NA,NA,phloem,NA,NA,141.33959636368127,NA,NA,NA,0.00012871,NA,NA,NA,NA,NA,9.19326332,NA,443.5245213160874,0.007912736021332151,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.55189548,148.31571399,0.21036112,1.49170373,0.00000000,0.07961798,15.16916875,NA,NA,NA,MS,2.38629235,0.39522961,NA,NA,17.00000000,0.03405415,17.34494296,roots,0.00413342,NA,50.46957496759707,NA,NA,NA,0.00045520,0.52987686,0.00009026,0.03326831,NA,NA,2.27515776,NA,342.715750579069,0.004237591828382524,3.41495040,0.00018052,480.95120746144556,0.02818056,5.97141799,1,NA,211.2100268769285,35.97762491,1.17600339,0.03606383,1.29564625,0.10651717,179.88812455,7.61704267
NA,271.74193546,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,18.00000000,NA,NA,phloem,NA,NA,136.47290231319369,NA,NA,NA,0.00012452,NA,NA,NA,NA,NA,8.89418312,NA,434.3359648345641,0.007764055298863849,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.53575850,148.32174002,0.20809020,1.49160326,0.00000000,0.08067180,15.38153712,NA,NA,NA,MS,2.36441396,0.39444062,NA,NA,18.00000000,0.03415441,17.78514361,roots,0.00415658,NA,54.27894143664893,NA,NA,NA,0.00046433,0.52415667,0.00009026,0.03587423,NA,NA,2.45337173,NA,341.823244512746,0.004237764000713515,3.42500398,0.00018099,491.85308838555,0.02889575,5.30065978,1,NA,211.83192202570874,32.38996833,1.17946554,0.03615946,1.29810916,0.10679243,161.94984164,7.65972857
NA,266.88928211,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,19.00000000,NA,NA,phloem,NA,NA,131.84595132980618,NA,NA,NA,0.00012053,NA,NA,NA,NA,NA,8.60954811,NA,425.7418486939366,0.007625408060370485,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.52076072,147.86265014,0.20546263,1.49111929,0.00000000,0.08152679,15.57047829,NA,NA,NA,MS,2.34304185,0.39304084,NA,NA,19.00000000,0.03422522,18.21835136,roots,0.00417985,NA,57.549392825515135,NA,NA,NA,0.00047304,0.51753810,0.00009026,0.03813655,NA,NA,2.60808768,NA,339.8645066131169,0.0042246471469495,3.43210460,0.00018147,502.50182782888663,0.02959959,4.76204776,1,NA,212.45435717147853,29.52395390,1.18191077,0.03625529,1.30010030,0.10704072,147.61976952,7.70259512
NA,262.34064372,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,20.00000000,NA,NA,phloem,NA,NA,127.45071607212562,NA,NA,NA,0.00011674,NA,NA,NA,NA,NA,8.33891084,NA,417.66424325438464,0.007495446963485964,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.50814531,147.03389344,0.20257497,1.49032092,0.00000000,0.08221838,15.74041771,NA,NA,NA,MS,2.32222445,0.39117226,NA,NA,20.00000000,0.03427197,18.64380727,roots,0.00420320,NA,60.383171957199444,NA,NA,NA,0.00048138,0.51026440,0.00009026,0.04012033,NA,NA,2.74375512,NA,337.0674374251393,0.004200968384026892,3.43679359,0.00018195,512.8793254566684,0.03029084,4.32786581,1,NA,213.07726456350773,27.23077690,1.18352552,0.03635126,1.30167364,0.10726657,136.15388451,7.74562603
NA,258.03399745,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,21.00000000,NA,NA,phloem,NA,NA,123.27083869983022,NA,NA,NA,0.00011314,NA,NA,NA,NA,NA,8.08127728,NA,410.0020609748411,0.0073723999270533655,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.49816653,145.91003073,0.19949987,1.48925893,0.00000000,0.08277395,15.89477519,NA,NA,NA,MS,2.30199596,0.38894330,NA,NA,21.00000000,0.03429864,19.06096781,roots,0.00422663,NA,62.859298378235195,NA,NA,NA,0.00048938,0.50251856,0.00009026,0.04187588,NA,NA,2.86381396,NA,333.60967974298796,0.004168858020749757,3.43946790,0.00018243,522.9735065896122,0.03096860,3.97455008,1,NA,213.70055948227446,25.38136012,1.18444646,0.03644729,1.30286758,0.10747332,126.90680059,7.78880657
NA,253.92764594,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,22.00000000,NA,NA,phloem,NA,NA,119.28826855536518,NA,NA,NA,0.00010970,NA,NA,NA,NA,NA,7.83553613,NA,402.6871495414863,0.007255075598337555,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.49084387,144.54973849,0.19629248,1.48797119,0.00000000,0.08321478,16.03620651,NA,NA,NA,MS,2.28237983,0.38643676,NA,NA,22.00000000,0.03430799,19.46945112,roots,0.00425013,NA,65.03918163357002,NA,NA,NA,0.00049708,0.49443950,0.00009026,0.04344229,NA,NA,2.97093728,NA,329.6307064792127,0.004129992528318996,3.44040572,0.00018291,532.7768001126254,0.03163227,3.68464735,1,NA,214.32414666681055,23.88180751,1.18476942,0.03654335,1.30370975,0.10766341,119.40903756,7.83212313
NA,249.98685650,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,23.00000000,NA,NA,phloem,NA,NA,115.48581917167195,NA,NA,NA,0.00010641,NA,NA,NA,NA,NA,7.60062553,NA,395.66284154179533,0.007142481614311045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.48600849,142.99959812,0.19299505,1.48648636,0.00000000,0.08355762,16.16679088,NA,NA,NA,MS,2.26339128,0.38371641,NA,NA,23.00000000,0.03430199,19.86899770,roots,0.00427371,NA,66.97095926511939,NA,NA,NA,0.00050450,0.48613364,0.00009026,0.04485017,NA,NA,3.06721966,NA,325.2409528183939,0.004085702803316073,3.43980392,0.00018339,542.2850270418992,0.03228142,3.44457750,1,NA,214.9479229774222,22.65863772,1.18456218,0.03663940,1.30422007,0.10783866,113.29318860,7.87556280
NA,246.18289767,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,24.00000000,NA,NA,phloem,NA,NA,111.84805721502968,NA,NA,NA,0.00010326,NA,NA,NA,NA,NA,7.37559176,NA,388.88233912228606,0.007033797076155802,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.48340609,141.29687644,0.18964016,1.48482643,0.00000000,0.08381570,16.28816958,NA,NA,NA,MS,2.24503930,0.38083171,NA,NA,24.00000000,0.03428204,20.25944042,roots,0.00429734,NA,68.69269981041937,NA,NA,NA,0.00051167,0.47768303,0.00009026,0.04612373,NA,NA,3.15431632,NA,320.5285145110299,0.004037053612663026,3.43780262,0.00018387,551.4965516963459,0.03291578,3.24375787,1,NA,215.5717787376691,21.65406487,1.18387299,0.03673539,1.30441264,0.10800044,108.27032437,7.91911317
NA,250.24698684,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,25.00000000,NA,NA,phloem,NA,NA,117.1396766012764,NA,NA,NA,0.00010835,NA,NA,NA,NA,NA,7.73959013,NA,394.5333158679634,0.007149913909738697,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.42623887,140.26088480,0.19329101,1.48328890,0.00000000,0.07810048,15.22353386,NA,NA,NA,MS,2.30305108,0.38502358,NA,NA,25.00000000,0.03424911,19.58469633,roots,0.14410490,NA,44.64533663511912,NA,NA,NA,0.00048732,0.48687912,0.00306438,1.02037543,NA,NA,2.05543149,NA,317.34995256412475,0.004007453851465373,3.43450115,0.00018435,531.7407595133599,1.08026752,4.49785786,1,NA,212.373782070237,29.08617530,1.18273607,0.03683129,1.29923439,0.10817025,145.43087652,7.82199964
NA,263.53477903,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,26.00000000,NA,NA,phloem,NA,NA,131.04909311935305,NA,NA,NA,0.00012146,NA,NA,NA,NA,NA,8.67544781,NA,414.6759259787167,0.007529565115089646,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.39547518,140.34365967,0.19762818,1.48273888,0.00000000,0.07501095,14.63028606,NA,NA,NA,MS,2.35779755,0.38409247,NA,NA,26.00000000,0.03425294,18.95487346,roots,0.14236232,NA,30.935049370868413,NA,NA,NA,0.00047019,0.49780398,0.00306471,0.70894308,NA,NA,1.42793075,NA,316.71252078082125,0.004009818847838411,3.43488492,0.00018483,513.3039086821201,1.04564100,6.39777336,1,NA,209.23799819888472,38.86913566,1.18286823,0.03692719,1.29499815,0.10841171,194.34567831,7.72657233
NA,278.07313070,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,27.00000000,NA,NA,phloem,NA,NA,143.3821762855636,NA,NA,NA,0.00013315,NA,NA,NA,NA,NA,9.51035828,NA,436.7029071251947,0.007944946591342211,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.38256459,141.96212373,0.20310203,1.48354630,0.00000000,0.07374209,14.34404625,NA,NA,NA,MS,2.40923972,0.38706872,NA,NA,27.00000000,0.03432467,18.37090878,roots,0.14065362,NA,23.927983757966192,NA,NA,NA,0.00045801,0.51159201,0.00306509,0.54985732,NA,NA,1.10736627,NA,319.53325921747114,0.004056060677971727,3.44207794,0.00018531,496.1985241114649,1.01355391,8.38675239,1,NA,206.1641072642105,49.04400915,1.18534528,0.03702330,1.29208275,0.10875306,245.22004575,7.63287641
NA,291.83778255,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,28.00000000,NA,NA,phloem,NA,NA,152.98703676070573,NA,NA,NA,0.00014234,NA,NA,NA,NA,NA,10.16721952,NA,457.427969243286,0.008338222358687954,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.38651800,145.00684168,0.20966019,1.48554519,0.00000000,0.07361262,14.23874060,NA,NA,NA,MS,2.45739831,0.39300088,NA,NA,28.00000000,0.03449084,17.83300075,roots,0.13897671,NA,20.85286533864838,NA,NA,NA,0.00044900,0.52811130,0.00306548,0.48050258,NA,NA,0.96756978,NA,325.53726011825006,0.004143052619401206,3.45874096,0.00018580,480.4164660672085,0.98400055,10.09035885,1,NA,203.15059813409826,57.92631791,1.19108351,0.03711988,1.29029310,0.10918365,289.63158953,7.54092548
NA,304.64765768,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,29.00000000,NA,NA,phloem,NA,NA,160.43381043106723,NA,NA,NA,0.00014956,NA,NA,NA,NA,NA,10.68299978,NA,476.5728413471413,0.008704218790804585,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.40554618,149.25211409,0.21709918,1.48842864,0.00000000,0.07415989,14.23334512,NA,NA,NA,MS,2.50229425,0.40096942,NA,NA,29.00000000,0.03473925,17.34128794,roots,0.13733178,NA,19.935650128179734,NA,NA,NA,0.00044204,0.54684933,0.00306587,0.46062938,NA,NA,0.92743506,NA,334.19208026342193,0.004264346116790585,3.48365200,0.00018628,465.94886454566773,0.95698905,11.44307338,1,NA,200.19621543494915,65.26454318,1.19966210,0.03721715,1.28927683,0.10968224,326.32271591,7.45073222
NA,316.62844097,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,30.00000000,NA,NA,phloem,NA,NA,166.41303529596019,NA,NA,NA,0.00015544,NA,NA,NA,NA,NA,11.10298210,NA,494.3407269997645,0.009046526884799209,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.43173166,154.47386330,0.22518080,1.49189553,0.00000000,0.07508445,14.27837028,NA,NA,NA,MS,2.54386805,0.41025607,NA,NA,30.00000000,0.03504679,16.89693481,roots,0.13571977,NA,20.097149320369926,NA,NA,NA,0.00043645,0.56720605,0.00306625,0.46564411,NA,NA,0.93741342,NA,344.97455776891866,0.004413538951369698,3.51449230,0.00018677,452.8154463637512,0.93258486,12.47376224,1,NA,197.30111264701472,71.14391171,1.21028255,0.03731528,1.28871876,0.11022759,355.71955857,7.36234611
