Nstruct,delta_leaf_L,sucrose,leaf_pseudostem_length,S_Proteins,RER,internode_L,plant,sum_dry_mass,Cont_Proteins_DM,Unloading_Amino_Acids,Conc_Amino_Acids,t,Respi_growth,D_Fructan,N_content,ratio_DZ,leaf_is_emerged,D_Proteins,Conc_Sucrose,Cont_WSC_DM,fructan,mstruct,axis,AA_consumption_mstruct,Conc_Proteins,leaf_L,Cont_Fructan_DM,Unloading_Sucrose,sucrose_consumption_mstruct,amino_acids,nb_replications,proteins,S_Fructan,Conc_Fructan,metamer
0.00000697,0.00024359,9.05797720,0.02893288,68.94668028,0.00000155,0.00001724,1,0.00296868,31.48925095,0.08629245,55.29507082,78.00000000,0.21961919,2.20535696,5.03508219,0.17441819,True,3.76299577,541.79955848,17.51266258,9.13837448,0.00139319,MS,0.00657018,0.75051310,0.04366916,8.79501955,0.00689050,0.65885757,0.09629589,1,10.08266503,176.35298086,1093.21698442,4
0.00000029,0.00006241,0.38239189,0.02884726,155.44374200,0.00000324,0.00008621,1,0.00018923,50.66393974,0.00861092,55.30814698,78.00000000,0.00738166,0.41415171,7.83574871,1.00000000,False,9.14132549,541.77852050,12.02663922,0.41415171,0.00005882,MS,0.00022083,1.82319751,0.00535463,6.25308295,0.02943358,0.02214497,0.00406635,1,1.03405847,176.35000392,1173.55261423,5
0.00000005,0.00000553,0.06871794,0.02900000,155.50429500,0.00000135,0.00000000,1,0.00004384,58.11409142,0.00150180,55.33565333,78.00000000,0.00032434,0.09565600,8.91902196,1.00000000,False,13.51669486,541.78645987,10.71355843,0.09565600,0.00001057,MS,0.00000970,2.69584585,0.00113342,6.23466298,0.00593621,0.00097302,0.00073110,1,0.27476509,176.35112738,1508.34330823,6
0.00000002,0.00000215,0.02223588,0.02900000,155.52731457,0.00000129,0.00000000,1,0.00001428,58.29299165,0.00048557,55.34611158,78.00000000,0.00009744,0.03115211,8.94481683,1.00000000,False,13.65197839,541.79072596,10.68005306,0.03115211,0.00000342,MS,0.00000292,2.72282756,0.00046255,6.23185462,0.00192748,0.00029233,0.00023661,1,0.08979814,176.35173105,1518.08022302,7
0.00000001,0.00000088,0.00828093,0.02900000,155.54148106,0.00000118,0.00000000,1,0.00000538,58.62480957,0.00018053,55.35254813,78.00000000,0.00003170,0.01170465,8.99352449,1.00000000,False,13.89984123,541.79333431,10.60412699,0.01170465,0.00000127,MS,0.00000095,2.77226272,0.00020808,6.21035923,0.00072224,0.00009509,0.00008813,1,0.03404899,176.35210014,1531.59266468,8
0.00000000,0.00000046,0.00379236,0.02900000,155.54977702,0.00000116,0.00000000,1,0.00000248,58.75122624,0.00008262,55.35631755,78.00000000,0.00001382,0.00538655,9.01191087,1.00000000,False,13.99963388,541.79488877,10.58152671,0.00538655,0.00000058,MS,0.00000041,2.79216593,0.00011062,6.20965917,0.00033157,0.00004146,0.00004036,1,0.01570509,176.35232009,1539.09585097,9
0.00000000,0.00000026,0.00215539,0.02900000,155.55459091,0.00000107,0.00000000,1,0.00000143,59.05488784,0.00004688,55.35850488,78.00000000,0.00000673,0.00309149,9.05647701,1.00000000,False,14.23806191,541.79577028,10.51834868,0.00309149,0.00000033,MS,0.00000020,2.83971936,0.00006805,6.19746658,0.00018955,0.00002018,0.00002294,1,0.00907799,176.35244483,1554.20170906,10
0.00001126,0.00024023,14.96417842,0.02895000,50.46792336,0.00000058,0.00005000,1,0.00400349,26.21664721,0.00785811,55.00172626,79.00000000,0.25999162,2.15675912,4.29408242,0.00000000,True,2.61592916,554.19559846,14.07113213,4.75259476,0.00225013,MS,0.00777797,0.52173566,0.11430436,3.39175119,-9.97941459,0.77997486,0.15470163,1,11.32047934,0.00000010,352.02294781,3
0.00000701,0.00024439,9.30681613,0.02893276,68.44362023,0.00000155,0.00001736,1,0.00300249,31.17648306,0.08587665,54.93335862,79.00000000,0.22150463,2.15924123,4.98597237,0.17298601,True,3.74682285,553.54895421,18.13216407,9.74774465,0.00140108,MS,0.00662658,0.74728748,0.04391355,9.27587402,0.00049379,0.66451389,0.09620774,1,10.09618481,177.99538558,1159.54882507,4
0.00000030,0.00006294,0.39483566,0.02884655,154.64525611,0.00000323,0.00008681,1,0.00019141,50.50649934,0.00864559,54.94598630,79.00000000,0.00746092,0.42461785,7.81161539,1.00000000,False,9.12093302,553.52750610,12.23170479,0.42461785,0.00005944,MS,0.00022320,1.81913032,0.00541757,6.33812669,0.02942190,0.02238276,0.00408265,1,1.04271463,177.99242367,1190.55941970,5
0.00000005,0.00000555,0.07038896,0.02900000,154.70603802,0.00000135,0.00000000,1,0.00004412,58.05555078,0.00149492,54.97351837,79.00000000,0.00032499,0.09752347,8.90947522,1.00000000,False,13.55541609,553.53537892,10.87392760,0.09752347,0.00001060,MS,0.00000972,2.70356863,0.00113897,6.31557291,0.00590563,0.00097497,0.00072818,1,0.27626192,177.99351090,1533.83985275,6
0.00000002,0.00000216,0.02277238,0.02900000,154.72898192,0.00000129,0.00000000,1,0.00001437,58.23662600,0.00048324,54.98391269,79.00000000,0.00009760,0.03175678,8.93559269,1.00000000,False,13.69280750,553.53961532,10.83938551,0.03175678,0.00000343,MS,0.00000292,2.73097075,0.00046471,6.31265912,0.00191740,0.00029280,0.00023563,1,0.09028200,177.99409593,1543.85602114,7
0.00000001,0.00000089,0.00847815,0.02900000,154.74310309,0.00000118,0.00000000,1,0.00000542,58.57203492,0.00017961,54.99031046,79.00000000,0.00003173,0.01192926,8.98483078,1.00000000,False,13.94416081,553.54220545,10.76135795,0.01192926,0.00000128,MS,0.00000095,2.78110207,0.00020897,6.29060673,0.00071837,0.00009518,0.00008773,1,0.03422883,177.99445362,1557.73208769,8
0.00000000,0.00000046,0.00388229,0.02900000,154.75136975,0.00000116,0.00000000,1,0.00000249,58.69959531,0.00008219,54.99405592,79.00000000,0.00001383,0.00548928,9.00338824,1.00000000,False,14.04509765,553.54374952,10.73787138,0.00548928,0.00000058,MS,0.00000041,2.80123348,0.00011108,6.28957075,0.00032977,0.00004149,0.00004018,1,0.01578739,177.99466685,1565.34050793,9
0.00000000,0.00000026,0.00220587,0.02900000,154.75616870,0.00000106,0.00000000,1,0.00000143,59.00652004,0.00004662,54.99623027,79.00000000,0.00000673,0.00314986,9.04843574,1.00000000,False,14.28699111,553.54462469,10.67289258,0.00314986,0.00000033,MS,0.00000020,2.84947808,0.00006831,6.27703412,0.00018850,0.00002018,0.00002283,1,0.00912467,177.99478770,1580.86004128,10
0.00001128,0.00023922,15.30816963,0.02895000,50.12179546,0.00000058,0.00005000,1,0.00401624,26.16252422,0.00925163,54.52166986,80.00000000,0.25887995,2.11166130,4.28480215,0.00000000,True,2.61548961,566.20928104,14.24252593,4.71232588,0.00225302,MS,0.00774471,0.52164800,0.11454358,3.35233579,-10.02711826,0.77663985,0.15354801,1,11.33308938,0.00000010,348.59329571,3
0.00000705,0.00024513,9.56277889,0.02893264,67.82694339,0.00000154,0.00001748,1,0.00301744,31.07548565,0.08511442,54.45508560,80.00000000,0.21517631,2.11394678,4.97051042,0.17155292,True,3.73226736,565.58811697,18.21758550,9.67689216,0.00140897,MS,0.00643726,0.74438445,0.04415868,9.16281831,-0.31598185,0.64552893,0.09590716,1,10.11359638,0.00074306,1144.67463410,4
0.00000030,0.00006346,0.40768956,0.02884583,153.58585725,0.00000322,0.00008741,1,0.00019362,50.34729768,0.00866691,54.46706907,80.00000000,0.00754002,0.43529264,7.78715113,1.00000000,False,9.10028222,565.53859946,12.43953670,0.43529264,0.00006007,MS,0.00022557,1.81501161,0.00548103,6.42343193,0.02970312,0.02262006,0.00409006,1,1.05140789,179.63086673,1207.65805518,5
0.00000005,0.00000557,0.07210136,0.02900000,153.64683242,0.00000135,0.00000000,1,0.00004440,57.99506911,0.00148566,54.49458501,80.00000000,0.00032550,0.09941307,8.89959200,1.00000000,False,13.59356767,565.54650027,11.03608398,0.09941307,0.00001062,MS,0.00000974,2.71117780,0.00114455,6.39672722,0.00592665,0.00097649,0.00072370,1,0.27775226,179.63193130,1559.54666932,6
0.00000002,0.00000217,0.02332206,0.02900000,153.66968526,0.00000129,0.00000000,1,0.00001446,58.17832412,0.00048015,54.50489922,80.00000000,0.00009772,0.03236851,8.92603323,1.00000000,False,13.73307215,565.55074454,11.00048162,0.03236851,0.00000344,MS,0.00000292,2.73900136,0.00046687,6.39370750,0.00192398,0.00029315,0.00023413,1,0.09076367,179.63250317,1569.84733599,7
0.00000001,0.00000089,0.00868017,0.02900000,153.68375167,0.00000118,0.00000000,1,0.00000545,58.51733705,0.00017840,54.51124825,80.00000000,0.00003174,0.01215640,8.97580453,1.00000000,False,13.98792441,565.55333942,10.92030855,0.01215640,0.00000128,MS,0.00000095,2.78983053,0.00020986,6.37109124,0.00072069,0.00009523,0.00008715,1,0.03440779,179.63285280,1584.09312024,8
0.00000000,0.00000047,0.00397440,0.02900000,153.69198345,0.00000116,0.00000000,1,0.00000251,58.64597670,0.00008163,54.51496391,80.00000000,0.00001384,0.00559327,8.99452346,1.00000000,False,14.09000589,565.55488609,10.89602454,0.00559327,0.00000059,MS,0.00000041,2.81019024,0.00011155,6.36982556,0.00033082,0.00004151,0.00003991,1,0.01586927,179.63306120,1591.83720763,9
0.00000000,0.00000026,0.00225756,0.02900000,153.69676425,0.00000106,0.00000000,1,0.00000144,58.95623801,0.00004629,54.51712191,80.00000000,0.00000673,0.00320887,9.04006434,1.00000000,False,14.33537141,565.55576299,10.82910427,0.00320887,0.00000033,MS,0.00000020,2.85912732,0.00006858,6.35683359,0.00018907,0.00002018,0.00002267,1,0.00917110,179.63317935,1607.74878340,10
0.00001129,0.00023817,15.63785802,0.02895000,49.70164221,0.00000058,0.00005000,1,0.00402855,26.11106207,0.01057358,53.94136832,81.00000000,0.25773234,2.07038422,4.27586769,0.00000000,True,2.61499723,577.66388847,14.40480845,4.67281881,0.00225590,MS,0.00771038,0.52154980,0.11478176,3.31407271,-10.06851259,0.77319702,0.15210825,1,11.34546533,0.00000010,345.22869835,3
0.00000709,0.00024583,9.81107872,0.02893252,67.11200385,0.00000154,0.00001760,1,0.00303155,30.96820791,0.08446340,53.87642001,81.00000000,0.22361734,2.07258193,4.95409346,0.17011913,True,3.71596160,577.04251474,18.29778770,9.60362833,0.00141686,MS,0.00668979,0.74113234,0.04440452,9.05113591,-0.33886506,0.67085202,0.09541935,1,10.12579659,0.00061784,1129.68247348,4
0.00000030,0.00006397,0.42036419,0.02884511,152.29945789,0.00000320,0.00008801,1,0.00019583,50.19045940,0.00867572,53.88794624,81.00000000,0.00761856,0.44617409,7.76300523,1.00000000,False,9.07926390,576.99115499,12.64251740,0.44617409,0.00006071,MS,0.00022792,1.81081959,0.00554501,6.50953777,0.02981309,0.02285567,0.00408956,1,1.06012294,181.15622908,1224.83554512,5
0.00000005,0.00000559,0.07375044,0.02900000,152.36058947,0.00000135,0.00000000,1,0.00004469,57.93638937,0.00147425,53.91540734,81.00000000,0.00032587,0.10132389,8.88995519,1.00000000,False,13.63103584,576.99902851,11.19405262,0.10132389,0.00001065,MS,0.00000975,2.71865066,0.00115014,6.47853380,0.00591732,0.00097762,0.00071785,1,0.27923344,181.15726566,1585.44917139,6
0.00000002,0.00000217,0.02385105,0.02900000,152.38333570,0.00000129,0.00000000,1,0.00001455,58.12181361,0.00047636,53.92562676,81.00000000,0.00009779,0.03298703,8.91671881,1.00000000,False,13.77265758,577.00325864,11.15740830,0.03298703,0.00000344,MS,0.00000293,2.74689650,0.00046904,6.47540724,0.00192076,0.00029338,0.00023220,1,0.09124227,181.15782256,1596.04025258,7
0.00000001,0.00000089,0.00887435,0.02900000,152.39733782,0.00000118,0.00000000,1,0.00000548,58.46444094,0.00017693,53.93191804,81.00000000,0.00003175,0.01238593,8.96702543,1.00000000,False,14.03101565,577.00584481,11.07508224,0.01238593,0.00000128,MS,0.00000095,2.79842489,0.00021076,6.45217968,0.00071936,0.00009525,0.00008640,1,0.03458555,181.15816303,1610.65276502,8
0.00000000,0.00000047,0.00406291,0.02900000,152.40552910,0.00000116,0.00000000,1,0.00000252,58.59415303,0.00008095,53.93559860,81.00000000,0.00001384,0.00569833,8.98590498,1.00000000,False,14.13424170,577.00738642,11.05001486,0.00569833,0.00000059,MS,0.00000041,2.81901288,0.00011202,6.45068059,0.00033020,0.00004151,0.00003956,1,0.01595060,181.15836599,1618.53439035,9
0.00000000,0.00000026,0.00230717,0.02900000,152.41028852,0.00000106,0.00000000,1,0.00000145,58.90773656,0.00004588,53.93773718,81.00000000,0.00000672,0.00326847,9.03193757,1.00000000,False,14.38308428,577.00826034,10.98117560,0.00326847,0.00000033,MS,0.00000020,2.86864344,0.00006884,6.43721899,0.00018868,0.00002017,0.00002247,1,0.00921721,181.15848104,1634.84330883,10
0.00001130,0.00023708,15.95737214,0.02895000,49.22817367,0.00000057,0.00005000,1,0.00404053,26.06119497,0.01164869,53.29059249,82.00000000,0.25654483,2.03206611,4.26713759,0.00000000,True,2.61442354,588.71387642,14.56064467,4.63410443,0.00225879,MS,0.00767486,0.52143538,0.11501883,3.27686787,-10.10059815,0.76963450,0.15046532,1,11.35748257,0.00000010,341.93118536,3
0.00000713,0.00024650,10.05463580,0.02893240,66.32747847,0.00000153,0.00001772,1,0.00304534,30.86140855,0.08373918,53.22718080,82.00000000,0.22526443,2.03418263,4.93771574,0.16868486,True,3.69940132,588.09266213,18.37353668,9.52917535,0.00142475,MS,0.00673906,0.73782946,0.04465101,8.94027478,-0.35922277,0.67579330,0.09479443,1,10.13680432,0.00053154,1114.71727262,4
0.00000031,0.00006448,0.43296316,0.02884438,150.84930198,0.00000319,0.00008862,1,0.00019806,50.03488457,0.00867546,53.23825459,82.00000000,0.00769705,0.45726059,7.73902551,1.00000000,False,9.05779262,588.03964380,12.84213412,0.45726059,0.00006136,MS,0.00023027,1.80653724,0.00560949,6.59632124,0.02999607,0.02309116,0.00408316,1,1.06884750,182.59481771,1242.07960154,5
0.00000005,0.00000561,0.07535541,0.02900000,150.91056259,0.00000135,0.00000000,1,0.00004497,57.87859430,0.00146133,53.26563299,82.00000000,0.00032615,0.10325524,8.88043744,1.00000000,False,13.66773394,588.04751311,11.34902654,0.10325524,0.00001068,MS,0.00000976,2.72596994,0.00115575,6.56089899,0.00592064,0.00097845,0.00071101,1,0.28070335,182.59583108,1611.53615796,6
0.00000002,0.00000218,0.02436559,0.02900000,150.93319103,0.00000128,0.00000000,1,0.00001464,58.06618276,0.00047209,53.27574752,82.00000000,0.00009784,0.03361208,8.90752289,1.00000000,False,13.81147633,588.05173824,11.31134881,0.03361208,0.00000345,MS,0.00000293,2.75463873,0.00047122,6.55766222,0.00192163,0.00029351,0.00022994,1,0.09171713,182.59637516,1622.42276134,7
0.00000001,0.00000090,0.00906304,0.02900000,150.94712198,0.00000118,0.00000000,1,0.00000552,58.41242208,0.00017528,53.28197482,82.00000000,0.00003174,0.01261779,8.95836485,1.00000000,False,14.07334571,588.05432132,11.22687956,0.01261779,0.00000128,MS,0.00000095,2.80686744,0.00021165,6.53380841,0.00071956,0.00009523,0.00008554,1,0.03476186,182.59670778,1637.40720961,8
0.00000000,0.00000047,0.00414888,0.02900000,150.95526873,0.00000116,0.00000000,1,0.00000254,58.54320238,0.00008018,53.28561666,82.00000000,0.00001383,0.00580445,8.97740449,1.00000000,False,14.17771585,588.05586116,11.20103809,0.00580445,0.00000059,MS,0.00000041,2.82768360,0.00011249,6.53207302,0.00033027,0.00004150,0.00003916,1,0.01603125,182.59690607,1645.42838482,9
0.00000000,0.00000026,0.00235532,0.02900000,150.96000443,0.00000106,0.00000000,1,0.00000146,58.86009835,0.00004544,53.28773370,82.00000000,0.00000672,0.00332865,9.02392772,1.00000000,False,14.43003916,588.05673401,11.13029345,0.00332865,0.00000033,MS,0.00000020,2.87800839,0.00006910,6.51813163,0.00018869,0.00002015,0.00002223,1,0.00926291,182.59701847,1662.14081313,10
0.00001132,0.00023594,16.26927204,0.02895000,48.71529472,0.00000057,0.00005000,1,0.00405226,26.01224705,0.01257791,52.58940070,83.00000000,0.25532471,1.99615408,4.25852350,0.00000000,True,2.61374821,599.45512117,14.71167258,4.59616761,0.00226168,MS,0.00763835,0.52130068,0.11525477,3.24063687,-10.12570211,0.76597412,0.14867517,1,11.36905132,0.00000010,338.69938449,3
0.00000717,0.00024713,10.29498222,0.02893228,65.49263057,0.00000153,0.00001785,1,0.00305891,30.75404697,0.08296083,52.52747263,83.00000000,0.22690493,1.99819493,4.92122914,0.16725032,True,3.68256237,598.83435704,18.44709461,9.45482543,0.00143264,MS,0.00678814,0.73447101,0.04489814,8.83117761,-0.37786326,0.68071479,0.09406632,1,10.14654149,0.00046780,1099.92891404,4
0.00000031,0.00006498,0.44555101,0.02884365,149.27815879,0.00000318,0.00008924,1,0.00020030,49.87987616,0.00866802,52.53810122,83.00000000,0.00777567,0.46855040,7.71511634,1.00000000,False,9.03580802,598.77980394,13.03930066,0.46855040,0.00006201,MS,0.00023262,1.80215251,0.00567446,6.68368905,0.03023449,0.02332700,0.00407224,1,1.07757204,183.96325318,1259.37778042,5
0.00000005,0.00000563,0.07692814,0.02900000,149.33952437,0.00000135,0.00000000,1,0.00004524,57.82111362,0.00144727,52.56537508,83.00000000,0.00032635,0.10520637,8.87096030,1.00000000,False,13.70359934,598.78768626,11.50173878,0.10520637,0.00001071,MS,0.00000976,2.73312314,0.00116138,6.64375014,0.00593327,0.00097905,0.00070346,1,0.28216040,183.96424686,1637.79542170,6
0.00000002,0.00000219,0.02486950,0.02900000,149.36202552,0.00000128,0.00000000,1,0.00001473,58.01086390,0.00046745,52.57537718,83.00000000,0.00009786,0.03424343,8.89836734,1.00000000,False,13.84946511,598.79191312,11.46303173,0.03424343,0.00000346,MS,0.00000293,2.76221543,0.00047341,6.64040007,0.00192551,0.00029358,0.00022746,1,0.09218774,183.96477971,1648.98260240,7
0.00000001,0.00000090,0.00924767,0.02900000,149.37587947,0.00000117,0.00000000,1,0.00000555,58.36071560,0.00017349,52.58153585,83.00000000,0.00003173,0.01285191,8.94974502,1.00000000,False,14.11485020,598.79449723,11.37642393,0.01285191,0.00000129,MS,0.00000095,2.81514532,0.00021255,6.61590857,0.00072088,0.00009519,0.00008459,1,0.03493653,183.96510547,1664.34486659,8
0.00000000,0.00000047,0.00423298,0.02900000,149.38397826,0.00000115,0.00000000,1,0.00000255,58.49256247,0.00007936,52.58513625,83.00000000,0.00001383,0.00591160,8.96894460,1.00000000,False,14.22036357,598.79603774,11.34981339,0.00591160,0.00000059,MS,0.00000041,2.83618951,0.00011296,6.61393327,0.00033086,0.00004148,0.00003872,1,0.01611115,183.96529967,1672.50730213,9
0.00000000,0.00000026,0.00240238,0.02900000,149.38868826,0.00000106,0.00000000,1,0.00000147,58.81259954,0.00004495,52.58723018,83.00000000,0.00000671,0.00338955,9.01593252,1.00000000,False,14.47617023,598.79691092,11.27742001,0.00338955,0.00000033,MS,0.00000020,2.88720903,0.00006937,6.59976616,0.00018899,0.00002013,0.00002198,1,0.00930817,183.96540974,1689.70159695,10
0.00001133,0.00023476,16.57578038,0.02895000,48.17358318,0.00000056,0.00005000,1,0.00406379,25.96367438,0.01339244,51.85299338,84.00000000,0.25407670,1.96220556,4.24995303,0.00000000,True,2.61295709,609.97059383,14.85926934,4.55895570,0.00226456,MS,0.00760102,0.52114290,0.11548953,3.20528018,-10.14729202,0.76223010,0.14678027,1,11.38010831,0.00000010,335.52916974,3
0.00000721,0.00024774,10.53349561,0.02893215,64.62215489,0.00000152,0.00001797,1,0.00307229,30.64555572,0.08201346,51.79261132,84.00000000,0.22854102,1.96416950,4.90455664,0.16581568,True,3.66542944,609.35236298,18.51962671,9.38065447,0.00144053,MS,0.00683709,0.73105392,0.04514588,8.72375765,-0.41789262,0.68562305,0.09326111,1,10.15495295,0.00035409,1085.32327306,4
0.00000031,0.00006547,0.45818541,0.02884292,147.61850070,0.00000317,0.00008985,1,0.00020255,49.72486059,0.00865485,51.80269532,84.00000000,0.00785450,0.48004275,7.69119813,1.00000000,False,9.01326871,609.29439064,13.23480282,0.48004275,0.00006267,MS,0.00023498,1.79765714,0.00573993,6.77156302,0.03051672,0.02356350,0.00405784,1,1.08628912,185.27519334,1276.72049521,5
0.00000005,0.00000564,0.07847895,0.02900000,147.67994967,0.00000134,0.00000000,1,0.00004552,57.76347606,0.00143234,51.82984742,84.00000000,0.00032649,0.10717673,8.86145816,1.00000000,False,13.73858774,609.30229935,11.65281767,0.10717673,0.00001073,MS,0.00000977,2.74010142,0.00116703,6.72702781,0.00595303,0.00097946,0.00069539,1,0.28360343,185.27617002,1664.21777141,6
0.00000002,0.00000219,0.02536614,0.02900000,147.70231537,0.00000128,0.00000000,1,0.00001482,57.95538811,0.00046252,51.83973147,84.00000000,0.00009786,0.03488089,8.88918690,1.00000000,False,13.88657903,609.30653304,11.61308124,0.03488089,0.00000347,MS,0.00000293,2.76961764,0.00047560,6.72356134,0.00193169,0.00029359,0.00022481,1,0.09265372,185.27669284,1675.71047361,7
0.00000001,0.00000090,0.00942948,0.02900000,147.71608729,0.00000117,0.00000000,1,0.00000558,58.30882641,0.00017161,51.84581807,84.00000000,0.00003171,0.01308833,8.94109657,1.00000000,False,14.15548329,609.30912132,11.52437819,0.01308833,0.00000129,MS,0.00000095,2.82324942,0.00021345,6.69846936,0.00072305,0.00009514,0.00008358,1,0.03510942,185.27701247,1691.46936814,8
0.00000000,0.00000047,0.00431577,0.02900000,147.72413517,0.00000115,0.00000000,1,0.00000257,58.44176261,0.00007848,51.84937502,84.00000000,0.00001382,0.00601974,8.96045965,1.00000000,False,14.26213876,609.31066434,11.49696617,0.00601974,0.00000059,MS,0.00000041,2.84452139,0.00011343,6.69621427,0.00033183,0.00004145,0.00003826,1,0.01619022,185.27720302,1699.76489193,9
0.00000000,0.00000026,0.00244867,0.02900000,147.72881777,0.00000106,0.00000000,1,0.00000148,58.76494471,0.00004444,51.85144466,84.00000000,0.00000670,0.00345098,9.00791313,1.00000000,False,14.52143055,609.31153892,11.42291509,0.00345098,0.00000033,MS,0.00000020,2.89623600,0.00006963,6.68180361,0.00018951,0.00002010,0.00002171,1,0.00935295,185.27731102,1717.44539678,10
0.00001135,0.00023356,16.34685931,0.02895000,28.91209419,0.00000056,0.00005000,1,0.00405592,25.94644026,0.04471710,50.81255004,85.00000000,0.25280445,1.21485141,4.24739219,0.00000000,True,1.58754017,600.78116043,14.70562723,4.52884277,0.00226745,MS,0.00756296,0.51912708,0.11572309,3.19028665,-0.86214903,0.75841336,0.14401833,1,11.35053123,0.00009536,332.88882779,3
0.00000725,0.00024832,10.44102119,0.02893203,38.72392031,0.00000152,0.00001809,1,0.00307708,30.51617838,0.05038022,50.79574031,85.00000000,0.23017436,1.21498782,4.88528231,0.16438112,True,2.21752220,600.71277417,18.48582061,9.46778654,0.00144842,MS,0.00688595,0.72513177,0.04539420,8.79107408,0.03277663,0.69052309,0.09196703,1,10.12785629,112.35191261,1089.43755930,4
0.00000032,0.00006596,0.45652100,0.02884218,88.65182448,0.00000316,0.00009047,1,0.00020391,49.63323005,0.00520618,50.80397556,85.00000000,0.00793363,0.48708438,7.67752147,1.00000000,False,5.46626735,600.71062354,13.22160119,0.48708438,0.00006333,MS,0.00023734,1.78747438,0.00580589,6.82492443,0.00669182,0.02380089,0.00402181,1,1.09159054,112.35174787,1281.85455044,5
0.00000005,0.00000566,0.07756967,0.02900000,88.67836379,0.00000134,0.00000000,1,0.00004565,57.78244887,0.00085349,50.82304935,85.00000000,0.00032658,0.10837565,8.86388179,1.00000000,False,8.38382106,600.71177162,11.63913798,0.10837565,0.00001076,MS,0.00000977,2.74151709,0.00117268,6.78371009,0.00162318,0.00097973,0.00068362,1,0.28447313,112.35183581,1678.55628852,6
0.00000002,0.00000220,0.02506747,0.02900000,88.68794173,0.00000128,0.00000000,1,0.00001486,57.97658293,0.00027553,50.82993373,85.00000000,0.00009785,0.03526944,8.89193323,1.00000000,False,8.47539644,600.71310329,11.59950933,0.03526944,0.00000348,MS,0.00000293,2.77146233,0.00047780,6.78039621,0.00052967,0.00029356,0.00022095,1,0.09293449,112.35193782,1690.38274908,7
0.00000001,0.00000090,0.00931560,0.02900000,88.69383983,0.00000117,0.00000000,1,0.00000560,58.33366853,0.00010218,50.83417332,85.00000000,0.00003169,0.01323271,8.94437354,1.00000000,False,8.64158683,600.71391132,11.51076710,0.01323271,0.00000129,MS,0.00000095,2.82580674,0.00021435,6.75521545,0.00020017,0.00009507,0.00008212,1,0.03521355,112.35199971,1706.61668154,8
0.00000000,0.00000047,0.00426321,0.02900000,88.69728487,0.00000115,0.00000000,1,0.00000257,58.46771733,0.00004673,50.83664970,85.00000000,0.00001380,0.00608582,8.96389903,1.00000000,False,8.70734617,600.71440418,11.48334488,0.00608582,0.00000059,MS,0.00000041,2.84731010,0.00011390,6.75285850,0.00009221,0.00004141,0.00003758,1,0.01623784,112.35203746,1715.06227636,9
0.00000000,0.00000027,0.00241816,0.02900000,88.69929041,0.00000105,0.00000000,1,0.00000148,58.79427585,0.00002645,50.83809136,85.00000000,0.00000669,0.00348846,9.01184442,1.00000000,False,8.86765233,600.71467535,11.40922933,0.00348846,0.00000034,MS,0.00000020,2.89973036,0.00006990,6.73831339,0.00005313,0.00002007,0.00002132,1,0.00937991,112.35205823,1733.19485183,10
0.00001136,0.00023209,16.04813900,0.02895000,28.38652541,0.00000056,0.00005000,1,0.00404601,25.94208968,0.04204012,49.65952393,86.00000000,0.25131423,1.23870177,4.24683010,0.00000000,True,1.58138288,589.05307392,14.50924827,4.49845393,0.00227033,MS,0.00751838,0.51711364,0.11595518,3.17664272,-0.75014948,0.75394269,0.14092939,1,11.32089411,0.00014415,330.23494037,3
0.00000729,0.00024865,10.29336967,0.02893191,37.93518046,0.00000151,0.00001822,1,0.00307555,30.44664213,0.04929276,49.64198533,86.00000000,0.23168143,1.23879223,4.87547516,0.16294746,True,2.19938703,589.00945087,18.28885163,9.39349598,0.00145631,MS,0.00693104,0.71920155,0.04564285,8.72644012,-0.12756735,0.69504430,0.09036770,1,10.09974505,0.00773538,1075.03336396,4
0.00000032,0.00006639,0.45237524,0.02884143,87.03817578,0.00000314,0.00009110,1,0.00020521,49.55726913,0.00515504,49.64967204,86.00000000,0.00804093,0.49413082,7.66619832,1.00000000,False,5.43481396,588.99123914,13.17842515,0.49413082,0.00006400,MS,0.00024055,1.77718910,0.00587228,6.87989892,0.00648925,0.02412278,0.00397224,1,1.09685221,111.44359741,1286.71376297,5
0.00000005,0.00000566,0.07625009,0.02900000,87.06462886,0.00000133,0.00000000,1,0.00004576,57.81558688,0.00083733,49.66850926,86.00000000,0.00032725,0.10956651,8.86842554,1.00000000,False,8.38766179,588.99229208,11.60286435,0.10956651,0.00001079,MS,0.00000979,2.74277302,0.00117835,6.84161351,0.00158535,0.00098176,0.00066979,1,0.28532846,111.44367996,1692.68864809,6
0.00000002,0.00000220,0.02463645,0.02900000,87.07409862,0.00000127,0.00000000,1,0.00001490,58.01198909,0.00027025,49.67525336,86.00000000,0.00009802,0.03565421,8.89680790,1.00000000,False,8.48055035,588.99358955,11.56334810,0.03565421,0.00000349,MS,0.00000293,2.77314766,0.00047999,6.83824042,0.00051743,0.00029405,0.00021644,1,0.09321056,111.44378167,1704.79914549,7
0.00000001,0.00000090,0.00915263,0.02900000,87.07993077,0.00000116,0.00000000,1,0.00000561,58.37262532,0.00010019,49.67940703,86.00000000,0.00003172,0.01337561,8.94976490,1.00000000,False,8.64892174,588.99437659,11.47485134,0.01337561,0.00000129,MS,0.00000095,2.82820526,0.00021526,6.81292046,0.00019560,0.00009516,0.00008042,1,0.03531590,111.44384337,1721.50636348,8
