sum_dry_mass_laminae,Cont_WSC_DM_shoot,Cont_WSC_DM,C_exudated,Tillers_Photosynthesis_An,senesced_mstruct,dry_mass_phloem,axis,C_N_ratio,sum_dry_mass,N_content_shoot,NS_roots,Cont_WSC_DM_laminae,t,sum_NSC_g,sum_respi_roots,mstruct_shoot,mstruct_laminae,sum_dry_mass_shoot,mstruct_stem,N_content,sum_C_g,C_respired_roots,Total_Transpiration,N_content_mstruct_shoot,C_respired_shoot,N_content_total_DM_shoot,NS_stem,C_N_ratio_shoot,N_content_roots,sum_dry_mass_stem,Cont_WSC_DM_stem,N_content_mstruct,shoot_roots_ratio,Total_Photosynthesis,N_content_mstruct_roots,plant,Tillers_Photosynthesis,NS_laminae,NS,mstruct,sum_respi_shoot,NNI,sum_N_g_shoot,sum_dry_mass_roots,Cont_WSC_DM_roots,NS_shoot,sum_N_g,shoot_roots_mstruct_ratio
0.04965560,26.77026209191686,33.970309456770345,2.12026241,0.00000000,0.00000000,0.05498871,MS,14.42125364,0.24884173,5.38672471,46.39540664,26.370355636010913,329.00000000,0.05210996,1.36165368,0.02899186,0.01846512,0.08370023,0.01052674,2.89294991,0.10381668,4.57132631,0.00012535,15.55161138,2.02294824,5.38672471,69.07960401,7.63632823,1.62900632,0.03404464,27.353543224718045,6.12589805,0.50683951,0.00000000,3.03893047,1,0.00000000,62.81361384,52.77508881,0.11751529,1.58223437,1.22425562,0.00450870,0.16514149,37.619577917499555,65.36227286,0.00719887,0.32750493
0.04957562,26.608538842391248,33.76492003628007,2.01778139,0.00000000,0.00000000,0.05461080,MS,14.35179272,0.24869158,5.39671516,46.23030268,26.18171551059279,330.00000000,0.05187446,1.34977532,0.02902871,0.01849078,0.08357187,0.01053792,2.90577945,0.10371221,4.56806134,0.00012556,15.53681358,2.02143349,5.39671516,69.00269892,7.62147762,1.64504471,0.03399625,27.230961333156255,6.13380895,0.50612898,0.00000000,3.05942713,1,0.00000000,62.70185816,52.62683470,0.11781307,1.58155567,1.22652617,0.00451014,0.16511971,37.3869719353692,65.26498092,0.00722643,0.32695739
0.04950122,26.453498483643635,33.559875116525824,1.95993746,0.00000000,0.00000000,0.05423609,MS,14.28417172,0.24854053,5.40638914,46.06092117,25.998700286444134,331.00000000,0.05163943,1.33790812,0.02906548,0.01851637,0.08345427,0.01054911,2.91838816,0.10360849,4.56477028,0.00012570,15.52309641,2.01992239,5.40638914,68.93028870,7.60710723,1.66065592,0.03395305,27.116563074250248,6.14112776,0.50551919,0.00000000,3.07876211,1,0.00000000,62.59412170,52.47797679,0.11811149,1.58089019,1.22872480,0.00451186,0.16508626,37.15228486365592,65.17196700,0.00725338,0.32640971
0.04943094,26.300869268029214,33.354966204774996,1.92856209,0.00000000,0.00000000,0.05386549,MS,14.21827682,0.24838789,5.41602152,45.88885858,25.81993816154001,332.00000000,0.05140456,1.32630738,0.02910219,0.01854186,0.08334177,0.01056032,2.93079045,0.10350519,4.56172150,0.00012584,15.51020378,2.01843195,5.41602152,68.85856006,7.59282111,1.67584691,0.03391083,27.00191017609619,6.14787293,0.50496050,0.00000000,3.09704595,1,0.00000000,62.48935561,52.32838278,0.11841052,1.58025493,1.23091398,0.00451381,0.16504612,36.91700655622785,65.08091320,0.00727973,0.32586191
0.04936282,26.149257667961756,33.15003130034292,1.91707400,0.00000000,0.00000000,0.05349693,MS,14.15400832,0.24823316,5.42568474,45.71464243,25.64305911677886,333.00000000,0.05116961,1.31504123,0.02913882,0.01856728,0.08323220,0.01057154,2.94299865,0.10340209,4.55899060,0.00012598,15.49794184,2.01695134,5.42568474,68.78733812,7.57851719,1.69064574,0.03386938,26.88701501263548,6.15406255,0.50443466,0.00000000,3.11436789,1,0.00000000,62.38610098,52.17795361,0.11871018,1.57963910,1.23311017,0.00451592,0.16500096,36.68146414203028,64.99093366,0.00730550,0.32531399
0.04929603,25.99804370922166,32.9449910016539,1.91393657,0.00000000,0.00000000,0.05312961,MS,14.09128588,0.24807618,5.43541054,45.53852085,25.46711431961912,334.00000000,0.05093446,1.30416303,0.02917538,0.01859261,0.08312459,0.01058276,2.95502177,0.10329906,4.55663670,0.00012613,15.48622045,2.01546181,5.43541054,68.71648284,7.56415185,1.70507134,0.03382856,26.77173058294192,6.15971554,0.50393327,0.00000000,3.13078411,1,0.00000000,62.28375697,52.02665201,0.11901045,1.57902393,1.23532058,0.00451816,0.16495159,36.44578889446401,64.90163267,0.00733071,0.32476597
0.04923038,25.847215538198874,32.73981298104215,1.91264349,0.00000000,0.00000000,0.05276318,MS,14.03004091,0.24791696,5.44519517,45.36052096,25.29188733252853,335.00000000,0.05069910,1.29369228,0.02921186,0.01861786,0.08301884,0.01059400,2.96686692,0.10319609,4.55468112,0.00012627,15.47500806,2.01395052,5.44519517,68.64609411,7.54973183,1.71913945,0.03378846,26.656338475222096,6.16485115,0.50345529,0.00000000,3.14633207,1,0.00000000,62.18217445,51.87447600,0.11931134,1.57839661,1.23754436,0.00452054,0.16489813,36.20992761820915,64.81297360,0.00735537,0.32421785
0.04916528,25.69620088388747,32.53444126628358,1.91653859,0.00000000,0.00000000,0.05239740,MS,13.97020441,0.24775543,5.45507181,45.18087013,25.116682340810648,336.00000000,0.05046346,1.28361177,0.02924827,0.01864302,0.08291412,0.01060525,2.97854180,0.10309311,4.55310607,0.00012640,15.46424723,2.01241662,5.45507181,68.57594878,7.53521192,1.73286317,0.03374883,26.540443211740417,6.16948724,0.50299355,0.00000000,3.16105560,1,0.00000000,62.08093009,51.72140432,0.11961284,1.57775629,1.23978905,0.00452302,0.16484131,35.974032090985105,64.72462107,0.00737950,0.32366964
0.05017227,26.100272842301703,32.738524987715316,3.35644293,81.69648369,0.00000000,0.05363936,MS,14.02942145,0.24942953,5.45872432,45.14541459,25.8197689622107,337.00000000,0.05110776,1.29574877,0.02928460,0.01866809,0.08421024,0.01061651,2.96827352,0.10387034,4.57373965,0.00384053,15.69700285,8.68621714,5.45872432,68.80980300,7.53257438,1.69892134,0.03403797,26.513737990451737,6.17416774,0.50968771,81.66985696,3.09713642,1,81.66985696,62.79201128,51.92431364,0.11991496,8.25246003,1.24061916,0.00459680,0.16521929,36.12196055089913,65.22441656,0.00740375,0.32312135
0.05066607,26.36031368581868,32.965007359714896,5.54925707,81.90092031,0.00000000,0.05481718,MS,14.08487773,0.25113573,5.45685098,45.30557195,26.167005675324027,338.00000000,0.05174039,1.28679839,0.02932085,0.01869308,0.08494535,0.01062778,2.95815094,0.10463619,4.57390801,0.00384587,15.80902433,7.68504458,5.45685098,68.99650061,7.53447740,1.68098351,0.03427928,26.646030184992046,6.17959909,0.51113275,81.87456995,3.07340907,1,81.87456995,63.10533026,52.13037442,0.12021773,7.25227009,1.24019340,0.00463534,0.16619038,36.34088262910527,65.48268339,0.00742897,0.32257273
0.05103204,26.548849070698676,33.18418002207471,6.71006446,82.10673280,0.00000000,0.05577410,MS,14.13656834,0.25282661,5.45542697,45.51105369,26.395423912700057,339.00000000,0.05236204,1.30087564,0.02935702,0.01871797,0.08551888,0.01063905,2.94875274,0.10539139,4.59809804,0.00385121,15.89200674,7.59713560,5.45542697,69.15041229,7.53616131,1.66747322,0.03448684,26.77588055685908,6.18582373,0.51114721,82.08066986,3.06020456,1,82.08066986,63.32113139,52.33047575,0.12052124,7.16535361,1.23986977,0.00466542,0.16730773,36.575810895404665,65.67188109,0.00745523,0.32202352
0.05135488,26.711141063815518,33.40090686491478,7.24940875,82.42080435,0.00000000,0.05663333,MS,14.18572418,0.25452106,5.45384540,45.73428116,26.582570942311744,340.00000000,0.05298113,1.32425947,0.02939311,0.01874278,0.08603084,0.01065033,2.93982670,0.10614437,4.63212147,0.00386505,15.96288882,7.52849308,5.45384540,69.28614014,7.53832000,1.65617265,0.03467596,26.901552626453096,6.19279528,0.51059845,82.39681141,3.05196851,1,82.39681141,63.50340752,52.52827581,0.12082553,7.09770966,1.23951032,0.00469199,0.16849021,36.816690888633886,65.83422045,0.00748248,0.32147356
0.05165797,26.86269606092464,33.61654735291533,7.51744113,82.62859486,0.00000000,0.05745247,MS,14.23273911,0.25622362,5.45186664,45.96544052,26.752121246980586,341.00000000,0.05359963,1.35029057,0.02942911,0.01876750,0.08651461,0.01066161,2.93128666,0.10689710,4.66902388,0.00387035,16.02719760,7.45484021,5.45186664,69.41297507,7.54121677,1.64634011,0.03485664,27.026569318106354,6.20045424,0.50978210,82.60493506,3.04682803,1,82.60493506,63.66969537,52.72464640,0.12113062,7.02506403,1.23906060,0.00471666,0.16970900,37.059539866141144,65.98365619,0.00751065,0.32092282
0.05195311,27.017610257793656,33.83568162481971,7.66097186,82.83716489,0.00000000,0.05825613,MS,14.27808918,0.25794545,5.44962571,46.19986825,26.917650140896786,342.00000000,0.05422024,1.37638351,0.02946502,0.01879213,0.08699515,0.01067290,2.92297667,0.10765230,4.70609074,0.00387564,16.08995894,7.28447897,5.44962571,69.54259014,7.54412447,1.63718652,0.03504204,27.165810499074468,6.20874674,0.50889147,82.81385432,3.04309017,1,82.81385432,63.82868124,52.92163153,0.12143651,6.85571997,1.23855130,0.00474091,0.17095030,37.30533999254346,66.13026964,0.00753969,0.32037128
0.05224237,27.16917827679024,34.05674232600837,7.79756302,82.98707198,0.00000000,0.05904863,MS,14.32176501,0.25968253,5.44775992,46.43678082,27.08397248651986,343.00000000,0.05484203,1.40148863,0.02950085,0.01881666,0.08747041,0.01068419,2.91491728,0.10840905,4.74221530,0.00387610,16.15267868,7.13585895,5.44775992,69.67133708,7.54624702,1.62842958,0.03522804,27.29553648901273,6.21762071,0.50792247,82.96128681,3.04020110,1,82.96128681,63.98199537,53.11844487,0.12174321,6.70812760,1.23812726,0.00476518,0.17221213,37.55509090217677,66.27333440,0.00756953,0.31981893
0.05253342,27.3181640136635,34.27626182066309,7.88364247,83.06271919,0.00000000,0.05983307,MS,14.36369292,0.26142818,5.44554756,46.67349005,27.246641142972045,344.00000000,0.05546268,1.42534148,0.02953880,0.01884330,0.08794201,0.01069550,2.90715883,0.10916597,4.77712759,0.00386684,16.21231749,7.07793021,5.44554756,69.79405799,7.54889112,1.62042236,0.03540858,27.424277874121668,6.22691566,0.50691073,83.03687478,3.03868068,1,83.03687478,64.13083120,53.31302060,0.12205292,6.62493024,1.23762445,0.00478892,0.17348618,37.80339624216104,66.41104788,0.00760013,0.31928960
0.05281825,27.467671741450093,34.49664904131208,7.96844678,83.31216335,0.00000000,0.06061774,MS,14.40427691,0.26318684,5.44322682,46.91134698,27.411687505345704,345.00000000,0.05608652,1.44795954,0.02957443,0.01886762,0.08840978,0.01070680,2.89963027,0.10992545,4.81082431,0.00387523,16.27197971,7.00119879,5.44322682,69.91755420,7.55169441,1.61296940,0.03559153,27.550752994480444,6.23681718,0.50584314,83.28865833,3.03825640,1,83.28865833,64.27820869,53.50785211,0.12236122,6.57585207,1.23709700,0.00481234,0.17477706,38.052209007606045,66.54846605,0.00763145,0.31873532
0.05310154,27.61664059941872,34.716354318530804,8.03152775,83.47175774,0.00000000,0.06140147,MS,14.44346131,0.26495561,5.44070000,47.14888042,27.576107759169012,346.00000000,0.05671151,1.46932977,0.02960997,0.01889185,0.08887541,0.01071812,2.89234471,0.11068645,4.84329183,0.00387631,16.33046325,6.93953198,5.44070000,70.03926070,7.55480582,1.60607779,0.03577388,27.676806179838405,6.24717494,0.50474395,83.44623470,3.03887184,1,83.44623470,64.42316121,53.70155734,0.12267032,6.51527111,1.23652273,0.00483544,0.17608019,38.29989187539055,66.68373751,0.00766343,0.31818024
0.05338430,27.765462990502463,34.93535330810616,8.08886138,83.68081013,0.00000000,0.06218525,MS,14.48138762,0.26673489,5.43798005,47.38580274,27.740533220458836,347.00000000,0.05733813,1.48952093,0.02964541,0.01891597,0.08934015,0.01072944,2.88527933,0.11144944,4.87459137,0.00388133,16.38803193,6.89596779,5.43798005,70.15941357,7.55820540,1.59967938,0.03595586,27.802476659740922,6.25795435,0.50362345,83.65560820,3.04039492,1,83.65560820,64.56640707,53.89420936,0.12298023,6.47280337,1.23590456,0.00485830,0.17739474,38.54627822891079,66.81736968,0.00769605,0.31762436
0.05366740,27.914694632297397,35.15384089473939,8.14301819,83.97169823,0.00000000,0.06297070,MS,14.51823883,0.26852608,5.43506132,47.62208367,27.905511892244466,348.00000000,0.05796728,1.50866050,0.02968077,0.01894000,0.08980537,0.01074077,2.87840344,0.11221530,4.90484915,0.00389203,16.44491469,6.86565552,5.43506132,70.27844367,7.56190000,1.59370850,0.03613796,27.92833164263932,6.26912500,0.50248997,83.94771510,3.04271077,1,83.94771510,64.70855610,54.08604169,0.12329095,6.44359820,1.23524121,0.00488098,0.17872071,38.79143927122923,66.94989655,0.00772926,0.31706770
0.05303518,27.452660531318152,34.92692213420896,5.74155563,0.00000000,0.00000000,0.06242445,MS,14.43606675,0.26828051,5.45751376,47.61086741,27.207160652725232,349.00000000,0.05767553,1.50977131,0.02971603,0.01896393,0.08907072,0.01075210,2.89344369,0.11206063,4.91708776,0.00012830,16.35833434,2.12786769,5.45751376,70.16251958,7.53037698,1.61905140,0.03603554,27.81397406074941,6.28025062,0.49701929,0.00000000,3.09043369,1,0.00000000,64.24273757,53.92789449,0.12360248,1.70692817,1.24034404,0.00486105,0.17920979,38.64177433485665,66.63771722,0.00776255,0.31651026
0.05278180,27.181665869837303,34.71312909985486,3.79240920,0.00000000,0.00000000,0.06185861,MS,14.35870246,0.26808803,5.47302195,47.49948662,26.86156549626692,350.00000000,0.05740686,1.50911455,0.02975120,0.01898775,0.08873061,0.01076344,2.90771196,0.11192935,4.92678778,0.00012843,16.32285885,2.11675803,5.47302195,70.05897277,7.50838269,1.63861733,0.03594881,27.651652889142998,6.29079829,0.49471395,0.00000000,3.12114534,1,0.00000000,64.02594611,53.77833110,0.12391476,1.69688205,1.24386862,0.00485625,0.17935741,38.43904898854903,66.47019988,0.00779523,0.31595233
0.05262402,26.972085251464577,34.50559240051649,2.85085692,0.00000000,0.00000000,0.06138550,MS,14.28462232,0.26791939,5.48570528,47.36174987,26.609549451972235,351.00000000,0.05714920,1.50088817,0.02978628,0.01901148,0.08850335,0.01077480,2.92149688,0.11180940,4.92831344,0.00012855,16.29956157,2.11304216,5.48570528,69.96934098,7.49033328,1.65660979,0.03587933,27.503814463619026,6.30073155,0.49328560,0.00000000,3.14715970,1,0.00000000,63.87299878,53.63241781,0.12422774,1.69423875,1.24675120,0.00485503,0.17941604,38.22176301753702,66.34446111,0.00782726,0.31539409
0.05250490,26.78940072963557,34.30079516115017,2.43766751,0.00000000,0.00000000,0.06095695,MS,14.21303241,0.26775953,5.49710469,47.21215549,26.39711231751561,352.00000000,0.05689624,1.48938623,0.02982127,0.01903510,0.08832403,0.01078617,2.93494491,0.11169446,4.92627661,0.00012868,16.28121360,2.11062040,5.49710469,69.88713310,7.47408939,1.67376588,0.03581914,27.364430311935905,6.31002597,0.49223278,0.00000000,3.17074109,1,0.00000000,63.74604717,53.48759375,0.12454140,1.69290160,1.24934197,0.00485526,0.17943549,37.99814975220757,66.23651759,0.00785859,0.31483560
0.05239891,26.622647777680264,34.09355829619699,2.20304014,0.00000000,0.00000000,0.06053235,MS,14.14561937,0.26757996,5.50627869,47.04924814,26.196764612633704,353.00000000,0.05663295,1.47676371,0.02986476,0.01905862,0.08816880,0.01080614,2.94770839,0.11157324,4.92299276,0.00012881,16.25601583,2.24481447,5.50627869,69.78984636,7.46102780,1.69033901,0.03576990,27.24651906389924,6.31683832,0.49143436,0.00000000,3.19228519,1,0.00000000,63.62783115,53.33569998,0.12486431,1.69127671,1.25142698,0.00485482,0.17941115,37.765020459890025,66.12774771,0.00788748,0.31436737
0.05230346,26.466458461529076,33.887003256457184,2.08592172,0.00000000,0.00000000,0.06011800,MS,14.07918850,0.26740917,5.51529265,46.88094257,26.006788249407542,354.00000000,0.05637408,1.46372803,0.02990821,0.01908203,0.08803903,0.01082617,2.96041458,0.11145677,4.91922085,0.00012904,16.23504300,2.22983184,5.51529265,69.70476851,7.44817582,1.70642107,0.03573557,27.139243068614753,6.32362866,0.49082323,0.00000000,3.21244607,1,0.00000000,63.51669147,53.18487628,0.12518794,1.69029284,1.25347560,0.00485561,0.17937014,37.52917901697782,66.02846910,0.00791642,0.31389895
0.05225459,26.307408841592977,33.677932148746294,2.04108797,0.00000000,0.00000000,0.05971316,MS,14.00983515,0.26727769,5.52611251,46.70982692,25.813234932120093,355.00000000,0.05612884,1.45071190,0.02995803,0.01911182,0.08795635,0.01084621,2.97387019,0.11135706,4.91542803,0.00012917,16.22458783,2.23067368,5.52611251,69.61995785,7.43277815,1.72200617,0.03570176,27.030702443517242,6.33251675,0.49049575,0.00000000,3.23137658,1,0.00000000,63.42556676,53.03809995,0.12551868,1.69107138,1.25593466,0.00486057,0.17932134,37.29314251031279,65.93988968,0.00794849,0.31349756
0.05218136,26.157182184615362,33.47104656833596,1.99413881,0.00000000,0.00000000,0.05930928,MS,13.94565014,0.26711488,5.53537885,46.53509414,25.631406937963952,356.00000000,0.05587408,1.43785779,0.03000323,0.01913699,0.08785277,0.01086625,2.98640041,0.11124612,4.91177852,0.00012929,16.20819760,2.23020325,5.53537885,69.53792584,7.41959593,1.73719718,0.03567140,26.92630439966484,6.33881740,0.49007995,0.00000000,3.24922891,1,0.00000000,63.32601614,52.88710459,0.12584556,1.69056078,1.25804065,0.00486298,0.17926211,37.055424878625246,65.84827636,0.00797712,0.31304787
0.05210946,26.00677848577068,33.26392645965511,2.00724307,0.00000000,0.00000000,0.05890397,MS,13.88300464,0.26694905,5.54473026,46.35856941,25.45040212577797,357.00000000,0.05561887,1.42576019,0.03004844,0.01916215,0.08775037,0.01088629,2.99874325,0.11113507,4.90886374,0.00012941,16.19225868,2.22981311,5.54473026,69.45563002,7.40631894,1.75201918,0.03564091,26.820238900437705,6.34454711,0.48968203,0.00000000,3.26616788,1,0.00000000,63.22711878,52.73510943,0.12617318,1.69012793,1.26016597,0.00486552,0.17919868,36.81762137762007,65.75690661,0.00800512,0.31259844
0.05204036,25.855065190383,33.05665539485323,2.00545206,0.00000000,0.00000000,0.05850205,MS,13.82186287,0.26678067,5.55427300,46.18065880,25.272011818611066,358.00000000,0.05536339,1.41395215,0.03009365,0.01918731,0.08764824,0.01090634,3.01089923,0.11102407,4.90623661,0.00012954,16.17690825,2.22939604,5.55427300,69.37099782,7.39280267,1.76644429,0.03560788,26.70718866356504,6.34972252,0.48929298,0.00000000,3.28217375,1,0.00000000,63.12993635,52.58219201,0.12650154,1.68966559,1.26233477,0.00486822,0.17913243,36.580342959219465,65.66542314,0.00803250,0.31214926
0.05197242,25.706051322927102,32.8492912699026,1.99225687,0.00000000,0.00000000,0.05809973,MS,13.76217731,0.26661013,5.56371861,45.99997498,25.093693734065493,359.00000000,0.05510777,1.40253365,0.03013887,0.01921248,0.08755134,0.01092639,3.02287147,0.11091326,4.90399055,0.00012966,16.16222037,2.22896365,5.56371861,69.28971893,7.37944080,1.78051658,0.03557892,26.60056143882723,6.35436382,0.48895302,0.00000000,3.29725140,1,0.00000000,63.03331390,52.42841690,0.12683066,1.68918535,1.26448150,0.00487111,0.17905880,36.342000009779404,65.57577804,0.00805928,0.31170036
0.05190523,25.555163834282702,32.64164909517259,2.00362824,0.00000000,0.00000000,0.05769892,MS,13.70385523,0.26643682,5.57337522,45.81814422,24.91547509462124,360.00000000,0.05485171,1.39155105,0.03018409,0.01923765,0.08745359,0.01094644,3.03467322,0.11080234,4.90216605,0.00012978,16.14796765,2.22855308,5.57337522,69.20690761,7.36581750,1.79422971,0.03554836,26.489192628354285,6.35848811,0.48861328,0.00000000,3.31149549,1,0.00000000,62.93697511,52.27366691,0.12716053,1.68872436,1.26667619,0.00487412,0.17898324,36.10419988475434,65.48559335,0.00808549,0.31125175
0.05294492,25.931173147879665,32.82880329702241,3.58820304,86.42337112,0.00000000,0.05906895,MS,13.76010014,0.26818850,5.57781310,45.77680551,25.57665938723997,361.00000000,0.05552339,1.40506324,0.03022931,0.01926282,0.08881539,0.01096649,3.02467204,0.11161949,4.92483011,0.00395215,16.38792538,9.49025988,5.57781310,69.42752100,7.36248875,1.76050127,0.03587048,26.45443638339285,6.36265606,0.49514333,86.41013227,3.24676790,1,86.41013227,63.61725262,52.46211631,0.12749113,8.95037812,1.26768479,0.00495396,0.17937310,36.24411885652143,65.96388520,0.00811182,0.31080344
0.05345408,26.171426589961932,33.03967519697174,5.96430659,86.62254493,0.00000000,0.06030602,MS,13.81265441,0.26997679,5.57672607,45.92343889,25.900576162425725,362.00000000,0.05618251,1.39358805,0.03027454,0.01928799,0.08958809,0.01098655,3.01479041,0.11242443,4.92316164,0.00395700,16.50258829,8.37543915,5.57672607,69.59498084,7.36321269,1.74243294,0.03613401,26.572103444961492,6.36760473,0.49663912,86.60956104,3.22215930,1,86.60956104,63.91672014,52.65424694,0.12782254,7.83551346,1.26743774,0.00499608,0.18038870,36.45071612654412,66.20696117,0.00813923,0.31035526
0.05382721,26.344645257160604,33.24487379612066,7.15893255,86.86856846,0.00000000,0.06130473,MS,13.86166159,0.27175178,5.57592740,46.11451552,26.112026310988394,363.00000000,0.05683168,1.40882621,0.03031811,0.01931150,0.09019070,0.01100661,3.00560526,0.11321908,4.94923828,0.00396602,16.58733966,8.26562910,5.57592740,69.73169628,7.36394861,1.72879441,0.03636349,26.68898044222522,6.37345553,0.49675130,86.85831943,3.20827478,1,86.85831943,64.12316598,52.84182583,0.12815318,7.74543512,1.26725623,0.00502897,0.18156108,36.672571272322145,66.38443830,0.00816779,0.30989002
0.05415694,26.492108116182848,33.44668089401045,7.68400186,86.96115112,0.00000000,0.06219663,MS,13.90794243,0.27352664,5.57474752,46.32164700,26.281271093164982,364.00000000,0.05747516,1.43415980,0.03036331,0.01933664,0.09072847,0.01102667,2.99693421,0.11400916,4.98593214,0.00396238,16.65787556,8.18128012,5.57474752,69.84902528,7.36545721,1.71748456,0.03657153,26.8043260003893,6.37998721,0.49633138,86.95050512,3.19958506,1,86.95050512,64.29517267,53.02601543,0.12848636,7.64163729,1.26698807,0.00505788,0.18279817,36.89845360572442,66.53386259,0.00819741,0.30944120
0.05446940,26.63086782680182,33.64810033614838,7.94480559,87.25754225,0.00000000,0.06304842,MS,13.95229636,0.27531245,5.57311991,46.53606515,26.435752330413624,365.00000000,0.05811898,1.46214769,0.03040852,0.01936178,0.09124075,0.01104674,2.98861746,0.11479999,5.02549990,0.00397488,16.72214609,8.12153278,5.57311991,69.95830499,7.36774704,1.70752992,0.03677136,26.919892338242985,6.38721064,0.49568053,87.25181841,3.19379769,1,87.25181841,64.45384184,53.20934874,0.12882049,7.58190325,1.26661816,0.00508496,0.18407169,37.126405853929775,66.67222091,0.00822804,0.30899206
0.05477377,26.769759151857585,33.850573671575106,8.07643283,87.45811632,0.00000000,0.06388578,MS,13.99493559,0.27711281,5.57090836,46.75374515,26.584701974849335,366.00000000,0.05876408,1.49029744,0.03045372,0.01938691,0.09174421,0.01106681,2.98058990,0.11559252,5.06532895,0.00397953,16.78279816,8.01447155,5.57090836,70.06580525,7.37082707,1.69856732,0.03697045,27.043931603965653,6.39507647,0.49492856,87.45265742,3.19002214,1,87.45265742,64.60547828,53.39242754,0.12915556,7.47485218,1.26611554,0.00511099,0.18536860,37.355070987318115,66.80584305,0.00825960,0.30854257
0.05507241,26.911983728614448,34.05778819519,8.19743085,87.59353319,0.00000000,0.06471190,MS,14.03608257,0.27893554,5.56901799,46.97344136,26.736234431782268,367.00000000,0.05941133,1.51726290,0.03049892,0.01941204,0.09225049,0.01108688,2.97274075,0.11638762,5.10401715,0.00397883,16.84468367,7.78129653,5.56901799,70.17900100,7.37291745,1.68978929,0.03717808,27.17232360533195,6.40352889,0.49415041,87.58516865,3.18668481,1,87.58516865,64.75178050,53.57652317,0.12949157,7.24168423,1.26568591,0.00513745,0.18668504,37.588890386935944,66.93901707,0.00829203,0.30809275
0.05536065,27.047368059442917,34.26295547246156,8.31157880,87.38035815,0.00000000,0.06552519,MS,14.07517437,0.28076017,5.56721731,47.19401935,26.882340414097396,368.00000000,0.06005504,1.54261704,0.03054412,0.01943717,0.09274278,0.01110695,2.96525964,0.11717960,5.14113134,0.00396139,16.90404678,7.67652263,5.56721731,70.28808244,7.37491000,1.68179965,0.03738213,27.291763947845197,6.41250968,0.49326705,87.36743599,3.18486586,1,87.36743599,64.88991576,53.75820410,0.12982855,7.13691433,1.26527666,0.00516319,0.18801739,37.822166991525634,67.06577197,0.00832527,0.30764261
0.05565303,27.184515421475545,34.46837161800557,8.37663695,87.64691611,0.00000000,0.06633646,MS,14.11299163,0.28259851,5.56514665,47.41393303,27.031924681753633,369.00000000,0.06070100,1.56681261,0.03058932,0.01946230,0.09323817,0.01112702,2.95800061,0.11797425,5.17712024,0.00397130,16.96291733,7.62566496,5.56514665,70.39516072,7.37727677,1.67428123,0.03758514,27.41045940531202,6.42198057,0.49238491,87.63749878,3.18388754,1,87.63749878,65.02921977,53.93943387,0.13016647,7.08605754,1.26480606,0.00518884,0.18936034,38.05483252088525,67.19227866,0.00835927,0.30719215
0.05594509,27.322057389967153,34.67357971947376,8.43045271,87.84856269,0.00000000,0.06714881,MS,14.14954047,0.28444872,5.56283269,47.63360690,27.182212543937084,370.00000000,0.06134861,1.58956515,0.03063452,0.01948742,0.09373320,0.01114710,2.95096441,0.11877097,5.21168151,0.00397585,17.02073679,7.56881098,5.56283269,70.50104759,7.37998653,1.66727878,0.03778811,27.529096887665528,6.43190483,0.49148177,87.83944285,3.18387171,1,87.83944285,65.16687338,54.11989928,0.13050536,7.02920135,1.26428016,0.00521422,0.19071552,38.286718909182774,67.31732146,0.00839398,0.30674140
0.05623620,27.459425198356257,34.8782593389751,8.49139017,88.05034838,0.00000000,0.06796028,MS,14.18487825,0.28630977,5.56031520,47.85296609,27.33250865155442,371.00000000,0.06199770,1.61097687,0.03067972,0.01951255,0.09422697,0.01116718,2.94414339,0.11956959,5.24491421,0.00398038,17.07745831,7.52029694,5.56031520,70.60555313,7.38298625,1.66077002,0.03799077,27.647294646571417,6.44224623,0.49055393,88.04153293,3.18478328,1,88.04153293,65.30252040,54.29942777,0.13084520,6.98068199,1.26370800,0.00523932,0.19208280,38.517597619183746,67.44061616,0.00842937,0.30629036
0.05652777,27.597394048554168,35.08271570231294,8.55075309,88.36993734,0.00000000,0.06877299,MS,14.21922180,0.28818377,5.55758592,48.07198297,27.483584719854093,372.00000000,0.06264953,1.63127545,0.03072492,0.01953767,0.09472156,0.01118726,2.93749990,0.12037137,5.27704921,0.00399283,17.13342659,7.48900967,5.55758592,70.70922401,7.38628517,1.65467236,0.03819379,27.76583472751377,6.45297305,0.48961276,88.36308420,3.18647322,1,88.36308420,65.43704947,54.47834857,0.13118601,6.94938628,1.26308771,0.00526423,0.19346220,38.74762468052716,67.56290467,0.00846540,0.30583906
0.05588252,27.144848731047876,34.85373201809839,5.94013684,0.00000000,0.00000000,0.06816159,MS,14.13949966,0.28792492,5.57971712,48.04898102,26.798658113604134,373.00000000,0.06233461,1.63213920,0.03077013,0.01956279,0.09397752,0.01120734,2.95267649,0.12020683,5.28976494,0.00013106,17.04146277,2.36849656,5.57971712,70.58054522,7.35656426,1.67973982,0.03809500,27.652684535237636,6.46364711,0.48455157,0.00000000,3.23331447,1,0.00000000,64.99301413,54.31872376,0.13152778,1.82886162,1.26811753,0.00524368,0.19394740,38.589083549928915,67.25799188,0.00850149,0.30538750
