t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
0,1,MS,226.29659,False,0,19.10000,0.00253,1,14778.36149,14778.36149,120,0.10703,2.14017,12,0.00151,reproductive,2.05255,9.55535,30.34587,14778.36149
1,1,MS,85.95200,False,0,19.10000,0.00253,1,14778.36149,14778.36149,120,0.10703,2.14033,12,0.00151,reproductive,2.05255,10.50503,23.19022,14778.36149
2,1,MS,43.39979,False,0,17.10000,0.00084,1,12252.06953,12252.06953,120,0.10703,2.14019,12,0.00275,reproductive,3.75423,10.28484,20.52706,27030.43103
3,1,MS,20.20905,False,0,17.10000,0.00084,1,12252.06953,12252.06953,120,0.10703,2.14034,12,0.00275,reproductive,3.75423,10.15801,20.27403,27030.43103
4,1,MS,15.82678,False,0,16.50000,0.00084,1,11549.03790,11549.03790,120,0.10703,2.14022,12,0.00393,reproductive,5.35826,9.94522,19.59425,38579.46893
5,1,MS,8.19642,False,0,16.50000,0.00084,1,11549.03790,11549.03790,120,0.10703,2.14037,12,0.00393,reproductive,5.35826,9.86770,19.44599,38579.46893
6,1,MS,10.54494,False,0,16.60000,0.00095,1,11664.27261,11664.27261,120,0.10703,2.14026,12,0.00512,reproductive,6.97830,9.87671,19.67964,50243.74154
7,1,MS,5.97882,False,0,16.60000,0.00095,1,11664.27261,11664.27261,120,0.10703,2.14041,12,0.00512,reproductive,6.97830,10.05679,19.74366,50243.74154
8,1,MS,9.66597,False,0,16.50000,0.00273,1,11549.03790,11549.03790,120,0.10703,2.14030,12,0.00629,reproductive,8.58233,9.62704,19.43832,61792.77944
9,1,MS,5.80793,False,0,16.50000,0.00273,1,11549.03790,11549.03790,120,0.10703,2.14043,12,0.00629,reproductive,8.58233,8.92206,19.07192,61792.77944
10,1,MS,10.58355,False,0,16.30000,0.00637,1,11320.93591,11320.93591,120,0.10703,2.14033,12,0.00744,reproductive,10.15468,9.32831,19.48382,73113.71535
11,1,MS,8.33687,False,0,16.30000,0.00637,1,11320.93591,11320.93591,120,0.10703,2.14050,12,0.00744,reproductive,10.15468,10.66597,20.25016,73113.71535
12,1,MS,16.40484,False,0,17.80000,0.02200,1,13106.26201,13106.26201,120,0.10703,2.14038,12,0.00878,reproductive,11.97500,10.22306,23.48714,86219.97736
13,1,MS,16.15048,False,0,17.80000,0.02200,1,13106.26201,13106.26201,120,0.10703,2.14056,12,0.00878,reproductive,11.97500,10.90666,24.04308,86219.97736
14,1,MS,22.44073,False,0,18.80000,0.01996,1,14383.72660,14383.72660,120,0.10703,2.14043,12,0.01024,reproductive,13.97274,10.86584,24.39793,100603.70396
15,1,MS,16.93258,False,0,18.80000,0.01996,1,14383.72660,14383.72660,120,0.10703,2.14063,12,0.01024,reproductive,13.97274,11.20553,24.69138,100603.70396
16,1,MS,21.47423,False,0,18.80000,0.01921,1,14383.72660,14383.72660,120,0.10703,2.14051,12,0.01171,reproductive,15.97048,10.77134,24.19633,114987.43055
17,1,MS,15.21125,False,0,18.80000,0.01921,1,14383.72660,14383.72660,120,0.10703,2.14068,12,0.01171,reproductive,15.97048,10.25696,23.99351,114987.43055
18,1,MS,16.18651,False,0,16.30000,0.00929,1,11320.93591,11320.93591,120,0.10703,2.14060,12,0.01286,reproductive,17.54283,8.92804,19.54809,126308.36646
19,1,MS,9.14168,False,0,16.30000,0.00929,1,11320.93591,11320.93591,120,0.10703,2.14071,12,0.01286,reproductive,17.54283,7.45283,18.70274,126308.36646
20,1,MS,8.59952,False,0,11.60000,0.00229,1,6890.55795,6890.55795,120,0.10703,2.14067,12,0.01356,reproductive,18.49985,6.30894,13.65504,133198.92441
21,1,MS,4.67123,False,0,11.60000,0.00229,1,6890.55795,6890.55795,120,0.10703,2.14076,12,0.01356,reproductive,18.49985,6.53363,13.76047,133198.92441
22,1,MS,6.18762,False,0,12.00000,0.00317,1,7200.00000,7200.00000,120,0.10703,2.14071,12,0.01429,reproductive,19.49985,6.43340,13.93901,140398.92441
23,1,MS,3.30658,False,0,12.00000,0.00317,1,7200.00000,7200.00000,120,0.10703,2.14079,12,0.01429,reproductive,19.49985,5.75334,13.55578,140398.92441
24,1,MS,4.84460,False,0,10.40000,0.00160,1,6031.00803,6031.00803,120,0.10703,2.14075,12,0.01491,reproductive,20.33749,5.66920,12.49637,146429.93244
25,1,MS,2.74616,False,0,10.40000,0.00160,1,6031.00803,6031.00803,120,0.10703,2.14082,12,0.01491,reproductive,20.33749,5.37444,12.33139,146429.93244
26,1,MS,5.20326,False,0,11.80000,0.00248,1,7043.80379,7043.80379,120,0.10703,2.14077,12,0.01563,reproductive,21.31580,6.21114,13.79408,153473.73623
27,1,MS,2.78375,False,0,11.80000,0.00248,1,7043.80379,7043.80379,120,0.10703,2.14084,12,0.01563,reproductive,21.31580,5.24110,13.24858,153473.73623
28,1,MS,4.31913,False,0,9.20000,0.00116,1,5268.22537,5268.22537,120,0.10703,2.14081,12,0.01616,reproductive,22.04749,5.09461,12.14768,158741.96160
29,1,MS,3.34557,False,0,9.20000,0.00116,1,5268.22537,5268.22537,120,0.10703,2.14092,12,0.01616,reproductive,22.04749,7.04324,12.73394,158741.96160
30,1,MS,9.45187,False,0,14.90000,0.01070,1,9814.70814,9814.70814,120,0.10703,2.14085,12,0.01716,reproductive,23.41065,7.60237,18.56884,168556.66974
31,1,MS,9.05254,False,0,14.90000,0.01070,1,9814.70814,9814.70814,120,0.10703,2.14100,12,0.01716,reproductive,23.41065,8.27521,19.02228,168556.66974
32,1,MS,18.07931,False,0,18.30000,0.02032,1,13737.18779,13737.18779,120,0.10703,2.14090,12,0.01856,reproductive,25.31859,9.58754,24.69078,182293.85753
33,1,MS,15.82604,False,0,18.30000,0.02032,1,13737.18779,13737.18779,120,0.10703,2.14111,12,0.01856,reproductive,25.31859,10.45587,25.35688,182293.85753
34,1,MS,24.98025,False,0,20.30000,0.02836,1,16395.69910,16395.69910,120,0.10703,2.14100,12,0.02023,reproductive,27.59577,10.95855,29.14668,198689.55663
35,1,MS,20.07781,False,0,20.30000,0.02836,1,16395.69910,16395.69910,120,0.10703,2.14124,12,0.02023,reproductive,27.59577,11.79800,29.79492,198689.55663
36,1,MS,29.77808,False,0,22.40000,0.03232,1,19263.41337,19263.41337,120,0.10703,2.14113,12,0.02219,reproductive,30.27125,12.61534,33.49476,217952.97000
37,1,MS,21.53606,False,0,22.40000,0.03232,1,19263.41337,19263.41337,120,0.10703,2.14140,12,0.02219,reproductive,30.27125,13.19688,33.95539,217952.97000
38,1,MS,29.86837,False,0,23.20000,0.03199,1,20311.91644,20311.91644,120,0.10703,2.14130,12,0.02426,reproductive,33.09235,13.22561,34.36519,238264.88644
39,1,MS,19.06781,False,0,23.20000,0.03199,1,20311.91644,20311.91644,120,0.10703,2.14157,12,0.02426,reproductive,33.09235,12.87774,34.32461,238264.88644
40,1,MS,25.34005,False,0,22.00000,0.02363,1,18724.45001,18724.45001,120,0.10703,2.14149,12,0.02617,reproductive,35.69296,12.02644,31.07327,256989.33646
41,1,MS,14.84271,False,0,22.00000,0.02363,1,18724.45001,18724.45001,120,0.10703,2.14172,12,0.02617,reproductive,35.69296,11.13298,30.61479,256989.33646
42,1,MS,18.17168,False,0,19.60000,0.01129,1,15445.71294,15445.71294,120,0.10703,2.14166,12,0.02774,reproductive,37.83820,10.04452,25.70877,272435.04939
43,1,MS,8.32831,False,0,19.60000,0.01129,1,15445.71294,15445.71294,120,0.10703,2.14184,12,0.02774,reproductive,37.83820,8.58332,24.71001,272435.04939
44,1,MS,10.52589,False,0,16.10000,0.00484,1,11096.01953,11096.01953,120,0.10703,2.14180,12,0.02887,reproductive,39.37932,7.75247,19.72738,283531.06893
45,1,MS,4.51067,False,0,16.10000,0.00484,1,11096.01953,11096.01953,120,0.10703,2.14194,12,0.02887,reproductive,39.37932,7.35937,19.42623,283531.06893
46,1,MS,6.58695,False,0,13.20000,0.00258,1,8200.98072,8200.98072,120,0.10703,2.14191,12,0.02971,reproductive,40.51834,6.23935,16.03176,291732.04965
47,1,MS,3.23765,False,0,13.20000,0.00258,1,8200.98072,8200.98072,120,0.10703,2.14203,12,0.02971,reproductive,40.51834,6.59127,16.27204,291732.04965
48,1,MS,6.21126,False,0,13.30000,0.00273,1,8289.45551,8289.45551,120,0.10703,2.14200,12,0.03055,reproductive,41.66965,6.22122,16.12955,300021.50516
49,1,MS,2.97566,False,0,13.30000,0.00273,1,8289.45551,8289.45551,120,0.10703,2.14212,12,0.03055,reproductive,41.66965,6.07601,16.01625,300021.50516
50,1,MS,5.77555,False,0,12.70000,0.00252,1,7770.40783,7770.40783,120,0.10703,2.14209,12,0.03134,reproductive,42.74888,5.90471,15.40968,307791.91299
51,1,MS,2.79333,False,0,12.70000,0.00252,1,7770.40783,7770.40783,120,0.10703,2.14219,12,0.03134,reproductive,42.74888,5.68644,15.23987,307791.91299
52,1,MS,5.34010,False,0,12.00000,0.00230,1,7200.00000,7200.00000,120,0.10703,2.14216,12,0.03208,reproductive,43.74888,5.56913,14.59864,314991.91299
53,1,MS,2.68535,False,0,12.00000,0.00230,1,7200.00000,7200.00000,120,0.10703,2.14227,12,0.03208,reproductive,43.74888,5.72004,14.70110,314991.91299
54,1,MS,6.91157,False,0,13.40000,0.00510,1,8378.72448,8378.72448,120,0.10703,2.14224,12,0.03293,reproductive,44.91259,6.10008,17.99020,323370.63747
55,1,MS,5.06437,False,0,13.40000,0.00510,1,8378.72448,8378.72448,120,0.10703,2.14236,12,0.03293,reproductive,44.91259,6.35885,16.99030,323370.63747
56,1,MS,10.36689,False,0,14.60000,0.00903,1,9512.82448,9512.82448,120,0.10703,2.14233,12,0.03390,reproductive,46.23381,6.59332,18.70671,332883.46194
57,1,MS,8.32554,False,0,14.60000,0.00903,1,9512.82448,9512.82448,120,0.10703,2.14250,12,0.03390,reproductive,46.23381,7.76241,19.61712,332883.46194
58,1,MS,17.01817,False,0,17.70000,0.02118,1,12982.09251,12982.09251,120,0.10703,2.14245,12,0.03522,reproductive,48.03688,8.15835,24.67217,345865.55445
59,1,MS,14.38571,False,0,17.70000,0.02118,1,12982.09251,12982.09251,120,0.10703,2.14265,12,0.03522,reproductive,48.03688,8.41284,24.95221,345865.55445
60,1,MS,23.44596,False,0,19.50000,0.02695,1,15311.37364,15311.37364,120,0.10703,2.14260,12,0.03678,reproductive,50.16346,9.23497,28.27709,361176.92809
61,1,MS,17.39068,False,0,19.50000,0.02695,1,15311.37364,15311.37364,120,0.10703,2.14282,12,0.03678,reproductive,50.16346,9.47013,28.54053,361176.92809
62,1,MS,24.22283,False,0,20.10000,0.02304,1,16122.80524,16122.80524,120,0.10703,2.14278,12,0.03843,reproductive,52.40274,9.61618,28.67677,377299.73333
63,1,MS,15.20828,False,0,20.10000,0.02304,1,16122.80524,16122.80524,120,0.10703,2.14299,12,0.03843,reproductive,52.40274,8.99276,28.25704,377299.73333
64,1,MS,21.23121,False,0,19.90000,0.01758,1,15850.98489,15850.98489,120,0.10703,2.14295,12,0.04004,reproductive,54.60427,9.45154,27.61335,393150.71822
65,1,MS,11.64438,False,0,19.90000,0.01758,1,15850.98489,15850.98489,120,0.10703,2.14316,12,0.04004,reproductive,54.60427,8.46011,26.86768,393150.71822
66,1,MS,14.24200,False,0,17.10000,0.00793,1,12252.06953,12252.06953,120,0.10703,2.14313,12,0.04129,reproductive,56.30594,7.72364,22.08894,405402.78775
67,1,MS,6.37824,False,0,17.10000,0.00793,1,12252.06953,12252.06953,120,0.10703,2.14330,12,0.04129,reproductive,56.30594,7.29964,21.73792,405402.78775
68,1,MS,9.10817,False,0,15.20000,0.00446,1,10123.98649,10123.98649,120,0.10703,2.14328,12,0.04233,reproductive,57.71205,6.70864,18.90116,415526.77424
69,1,MS,3.73281,False,0,15.20000,0.00446,1,10123.98649,10123.98649,120,0.10703,2.14343,12,0.04233,reproductive,57.71205,6.65407,18.82733,415526.77424
70,1,MS,7.41263,False,0,14.70000,0.00370,1,9612.63117,9612.63117,120,0.10703,2.14341,12,0.04331,reproductive,59.04714,6.42420,18.23874,425139.40541
71,1,MS,3.14248,False,0,14.70000,0.00370,1,9612.63117,9612.63117,120,0.10703,2.14355,12,0.04331,reproductive,59.04714,6.37033,18.18425,425139.40541
72,1,MS,6.19747,False,0,13.20000,0.00419,1,8200.98072,8200.98072,120,0.10703,2.14353,12,0.04414,reproductive,60.18616,5.73489,16.21712,433340.38613
73,1,MS,2.75589,False,0,13.20000,0.00419,1,8200.98072,8200.98072,120,0.10703,2.14365,12,0.04414,reproductive,60.18616,5.72823,16.20451,433340.38613
74,1,MS,5.91951,False,0,12.90000,0.00411,1,7940.29012,7940.29012,120,0.10703,2.14364,12,0.04495,reproductive,61.28898,5.57616,15.84063,441280.67625
75,1,MS,2.61825,False,0,12.90000,0.00411,1,7940.29012,7940.29012,120,0.10703,2.14375,12,0.04495,reproductive,61.28898,5.37690,15.66911,441280.67625
76,1,MS,5.20125,False,0,11.70000,0.00287,1,6966.81427,6966.81427,120,0.10703,2.14374,12,0.04566,reproductive,62.25660,5.09130,14.53963,448247.49052
77,1,MS,2.41641,False,0,11.70000,0.00287,1,6966.81427,6966.81427,120,0.10703,2.14384,12,0.04566,reproductive,62.25660,5.05092,14.50059,448247.49052
78,1,MS,5.44205,False,0,11.70000,0.00364,1,6966.81427,6966.81427,120,0.10703,2.14383,12,0.04637,reproductive,63.22421,5.06260,16.35071,455214.30478
79,1,MS,3.22375,False,0,11.70000,0.00364,1,6966.81427,6966.81427,120,0.10703,2.14394,12,0.04637,reproductive,63.22421,5.13181,15.06713,455214.30478
80,1,MS,7.61073,False,0,12.30000,0.00603,1,7439.90124,7439.90124,120,0.10703,2.14392,12,0.04713,reproductive,64.25753,5.25623,16.20812,462654.20603
81,1,MS,6.08344,False,0,12.30000,0.00603,1,7439.90124,7439.90124,120,0.10703,2.14404,12,0.04713,reproductive,64.25753,5.37208,16.19442,462654.20603
82,1,MS,10.26067,False,0,13.10000,0.00693,1,8113.29704,8113.29704,120,0.10703,2.14402,12,0.04796,reproductive,65.38438,5.54632,17.10727,470767.50307
83,1,MS,7.41793,False,0,13.10000,0.00693,1,8113.29704,8113.29704,120,0.10703,2.14416,12,0.04796,reproductive,65.38438,5.87668,17.39301,470767.50307
84,1,MS,13.00083,False,0,15.00000,0.01101,1,9916.97918,9916.97918,120,0.10703,2.14414,12,0.04897,reproductive,66.76173,6.32752,20.06708,480684.48225
85,1,MS,9.81649,False,0,15.00000,0.01101,1,9916.97918,9916.97918,120,0.10703,2.14430,12,0.04897,reproductive,66.76173,6.66168,20.38732,480684.48225
86,1,MS,14.66310,False,0,15.90000,0.01034,1,10874.31848,10874.31848,120,0.10703,2.14429,12,0.05008,reproductive,68.27206,6.73195,21.20375,491558.80072
87,1,MS,9.46298,False,0,15.90000,0.01034,1,10874.31848,10874.31848,120,0.10703,2.14446,12,0.05008,reproductive,68.27206,6.89123,21.36048,491558.80072
88,1,MS,13.29556,False,0,16.20000,0.00765,1,11208.07753,11208.07753,120,0.10703,2.14444,12,0.05123,reproductive,69.82873,6.86192,21.14819,502766.87825
89,1,MS,6.89939,False,0,16.20000,0.00765,1,11208.07753,11208.07753,120,0.10703,2.14461,12,0.05123,reproductive,69.82873,6.87081,21.16107,502766.87825
90,1,MS,10.05017,False,0,15.40000,0.00380,1,10334.27805,10334.27805,120,0.10703,2.14460,12,0.05228,reproductive,71.26405,6.46214,19.72052,513101.15630
91,1,MS,4.22105,False,0,15.40000,0.00380,1,10334.27805,10334.27805,120,0.10703,2.14473,12,0.05228,reproductive,71.26405,5.69536,19.02415,513101.15630
92,1,MS,7.43637,False,0,14.10000,0.00262,1,9026.07402,9026.07402,120,0.10703,2.14472,12,0.05320,reproductive,72.51767,5.87046,17.71428,522127.23032
93,1,MS,3.07312,False,0,14.10000,0.00262,1,9026.07402,9026.07402,120,0.10703,2.14486,12,0.05320,reproductive,72.51767,5.82770,17.63216,522127.23032
94,1,MS,5.92887,False,0,12.70000,0.00164,1,7770.40783,7770.40783,120,0.10703,2.14485,12,0.05400,reproductive,73.59689,5.29307,15.96200,529897.63815
95,1,MS,2.51902,False,0,12.70000,0.00164,1,7770.40783,7770.40783,120,0.10703,2.14496,12,0.05400,reproductive,73.59689,4.96644,15.66359,529897.63815
96,1,MS,4.63265,False,0,10.50000,0.00131,1,6098.82534,6098.82534,120,0.10703,2.14496,12,0.05462,reproductive,74.44395,4.51498,13.48216,535996.46349
97,1,MS,2.20246,False,0,10.50000,0.00131,1,6098.82534,6098.82534,120,0.10703,2.14506,12,0.05462,reproductive,74.44395,4.87683,13.78223,535996.46349
98,1,MS,5.33438,False,0,12.10000,0.00197,1,7279.21528,7279.21528,120,0.10703,2.14506,12,0.05536,reproductive,75.45496,5.03003,15.17389,543275.67878
99,1,MS,2.35676,False,0,12.10000,0.00197,1,7279.21528,7279.21528,120,0.10703,2.14517,12,0.05536,reproductive,75.45496,5.02850,15.15382,543275.67878
100,1,MS,5.60364,False,0,12.50000,0.00178,1,7603.62158,7603.62158,120,0.10703,2.14516,12,0.05614,reproductive,76.51101,5.14923,16.15444,550879.30036
101,1,MS,2.58045,False,0,12.50000,0.00178,1,7603.62158,7603.62158,120,0.10703,2.14529,12,0.05614,reproductive,76.51101,5.44565,16.10378,550879.30036
102,1,MS,9.44015,False,0,15.20000,0.00850,1,10123.98649,10123.98649,120,0.10703,2.14528,12,0.05717,reproductive,77.91712,6.19202,20.47033,561003.28685
103,1,MS,7.73490,False,0,15.20000,0.00850,1,10123.98649,10123.98649,120,0.10703,2.14549,12,0.05717,reproductive,77.91712,7.54335,21.50048,561003.28685
104,1,MS,19.75686,False,0,19.80000,0.02490,1,15715.54193,15715.54193,120,0.10703,2.14583,12,0.05842,reproductive,80.09984,8.51411,29.49404,576718.82877
105,1,MS,15.02029,False,0,19.80000,0.02490,1,15715.54193,15715.54193,120,0.10703,2.14606,12,0.05842,reproductive,80.09984,8.08894,29.17554,576718.82877
106,1,MS,25.53623,False,0,20.70000,0.02883,1,16943.82325,16943.82325,120,0.10703,2.14643,12,0.05977,reproductive,82.45315,9.08301,31.58676,593662.65202
107,1,MS,17.38471,False,0,20.70000,0.02883,1,16943.82325,16943.82325,120,0.10703,2.14670,12,0.05977,reproductive,82.45315,9.13895,31.69714,593662.65202
108,1,MS,23.31940,False,0,20.70000,0.01714,1,16943.82325,16943.82325,120,0.10703,2.14708,12,0.06112,reproductive,84.80645,9.10639,23.66466,610606.47527
109,1,MS,11.70401,False,0,20.70000,0.01714,1,16943.82325,16943.82325,120,0.10703,2.14734,12,0.06112,reproductive,84.80645,8.89209,29.64645,610606.47527
110,1,MS,19.16429,False,0,19.30000,0.01802,1,15043.95664,15043.95664,120,0.10703,2.14768,12,0.06232,reproductive,86.89589,8.25577,28.07869,625650.43190
111,1,MS,12.38425,False,0,19.30000,0.01802,1,15043.95664,15043.95664,120,0.10703,2.14791,12,0.06232,reproductive,86.89589,8.05749,27.91189,625650.43190
112,1,MS,17.06660,False,0,19.00000,0.00981,1,14646.29683,14646.29683,120,0.10703,2.14825,12,0.06349,reproductive,88.93010,8.07994,25.91079,640296.72873
113,1,MS,6.58786,False,0,19.00000,0.00981,1,14646.29683,14646.29683,120,0.10703,2.14848,12,0.06349,reproductive,88.93010,7.92771,25.75598,640296.72873
114,1,MS,11.79009,False,0,18.00000,0.00768,1,13356.65192,13356.65192,120,0.10703,2.14878,12,0.06455,reproductive,90.78519,7.50545,24.02514,653653.38065
115,1,MS,4.33048,False,0,18.00000,0.00768,1,13356.65192,13356.65192,120,0.10703,2.14898,12,0.06455,reproductive,90.78519,6.95427,23.47757,653653.38065
116,1,MS,8.68108,False,0,15.80000,0.00392,1,10764.68143,10764.68143,120,0.10703,2.14923,12,0.06541,reproductive,92.28029,6.40508,20.36164,664418.06208
117,1,MS,3.09044,False,0,15.80000,0.00392,1,10764.68143,10764.68143,120,0.10703,2.14938,12,0.06541,reproductive,92.28029,5.97339,19.91115,664418.06208
118,1,MS,5.84415,False,0,12.50000,0.00223,1,7603.62158,7603.62158,120,0.10703,2.14956,12,0.06602,reproductive,93.33634,5.06387,15.95999,672021.68366
119,1,MS,2.39520,False,0,12.50000,0.00223,1,7603.62158,7603.62158,120,0.10703,2.14969,12,0.06602,reproductive,93.33634,5.13547,16.01840,672021.68366
120,1,MS,7.47081,False,0,15.20000,0.00084,1,10123.98649,10123.98649,120,0.10703,2.14992,12,0.06683,reproductive,94.74245,5.75318,19.76996,682145.67015
121,1,MS,2.76609,False,0,15.20000,0.00084,1,10123.98649,10123.98649,120,0.10703,2.15009,12,0.06683,reproductive,94.74245,5.65277,19.75381,682145.67015
122,1,MS,8.01073,False,0,15.90000,0.00151,1,10874.31848,10874.31848,120,0.10703,2.15034,12,0.06769,reproductive,96.25278,6.10768,20.73561,693019.98863
123,1,MS,2.87597,False,0,15.90000,0.00151,1,10874.31848,10874.31848,120,0.10703,2.15050,12,0.06769,reproductive,96.25278,5.58248,20.22480,693019.98863
124,1,MS,7.39773,False,0,14.90000,0.00099,1,9814.70814,9814.70814,120,0.10703,2.15073,12,0.06848,reproductive,97.61593,5.71238,20.09617,702834.69677
125,1,MS,3.07266,False,0,14.90000,0.00099,1,9814.70814,9814.70814,120,0.10703,2.15090,12,0.06848,reproductive,97.61593,5.75439,19.73168,702834.69677
126,1,MS,9.13988,False,0,15.90000,0.00270,1,10874.31848,10874.31848,120,0.10703,2.15115,12,0.06934,reproductive,99.12625,5.97874,21.52211,713709.01525
127,1,MS,5.14895,False,0,15.90000,0.00270,1,10874.31848,10874.31848,120,0.10703,2.15137,12,0.06934,reproductive,99.12625,6.89597,22.40685,713709.01525
128,1,MS,14.11214,False,0,18.50000,0.00981,1,13994.02850,13994.02850,120,0.10703,2.15169,12,0.07046,reproductive,101.06987,7.42238,26.28223,727703.04375
129,1,MS,8.80801,False,0,18.50000,0.00981,1,13994.02850,13994.02850,120,0.10703,2.15194,12,0.07046,reproductive,101.06987,7.63771,26.62195,727703.04375
130,1,MS,14.45097,False,0,17.10000,0.00401,1,12252.06953,12252.06953,120,0.10703,2.15222,12,0.07144,reproductive,102.77154,6.59204,24.33170,739955.11328
131,1,MS,8.55635,False,0,17.10000,0.00401,1,12252.06953,12252.06953,120,0.10703,2.15244,12,0.07144,reproductive,102.77154,6.73838,24.55133,739955.11328
132,1,MS,16.03380,False,0,18.70000,0.00655,1,14253.25630,14253.25630,120,0.10703,2.15277,12,0.07258,reproductive,104.75116,7.43465,26.92902,754208.36958
133,1,MS,8.74507,False,0,18.70000,0.00655,1,14253.25630,14253.25630,120,0.10703,2.15302,12,0.07258,reproductive,104.75116,7.59740,27.12216,754208.36958
134,1,MS,16.83029,False,0,19.10000,0.00958,1,14778.36149,14778.36149,120,0.10703,2.15337,12,0.07376,reproductive,106.80371,7.68370,27.83474,768986.73107
135,1,MS,9.75862,False,0,19.10000,0.00958,1,14778.36149,14778.36149,120,0.10703,2.15363,12,0.07376,reproductive,106.80371,8.14038,28.17862,768986.73107
136,1,MS,17.44222,False,0,20.10000,0.00838,1,16122.80524,16122.80524,120,0.10703,2.15402,12,0.07504,reproductive,109.04299,8.10147,28.99418,785109.53631
137,1,MS,7.89991,False,0,20.10000,0.00838,1,16122.80524,16122.80524,120,0.10703,2.15430,12,0.07504,reproductive,109.04299,8.32418,29.22218,785109.53631
138,1,MS,15.01822,False,0,19.80000,0.00568,1,15715.54193,15715.54193,120,0.10703,2.15468,12,0.07630,reproductive,111.22571,8.61959,28.17096,800825.07823
139,1,MS,5.72779,False,0,19.80000,0.00568,1,15715.54193,15715.54193,120,0.10703,2.15489,12,0.07630,reproductive,111.22571,6.57034,26.76091,800825.07823
140,1,MS,10.81267,False,0,17.40000,0.00316,1,12613.81195,12613.81195,120,0.10703,2.15520,12,0.07730,reproductive,112.97762,6.59131,23.22951,813438.89019
141,1,MS,3.57447,False,0,17.40000,0.00316,1,12613.81195,12613.81195,120,0.10703,2.15540,12,0.07730,reproductive,112.97762,6.33720,22.84316,813438.89019
142,1,MS,7.58289,False,0,15.00000,0.00178,1,9916.97918,9916.97918,120,0.10703,2.15564,12,0.07810,reproductive,114.35498,5.57503,19.49107,823355.86937
143,1,MS,2.77068,False,0,15.00000,0.00178,1,9916.97918,9916.97918,120,0.10703,2.15581,12,0.07810,reproductive,114.35498,5.58426,19.47688,823355.86937
144,1,MS,7.02987,False,0,14.30000,0.00056,1,9218.32233,9218.32233,120,0.10703,2.15604,12,0.07883,reproductive,115.63530,9.27962,18.63161,832574.19170
145,1,MS,3.03325,False,0,14.30000,0.00056,1,9218.32233,9218.32233,120,0.10703,2.15619,12,0.07883,reproductive,115.63530,5.13004,18.40841,832574.19170
146,1,MS,6.45719,False,0,13.50000,0.00042,1,8468.79056,8468.79056,120,0.10703,2.15639,12,0.07951,reproductive,116.81153,5.01147,17.52043,841042.98227
147,1,MS,2.50427,False,0,13.50000,0.00042,1,8468.79056,8468.79056,120,0.10703,2.15655,12,0.07951,reproductive,116.81153,5.16056,17.67109,841042.98227
148,1,MS,7.03259,False,0,14.50000,0.00041,1,9413.83809,9413.83809,120,0.10703,2.15678,12,0.08026,reproductive,118.11900,5.36350,19.46985,850456.82036
149,1,MS,2.83689,False,0,14.50000,0.00041,1,9413.83809,9413.83809,120,0.10703,2.15695,12,0.08026,reproductive,118.11900,5.56248,19.28668,850456.82036
150,1,MS,10.95765,False,0,17.00000,0.00571,1,12132.98061,12132.98061,120,0.10703,2.15724,12,0.08123,reproductive,119.80414,6.36649,23.93939,862589.80097
151,1,MS,7.20903,False,0,17.00000,0.00571,1,12132.98061,12132.98061,120,0.10703,2.15750,12,0.08123,reproductive,119.80414,7.38468,25.04425,862589.80097
152,1,MS,15.03565,False,0,18.50000,0.00786,1,13994.02850,13994.02850,120,0.10703,2.15784,12,0.08235,reproductive,121.74775,7.05897,26.42223,876583.82947
153,1,MS,8.34269,False,0,18.50000,0.00786,1,13994.02850,13994.02850,120,0.10703,2.15810,12,0.08235,reproductive,121.74775,7.33401,26.74078,876583.82947
154,1,MS,18.75840,False,0,19.40000,0.01455,1,15177.44770,15177.44770,120,0.10703,2.15847,12,0.08357,reproductive,123.85573,7.51365,29.39840,891761.27717
155,1,MS,13.59988,False,0,19.40000,0.01455,1,15177.44770,15177.44770,120,0.10703,2.15879,12,0.08357,reproductive,123.85573,8.49098,31.27704,891761.27717
156,1,MS,25.74266,False,0,21.60000,0.02302,1,18179.41257,18179.41257,120,0.10703,2.15923,12,0.08502,reproductive,126.38065,8.76142,35.82439,909940.68975
157,1,MS,17.35459,False,0,21.60000,0.02302,1,18179.41257,18179.41257,120,0.10703,2.15959,12,0.08502,reproductive,126.38065,9.57255,36.67577,909940.68975
158,1,MS,28.80835,False,0,23.00000,0.02352,1,20054.39158,20054.39158,120,0.10703,2.16009,12,0.08662,reproductive,129.16598,9.66964,38.55190,929995.08133
159,1,MS,16.88966,False,0,23.00000,0.02352,1,20054.39158,20054.39158,120,0.10703,2.16046,12,0.08662,reproductive,129.16598,10.00752,38.83496,929995.08133
160,1,MS,27.11033,False,0,23.50000,0.01818,1,20691.12127,20691.12127,120,0.10703,2.16099,12,0.08828,reproductive,132.03975,11.07568,37.79153,950686.20259
161,1,MS,12.52561,False,0,23.50000,0.01818,1,20691.12127,20691.12127,120,0.10703,2.16132,12,0.08828,reproductive,132.03975,8.83017,36.68456,950686.20259
162,1,MS,20.10285,False,0,21.30000,0.01184,1,17768.19829,17768.19829,120,0.10703,2.16178,12,0.08970,reproductive,134.50756,8.95221,31.54003,968454.40088
