t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
298,1,MS,22.02966,False,0,22.30000,0.01375,1,19129.38954,19129.38954,120,0.10703,2.20880,12,0.16144,reproductive,258.08195,8.74410,39.80165,1858190.03613
299,1,MS,7.19894,False,0,22.30000,0.01375,1,19129.38954,19129.38954,120,0.10703,2.20935,12,0.16144,reproductive,258.08195,9.79937,41.21137,1858190.03613
300,1,MS,25.20190,False,0,23.40000,0.02504,1,20565.73031,20565.73031,120,0.10703,2.21009,12,0.16311,reproductive,260.93830,9.42146,44.60654,1878755.76644
301,1,MS,12.51733,False,0,23.40000,0.02504,1,20565.73031,20565.73031,120,0.10703,2.21060,12,0.16311,reproductive,260.93830,8.81775,43.81374,1878755.76644
302,1,MS,18.97695,False,0,19.70000,0.00595,1,15580.44336,15580.44336,120,0.10703,2.21116,12,0.16437,reproductive,263.10225,7.28750,33.67270,1894336.20980
303,1,MS,5.26715,False,0,19.70000,0.00595,1,15580.44336,15580.44336,120,0.10703,2.21149,12,0.16437,reproductive,263.10225,6.23110,31.67764,1894336.20980
304,1,MS,12.04866,False,0,17.20000,0.00177,1,12371.90956,12371.90956,120,0.10703,2.21194,12,0.16538,reproductive,264.82057,6.12880,27.78876,1906708.11937
305,1,MS,3.10424,False,0,17.20000,0.00177,1,12371.90956,12371.90956,120,0.10703,2.21230,12,0.16538,reproductive,264.82057,6.53672,28.53087,1906708.11937
306,1,MS,11.75667,False,0,17.60000,0.00323,1,12858.62101,12858.62101,120,0.10703,2.21277,12,0.16643,reproductive,266.60649,6.29534,28.66505,1919566.74038
307,1,MS,3.26588,False,0,17.60000,0.00323,1,12858.62101,12858.62101,120,0.10703,2.21306,12,0.16643,reproductive,266.60649,5.68336,27.46954,1919566.74038
308,1,MS,9.65596,False,0,16.00000,0.00106,1,10984.76546,10984.76546,120,0.10703,2.21346,12,0.16732,reproductive,268.13215,5.62957,25.20055,1930551.50583
309,1,MS,1.97173,False,0,16.00000,0.00106,1,10984.76546,10984.76546,120,0.10703,2.21374,12,0.16732,reproductive,268.13215,5.44605,24.72812,1930551.50583
310,1,MS,8.25548,False,0,15.20000,0.00051,1,10123.98649,10123.98649,120,0.10703,2.21411,12,0.16814,reproductive,269.53826,5.32060,23.64525,1940675.49232
311,1,MS,1.89278,False,0,15.20000,0.00051,1,10123.98649,10123.98649,120,0.10703,2.21450,12,0.16814,reproductive,269.53826,6.74568,26.37908,1940675.49232
312,1,MS,6.07239,False,0,12.50000,0.00214,1,7603.62158,7603.62158,120,0.10703,2.21478,12,0.16876,reproductive,270.59432,4.40915,18.72248,1948279.11390
313,1,MS,1.49683,False,0,12.50000,0.00214,1,7603.62158,7603.62158,120,0.10703,2.21498,12,0.16876,reproductive,270.59432,4.41293,18.71845,1948279.11390
314,1,MS,6.16417,False,0,12.60000,0.00264,1,7686.62955,7686.62955,120,0.10703,2.21526,12,0.16939,reproductive,271.66191,4.43461,18.80312,1955965.74345
315,1,MS,1.49555,False,0,12.60000,0.00264,1,7686.62955,7686.62955,120,0.10703,2.21545,12,0.16939,reproductive,271.66191,4.14065,18.23161,1955965.74345
316,1,MS,6.35159,False,0,12.70000,0.00259,1,7770.40783,7770.40783,120,0.10703,2.21574,12,0.17002,reproductive,272.74113,4.45984,19.74671,1963736.15128
317,1,MS,1.81268,False,0,12.70000,0.00259,1,7770.40783,7770.40783,120,0.10703,2.21596,12,0.17002,reproductive,272.74113,4.65371,19.60480,1963736.15128
318,1,MS,9.67718,False,0,14.20000,0.00730,1,9121.79049,9121.79049,120,0.10703,2.21630,12,0.17076,reproductive,274.00805,4.94257,22.80026,1972857.94176
319,1,MS,5.78630,False,0,14.20000,0.00730,1,9121.79049,9121.79049,120,0.10703,2.21655,12,0.17076,reproductive,274.00805,4.98419,22.70100,1972857.94176
320,1,MS,10.72030,False,0,13.70000,0.00526,1,8651.32521,8651.32521,120,0.10703,2.21687,12,0.17147,reproductive,275.20962,4.77312,21.39051,1981509.26697
321,1,MS,4.92429,False,0,13.70000,0.00526,1,8651.32521,8651.32521,120,0.10703,2.21716,12,0.17147,reproductive,275.20962,5.45535,22.71893,1981509.26697
322,1,MS,15.48919,False,0,16.30000,0.01609,1,11320.93591,11320.93591,120,0.10703,2.21758,12,0.17239,reproductive,276.78197,5.71454,27.94209,1992830.20288
323,1,MS,10.75864,False,0,16.30000,0.01609,1,11320.93591,11320.93591,120,0.10703,2.21791,12,0.17239,reproductive,276.78197,5.92869,28.38760,1992830.20288
324,1,MS,19.20268,False,0,17.40000,0.01559,1,12613.81195,12613.81195,120,0.10703,2.21838,12,0.17342,reproductive,278.53389,6.16797,29.56711,2005444.01483
325,1,MS,10.33368,False,0,17.40000,0.01559,1,12613.81195,12613.81195,120,0.10703,2.21874,12,0.17342,reproductive,278.53389,6.35849,29.96023,2005444.01483
326,1,MS,20.16276,False,0,18.30000,0.01814,1,13737.18779,13737.18779,120,0.10703,2.21926,12,0.17454,reproductive,280.44183,6.56701,31.81647,2019181.20262
327,1,MS,10.66744,False,0,18.30000,0.01814,1,13737.18779,13737.18779,120,0.10703,2.21958,12,0.17454,reproductive,280.44183,5.81088,30.32024,2019181.20262
328,1,MS,19.08607,False,0,18.00000,0.01521,1,13356.65192,13356.65192,120,0.10703,2.22008,12,0.17563,reproductive,282.29692,6.43231,30.24595,2032537.85455
329,1,MS,8.52401,False,0,18.00000,0.01521,1,13356.65192,13356.65192,120,0.10703,2.22036,12,0.17563,reproductive,282.29692,5.23596,27.83383,2032537.85455
330,1,MS,12.34258,False,0,14.50000,0.00617,1,9413.83809,9413.83809,120,0.10703,2.22072,12,0.17639,reproductive,283.60440,5.04774,22.78125,2041951.69264
331,1,MS,4.62506,False,0,14.50000,0.00617,1,9413.83809,9413.83809,120,0.10703,2.22097,12,0.17639,reproductive,283.60440,4.91824,22.50877,2041951.69264
332,1,MS,8.28495,False,0,13.40000,0.00318,1,8378.72448,8378.72448,120,0.10703,2.22129,12,0.17708,reproductive,284.76811,4.67648,20.29699,2050330.41712
333,1,MS,1.84694,False,0,13.40000,0.00318,1,8378.72448,8378.72448,120,0.10703,2.22152,12,0.17708,reproductive,284.76811,4.58523,20.06533,2050330.41712
334,1,MS,7.08672,False,0,13.60000,0.00343,1,8559.65658,8559.65658,120,0.10703,2.22184,12,0.17777,reproductive,285.95695,4.73667,20.54294,2058890.07370
335,1,MS,1.55806,False,0,13.60000,0.00343,1,8559.65658,8559.65658,120,0.10703,2.22209,12,0.17777,reproductive,285.95695,4.74081,20.53709,2058890.07370
336,1,MS,7.79209,False,0,14.60000,0.00079,1,9512.82448,9512.82448,120,0.10703,2.22245,12,0.17855,reproductive,287.27818,5.06872,22.84668,2068402.89818
337,1,MS,1.61413,False,0,14.60000,0.00079,1,9512.82448,9512.82448,120,0.10703,2.22272,12,0.17855,reproductive,287.27818,5.14591,22.99551,2068402.89818
338,1,MS,7.10267,False,0,13.80000,0.00054,1,8743.79897,8743.79897,120,0.10703,2.22306,12,0.17926,reproductive,288.49260,4.79065,21.48498,2077146.69715
339,1,MS,1.52895,False,0,13.80000,0.00054,1,8743.79897,8743.79897,120,0.10703,2.22331,12,0.17926,reproductive,288.49260,4.76296,21.41263,2077146.69715
340,1,MS,7.97300,False,0,14.60000,0.00078,1,9512.82448,9512.82448,120,0.10703,2.22367,12,0.18004,reproductive,289.81382,5.05844,23.87806,2086659.52162
341,1,MS,2.20970,False,0,14.60000,0.00078,1,9512.82448,9512.82448,120,0.10703,2.22403,12,0.18004,reproductive,289.81382,6.10904,25.45050,2086659.52162
342,1,MS,15.50575,False,0,19.10000,0.00798,1,14778.36149,14778.36149,120,0.10703,2.22459,12,0.18125,reproductive,291.86637,6.89899,33.98393,2101437.88311
343,1,MS,7.45213,False,0,19.10000,0.00798,1,14778.36149,14778.36149,120,0.10703,2.22510,12,0.18125,reproductive,291.86637,7.94451,35.91470,2101437.88311
344,1,MS,25.83078,False,0,23.00000,0.02263,1,20054.39158,20054.39158,120,0.10703,2.22587,12,0.18288,reproductive,294.65170,9.02881,45.29599,2121492.27469
345,1,MS,13.38928,False,0,23.00000,0.02263,1,20054.39158,20054.39158,120,0.10703,2.22652,12,0.18288,reproductive,294.65170,10.47685,47.21902,2121492.27469
346,1,MS,30.78598,False,0,25.10000,0.02834,1,22515.49823,22515.49823,120,0.10703,2.22740,12,0.18472,reproductive,297.77886,10.43003,50.61640,2144007.77292
347,1,MS,13.91848,False,0,25.10000,0.02834,1,22515.49823,22515.49823,120,0.10703,2.22809,12,0.18472,reproductive,297.77886,11.69283,51.73060,2144007.77292
348,1,MS,33.30615,False,0,26.20000,0.03449,1,23498.90116,23498.90116,120,0.10703,2.22901,12,0.18664,reproductive,301.04259,11.23835,55.27955,2167506.67409
349,1,MS,15.99546,False,0,26.20000,0.03449,1,23498.90116,23498.90116,120,0.10703,2.22973,12,0.18664,reproductive,301.04259,12.17028,55.93922,2167506.67409
350,1,MS,32.44757,False,0,27.80000,0.02784,1,24387.73960,24387.73960,120,0.10703,2.23069,12,0.18863,reproductive,304.42978,12.53335,56.20729,2191894.41368
351,1,MS,10.31246,False,0,27.80000,0.02784,1,24387.73960,24387.73960,120,0.10703,2.23134,12,0.18863,reproductive,304.42978,9.86616,54.24375,2191894.41368
352,1,MS,24.00702,False,0,24.10000,0.01235,1,21419.03555,21419.03555,120,0.10703,2.23219,12,0.19039,reproductive,307.40465,9.67856,46.23052,2213313.44923
353,1,MS,5.63228,False,0,24.10000,0.01235,1,21419.03555,21419.03555,120,0.10703,2.23282,12,0.19039,reproductive,307.40465,9.37679,45.80900,2213313.44923
354,1,MS,15.69376,False,0,20.20000,0.00398,1,16259.13130,16259.13130,120,0.10703,2.23347,12,0.19172,reproductive,309.66286,7.37728,36.14940,2229572.58053
355,1,MS,3.04398,False,0,20.20000,0.00398,1,16259.13130,16259.13130,120,0.10703,2.23390,12,0.19172,reproductive,309.66286,6.61687,34.51141,2229572.58053
356,1,MS,11.82561,False,0,18.10000,0.00207,1,13482.84940,13482.84940,120,0.10703,2.23444,12,0.19282,reproductive,311.53548,6.37093,30.68128,2243055.42993
357,1,MS,1.80423,False,0,18.10000,0.00207,1,13482.84940,13482.84940,120,0.10703,2.23485,12,0.19282,reproductive,311.53548,6.42631,30.75738,2243055.42993
358,1,MS,10.74957,False,0,17.70000,0.00162,1,12982.09251,12982.09251,120,0.10703,2.23538,12,0.19388,reproductive,313.33854,6.18752,29.87423,2256037.52243
359,1,MS,1.69186,False,0,17.70000,0.00162,1,12982.09251,12982.09251,120,0.10703,2.23568,12,0.19388,reproductive,313.33854,5.13821,27.46269,2256037.52243
360,1,MS,5.94933,False,0,12.20000,0.00059,1,7359.18099,7359.18099,120,0.10703,2.23598,12,0.19448,reproductive,314.36065,4.22288,19.39861,2263396.70342
361,1,MS,1.28559,False,0,12.20000,0.00059,1,7359.18099,7359.18099,120,0.10703,2.23620,12,0.19448,reproductive,314.36065,4.16849,19.27035,2263396.70342
362,1,MS,5.75426,False,0,11.90000,0.00077,1,7121.53093,7121.53093,120,0.10703,2.23649,12,0.19507,reproductive,315.34975,4.13262,18.90361,2270518.23435
363,1,MS,1.27388,False,0,11.90000,0.00077,1,7121.53093,7121.53093,120,0.10703,2.23670,12,0.19507,reproductive,315.34975,4.02295,18.66042,2270518.23435
364,1,MS,5.35169,False,0,11.00000,0.00087,1,6448.16498,6448.16498,120,0.10703,2.23696,12,0.19560,reproductive,316.24533,3.87968,18.18655,2276966.39933
365,1,MS,1.58552,False,0,11.00000,0.00087,1,6448.16498,6448.16498,120,0.10703,2.23720,12,0.19560,reproductive,316.24533,4.33916,18.73683,2276966.39933
366,1,MS,9.48701,False,0,12.90000,0.00722,1,7940.29012,7940.29012,120,0.10703,2.23753,12,0.19625,reproductive,317.34815,4.42296,21.88575,2284906.68944
367,1,MS,6.80659,False,0,12.90000,0.00722,1,7940.29012,7940.29012,120,0.10703,2.23781,12,0.19625,reproductive,317.34815,4.88135,22.82326,2284906.68944
368,1,MS,16.82562,False,0,15.90000,0.01452,1,10874.31848,10874.31848,120,0.10703,2.23826,12,0.19714,reproductive,318.85847,5.44576,28.45912,2295781.00792
369,1,MS,11.10602,False,0,15.90000,0.01452,1,10874.31848,10874.31848,120,0.10703,2.23865,12,0.19714,reproductive,318.85847,6.05720,29.87756,2295781.00792
370,1,MS,21.95385,False,0,18.20000,0.01941,1,13609.69898,13609.69898,120,0.10703,2.23921,12,0.19825,reproductive,320.74871,6.39027,34.12677,2309390.70690
371,1,MS,13.12220,False,0,18.20000,0.01941,1,13609.69898,13609.69898,120,0.10703,2.23970,12,0.19825,reproductive,320.74871,7.21031,35.96686,2309390.70690
372,1,MS,27.85599,False,0,20.90000,0.02899,1,17218.57950,17218.57950,120,0.10703,2.24041,12,0.19966,reproductive,323.14018,7.70706,42.66887,2326609.28641
373,1,MS,16.09921,False,0,20.90000,0.02899,1,17218.57950,17218.57950,120,0.10703,2.24097,12,0.19966,reproductive,323.14018,7.83832,42.99311,2326609.28641
374,1,MS,29.23409,False,0,21.60000,0.02664,1,18179.41257,18179.41257,120,0.10703,2.24172,12,0.20115,reproductive,325.66510,8.08911,43.66800,2344788.69898
375,1,MS,14.83728,False,0,21.60000,0.02664,1,18179.41257,18179.41257,120,0.10703,2.24235,12,0.20115,reproductive,325.66510,8.75904,44.95139,2344788.69898
376,1,MS,25.65806,False,0,21.90000,0.01709,1,18588.65657,18588.65657,120,0.10703,2.24313,12,0.20268,reproductive,328.24685,8.25709,42.38152,2363377.35555
377,1,MS,9.20745,False,0,21.90000,0.01709,1,18588.65657,18588.65657,120,0.10703,2.24371,12,0.20268,reproductive,328.24685,8.16776,42.21795,2363377.35555
378,1,MS,19.26303,False,0,20.60000,0.00947,1,16806.57271,16806.57271,120,0.10703,2.24442,12,0.20406,reproductive,330.58110,7.54053,37.98744,2380183.92826
379,1,MS,4.68426,False,0,20.60000,0.00947,1,16806.57271,16806.57271,120,0.10703,2.24486,12,0.20406,reproductive,330.58110,6.39845,35.40252,2380183.92826
380,1,MS,10.68794,False,0,16.20000,0.00200,1,11208.07753,11208.07753,120,0.10703,2.24534,12,0.20498,reproductive,332.13778,5.55430,27.64320,2391392.00579
381,1,MS,1.66626,False,0,16.20000,0.00200,1,11208.07753,11208.07753,120,0.10703,2.24569,12,0.20498,reproductive,332.13778,5.44772,26.88034,2391392.00579
382,1,MS,8.83629,False,0,15.60000,0.00169,1,10547.84686,10547.84686,120,0.10703,2.24614,12,0.20584,reproductive,333.60276,5.32221,25.96868,2401939.85265
383,1,MS,1.41695,False,0,15.60000,0.00169,1,10547.84686,10547.84686,120,0.10703,2.24647,12,0.20584,reproductive,333.60276,5.21871,25.70724,2401939.85265
384,1,MS,12.71796,False,0,19.20000,0.00810,1,14910.92121,14910.92121,120,0.10703,2.24711,12,0.20707,reproductive,335.67372,6.81734,32.91818,2416850.77386
385,1,MS,1.66547,False,0,19.20000,0.00810,1,14910.92121,14910.92121,120,0.10703,2.24758,12,0.20707,reproductive,335.67372,6.73151,32.57908,2416850.77386
386,1,MS,11.59126,False,0,18.30000,0.00826,1,13737.18779,13737.18779,120,0.10703,2.24817,12,0.20820,reproductive,337.58166,6.38817,30.55176,2430587.96165
387,1,MS,1.60043,False,0,18.30000,0.00826,1,13737.18779,13737.18779,120,0.10703,2.24861,12,0.20820,reproductive,337.58166,6.21987,30.13572,2430587.96165
388,1,MS,10.81184,False,0,17.50000,0.00878,1,12735.85763,12735.85763,120,0.10703,2.24915,12,0.20924,reproductive,339.35053,6.02809,30.49461,2443323.81928
389,1,MS,1.89567,False,0,17.50000,0.00878,1,12735.85763,12735.85763,120,0.10703,2.24961,12,0.20924,reproductive,339.35053,6.46754,30.56682,2443323.81928
390,1,MS,16.77830,False,0,19.80000,0.01766,1,15715.54193,15715.54193,120,0.10703,2.25029,12,0.21053,reproductive,341.53324,7.04961,36.90860,2459039.36120
391,1,MS,7.59545,False,0,19.80000,0.01766,1,15715.54193,15715.54193,120,0.10703,2.25094,12,0.21053,reproductive,341.53324,8.51613,39.31747,2459039.36120
392,1,MS,28.45032,False,0,25.20000,0.03043,1,22615.48027,22615.48027,120,0.10703,2.25192,12,0.21239,reproductive,344.67428,10.21964,52.31999,2481654.84148
393,1,MS,12.04702,False,0,25.20000,0.03043,1,22615.48027,22615.48027,120,0.10703,2.25273,12,0.21239,reproductive,344.67428,11.93633,53.78030,2481654.84148
394,1,MS,32.72075,False,0,28.50000,0.03829,1,24542.43668,24542.43668,120,0.10703,2.25380,12,0.21441,reproductive,348.08296,12.81358,62.55187,2506197.27816
395,1,MS,12.71993,False,0,28.50000,0.03829,1,24542.43668,24542.43668,120,0.10703,2.25462,12,0.21441,reproductive,348.08296,13.77220,62.66497,2506197.27816
396,1,MS,33.22699,False,0,30.10000,0.04132,1,24324.46485,24324.46485,120,0.10703,2.25569,12,0.21641,reproductive,351.46135,14.27735,66.39634,2530521.74300
397,1,MS,12.70537,False,0,30.10000,0.04132,1,24324.46485,24324.46485,120,0.10703,2.25651,12,0.21641,reproductive,351.46135,15.02909,66.25089,2530521.74300
398,1,MS,32.30061,False,0,31.00000,0.03930,1,23861.73633,23861.73633,120,0.10703,2.25757,12,0.21837,reproductive,354.77548,15.15541,66.85711,2554383.47933
399,1,MS,11.33048,False,0,31.00000,0.03930,1,23861.73633,23861.73633,120,0.10703,2.25839,12,0.21837,reproductive,354.77548,15.30430,66.93237,2554383.47933
400,1,MS,29.50140,False,0,29.90000,0.02864,1,24394.95908,24394.95908,120,0.10703,2.25948,12,0.22038,reproductive,358.16367,14.00383,62.11486,2578778.43842
401,1,MS,7.18533,False,0,29.90000,0.02864,1,24394.95908,24394.95908,120,0.10703,2.26034,12,0.22038,reproductive,358.16367,12.74666,62.34835,2578778.43842
402,1,MS,24.18532,False,0,26.20000,0.01725,1,23498.90116,23498.90116,120,0.10703,2.26140,12,0.22232,reproductive,361.42741,10.80590,53.17794,2602277.33958
403,1,MS,3.66673,False,0,26.20000,0.01725,1,23498.90116,23498.90116,120,0.10703,2.26220,12,0.22232,reproductive,361.42741,10.32147,52.71889,2602277.33958
404,1,MS,19.55263,False,0,24.20000,0.01181,1,21535.79952,21535.79952,120,0.10703,2.26318,12,0.22409,reproductive,364.41849,9.38064,47.27346,2623813.13910
405,1,MS,1.53078,False,0,24.20000,0.01181,1,21535.79952,21535.79952,120,0.10703,2.26374,12,0.22409,reproductive,364.41849,7.02506,42.19674,2623813.13910
406,1,MS,15.05054,False,0,21.20000,0.00856,1,17630.86501,17630.86501,120,0.10703,2.26455,12,0.22555,reproductive,366.86722,7.59947,39.41103,2641444.00411
407,1,MS,1.52306,False,0,21.20000,0.00856,1,17630.86501,17630.86501,120,0.10703,2.26521,12,0.22555,reproductive,366.86722,8.04751,40.48850,2641444.00411
408,1,MS,9.58179,False,0,16.60000,0.00458,1,11664.27261,11664.27261,120,0.10703,2.26575,12,0.22651,reproductive,368.48726,5.51485,28.66701,2653108.27672
409,1,MS,1.31281,False,0,16.60000,0.00458,1,11664.27261,11664.27261,120,0.10703,2.26616,12,0.22651,reproductive,368.48726,5.48343,28.56351,2653108.27672
410,1,MS,9.23351,False,0,16.20000,0.00486,1,11208.07753,11208.07753,120,0.10703,2.26668,12,0.22744,reproductive,370.04394,5.35532,27.72603,2664316.35425
411,1,MS,1.36150,False,0,16.20000,0.00486,1,11208.07753,11208.07753,120,0.10703,2.26710,12,0.22744,reproductive,370.04394,5.55093,28.25609,2664316.35425
412,1,MS,10.03624,False,0,16.90000,0.00630,1,12014.64995,12014.64995,120,0.10703,2.26766,12,0.22843,reproductive,371.71264,5.61156,31.15878,2676331.00420
413,1,MS,1.62676,False,0,16.90000,0.00630,1,12014.64995,12014.64995,120,0.10703,2.26814,12,0.22843,reproductive,371.71264,6.06429,31.16209,2676331.00420
414,1,MS,17.13688,False,0,19.90000,0.01707,1,15850.98489,15850.98489,120,0.10703,2.26887,12,0.22973,reproductive,373.91417,6.89316,39.70759,2692181.98909
415,1,MS,7.92423,False,0,19.90000,0.01707,1,15850.98489,15850.98489,120,0.10703,2.26951,12,0.22973,reproductive,373.91417,7.56083,40.22128,2692181.98909
416,1,MS,27.80163,False,0,23.80000,0.02956,1,21060.62256,21060.62256,120,0.10703,2.27049,12,0.23147,reproductive,376.83925,9.01885,51.18819,2713242.61164
417,1,MS,12.93174,False,0,23.80000,0.02956,1,21060.62256,21060.62256,120,0.10703,2.27134,12,0.23147,reproductive,376.83925,10.25393,53.03917,2713242.61164
418,1,MS,34.35439,False,0,27.60000,0.03996,1,24316.24548,24316.24548,120,0.10703,2.27248,12,0.23348,reproductive,380.21651,11.72733,62.91310,2737558.85713
419,1,MS,15.14060,False,0,27.60000,0.03996,1,24316.24548,24316.24548,120,0.10703,2.27338,12,0.23348,reproductive,380.21651,13.71177,63.17717,2737558.85713
420,1,MS,35.23280,True,0,29.10000,0.04376,1,24554.08257,24554.08257,120,0.10703,2.27454,12,0.23551,reproductive,383.62680,13.00277,66.82749,2762112.93970
421,1,MS,14.26032,True,0,29.10000,0.04376,1,24554.08257,24554.08257,120,0.10703,2.27546,12,0.23551,reproductive,383.62680,12.87155,66.99740,2762112.93970
422,1,MS,33.76503,True,0,27.90000,0.03677,1,24418.99557,24418.99557,120,0.10703,2.27662,12,0.23753,reproductive,387.01832,11.95064,63.27780,2786531.93527
423,1,MS,12.63179,True,0,27.90000,0.03677,1,24418.99557,24418.99557,120,0.10703,2.27754,12,0.23753,reproductive,387.01832,11.50758,63.19214,2786531.93527
424,1,MS,24.57292,True,0,22.00000,0.01527,1,18724.45001,18724.45001,120,0.10703,2.27844,12,0.23908,reproductive,389.61894,7.95665,46.54676,2805256.38529
425,1,MS,7.56979,True,0,22.00000,0.01527,1,18724.45001,18724.45001,120,0.10703,2.27903,12,0.23908,reproductive,389.61894,-4.27169,43.72960,2805256.38529
426,1,MS,15.60628,True,0,19.20000,0.00503,1,14910.92121,14910.92121,120,0.10703,2.27976,12,0.24031,reproductive,391.68990,7.81127,37.02389,2820167.30650
427,1,MS,2.99782,True,0,19.20000,0.00503,1,14910.92121,14910.92121,120,0.10703,2.28028,12,0.24031,reproductive,391.68990,7.24655,35.77269,2820167.30650
428,1,MS,11.64430,True,0,17.60000,0.00389,1,12858.62101,12858.62101,120,0.10703,2.28091,12,0.24138,reproductive,393.47582,6.88880,32.36146,2833025.92751
429,1,MS,1.52913,True,0,17.60000,0.00389,1,12858.62101,12858.62101,120,0.10703,2.28139,12,0.24138,reproductive,393.47582,6.71674,31.90777,2833025.92751
430,1,MS,10.57484,True,0,17.20000,0.00380,1,12371.90956,12371.90956,120,0.10703,2.28199,12,0.24240,reproductive,395.19414,6.61800,31.45613,2845397.83707
431,1,MS,1.38828,True,0,17.20000,0.00380,1,12371.90956,12371.90956,120,0.10703,2.28246,12,0.24240,reproductive,395.19414,6.50104,31.06249,2845397.83707
432,1,MS,10.42435,True,0,17.10000,0.00207,1,12252.06953,12252.06953,120,0.10703,2.28306,12,0.24342,reproductive,396.89582,6.49860,31.31520,2857649.90661
433,1,MS,1.36211,True,0,17.10000,0.00207,1,12252.06953,12252.06953,120,0.10703,2.28353,12,0.24342,reproductive,396.89582,6.38521,31.11423,2857649.90661
434,1,MS,8.66931,True,0,15.40000,0.00105,1,10334.27805,10334.27805,120,0.10703,2.28403,12,0.24427,reproductive,398.33114,5.70644,27.63487,2867984.18466
435,1,MS,1.24060,True,0,15.40000,0.00105,1,10334.27805,10334.27805,120,0.10703,2.28438,12,0.24427,reproductive,398.33114,5.11912,26.08144,2867984.18466
436,1,MS,7.40756,True,0,14.80000,0.00092,1,9713.25889,9713.25889,120,0.10703,2.28463,12,0.24508,reproductive,399.68020,5.42509,61.77331,2877697.44355
437,1,MS,0.01459,True,0,14.80000,0.00092,1,9713.25889,9713.25889,120,0.10703,2.28463,12,0.24508,reproductive,399.68020,6.72589,101.57993,2877697.44355
438,1,MS,12.33925,True,0,20.40000,0.01160,1,16532.48102,16532.48102,120,0.10703,2.28480,12,0.24645,reproductive,401.97638,7.95186,127.65702,2894229.92457
439,1,MS,0.84777,True,0,20.40000,0.01160,1,16532.48102,16532.48102,120,0.10703,2.28480,12,0.24645,reproductive,401.97638,8.50285,135.53349,2894229.92457
440,1,MS,18.27860,True,0,22.40000,0.02207,1,19263.41337,19263.41337,120,0.10703,2.28500,12,0.24804,reproductive,404.65185,9.04744,148.45507,2913493.33794
441,1,MS,4.38367,True,0,22.40000,0.02207,1,19263.41337,19263.41337,120,0.10703,2.28500,12,0.24804,reproductive,404.65185,9.62207,157.00505,2913493.33794
442,1,MS,22.71696,True,0,24.20000,0.02928,1,21535.79952,21535.79952,120,0.10703,2.28522,12,0.24983,reproductive,407.64294,10.17222,169.44346,2935029.13746
443,1,MS,5.84766,True,0,24.20000,0.02928,1,21535.79952,21535.79952,120,0.10703,2.28522,12,0.24983,reproductive,407.64294,10.09502,174.55600,2935029.13746
444,1,MS,24.78161,True,0,25.90000,0.03315,1,23257.47670,23257.47670,120,0.10703,2.28545,12,0.25176,reproductive,410.87314,11.22959,191.12187,2958286.61416
445,1,MS,5.49568,True,0,25.90000,0.03315,1,23257.47670,23257.47670,120,0.10703,2.28545,12,0.25176,reproductive,410.87314,11.18179,191.77903,2958286.61416
446,1,MS,23.75855,True,0,26.20000,0.02966,1,23498.90116,23498.90116,120,0.10703,2.28569,12,0.25371,reproductive,414.13688,11.40453,193.91646,2981785.51532
447,1,MS,3.94199,True,0,26.20000,0.02966,1,23498.90116,23498.90116,120,0.10703,2.28569,12,0.25371,reproductive,414.13688,11.06783,194.99148,2981785.51532
448,1,MS,20.74287,True,0,25.90000,0.02256,1,23257.47670,23257.47670,120,0.10703,2.28593,12,0.25564,reproductive,417.36708,10.77809,188.15958,3005042.99202
449,1,MS,0.94844,True,0,25.90000,0.02256,1,23257.47670,23257.47670,120,0.10703,2.28593,12,0.25564,reproductive,417.36708,10.45385,183.67058,3005042.99202
450,1,MS,15.52267,True,0,24.50000,0.01179,1,21877.23434,21877.23434,120,0.10703,2.28615,12,0.25746,reproductive,420.40559,9.58631,169.35699,3026920.22636
451,1,MS,0.00000,True,0,24.50000,0.01179,1,21877.23434,21877.23434,120,0.10703,2.28615,12,0.25746,reproductive,420.40559,8.21286,149.77877,3026920.22636
452,1,MS,9.74682,True,0,21.10000,0.00436,1,17493.46099,17493.46099,120,0.10703,2.28633,12,0.25891,reproductive,422.83523,7.40448,132.14350,3044413.68735
453,1,MS,0.00000,True,0,21.10000,0.00436,1,17493.46099,17493.46099,120,0.10703,2.28633,12,0.25891,reproductive,422.83523,6.74511,122.68697,3044413.68735
454,1,MS,6.65467,True,0,18.60000,0.00211,1,14123.35161,14123.35161,120,0.10703,2.28647,12,0.26009,reproductive,424.79681,6.18155,110.04203,3058537.03895
455,1,MS,0.00000,True,0,18.60000,0.00211,1,14123.35161,14123.35161,120,0.10703,2.28647,12,0.26009,reproductive,424.79681,6.14798,111.30172,3058537.03895
456,1,MS,5.00378,True,0,16.50000,0.00437,1,11549.03790,11549.03790,120,0.10703,2.28659,12,0.26105,reproductive,426.40084,5.35885,93.11928,3070086.07685
457,1,MS,0.00000,True,0,16.50000,0.00437,1,11549.03790,11549.03790,120,0.10703,2.28659,12,0.26105,reproductive,426.40084,5.23395,91.88886,3070086.07685
458,1,MS,4.31213,True,0,15.30000,0.00407,1,10228.72207,10228.72207,120,0.10703,2.28669,12,0.26190,reproductive,427.82150,4.99044,84.86230,3080314.79892
