t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
1,1,MS,14,ear,StemElement,0.00000,0.04238,0.00000,0.00000,3.63355,0.00000,2.98327,0.50823,30.72005,0.02262,0.00563,0.00000,0.00101,0.00000,0.00000,0.00000,0.03871,3.23579,1.04384,0.00000,0.00000,0.00000,4.15176,0.00000,0.00000,338.34393,0.15552,0.00023,18.71866,NA,5.00000,22.62078,13.63163,0.00669,0.00000,0.00150,0.05000,0.68836,False,False,1.00000,0.21000,1157.14286,0.21000,1.00000,0.01086,243.36601,0.00000,0.00000,0.00000,846.65494,3.27450,0.00000,0.01200
2,1,MS,8,internode,StemElement,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,0.00000,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,NA,NA,False,True,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,NA
2,1,MS,8,sheath,StemElement,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,0.00000,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,NA,NA,False,True,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,NA
2,1,MS,9,blade,LeafElement1,0.00000,0.01685,0.00000,0.00000,1.05001,0.00000,2.36262,-0.08037,1.32866,0.01247,0.00228,0.00000,0.00034,0.00000,0.00000,0.00000,0.00031,0.29739,0.08525,0.00000,0.00000,0.00000,1.70462,0.00000,0.00000,35.36408,0.05339,0.00009,16.98675,NA,5.00000,1.49371,2.15749,0.00322,0.00000,0.00170,0.05000,0.24592,False,False,1.00000,0.04000,816.66667,0.03944,1.00000,0.01494,9.92664,0.00112,0.00056,0.00000,156.68616,0.29771,0.00000,0.00969
2,1,MS,9,internode,HiddenElement,0.00000,0.00094,0.00000,0.00000,3.82002,0.00000,0.05120,-0.07104,2.75157,0.01083,0.00013,0.00000,0.00031,0.00000,0.00000,0.00000,0.00122,0.48176,2.35173,0.00000,0.00000,0.00000,2.18186,0.00000,0.00000,57.30774,0.05068,0.00001,16.96059,NA,5.00000,3.74645,0.08774,0.00018,0.00000,0.00010,0.05000,0.03000,False,False,1.00000,0.07400,432.43243,0.07400,1.00000,0.00083,31.56129,0.00000,0.00000,0.00000,294.00947,0.48298,0.00000,0.00200
2,1,MS,9,internode,StemElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,MS,9,sheath,StemElement,0.00000,0.00623,0.00000,0.00000,3.81380,0.00000,0.10092,-0.02942,2.27078,0.01412,0.00084,0.00000,0.00042,0.00000,0.00000,0.00000,0.00079,0.49293,0.37180,0.00000,0.00000,0.00000,2.49736,0.00000,0.00000,58.54586,0.05198,0.00003,16.97312,NA,5.00000,3.46239,0.13554,0.00119,0.00000,0.00065,0.05000,0.13609,False,False,1.00000,0.05800,431.03448,0.05800,1.00000,0.00552,24.72632,0.00000,0.00000,0.00000,230.43985,0.49372,0.00000,0.00200
2,1,MS,10,blade,LeafElement1,0.00000,0.02108,0.00000,0.00000,4.79395,0.00000,2.64413,0.37642,0.98272,0.03379,0.00285,0.00000,0.00047,0.00000,0.00000,0.00000,0.00029,1.01753,0.23277,0.00000,0.00000,0.00000,4.46626,0.00000,0.00000,120.27563,0.05332,0.00011,16.98601,NA,5.00000,6.57602,3.06130,0.00403,0.00000,0.00213,0.05000,0.27481,False,False,1.00000,0.05000,2450.00000,0.05000,1.00000,0.01869,80.05675,0.00000,0.00000,0.00000,198.65504,1.01782,0.00000,0.01106
2,1,MS,10,internode,HiddenElement,0.00000,0.00232,0.00000,0.00000,3.81504,0.00000,0.03521,-0.07283,3.84666,0.00909,0.00031,0.00000,0.00026,0.00000,0.00000,0.00000,0.00252,0.59534,1.16250,0.00000,0.00000,0.00000,2.31218,0.00000,0.00000,70.83308,0.05006,0.00001,16.95465,NA,5.00000,5.91962,0.08886,0.00044,0.00000,0.00025,0.05000,0.11000,False,False,1.00000,0.10900,431.19266,0.10900,1.00000,0.00205,46.41345,0.00000,0.00000,0.00000,433.06800,0.59785,0.00000,0.00300
2,1,MS,10,internode,StemElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,MS,10,sheath,StemElement,0.00000,0.00997,0.00000,0.00000,3.86670,0.00000,0.08198,-0.06541,2.71546,0.01057,0.00135,0.00000,0.00028,0.00000,0.00000,0.00000,0.00119,0.46429,0.21665,0.00000,0.00000,0.00000,2.22661,0.00000,0.00000,55.20919,0.05141,0.00005,16.96763,NA,5.00000,3.78735,0.13858,0.00190,0.00000,0.00105,0.05000,0.21386,False,False,1.00000,0.07300,438.35616,0.07300,1.00000,0.00882,31.56470,0.00000,0.00000,0.00000,290.03636,0.46548,0.00000,0.00300
2,1,MS,11,blade,LeafElement1,0.00000,0.02213,0.00000,0.00000,4.32592,0.00000,3.34743,0.98448,1.31058,0.04107,0.00299,0.00000,0.00077,0.00000,0.00000,0.00000,0.00071,2.22779,0.49450,0.00000,0.00000,0.00000,5.05775,0.00000,0.00000,262.93703,0.05432,0.00012,16.99566,NA,5.00000,14.40831,6.97601,0.00423,0.00000,0.00220,0.05000,0.39566,False,False,1.00000,0.09000,2450.00000,0.09000,1.00000,0.01964,193.45730,0.00000,0.00000,0.00000,357.57908,2.22850,0.00000,0.01174
2,1,MS,11,internode,HiddenElement,0.00000,0.00381,0.00000,0.00000,3.83954,0.00000,0.03795,-0.09112,5.00619,0.00883,0.00051,0.00000,0.00032,0.00000,0.00000,0.00000,0.00457,0.80756,0.98553,0.00000,0.00000,0.00000,2.31101,0.00000,0.00000,95.99210,0.05136,0.00002,16.96718,NA,5.00000,8.24982,0.13356,0.00073,0.00000,0.00040,0.05000,0.21000,False,False,1.00000,0.15200,434.21053,0.15200,1.00000,0.00337,65.17085,0.00000,0.00000,0.00000,603.91133,0.81212,0.00000,0.00300
2,1,MS,11,internode,StemElement,0.00000,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,0.00000,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,0.05203,NA,16.97362,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,0.05000,0.26659,False,True,0.00000,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,0.00300
2,1,MS,11,sheath,StemElement,0.00000,0.01192,0.00000,0.00000,3.81206,0.00000,0.08349,-0.07672,3.23000,0.00957,0.00161,0.00000,0.00028,0.00000,0.00000,0.00000,0.00184,0.54721,0.21492,0.00000,0.00000,0.00000,2.23596,0.00000,0.00000,65.05396,0.05176,0.00006,16.97100,NA,5.00000,4.95376,0.18366,0.00228,0.00000,0.00124,0.05000,0.33234,False,False,1.00000,0.09500,431.57895,0.09500,1.00000,0.01055,40.45734,0.00000,0.00000,0.00000,377.44458,0.54905,0.00000,0.00400
2,1,MS,12,blade,LeafElement1,0.00000,0.01845,0.00000,0.00000,3.55691,0.00000,4.02905,1.76845,2.24961,0.04404,0.00249,0.00000,0.00097,0.00000,0.00000,0.00000,0.00189,3.72007,1.02011,0.00000,0.00000,0.00000,5.39651,0.00000,0.00000,438.41944,0.05593,0.00010,17.01119,NA,5.00000,24.98582,13.06122,0.00352,0.00000,0.00178,0.05000,0.61457,False,False,1.00000,0.14000,2456.61146,0.14000,1.00000,0.01639,344.21933,0.00000,0.00000,0.00000,556.23412,3.72196,0.00000,0.01202
2,1,MS,12,internode,HiddenElement,0.00000,0.00392,0.00000,0.00000,3.80590,0.00000,0.11824,-0.10729,5.29270,0.00934,0.00053,0.00000,0.00042,0.00000,0.00000,0.00000,0.00508,0.89963,1.09785,0.00000,0.00000,0.00000,2.24287,0.00000,0.00000,106.83692,0.05283,0.00002,16.98132,NA,5.00000,8.37437,0.43806,0.00075,0.00000,0.00040,0.05000,0.34000,False,False,1.00000,0.16000,431.25000,0.16000,1.00000,0.00347,68.10541,0.00000,0.00000,0.00000,635.69614,0.90471,0.00000,0.00300
2,1,MS,12,internode,StemElement,0.00000,0.00655,0.00000,0.00000,3.62203,0.00000,0.59411,-0.05224,1.17431,0.00934,0.00088,0.00000,0.00009,0.00000,0.00000,0.00000,0.00023,0.18004,0.13337,0.00000,0.00000,0.00000,1.99757,0.00000,0.00000,21.40823,0.05364,0.00004,16.98915,NA,5.00000,1.45830,0.44022,0.00125,0.00000,0.00066,0.05000,0.42278,False,False,1.00000,0.03200,437.50000,0.03200,1.00000,0.00581,13.80707,0.00000,0.00000,0.00000,127.13923,0.18026,0.00000,0.00300
2,1,MS,12,sheath,StemElement,0.00000,0.01025,0.00000,0.00000,3.79422,0.00000,0.15562,-0.10050,4.23645,0.01150,0.00138,0.00000,0.00060,0.00000,0.00000,0.00000,0.00313,0.85205,0.40378,0.00000,0.00000,0.00000,2.17669,0.00000,0.00000,101.13393,0.05368,0.00006,16.98953,NA,5.00000,6.20945,0.44323,0.00196,0.00000,0.00103,0.05000,0.51642,False,False,1.00000,0.12300,430.89431,0.12300,1.00000,0.00908,52.28162,0.00000,0.00000,0.00000,488.69141,0.85517,0.00000,0.00400
2,1,MS,13,peduncle,HiddenElement,0.00000,0.00505,0.00000,0.00000,3.79969,0.00000,0.24972,-0.06585,4.16323,0.01157,0.00068,0.00000,0.00051,0.00000,0.00000,0.00000,0.00265,0.73934,0.72177,0.00000,0.00000,0.00000,2.35068,0.00000,0.00000,87.68307,0.05449,0.00003,16.99728,NA,5.00000,5.87380,0.61294,0.00096,0.00000,0.00050,0.05000,0.52000,False,False,1.00000,0.10600,433.96226,0.10600,1.00000,0.00448,45.45212,0.00000,0.00000,0.00000,421.14869,0.74199,0.00000,0.00300
2,1,MS,13,peduncle,StemElement,0.00000,0.00276,0.00000,0.00000,3.60539,0.00000,0.55214,-0.07628,1.96491,0.01132,0.00037,0.00000,0.00028,0.00000,0.00000,0.00000,0.00068,0.39591,0.71573,0.00000,0.00000,0.00000,2.01248,0.00000,0.00000,46.97429,0.05521,0.00001,17.00425,NA,5.00000,2.66653,0.74154,0.00053,0.00000,0.00027,0.05000,0.61535,False,False,1.00000,0.05800,431.03448,0.05800,1.00000,0.00245,24.66491,0.00000,0.00000,0.00000,230.43985,0.39659,0.00000,0.00300
2,1,MS,14,ear,StemElement,0.00000,0.01443,0.00000,0.00000,3.61296,0.00000,2.68535,0.45671,5.89058,0.02256,0.00195,0.00000,0.00101,0.00000,0.00000,0.00000,0.00742,2.85052,0.92765,0.00000,0.00000,0.00000,3.83610,0.00000,0.00000,337.88087,0.05193,0.00008,16.97267,NA,5.00000,22.08327,13.05789,0.00276,0.00000,0.00150,0.05000,0.68836,False,False,1.00000,0.21000,1158.88578,0.21000,1.00000,0.01278,243.44045,0.00000,0.00000,0.00000,834.35119,2.85795,0.00000,0.01200
3,1,MS,8,internode,StemElement,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,0.00000,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,NA,NA,False,True,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,NA
3,1,MS,8,sheath,StemElement,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,0.00000,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,NA,NA,False,True,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,NA
3,1,MS,9,blade,LeafElement1,0.00000,0.01704,0.00000,0.00000,1.06746,0.00000,2.19969,-0.07615,0.63150,0.01247,0.00235,0.00000,0.00034,0.00000,0.00000,0.00000,0.00015,0.29753,0.08525,0.00000,0.00000,0.00000,1.71833,0.00000,0.00000,35.45876,0.05339,0.00009,16.98675,NA,5.00000,1.56302,2.07249,0.00381,0.00000,0.00170,0.05000,0.24592,False,False,1.00000,0.04000,816.66667,0.03944,1.00000,0.01725,9.95200,0.00112,0.00056,0.00000,155.44982,0.29768,0.00000,0.00969
3,1,MS,9,internode,HiddenElement,0.00000,0.00095,0.00000,0.00000,3.69010,0.00000,0.04770,-0.06217,1.26462,0.01083,0.00013,0.00000,0.00031,0.00000,0.00000,0.00000,0.00056,0.48128,2.35173,0.00000,0.00000,0.00000,2.19892,0.00000,0.00000,57.37472,0.05068,0.00001,16.96059,NA,5.00000,3.92730,0.08433,0.00021,0.00000,0.00010,0.05000,0.03000,False,False,1.00000,0.07400,432.43243,0.07400,1.00000,0.00096,31.44742,0.00000,0.00000,0.00000,291.68958,0.48184,0.00000,0.00200
3,1,MS,9,internode,StemElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,MS,9,sheath,StemElement,0.00000,0.00630,0.00000,0.00000,3.68676,0.00000,0.09473,-0.02422,0.87629,0.01412,0.00087,0.00000,0.00042,0.00000,0.00000,0.00000,0.00030,0.49210,0.37180,0.00000,0.00000,0.00000,2.47929,0.00000,0.00000,58.57866,0.05198,0.00003,16.97312,NA,5.00000,3.56718,0.13126,0.00141,0.00000,0.00065,0.05000,0.13609,False,False,1.00000,0.05800,431.03448,0.05800,1.00000,0.00637,24.65433,0.00000,0.00000,0.00000,228.62156,0.49241,0.00000,0.00200
3,1,MS,10,blade,LeafElement1,0.00000,0.02131,0.00000,0.00000,4.88552,0.00000,2.46130,0.32013,0.16792,0.03379,0.00294,0.00000,0.00047,0.00000,0.00000,0.00000,0.00005,1.01187,0.23277,0.00000,0.00000,0.00000,4.19790,0.00000,0.00000,119.95166,0.05332,0.00011,16.98601,NA,5.00000,6.27729,2.94011,0.00477,0.00000,0.00213,0.05000,0.27481,False,False,1.00000,0.05000,2450.00000,0.05000,1.00000,0.02158,80.03151,0.00000,0.00000,0.00000,197.08756,1.01192,0.00000,0.01106
3,1,MS,10,internode,HiddenElement,0.00000,0.00234,0.00000,0.00000,3.68619,0.00000,0.03291,-0.06346,1.97983,0.00909,0.00032,0.00000,0.00026,0.00000,0.00000,0.00000,0.00129,0.59462,1.16250,0.00000,0.00000,0.00000,2.31028,0.00000,0.00000,70.90295,0.05006,0.00001,16.95465,NA,5.00000,6.14380,0.08569,0.00052,0.00000,0.00025,0.05000,0.11000,False,False,1.00000,0.10900,431.19266,0.10900,1.00000,0.00237,46.25914,0.00000,0.00000,0.00000,429.65087,0.59591,0.00000,0.00300
3,1,MS,10,internode,StemElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,MS,10,sheath,StemElement,0.00000,0.01008,0.00000,0.00000,3.73546,0.00000,0.07737,-0.05641,1.25708,0.01057,0.00139,0.00000,0.00028,0.00000,0.00000,0.00000,0.00055,0.46388,0.21665,0.00000,0.00000,0.00000,2.24364,0.00000,0.00000,55.27959,0.05141,0.00005,16.96763,NA,5.00000,3.97016,0.13493,0.00226,0.00000,0.00105,0.05000,0.21386,False,False,1.00000,0.07300,438.35616,0.07300,1.00000,0.01019,31.45228,0.00000,0.00000,0.00000,287.74783,0.46443,0.00000,0.00300
3,1,MS,11,blade,LeafElement1,0.00000,0.02238,0.00000,0.00000,4.45758,0.00000,3.11352,0.80915,-0.08926,0.04107,0.00309,0.00000,0.00077,0.00000,0.00000,0.00000,0.00000,2.21355,0.49450,0.00000,0.00000,0.00000,4.70891,0.00000,0.00000,262.07158,0.05432,0.00012,16.99566,NA,5.00000,13.49983,6.69457,0.00501,0.00000,0.00220,0.05000,0.39566,False,False,1.00000,0.09000,2450.00000,0.09000,1.00000,0.02268,193.50033,0.00000,0.00000,0.00000,354.75760,2.21355,0.00000,0.01174
3,1,MS,11,internode,HiddenElement,0.00000,0.00385,0.00000,0.00000,3.70975,0.00000,0.03549,-0.07964,2.77886,0.00883,0.00053,0.00000,0.00032,0.00000,0.00000,0.00000,0.00253,0.80652,0.98553,0.00000,0.00000,0.00000,2.30803,0.00000,0.00000,96.08056,0.05136,0.00002,16.96718,NA,5.00000,8.55731,0.12886,0.00086,0.00000,0.00040,0.05000,0.21000,False,False,1.00000,0.15200,434.21053,0.15200,1.00000,0.00389,64.95181,0.00000,0.00000,0.00000,599.14617,0.80906,0.00000,0.00300
3,1,MS,11,internode,StemElement,0.00000,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,0.00000,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,0.05203,NA,16.97362,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,0.05000,0.26659,False,True,0.00000,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,0.00300
3,1,MS,11,sheath,StemElement,0.00000,0.01205,0.00000,0.00000,3.68296,0.00000,0.07868,-0.06670,1.69428,0.00957,0.00167,0.00000,0.00028,0.00000,0.00000,0.00000,0.00097,0.54672,0.21492,0.00000,0.00000,0.00000,2.24752,0.00000,0.00000,65.13704,0.05176,0.00006,16.97100,NA,5.00000,5.17752,0.17857,0.00270,0.00000,0.00124,0.05000,0.33234,False,False,1.00000,0.09500,431.57895,0.09500,1.00000,0.01219,40.31667,0.00000,0.00000,0.00000,374.46636,0.54769,0.00000,0.00400
3,1,MS,12,blade,LeafElement1,0.00000,0.01865,0.00000,0.00000,3.69194,0.00000,3.74610,1.43265,-0.39241,0.04404,0.00258,0.00000,0.00097,0.00000,0.00000,0.00000,0.00000,3.69483,1.02011,0.00000,0.00000,0.00000,5.00616,0.00000,0.00000,436.85434,0.05593,0.00010,17.01119,NA,5.00000,23.20419,12.52957,0.00418,0.00000,0.00178,0.05000,0.61457,False,False,1.00000,0.14000,2456.61146,0.14000,1.00000,0.01893,344.43586,0.00000,0.00000,0.00000,551.84516,3.69483,0.00000,0.01202
3,1,MS,12,internode,HiddenElement,0.00000,0.00396,0.00000,0.00000,3.67751,0.00000,0.11011,-0.09467,2.87326,0.00934,0.00055,0.00000,0.00042,0.00000,0.00000,0.00000,0.00276,0.89852,1.09785,0.00000,0.00000,0.00000,2.24625,0.00000,0.00000,106.94098,0.05283,0.00002,16.98132,NA,5.00000,8.71403,0.42091,0.00089,0.00000,0.00040,0.05000,0.34000,False,False,1.00000,0.16000,431.25000,0.16000,1.00000,0.00401,67.86981,0.00000,0.00000,0.00000,630.68018,0.90128,0.00000,0.00300
3,1,MS,12,internode,StemElement,0.00000,0.00662,0.00000,0.00000,3.51614,0.00000,0.55397,-0.04529,0.57354,0.00934,0.00092,0.00000,0.00009,0.00000,0.00000,0.00000,0.00011,0.18015,0.13337,0.00000,0.00000,0.00000,2.05112,0.00000,0.00000,21.46318,0.05364,0.00004,16.98915,NA,5.00000,1.56185,0.42351,0.00148,0.00000,0.00066,0.05000,0.42278,False,False,1.00000,0.03200,437.50000,0.03200,1.00000,0.00671,13.75847,0.00000,0.00000,0.00000,126.13604,0.18026,0.00000,0.00300
3,1,MS,12,sheath,StemElement,0.00000,0.01036,0.00000,0.00000,3.66625,0.00000,0.14536,-0.08848,2.05220,0.01150,0.00143,0.00000,0.00060,0.00000,0.00000,0.00000,0.00151,0.85104,0.40378,0.00000,0.00000,0.00000,2.19133,0.00000,0.00000,101.23794,0.05368,0.00006,16.98953,NA,5.00000,6.50051,0.42716,0.00232,0.00000,0.00103,0.05000,0.51642,False,False,1.00000,0.12300,430.89431,0.12300,1.00000,0.01049,52.09458,0.00000,0.00000,0.00000,484.83539,0.85255,0.00000,0.00400
3,1,MS,13,peduncle,HiddenElement,0.00000,0.00510,0.00000,0.00000,3.67496,0.00000,0.23252,-0.05702,1.76185,0.01157,0.00071,0.00000,0.00051,0.00000,0.00000,0.00000,0.00112,0.73825,0.72177,0.00000,0.00000,0.00000,2.34484,0.00000,0.00000,87.74902,0.05449,0.00003,16.99728,NA,5.00000,6.08463,0.58885,0.00114,0.00000,0.00050,0.05000,0.52000,False,False,1.00000,0.10600,433.96226,0.10600,1.00000,0.00517,45.30725,0.00000,0.00000,0.00000,417.82562,0.73937,0.00000,0.00300
3,1,MS,13,peduncle,StemElement,0.00000,0.00279,0.00000,0.00000,3.49854,0.00000,0.51362,-0.06753,0.97267,0.01132,0.00039,0.00000,0.00028,0.00000,0.00000,0.00000,0.00034,0.39569,0.71573,0.00000,0.00000,0.00000,2.04902,0.00000,0.00000,47.04840,0.05521,0.00001,17.00425,NA,5.00000,2.82740,0.71170,0.00063,0.00000,0.00027,0.05000,0.61535,False,False,1.00000,0.05800,431.03448,0.05800,1.00000,0.00283,24.57814,0.00000,0.00000,0.00000,228.62156,0.39603,0.00000,0.00300
3,1,MS,14,ear,StemElement,0.00000,0.01459,0.00000,0.00000,3.69123,0.00000,2.49660,0.41399,2.11394,0.02256,0.00202,0.00000,0.00101,0.00000,0.00000,0.00000,0.00266,2.83994,0.92765,0.00000,0.00000,0.00000,3.66583,0.00000,0.00000,337.46277,0.05193,0.00008,16.97267,NA,5.00000,21.64526,12.52556,0.00327,0.00000,0.00150,0.05000,0.68836,False,False,1.00000,0.21000,1158.88578,0.21000,1.00000,0.01476,243.46037,0.00000,0.00000,0.00000,827.76773,2.84260,0.00000,0.01200
4,1,MS,8,internode,StemElement,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,0.00000,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,NA,NA,False,True,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,NA
4,1,MS,8,sheath,StemElement,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,0.00000,NA,NA,0.00000,0.00000,NA,0.00000,0.00000,NA,NA,False,True,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,0.00000,0.00000,0.00000,NA,0.00000,NA
4,1,MS,9,blade,LeafElement1,0.00309,0.01647,-0.07932,0.00000,1.09947,0.00873,2.08215,-0.06780,0.48547,0.01254,0.00234,0.00001,0.00033,0.06397,0.01882,0.00312,0.00011,0.28455,0.08241,0.00000,0.08032,0.00000,1.81354,0.01322,0.20026,35.40144,0.05174,0.00009,16.39138,NA,5.00000,1.68470,1.98056,0.00423,0.00000,0.00169,0.05020,0.24592,False,False,1.00000,0.04000,816.66667,0.03920,1.00000,0.01627,9.91912,0.00106,0.00080,0.00031,153.52339,0.28778,0.00000,0.00969
4,1,MS,9,internode,HiddenElement,0.00000,0.00092,0.00000,0.00000,3.62146,0.00000,0.04519,-0.05444,0.98284,0.01085,0.00013,0.00000,0.00031,0.00000,0.00000,0.00000,0.00044,0.46149,2.26627,0.00000,0.00000,0.00000,2.23891,0.00000,0.00000,57.43364,0.04894,0.00000,16.36537,NA,5.00000,4.09164,0.08115,0.00024,0.00000,0.00010,0.05000,0.03000,False,False,1.00000,0.07400,432.43243,0.07400,1.00000,0.00109,31.34200,0.00000,0.00000,0.00000,289.84352,0.46193,0.00000,0.00200
4,1,MS,9,internode,StemElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,MS,9,sheath,StemElement,0.00122,0.00611,-0.35597,0.00000,3.62054,0.00146,0.09051,-0.01964,0.66170,0.01414,0.00087,0.00000,0.00042,0.02749,0.00284,0.00024,0.00023,0.47158,0.35753,0.00000,0.00420,0.00000,2.49277,0.00217,0.03293,58.60675,0.05023,0.00003,16.37792,NA,5.00000,3.66243,0.12740,0.00157,0.00000,0.00065,0.05005,0.13609,False,False,1.00000,0.05800,431.03448,0.05800,1.00000,0.00699,24.58718,0.00000,0.00000,0.00008,227.17465,0.47206,0.00000,0.00200
4,1,MS,10,blade,LeafElement1,0.00638,0.02076,-0.21523,0.00000,5.04196,0.01903,2.32925,0.28071,0.02554,0.03359,0.00295,0.00000,0.00047,0.12120,0.04903,0.00739,0.00001,0.96657,0.22161,0.00000,0.14934,0.00000,4.03151,0.03001,0.45469,119.68144,0.05175,0.00011,16.39149,NA,5.00000,6.04935,2.82631,0.00534,0.00000,0.00213,0.05024,0.27481,False,False,1.00000,0.05000,2450.00000,0.05000,1.00000,0.01658,79.98924,0.00000,0.00000,0.00087,195.84022,0.97397,0.00000,0.01106
4,1,MS,10,internode,HiddenElement,0.00000,0.00227,0.00000,0.00000,3.61840,0.00000,0.03129,-0.05522,1.55577,0.00911,0.00032,0.00000,0.00026,0.00000,0.00000,0.00000,0.00102,0.57008,1.11984,0.00000,0.00000,0.00000,2.33589,0.00000,0.00000,70.96422,0.04835,0.00001,16.35961,NA,5.00000,6.34874,0.08277,0.00058,0.00000,0.00025,0.05000,0.11000,False,False,1.00000,0.10900,431.19266,0.10900,1.00000,0.00269,46.11548,0.00000,0.00000,0.00000,426.93167,0.57109,0.00000,0.00300
4,1,MS,10,internode,StemElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
