t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
0,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.67079,NA,NA,NA,NA,0.19282,NA,0.00000,11.43538,NA,NA,NA,NA,3327.86106,NA,NA,NA,NA,NA,107.19352,NA,NA,0.00000,500.00000,2456.76717,NA,NA,NA
0,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.44943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8863.36077,NA,NA
0,1,MS,roots,0.23886,229.81454,0.44098,0.05897,0.05533,58.21661,10.16044,0.00998,NA,0.02733,4.05719,NA,NA,NA,6.79472,8.24874,0.02741,NA,2.57311,NA,NA,777.30639,19.37507,1149.07272,10.21963,NA,64.44438,3.63147,0.00067,0.50350,258.51467,NA,0.00000,0.00253,0.00117,NA,NA,1457.63964,23.95321,10.87923
1,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.18437,NA,NA,NA,NA,0.17414,NA,0.00000,10.24449,NA,NA,NA,NA,6307.30673,NA,NA,NA,NA,NA,107.36674,NA,NA,0.00000,500.00000,2462.82474,NA,NA,NA
1,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.66901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8628.62175,NA,NA
1,1,MS,roots,0.23886,96.79843,0.46049,0.06121,0.07271,51.91363,3.72303,0.00998,NA,0.02986,4.10229,NA,NA,NA,6.69935,8.24874,0.02995,NA,2.42131,NA,NA,780.15699,8.22688,483.99214,10.33323,NA,67.29497,4.77200,0.00067,0.50350,268.37348,NA,0.00000,0.00253,0.00117,NA,NA,1749.66285,23.95321,10.83151
2,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.87962,NA,NA,NA,NA,0.16335,NA,0.00000,9.49838,NA,NA,NA,NA,9066.28547,NA,NA,NA,NA,NA,107.52898,NA,NA,0.00000,500.00000,2468.43967,NA,NA,NA
2,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.23061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8502.84497,NA,NA
2,1,MS,roots,0.33999,50.93694,0.15650,0.02114,0.02988,47.70716,1.89222,0.00997,NA,0.02962,3.90840,NA,NA,NA,6.46122,11.74095,0.02971,NA,2.29580,NA,NA,780.46078,4.38003,254.68470,9.84484,NA,68.63439,5.88563,0.00095,0.50348,278.07106,NA,0.00000,0.00084,0.00214,NA,NA,1847.57581,34.09407,10.39924
3,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.73631,NA,NA,NA,NA,0.15934,NA,0.00000,9.14753,NA,NA,NA,NA,11719.02664,NA,NA,NA,NA,NA,107.68717,NA,NA,0.00000,500.00000,2473.84634,NA,NA,NA
3,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.94744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8436.32513,NA,NA
3,1,MS,roots,0.33999,24.60681,0.15822,0.02186,0.03542,45.21752,0.89420,0.00997,NA,0.02966,3.78486,NA,NA,NA,6.36254,11.74095,0.02976,NA,2.23838,NA,NA,781.21424,2.14306,123.03405,9.53366,NA,69.38785,6.97692,0.00095,0.50348,287.58810,NA,0.00000,0.00084,0.00214,NA,NA,1909.42098,34.09407,10.17707
4,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.66919,NA,NA,NA,NA,0.15816,NA,0.00000,8.98318,NA,NA,NA,NA,14319.69339,NA,NA,NA,NA,NA,107.84434,NA,NA,0.00000,500.00000,2479.15574,NA,NA,NA
4,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.58806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8382.80318,NA,NA
4,1,MS,roots,0.32825,19.58267,0.15782,0.02242,0.04056,43.54287,0.71333,0.00995,NA,0.02924,3.64738,NA,NA,NA,6.27277,11.33570,0.02933,NA,2.20932,NA,NA,780.49325,1.72387,97.91337,9.18734,NA,69.63340,8.03626,0.00092,0.50348,296.77757,NA,0.00000,0.00084,0.00306,NA,NA,1911.60374,32.91729,9.94939
5,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.63948,NA,NA,NA,NA,0.15851,NA,0.00000,8.91044,NA,NA,NA,NA,16894.58841,NA,NA,NA,NA,NA,108.00190,NA,NA,0.00000,500.00000,2484.42184,NA,NA,NA
5,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.52219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8348.97756,NA,NA
5,1,MS,roots,0.32825,10.63823,0.15836,0.02310,0.04592,42.25553,0.38494,0.00995,NA,0.02931,3.56268,NA,NA,NA,6.25316,11.33570,0.02940,NA,2.19912,NA,NA,780.73126,0.94623,53.19117,8.97401,NA,69.87141,9.09855,0.00092,0.50348,305.78918,NA,0.00000,0.00084,0.00306,NA,NA,1930.94750,32.91729,9.84515
6,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.71953,NA,NA,NA,NA,0.16327,NA,0.00000,9.10643,NA,NA,NA,NA,19521.20426,NA,NA,NA,NA,NA,108.16437,NA,NA,0.00000,500.00000,2489.80367,NA,NA,NA
6,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.06815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8314.27774,NA,NA
6,1,MS,roots,0.33246,13.57932,0.17919,0.02690,0.05797,41.97441,0.49575,0.00994,NA,0.02951,3.51859,NA,NA,NA,6.31460,11.48098,0.02960,NA,2.23688,NA,NA,779.75550,1.21733,67.89658,8.86294,NA,69.86912,10.15130,0.00093,0.50349,314.67444,NA,0.00000,0.00095,0.00399,NA,NA,1913.80306,33.33917,9.86270
7,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.83902,NA,NA,NA,NA,0.16985,NA,0.00000,9.39898,NA,NA,NA,NA,22226.71974,NA,NA,NA,NA,NA,108.33338,NA,NA,0.00000,500.00000,2495.35796,NA,NA,NA
7,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.83413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8291.19458,NA,NA
7,1,MS,roots,0.33246,8.21993,0.17950,0.02767,0.06422,41.99096,0.29886,0.00994,NA,0.03039,3.53333,NA,NA,NA,6.46152,11.48098,0.03049,NA,2.29593,NA,NA,779.87702,0.74273,41.09967,8.90008,NA,69.99064,11.24475,0.00093,0.50349,323.62119,NA,0.00000,0.00095,0.00399,NA,NA,1925.03145,33.33917,10.02524
8,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.69758,NA,NA,NA,NA,0.16438,NA,0.00000,9.05270,NA,NA,NA,NA,24827.38649,NA,NA,NA,NA,NA,108.49719,NA,NA,0.00000,500.00000,2500.70774,NA,NA,NA
8,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.21965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8272.98939,NA,NA
8,1,MS,roots,0.32893,13.03006,0.51393,0.08168,0.19973,39.80944,0.47611,0.00992,NA,0.02916,3.32765,NA,NA,NA,6.25585,11.35912,0.02925,NA,2.22712,NA,NA,778.54922,1.18299,65.15031,8.38199,NA,69.62518,12.15189,0.00092,0.50349,331.96952,NA,0.00000,0.00273,0.00490,NA,NA,1905.46763,32.98530,9.61266
9,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.34896,NA,NA,NA,NA,0.14966,NA,0.00000,8.19917,NA,NA,NA,NA,27178.46201,NA,NA,NA,NA,NA,108.64631,NA,NA,0.00000,500.00000,2505.55341,NA,NA,NA
9,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.86353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8265.34399,NA,NA
9,1,MS,roots,0.32893,8.42712,0.51233,0.08355,0.21338,36.04872,0.30508,0.00992,NA,0.02712,3.02534,NA,NA,NA,5.84763,11.35912,0.02721,NA,2.06293,NA,NA,778.33279,0.76908,42.13560,7.62050,NA,69.40875,12.98292,0.00092,0.50349,339.55893,NA,0.00000,0.00273,0.00490,NA,NA,1917.22974,32.98530,8.90009
10,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.63998,NA,NA,NA,NA,0.16235,NA,0.00000,8.91168,NA,NA,NA,NA,29727.76369,NA,NA,NA,NA,NA,108.80861,NA,NA,0.00000,500.00000,2510.81880,NA,NA,NA
10,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.16489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8297.60432,NA,NA
10,1,MS,roots,0.32212,15.88350,1.17710,0.19912,0.51924,37.58192,0.57144,0.00991,NA,0.02867,3.13793,NA,NA,NA,6.15445,11.12381,0.02875,NA,2.19893,NA,NA,776.41700,1.44682,79.41751,7.90411,NA,68.43488,13.55749,0.00090,0.50349,347.30102,NA,0.00000,0.00637,0.00580,NA,NA,1902.19491,32.30201,9.32104
11,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.38838,NA,NA,NA,NA,0.19560,NA,0.00000,10.74397,NA,NA,NA,NA,32792.45981,NA,NA,NA,NA,NA,109.00398,NA,NA,0.00000,500.00000,2517.16541,NA,NA,NA
11,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.76527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8336.22260,NA,NA
11,1,MS,roots,0.32212,13.36007,1.16436,0.20420,0.54803,42.49882,0.47072,0.00991,NA,0.03357,3.57153,NA,NA,NA,7.03632,11.12381,0.03368,NA,2.55645,NA,NA,775.67647,1.21614,66.80036,8.99630,NA,67.69436,14.30917,0.00090,0.50349,356.16372,NA,0.00000,0.00637,0.00580,NA,NA,1921.29572,32.30201,10.64143
12,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.24283,NA,NA,NA,NA,0.18534,NA,0.00000,10.38762,NA,NA,NA,NA,35743.78963,NA,NA,NA,NA,NA,109.19078,NA,NA,0.00000,500.00000,2523.29806,NA,NA,NA
12,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.97707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8517.86463,NA,NA
12,1,MS,roots,0.37304,28.66892,3.81679,0.72081,1.80949,40.27765,0.95950,0.00990,NA,0.03252,3.38287,NA,NA,NA,6.82261,12.88227,0.03262,NA,2.48180,NA,NA,771.13866,2.55758,143.34462,8.52110,NA,64.24494,13.67858,0.00104,0.50350,363.98268,NA,0.00000,0.02200,0.00684,NA,NA,1919.56777,37.40833,10.23801
13,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.63333,NA,NA,NA,NA,0.19893,NA,0.00000,11.34367,NA,NA,NA,NA,38953.40503,NA,NA,NA,NA,NA,109.39095,NA,NA,0.00000,500.00000,2529.99483,NA,NA,NA
13,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.65118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8704.57844,NA,NA
13,1,MS,roots,0.37304,28.70893,3.64498,0.73733,1.75164,42.11745,0.89549,0.00990,NA,0.03572,3.59344,NA,NA,NA,7.28640,12.88227,0.03583,NA,2.67008,NA,NA,768.24677,2.51733,143.54466,9.05148,NA,61.35306,13.24127,0.00104,0.50350,372.32845,NA,0.00000,0.02200,0.00684,NA,NA,1966.94899,37.40833,10.91555
14,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.69272,NA,NA,NA,NA,0.19938,NA,0.00000,11.48908,NA,NA,NA,NA,42192.40034,NA,NA,NA,NA,NA,109.59094,NA,NA,0.00000,500.00000,2536.77886,NA,NA,NA
14,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.15940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8825.64727,NA,NA
14,1,MS,roots,0.41171,34.12347,3.17282,0.68364,1.55917,41.38565,1.01371,0.00988,NA,0.03627,3.54818,NA,NA,NA,7.31085,14.21766,0.03638,NA,2.69610,NA,NA,764.58204,2.96088,170.61737,8.93749,NA,58.87804,12.99406,0.00115,0.50351,380.58874,NA,0.00000,0.01996,0.00798,NA,NA,1981.95159,41.28610,10.89530
15,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.88317,NA,NA,NA,NA,0.20597,NA,0.00000,11.95534,NA,NA,NA,NA,45550.11182,NA,NA,NA,NA,NA,109.79722,NA,NA,0.00000,500.00000,2543.83764,NA,NA,NA
15,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.34951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8959.26758,NA,NA
15,1,MS,roots,0.41171,27.84418,3.05407,0.69884,1.54143,41.55576,0.77641,0.00988,NA,0.03835,3.62040,NA,NA,NA,7.55210,14.21766,0.03847,NA,2.78952,NA,NA,762.37836,2.39849,139.22088,9.11940,NA,56.67437,12.84629,0.00115,0.50351,389.04988,NA,0.00000,0.01996,0.00798,NA,NA,2032.50197,41.28610,11.21085
16,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.72664,NA,NA,NA,NA,0.19844,NA,0.00000,11.57213,NA,NA,NA,NA,48789.10713,NA,NA,NA,NA,NA,109.99573,NA,NA,0.00000,500.00000,2550.67141,NA,NA,NA
16,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.33546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9058.27951,NA,NA
16,1,MS,roots,0.41489,32.15239,2.82941,0.68644,1.46739,39.27709,0.85791,0.00986,NA,0.03741,3.43449,NA,NA,NA,7.32147,14.32737,0.03752,NA,2.70967,NA,NA,759.07053,2.75682,160.76196,8.65112,NA,54.55037,12.70547,0.00116,0.50353,397.02966,NA,0.00000,0.01921,0.00912,NA,NA,2044.42420,41.60468,10.79337
17,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.44542,NA,NA,NA,NA,0.18614,NA,0.00000,10.88361,NA,NA,NA,NA,51825.23867,NA,NA,NA,NA,NA,110.18179,NA,NA,0.00000,500.00000,2557.09894,NA,NA,NA
17,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.87970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9172.74235,NA,NA
17,1,MS,roots,0.41489,24.96659,2.72954,0.69931,1.44854,36.30478,0.62861,0.00986,NA,0.03623,3.21914,NA,NA,NA,7.00367,14.32737,0.03634,NA,2.57423,NA,NA,757.14514,2.13499,124.83293,8.10866,NA,52.62499,12.54232,0.00116,0.50353,404.47350,NA,0.00000,0.01921,0.00912,NA,NA,2090.12803,41.60468,10.25903
18,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.74067,NA,NA,NA,NA,0.15786,NA,0.00000,9.15820,NA,NA,NA,NA,54374.54034,NA,NA,NA,NA,NA,110.33884,NA,NA,0.00000,500.00000,2562.51058,NA,NA,NA
18,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.21290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9178.46245,NA,NA
18,1,MS,roots,0.32871,22.08435,1.30207,0.34369,0.72247,30.85734,0.54679,0.00985,NA,0.03158,2.74134,NA,NA,NA,6.16161,11.35139,0.03168,NA,2.23979,NA,NA,755.50232,1.90338,110.42176,6.90513,NA,51.90965,12.93545,0.00092,0.50356,411.05227,NA,0.00000,0.00929,0.01002,NA,NA,2096.58469,32.96285,8.93453
19,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.89430,NA,NA,NA,NA,0.12310,NA,0.00000,7.08605,NA,NA,NA,NA,56343.51018,NA,NA,NA,NA,NA,110.46135,NA,NA,0.00000,500.00000,2566.69856,NA,NA,NA
19,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.83781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9200.78601,NA,NA
19,1,MS,roots,0.32871,13.71483,1.28313,0.34810,0.73352,24.84750,0.33048,0.00985,NA,0.02622,2.22473,NA,NA,NA,5.19708,11.35139,0.02630,NA,1.83985,NA,NA,754.74721,1.19128,68.57413,5.60385,NA,51.15454,13.13317,0.00092,0.50356,416.32833,NA,0.00000,0.00929,0.01002,NA,NA,2122.91069,32.96285,7.44803
20,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.28331,NA,NA,NA,NA,0.09828,NA,0.00000,5.59017,NA,NA,NA,NA,57895.15848,NA,NA,NA,NA,NA,110.55899,NA,NA,0.00000,500.00000,2570.00363,NA,NA,NA
20,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.23452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9170.82188,NA,NA
20,1,MS,roots,0.20085,11.23284,0.31661,0.08683,0.18895,20.47312,0.27085,0.00984,NA,0.02194,1.83218,NA,NA,NA,4.45208,6.93618,0.02200,NA,1.54120,NA,NA,754.18069,0.98744,56.16419,4.61505,NA,51.15075,13.70961,0.00056,0.50357,420.86770,NA,0.00000,0.00229,0.01056,NA,NA,2121.32636,20.14169,6.30620
21,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.41501,NA,NA,NA,NA,0.10519,NA,0.00000,5.91260,NA,NA,NA,NA,59534.32647,NA,NA,NA,NA,NA,110.66350,NA,NA,0.00000,500.00000,2573.49911,NA,NA,NA
21,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.77344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9149.72881,NA,NA
21,1,MS,roots,0.20085,6.39159,0.31644,0.08780,0.19743,20.96680,0.15326,0.00984,NA,0.02296,1.88227,NA,NA,NA,4.61688,6.93618,0.02303,NA,1.60667,NA,NA,754.15393,0.56853,31.95797,4.74124,NA,51.12399,14.32512,0.00056,0.50357,425.54373,NA,0.00000,0.00229,0.01056,NA,NA,2132.05866,20.14169,6.52212
22,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.39150,NA,NA,NA,NA,0.10526,NA,0.00000,5.85505,NA,NA,NA,NA,61155.65639,NA,NA,NA,NA,NA,110.76815,NA,NA,0.00000,500.00000,2576.96064,NA,NA,NA
22,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.02973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9124.00123,NA,NA
22,1,MS,roots,0.21006,8.21549,0.43510,0.12263,0.28254,20.45908,0.19709,0.00983,NA,0.02265,1.83027,NA,NA,NA,4.57270,7.25412,0.02272,NA,1.59401,NA,NA,753.30648,0.73848,41.07745,4.61024,NA,50.86371,14.83362,0.00059,0.50359,430.04897,NA,0.00000,0.00317,0.01114,NA,NA,2120.18583,21.06496,6.42562
23,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.02778,NA,NA,NA,NA,0.09015,NA,0.00000,4.96457,NA,NA,NA,NA,62529.01861,NA,NA,NA,NA,NA,110.85780,NA,NA,0.00000,500.00000,2579.89594,NA,NA,NA
23,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.34718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9106.03821,NA,NA
23,1,MS,roots,0.21006,4.64581,0.43322,0.12374,0.29062,17.83888,0.11063,0.00983,NA,0.02010,1.59890,NA,NA,NA,4.12443,7.25412,0.02016,NA,1.41127,NA,NA,753.08577,0.42179,23.22906,4.02746,NA,50.64300,15.25749,0.00059,0.50359,433.96936,NA,0.00000,0.00317,0.01114,NA,NA,2126.65351,21.06496,5.74344
24,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.00718,NA,NA,NA,NA,0.09002,NA,0.00000,4.91413,NA,NA,NA,NA,63887.10941,NA,NA,NA,NA,NA,110.94739,NA,NA,0.00000,500.00000,2582.80147,NA,NA,NA
24,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.42518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9084.56504,NA,NA
24,1,MS,roots,0.17589,6.56723,0.21900,0.06322,0.15237,17.43742,0.15698,0.00983,NA,0.01983,1.55762,NA,NA,NA,4.08481,6.07415,0.01989,NA,1.39989,NA,NA,752.51119,0.60154,32.83615,3.92349,NA,50.55977,15.79799,0.00049,0.50360,437.84244,NA,0.00000,0.00160,0.01161,NA,NA,2115.19033,17.63850,5.66227
25,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.85707,NA,NA,NA,NA,0.08401,NA,0.00000,4.54663,NA,NA,NA,NA,65142.47679,NA,NA,NA,NA,NA,111.03100,NA,NA,0.00000,500.00000,2585.48978,NA,NA,NA
25,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.55894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9068.74553,NA,NA
25,1,MS,roots,0.17589,3.92767,0.21884,0.06374,0.15730,16.23437,0.09361,0.00983,NA,0.01877,1.45220,NA,NA,NA,3.89432,6.07415,0.01882,NA,1.32225,NA,NA,752.47494,0.36285,19.63836,3.65794,NA,50.52352,16.30885,0.00049,0.50360,441.45067,NA,0.00000,0.00160,0.01161,NA,NA,2119.96351,17.63850,5.36529
26,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.34910,NA,NA,NA,NA,0.10712,NA,0.00000,5.75124,NA,NA,NA,NA,66728.63371,NA,NA,NA,NA,NA,111.13762,NA,NA,0.00000,500.00000,2588.88997,NA,NA,NA
26,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.46673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9045.20030,NA,NA
26,1,MS,roots,0.20527,6.98882,0.33691,0.09945,0.25096,18.97377,0.16705,0.00982,NA,0.02214,1.68988,NA,NA,NA,4.49072,7.08874,0.02220,NA,1.57059,NA,NA,751.70157,0.65083,34.94408,4.25662,NA,50.32362,16.83448,0.00057,0.50362,445.62467,NA,0.00000,0.00248,0.01217,NA,NA,2105.32096,20.58473,6.20273
27,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.81930,NA,NA,NA,NA,0.08360,NA,0.00000,4.45414,NA,NA,NA,NA,67955.96068,NA,NA,NA,NA,NA,111.22086,NA,NA,0.00000,500.00000,2591.52363,NA,NA,NA
27,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.46178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9028.76101,NA,NA
27,1,MS,roots,0.20527,3.95743,0.33592,0.10020,0.25694,15.50270,0.09409,0.00982,NA,0.01838,1.38280,NA,NA,NA,3.83159,7.08874,0.01843,NA,1.30135,NA,NA,751.55393,0.37139,19.78714,3.48312,NA,50.17598,17.23573,0.00057,0.50362,449.01998,NA,0.00000,0.00248,0.01217,NA,NA,2110.36826,20.58473,5.23276
28,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.76018,NA,NA,NA,NA,0.08133,NA,0.00000,4.30941,NA,NA,NA,NA,69142.28449,NA,NA,NA,NA,NA,111.30193,NA,NA,0.00000,500.00000,2594.07164,NA,NA,NA
