Proteins_N_Mass,sucrose,cytokinins,R_Nnit_red,R_grain_growth_struct,Uptake_Nitrates,Unloading_Sucrose,N_tot,regul_transpiration,Export_Nitrates,structure,nitrates,S_grain_structure,Total_Organic_Nitrogen,amino_acids,sum_respi,S_Amino_Acids,S_grain_starch,senesced_mstruct,Nstruct,proteins,axis,starch,C_exudation,mstruct,Conc_cytokinins,sucrose_consumption_mstruct,AA_consumption_mstruct,RGR_Structure,S_cytokinins,R_Nnit_upt,S_Proteins,Conc_Nitrates,age_from_flowering,N_exudation,organ,Unloading_Amino_Acids,WSC_g,Respi_growth,Conc_Amino_Acids,synthetized_mstruct,R_grain_growth_starch,plant,Conc_Sucrose,Dry_Mass,R_residual,t,Export_Amino_Acids,Export_cytokinins,HATS_LATS
0.00151028836,NA,NA,NA,4.0312700000,NA,NA,0.0015102884,NA,NA,2455.3443200000,NA,9.8696600000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,107.8777400000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.6590700000,NA,3327.8610600000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08125775632773109,NA,0.0000000000,NA,NA,NA
NA,2453.0175100000,NA,NA,NA,NA,NA,0.0022932687,NA,NA,NA,NA,NA,NA,163.8049100000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07008621457142858,NA,66.26311696323377,NA,NA,1,103.36520270896646,NA,NA,0.0000000000,NA,NA,NA
NA,632.4688500000,3.2368500000,2.6096300000,NA,5.3736900000,-3.5649800000,0.0144085115,0.0024100000,0.0551400000,NA,254.1956200000,NA,775.2225800000,60.6980600000,9.3462300000,2.6116000000,NA,0.0000000000,0.0100000000,NA,MS,NA,0.0000000000,0.5046700000,6.413795153268473,23.9481200000,0.2388100000,NA,1.4652700000,2.1333500000,NA,503.68680523906716,NA,0.0000000000,roots,0.0000000000,0.01807053857142857,8.2469900000,96.21821784532467,NA,NA,1,104.43604236431729,NA,4.6088053244,0.0000000000,0.3950100000,0.0469000000,58.9810600000
0.00151766118,NA,NA,NA,3.7801000000,NA,NA,0.0015176612,NA,NA,2460.7174100000,NA,9.2547300000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,108.4043700000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4820100000,NA,6307.3067300000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08146548509663865,NA,1.0000000000,NA,NA,NA
NA,3150.8378100000,NA,NA,NA,NA,NA,0.0022974571,NA,NA,NA,NA,NA,NA,164.1040800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.09002393742857143,NA,66.37910384370355,NA,NA,1,132.75987091587538,NA,NA,1.0000000000,NA,NA,NA
NA,643.4659200000,3.8624300000,2.3881400000,NA,4.9312100000,109.4898500000,0.0144856154,0.0024100000,0.0559300000,NA,257.8278400000,NA,777.0977900000,62.5732600000,8.6286200000,2.3899500000,NA,0.0000000000,0.0100000000,NA,MS,NA,21.8979700000,0.5046700000,7.653377454574277,23.9481200000,0.2388100000,NA,1.3697700000,1.9576900000,NA,510.8840232230963,NA,2.1294500000,roots,5.7025300000,0.01838474057142857,8.2469900000,99.19077416925913,NA,NA,1,106.25192700180317,NA,4.2931403286,1.0000000000,0.4072100000,0.0559700000,53.3399700000
0.00152358402,NA,NA,NA,3.5624300000,NA,NA,0.0015235840,NA,NA,2465.8371600000,NA,8.7218200000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,108.8274300000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4045900000,NA,9066.2854700000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08165531396218488,NA,2.0000000000,NA,NA,NA
NA,3490.4160300000,NA,NA,NA,NA,NA,0.0022668012,NA,NA,NA,NA,NA,NA,161.9143700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.09972617228571429,NA,65.47318577226937,NA,NA,1,147.02258022937843,NA,NA,2.0000000000,NA,NA,NA
NA,668.8097800000,4.4916700000,2.2644000000,NA,4.7537000000,164.4216400000,0.0145859841,0.0008000000,0.0189000000,NA,261.2936200000,NA,780.2544600000,65.5623900000,8.3002200000,2.2640100000,NA,0.0000000000,0.0100100000,NA,MS,NA,32.8843300000,0.5051400000,8.891930949835688,16.8014700000,0.1675500000,NA,1.3544200000,1.8872200000,NA,517.2697074078472,NA,3.2236000000,roots,7.6272400000,0.019108850857142857,5.7859100000,103.8324266539969,NA,NA,1,110.33406250412428,NA,4.1654479166,2.0000000000,0.1422900000,0.0217100000,49.8104600000
0.00152886496,NA,NA,NA,3.4569900000,NA,NA,0.0015288650,NA,NA,2470.8228200000,NA,8.4636500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,109.2046400000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3673400000,NA,11719.0266400000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08183659183193279,NA,3.0000000000,NA,NA,NA
NA,3671.9449200000,NA,NA,NA,NA,NA,0.0022311766,NA,NA,NA,NA,NA,NA,159.3697600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.10491271199999999,NA,64.43998948709137,NA,NA,1,154.6587398661626,NA,NA,3.0000000000,NA,NA,NA
NA,723.8256500000,5.1654100000,2.2303200000,NA,4.8823800000,164.4386500000,0.0146799736,0.0008000000,0.0191600000,NA,264.9031000000,NA,783.3585100000,68.6664400000,8.3995500000,2.2299400000,NA,0.0000000000,0.0100100000,NA,MS,NA,32.8877300000,0.5051400000,10.225699805994376,16.8014700000,0.1675500000,NA,1.4444700000,1.9383100000,NA,524.4152116245001,NA,3.1199300000,roots,7.1369700000,0.020680732857142857,5.7859100000,108.74837074870331,NA,NA,1,119.41007278510246,NA,4.2477459340,3.0000000000,0.1490200000,0.0249600000,47.8889000000
0.0015338086399999998,NA,NA,NA,3.4077400000,NA,NA,0.0015338086,NA,NA,2475.7454000000,NA,8.3430900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,109.5577600000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3471100000,NA,14319.6933900000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.0820135875630252,NA,4.0000000000,NA,NA,NA
NA,3767.4135600000,NA,NA,NA,NA,NA,0.0021943488,NA,NA,NA,NA,NA,NA,156.7392000000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.10764038742857142,NA,63.35552782226893,NA,NA,1,158.62767220602575,NA,NA,4.0000000000,NA,NA,NA
NA,757.0785700000,5.8626600000,2.2167200000,NA,4.9508400000,161.2687900000,0.0147708635,0.0008000000,0.0194000000,NA,268.5904700000,NA,786.3453400000,71.4712100000,8.4706300000,2.2141000000,NA,0.0000000000,0.0100100000,NA,MS,NA,32.2537600000,0.5056500000,11.59430436072382,18.2571700000,0.1820600000,NA,1.4917100000,1.9654800000,NA,531.178621576189,NA,3.0448800000,roots,6.7094200000,0.021630816285714286,6.2872100000,113.07617522001384,NA,NA,1,124.76986222354066,NA,4.3047642377,4.0000000000,0.1548800000,0.0282900000,46.8287300000
0.00153855786,NA,NA,NA,3.3874600000,NA,NA,0.0015385579,NA,NA,2480.6420300000,NA,8.2934500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,109.8969900000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3353900000,NA,16894.5884100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08218841201260504,NA,5.0000000000,NA,NA,NA
NA,3824.2243100000,NA,NA,NA,NA,NA,0.0021651164,NA,NA,NA,NA,NA,NA,154.6511700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.10926355171428573,NA,62.50741979487698,NA,NA,1,161.00912401690834,NA,NA,5.0000000000,NA,NA,NA
NA,804.9653100000,6.6054200000,2.2246500000,NA,5.1198700000,136.6963700000,0.0148622211,0.0008000000,0.0196800000,NA,272.4749300000,NA,788.9864200000,74.1122900000,8.6707200000,2.2220200000,NA,0.0000000000,0.0100100000,NA,MS,NA,27.3392700000,0.5056500000,13.063225551270639,18.2571700000,0.1820600000,NA,1.5716400000,2.0325900000,NA,538.8607337090872,NA,2.5171000000,roots,5.5279800000,0.022999008857142858,6.2872100000,117.25468604766142,NA,NA,1,132.66180658558292,NA,4.4282899426,5.0000000000,0.1606000000,0.0318700000,46.0542700000
0.00154330456,NA,NA,NA,3.4655700000,NA,NA,0.0015433046,NA,NA,2485.6538700000,NA,8.4846600000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,110.2360400000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3363800000,NA,19521.2042600000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08236650964705883,NA,6.0000000000,NA,NA,NA
NA,3851.0561700000,NA,NA,NA,NA,NA,0.0021374849,NA,NA,NA,NA,NA,NA,152.6774900000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.11003017628571429,NA,61.68756319412528,NA,NA,1,162.08067004712095,NA,NA,6.0000000000,NA,NA,NA
NA,823.1242900000,7.3708600000,2.2711300000,NA,5.2524400000,129.8104000000,0.0149504142,0.0009200000,0.0229300000,NA,276.4725600000,NA,791.4939800000,76.4141700000,8.8951400000,2.2658600000,NA,0.0000000000,0.0100100000,NA,MS,NA,25.9620800000,0.5062200000,14.56058630634902,20.6252400000,0.2056800000,NA,1.6283400000,2.0852200000,NA,546.151001540832,NA,2.4101700000,roots,5.1464100000,0.023517836857142857,7.1026900000,120.76041246888704,NA,NA,1,135.50174002080783,NA,4.5532336723,6.0000000000,0.1900900000,0.0408300000,46.4405000000
0.00154812588,NA,NA,NA,3.5793000000,NA,NA,0.0015481259,NA,NA,2490.8308000000,NA,8.7631000000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,110.5804200000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3425600000,NA,22226.7197400000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08254987281512606,NA,7.0000000000,NA,NA,NA
NA,3869.0686200000,NA,NA,NA,NA,NA,0.0021174766,NA,NA,NA,NA,NA,NA,151.2483300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.11054481771428573,NA,61.10549854557208,NA,NA,1,162.8264306924693,NA,NA,7.0000000000,NA,NA,NA
NA,857.9138900000,8.1877600000,2.3420800000,NA,5.5058400000,106.8223100000,0.0150411771,0.0009200000,0.0232800000,NA,280.7171500000,NA,793.7324500000,78.6526400000,9.2743100000,2.3366600000,NA,0.0000000000,0.0100100000,NA,MS,NA,21.3644600000,0.5062200000,16.174311564142073,20.6252400000,0.2056800000,NA,1.7269600000,2.1858200000,NA,554.535873730789,NA,1.9586700000,roots,4.1758600000,0.02451182542857143,7.1026900000,124.29795740982183,NA,NA,1,141.22876252749134,NA,4.7598516647,7.0000000000,0.1956600000,0.0453500000,47.0789600000
0.00155271648,NA,NA,NA,3.4478400000,NA,NA,0.0015527165,NA,NA,2495.8188000000,NA,8.4412700000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,110.9083200000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3266800000,NA,24827.3864900000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08272614151260504,NA,8.0000000000,NA,NA,NA
NA,3873.6405500000,NA,NA,NA,NA,NA,0.0020987378,NA,NA,NA,NA,NA,NA,149.9098400000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.11067544428571428,NA,60.54211318087738,NA,NA,1,162.95793789018458,NA,NA,8.0000000000,NA,NA,NA
NA,862.9283400000,8.8880500000,2.2745600000,NA,5.3161100000,103.3054900000,0.0151192737,0.0027000000,0.0692400000,NA,284.7637000000,NA,795.4805300000,80.1844200000,9.0253800000,2.2665800000,NA,0.0000000000,0.0100100000,NA,MS,NA,20.6611000000,0.5068300000,17.536550717203006,21.6904400000,0.2163000000,NA,1.6816100000,2.1104900000,NA,561.8524949194009,NA,1.9198600000,roots,3.9979200000,0.02465509542857143,7.4695200000,126.56617800840519,NA,NA,1,141.88326460548902,NA,4.6505369854,8.0000000000,0.5849400000,0.1443700000,45.2874900000
0.00155683948,NA,NA,NA,3.1233600000,NA,NA,0.0015568395,NA,NA,2500.3376100000,NA,7.6468500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,111.2028200000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.2937800000,NA,27178.4620100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08288556654621848,NA,9.0000000000,NA,NA,NA
NA,3881.0957400000,NA,NA,NA,NA,NA,0.0020874745,NA,NA,NA,NA,NA,NA,149.1053200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.11088844971428571,NA,60.213554633471645,NA,NA,1,163.261675803374,NA,NA,9.0000000000,NA,NA,NA
NA,887.9063800000,9.5356500000,2.1126500000,NA,4.9824200000,82.6269100000,0.0151923349,0.0027000000,0.0701700000,NA,288.5802600000,NA,796.8826300000,81.5865200000,8.4910700000,2.1052300000,NA,0.0000000000,0.0100100000,NA,MS,NA,16.5253800000,0.5068300000,18.814296706982617,21.6904400000,0.2163000000,NA,1.5898100000,1.9780200000,NA,569.3827516129669,NA,1.5184600000,roots,3.1743900000,0.02536875371428571,7.4695200000,128.77930667087583,NA,NA,1,145.99017093173913,NA,4.4081569324,9.0000000000,0.5951600000,0.1548900000,41.4844100000
0.00156128826,NA,NA,NA,3.3938400000,NA,NA,0.0015612883,NA,NA,2505.2472700000,NA,8.3090600000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,111.5205900000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3169800000,NA,29727.7636900000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08305855416386554,NA,10.0000000000,NA,NA,NA
NA,3886.7622100000,NA,NA,NA,NA,NA,0.0020758636,NA,NA,NA,NA,NA,NA,148.2759700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.11105034885714285,NA,59.85597521407631,NA,NA,1,163.43816428411637,NA,NA,10.0000000000,NA,NA,NA
NA,885.3437300000,10.0029700000,2.2514100000,NA,5.2508500000,88.3288900000,0.0152634490,0.0064800000,0.1704900000,NA,292.4908500000,NA,797.5559400000,82.0412200000,8.9861900000,2.2408100000,NA,0.0000000000,0.0100200000,NA,MS,NA,17.6657800000,0.5074400000,19.71261626990383,21.9223500000,0.2186100000,NA,1.6898200000,2.0845900000,NA,576.4047966262021,NA,1.6370200000,roots,3.3696600000,0.025295535142857147,7.5493800000,129.34135267223712,NA,NA,1,145.39382817016136,NA,4.6541221470,10.0000000000,1.4346000000,0.3894800000,43.8630100000
0.00156660868,NA,NA,NA,4.0925500000,NA,NA,0.0015666087,NA,NA,2511.1651200000,NA,10.0197000000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,111.9006200000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3789900000,NA,32792.4598100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08326675632773109,NA,11.0000000000,NA,NA,NA
NA,3908.1793500000,NA,NA,NA,NA,NA,0.0020695679,NA,NA,NA,NA,NA,NA,147.8262800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.11166226714285715,NA,59.669627080673884,NA,NA,1,164.32548702527333,NA,NA,11.0000000000,NA,NA,NA
NA,905.5567100000,10.6051900000,2.6206600000,NA,6.1311600000,80.7865300000,0.0153384333,0.0064800000,0.1731800000,NA,297.1103800000,NA,798.2924400000,82.7777100000,10.4225700000,2.6083100000,NA,0.0000000000,0.0100200000,NA,MS,NA,16.1573100000,0.5074400000,20.89939697304115,21.9223500000,0.2186100000,NA,1.9939500000,2.4340700000,NA,585.5083950811919,NA,1.4769500000,roots,3.0557400000,0.025873048857142856,7.5493800000,130.50245940406748,NA,NA,1,148.71326495086447,NA,5.3728076443,11.0000000000,1.4474700000,0.4129200000,50.3015500000
0.00157169292,NA,NA,NA,3.9566600000,NA,NA,0.0015716929,NA,NA,2516.8828800000,NA,9.6870000000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,112.2637800000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3606900000,NA,35743.7896300000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08346750501680673,NA,12.0000000000,NA,NA,NA
NA,3959.3558200000,NA,NA,NA,NA,NA,0.0020639651,NA,NA,NA,NA,NA,NA,147.4260800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.113124452,NA,59.48197700221909,NA,NA,1,166.40423559276445,NA,NA,12.0000000000,NA,NA,NA
NA,898.3159000000,10.1651700000,2.5405400000,NA,5.8576800000,99.0569200000,0.0153526568,0.0225300000,0.6103500000,NA,301.0397300000,NA,795.6364800000,79.8643300000,10.0680500000,2.5249800000,NA,0.0000000000,0.0100200000,NA,MS,NA,19.8113800000,0.5081600000,20.003876731738035,25.8148300000,0.2574300000,NA,1.9220300000,2.3255000000,NA,592.4113074622168,NA,1.7613200000,roots,3.6883700000,0.02566616857142857,8.8898300000,125.73099811083125,NA,NA,1,147.31513368492867,NA,5.1847136175,12.0000000000,4.8576600000,1.3767100000,48.4213700000
0.00157712758,NA,NA,NA,4.3301100000,NA,NA,0.0015771276,NA,NA,2523.1335800000,NA,10.6012900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,112.6519700000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3836300000,NA,38953.4050300000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08368605718067228,NA,13.0000000000,NA,NA,NA
NA,4078.5979000000,NA,NA,NA,NA,NA,0.0020662702,NA,NA,NA,NA,NA,NA,147.5907300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.11653136857142857,NA,59.54330322697772,NA,NA,1,171.40105918563236,NA,NA,13.0000000000,NA,NA,NA
NA,925.0587600000,9.8677300000,2.7367600000,NA,6.3600700000,107.8218100000,0.0153799006,0.0225300000,0.6191200000,NA,305.3654100000,NA,793.2567800000,77.4846300000,10.8587600000,2.7200000000,NA,0.0000000000,0.0100200000,NA,MS,NA,21.5643600000,0.5081600000,19.41854927581864,25.8148300000,0.2574300000,NA,2.1049700000,2.5249500000,NA,600.9237444899245,NA,1.8062700000,roots,3.9017100000,0.026430250285714288,8.8898300000,121.98461901763224,NA,NA,1,151.7007045025189,NA,5.5803166414,13.0000000000,4.7129200000,1.3364300000,51.3608300000
0.0015824754399999998,NA,NA,NA,4.3985400000,NA,NA,0.0015824754,NA,NA,2529.4827000000,NA,10.7688500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,113.0339600000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3769900000,NA,42192.4003400000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.0839067831092437,NA,14.0000000000,NA,NA,NA
NA,4214.6538500000,NA,NA,NA,NA,NA,0.0020656000,NA,NA,NA,NA,NA,NA,147.5428600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.12041868142857143,NA,59.49458806925577,NA,NA,1,177.03125288775755,NA,NA,14.0000000000,NA,NA,NA
NA,928.8039200000,9.7330700000,2.7635300000,NA,6.3707300000,141.5834500000,0.0154161601,0.0203700000,0.5676800000,NA,309.6998400000,NA,791.7999600000,75.7401700000,10.9184400000,2.7422600000,NA,0.0000000000,0.0100200000,NA,MS,NA,28.3166900000,0.5089700000,19.12307208676346,28.8449300000,0.2876400000,NA,2.1267300000,2.5291800000,NA,608.4834862565573,NA,2.3091100000,roots,4.9564300000,0.026537254857142853,9.9333000000,119.04854117138535,NA,NA,1,152.07247316475755,NA,5.6153793779,14.0000000000,4.1649200000,1.1917500000,51.3467400000
0.00158787608,NA,NA,NA,4.5907400000,NA,NA,0.0015878761,NA,NA,2536.1096900000,NA,11.2393900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,113.4197200000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3812200000,NA,45550.1118200000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08413583626890755,NA,15.0000000000,NA,NA,NA
NA,4361.1233600000,NA,NA,NA,NA,NA,0.0020709091,NA,NA,NA,NA,NA,NA,147.9220800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.12460352457142855,NA,59.642092000020156,NA,NA,1,183.1669027063079,NA,NA,15.0000000000,NA,NA,NA
NA,970.9698900000,9.6786600000,2.8699600000,NA,6.7253800000,143.4896300000,0.0154625050,0.0203700000,0.5761700000,NA,314.3341500000,NA,790.4760000000,74.4162100000,11.4355400000,2.8478700000,NA,0.0000000000,0.0100200000,NA,MS,NA,28.6979300000,0.5089700000,19.01616991178262,28.8449300000,0.2876400000,NA,2.2578300000,2.6699800000,NA,617.5887576870936,NA,2.1994400000,roots,4.8669300000,0.027741996857142858,9.9333000000,116.9675383617895,NA,NA,1,158.97628052733953,NA,5.8857313900,15.0000000000,4.0921200000,1.1850900000,52.3379700000
0.00159296718,NA,NA,NA,4.4544800000,NA,NA,0.0015929672,NA,NA,2542.5421000000,NA,10.9058000000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,113.7833700000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3599300000,NA,48789.1071300000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08435705397058825,NA,16.0000000000,NA,NA,NA
NA,4487.7318700000,NA,NA,NA,NA,NA,0.0020735508,NA,NA,NA,NA,NA,NA,148.1107700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.12822091057142856,NA,59.687487595395815,NA,NA,1,188.38760589040288,NA,NA,16.0000000000,NA,NA,NA
NA,985.4750000000,9.6500700000,2.7936000000,NA,6.5349900000,164.9912100000,0.0155184084,0.0195500000,0.5608900000,NA,318.8035700000,NA,789.5844200000,73.2256000000,11.1480100000,2.7675500000,NA,0.0000000000,0.0100300000,NA,MS,NA,32.9982400000,0.5098000000,18.929129070223613,29.9863000000,0.2990300000,NA,2.2086700000,2.5943900000,NA,625.350274617497,NA,2.4519300000,roots,5.4452800000,0.028156428571428572,10.3263500000,114.90874852883483,NA,NA,1,161.08849875768274,NA,5.7535431560,16.0000000000,3.8649000000,1.1341200000,50.3328600000
0.0015976486400000002,NA,NA,NA,4.1987100000,NA,NA,0.0015976486,NA,NA,2548.6064500000,NA,10.2796100000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,114.1177600000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3316800000,NA,51825.2386700000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08456474361344538,NA,17.0000000000,NA,NA,NA
NA,4612.5245500000,NA,NA,NA,NA,NA,0.0020835473,NA,NA,NA,NA,NA,NA,148.8248100000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13178641571428573,NA,59.970406636746915,NA,NA,1,193.61059272019654,NA,NA,17.0000000000,NA,NA,NA
NA,1033.8000500000,9.6013800000,2.6660500000,NA,6.3556700000,150.1623700000,0.0155649130,0.0195500000,0.5685800000,NA,323.1745400000,NA,788.5352100000,72.1763900000,10.7916500000,2.6411800000,NA,0.0000000000,0.0100300000,NA,MS,NA,30.0324700000,0.5098000000,18.83362102785406,29.9863000000,0.2990300000,NA,2.1502100000,2.5232000000,NA,633.924166339741,NA,2.0967600000,roots,4.8450400000,0.029537144285714287,10.3263500000,113.26228324833268,NA,NA,1,168.98784654112725,NA,5.5949819219,17.0000000000,3.8095200000,1.1284000000,47.1586000000
0.0016015248200000002,NA,NA,NA,3.5394900000,NA,NA,0.0016015248,NA,NA,2553.7227300000,NA,8.6656500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,114.3946300000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.2757100000,NA,54374.5403400000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08473942436554621,NA,18.0000000000,NA,NA,NA
NA,4695.0539400000,NA,NA,NA,NA,NA,0.0020913063,NA,NA,NA,NA,NA,NA,149.3790200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.1341443982857143,NA,60.16857623329674,NA,NA,1,196.9924048657194,NA,NA,18.0000000000,NA,NA,NA
NA,1053.4309000000,10.0032300000,2.3262000000,NA,5.5545400000,148.2560200000,0.0156296270,0.0093100000,0.2742600000,NA,327.2097600000,NA,789.3689800000,72.7636000000,9.5089400000,2.3013900000,NA,0.0000000000,0.0100300000,NA,MS,NA,29.6512000000,0.5105000000,19.59496571988247,24.7254400000,0.2465600000,NA,1.8867400000,2.2051500000,NA,640.9593731635653,NA,2.0481000000,roots,4.7169500000,0.030098025714285718,8.5146800000,114.0271890303624,NA,NA,1,171.96064316030038,NA,4.9828319656,18.0000000000,1.8296600000,0.5600800000,40.6612700000
0.00160450052,NA,NA,NA,2.7415600000,NA,NA,0.0016045005,NA,NA,2557.6877600000,NA,6.7120900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,114.6071800000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.2123100000,NA,56343.5101800000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08487459108403361,NA,19.0000000000,NA,NA,NA
NA,4750.2238800000,NA,NA,NA,NA,NA,0.0021035711,NA,NA,NA,NA,NA,NA,150.2550800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13572068228571427,NA,60.51809389553177,NA,NA,1,199.29615607300184,NA,NA,19.0000000000,NA,NA,NA
