Proteins_N_Mass,sucrose,cytokinins,R_Nnit_red,R_grain_growth_struct,Uptake_Nitrates,Unloading_Sucrose,N_tot,regul_transpiration,Export_Nitrates,structure,nitrates,S_grain_structure,Total_Organic_Nitrogen,amino_acids,sum_respi,S_Amino_Acids,S_grain_starch,senesced_mstruct,Nstruct,proteins,axis,starch,C_exudation,mstruct,Conc_cytokinins,sucrose_consumption_mstruct,AA_consumption_mstruct,RGR_Structure,S_cytokinins,R_Nnit_upt,S_Proteins,Conc_Nitrates,age_from_flowering,N_exudation,organ,Unloading_Amino_Acids,WSC_g,Respi_growth,Conc_Amino_Acids,synthetized_mstruct,R_grain_growth_starch,plant,Conc_Sucrose,Dry_Mass,R_residual,t,Export_Amino_Acids,Export_cytokinins,HATS_LATS
0.03870507074,NA,NA,NA,0.0000000000,NA,NA,0.0387050707,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,352.3407600000,0.0000000000,NA,2764.6479100000,MS,37699.4039600000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.0511900000,NA,2700901.1258899998,NA,grains,NA,NA,NA,NA,NA,27.9423700000,1,NA,1.5651280640966385,NA,848.0000000000,NA,NA,NA
NA,301.6930200000,NA,NA,NA,NA,NA,0.0002501223,NA,NA,NA,NA,NA,NA,17.8658800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.008619800571428572,NA,5.716647134817754,NA,NA,1,10.055669769097548,NA,NA,848.0000000000,NA,NA,NA
NA,115.1417800000,0.1793800000,2.0630600000,NA,0.6237100000,-0.3329700000,0.0212240557,0.0118100000,0.6602900000,NA,620.9788200000,NA,895.0344400000,39.3108700000,3.4287700000,1.1576900000,NA,0.0000000000,0.0119800000,NA,MS,NA,0.0000000000,0.9000300000,0.19930446762885684,0.0000000000,0.0000000000,NA,0.0044100000,0.2476100000,NA,689.9534682177261,NA,0.0000000000,roots,0.0000000000,0.0032897651428571424,0.0000000000,34.941830827861295,NA,NA,1,10.660920561907195,NA,1.1178577052,848.0000000000,1.2539900000,0.0127400000,57.9187100000
0.03876653326,NA,NA,NA,0.0000000000,NA,NA,0.0387665333,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,402.8262200000,0.0000000000,NA,2769.0380900000,MS,37744.9359600000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.2632000000,NA,2705697.7590999999,NA,grains,NA,NA,NA,NA,NA,31.9461100000,1,NA,1.5668809086764708,NA,849.0000000000,NA,NA,NA
NA,311.1633000000,NA,NA,NA,NA,NA,0.0002374506,NA,NA,NA,NA,NA,NA,16.9607600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.00889038,NA,5.42703074566333,NA,NA,1,10.371321779544754,NA,NA,849.0000000000,NA,NA,NA
NA,107.5797800000,0.1709500000,2.1907300000,NA,0.6510400000,0.2285200000,0.0212067200,0.0118100000,0.6591000000,NA,619.8579300000,NA,894.9170700000,39.1935000000,3.6135200000,1.2293300000,NA,0.0000000000,0.0119800000,NA,MS,NA,0.0457000000,0.9000300000,0.1899381131740053,0.0000000000,0.0000000000,NA,0.0040200000,0.2584600000,NA,688.7080763974534,NA,0.0091400000,roots,0.0124600000,0.003073708,0.0000000000,34.83750541648612,NA,NA,1,9.960758715450226,NA,1.1641690465,849.0000000000,1.2502500000,0.0121400000,64.6300300000
0.03883158972,NA,NA,NA,0.0000000000,NA,NA,0.0388315897,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,494.4344200000,0.0000000000,NA,2773.6849800000,MS,37799.0596800000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.4889800000,NA,2710896.1223200001,NA,grains,NA,NA,NA,NA,NA,39.2111000000,1,NA,1.568905657,NA,850.0000000000,NA,NA,NA
NA,347.2116200000,NA,NA,NA,NA,NA,0.0002273008,NA,NA,NA,NA,NA,NA,16.2357700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.009920331999999999,NA,5.195051576080218,NA,NA,1,11.57284113074073,NA,NA,850.0000000000,NA,NA,NA
NA,100.1387200000,0.1476300000,2.3460200000,NA,0.6858600000,1.4944400000,0.0211538492,0.0282200000,1.5692200000,NA,617.7792800000,NA,893.2192300000,37.4956600000,3.8431400000,1.3164700000,NA,0.0000000000,0.0119800000,NA,MS,NA,0.2988900000,0.9000300000,0.16402786573780875,0.0000000000,0.0000000000,NA,0.0036600000,0.2722900000,NA,686.3985422708132,NA,0.0597800000,roots,0.0698800000,0.002861106285714286,0.0000000000,33.328364610068554,NA,NA,1,9.271794643882242,NA,1.2225000333,850.0000000000,2.8572800000,0.0250500000,73.0607000000
0.0388955217,NA,NA,NA,0.0000000000,NA,NA,0.0388955217,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,590.7998100000,0.0000000000,NA,2778.2515500000,MS,37862.6385800000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.4347200000,NA,2716221.2166599999,NA,grains,NA,NA,NA,NA,NA,46.8533500000,1,NA,1.5711922850882352,NA,851.0000000000,NA,NA,NA
NA,414.5770400000,NA,NA,NA,NA,NA,0.0002243872,NA,NA,NA,NA,NA,NA,16.0276600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.011845058285714286,NA,5.1284614369307935,NA,NA,1,13.818184484645835,NA,NA,851.0000000000,NA,NA,NA
NA,94.1005300000,0.1274800000,2.3506500000,NA,0.6780100000,4.0325300000,0.0211025985,0.0282200000,1.5639300000,NA,615.6962600000,NA,891.6414900000,35.9179200000,3.8302900000,1.3190700000,NA,0.0000000000,0.0119800000,NA,MS,NA,0.8065100000,0.9000300000,0.14163972312034045,0.0000000000,0.0000000000,NA,0.0031900000,0.2691700000,NA,684.0841527504639,NA,0.1613000000,roots,0.1559000000,0.0026885865714285717,0.0000000000,31.925975800806643,NA,NA,1,8.712721612983271,NA,1.2083201449,851.0000000000,2.7370600000,0.0216300000,76.7863800000
0.03895586366,NA,NA,NA,0.0000000000,NA,NA,0.0389558637,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,666.3957100000,0.0000000000,NA,2782.5616900000,MS,37934.6131700000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.2331600000,NA,2721529.8413900002,NA,grains,NA,NA,NA,NA,NA,52.8484800000,1,NA,1.573692392827731,NA,852.0000000000,NA,NA,NA
NA,499.0492100000,NA,NA,NA,NA,NA,0.0002285828,NA,NA,NA,NA,NA,NA,16.3273400000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.014258548857142858,NA,5.224351749267056,NA,NA,1,16.633709504744306,NA,NA,852.0000000000,NA,NA,NA
NA,90.7075500000,0.1089300000,2.2687800000,NA,0.6495500000,7.8093100000,0.0210485942,0.0299500000,1.6537700000,NA,613.5392700000,NA,889.9410300000,34.2174600000,3.6858200000,1.2731300000,NA,0.0000000000,0.0119800000,NA,MS,NA,1.5618600000,0.9000300000,0.12102929902336589,0.0000000000,0.0000000000,NA,0.0028400000,0.2578700000,NA,681.687577080764,NA,0.3123700000,roots,0.2555000000,0.0025916442857142857,0.0000000000,30.41450618312723,NA,NA,1,8.398567269979889,NA,1.1569581220,852.0000000000,2.7669500000,0.0196100000,76.2743000000
0.039016402459999995,NA,NA,NA,0.0000000000,NA,NA,0.0390164025,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,766.2539400000,0.0000000000,NA,2786.8858900000,MS,38018.3335800000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.2765700000,NA,2726915.0054799998,NA,grains,NA,NA,NA,NA,NA,60.7677300000,1,NA,1.5765295427773107,NA,853.0000000000,NA,NA,NA
NA,586.2814800000,NA,NA,NA,NA,NA,0.0002359374,NA,NA,NA,NA,NA,NA,16.8526700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.016750899428571428,NA,5.392444574212361,NA,NA,1,19.54123086645415,NA,NA,853.0000000000,NA,NA,NA
NA,90.3354400000,0.0933600000,2.3422800000,NA,0.6702300000,12.6162900000,0.0209958013,0.0299500000,1.6479300000,NA,611.3758300000,NA,888.3335500000,32.6099800000,3.8014900000,1.3143700000,NA,0.0000000000,0.0119800000,NA,MS,NA,2.5232600000,0.9000300000,0.10372987567081098,0.0000000000,0.0000000000,NA,0.0029000000,0.2660800000,NA,679.2838349832783,NA,0.5046500000,roots,0.3626600000,0.0025810125714285713,0.0000000000,28.98568269946557,NA,NA,1,8.364113788799633,NA,1.1909680524,853.0000000000,2.6369600000,0.0168100000,79.0227800000
0.03907752505999999,NA,NA,NA,0.0000000000,NA,NA,0.0390775251,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,850.8678300000,0.0000000000,NA,2791.2517900000,MS,38112.6248700000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.3453100000,NA,2732350.5211900002,NA,grains,NA,NA,NA,NA,NA,67.4780300000,1,NA,1.5796730105168066,NA,854.0000000000,NA,NA,NA
NA,664.2556000000,NA,NA,NA,NA,NA,0.0002446028,NA,NA,NA,NA,NA,NA,17.4716300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.018978731428571427,NA,5.590496722249109,NA,NA,1,22.140170680361628,NA,NA,854.0000000000,NA,NA,NA
NA,93.2210400000,0.0812100000,2.4677800000,NA,0.7109700000,17.4585600000,0.0209467775,0.0285500000,1.5655000000,NA,609.2770500000,NA,886.9306300000,31.2070600000,4.0113200000,1.3848000000,NA,0.0000000000,0.0119800000,NA,MS,NA,3.4917100000,0.9000300000,0.09023032565581147,0.0000000000,0.0000000000,NA,0.0032800000,0.2822500000,NA,676.9519349355022,NA,0.6983400000,roots,0.4592000000,0.0026634582857142856,0.0000000000,27.738684266080018,NA,NA,1,8.631290068108841,NA,1.2592874920,854.0000000000,2.4055400000,0.0139400000,81.2671700000
0.039134319839999994,NA,NA,NA,0.0000000000,NA,NA,0.0391343198,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,842.7141900000,0.0000000000,NA,2795.3085600000,MS,38206.6824900000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.0646400000,NA,2737642.1144400002,NA,grains,NA,NA,NA,NA,NA,66.8314100000,1,NA,1.5827779797647057,NA,855.0000000000,NA,NA,NA
NA,736.0229400000,NA,NA,NA,NA,NA,0.0002559767,NA,NA,NA,NA,NA,NA,18.2840500000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.021029226857142858,NA,5.850451365696207,NA,NA,1,24.53223355025018,NA,NA,855.0000000000,NA,NA,NA
NA,99.2969300000,0.0711800000,2.4149200000,NA,0.7055300000,21.3958900000,0.0208980304,0.0285500000,1.5601900000,NA,607.2079700000,NA,885.5177700000,29.7942000000,3.9418100000,1.3551400000,NA,0.0000000000,0.0119800000,NA,MS,NA,4.2791800000,0.9000300000,0.07908625268046619,0.0000000000,0.0000000000,NA,0.0037000000,0.2800900000,NA,674.6530337877626,NA,0.8558400000,roots,0.5315100000,0.002837055142857143,0.0000000000,26.482850571647614,NA,NA,1,9.193853723394406,NA,1.2448054392,855.0000000000,2.2966400000,0.0122200000,75.7827100000
0.03919224624,NA,NA,NA,0.0000000000,NA,NA,0.0391922462,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,885.1776300000,0.0000000000,NA,2799.4461600000,MS,38306.8351300000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.1583800000,NA,2742967.2087900001,NA,grains,NA,NA,NA,NA,NA,70.1989700000,1,NA,1.5860654131764707,NA,856.0000000000,NA,NA,NA
NA,782.8507700000,NA,NA,NA,NA,NA,0.0002651799,NA,NA,NA,NA,NA,NA,18.9414200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.02236716485714286,NA,6.060793779672745,NA,NA,1,26.093042595429417,NA,NA,856.0000000000,NA,NA,NA
NA,107.5138600000,0.0664200000,2.6002700000,NA,0.7734300000,24.0700700000,0.0208649935,0.0207400000,1.1305800000,NA,605.5452000000,NA,884.8207600000,29.0971900000,4.2669900000,1.4591500000,NA,0.0000000000,0.0119800000,NA,MS,NA,4.8140100000,0.9000300000,0.07379754008199728,0.0000000000,0.0000000000,NA,0.0047600000,0.3070500000,NA,672.8055731475617,NA,0.9628000000,roots,0.5823900000,0.0030718245714285715,0.0000000000,25.863306778662935,NA,NA,1,9.95465521519653,NA,1.3585866294,856.0000000000,1.6297700000,0.0082800000,76.8257200000
0.03924620434,NA,NA,NA,0.0000000000,NA,NA,0.0392462043,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,829.3511500000,0.0000000000,NA,2803.3003100000,MS,38401.2681200000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,3.8858200000,NA,2748059.8691699998,NA,grains,NA,NA,NA,NA,NA,65.7716500000,1,NA,1.589160249340336,NA,857.0000000000,NA,NA,NA
NA,811.6262800000,NA,NA,NA,NA,NA,0.0002742005,NA,NA,NA,NA,NA,NA,19.5857500000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.023189322285714284,NA,6.266963710757983,NA,NA,1,27.052153369677235,NA,NA,857.0000000000,NA,NA,NA
NA,116.5698100000,0.0628600000,2.5346000000,NA,0.7686200000,24.3621300000,0.0208322511,0.0207400000,1.1275300000,NA,603.9120500000,NA,884.1151700000,28.3916000000,4.1876200000,1.4222900000,NA,0.0000000000,0.0119800000,NA,MS,NA,4.8724300000,0.9000300000,0.06984211637389864,0.0000000000,0.0000000000,NA,0.0055600000,0.3051400000,NA,670.9910225214716,NA,0.9744900000,roots,0.5878900000,0.0033305660000000005,0.0000000000,25.236136573225338,NA,NA,1,10.793141154554107,NA,1.3468020828,857.0000000000,1.5902500000,0.0078400000,70.5160000000
0.03929560712,NA,NA,NA,0.0000000000,NA,NA,0.0392956071,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,748.3344300000,0.0000000000,NA,2806.8290800000,MS,38487.1578100000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,3.5731300000,NA,2752774.9259199998,NA,grains,NA,NA,NA,NA,NA,59.3466200000,1,NA,1.5919774962184872,NA,858.0000000000,NA,NA,NA
NA,820.2312200000,NA,NA,NA,NA,NA,0.0002823950,NA,NA,NA,NA,NA,NA,20.1710700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.023435177714285715,NA,6.454251876857359,NA,NA,1,27.338962905485854,NA,NA,858.0000000000,NA,NA,NA
NA,125.6084700000,0.0641900000,2.3997900000,NA,0.7411900000,22.8694900000,0.0208197392,0.0097600000,0.5294800000,NA,602.9170200000,NA,884.2164900000,28.4929200000,3.9947100000,1.3466400000,NA,0.0000000000,0.0119800000,NA,MS,NA,4.5739000000,0.9000300000,0.07131984489405908,0.0000000000,0.0000000000,NA,0.0062400000,0.2942500000,NA,669.8854704843171,NA,0.9147800000,roots,0.5624100000,0.0035888134285714285,0.0000000000,25.326195793473552,NA,NA,1,11.630026221348176,NA,1.3008132218,858.0000000000,0.7506700000,0.0037700000,63.1955000000
0.039341063440000004,NA,NA,NA,0.0000000000,NA,NA,0.0393410634,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,665.4002100000,0.0000000000,NA,2810.0759600000,MS,38563.9228400000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,3.2925000000,NA,2757052.2777200001,NA,grains,NA,NA,NA,NA,NA,52.7695300000,1,NA,1.5945050204369748,NA,859.0000000000,NA,NA,NA
NA,810.1312400000,NA,NA,NA,NA,NA,0.0002890453,NA,NA,NA,NA,NA,NA,20.6460900000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.023146606857142857,NA,6.606246725248881,NA,NA,1,27.002322490157415,NA,NA,859.0000000000,NA,NA,NA
NA,133.5087200000,0.0659200000,2.2433300000,NA,0.7037500000,20.2396300000,0.0208073921,0.0097600000,0.5286400000,NA,601.9623200000,NA,884.2892600000,28.5656900000,3.7628100000,1.2588500000,NA,0.0000000000,0.0119800000,NA,MS,NA,4.0479300000,0.9000300000,0.07324200304434297,0.0000000000,0.0000000000,NA,0.0067100000,0.2793900000,NA,668.82472806462,NA,0.8095900000,roots,0.5158000000,0.0038145348571428576,0.0000000000,25.390878081841716,NA,NA,1,12.361506468302908,NA,1.2401817041,859.0000000000,0.7525900000,0.0038700000,56.5216800000
0.039381671,NA,NA,NA,0.0000000000,NA,NA,0.0393816710,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,568.7377800000,0.0000000000,NA,2812.9765000000,MS,38629.8066200000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,2.9451800000,NA,2760744.3384799999,NA,grains,NA,NA,NA,NA,NA,45.1037200000,1,NA,1.5966859991512603,NA,860.0000000000,NA,NA,NA
NA,789.6437300000,NA,NA,NA,NA,NA,0.0002948484,NA,NA,NA,NA,NA,NA,21.0606000000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.022561249428571427,NA,6.738879845131771,NA,NA,1,26.31945738790519,NA,NA,860.0000000000,NA,NA,NA
NA,140.0223900000,0.0702700000,2.0106100000,NA,0.6384900000,17.1199600000,0.0208070365,0.0031900000,0.1724300000,NA,601.4150900000,NA,884.8110900000,29.0875200000,3.3997700000,1.1282600000,NA,0.0000000000,0.0119800000,NA,MS,NA,3.4239900000,0.9000300000,0.07807517527193537,0.0000000000,0.0000000000,NA,0.0067100000,0.2534800000,NA,668.2167149983889,NA,0.6848000000,roots,0.4566100000,0.004000639714285714,0.0000000000,25.854711509616347,NA,NA,1,12.964603957645856,NA,1.1363407383,860.0000000000,0.2501900000,0.0013500000,48.9447000000
0.03941736847999999,NA,NA,NA,0.0000000000,NA,NA,0.0394173685,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,475.0319500000,0.0000000000,NA,2815.5263200000,MS,38684.9399300000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,2.5902000000,NA,2763809.0345999999,NA,grains,NA,NA,NA,NA,NA,37.6723900000,1,NA,1.5985237180504202,NA,861.0000000000,NA,NA,NA
NA,763.1375000000,NA,NA,NA,NA,NA,0.0003000414,NA,NA,NA,NA,NA,NA,21.4315300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.02180392857142857,NA,6.857568424799715,NA,NA,1,25.435983531918243,NA,NA,861.0000000000,NA,NA,NA
NA,145.0876800000,0.0743200000,1.7543300000,NA,0.5622700000,14.0726100000,0.0208064224,0.0031900000,0.1722900000,NA,600.9202800000,NA,885.2620300000,29.5384600000,2.9923700000,0.9844400000,NA,0.0000000000,0.0119800000,NA,MS,NA,2.8145200000,0.9000300000,0.08257502527693521,0.0000000000,0.0000000000,NA,0.0063500000,0.2232200000,NA,667.6669444351855,NA,0.5629000000,roots,0.3952100000,0.004145362285714286,0.0000000000,26.255533704432075,NA,NA,1,13.433596657889183,NA,1.0153360749,861.0000000000,0.2540700000,0.0014200000,41.6298400000
0.039451432579999994,NA,NA,NA,0.0000000000,NA,NA,0.0394514326,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,429.0943700000,0.0000000000,NA,2817.9594700000,MS,38734.8495000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,2.4676200000,NA,2766594.9994800002,NA,grains,NA,NA,NA,NA,NA,34.0293100000,1,NA,1.600200177088235,NA,862.0000000000,NA,NA,NA
NA,731.7006100000,NA,NA,NA,NA,NA,0.0003034080,NA,NA,NA,NA,NA,NA,21.6720000000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.020905731714285714,NA,6.934512977013748,NA,NA,1,24.388166832654054,NA,NA,862.0000000000,NA,NA,NA
NA,148.6653300000,0.0792300000,1.6504800000,NA,0.5322200000,11.6333000000,0.0208096095,0.0012700000,0.0688300000,NA,600.5509200000,NA,885.8590400000,30.1354700000,2.8303800000,0.9261700000,NA,0.0000000000,0.0119800000,NA,MS,NA,2.3266600000,0.9000300000,0.08803039898670044,0.0000000000,0.0000000000,NA,0.0063200000,0.2112900000,NA,667.2565581147295,NA,0.4653300000,roots,0.3445600000,0.0042475808571428575,0.0000000000,26.786191571392063,NA,NA,1,13.7648495050165,NA,0.9692527758,862.0000000000,0.1036100000,0.0006100000,38.4777900000
0.039485344359999994,NA,NA,NA,0.0000000000,NA,NA,0.0394853444,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,404.0768700000,0.0000000000,NA,2820.3817400000,MS,38781.9552300000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,2.4511000000,NA,2769274.0409599999,NA,grains,NA,NA,NA,NA,NA,32.0453000000,1,NA,1.6017954064117645,NA,863.0000000000,NA,NA,NA
NA,696.4176900000,NA,NA,NA,NA,NA,0.0003046028,NA,NA,NA,NA,NA,NA,21.7573400000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.019897648285714286,NA,6.96181970170267,NA,NA,1,23.21215887592543,NA,NA,863.0000000000,NA,NA,NA
NA,150.7804800000,0.0842500000,1.6151200000,NA,0.5224400000,9.5418400000,0.0208131803,0.0012700000,0.0687900000,NA,600.1893900000,NA,886.4756300000,30.7520600000,2.7774700000,0.9063300000,NA,0.0000000000,0.0119800000,NA,MS,NA,1.9083700000,0.9000300000,0.09360799084474962,0.0000000000,0.0000000000,NA,0.0063900000,0.2074100000,NA,666.8548715042832,NA,0.3816700000,roots,0.2981000000,0.004308013714285714,0.0000000000,27.33425330266769,NA,NA,1,13.960690199215582,NA,0.9556033497,863.0000000000,0.1057300000,0.0006500000,37.2534500000
0.03951129924,NA,NA,NA,0.0000000000,NA,NA,0.0395112992,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,295.3135100000,0.0000000000,NA,2822.2356600000,MS,38816.2216800000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,1.8795700000,NA,2771101.0314099998,NA,grains,NA,NA,NA,NA,NA,23.4198200000,1,NA,1.6029652925462181,NA,864.0000000000,NA,NA,NA
NA,673.4864200000,NA,NA,NA,NA,NA,0.0003090797,NA,NA,NA,NA,NA,NA,22.0771200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.019242469142857137,NA,7.064141525244081,NA,NA,1,22.447841297394728,NA,NA,864.0000000000,NA,NA,NA
NA,152.4779400000,0.0868800000,1.2132100000,NA,0.3934800000,7.5398900000,0.0208113431,0.0033800000,0.1824600000,NA,599.7879100000,NA,886.7458800000,31.0223100000,2.1164100000,0.6807900000,NA,0.0000000000,0.0119800000,NA,MS,NA,1.5079800000,0.9000300000,0.09653011566281124,0.0000000000,0.0000000000,NA,0.0049300000,0.1562100000,NA,666.4087974845283,NA,0.3016000000,roots,0.2471600000,0.004356512571428572,0.0000000000,27.57446751774941,NA,NA,1,14.117857182538359,NA,0.7472145411,864.0000000000,0.2831200000,0.0017700000,27.7526100000
0.0395373076,NA,NA,NA,0.0000000000,NA,NA,0.0395373076,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,281.8724900000,0.0000000000,NA,2824.0934000000,MS,38848.9682300000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,1.8800300000,NA,2772869.8483299999,NA,grains,NA,NA,NA,NA,NA,22.3538800000,1,NA,1.6040921462016804,NA,865.0000000000,NA,NA,NA
NA,648.8891000000,NA,NA,NA,NA,NA,0.0003120685,NA,NA,NA,NA,NA,NA,22.2906100000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.01853968857142857,NA,7.13245313356185,NA,NA,1,21.62799293920329,NA,NA,865.0000000000,NA,NA,NA
NA,153.4175700000,0.0894600000,1.1891200000,NA,0.3861200000,6.4229100000,0.0208096351,0.0033800000,0.1823400000,NA,599.3912700000,NA,887.0205200000,31.2969500000,2.0783400000,0.6672800000,NA,0.0000000000,0.0119800000,NA,MS,NA,1.2845800000,0.9000300000,0.09939668677710743,0.0000000000,0.0000000000,NA,0.0049000000,0.1532900000,NA,665.9681010632978,NA,0.2569200000,roots,0.2206400000,0.0043833591428571435,0.0000000000,27.818583824983612,NA,NA,1,14.204857060320213,NA,0.7361571982,865.0000000000,0.2856300000,0.0018200000,27.0702600000
0.039563908019999997,NA,NA,NA,0.0000000000,NA,NA,0.0395639080,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,274.8233700000,0.0000000000,NA,2825.9934300000,MS,38880.9418600000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,1.9193200000,NA,2774638.6652600002,NA,grains,NA,NA,NA,NA,NA,21.7948500000,1,NA,1.6052012698109244,NA,866.0000000000,NA,NA,NA
NA,622.5597000000,NA,NA,NA,NA,NA,0.0003135028,NA,NA,NA,NA,NA,NA,22.3930600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.01778742,NA,7.165234642167196,NA,NA,1,20.750412968614388,NA,NA,866.0000000000,NA,NA,NA
NA,153.6027100000,0.0920100000,1.1900800000,NA,0.3862900000,5.4195300000,0.0208080367,0.0034200000,0.1842800000,NA,598.9923100000,NA,887.3053100000,31.5817400000,2.0804100000,0.6678200000,NA,0.0000000000,0.0119800000,NA,MS,NA,1.0839100000,0.9000300000,0.10222992566914435,0.0000000000,0.0000000000,NA,0.0049100000,0.1533600000,NA,665.5248269502127,NA,0.2167800000,roots,0.1949400000,0.004388648857142858,0.0000000000,28.07172205370932,NA,NA,1,14.221999081512097,NA,0.7371998151,866.0000000000,0.2914900000,0.0018900000,27.0508700000
0.039589341539999996,NA,NA,NA,0.0000000000,NA,NA,0.0395893415,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,251.2189800000,0.0000000000,NA,2827.8101100000,MS,38910.1640700000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,1.8338400000,NA,2776259.9951800001,NA,grains,NA,NA,NA,NA,NA,19.9229100000,1,NA,1.606223201273109,NA,867.0000000000,NA,NA,NA
NA,597.9529100000,NA,NA,NA,NA,NA,0.0003147336,NA,NA,NA,NA,NA,NA,22.4809700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.017084368857142856,NA,7.193363704358469,NA,NA,1,19.93024896774512,NA,NA,867.0000000000,NA,NA,NA
