N_content_mstruct,NNI,C_N_ratio_shoot,Cont_WSC_DM_laminae,Cont_WSC_DM_shoot,mstruct,dry_mass_phloem,N_content_shoot,NS_roots,C_exudated,Total_Photosynthesis,Cont_WSC_DM_stem,NS_shoot,mstruct_stem,N_content_roots,sum_NSC_g,sum_dry_mass_laminae,C_respired_roots,N_content_mstruct_roots,mstruct_shoot,Cont_WSC_DM,shoot_roots_ratio,sum_dry_mass,sum_dry_mass_shoot,sum_dry_mass_stem,plant,C_N_ratio,sum_respi_shoot,Tillers_Photosynthesis_An,sum_N_g,sum_dry_mass_roots,N_content,senesced_mstruct,N_content_total_DM_shoot,Tillers_Photosynthesis,C_respired_shoot,sum_respi_roots,axis,Total_Transpiration,t,NS_laminae,sum_N_g_shoot,shoot_roots_mstruct_ratio,N_content_mstruct_shoot,sum_C_g,NS_stem,NS,mstruct_laminae,Cont_WSC_DM_roots
5.62759937,0.91007355,10.34823037,41.707159233809,42.35284814857996,0.12199522,0.09618990,4.00432364,59.83705605,9.25595501,111.32453794,43.47426909497329,70.93782032,0.01226405,0.96338918,0.08764557,0.07558587,4.45251672,2.39870161,0.03461495,50.39647767080248,0.54745404,0.33667092,0.11910651,0.04352064,1,20.58487754,7.25561374,111.37581376,0.00686540,0.21756441,2.03920262,0.00000000,4.00432364,111.32453794,8.48928573,1.24763917,MS,0.00590448,317.00000000,70.42979186,0.00476941,0.39614147,13.77846976,0.14132346,71.82015506,63.76425393,0.02235090,54.79999512239541
5.63251983,0.90912929,10.35863283,41.867434131357385,42.50085293747491,0.12235988,0.09727607,4.00016890,60.01347222,9.37019647,111.56558894,43.5996757063757,71.05956456,0.01230903,0.95496872,0.08855461,0.07609934,4.47700552,2.38822616,0.03471896,50.578137493142215,0.54735418,0.33914309,0.11996697,0.04386763,1,20.66078033,7.11567390,111.61614804,0.00689194,0.21917612,2.03216428,0.00000000,4.00016890,111.56558894,8.35739916,1.26232877,MS,0.00591114,318.00000000,70.55173883,0.00479888,0.39615014,13.82207571,0.14239296,71.94051486,63.92086777,0.02240993,54.99927298344717
5.63768295,0.90808740,10.37021047,42.02712345078929,42.64929427233206,0.12272602,0.09835751,3.99558454,60.18979628,9.45632874,111.69074270,43.727332744715056,71.17838231,0.01235402,0.94710765,0.08946465,0.07661043,4.50036452,2.37905754,0.03482366,50.75994953540363,0.54720472,0.34162839,0.12082478,0.04421435,1,20.73509000,6.99034150,111.74409298,0.00691890,0.22080361,2.02527199,0.00000000,3.99558454,111.69074270,8.24017847,1.27585929,MS,0.00591306,319.00000000,70.67025834,0.00482766,0.39616289,13.86315155,0.14346410,72.05881122,64.07616380,0.02246964,55.19813841026989
5.64295121,0.90682427,10.38444071,42.19893660942274,42.804164483494425,0.12309593,0.09947841,3.99002679,60.37340113,9.64352288,114.11834057,43.85214486512734,71.29653658,0.01239900,0.93959540,0.09040018,0.07714473,4.52272816,2.37112300,0.03493132,50.949305404023136,0.54698218,0.34418570,0.12169723,0.04455250,1,20.81159295,6.91358739,114.12268070,0.00694624,0.22248847,2.01816736,0.00000000,3.99002679,114.11834057,8.19888075,1.28836675,MS,0.00593040,320.00000000,70.79215082,0.00485575,0.39620567,13.90085486,0.14456239,72.16990414,64.23560492,0.02253232,55.40455233098173
5.64817262,0.90546818,10.39982423,42.36877218504439,42.95782302816229,0.12347240,0.10058740,3.98406000,60.55487457,9.74034364,114.44982347,43.9774091766254,71.41021150,0.01244399,0.93245169,0.09133569,0.07769227,4.54437958,2.36392121,0.03504474,51.136932155399975,0.54678567,0.34675676,0.12257783,0.04488556,1,20.88685432,6.82055713,114.45242822,0.00697393,0.22417893,2.01118918,0.00000000,3.98406000,114.44982347,8.17460349,1.30012887,MS,0.00593810,321.00000000,70.90991103,0.00488357,0.39630972,13.93525526,0.14566355,72.27617993,64.39221467,0.02260075,55.609151822173395
5.65390437,0.90410999,10.41527201,42.54041593320249,43.11275841520341,0.12384271,0.10169905,3.97808397,60.73816566,9.87585341,114.77528835,44.10259800489688,71.52514077,0.01248898,0.92570554,0.09227791,0.07821889,4.56516845,2.35777455,0.03515119,51.32652087857165,0.54647089,0.34934395,0.12344642,0.04522753,1,20.96112411,6.74568479,114.77592520,0.00700195,0.22589752,2.00431359,0.00000000,3.97808397,114.77528835,8.01653546,1.31100031,MS,0.00594676,322.00000000,71.02719175,0.00491080,0.39633099,13.97051320,0.14676871,72.38632032,64.54992050,0.02266221,55.815102981283836
5.65978057,0.90269628,10.43143544,42.71185840121046,43.26783474367778,0.12421439,0.10281039,3.97186362,60.92050513,9.94679690,115.10636506,44.22858025380519,71.63833673,0.01253398,0.91929557,0.09322312,0.07874647,4.58530805,2.35237322,0.03525822,51.515543772173764,0.54613693,0.35194523,0.12431647,0.04557000,1,21.03441645,6.68172861,115.10508476,0.00703026,0.22762876,1.99754428,0.00000000,3.97186362,115.10636506,7.95939810,1.32119236,MS,0.00595534,323.00000000,71.14252924,0.00493768,0.39635496,14.00433954,0.14787746,72.49510849,64.70633001,0.02272424,56.01992226824159
5.66578197,0.90122921,10.44829572,42.882898730733196,43.422874306755396,0.12458746,0.10392121,3.96540851,61.10162734,10.00415909,115.36338859,44.35521266582493,71.74968838,0.01257898,0.91322017,0.09417058,0.07927452,4.60479358,2.34770792,0.03536582,51.70366374430897,0.54578516,0.35455849,0.12518736,0.04591284,1,21.10669326,6.61984177,115.35883944,0.00705885,0.22937113,1.99088552,0.00000000,3.96540851,115.36338859,7.90437597,1.33070352,MS,0.00595081,324.00000000,71.25578047,0.00496419,0.39638164,14.03668943,0.14898906,72.60248489,64.86124016,0.02278684,56.22319574676734
5.67170533,0.90469206,10.40819267,42.40703817106974,43.077724509732185,0.12496191,0.10344439,3.98064509,61.05329972,5.83406090,0.00000000,44.226986044611095,71.50573360,0.01262398,0.92777861,0.09384161,0.07861629,4.61618474,2.38217515,0.03547400,51.52516274254562,0.54182487,0.35426542,0.12449521,0.04587892,1,20.99829983,1.81843786,0.00000000,0.00708747,0.22977021,2.00061056,0.00000000,3.98064509,0.00000000,3.10988270,1.33209403,MS,0.00017258,325.00000000,70.93475476,0.00495571,0.39641104,13.96998620,0.14882485,72.48414032,64.72647215,0.02285002,56.10219483651932
5.67731125,0.90679440,10.38373926,42.17632954496981,42.883003041658654,0.12533774,0.10299433,3.98989535,60.93653355,2.74112297,0.00000000,44.09183699290528,71.37171637,0.01266898,0.93863788,0.09354899,0.07843809,4.62667727,2.40285351,0.03558275,51.35825743094882,0.54094912,0.35405939,0.12429230,0.04585421,1,20.89678103,1.81352936,0.00000000,0.00711581,0.22976709,2.00977969,0.00000000,3.98989535,0.00000000,3.11186213,1.33276191,MS,0.00017287,326.00000000,70.78744973,0.00495913,0.39644318,13.93690030,0.14869760,72.37116146,64.59979724,0.02291377,55.942938820931246
5.68256935,0.90860739,10.36264693,41.983556925989575,42.71945486665739,0.12571494,0.10257869,3.99787252,60.80564176,1.98362814,0.00000000,43.976903791994815,71.26007067,0.01271400,0.94864792,0.09326470,0.07834184,4.63205638,2.42036855,0.03569209,51.19388048071812,0.54070088,0.35387308,0.12418990,0.04584806,1,20.79824049,1.81478842,0.00000000,0.00714384,0.22968318,2.01875727,0.00000000,3.99787252,0.00000000,3.12005443,1.32843828,MS,0.00017316,327.00000000,70.66944956,0.00496495,0.39647811,13.91051619,0.14857927,72.26928109,64.47456865,0.02297809,55.776009855454156
5.68747729,0.91025598,10.34348799,41.80704459872674,42.56994830015143,0.12609351,0.10216007,4.00512632,60.66812791,1.75462979,0.00000000,43.8723503015994,71.15723676,0.01275902,0.95836246,0.09298238,0.07827647,4.63632634,2.43660526,0.03580201,51.029988747906906,0.54071487,0.35369140,0.12412822,0.04585175,1,20.70176472,1.81714603,0.00000000,0.00717154,0.22956318,2.02762619,0.00000000,4.00512632,0.00000000,3.12939032,1.32301657,MS,0.00017360,328.00000000,70.56204297,0.00497149,0.39651586,13.88607009,0.14846352,72.17333038,64.34928737,0.02304299,55.60445840002865
5.69203585,0.91180336,10.32552695,41.63981486128737,42.42863506520062,0.12647345,0.10173811,4.01193478,60.52637294,1.63260065,0.00000000,43.7741458446726,71.05928452,0.01280404,0.96787251,0.09270076,0.07822796,4.64018360,2.45194725,0.03591252,50.866168359248384,0.54088230,0.35351130,0.12408995,0.04586199,1,20.60714615,1.81961053,0.00000000,0.00719891,0.22942135,2.03640279,0.00000000,4.01193478,0.00000000,3.13887926,1.31716840,MS,0.00017389,329.00000000,70.46007665,0.00497841,0.39655643,13.86259710,0.14834907,72.08136871,64.22364781,0.02310848,55.42988073384802
5.69624988,0.91331599,10.30799585,41.47864124923208,42.29054549027449,0.12685477,0.10131373,4.01859037,60.38215935,1.58369732,0.00000000,43.67446114354343,70.96330541,0.01284907,0.97719793,0.09241894,0.07819034,4.64393484,2.46656030,0.03602362,50.70212905164667,0.54112321,0.35333071,0.12406240,0.04587206,1,20.51422177,1.82216524,0.00000000,0.00722596,0.22926831,2.04509959,0.00000000,4.01859037,0.00000000,3.14850379,1.31119557,MS,0.00017418,330.00000000,70.36136106,0.00498556,0.39659984,13.83969638,0.14823504,71.98933798,64.09743899,0.02317455,55.253832117994165
5.70012915,0.91481573,10.29064422,41.32102448752151,42.15390328416173,0.12723748,0.10088490,4.02518920,60.23610771,1.57281469,0.00000000,43.572726422128746,70.86819953,0.01289410,0.98635855,0.09213648,0.07815953,4.64785244,2.48053822,0.03613532,50.53771081454897,0.54140810,0.35314856,0.12404080,0.04588127,1,20.42287159,1.82476516,0.00000000,0.00725270,0.22910776,2.05372515,0.00000000,4.02518920,0.00000000,3.15821912,1.30536704,MS,0.00017448,331.00000000,70.26438771,0.00499288,0.39664610,13.81716589,0.14812098,71.89680321,63.97055065,0.02324121,55.076772083719426
5.70367705,0.91631244,10.27335769,41.165487622918526,42.01817847731964,0.12762158,0.10045534,4.03177476,60.08842041,1.55111796,0.00000000,43.469977555885286,70.77375186,0.01293915,0.99534263,0.09185350,0.07813364,4.65173461,2.49386929,0.03624761,50.372951465464155,0.54172989,0.35296518,0.12402418,0.04589054,1,20.33308147,1.82737876,0.00000000,0.00727912,0.22894100,2.06227792,0.00000000,4.03177476,0.00000000,3.16799345,1.29947914,MS,0.00017477,332.00000000,70.16846006,0.00500038,0.39669520,13.79504731,0.14800700,71.80432710,63.84301027,0.02330847,54.89898169193565
5.70689951,0.91781552,10.25603052,41.01086261075641,41.88266034057115,0.12800708,0.10002470,4.03838829,59.93933761,1.54188532,0.00000000,43.366260741315834,70.67954400,0.01298419,1.00415504,0.09156985,0.07811095,4.65568233,2.50658621,0.03636052,50.20779414634063,0.54207732,0.35278022,0.12401074,0.04589979,1,20.24479040,1.83001778,0.00000000,0.00730524,0.22876948,2.07076111,0.00000000,4.03838829,0.00000000,3.17783863,1.29363351,MS,0.00017507,333.00000000,70.07292734,0.00500804,0.39674717,13.77327927,0.14789296,71.71186685,63.71477884,0.02337632,54.720660374626625
5.70980241,0.91933387,10.23856327,40.85664930073601,41.746705551552765,0.12839399,0.09959334,4.04506903,59.78908251,1.54045802,0.00000000,43.260705559747414,70.58521186,0.01302925,1.01279776,0.09128542,0.07809068,4.65971262,2.51871339,0.03647402,50.04219992193363,0.54244049,0.35259347,0.12399893,0.04590825,1,20.15794655,1.83267551,0.00000000,0.00733104,0.22859454,2.07917713,0.00000000,4.04506903,0.00000000,3.18774780,1.28784663,MS,0.00017537,334.00000000,69.97749929,0.00501584,0.39680199,13.75182106,0.14777877,71.61894074,63.58583042,0.02344477,54.542011978812354
5.71239210,0.92086550,10.22098037,40.702470818363665,41.61041791791724,0.12878230,0.09916097,4.05180821,59.63761619,1.53903023,0.00000000,43.15420553603471,70.49079848,0.01307431,1.02127514,0.09100021,0.07807230,4.66385208,2.53026469,0.03658814,49.87616022334056,0.54282062,0.35240496,0.12398893,0.04591663,1,20.07251015,1.83534590,0.00000000,0.00735655,0.22841603,2.08752732,0.00000000,4.05180821,0.00000000,3.19771497,1.28214469,MS,0.00017567,335.00000000,69.88197807,0.00502379,0.39685969,13.73066026,0.14766442,71.52597928,63.45616196,0.02351383,54.36297559871049
5.71467475,0.92241152,10.20327061,40.54807555382909,41.47372671718859,0.12917202,0.09872778,4.05861068,59.48495820,1.53769959,0.00000000,43.04698824978183,70.39626637,0.01311938,1.02958859,0.09071422,0.07805549,4.66809856,2.54125021,0.03670288,49.709665732711514,0.54321665,0.35221468,0.12398057,0.04592508,1,19.98844267,1.83814317,0.00000000,0.00738176,0.22823411,2.09581298,0.00000000,4.05861068,0.00000000,3.20785406,1.27652563,MS,0.00017612,336.00000000,69.78623904,0.00503189,0.39692026,13.70979328,0.14754991,71.43308518,63.32576971,0.02358350,54.18356493221535
5.71700404,0.92181765,10.21381246,40.98193918001519,41.7524692575475,0.12956317,0.10007830,4.05599764,59.51634037,4.77362051,119.25363711,43.072957638461126,70.71182765,0.01316445,1.00759722,0.09171992,0.07938663,4.68691117,2.48889856,0.03681823,49.866493196956895,0.54873187,0.35480252,0.12571024,0.04632361,1,20.07898857,9.92397757,119.21707381,0.00740713,0.22909229,2.08767731,0.00000000,4.05599764,119.25363711,11.30107517,1.28544860,MS,0.00602459,337.00000000,70.20432932,0.00509880,0.39698371,13.84858567,0.14872771,71.58154796,63.48301839,0.02365378,54.3189167208726
5.71977998,0.92101768,10.22206764,41.217573433803814,41.93736707721539,0.12995578,0.10138124,4.05247781,59.66119191,8.47844385,119.60242405,43.171841341193726,70.87677346,0.01320953,0.99471178,0.09270307,0.08011012,4.69736128,2.46589284,0.03693422,50.0430497116383,0.54995724,0.35742115,0.12682050,0.04671038,1,20.16411777,8.43245921,119.56370309,0.00743318,0.23060065,2.07967112,0.00000000,4.05247781,119.60242405,9.81716156,1.28579128,MS,0.00603402,338.00000000,70.38490234,0.00513937,0.39705014,13.91493421,0.14988361,71.72035166,63.64071479,0.02372469,54.50082859511749
5.72304928,0.92038256,10.22860476,41.40707563253873,42.089091288540594,0.13034812,0.10258574,4.04968326,59.82525805,9.49996684,120.05348881,43.258481570389684,71.01284621,0.01325461,0.98345137,0.09368202,0.08072910,4.72258929,2.44793450,0.03704911,50.220059895433444,0.55036186,0.36004519,0.12781219,0.04708309,1,20.24631006,8.21797890,120.00943332,0.00745989,0.23223300,2.07193087,0.00000000,4.04968326,120.05348881,9.58959024,1.30066321,MS,0.00605095,339.00000000,70.52549241,0.00517599,0.39710085,13.97061364,0.15103519,71.84846749,63.79673207,0.02379450,54.69503493019666
5.72660609,0.91968754,10.23589526,41.57845843992472,42.232150279705884,0.13074366,0.10376603,4.04662519,59.99531142,9.83883901,120.38385332,43.35254222420762,71.13789214,0.01329970,0.97310585,0.09466142,0.08132381,4.75018306,2.43247950,0.03716635,50.39830432071242,0.55050623,0.36268799,0.12877213,0.04744832,1,20.32657690,8.00721501,120.33539905,0.00748717,0.23391585,2.06435689,0.00000000,4.04662519,120.38385332,9.40680097,1.31781489,MS,0.00604930,340.00000000,70.65231610,0.00521093,0.39717270,14.02054627,0.15218863,71.97014281,63.95147745,0.02386666,54.89382296178399
5.73047427,0.91888707,10.24442720,41.74580298781313,42.37482756340841,0.13114069,0.10494232,4.04310311,60.16818142,10.02103964,120.93255368,43.45244745472336,71.25897111,0.01334478,0.96340023,0.09564599,0.08191159,4.77707224,2.41866996,0.03728423,50.57869444151508,0.55053991,0.36535662,0.12972475,0.04781315,1,20.40561976,7.85982112,120.87602901,0.00751498,0.23563187,2.05688988,0.00000000,4.04310311,120.93255368,9.26702521,1.33421762,MS,0.00607238,341.00000000,70.77404794,0.00524491,0.39724732,14.06735689,0.15334789,72.08972221,64.10611445,0.02393944,55.09525054032864
5.73476078,0.91800001,10.25398092,41.91209930247378,42.51818309935316,0.13153584,0.10611654,4.03920005,60.34368257,10.19190748,121.28922627,43.55578962830714,71.37782308,0.01338988,0.95433823,0.09663560,0.08248490,4.80281894,2.40652258,0.03739938,50.761303016234685,0.55044793,0.36804649,0.13066574,0.04818084,1,20.48335258,7.70782912,121.23040443,0.00754327,0.23738075,2.04954160,0.00000000,4.03920005,121.28922627,9.08252602,1.34944303,MS,0.00608181,342.00000000,70.89224205,0.00527785,0.39728898,14.11213432,0.15451137,72.20913066,64.26107939,0.02400950,55.298711289051774
5.73916537,0.91697852,10.26512060,42.07765486456171,42.662420072229295,0.13193520,0.10728664,4.03470549,60.51859793,10.26976788,121.52796084,43.66298278269461,71.49303976,0.01343497,0.94584191,0.09762636,0.08306394,4.82743010,2.39566443,0.03751788,50.94376707154304,0.55033640,0.37075332,0.13160953,0.04854559,1,20.55972965,7.55951883,121.47040117,0.00757198,0.23914379,2.04232269,0.00000000,4.03470549,121.52796084,8.97415718,1.36349893,MS,0.00608213,343.00000000,71.00678667,0.00531006,0.39736223,14.15340486,0.15567785,72.32504327,64.41429101,0.02408291,55.50129374536691
5.74377836,0.91583984,10.27764677,42.24484788234922,42.808875340745594,0.13233598,0.10845744,4.02969531,60.69342337,10.34142016,121.86802642,43.773441493541114,71.60659315,0.01348007,0.93785283,0.09862083,0.08364439,4.85093534,2.38599469,0.03763694,51.12690192885285,0.55019480,0.37347938,0.13255522,0.04891083,1,20.63503514,7.43995666,121.80732635,0.00760109,0.24092416,2.03520889,0.00000000,4.02969531,121.86802642,8.86137121,1.37642003,MS,0.00608171,344.00000000,71.11955228,0.00534157,0.39743743,14.19236280,0.15684867,72.43950142,64.56672319,0.02415687,55.70343687717091
5.74857072,0.91461454,10.29121585,42.41278274612247,42.956504050156504,0.13273820,0.10962594,4.02430396,60.86831503,10.45153640,122.37131876,43.885876805756155,71.71843240,0.01352517,0.93028072,0.09962002,0.08422647,4.87341917,2.37730811,0.03775658,51.31049899791665,0.55001957,0.37622547,0.13350242,0.04927595,1,20.70949667,7.36214652,122.30413098,0.00763055,0.24272304,2.02818514,0.00000000,4.02430396,122.37131876,8.79037311,1.38829106,MS,0.00610063,345.00000000,71.23065084,0.00537254,0.39751459,14.22942325,0.15802483,72.55218839,64.71844507,0.02423141,55.90535972503662
5.75352033,0.91330636,10.30579097,42.581586295958125,43.10544060397832,0.13314185,0.11079574,4.01854800,61.04261096,10.51648328,122.74920544,44.00042286146945,71.82882482,0.01357028,0.92309865,0.10062301,0.08481062,4.89516243,2.36950851,0.03787679,51.494091108356585,0.54982488,0.37898884,0.13445228,0.04964166,1,20.78306722,7.28040089,122.67944421,0.00766034,0.24453656,2.02125825,0.00000000,4.01854800,122.74920544,8.71547528,1.39939078,MS,0.00611031,346.00000000,71.34024892,0.00540303,0.39759371,14.26475102,0.15920543,72.66353544,64.86919086,0.02430651,56.106379861003056
5.75860677,0.91192431,10.32127478,42.75116573441182,43.25556946442831,0.13354694,0.11196642,4.01246696,61.21603188,10.57604005,123.13018545,44.116924073843705,71.93795442,0.01361538,0.91626529,0.10162976,0.08539740,4.91618511,2.36248463,0.03799757,51.677426185214905,0.54961805,0.38176862,0.13540558,0.05000817,1,20.85580905,7.21120098,123.05779928,0.00769044,0.24636304,2.01442514,0.00000000,4.01246696,123.13018545,8.65315934,1.40974139,MS,0.00612002,347.00000000,71.44855851,0.00543310,0.39767480,14.29855477,0.16039041,72.77368064,65.01888006,0.02438219,56.30623067778443
5.76381014,0.91048925,10.33743585,42.920003228281075,43.405409629831794,0.13395348,0.11313641,4.00615270,61.38893386,10.66182662,123.49950039,44.23395429615394,72.04499000,0.01366050,0.90977579,0.10263972,0.08598405,4.93651858,2.35625658,0.03811894,51.860197240863656,0.54937755,0.38456302,0.13635817,0.05037412,1,20.92772092,7.14858759,123.42329099,0.00772082,0.24820485,2.00768763,0.00000000,4.00615270,123.49950039,8.59746613,1.41937435,MS,0.00612089,348.00000000,71.55467392,0.00546272,0.39775786,14.33071460,0.16157925,72.88191504,65.16735315,0.02445844,56.505067750066154
5.76893998,0.91396045,10.29801980,42.46298248165082,43.06811715926158,0.13436147,0.11261524,4.02142598,61.33482922,6.07118926,0.00000000,44.094275003736286,71.80950995,0.01370561,0.92362154,0.10228491,0.08533117,4.94869031,2.38876881,0.03824089,51.68257934288061,0.54566852,0.38424906,0.13565174,0.05032057,1,20.82300543,1.99713862,0.00000000,0.00775123,0.24859733,2.01724177,0.00000000,4.02142598,0.00000000,3.45297347,1.42081574,MS,0.00017968,349.00000000,71.24699238,0.00545513,0.39784288,14.26518648,0.16140396,72.76339977,65.03271362,0.02453528,56.38322014796358
5.77376619,0.91603874,10.27432495,42.23685083179432,42.87828642885578,0.13477090,0.11212731,4.03057045,61.21433832,2.77864833,0.00000000,43.96457915091274,71.67978951,0.01375074,0.93393106,0.10196881,0.08517110,4.96009122,2.40792865,0.03836342,51.516303476216265,0.54498091,0.38402778,0.13546304,0.05029194,1,20.72492122,1.99265930,0.00000000,0.00778136,0.24856474,2.02624834,0.00000000,4.03057045,0.00000000,3.45541911,1.42167254,MS,0.00018001,350.00000000,71.10207185,0.00545993,0.39792989,14.23213451,0.16126800,72.65817376,64.90595098,0.02461268,56.22385782953179
5.77826009,0.91784868,10.25368831,42.04704417372589,42.71689620884966,0.13518175,0.11167400,4.03853419,61.08086652,2.02378441,0.00000000,43.85058445294086,71.57031133,0.01379587,0.94344744,0.10166095,0.08509508,4.96609378,2.42412242,0.03848653,51.3523140943279,0.54487237,0.38382607,0.13537443,0.05027935,1,20.62959370,1.99453961,0.00000000,0.00781115,0.24845164,2.03507629,0.00000000,4.03853419,0.00000000,3.46425767,1.41725504,MS,0.00018034,351.00000000,70.98461756,0.00546714,0.39801893,14.20534090,0.16114092,72.56156628,64.78046575,0.02469066,56.05751467797698
5.78241798,0.91953811,10.23445231,41.87363741926601,42.5661556973396,0.13559404,0.11122000,4.04596769,60.94204747,1.82118849,0.00000000,43.737846111459696,71.46760752,0.01384101,0.95268307,0.10135471,0.08505160,4.97092014,2.43915261,0.03861023,51.188649233747775,0.54497225,0.38362814,0.13532068,0.05026907,1,20.53615748,1.99739877,0.00000000,0.00784061,0.24830747,2.04380576,0.00000000,4.04596769,0.00000000,3.47411159,1.41166918,MS,0.00018067,352.00000000,70.87742059,0.00547503,0.39811002,14.18026088,0.16101609,72.46616076,64.65482492,0.02476922,55.88766892336239
5.78624246,0.92109938,10.21669702,41.70732401883425,42.42493941675278,0.13600776,0.11075308,4.05283726,60.79851259,1.71496919,0.00000000,43.63860507932975,71.37025325,0.01388615,0.96175528,0.10104893,0.08502256,4.97542245,2.45336426,0.03873451,51.02496377525236,0.54524255,0.38343126,0.13529464,0.05027208,1,20.44443302,2.00047186,0.00000000,0.00786974,0.24813662,2.05245098,0.00000000,4.05283726,0.00000000,3.48421595,1.40574199,MS,0.00018100,353.00000000,70.77439117,0.00548327,0.39820316,14.15603600,0.16089235,72.37800385,64.52877669,0.02484836,55.71406295288908
5.78974085,0.92262090,10.19941921,41.54744008653935,42.28721763245441,0.13642292,0.11028437,4.05953197,60.65248391,1.65536622,0.00000000,43.538044132299945,71.27498369,0.01393131,0.97065465,0.10074306,0.08500567,4.97991640,2.46687656,0.03885939,50.86108418375852,0.54558893,0.38323412,0.13528066,0.05027499,1,20.35430252,2.00361305,0.00000000,0.00789853,0.24795346,2.06102042,0.00000000,4.05953197,0.00000000,3.49442403,1.39978492,MS,0.00018133,354.00000000,70.67479824,0.00549176,0.39829835,14.13239222,0.16076914,72.28978588,64.40219909,0.02492808,55.53889083765334
5.79291731,0.92412396,10.18237807,41.39155755921103,42.151427439625174,0.13683952,0.10981331,4.06614542,60.50449657,1.62446522,0.00000000,43.436028979252505,71.18089748,0.01397647,0.97938816,0.10043673,0.08499688,4.98435295,2.47974599,0.03898487,50.69690245884523,0.54598630,0.38303590,0.13527439,0.05027751,1,20.26568856,2.00680535,0.00000000,0.00792700,0.24776151,2.06951889,0.00000000,4.06614542,0.00000000,3.50471918,1.39374687,MS,0.00018168,355.00000000,70.57727773,0.00550045,0.39839561,14.10920211,0.16064612,72.20134963,64.27501420,0.02500840,55.36261471059895
5.79577751,0.92562562,10.16538230,41.23735727244029,42.01637313950401,0.13725758,0.10934085,4.07275272,60.35496935,1.60861061,0.00000000,43.33320660896288,71.08733323,0.01402164,0.98795741,0.10012978,0.08499255,4.98883218,2.49200819,0.03911094,50.53235763391679,0.54641598,0.38283620,0.13527267,0.05028012,1,20.17853047,2.01000973,0.00000000,0.00795514,0.24756353,2.07794968,0.00000000,4.07275272,0.00000000,3.51506209,1.38772670,MS,0.00018201,356.00000000,70.48059389,0.00550932,0.39849492,14.08639594,0.16052311,72.11295375,64.14718001,0.02508930,55.185627688815806
5.79832726,0.92713432,10.14833860,41.084016324390525,41.88144874273261,0.13767708,0.10886727,4.07939100,60.20411204,1.60119625,0.00000000,43.22932975257437,70.99394977,0.01406682,0.99636491,0.09982208,0.08499135,4.99338423,2.50368811,0.03923761,50.36741190058463,0.54686844,0.38263479,0.13527388,0.05028252,1,20.09277815,2.01323031,0.00000000,0.00798297,0.24736092,2.08631518,0.00000000,4.07939100,0.00000000,3.52545664,1.38175384,MS,0.00018235,357.00000000,70.38429402,0.00551835,0.39859629,14.06393137,0.16040000,72.02443637,64.01867155,0.02517079,55.00811732178524
5.80057240,0.92865575,10.13118526,40.930802412552694,41.74623435361798,0.13809805,0.10839265,4.08608528,60.05206865,1.60030419,0.00000000,43.12449122011438,70.90050596,0.01411201,1.00461355,0.09951358,0.08499213,4.99802643,2.51480745,0.03936489,50.202033963745954,0.54733698,0.38243151,0.13527687,0.05028474,1,20.00838537,2.01646327,0.00000000,0.00801048,0.24715463,2.09461751,0.00000000,4.08608528,0.00000000,3.53589881,1.37584530,MS,0.00018269,358.00000000,70.28797998,0.00552753,0.39869973,14.04177433,0.16027672,71.93580775,63.88946866,0.02525288,54.830205813819646
5.80251884,0.93019074,10.11391522,40.777549045523514,41.61063512644968,0.13852048,0.10791703,4.09283924,59.89887521,1.60075466,0.00000000,43.0187151955621,70.80693724,0.01415720,1.01270695,0.09920423,0.08499458,5.00277219,2.52538291,0.03949277,50.036211563708434,0.54781980,0.38222632,0.13528135,0.05028677,1,19.92531443,2.01959537,0.00000000,0.00803768,0.24694497,2.10285806,0.00000000,4.09283924,0.00000000,3.54627514,1.37001418,MS,0.00018290,359.00000000,70.19155163,0.00553685,0.39880522,14.01990356,0.16015324,71.84706052,63.75956519,0.02533556,54.6519091902682
5.80417249,0.93174090,10.09651141,40.62409665558532,41.474568042666995,0.13894438,0.10744059,4.09965996,59.74454971,1.60167190,0.00000000,42.91204569962848,70.71320631,0.01420241,1.02064522,0.09889403,0.08499849,5.00762767,2.53542119,0.03962126,49.869934171424994,0.54831586,0.38201923,0.13528712,0.05028863,1,19.84352925,2.02299903,0.00000000,0.00806457,0.24673210,2.11103811,0.00000000,4.09965996,0.00000000,3.55695785,1.36426664,MS,0.00018343,360.00000000,70.09493777,0.00554631,0.39891277,13.99832295,0.16002956,71.75821175,63.62895631,0.02541885,54.473246541873536
5.80540601,0.93091994,10.10947859,41.043380486297956,41.74387760184363,0.13938107,0.10889535,4.09604774,59.77518690,5.17944027,129.46364731,42.93826824995021,71.01101030,0.01424762,0.99873952,0.09997787,0.08645588,5.02772221,2.48289412,0.03976168,50.021487890215724,0.55383680,0.38481788,0.13716132,0.05070543,1,19.93484688,10.87233467,129.32971609,0.00809164,0.24765656,2.10271856,0.00000000,4.09604774,129.46364731,12.54866695,1.37373204,MS,0.00630858,361.00000000,70.48892920,0.00561819,0.39913595,14.12966710,0.16130554,71.90119067,63.77999129,0.02551406,54.60593305107
