t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
733,1,MS,10,1,7170.51204097,7170.51204097,0.00333894
734,1,MS,10,1,7170.51537991,7170.51537991,0.00333894
735,1,MS,10,1,7170.51871885,7170.51871885,0.00333894
736,1,MS,10,1,7170.52205779,7170.52205779,0.00333894
737,1,MS,10,1,7170.52539673,7170.52539673,0.00333894
738,1,MS,10,1,7170.52873567,7170.52873567,0.00333894
739,1,MS,10,1,7170.53207461,7170.53207461,0.00333894
740,1,MS,10,1,7170.53541355,7170.53541355,0.00333894
741,1,MS,10,1,7170.53875249,7170.53875249,0.00333894
742,1,MS,10,1,7170.54209143,7170.54209143,0.00333894
743,1,MS,10,1,7170.54543037,7170.54543037,0.00333894
744,1,MS,10,1,7170.54876931,7170.54876931,0.00333894
745,1,MS,10,1,7170.55210825,7170.55210825,0.00333894
746,1,MS,10,1,7170.55544719,7170.55544719,0.00333894
747,1,MS,10,1,7170.55878613,7170.55878613,0.00333894
748,1,MS,10,1,7170.56212507,7170.56212507,0.00333894
749,1,MS,10,1,7170.56546401,7170.56546401,0.00333894
750,1,MS,10,1,7170.56880295,7170.56880295,0.00333894
751,1,MS,10,1,7170.57214189,7170.57214189,0.00333894
752,1,MS,10,1,7170.57548083,7170.57548083,0.00333894
753,1,MS,10,1,7170.57881976,7170.57881976,0.00333894
754,1,MS,10,1,7170.58215870,7170.58215870,0.00333894
755,1,MS,10,1,7170.58549764,7170.58549764,0.00333894
756,1,MS,10,1,7170.58883658,7170.58883658,0.00333894
757,1,MS,10,1,7170.59217552,7170.59217552,0.00333894
758,1,MS,10,1,7170.59551446,7170.59551446,0.00333894
759,1,MS,10,1,7170.59885340,7170.59885340,0.00333894
760,1,MS,10,1,7170.60219234,7170.60219234,0.00333894
761,1,MS,10,1,7170.60553128,7170.60553128,0.00333894
762,1,MS,10,1,7170.60887022,7170.60887022,0.00333894
763,1,MS,10,1,7170.61220916,7170.61220916,0.00333894
764,1,MS,10,1,7170.61554810,7170.61554810,0.00333894
765,1,MS,10,1,7170.61888704,7170.61888704,0.00333894
766,1,MS,10,1,7170.62222598,7170.62222598,0.00333894
767,1,MS,10,1,7170.62556492,7170.62556492,0.00333894
768,1,MS,10,1,7170.62890386,7170.62890386,0.00333894
769,1,MS,10,1,7170.63224280,7170.63224280,0.00333894
770,1,MS,10,1,7170.63558174,7170.63558174,0.00333894
771,1,MS,10,1,7170.63892068,7170.63892068,0.00333894
772,1,MS,10,1,7170.64225962,7170.64225962,0.00333894
773,1,MS,10,1,7170.64559856,7170.64559856,0.00333894
774,1,MS,10,1,7170.64893750,7170.64893750,0.00333894
775,1,MS,10,1,7170.65227644,7170.65227644,0.00333894
776,1,MS,10,1,7170.65561538,7170.65561538,0.00333894
777,1,MS,10,1,7170.65895432,7170.65895432,0.00333894
778,1,MS,10,1,7170.66229326,7170.66229326,0.00333894
779,1,MS,10,1,7170.66563220,7170.66563220,0.00333894
780,1,MS,10,1,7170.66897114,7170.66897114,0.00333894
781,1,MS,10,1,7170.67231008,7170.67231008,0.00333894
782,1,MS,10,1,7170.67564902,7170.67564902,0.00333894
783,1,MS,10,1,7170.67898796,7170.67898796,0.00333894
784,1,MS,10,1,7170.68232690,7170.68232690,0.00333894
785,1,MS,10,1,7170.68566583,7170.68566583,0.00333894
786,1,MS,10,1,7170.68900477,7170.68900477,0.00333894
787,1,MS,10,1,7170.69234371,7170.69234371,0.00333894
788,1,MS,10,1,7170.69568265,7170.69568265,0.00333894
789,1,MS,10,1,7170.69902159,7170.69902159,0.00333894
790,1,MS,10,1,7170.70236053,7170.70236053,0.00333894
791,1,MS,10,1,7170.70569947,7170.70569947,0.00333894
792,1,MS,10,1,7170.70903841,7170.70903841,0.00333894
793,1,MS,10,1,7170.71237735,7170.71237735,0.00333894
794,1,MS,10,1,7170.71571629,7170.71571629,0.00333894
795,1,MS,10,1,7170.71905523,7170.71905523,0.00333894
796,1,MS,10,1,7170.72239417,7170.72239417,0.00333894
797,1,MS,10,1,7170.72573311,7170.72573311,0.00333894
798,1,MS,10,1,7170.72907205,7170.72907205,0.00333894
799,1,MS,10,1,7170.73241099,7170.73241099,0.00333894
800,1,MS,10,1,7170.73574993,7170.73574993,0.00333894
801,1,MS,10,1,7170.73908887,7170.73908887,0.00333894
802,1,MS,10,1,7170.74242781,7170.74242781,0.00333894
803,1,MS,10,1,7170.74576675,7170.74576675,0.00333894
804,1,MS,10,1,7170.74910569,7170.74910569,0.00333894
805,1,MS,10,1,7170.75244463,7170.75244463,0.00333894
806,1,MS,10,1,7170.75578357,7170.75578357,0.00333894
807,1,MS,10,1,7170.75912251,7170.75912251,0.00333894
808,1,MS,10,1,7170.76246145,7170.76246145,0.00333894
809,1,MS,10,1,7170.76580039,7170.76580039,0.00333894
810,1,MS,10,1,7170.76913933,7170.76913933,0.00333894
811,1,MS,10,1,7170.77247827,7170.77247827,0.00333894
812,1,MS,10,1,7170.77581721,7170.77581721,0.00333894
