N_tot,S_Proteins,Proteins_N_Mass,mstruct,R_residual,Total_Organic_Nitrogen,S_grain_structure,proteins,Unloading_Amino_Acids,Conc_Amino_Acids,RGR_Structure,Conc_Sucrose,Respi_growth,S_cytokinins,S_grain_starch,synthetized_mstruct,age_from_flowering,Export_Amino_Acids,WSC_g,nitrates,plant,Conc_cytokinins,starch,amino_acids,S_Amino_Acids,organ,N_exudation,senesced_mstruct,regul_transpiration,sucrose,HATS_LATS,AA_consumption_mstruct,axis,Export_Nitrates,t,R_Nnit_upt,Export_cytokinins,R_grain_growth_starch,R_grain_growth_struct,R_Nnit_red,Conc_Nitrates,sum_respi,Uptake_Nitrates,Dry_Mass,sucrose_consumption_mstruct,Unloading_Sucrose,Nstruct,structure,cytokinins,C_exudation
0.00311163,NA,NA,NA,NA,NA,NA,NA,NA,740.9147068002983,NA,2115.3324986596103,NA,NA,NA,NA,NA,NA,0.1740499278945374,NA,1,NA,NA,222.25944868,NA,phloem,NA,NA,NA,6091.74747631,NA,NA,MS,NA,545.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00147372,NA,NA,0.17239067,0.46845125,67.65289558,NA,NA,0.48012547,28.171959469260127,NA,2114.787607255082,6.32741079,1.19245110,NA,NA,NA,0.19493002,0.12499530760973789,37.61252950,1,50.22251017205553,NA,6.07072862,1.58480228,roots,0.00365212,0.00000000,0.00019821,4374.83576634,5.45375569,0.18322618,MS,0.13419240,545.00000000,1.01822271,0.01031701,NA,NA,0.54094614,218.1819355614537,2.02461825,2.56479273,NA,18.37392144,13.15940948,0.00086215,NA,8.65789205,2.63188190
0.00308703,NA,NA,NA,NA,NA,NA,NA,NA,732.4934609738541,NA,2099.2422937481824,NA,NA,NA,NA,NA,NA,0.17333064542875629,NA,1,NA,NA,220.50241482,NA,phloem,NA,NA,NA,6066.57259001,NA,NA,MS,NA,546.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00150953,NA,NA,0.17290520,0.47110247,68.06787396,NA,NA,0.42741705,29.157920425441382,NA,2098.752617940605,6.34591065,1.20391589,NA,NA,NA,0.20302775,0.12441779752670373,39.75594157,1,51.21046566981053,NA,6.30194511,1.58573644,roots,0.00340358,0.00000000,0.00019887,4354.62291343,5.41717009,0.18376189,MS,0.14231161,546.00000000,1.00972425,0.01058648,NA,NA,0.54288051,229.92912526413917,2.02083514,2.54338603,NA,18.42764247,11.75931132,0.00086472,NA,8.85455585,2.35186226
0.00306250,NA,NA,NA,NA,NA,NA,NA,NA,724.1363708292645,NA,2083.167900777339,NA,NA,NA,NA,NA,NA,0.17260561634411373,NA,1,NA,NA,218.74987847,NA,phloem,NA,NA,NA,6041.19657204,NA,NA,MS,NA,547.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00154471,NA,NA,0.17342124,0.47364187,68.46760948,NA,NA,0.41513250,30.06497649020387,NA,2082.6877649506614,6.36445356,1.21424348,NA,NA,NA,0.21078337,0.12383392787397243,41.86889364,1,52.20496221423731,NA,6.51738179,1.58654210,roots,0.00344792,0.00000000,0.00019964,4334.18747559,5.38108860,0.18429885,MS,0.15045692,547.00000000,1.00131906,0.01086629,NA,NA,0.54477739,241.42887129594948,2.01697305,2.52221426,NA,18.48148850,11.46467841,0.00086730,NA,9.05344915,2.29293568
0.00303797,NA,NA,NA,NA,NA,NA,NA,NA,715.830582933247,NA,2067.113153798792,NA,NA,NA,NA,NA,NA,0.17187513237733104,NA,1,NA,NA,216.99806217,NA,phloem,NA,NA,NA,6015.62963321,NA,NA,MS,NA,548.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00157934,NA,NA,0.17393878,0.47611393,68.85840338,NA,NA,0.39254876,30.922781282204735,NA,2066.654781523749,6.38304002,1.22359212,NA,NA,NA,0.21817188,0.12324734199183505,43.95177201,1,53.20493797496682,NA,6.72333861,1.58723996,roots,0.00339225,0.00000000,0.00020031,4313.65696971,5.34550661,0.18483707,MS,0.15847022,548.00000000,0.99301233,0.01114464,NA,NA,0.54664352,252.68529350419303,2.01306767,2.50129049,NA,18.53546099,10.88225359,0.00086989,NA,9.25440207,2.17645072
0.00301348,NA,NA,NA,NA,NA,NA,NA,NA,707.5807995406269,NA,2051.0944364598377,NA,NA,NA,NA,NA,NA,0.17114053670067333,NA,1,NA,NA,215.24847537,NA,phloem,NA,NA,NA,5989.91878452,NA,NA,MS,NA,549.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00161340,NA,NA,0.17445784,0.47850626,69.23849866,NA,NA,0.38721464,31.723687401551473,NA,2050.6379288709195,6.40167137,1.23208995,NA,NA,NA,0.22578262,0.12265709315104163,46.00449286,1,54.20929734636395,NA,6.91805731,1.58784562,roots,0.00347285,0.00000000,0.00020146,4292.99826029,5.31042539,0.18537658,MS,0.16682613,549.00000000,0.98480223,0.01145446,NA,NA,0.54848398,263.69977971351835,2.00916564,2.48061014,NA,18.58956385,10.77538046,0.00087249,NA,9.45723669,2.15507609
0.00298899,NA,NA,NA,NA,NA,NA,NA,NA,699.3799725017301,NA,2035.124188813509,NA,NA,NA,NA,NA,NA,0.17040286120807166,NA,1,NA,NA,213.49906108,NA,phloem,NA,NA,NA,5964.10014228,NA,NA,MS,NA,550.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00164694,NA,NA,0.17497840,0.48084071,69.61100426,NA,NA,0.38805436,32.48238796408958,NA,2034.6622451539108,6.42034703,1.23984667,NA,NA,NA,0.23265766,0.12206466968699689,48.02774406,1,55.21736572462853,NA,7.10464552,1.58837241,roots,0.00360542,0.00000000,0.00020214,4272.26343904,5.27583607,0.18591739,MS,0.17475299,550.00000000,0.97668938,0.01174192,NA,NA,0.55030312,274.47812323777293,2.00526012,2.46017477,NA,18.64379539,10.84030570,0.00087509,NA,9.66184655,2.16806114
0.00296448,NA,NA,NA,NA,NA,NA,NA,NA,691.2246934778901,NA,2019.1975458473385,NA,NA,NA,NA,NA,NA,0.16966169829496314,NA,1,NA,NA,211.74884792,NA,phloem,NA,NA,NA,5938.15944032,NA,NA,MS,NA,551.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00167999,NA,NA,0.17550049,0.48312836,69.97749822,NA,NA,0.37880159,33.20642564623325,NA,2018.7422018750356,6.43906750,1.24695250,NA,NA,NA,0.23936384,0.1214709420484055,50.02182174,1,56.22842437519312,NA,7.28468001,1.58883098,roots,0.00364035,0.00000000,0.00020283,4251.48297169,5.24173482,0.18645948,MS,0.18262703,551.00000000,0.96867427,0.01203334,NA,NA,0.55210442,285.02382790014224,2.00137677,2.43998558,NA,18.69815701,10.62288778,0.00087770,NA,9.86811609,2.12457756
0.00293998,NA,NA,NA,NA,NA,NA,NA,NA,683.1172792335332,NA,2003.3275952077472,NA,NA,NA,NA,NA,NA,0.1689181483724294,NA,1,NA,NA,209.99861042,NA,phloem,NA,NA,NA,5912.13519304,NA,NA,MS,NA,552.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00171254,NA,NA,0.17602410,0.48536247,70.33702960,NA,NA,0.38033168,33.89176158188545,NA,2002.8659038580543,6.45783300,1.25348352,NA,NA,NA,0.24586798,0.12087519987999706,51.98701565,1,57.24184271303302,NA,7.45720850,1.58922984,roots,0.00377478,0.00000000,0.00020352,4230.63199580,5.20811778,0.18700289,MS,0.19044872,552.00000000,0.96075455,0.01232865,NA,NA,0.55389065,295.3403307946331,1.99752671,2.42003664,NA,18.75264942,10.70755793,0.00088032,NA,10.07594379,2.14151159
0.00299533,NA,NA,NA,NA,NA,NA,NA,NA,693.5465130781292,NA,2014.054293485419,NA,NA,NA,NA,NA,NA,0.17041788085319762,NA,1,NA,NA,213.95201975,NA,phloem,NA,NA,NA,5964.62582986,NA,NA,MS,NA,553.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00160483,NA,NA,0.17654923,0.46252379,67.03145095,NA,NA,12.83269068,17.96250128105119,NA,2000.9715699301196,6.47664306,1.23639756,NA,NA,NA,3.96408226,0.12112114098491102,47.59907547,1,55.83711801898101,NA,3.96408226,1.58768447,roots,0.06690664,0.00000000,0.00730507,4239.23993447,5.25421177,0.18754758,MS,6.25886513,553.00000000,0.96905069,0.43294464,NA,NA,0.55500286,269.6079436353053,2.00938617,2.44093374,NA,18.80727122,357.75403463,0.00088294,NA,9.85800032,71.55080693
0.00303264,NA,NA,NA,NA,NA,NA,NA,NA,699.7325752110246,NA,2025.9870493092228,NA,NA,NA,NA,NA,NA,0.1720286348583881,NA,1,NA,NA,216.61722195,NA,phloem,NA,NA,NA,6021.00222004,NA,NA,MS,NA,554.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00154440,NA,NA,0.17707593,0.45940435,66.55788291,NA,NA,14.91094724,14.919741103085386,NA,2010.949858490907,6.49590948,1.21903276,NA,NA,NA,3.30240875,0.1220882782937435,43.75633642,1,54.473328535665466,NA,3.30240875,1.58620801,roots,0.06406190,0.00000000,0.00732568,4273.08974028,5.29082317,0.18810549,MS,5.76981058,554.00000000,0.97689720,0.42482543,NA,NA,0.55614093,247.1049396651845,1.99571120,2.46069823,NA,18.86321821,414.45848878,0.00088558,NA,9.64591518,82.89169776
0.00305933,NA,NA,NA,NA,NA,NA,NA,NA,703.4229006710432,NA,2038.2692963388313,NA,NA,NA,NA,NA,NA,0.17367856388257383,NA,1,NA,NA,218.52341118,NA,phloem,NA,NA,NA,6078.74973589,NA,NA,MS,NA,555.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00149806,NA,NA,0.17760422,0.45997061,66.61461242,NA,NA,15.43189873,14.281026447990849,NA,2022.8191025405686,6.51557946,1.20152528,NA,NA,NA,3.17046317,0.12317527016680237,40.38934222,1,53.14850068275649,NA,3.17046317,1.58469505,roots,0.06313887,0.00000000,0.00734639,4311.13445584,5.31945165,0.18867508,MS,5.34088279,555.00000000,0.98348073,0.41690493,NA,NA,0.55726808,227.41206657507783,2.00032770,2.47728144,NA,18.92033712,429.27505952,0.00088822,NA,9.43939790,85.85501190
0.00307912,NA,NA,NA,NA,NA,NA,NA,NA,705.4985881632061,NA,2050.9404274498893,NA,NA,NA,NA,NA,NA,0.1753714028024404,NA,1,NA,NA,219.93719929,NA,phloem,NA,NA,NA,6137.99909809,NA,NA,MS,NA,556.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00145954,NA,NA,0.17813411,0.46140687,66.79614952,NA,NA,15.65581906,14.203915730356098,NA,2035.3431725692171,6.53535990,1.18413063,NA,NA,NA,3.16275239,0.12430767378653236,37.45657061,1,51.86957125725518,NA,3.16275239,1.58315340,roots,0.06352331,0.00000000,0.00733976,4350.76858253,5.34111064,0.18924787,MS,4.94859818,556.00000000,0.98884705,0.40771848,NA,NA,0.55838698,210.27174527618695,2.00738690,2.49079863,NA,18.97777676,436.92201038,0.00089087,NA,9.23974001,87.38440208
0.00309405,NA,NA,NA,NA,NA,NA,NA,NA,706.4110050730008,NA,2063.7535949389066,NA,NA,NA,NA,NA,NA,0.17709377170057553,NA,1,NA,NA,221.00378543,NA,phloem,NA,NA,NA,6198.28200952,NA,NA,MS,NA,557.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00142633,NA,NA,0.17866562,0.46299515,66.99934026,NA,NA,15.75413975,14.221517972081042,NA,2048.1097619717807,6.55521423,1.16686589,NA,NA,NA,3.17612033,0.12546061434722666,34.88140522,1,50.624410680932655,NA,3.17612033,1.58157911,roots,0.06391721,0.00000000,0.00736677,4391.12150215,5.35708785,0.18982281,MS,4.62534205,557.00000000,0.99318413,0.40058742,NA,NA,0.55949613,195.23289391405595,2.01427127,2.50172324,NA,19.03543096,441.84130506,0.00089353,NA,9.04484151,88.36826101
0.00310510,NA,NA,NA,NA,NA,NA,NA,NA,706.4538952919029,NA,2076.9401297573168,NA,NA,NA,NA,NA,NA,0.17885095848820184,NA,1,NA,NA,221.79304822,NA,phloem,NA,NA,NA,6259.78354709,NA,NA,MS,NA,558.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00139770,NA,NA,0.17919873,0.46466473,67.21360955,NA,NA,15.80414607,14.285770923274578,NA,2061.2787325099193,6.57513052,1.14988266,NA,NA,NA,3.19999009,0.12664407095887995,32.62200562,1,49.413538630686155,NA,3.19999009,1.57998862,roots,0.06440330,0.00000000,0.00738857,4432.54248356,5.36816552,0.19039953,MS,4.33853658,558.00000000,0.99664938,0.39333262,NA,NA,0.56060128,182.04372767049634,2.02043410,2.51045185,NA,19.09326513,446.04884753,0.00089619,NA,8.85484359,89.20976951
0.00311290,NA,NA,NA,NA,NA,NA,NA,NA,705.7506053033244,NA,2090.2962933624376,NA,NA,NA,NA,NA,NA,0.18063316115815226,NA,1,NA,NA,222.35029117,NA,phloem,NA,NA,NA,6322.16064054,NA,NA,MS,NA,559.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00137280,NA,NA,0.17973347,0.46628274,67.42015559,NA,NA,15.80177769,14.3125613124715,NA,2074.6527439976367,6.59511316,1.13328703,NA,NA,NA,3.21555795,0.12784612929126615,30.63694714,1,48.23495270291199,NA,3.21555795,1.57839141,roots,0.06457501,0.00000000,0.00741408,4474.61452519,5.37504741,0.19097818,MS,4.08860844,559.00000000,0.99934805,0.38642688,NA,NA,0.56170575,170.45765912558034,2.02590805,2.51724950,NA,19.15129191,449.29726179,0.00089886,NA,8.66943559,89.85945236
0.00311776,NA,NA,NA,NA,NA,NA,NA,NA,704.3778435858303,NA,2103.751590805019,NA,NA,NA,NA,NA,NA,0.1824344781037594,NA,1,NA,NA,222.69730387,NA,phloem,NA,NA,NA,6385.20673363,NA,NA,MS,NA,560.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00135137,NA,NA,0.18026984,0.46784056,67.61789123,NA,NA,15.74783404,14.297389035451985,NA,2088.1620609523166,6.61515662,1.11733378,NA,NA,NA,3.22173500,0.129062617812518,28.90821563,1,47.097168972535485,NA,3.22173500,1.57681589,roots,0.06440686,0.00000000,0.00740679,4517.19162344,5.37813367,0.19155859,MS,3.85410977,560.00000000,1.00134359,0.37806557,NA,NA,0.56281964,160.36080155677365,2.03063567,2.52227604,NA,19.20949535,451.52399331,0.00090155,NA,8.49019899,90.30479866
0.00312004,NA,NA,NA,NA,NA,NA,NA,NA,702.4238743398575,NA,2117.310148116071,NA,NA,NA,NA,NA,NA,0.1842554169687027,NA,1,NA,NA,222.85986395,NA,phloem,NA,NA,NA,6448.93959390,NA,NA,MS,NA,561.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00133279,NA,NA,0.18080783,0.46935970,67.80999150,NA,NA,15.67486042,14.254668205837278,NA,2101.780575161882,6.63525911,1.10198398,NA,NA,NA,3.22169456,0.1302920187188675,27.38914529,1,45.99131438517527,NA,3.22169456,1.57526107,roots,0.06408976,0.00000000,0.00742712,4560.22065516,5.37808139,0.19214071,MS,3.66160209,561.00000000,1.00275258,0.37130619,NA,NA,0.56394269,151.48207395159636,2.03472530,2.52582513,NA,19.26787018,453.58651036,0.00090424,NA,8.31558982,90.71730207
0.00312006,NA,NA,NA,NA,NA,NA,NA,NA,699.9692094598489,NA,2130.9617277124407,NA,NA,NA,NA,NA,NA,0.1860952370974461,NA,1,NA,NA,222.86165739,NA,phloem,NA,NA,NA,6513.33329841,NA,NA,MS,NA,562.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00131671,NA,NA,0.18134746,0.47085064,67.99800546,NA,NA,15.58689885,14.191470892010411,NA,2115.495904223693,6.65542007,1.08729823,NA,NA,NA,3.21698400,0.13153364881452514,26.05270001,1,44.9165328276809,NA,3.21698400,1.57373724,roots,0.06366513,0.00000000,0.00744831,4603.67770851,5.37530071,0.19272452,MS,3.49287601,562.00000000,1.00364773,0.36474941,NA,NA,0.56507864,143.6617860398954,2.03827511,2.52807991,NA,19.32641479,455.54120215,0.00090693,NA,8.14549914,91.10824043
0.00311809,NA,NA,NA,NA,NA,NA,NA,NA,697.0760859095994,NA,2144.6895107532964,NA,NA,NA,NA,NA,NA,0.1879526095814806,NA,1,NA,NA,222.72087671,NA,phloem,NA,NA,NA,6578.34133535,NA,NA,MS,NA,563.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00130282,NA,NA,0.18188873,0.47231909,68.18278677,NA,NA,15.48195193,14.111727892721769,NA,2129.294679711508,6.67563933,1.07332363,NA,NA,NA,3.20845530,0.13278675466834583,24.87579263,1,43.872319541345384,NA,3.20845530,1.57225385,roots,0.06313706,0.00000000,0.00746951,4647.53641339,5.37013304,0.19331002,MS,3.34457797,563.00000000,1.00408928,0.35834987,NA,NA,0.56623100,136.7637944838541,2.04135934,2.52919213,NA,19.38512872,457.27893078,0.00090964,NA,7.97988040,91.45578616
0.00311430,NA,NA,NA,NA,NA,NA,NA,NA,693.7878470795584,NA,2158.4441780482152,NA,NA,NA,NA,NA,NA,0.18982332753295336,NA,1,NA,NA,222.44992325,NA,phloem,NA,NA,NA,6643.81646365,NA,NA,MS,NA,564.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00129097,NA,NA,0.18243164,0.47376941,68.36500246,NA,NA,15.32619485,14.018505872745084,NA,2143.1623913819312,6.69591673,1.06020117,NA,NA,NA,3.19677378,0.13405050188293446,23.84733559,1,42.86420231065339,NA,3.19677378,1.57083222,roots,0.06237709,0.00000000,0.00746694,4691.76756590,5.36278069,0.19389720,MS,3.20520043,564.00000000,1.00411176,0.35104008,NA,NA,0.56740761,130.71929599944554,2.04402602,2.52924876,NA,19.44401146,457.74088920,0.00091236,NA,7.81978674,91.54817784
0.00309252,NA,NA,NA,NA,NA,NA,NA,NA,686.5204100369136,NA,2142.252855517087,NA,NA,NA,NA,NA,NA,0.1890622522852802,NA,1,NA,NA,220.89422474,NA,phloem,NA,NA,NA,6617.17882998,NA,NA,MS,NA,565.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00134321,NA,NA,0.18297620,0.48475213,69.95759376,NA,NA,2.54327429,20.089515387998894,NA,2139.2591486436727,6.71625209,1.08406676,NA,NA,NA,0.15813449,0.13420577574008316,25.98630738,1,43.75339636206778,NA,4.59487901,1.57360294,roots,0.01490550,0.00000000,0.00021244,4697.20215090,5.32465439,0.19448606,MS,0.09936984,565.00000000,0.99658406,0.01022499,NA,NA,0.57010514,142.02014906160156,2.04040591,2.51028731,NA,19.50306253,76.18714707,0.00091508,NA,8.00583026,15.23742941
0.00306695,NA,NA,NA,NA,NA,NA,NA,NA,678.4566314375359,NA,2126.7673253345374,NA,NA,NA,NA,NA,NA,0.18835616128080232,NA,1,NA,NA,219.06790477,NA,phloem,NA,NA,NA,6592.46564483,NA,NA,MS,NA,566.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00138200,NA,NA,0.18352238,0.48914254,70.61913661,NA,NA,1.07645969,22.063175492972682,NA,2125.487701694777,6.73620232,1.10486318,NA,NA,NA,0.17480903,0.13373984960624977,28.09497314,1,44.66091265928057,NA,5.06135809,1.57582251,roots,0.00700543,0.00000000,0.00021320,4680.89473622,5.28695271,0.19506377,MS,0.10781593,566.00000000,0.98815590,0.01050552,NA,NA,0.57261342,153.08744995494382,2.04532968,2.48905767,NA,19.56099522,32.39417250,0.00091781,NA,8.19627698,6.47883450
0.00303971,NA,NA,NA,NA,NA,NA,NA,NA,670.0972561305989,NA,2111.096742378999,NA,NA,NA,NA,NA,NA,0.1876192598609822,NA,1,NA,NA,217.12205146,NA,phloem,NA,NA,NA,6566.67409513,NA,NA,MS,NA,567.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00141833,NA,NA,0.18407016,0.49251046,71.13675414,NA,NA,0.63629680,23.39690354397813,NA,2110.332439373561,6.75595926,1.12313285,NA,NA,NA,0.18661068,0.13318259330092605,30.17264929,1,45.58383963091665,NA,5.38333973,1.57767308,roots,0.00444496,0.00000000,0.00021398,4661.39076553,5.24969363,0.19563589,MS,0.11621325,567.00000000,0.97967693,0.01079401,NA,NA,0.57499702,163.91928617881928,2.04360072,2.46770008,NA,19.61836664,19.24426217,0.00092055,NA,8.39062467,3.84885243
0.00301214,NA,NA,NA,NA,NA,NA,NA,NA,661.6945397991377,NA,2095.195592120085,NA,NA,NA,NA,NA,NA,0.18686044933140397,NA,1,NA,NA,215.15288767,NA,phloem,NA,NA,NA,6540.11572660,NA,NA,MS,NA,568.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00145333,NA,NA,0.18461954,0.49541618,71.58964173,NA,NA,0.46853033,24.4395313887765,NA,2094.626790306982,6.77573030,1.13930252,NA,NA,NA,0.19616386,0.13258595746144672,32.21944198,1,46.51983430506681,NA,5.64001892,1.57923559,roots,0.00346195,0.00000000,0.00021470,4640.50851115,5.21287734,0.19620841,MS,0.12451278,568.00000000,0.97122938,0.01108557,NA,NA,0.57728435,174.5180456535431,2.04079583,2.44642161,NA,19.67577899,14.24216330,0.00092329,NA,8.58847059,2.84843266
0.00298461,NA,NA,NA,NA,NA,NA,NA,NA,653.3509032395136,NA,2079.1891337668017,NA,NA,NA,NA,NA,NA,0.18608458602877617,NA,1,NA,NA,213.18650560,NA,phloem,NA,NA,NA,6512.96051101,NA,NA,MS,NA,569.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00148746,NA,NA,0.18517053,0.49809665,72.01128486,NA,NA,0.37881187,25.33828701872806,NA,2078.7243027518793,6.79553513,1.15370862,NA,NA,NA,0.20470785,0.13197205286331015,34.23557443,1,47.46689714367837,NA,5.86488015,1.58056768,roots,0.00293888,0.00000000,0.00021546,4619.02185022,5.17650045,0.19678191,MS,0.13277321,569.00000000,0.96284738,0.01138524,NA,NA,0.57949563,184.88673027702893,2.03752319,2.42530826,NA,19.73328946,11.57290303,0.00092605,NA,8.78947065,2.31458061
0.00295717,NA,NA,NA,NA,NA,NA,NA,NA,645.0775240989545,NA,2063.1690051711253,NA,NA,NA,NA,NA,NA,0.18529975752847108,NA,1,NA,NA,211.22667755,NA,phloem,NA,NA,NA,6485.49151350,NA,NA,MS,NA,570.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00152088,NA,NA,0.18572313,0.50063396,72.41329355,NA,NA,0.34226314,26.144431872382235,NA,2062.7444799598866,6.81538221,1.16661956,NA,NA,NA,0.21260371,0.131348353657799,36.22131579,1,48.42335152367858,NA,6.06953221,1.58171159,roots,0.00277490,0.00000000,0.00021622,4597.19237802,5.14055852,0.19735663,MS,0.14097345,570.00000000,0.95454166,0.01169070,NA,NA,0.58164565,195.02856452518037,2.03404196,2.40438705,NA,19.79092262,10.50882739,0.00092881,NA,8.99333650,2.10176548
0.00292981,NA,NA,NA,NA,NA,NA,NA,NA,636.8700190006871,NA,2047.1558753609806,NA,NA,NA,NA,NA,NA,0.18450776872842164,NA,1,NA,NA,209.27211369,NA,phloem,NA,NA,NA,6457.77190549,NA,NA,MS,NA,571.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00155371,NA,NA,0.18627734,0.50307650,72.80251444,NA,NA,0.31804069,26.888167233918768,NA,2046.7571035461854,6.83527429,1.17825197,NA,NA,NA,0.22008360,0.13071924870776663,38.17695639,1,49.387763048868315,NA,6.26082044,1.58269970,roots,0.00268601,0.00000000,0.00021699,4575.17370477,5.10504646,0.19793265,MS,0.14911290,571.00000000,0.94631796,0.01200162,NA,NA,0.58374577,204.9468590013234,2.03045065,2.38367243,NA,19.84868645,9.81418014,0.00093158,NA,9.19982129,1.96283603
0.00290251,NA,NA,NA,NA,NA,NA,NA,NA,628.7259856700464,NA,2031.172954201377,NA,NA,NA,NA,NA,NA,0.18371068085443887,NA,1,NA,NA,207.32215924,NA,phloem,NA,NA,NA,6429.87382991,NA,NA,MS,NA,572.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00158598,NA,NA,0.18683317,0.50544232,73.18150434,NA,NA,0.30490263,27.580970856912664,NA,2030.7864718195758,6.85521298,1.18878254,NA,NA,NA,0.22723253,0.13008626629533276,40.10278813,1,50.35890150383951,NA,6.44130031,1.58355705,roots,0.00267560,0.00000000,0.00021776,4553.01932034,5.06995895,0.19851003,MS,0.15719148,572.00000000,0.93817742,0.01231774,NA,NA,0.58580475,214.64490412659904,2.02680692,2.36316730,NA,19.90658564,9.45622719,0.00093436,NA,9.40871327,1.89124544
0.00287526,NA,NA,NA,NA,NA,NA,NA,NA,620.642628437958,NA,2015.2309766874544,NA,NA,NA,NA,NA,NA,0.18290945215972604,NA,1,NA,NA,205.37601915,NA,phloem,NA,NA,NA,6401.83082559,NA,NA,MS,NA,573.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00161771,NA,NA,0.18739062,0.50774362,73.55199261,NA,NA,0.29668202,28.230654571177656,NA,2014.8507724119147,6.87519873,1.19835603,NA,NA,NA,0.23430734,0.1294505605956526,41.99896388,1,51.33564447776539,NA,6.61269982,1.58430346,roots,0.00269949,0.00000000,0.00021872,4530.76962085,5.03529185,0.19908877,MS,0.16534960,573.00000000,0.93012083,0.01264963,NA,NA,0.58782954,224.12521996106608,2.02313644,2.34287362,NA,19.96462148,9.24795469,0.00093715,NA,9.61981824,1.84959094
0.00284805,NA,NA,NA,NA,NA,NA,NA,NA,612.615095566727,NA,1999.3340884746647,NA,NA,NA,NA,NA,NA,0.18210445434233336,NA,1,NA,NA,203.43220369,NA,phloem,NA,NA,NA,6373.65590198,NA,NA,MS,NA,574.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00164895,NA,NA,0.18794969,0.50999732,73.91638155,NA,NA,0.27979654,28.847804040263597,NA,1998.9715454981313,6.89523186,1.20709410,NA,NA,NA,0.24100679,0.12881351575640157,43.86589211,1,52.31711646117011,NA,6.77741988,1.58495509,roots,0.00263558,0.00000000,0.00021951,4508.47305147,5.00103848,0.19966888,MS,0.17332026,574.00000000,0.92214889,0.01297640,NA,NA,0.58982581,233.39166716812457,2.01945787,2.32279318,NA,20.02279490,8.76619745,0.00093995,NA,9.83298596,1.75323949
0.00282087,NA,NA,NA,NA,NA,NA,NA,NA,604.6627520195433,NA,1983.6118945660326,NA,NA,NA,NA,NA,NA,0.18130155106405307,NA,1,NA,NA,201.49062472,NA,phloem,NA,NA,NA,6345.55428724,NA,NA,MS,NA,575.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
