N_tot,S_Proteins,Proteins_N_Mass,mstruct,R_residual,Total_Organic_Nitrogen,S_grain_structure,proteins,Unloading_Amino_Acids,Conc_Amino_Acids,RGR_Structure,Conc_Sucrose,Respi_growth,S_cytokinins,S_grain_starch,synthetized_mstruct,age_from_flowering,Export_Amino_Acids,WSC_g,nitrates,plant,Conc_cytokinins,starch,amino_acids,S_Amino_Acids,organ,N_exudation,senesced_mstruct,regul_transpiration,sucrose,HATS_LATS,AA_consumption_mstruct,axis,Export_Nitrates,t,R_Nnit_upt,Export_cytokinins,R_grain_growth_starch,R_grain_growth_struct,R_Nnit_red,Conc_Nitrates,sum_respi,Uptake_Nitrates,Dry_Mass,sucrose_consumption_mstruct,Unloading_Sucrose,Nstruct,structure,cytokinins,C_exudation
0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,1,NA,NA,0.00000000,NA,phloem,NA,NA,NA,0.00000000,NA,NA,MS,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00050954,NA,NA,0.03449673,0.09514644,14.49031944,NA,NA,NA,49.99862574006066,NA,478.1307077251103,1.19303084,NA,NA,NA,NA,NA,0.005655067541246046,21.90533730,1,249.29897541245967,NA,2.15598651,NA,roots,NA,0.00000000,NA,197.92736394,NA,0.03454722,MS,NA,0.00000000,NA,NA,NA,NA,NA,634.9974587156204,NA,NA,NA,3.46439572,NA,0.00017268,NA,8.60000000,NA
0.00008161,NA,NA,NA,NA,NA,NA,NA,NA,85.36966017430207,NA,157.60019963745964,NA,NA,NA,NA,NA,NA,0.0029518560309586745,NA,1,NA,NA,5.82960022,NA,phloem,NA,NA,NA,103.31496108,NA,NA,MS,NA,1.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00048169,NA,NA,0.03459344,0.07486873,13.58773861,NA,NA,0.00000000,28.187287036600566,NA,410.0641944210767,1.19267117,1.33408137,NA,NA,NA,0.71567635,0.004863610003753398,20.81858800,1,244.56867544870124,NA,1.21886886,1.51305301,roots,0.00000000,0.00000000,0.00362447,170.22635013,1.42583517,0.03453681,MS,1.35821475,1.00000000,0.14019737,0.18435638,NA,NA,0.10363657,601.8074765646986,0.32367590,0.35314198,NA,3.46335130,-474.18928937,0.00017316,NA,8.46047065,0.00000000
0.00010379,NA,NA,NA,NA,NA,NA,NA,NA,108.36019425659451,NA,224.8329059873818,NA,NA,NA,NA,NA,NA,0.004219038420184083,NA,1,NA,NA,7.41344710,NA,phloem,NA,NA,NA,147.66634471,NA,NA,MS,NA,2.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00046043,NA,NA,0.03468834,0.07021171,13.10153009,NA,NA,0.00000000,16.115307183501958,NA,369.0340846025775,1.17046644,1.32144440,NA,NA,NA,0.41077449,0.004388975675477231,19.78651628,1,239.9490161745691,NA,0.69876653,1.50155409,roots,0.00000000,0.00000000,0.00362874,153.61414864,1.47736547,0.03389382,MS,1.29240373,2.00000000,0.13636146,0.18158409,NA,NA,0.10313110,570.4083110817473,0.31230989,0.34347976,NA,3.39887184,-244.19059393,0.00017364,NA,8.32343257,0.00000000
0.00012046,NA,NA,NA,NA,NA,NA,NA,NA,125.5379828891426,NA,279.98375472076856,NA,NA,NA,NA,NA,NA,0.005263676257182359,NA,1,NA,NA,8.60455261,NA,phloem,NA,NA,NA,184.22866900,NA,NA,MS,NA,3.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00044326,NA,NA,0.03478174,0.06747789,12.84834734,NA,NA,0.00000000,9.481405868435417,NA,343.44081707839774,1.15199715,1.30951160,NA,NA,NA,0.24263526,0.004095589813321555,18.81333412,1,235.43639983866936,NA,0.41222478,1.49297645,roots,0.00000000,0.00000000,0.00363333,143.34564347,1.52560203,0.03335899,MS,1.23039080,3.00000000,0.13466695,0.17887462,NA,NA,0.10281808,540.8968158849461,0.30629260,0.33921145,NA,3.34523959,-100.18531793,0.00017411,NA,8.18888839,0.00000000
0.00013382,NA,NA,NA,NA,NA,NA,NA,NA,139.20300514898673,NA,329.22738315652947,NA,NA,NA,NA,NA,NA,0.0062007589446629605,NA,1,NA,NA,9.55860072,NA,phloem,NA,NA,NA,217.02656306,NA,NA,MS,NA,4.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00042854,NA,NA,0.03487402,0.06588689,12.71878303,NA,NA,0.09970710,5.7281593801423005,NA,327.7342126019971,1.13806502,1.29880116,NA,NA,NA,0.14786183,0.003918654534294209,17.89118506,1,230.9986650039227,NA,0.24970492,1.48695099,roots,0.00082432,0.00000000,0.00365522,137.15290870,1.57101965,0.03295555,MS,1.17713308,4.00000000,0.13461535,0.17702899,NA,NA,0.10267479,513.0233257694485,0.30384821,0.33908148,NA,3.30478264,2.26383452,0.00017457,NA,8.05585176,0.45276690
0.00014391,NA,NA,NA,NA,NA,NA,NA,NA,149.42305459198627,NA,374.268658593333,NA,NA,NA,NA,NA,NA,0.007061836111330172,NA,1,NA,NA,10.27894626,NA,phloem,NA,NA,NA,247.16426390,NA,NA,MS,NA,5.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00041655,NA,NA,0.03496555,0.06539575,12.72701424,NA,NA,3.96857212,5.153550866722756,NA,318.99863274912923,1.12890150,1.28964859,NA,NA,NA,0.13355901,0.003824215900414295,17.02669714,1,226.6573425692334,NA,0.22524593,1.48316919,roots,0.03211795,0.00000000,0.00366017,133.84755651,1.61346047,0.03269020,MS,1.12177084,5.00000000,0.13586968,0.17439353,NA,NA,0.10268246,486.95634790436617,0.30390560,0.34224102,NA,3.27817305,95.42701979,0.00017502,NA,7.92519893,19.08540396
0.00015126,NA,NA,NA,NA,NA,NA,NA,NA,156.7813670283398,NA,415.42236511599384,NA,NA,NA,NA,NA,NA,0.007852445946828187,NA,1,NA,NA,10.80454145,NA,phloem,NA,NA,NA,274.83560814,NA,NA,MS,NA,6.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040689,NA,NA,0.03505672,0.06584714,12.84316406,NA,NA,7.45090523,7.047677079612454,NA,316.6958832715828,1.12441248,1.28253966,NA,NA,NA,0.18337320,0.003806509320615205,16.22050338,1,222.41057214137626,NA,0.30883555,1.48179052,roots,0.08786948,0.00000000,0.00366517,133.22782622,1.65301771,0.03256021,MS,1.07011486,6.00000000,0.13854954,0.17180636,NA,NA,0.10285450,462.6931286163553,0.30665567,0.34899127,NA,3.26513755,189.52901250,0.00017548,NA,7.79698512,37.90580250
0.00015695,NA,NA,NA,NA,NA,NA,NA,NA,162.3793066179144,NA,452.99030011146436,NA,NA,NA,NA,NA,NA,0.008577958020237217,NA,1,NA,NA,11.21043611,NA,phloem,NA,NA,NA,300.22853071,NA,NA,MS,NA,7.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039868,NA,NA,0.03514796,0.06692248,13.00481291,NA,NA,10.36897891,9.966981178261602,NA,320.56474039688345,1.12528895,1.27757894,NA,NA,NA,0.26036170,0.003863038801717775,15.47259854,1,218.25567603322838,NA,0.43789881,1.48281239,roots,0.17987553,0.00000000,0.00367019,135.20635806,1.68980581,0.03258559,MS,1.02217223,7.00000000,0.14274958,0.16926726,NA,NA,0.10319330,440.21328046865904,0.31203353,0.35957074,NA,3.26768269,277.69332719,0.00017594,NA,7.67124166,55.53866544
0.00016165,NA,NA,NA,NA,NA,NA,NA,NA,166.94894642267784,NA,487.3465149318259,NA,NA,NA,NA,NA,NA,0.009245178772276432,NA,1,NA,NA,11.54670160,NA,phloem,NA,NA,NA,323.58125703,NA,NA,MS,NA,8.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039143,NA,NA,0.03523972,0.06839216,13.17536619,NA,NA,12.68895984,13.068937464566243,NA,330.0011343558591,1.13165878,1.27431594,NA,NA,NA,0.34250526,0.003987135812623766,14.78408486,1,214.19390325648013,NA,0.57568205,1.48586111,roots,0.29338307,0.00000000,0.00367257,139.54975344,1.72388576,0.03277004,MS,0.97731933,8.00000000,0.14836649,0.16665871,NA,NA,0.10367542,419.5290627876798,0.31954874,0.37371912,NA,3.28617979,355.59155475,0.00017640,NA,7.54813223,71.11831095
0.00016581,NA,NA,NA,NA,NA,NA,NA,NA,170.93567793087044,NA,518.92583717062,NA,NA,NA,NA,NA,NA,0.009862126449848454,NA,1,NA,NA,11.84390191,NA,phloem,NA,NA,NA,345.17442574,NA,NA,MS,NA,9.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00038486,NA,NA,0.03533236,0.07007933,13.33561403,NA,NA,14.45544237,15.913860530793347,NA,344.1625675189048,1.14260746,1.27201391,NA,NA,NA,0.41851198,0.004169168757210819,14.15409540,1,210.2213836741847,NA,0.70284280,1.49034263,roots,0.40583161,0.00000000,0.00367565,145.92090650,1.75538656,0.03308709,MS,0.93646016,9.00000000,0.15515514,0.16413575,NA,NA,0.10426150,400.598647303995,0.32865385,0.39081898,NA,3.31797325,421.28422330,0.00017686,NA,7.42761749,84.25684466
0.00016968,NA,NA,NA,NA,NA,NA,NA,NA,174.59885149841986,NA,548.2294413900688,NA,NA,NA,NA,NA,NA,0.01043813107217313,NA,1,NA,NA,12.11988741,NA,phloem,NA,NA,NA,365.33458753,NA,NA,MS,NA,10.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00037881,NA,NA,0.03542614,0.07185227,13.47730916,NA,NA,15.74792509,18.315182218782873,NA,362.1638805149848,1.15661446,1.27000875,NA,NA,NA,0.48353346,0.004398880446499199,13.58074695,1,206.33330031726152,NA,0.81104524,1.49565244,roots,0.50012713,0.00000000,0.00368016,153.96081563,1.78446125,0.03349270,MS,0.89962724,10.00000000,0.16281475,0.16172552,NA,NA,0.10491068,383.3538550110663,0.33882228,0.41011273,NA,3.35864761,474.69597076,0.00017733,NA,7.30959218,94.93919415
0.00017339,NA,NA,NA,NA,NA,NA,NA,NA,178.08332988901154,NA,575.6987436129995,NA,NA,NA,NA,NA,NA,0.010981432984966236,NA,1,NA,NA,12.38465215,NA,phloem,NA,NA,NA,384.35015447,NA,NA,MS,NA,11.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00037325,NA,NA,0.03552118,0.07360156,13.59459213,NA,NA,16.64312775,20.143153182121825,NA,383.24780872974003,1.17214891,1.26793874,NA,NA,NA,0.53395027,0.004667456114557474,13.06599529,1,202.53143177962707,NA,0.89438566,1.50131853,roots,0.56556787,0.00000000,0.00368520,163.36096401,1.81109254,0.03394254,MS,0.86671431,11.00000000,0.17105027,0.15938951,NA,NA,0.10559063,367.83676647480513,0.34960749,0.43085710,NA,3.40375751,516.50935732,0.00017780,NA,7.19415506,103.30187146
0.00017695,NA,NA,NA,NA,NA,NA,NA,NA,181.41045478189508,NA,601.8058822094579,NA,NA,NA,NA,NA,NA,0.01150090226710046,NA,1,NA,NA,12.63963719,NA,phloem,NA,NA,NA,402.53157935,NA,NA,MS,NA,12.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00036817,NA,NA,0.03561751,0.07530167,13.69610454,NA,NA,17.23082392,21.596013329340543,NA,406.5662503812869,1.18804694,1.26553636,NA,NA,NA,0.57442766,0.0049648717553360715,12.60162097,1,198.80921081906223,NA,0.96149517,1.50694948,roots,0.60725685,0.00000000,0.00368785,173.77051144,1.83565709,0.03440290,MS,0.83651192,12.00000000,0.17958642,0.15699731,NA,NA,0.10627409,353.80413485238347,0.36060406,0.45235874,NA,3.44992319,548.74603323,0.00017828,NA,7.08108830,109.74920665
0.00017499,NA,NA,NA,NA,NA,NA,NA,NA,179.04856831588071,NA,595.2439357257514,NA,NA,NA,NA,NA,NA,0.011397665542377238,NA,1,NA,NA,12.49938350,NA,phloem,NA,NA,NA,398.91829398,NA,NA,MS,NA,13.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00038066,NA,NA,0.03571508,0.07895332,14.21422570,NA,NA,12.80759594,32.362071243841434,NA,423.4551054300489,1.20344412,1.27179445,NA,NA,NA,0.02638066,0.005185280276977454,12.97576580,1,199.39905444376993,NA,1.44476757,1.51131592,roots,0.65080469,0.00000000,0.00011271,181.48480969,1.82705311,0.03484877,MS,0.02632559,13.00000000,0.18304678,0.00482577,NA,NA,0.10687401,363.3133341819454,0.36599619,0.46107500,NA,3.49463445,408.75490548,0.00017877,NA,7.12155373,81.75098110
0.00017070,NA,NA,NA,NA,NA,NA,NA,NA,174.26838812082178,NA,581.1022182473173,NA,NA,NA,NA,NA,NA,0.011151704824826488,NA,1,NA,NA,12.19281987,NA,phloem,NA,NA,NA,390.30966887,NA,NA,MS,NA,14.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039198,NA,NA,0.03581356,0.08189291,14.64289057,NA,NA,10.58759457,41.06296514526371,NA,435.4625577118609,1.21450099,1.27710970,NA,NA,NA,0.03359829,0.00534701575571228,13.35592504,1,199.98915452392424,NA,1.83826349,1.51432586,roots,0.66582593,0.00000000,0.00011282,187.14555145,1.81821515,0.03516895,MS,0.02712320,14.00000000,0.18511886,0.00485811,NA,NA,0.10738212,372.92932049051205,0.37199650,0.46629435,NA,3.52674205,338.92410260,0.00017926,NA,7.16232275,67.78482052
0.00016600,NA,NA,NA,NA,NA,NA,NA,NA,169.04589333794573,NA,566.7562928250921,NA,NA,NA,NA,NA,NA,0.010903706900368309,NA,1,NA,NA,11.85712106,NA,phloem,NA,NA,NA,381.62974151,NA,NA,MS,NA,15.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040223,NA,NA,0.03591271,0.08419570,14.99224812,NA,NA,8.74009322,47.94311023736239,NA,443.0442672194819,1.22290338,1.28169639,NA,NA,NA,0.03938180,0.005455172692874576,13.73881526,1,200.57980454094078,NA,2.15220878,1.51625901,roots,0.63418632,0.00000000,0.00011295,190.93104425,1.80925921,0.03541226,MS,0.02793303,15.00000000,0.18602979,0.00489160,NA,NA,0.10781688,382.5613607013861,0.37608040,0.46858890,NA,3.55114144,281.30601851,0.00017976,NA,7.20336438,56.26120370
0.00016141,NA,NA,NA,NA,NA,NA,NA,NA,163.9681107202044,NA,553.5310462937969,NA,NA,NA,NA,NA,NA,0.010675637248960214,NA,1,NA,NA,11.52943507,NA,phloem,NA,NA,NA,373.64730371,NA,NA,MS,NA,16.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00041163,NA,NA,0.03601238,0.08600137,15.27993113,NA,NA,7.30143245,53.410387879021464,NA,447.178791883269,1.22930319,1.28572703,NA,NA,NA,0.04404967,0.005521362547036835,14.12188187,1,201.17121109359024,NA,2.40429421,1.51741380,roots,0.58879646,0.00000000,0.00011309,193.24768915,1.80027716,0.03559758,MS,0.02874784,16.00000000,0.18608408,0.00492580,NA,NA,0.10819846,392.1396069334573,0.37866472,0.46872564,NA,3.56972561,236.62569161,0.00018026,NA,7.24465478,47.32513832
0.00015709,NA,NA,NA,NA,NA,NA,NA,NA,159.19328399274147,NA,541.6437165637287,NA,NA,NA,NA,NA,NA,0.010471863271829635,NA,1,NA,NA,11.22100632,NA,phloem,NA,NA,NA,366.51521451,NA,NA,MS,NA,17.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00042032,NA,NA,0.03611246,0.08741470,15.51919930,NA,NA,6.21192436,57.77107969418479,NA,448.6195157186418,1.23430622,1.28930400,NA,NA,NA,0.04783076,0.005554544686178319,14.50335180,1,201.76362944976827,NA,2.60781992,1.51798418,roots,0.54434902,0.00000000,0.00011322,194.40906402,1.79133382,0.03574246,MS,0.02955668,17.00000000,0.18549687,0.00495945,NA,NA,0.10853993,401.616253399375,0.38010378,0.46724653,NA,3.58425371,202.90201473,0.00018076,NA,7.28618146,40.58040295
0.00015302,NA,NA,NA,NA,NA,NA,NA,NA,154.69147035004664,NA,530.7046070006825,NA,NA,NA,NA,NA,NA,0.010285416512599855,NA,1,NA,NA,10.93030308,NA,phloem,NA,NA,NA,359.98957794,NA,NA,MS,NA,18.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00042847,NA,NA,0.03621286,0.08854320,15.72357157,NA,NA,5.36778888,61.33366509123703,NA,448.13508991852405,1.23828323,1.29250886,NA,NA,NA,0.05097970,0.005563973105510047,14.88173746,1,202.3569021555297,NA,2.77633456,1.51813972,roots,0.50408280,0.00000000,0.00011335,194.73905869,1.78248539,0.03585762,MS,0.03036244,18.00000000,0.18446788,0.00499356,NA,NA,0.10885285,410.9516889022477,0.38071306,0.46465460,NA,3.59580238,176.78814945,0.00018126,NA,7.32792290,35.35762989
0.00014919,NA,NA,NA,NA,NA,NA,NA,NA,150.45088680309885,NA,520.5562388085801,NA,NA,NA,NA,NA,NA,0.010113357187558677,NA,1,NA,NA,10.65661445,NA,phloem,NA,NA,NA,353.96750156,NA,NA,MS,NA,19.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00043618,NA,NA,0.03631353,0.08943994,15.89984361,NA,NA,4.71532599,64.25494137885086,NA,446.1166561314251,1.24154209,1.29538234,NA,NA,NA,0.05363678,0.005554309787452527,15.25612043,1,202.95103633772857,NA,2.91665461,1.51796024,roots,0.46997279,0.00000000,0.00011352,194.40084256,1.77376726,0.03595199,MS,0.03117305,19.00000000,0.18309715,0.00502969,NA,NA,0.10914254,420.1222180866719,0.38068806,0.46120188,NA,3.60526567,156.62311581,0.00018176,NA,7.36986838,31.32462316
0.00014557,NA,NA,NA,NA,NA,NA,NA,NA,146.4357093146774,NA,511.0385607279394,NA,NA,NA,NA,NA,NA,0.009952668946781054,NA,1,NA,NA,10.39751831,NA,phloem,NA,NA,NA,348.34341314,NA,NA,MS,NA,20.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00044353,NA,NA,0.03641441,0.09015690,16.05459086,NA,NA,4.20603385,66.68507741790367,NA,442.9444583227255,1.24421943,1.29796149,NA,NA,NA,0.05588339,0.00553013551856508,15.62577621,1,203.54598551933466,NA,3.03537234,1.51751876,roots,0.44196596,0.00000000,0.00011365,193.55474315,1.76520807,0.03602952,MS,0.03196464,20.00000000,0.18147717,0.00506420,NA,NA,0.10941391,429.10966897205935,0.38017898,0.45712134,NA,3.61304027,140.91287384,0.00018227,NA,7.41200735,28.18257477
0.00014212,NA,NA,NA,NA,NA,NA,NA,NA,142.62440689108388,NA,501.924006584919,NA,NA,NA,NA,NA,NA,0.009798989709544464,NA,1,NA,NA,10.15158829,NA,phloem,NA,NA,NA,342.96463983,NA,NA,MS,NA,21.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00045055,NA,NA,0.03651547,0.09072377,16.19165106,NA,NA,3.80210851,68.71254133006336,NA,438.8410621775822,1.24643726,1.30026798,NA,NA,NA,0.05780739,0.005494110698885141,15.99018462,1,204.14172775465923,NA,3.13633880,1.51685408,roots,0.41901288,0.00000000,0.00011377,192.29387446,1.75682909,0.03609374,MS,0.03274699,21.00000000,0.17966088,0.00509886,NA,NA,0.10966952,437.9015996236368,0.37928621,0.45254631,NA,3.61948057,128.45170003,0.00018277,NA,7.45433202,25.69034001
0.00013884,NA,NA,NA,NA,NA,NA,NA,NA,138.98834755579597,NA,493.2494721843229,NA,NA,NA,NA,NA,NA,0.009653091280757396,NA,1,NA,NA,9.91687837,NA,phloem,NA,NA,NA,337.85819483,NA,NA,MS,NA,22.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00045729,NA,NA,0.03661668,0.09117006,16.31476980,NA,NA,3.48496835,70.42278682768347,NA,434.02511309453035,1.24825433,1.30232292,NA,NA,NA,0.05947696,0.00544887787636448,16.34890293,1,204.73816130210997,NA,3.22331118,1.51600424,roots,0.40134275,0.00000000,0.00011390,190.71072567,1.74864893,0.03614636,MS,0.03351912,22.00000000,0.17769911,0.00513367,NA,NA,0.10991188,446.4878051382385,0.37809303,0.44760481,NA,3.62475707,118.72940994,0.00018328,NA,7.49683258,23.74588199
0.00013568,NA,NA,NA,NA,NA,NA,NA,NA,135.50381450639742,NA,484.90193783304426,NA,NA,NA,NA,NA,NA,0.009512812798666363,NA,1,NA,NA,9.69177589,NA,phloem,NA,NA,NA,332.94844795,NA,NA,MS,NA,23.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00046380,NA,NA,0.03671801,0.09151782,16.42674383,NA,NA,3.23230553,71.87962190520216,NA,428.6625353804879,1.24972859,1.30414330,NA,NA,NA,0.06092482,0.005396446886558418,16.70164620,1,205.33522686636982,NA,3.29909616,1.51499713,roots,0.38791364,0.00000000,0.00011399,188.87564103,1.74068020,0.03618905,MS,0.03427015,23.00000000,0.17562953,0.00516709,NA,NA,0.11014282,454.86246706737705,0.37666632,0.44239176,NA,3.62903812,111.04168333,0.00018379,NA,7.53950163,22.20833667
0.00013265,NA,NA,NA,NA,NA,NA,NA,NA,132.1568043510334,NA,476.83683577199406,NA,NA,NA,NA,NA,NA,0.009377318992385444,NA,1,NA,NA,9.47534938,NA,phloem,NA,NA,NA,328.20616473,NA,NA,MS,NA,24.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00047008,NA,NA,0.03681944,0.09178037,16.52929697,NA,NA,3.03134644,73.12281822915702,NA,422.857540905256,1.25090009,1.30573957,NA,NA,NA,0.06221893,0.005338072090434647,17.04816542,1,205.93282458169702,NA,3.36542632,1.51384810,roots,0.37827242,0.00000000,0.00011412,186.83252317,1.73293428,0.03622298,MS,0.03502012,24.00000000,0.17347526,0.00520223,NA,NA,0.11036329,463.0207964675581,0.37504949,0.43696540,NA,3.63243998,104.99946221,0.00018429,NA,7.58233083,20.99989244
0.00014421,NA,NA,NA,NA,NA,NA,NA,NA,143.3194370380994,NA,497.0963677433851,NA,NA,NA,NA,NA,NA,0.009799451974426159,NA,1,NA,NA,10.30061379,NA,phloem,NA,NA,NA,342.98081910,NA,NA,MS,NA,25.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00044078,NA,NA,0.03692093,0.08413194,15.17794874,NA,NA,5.51039635,42.85545898500677,NA,419.93571757384706,1.25178610,1.29925575,NA,NA,NA,1.20008797,0.005315800767483113,16.30633555,1,202.08115206694046,NA,1.97782946,1.51269769,roots,0.39009615,0.00000000,0.00374550,186.05302686,1.77002496,0.03624863,MS,1.09935538,25.00000000,0.17647636,0.16800673,NA,NA,0.11058342,441.65555389137177,0.37868230,0.44452485,NA,3.63501285,183.48035298,0.00018480,NA,7.46102487,36.69607060
0.00015735,NA,NA,NA,NA,NA,NA,NA,NA,155.99765216797778,NA,528.3252917739427,NA,NA,NA,NA,NA,NA,0.01044034470617207,NA,1,NA,NA,11.23901652,NA,phloem,NA,NA,NA,365.41206472,NA,NA,MS,NA,26.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00042207,NA,NA,0.03702260,0.08063748,14.52788965,NA,NA,8.26250128,27.906421167833354,NA,422.22527811780697,1.25390439,1.29337801,NA,NA,NA,0.78452116,0.005359501160973976,15.61996855,1,198.31495270113086,NA,1.29146040,1.51275278,roots,0.36990039,0.00000000,0.00374980,187.58254063,1.80456277,0.03630997,MS,1.05429273,26.00000000,0.18048894,0.16551979,NA,NA,0.11089197,421.9035870839892,0.37562656,0.45463209,NA,3.64116406,268.63717540,0.00018531,NA,7.34213555,53.72743508
0.00016780,NA,NA,NA,NA,NA,NA,NA,NA,165.95835380225293,NA,559.4225664954364,NA,NA,NA,NA,NA,NA,0.01108171796793075,NA,1,NA,NA,11.98569001,NA,phloem,NA,NA,NA,387.86012888,NA,NA,MS,NA,27.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040954,NA,NA,0.03712463,0.07953669,14.26474281,NA,NA,10.73584832,21.37390925409167,NA,430.0737751131096,1.25840622,1.28814565,NA,NA,NA,0.60335825,0.005474170922172047,14.98824234,1,194.63114734426583,NA,0.99187322,1.51405742,roots,0.35970645,0.00000000,0.00375495,191.59598228,1.83665653,0.03644033,MS,1.01304162,27.00000000,0.18566443,0.16311638,NA,NA,0.11129348,403.72767043469906,0.37796185,0.46766860,NA,3.65423675,347.41491799,0.00018582,NA,7.22561027,69.48298360
0.00017553,NA,NA,NA,NA,NA,NA,NA,NA,173.18125091330486,NA,588.4305332758416,NA,NA,NA,NA,NA,NA,0.011684732617771566,NA,1,NA,NA,12.53779783,NA,phloem,NA,NA,NA,408.96564162,NA,NA,MS,NA,28.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040057,NA,NA,0.03722723,0.07973174,14.19997716,NA,NA,12.64475239,19.135790029915718,NA,442.705036569301,1.26536864,1.28341423,NA,NA,NA,0.54172741,0.0056505199668413515,14.41184032,1,191.0332945157826,NA,0.89046563,1.51632654,roots,0.37142111,0.00000000,0.00375533,197.76819884,1.86634769,0.03664195,MS,0.97418308,28.00000000,0.19181615,0.16056002,NA,NA,0.11176831,387.13166214400894,0.38367985,0.48316411,NA,3.67445465,412.45435159,0.00018633,NA,7.11164083,82.49087032
0.00018143,NA,NA,NA,NA,NA,NA,NA,NA,178.56774249257995,NA,615.4649986024639,NA,NA,NA,NA,NA,NA,0.012251441025955384,NA,1,NA,NA,12.95936236,NA,phloem,NA,NA,NA,428.80043591,NA,NA,MS,NA,29.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039359,NA,NA,0.03733054,0.08056891,14.22643648,NA,NA,14.01480973,18.859159729218803,NA,459.1113879862209,1.27416292,1.27897845,NA,NA,NA,0.53610792,0.005876186510551234,13.88702964,1,187.51251007476733,NA,0.88002834,1.51920808,roots,0.39684584,0.00000000,0.00376046,205.66652787,1.89384493,0.03689661,MS,0.93998824,29.00000000,0.19867865,0.15825377,NA,NA,0.11229147,372.0018139397757,0.39138918,0.50045000,NA,3.69999203,463.72316416,0.00018685,NA,6.99994378,92.74463283
0.00018623,NA,NA,NA,NA,NA,NA,NA,NA,182.8381813535801,NA,640.8795152354693,NA,NA,NA,NA,NA,NA,0.012788651455923433,NA,1,NA,NA,13.30185058,NA,phloem,NA,NA,NA,447.60280096,NA,NA,MS,NA,30.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00038784,NA,NA,0.03743465,0.08168763,14.28839563,NA,NA,14.93580020,19.33620731957753,NA,478.44475143896165,1.28402597,1.27474420,NA,NA,NA,0.55195511,0.0061407131176588236,13.41430335,1,184.06973771096767,NA,0.90480526,1.52241960,roots,0.42316281,0.00000000,0.00376560,214.92495912,1.91917644,0.03718222,MS,0.90923104,30.00000000,0.20599406,0.15599433,NA,NA,0.11284267,358.3391930281557,0.40017014,0.51887673,NA,3.72863295,502.58465643,0.00018737,NA,6.89058676,100.51693129
