t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
0,1,MS,0.00000000,False,0.00000000,5.84000000,NA,1,1670.85866047,1670.85866047,0.05410729,10,0.00000000,vegetative,0.23206370,0.00100000,0.00000000,1670.85866047
1,1,MS,0.00000000,False,0.00000000,6.26400000,0.00083845,1,1792.16757692,1792.16757692,0.05450322,10,0.00000000,vegetative,0.48097587,0.25135846,0.77328621,3463.02623739
2,1,MS,0.00000000,False,0.00000000,5.41500000,0.00052996,1,1549.26363809,1549.26363809,0.05455915,10,0.00000000,vegetative,0.69615137,0.22601613,0.61003996,5012.28987548
3,1,MS,0.00000000,False,0.00000000,6.22300000,0.00016903,1,1780.43723358,1780.43723358,0.05462277,10,0.00000000,vegetative,0.94343432,0.23430132,0.40336375,6792.72710906
4,1,MS,0.00000000,False,0.00000000,5.95700000,0.00002727,1,1704.33305487,1704.33305487,0.05468307,10,0.00000000,vegetative,1.18014724,0.22400487,0.32153027,8497.06016393
5,1,MS,0.00000000,False,0.00000000,5.73300000,0.00000935,1,1640.24532543,1640.24532543,0.05474058,10,0.00000000,vegetative,1.40795910,0.21567883,0.30534782,10137.30548935
6,1,MS,0.00000000,False,0.00000000,5.59000000,0.00000628,1,1599.33217672,1599.33217672,0.05479617,10,0.00000000,vegetative,1.63008856,0.20966417,0.30524439,11736.63766607
7,1,MS,0.00000000,False,0.00000000,5.51100000,0.00000319,1,1576.72980785,1576.72980785,0.05485054,10,0.00000000,vegetative,1.84907882,0.20514771,0.30819992,13313.36747392
8,1,MS,0.00000000,False,0.00000000,5.48000000,0.00000319,1,1567.86052387,1567.86052387,0.05490417,10,0.00000000,vegetative,2.06683722,0.20183962,0.30756883,14881.22799779
9,1,MS,0.00000000,False,0.00000000,5.45500000,0.00000330,1,1560.70787549,1560.70787549,0.05495717,10,0.00000000,vegetative,2.28360220,0.19893322,0.31746333,16441.93587328
10,1,MS,0.00000000,False,0.00000000,5.45000000,0.00000337,1,1559.27734582,1559.27734582,0.05500972,10,0.00000000,vegetative,2.50016850,0.19652032,0.32352441,18001.21321910
11,1,MS,0.00000000,False,0.00000000,5.46600000,0.00000331,1,1563.85504078,1563.85504078,0.05506759,10,0.00000000,vegetative,2.71737059,0.19461732,0.31694452,19565.06825988
12,1,MS,0.00000000,False,0.00000000,5.44500000,0.00000696,1,1557.84681614,1557.84681614,0.05513250,10,0.00000000,vegetative,2.93373821,0.19224626,0.31439112,21122.91507602
13,1,MS,0.00000000,False,0.00000000,5.38500000,0.00001413,1,1540.68046004,1540.68046004,0.05519633,10,0.00000000,vegetative,3.14772160,0.18944423,0.31778847,22663.59553606
14,1,MS,0.01781996,False,0.00000000,5.34600000,0.00001414,1,1529.52232858,1529.52232858,0.05525932,10,0.00000000,vegetative,3.36015526,0.18705256,0.31715972,24193.11786463
15,1,MS,0.04531987,False,0.00000000,5.34700000,0.00001475,1,1529.80843451,1529.80843451,0.05532195,10,0.00000000,vegetative,3.57262865,0.18536298,0.32920981,25722.92629914
16,1,MS,0.07026318,False,0.00000000,5.40100000,0.00001898,1,1545.25815500,1545.25815500,0.05538484,10,0.00000000,vegetative,3.78724784,0.18452151,0.33712814,27268.18445415
17,1,MS,0.09291174,False,0.00000000,5.48900000,0.00001939,1,1570.43547728,1570.43547728,0.05544836,10,0.00000000,vegetative,4.00536388,0.18421289,0.34310831,28838.61993143
18,1,MS,0.11414660,False,0.00000000,5.60000000,0.00002392,1,1602.19323607,1602.19323607,0.05551275,10,0.00000000,vegetative,4.22789072,0.18426603,0.35133323,30440.81316750
19,1,MS,0.13361754,False,0.00000000,5.71200000,0.00002460,1,1634.23710079,1634.23710079,0.05557800,10,0.00000000,vegetative,4.45486809,0.18433834,0.35984490,32075.05026829
20,1,MS,0.15188784,False,0.00000000,5.84000000,0.00002971,1,1670.85866047,1670.85866047,0.05564426,10,0.00000000,vegetative,4.68693180,0.18464960,0.37074654,33745.90892876
21,1,MS,0.16848335,False,0.00000000,6.00100000,0.00003017,1,1716.92171601,1716.92171601,0.05571185,10,0.00000000,vegetative,4.92539315,0.18543406,0.47155254,35462.83064477
22,1,MS,0.19415991,False,0.00000000,6.20300000,0.00005131,1,1774.71511488,1774.71511488,0.05578120,10,0.00000000,vegetative,5.17188136,0.18682627,0.41555372,37237.54575965
23,1,MS,0.22124866,False,0.00000000,6.43300000,0.00005104,1,1840.51947993,1840.51947993,0.05585672,10,0.00000000,vegetative,5.42750906,0.18863944,0.41522024,39078.06523958
24,1,MS,0.24918351,False,0.00000000,6.62600000,0.00004099,1,1895.73792539,1895.73792539,0.05593409,10,0.00000000,vegetative,5.69080600,0.18993673,0.41259713,40973.80316497
25,1,MS,0.27932311,False,0.00000000,6.77300000,0.00005522,1,1937.79549784,1937.79549784,0.05601255,10,0.00000000,vegetative,5.95994426,0.19053287,0.42942430,42911.59866281
26,1,MS,0.31771298,False,0.00000000,6.93100000,0.00007647,1,1983.00023557,1983.00023557,0.05609219,10,0.00000000,vegetative,6.23536096,0.19139217,0.45393426,44894.59889838
27,1,MS,0.35328123,False,0.00000000,7.14000000,0.00004630,1,2042.79637599,2042.79637599,0.05618184,10,0.00000000,vegetative,6.51908268,0.19309386,0.44155931,46937.39527437
28,1,MS,0.37858198,False,0.00000000,7.30500000,0.00002774,1,2090.00385526,2090.00385526,0.05626867,10,0.00000000,vegetative,6.80936099,0.19408984,0.43879430,49027.39912963
29,1,MS,0.38995991,False,0.00000000,7.42500000,0.00002443,1,2124.33656747,2124.33656747,0.05635404,10,0.00000000,vegetative,7.10440774,0.19446453,0.42896612,51151.73569710
30,1,MS,0.38875283,False,0.00000000,7.50000000,0.00002462,1,2145.79451259,2145.79451259,0.05643963,10,0.00000000,vegetative,7.40243475,0.19413861,0.42762581,53297.53020969
31,1,MS,0.38124791,False,0.00000000,7.57000000,0.00003916,1,2165.82192804,2165.82192804,0.05652533,10,0.00000000,vegetative,7.70324335,0.19369931,0.42040192,55463.35213773
32,1,MS,0.37662279,False,0.00000000,7.53500000,0.00004999,1,2155.80822032,2155.80822032,0.05660990,10,0.00000000,vegetative,8.00266116,0.19159830,0.42490029,57619.16035805
33,1,MS,0.36331768,False,0.00000000,7.59000000,0.00005810,1,2171.54404674,2171.54404674,0.05669433,10,0.00000000,vegetative,8.30426450,0.19081994,0.40737332,59790.70440479
34,1,MS,0.35387486,False,0.00000000,7.52000000,0.00007221,1,2151.51663129,2151.51663129,0.05677718,10,0.00000000,vegetative,8.60308626,0.18813421,0.40099853,61942.22103608
35,1,MS,0.34447711,False,0.00000000,7.36500000,0.00006264,1,2107.17021137,2107.17021137,0.05685752,10,0.00000000,vegetative,8.89574878,0.18424878,0.39816717,64049.39124745
36,1,MS,0.33655101,False,0.00000000,7.43000000,0.00004400,1,2125.76709714,2125.76709714,0.05693775,10,0.00000000,vegetative,9.19099421,0.18353459,0.39584043,66175.15834459
37,1,MS,0.32848506,False,0.00000000,7.53000000,0.00007827,1,2154.37769064,2154.37769064,0.05701818,10,0.00000000,vegetative,9.49021334,0.18330318,0.39147997,68329.53603523
38,1,MS,0.31709498,False,0.00000000,7.46500000,0.00010557,1,2135.78080487,2135.78080487,0.05709701,10,0.00000000,vegetative,9.78684956,0.18067882,0.37982658,70465.31684010
39,1,MS,0.30448357,False,0.00000000,7.16000000,0.00007332,1,2048.51849469,2048.51849469,0.05717173,10,0.00000000,vegetative,10.07136602,0.17467912,0.36095415,72513.83533478
40,1,MS,0.30198956,False,0.00000000,7.01500000,0.00008652,1,2007.03313411,2007.03313411,0.05724407,10,0.00000000,vegetative,10.35012062,0.17113663,0.37413700,74520.86846890
41,1,MS,0.28941025,False,0.00000000,7.03500000,0.00008317,1,2012.75525281,2012.75525281,0.05731579,10,0.00000000,vegetative,10.62966996,0.16983737,0.35663630,76533.62372171
42,1,MS,0.27661773,False,0.00000000,6.99600000,0.00005294,1,2001.59712135,2001.59712135,0.05738625,10,0.00000000,vegetative,10.90766956,0.16773161,0.33871803,78535.22084305
43,1,MS,0.26589399,False,0.00000000,6.92800000,0.00005933,1,1982.14191776,1982.14191776,0.05745514,10,0.00000000,vegetative,11.18296705,0.16526572,0.32270218,80517.36276082
44,1,MS,0.25702514,False,0.00000000,6.72700000,0.00005738,1,1924.63462483,1924.63462483,0.05752117,10,0.00000000,vegetative,11.45027741,0.16110929,0.30981139,82441.99738564
45,1,MS,0.26803716,False,0.00000000,6.38100000,0.00030162,1,1825.64197131,1825.64197131,0.05758299,10,0.00000000,vegetative,11.70383880,0.15549714,0.93031479,84267.63935696
46,1,MS,0.33238144,False,0.00000000,6.25000000,0.00063291,1,1788.16209383,1788.16209383,0.05764297,10,0.00000000,vegetative,11.95219465,0.15282907,0.69387320,86055.80145078
47,1,MS,0.45097301,False,0.00000000,6.45200000,0.00066170,1,1845.95549270,1845.95549270,0.05770454,10,0.00000000,vegetative,12.20857735,0.15446425,0.73493762,87901.75694348
48,1,MS,0.63324821,False,0.00000000,6.75600000,0.00112981,1,1932.93169694,1932.93169694,0.05776898,10,0.00000000,vegetative,12.47704009,0.15826824,1.02064096,89834.68864042
49,1,MS,0.84765253,False,0.00000000,7.07500000,0.00100545,1,2024.19949021,2024.19949021,0.05783694,10,0.00000000,vegetative,12.75817891,0.16311823,0.96522069,91858.88813064
50,1,MS,1.03356271,False,0.00000000,7.19500000,0.00071286,1,2058.53220241,2058.53220241,0.05790706,10,0.00000000,vegetative,13.04408616,0.16661719,0.80628550,93917.42033305
51,1,MS,1.15535367,False,0.00000000,7.13500000,0.00054791,1,2041.36584631,2041.36584631,0.05797801,10,0.00000000,vegetative,13.32760919,0.16876971,0.70723391,95958.78617936
52,1,MS,1.17557817,False,0.00000000,7.03800000,0.00015379,1,2013.61357062,2013.61357062,0.05804961,10,0.00000000,vegetative,13.60727774,0.17029248,0.49348383,97972.39974998
53,1,MS,1.08587870,False,0.00000000,6.73600000,0.00009332,1,1927.20957824,1927.20957824,0.05811957,10,0.00000000,vegetative,13.87494574,0.16914678,0.39296636,99899.60932822
54,1,MS,0.98548253,False,0.00000000,6.37100000,0.00007280,1,1822.78091196,1822.78091196,0.05818500,10,0.00000000,vegetative,14.12810976,0.16668332,0.37003381,101722.39024018
55,1,MS,0.89228230,False,0.00000000,6.14300000,0.00004271,1,1757.54875878,1757.54875878,0.05825067,10,0.00000000,vegetative,14.37221375,0.16548480,0.35200852,103479.93899896
56,1,MS,0.82843963,False,0.00000000,5.92200000,0.00004793,1,1694.31934714,1694.31934714,0.05831459,10,0.00000000,vegetative,14.60753588,0.16404709,0.35709371,105174.25834611
57,1,MS,0.76343316,False,0.00000000,5.79200000,0.00005232,1,1657.12557559,1657.12557559,0.05837758,10,0.00000000,vegetative,14.83769221,0.16351160,0.35561030,106831.38392170
58,1,MS,0.70349418,False,0.00000000,5.71100000,0.00005235,1,1633.95099485,1633.95099485,0.05844005,10,0.00000000,vegetative,15.06462985,0.16332846,0.35232908,108465.33491655
59,1,MS,0.64194977,False,0.00000000,5.68600000,0.00003866,1,1626.79834648,1626.79834648,0.05850152,10,0.00000000,vegetative,15.29057406,0.16357883,0.33632042,110092.13326303
60,1,MS,0.58939337,False,0.00000000,5.67500000,0.00002924,1,1623.65118119,1623.65118119,0.05856399,10,0.00000000,vegetative,15.51608117,0.16378466,0.32301828,111715.78444422
61,1,MS,0.54681991,False,0.00000000,5.62100000,0.00002508,1,1608.20146070,1608.20146070,0.05862589,10,0.00000000,vegetative,15.73944249,0.16322561,0.31450919,113323.98590493
62,1,MS,0.51070020,False,0.00000000,5.53500000,0.00002475,1,1583.59635029,1583.59635029,0.05868682,10,0.00000000,vegetative,15.95938642,0.16210918,0.30812544,114907.58225522
63,1,MS,0.47983423,False,0.00000000,5.43300000,0.00002108,1,1554.41354492,1554.41354492,0.05874654,10,0.00000000,vegetative,16.17527719,0.16068269,0.30397474,116461.99580014
64,1,MS,0.45328347,False,0.00000000,5.35100000,0.00001757,1,1530.95285825,1530.95285825,0.05880525,10,0.00000000,vegetative,16.38790954,0.15943706,0.30184966,117992.94865839
65,1,MS,0.42724726,False,0.00000000,5.29800000,0.00001734,1,1515.78924369,1515.78924369,0.05886323,10,0.00000000,vegetative,16.59843582,0.15848320,0.29581389,119508.73790209
66,1,MS,0.40685111,False,0.00000000,5.24600000,0.00001747,1,1500.91173507,1500.91173507,0.05892047,10,0.00000000,vegetative,16.80689578,0.15747585,0.29566018,121009.64963716
67,1,MS,0.38449055,False,0.00000000,5.17400000,0.00002054,1,1480.31210775,1480.31210775,0.05897671,10,0.00000000,vegetative,17.01249469,0.15615601,0.28785900,122489.96174492
68,1,MS,0.36747244,False,0.00000000,5.08700000,0.00002055,1,1455.42089141,1455.42089141,0.05903179,10,0.00000000,vegetative,17.21463648,0.15459319,0.28590541,123945.38263632
69,1,MS,0.35269791,False,0.00000000,4.99800000,0.00003776,1,1429.95746319,1429.95746319,0.05908567,10,0.00000000,vegetative,17.41324168,0.15299355,0.54906771,125375.34009951
70,1,MS,0.34940332,False,0.00000000,4.94800000,0.00005680,1,1415.65216644,1415.65216644,0.05913878,10,0.00000000,vegetative,17.60986004,0.15187895,0.33958303,126790.99226595
71,1,MS,0.36965051,False,0.00000000,4.96700000,0.00011296,1,1421.08817921,1421.08817921,0.05919188,10,0.00000000,vegetative,17.80723340,0.15166765,0.36729889,128212.08044516
72,1,MS,0.40948800,False,0.00000000,5.11400000,0.00015603,1,1463.14575165,1463.14575165,0.05924637,10,0.00000000,vegetative,18.01044808,0.15302088,0.40297329,129675.22619681
73,1,MS,0.46496903,False,0.00000000,5.32800000,0.00021717,1,1524.37242175,1524.37242175,0.05930303,10,0.00000000,vegetative,18.22216647,0.15535195,0.44179222,131199.59861856
74,1,MS,0.52868008,False,0.00000000,5.43500000,0.00020794,1,1554.98575679,1554.98575679,0.05936079,10,0.00000000,vegetative,18.43813672,0.15654074,0.44156484,132754.58437535
75,1,MS,0.58353600,False,0.00000000,5.44200000,0.00021422,1,1556.98849834,1556.98849834,0.05941868,10,0.00000000,vegetative,18.65438512,0.15674624,0.44106768,134311.57287369
76,1,MS,0.61924274,False,0.00000000,5.25600000,0.00015044,1,1503.77279442,1503.77279442,0.05947475,10,0.00000000,vegetative,18.86324245,0.15485524,0.39868447,135815.34566811
77,1,MS,0.61129988,False,0.00000000,4.89800000,0.00006067,1,1401.34686969,1401.34686969,0.05952721,10,0.00000000,vegetative,19.05787396,0.15089187,0.30388644,137216.69253780
78,1,MS,0.57925263,False,0.00000000,4.39500000,0.00005495,1,1257.43558438,1257.43558438,0.05957449,10,0.00000000,vegetative,19.23251779,0.14560534,0.28787179,138474.12812218
79,1,MS,0.53847553,False,0.00000000,3.92600000,0.00004550,1,1123.25190086,1123.25190086,0.05961690,10,0.00000000,vegetative,19.38852500,0.14079066,0.26830841,139597.38002304
80,1,MS,0.50536678,False,0.00000000,3.53700000,0.00003590,1,1011.95669214,1011.95669214,0.05965527,10,0.00000000,vegetative,19.52907454,0.13703059,0.26211187,140609.33671517
81,1,MS,0.47403799,False,0.00000000,3.16000000,0.00003268,1,904.09475464,904.09475464,0.05968968,10,0.00000000,vegetative,19.65464326,0.13347518,0.25796267,141513.43146981
82,1,MS,0.43838315,False,0.00000000,2.84700000,0.00002562,1,814.54359698,814.54359698,0.05972081,10,0.00000000,vegetative,19.76777431,0.13064620,0.24613133,142327.97506679
83,1,MS,0.41401389,False,0.00000000,2.60500000,0.00002294,1,745.30596071,745.30596071,0.05974940,10,0.00000000,vegetative,19.87128903,0.12853902,0.24589187,143073.28102750
84,1,MS,0.38896820,False,0.00000000,2.49400000,0.00001695,1,713.54820192,713.54820192,0.05977685,10,0.00000000,vegetative,19.97039295,0.12783262,0.24505315,143786.82922942
85,1,MS,0.36055421,False,0.00000000,2.45700000,0.00001628,1,702.96228233,702.96228233,0.05980398,10,0.00000000,vegetative,20.06802660,0.12778058,0.23430446,144489.79151175
86,1,MS,0.34197956,False,0.00000000,2.40300000,0.00001415,1,687.51256183,687.51256183,0.05983057,10,0.00000000,vegetative,20.16351445,0.12748520,0.23619361,145177.30407358
87,1,MS,0.32226493,False,0.00000000,2.35400000,0.00001171,1,673.49337102,673.49337102,0.05985666,10,0.00000000,vegetative,20.25705520,0.12719215,0.23356978,145850.79744460
88,1,MS,0.29828451,False,0.00000000,2.30300000,0.00000881,1,658.90196833,658.90196833,0.05988222,10,0.00000000,vegetative,20.34856936,0.12682019,0.21943175,146509.69941293
89,1,MS,0.28071285,False,0.00000000,2.24100000,0.00000638,1,641.16340036,641.16340036,0.05990710,10,0.00000000,vegetative,20.43761984,0.12626121,0.21162237,147150.86281329
90,1,MS,0.27183619,False,0.00000000,2.17900000,0.00000675,1,623.42483239,623.42483239,0.05993131,10,0.00000000,vegetative,20.52420662,0.12573511,0.22167858,147774.28764569
91,1,MS,0.25420564,False,0.00000000,2.14300000,0.00000643,1,613.12501873,613.12501873,0.05995512,10,0.00000000,vegetative,20.60936287,0.12541524,0.21090920,148387.41266442
92,1,MS,0.24142392,False,0.00000000,2.07000000,0.00001059,1,592.23928548,592.23928548,0.05997811,10,0.00000000,vegetative,20.69161833,0.12467899,0.36681733,148979.65194989
93,1,MS,0.25505739,False,0.00000000,1.98800000,0.00016123,1,568.77859880,568.77859880,0.06000020,10,0.00000000,vegetative,20.77061535,0.12391889,0.35634194,149548.43054870
94,1,MS,0.31901273,False,0.00000000,1.93200000,0.00058556,1,552.75666644,552.75666644,0.06002168,10,0.00000000,vegetative,20.84738711,0.12354812,0.65812819,150101.18721514
95,1,MS,0.43926901,False,0.00000000,1.92100000,0.00084593,1,549.60950116,549.60950116,0.06004314,10,0.00000000,vegetative,20.92372177,0.12363947,0.85636633,150650.79671630
96,1,MS,0.62170647,False,0.00000000,2.04400000,0.00111412,1,584.80053116,584.80053116,0.06006616,10,0.00000000,vegetative,21.00494406,0.12546358,1.05385853,151235.59724746
97,1,MS,0.82075748,False,0.00000000,2.51600000,0.00086109,1,719.84253249,719.84253249,0.06009488,10,0.00000000,vegetative,21.10492219,0.13136672,0.88460689,151955.43977995
98,1,MS,1.00776676,False,0.00000000,2.92600000,0.00055550,1,837.14596585,837.14596585,0.06012883,10,0.00000000,vegetative,21.22119246,0.13753439,0.69451464,152792.58574580
99,1,MS,1.11922610,False,0.00000000,3.18900000,0.00043250,1,912.39182675,912.39182675,0.06016652,10,0.00000000,vegetative,21.34791355,0.14285730,0.60265821,153704.97757255
100,1,MS,1.13742535,False,0.00000000,3.18100000,0.00010667,1,910.10297927,910.10297927,0.06020482,10,0.00000000,vegetative,21.47431674,0.14521217,0.37506300,154615.08055183
101,1,MS,1.07175285,False,0.00000000,2.89100000,0.00005333,1,827.13225812,827.13225812,0.06024022,10,0.00000000,vegetative,21.58919622,0.14422451,0.29946192,155442.21280995
102,1,MS,0.98081918,False,0.00000000,2.60100000,0.00004204,1,744.16153697,744.16153697,0.06027252,10,0.00000000,vegetative,21.69255199,0.14308041,0.28896630,156186.37434692
103,1,MS,0.89565285,False,0.00000000,2.25000000,0.00003172,1,643.73835378,643.73835378,0.06030081,10,0.00000000,vegetative,21.78196010,0.14087373,0.28324742,156830.11270069
104,1,MS,0.82082169,False,0.00000000,2.09800000,0.00004701,1,600.25025166,600.25025166,0.06032746,10,0.00000000,vegetative,21.86532819,0.14077905,0.28314611,157430.36295235
105,1,MS,0.74947202,False,0.00000000,2.02300000,0.00005268,1,578.79230653,578.79230653,0.06035542,10,0.00000000,vegetative,21.94571601,0.14132580,0.28435337,158009.15525888
106,1,MS,0.67462537,False,0.00000000,1.94600000,0.00003633,1,556.76214953,556.76214953,0.06038053,10,0.00000000,vegetative,22.02304408,0.14160954,0.27492026,158565.91740841
107,1,MS,0.61291363,False,0.00000000,1.84900000,0.00002628,1,529.00987384,529.00987384,0.06040453,10,0.00000000,vegetative,22.09651768,0.14149113,0.27068646,159094.92728225
108,1,MS,0.56105977,False,0.00000000,1.78700000,0.00002919,1,511.27130587,511.27130587,0.06042785,10,0.00000000,vegetative,22.16752758,0.14162632,0.26998695,159606.19858812
109,1,MS,0.51327042,False,0.00000000,1.74200000,0.00002654,1,498.39653879,498.39653879,0.06045067,10,0.00000000,vegetative,22.23674932,0.14184740,0.26884255,160104.59512691
110,1,MS,0.47512460,False,0.00000000,1.72500000,0.00002712,1,493.53273790,493.53273790,0.06047335,10,0.00000000,vegetative,22.30529554,0.14225430,0.27293088,160598.12786480
111,1,MS,0.43433271,False,0.00000000,1.72000000,0.00002371,1,492.10220822,492.10220822,0.06049603,10,0.00000000,vegetative,22.37364307,0.14267008,0.26507938,161090.23007303
112,1,MS,0.40053380,False,0.00000000,1.68200000,0.00002355,1,481.23018269,481.23018269,0.06051826,10,0.00000000,vegetative,22.44048059,0.14263214,0.26242505,161571.46025572
113,1,MS,0.37477034,False,0.00000000,1.65400000,0.00002406,1,473.21921651,473.21921651,0.06054016,10,0.00000000,vegetative,22.50620548,0.14262706,0.26661776,162044.67947223
114,1,MS,0.35055392,False,0.00000000,1.65600000,0.00003277,1,473.79142838,473.79142838,0.06056213,10,0.00000000,vegetative,22.57200985,0.14292126,0.27053393,162518.47090061
115,1,MS,0.33015530,False,0.00000000,1.65800000,0.00003960,1,474.36364025,474.36364025,0.06058415,10,0.00000000,vegetative,22.63789369,0.14315243,0.27827781,162992.83454086
116,1,MS,0.30892509,False,0.00000000,1.68000000,0.00004877,1,480.65797082,480.65797082,0.06060648,10,0.00000000,vegetative,22.70465174,0.14355665,0.28063388,163473.49251168
117,1,MS,0.29573553,False,0.00000000,1.70000000,0.00012114,1,486.38008952,486.38008952,0.06062910,10,0.00000000,vegetative,22.77220453,0.14390602,0.60827695,163959.87260120
118,1,MS,0.32407277,False,0.00000000,1.76500000,0.00029290,1,504.97697530,504.97697530,0.06065260,10,0.00000000,vegetative,22.84234022,0.14478160,0.47266434,164464.84957649
119,1,MS,0.40913354,False,0.00000000,1.95000000,0.00055830,1,557.90657327,557.90657327,0.06067860,10,0.00000000,vegetative,22.91982724,0.14713620,0.66186037,165022.75614977
120,1,MS,0.54189349,False,0.00000000,2.39800000,0.00058749,1,686.08203216,686.08203216,0.06071067,10,0.00000000,vegetative,23.01511641,0.15273386,0.70588941,165708.83818193
121,1,MS,0.67511669,False,0.00000000,2.99000000,0.00047057,1,855.45674569,855.45674569,0.06075081,10,0.00000000,vegetative,23.13392985,0.16059524,0.64089645,166564.29492761
122,1,MS,0.79296781,False,0.00000000,3.39700000,0.00040353,1,971.90186124,971.90186124,0.06079663,10,0.00000000,vegetative,23.26891622,0.16665876,0.61282014,167536.19678885
123,1,MS,0.86896197,False,0.00000000,3.69100000,0.00024590,1,1056.01700613,1056.01700613,0.06084667,10,0.00000000,vegetative,23.41558525,0.17162069,0.51973564,168592.21379498
124,1,MS,0.86355655,False,0.00000000,3.78200000,0.00011009,1,1082.05264622,1082.05264622,0.06089821,10,0.00000000,vegetative,23.56587034,0.17384519,0.41832702,169674.26644120
125,1,MS,0.82022721,False,0.00000000,3.66400000,0.00004818,1,1048.29214588,1048.29214588,0.06094837,10,0.00000000,vegetative,23.71146647,0.17319898,0.34669802,170722.55858708
126,1,MS,0.74544432,False,0.00000000,3.47600000,0.00003873,1,994.50423010,994.50423010,0.06099615,10,0.00000000,vegetative,23.84959206,0.17142386,0.32037035,171717.06281718
127,1,MS,0.68159459,False,0.00000000,3.17700000,0.00003189,1,908.95855553,908.95855553,0.06103997,10,0.00000000,vegetative,23.97583630,0.16806871,0.31013470,172626.02137272
128,1,MS,0.62390634,False,0.00000000,2.72900000,0.00003744,1,780.78309665,780.78309665,0.06107771,10,0.00000000,vegetative,24.08427840,0.16275052,0.30567927,173406.80446937
129,1,MS,0.56783678,False,0.00000000,2.48900000,0.00003385,1,712.11767225,712.11767225,0.06111222,10,0.00000000,vegetative,24.18318363,0.16018283,0.29792708,174118.92214161
130,1,MS,0.51858331,False,0.00000000,2.43800000,0.00003082,1,697.52626956,697.52626956,0.06114609,10,0.00000000,vegetative,24.28006228,0.15997692,0.29452276,174816.44841117
131,1,MS,0.47469917,False,0.00000000,2.41200000,0.00002744,1,690.08751525,690.08751525,0.06117967,10,0.00000000,vegetative,24.37590777,0.15997720,0.28782860,175506.53592642
132,1,MS,0.43930147,False,0.00000000,2.35900000,0.00002638,1,674.92390069,674.92390069,0.06121255,10,0.00000000,vegetative,24.46964720,0.15954805,0.28649347,176181.45982712
133,1,MS,0.39952276,False,0.00000000,2.30300000,0.00002495,1,658.90196833,658.90196833,0.06124469,10,0.00000000,vegetative,24.56116136,0.15900473,0.27118682,176840.36179545
134,1,MS,0.36469436,False,0.00000000,2.04600000,0.00002193,1,585.37274304,585.37274304,0.06127584,10,0.00000000,vegetative,24.64246313,0.15586100,0.25900498,177425.73453848
135,1,MS,0.33715625,False,0.00000000,1.82700000,0.00001421,1,522.71554327,522.71554327,0.06130136,10,0.00000000,vegetative,24.71506251,0.15322146,0.25173421,177948.45008175
136,1,MS,0.31795533,False,0.00000000,1.73300000,0.00002438,1,495.82158538,495.82158538,0.06132558,10,0.00000000,vegetative,24.78392662,0.15216018,0.25703900,178444.27166713
137,1,MS,0.29406969,False,0.00000000,1.66000000,0.00002133,1,474.93585212,474.93585212,0.06134880,10,0.00000000,vegetative,24.84988993,0.15132370,0.24976466,178919.20751925
138,1,MS,0.27078923,False,0.00000000,1.59700000,0.00001353,1,456.91117821,456.91117821,0.06137114,10,0.00000000,vegetative,24.91334982,0.15057616,0.23822369,179376.11869746
139,1,MS,0.25235036,False,0.00000000,1.53100000,0.00000883,1,438.02818650,438.02818650,0.06139256,10,0.00000000,vegetative,24.97418707,0.14977328,0.23317678,179814.14688397
140,1,MS,0.23502423,False,0.00000000,1.46600000,0.00000639,1,419.43130073,419.43130073,0.06141307,10,0.00000000,vegetative,25.03244141,0.14895962,0.22517272,180233.57818469
141,1,MS,0.24894290,False,0.00000000,1.39300000,0.00015000,1,398.54556747,398.54556747,0.06143257,10,0.00000000,vegetative,25.08779497,0.14811743,0.54287775,180632.12375217
142,1,MS,0.32700222,False,0.00000000,1.34700000,0.00051724,1,385.38469446,385.38469446,0.06145143,10,0.00000000,vegetative,25.14132062,0.14772982,0.62391704,181017.50844663
143,1,MS,0.47982379,False,0.00000000,1.33000000,0.00090429,1,380.52089357,380.52089357,0.06147009,10,0.00000000,vegetative,25.19417074,0.14776925,0.90474453,181398.02934019
144,1,MS,0.67294946,False,0.00000000,1.34000000,0.00090955,1,383.38195292,383.38195292,0.06148896,10,0.00000000,vegetative,25.24741824,0.14826727,0.92412699,181781.41129311
145,1,MS,0.87058003,False,0.00000000,1.49800000,0.00061922,1,428.58669065,428.58669065,0.06151018,10,0.00000000,vegetative,25.30694416,0.15098388,0.74800647,182209.99798376
146,1,MS,1.01950748,False,0.00000000,1.75700000,0.00059311,1,502.68812782,502.68812782,0.06153522,10,0.00000000,vegetative,25.37676196,0.15554330,0.73537916,182712.68611157
147,1,MS,1.12433251,False,0.00000000,2.08500000,0.00032000,1,596.53087450,596.53087450,0.06156515,10,0.00000000,vegetative,25.45961347,0.16130335,0.55507130,183309.21698607
148,1,MS,1.11217677,False,0.00000000,2.13100000,0.00010615,1,609.69174751,609.69174751,0.06159595,10,0.00000000,vegetative,25.54429288,0.16362047,0.39192938,183918.90873359
149,1,MS,1.03728433,False,0.00000000,1.90200000,0.00004075,1,544.17348839,544.17348839,0.06162360,10,0.00000000,vegetative,25.61987253,0.16214033,0.31786733,184463.08222198
