R_residual,sucrose,Conc_Sucrose,Export_Amino_Acids,RGR_Structure,WSC_g,plant,axis,cytokinins,senesced_mstruct,amino_acids,structure,Export_Nitrates,nitrates,HATS_LATS,N_exudation,sum_respi,Export_cytokinins,Uptake_Nitrates,Respi_growth,N_tot,AA_consumption_mstruct,S_Amino_Acids,R_Nnit_red,S_grain_starch,sucrose_consumption_mstruct,S_grain_structure,Unloading_Sucrose,age_from_flowering,synthetized_mstruct,Conc_cytokinins,Proteins_N_Mass,organ,proteins,S_Proteins,t,C_exudation,R_grain_growth_starch,R_grain_growth_struct,Conc_Amino_Acids,Dry_Mass,Conc_Nitrates,Nstruct,Unloading_Amino_Acids,S_cytokinins,Total_Organic_Nitrogen,starch,R_Nnit_upt,regul_transpiration,mstruct
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6004.4512600000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011692885,NA,NA,NA,0.0000000000,NA,17.9609800000,NA,1197319.8524100001,NA,NA,0.0011692885400000001,grains,83.5206100000,0.0689000000,252.0000000000,NA,0.0000000000,7.3361700000,NA,0.18015346013865544,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,11664.9360100000,396.6710060978512,NA,NA,0.3332838859999999,1,MS,NA,NA,44.7451900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006264327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,252.0000000000,NA,NA,NA,14.607156643910242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.7823047771,1428.8998000000,236.6354994700583,0.8360000000,NA,0.04082570857142857,1,MS,3.1763100000,0.0018500000,53.3595500000,NA,0.1329000000,254.4885900000,40.9507000000,13.4657500000,15.7537100000,0.1108100000,7.0907600000,13.0292900000,0.0142798740,0.3773000000,2.0757600000,2.0681700000,NA,37.8352400000,NA,1802.9767800000,NA,NA,6.312221780604133,NA,roots,NA,NA,252.0000000000,360.5953600000,NA,NA,84.83235294117648,NA,505.7404411764706,0.0099700000,6.9159900000,1.7861800000,765.3967800000,NA,2.8150300000,0.0058000000,0.5032000000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6015.1025200000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011702225,NA,NA,NA,0.0000000000,NA,18.0396700000,NA,1199439.7048100000,NA,NA,0.00117022248,grains,83.5873200000,0.0655200000,253.0000000000,NA,0.0000000000,7.3683100000,NA,0.18046464905882356,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12200.5309900000,414.83504530345556,NA,NA,0.3485865997142856,1,MS,NA,NA,44.3137600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006203926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,253.0000000000,NA,NA,NA,14.464603734168952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.9881933096,1975.0105500000,327.0751440779014,0.8119000000,NA,0.05642887285714285,1,MS,3.9776600000,0.0018500000,51.8215200000,NA,0.1364600000,261.2963600000,40.3366400000,5.4276500000,17.5973600000,0.1387600000,8.6948100000,13.0292900000,0.0143536503,0.3773000000,2.1410400000,2.1332100000,NA,37.8352400000,NA,1034.2862400000,NA,NA,7.9047297297297305,NA,roots,NA,NA,253.0000000000,206.8572500000,NA,NA,82.38715421303658,NA,519.2693958664547,0.0099700000,3.7566500000,1.8719900000,763.8587500000,NA,3.4518400000,0.0058000000,0.5032000000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6026.8323800000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011712282,NA,NA,NA,0.0000000000,NA,19.8534800000,NA,1201766.8262300000,NA,NA,0.0011712282399999998,grains,83.6591600000,0.0720700000,254.0000000000,NA,0.0000000000,8.1091700000,NA,0.18080718321008402,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12326.1819500000,419.049220048248,NA,NA,0.35217662714285713,1,MS,NA,NA,44.7440100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006264161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,254.0000000000,NA,NA,NA,14.603017273031389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.1433455298,2221.4512300000,367.87277102128957,0.9472000000,NA,0.06347003514285715,1,MS,4.7970500000,0.0037500000,50.7348900000,NA,0.1677200000,269.5022500000,42.5311300000,2.8510900000,19.3809700000,0.1994200000,9.8691400000,23.6829600000,0.0144233200,0.6858000000,2.3210800000,2.3126800000,NA,68.7720100000,NA,624.1815100000,NA,NA,9.532709351774571,NA,roots,NA,NA,254.0000000000,124.8363000000,NA,NA,80.65639680457852,NA,535.5555224355153,0.0099400000,2.2657800000,2.0327900000,760.7692800000,NA,3.9180500000,0.0069100000,0.5032200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6038.2322500000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011722155,NA,NA,NA,0.0000000000,NA,19.2922100000,NA,1204023.1932500000,NA,NA,0.00117221552,grains,83.7296800000,0.0712800000,255.0000000000,NA,0.0000000000,7.8799200000,NA,0.1811401531932773,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12395.7737800000,421.3618223449574,NA,NA,0.3541649651428571,1,MS,NA,NA,45.8019100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006412267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,255.0000000000,NA,NA,NA,14.946391845092657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.1164031025,2382.3654000000,394.5201899765511,0.9476200000,NA,0.06806758285714286,1,MS,5.5835900000,0.0037500000,50.7575100000,NA,0.1729800000,277.9623500000,40.7310200000,1.3930600000,19.3003800000,0.2321200000,9.8598400000,23.6829600000,0.0145420780,0.6858000000,2.2782700000,2.2700300000,NA,68.7720100000,NA,326.9241300000,NA,NA,11.095723540399826,NA,roots,NA,NA,255.0000000000,65.3848300000,NA,NA,80.69235721950639,NA,552.3674535988237,0.0099400000,1.2079700000,1.9976800000,760.7918900000,NA,3.9143600000,0.0069100000,0.5032200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6049.5369800000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011732160,NA,NA,NA,0.0000000000,NA,19.1277300000,NA,1206256.3453299999,NA,NA,0.00117321596,grains,83.8011400000,0.0724300000,256.0000000000,NA,0.0000000000,7.8127300000,NA,0.1814705016554622,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12377.6711800000,420.6778327004985,NA,NA,0.353647748,1,MS,NA,NA,46.8668600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006561360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,256.0000000000,NA,NA,NA,15.291418596778865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0282535701,2413.2198900000,399.55030100135104,0.7415200000,NA,0.0689491397142857,1,MS,6.3653000000,0.0056300000,50.3502700000,NA,0.1405500000,286.3158300000,39.6355600000,1.0696900000,19.1159200000,0.2087300000,9.6673400000,24.3398800000,0.0146233254,0.7048200000,2.2625900000,2.2548200000,NA,70.6796200000,NA,256.3438300000,NA,NA,12.646626400699358,NA,roots,NA,NA,256.0000000000,51.2687700000,NA,NA,80.02903917984582,NA,568.8544663434793,0.0099100000,0.9706200000,1.9878700000,758.4370500000,NA,3.8379300000,0.0054500000,0.5033200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6059.1043600000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011740844,NA,NA,NA,0.0000000000,NA,16.1862100000,NA,1208143.1059800000,NA,NA,0.00117408438,grains,83.8631700000,0.0628900000,257.0000000000,NA,0.0000000000,6.6112700000,NA,0.1817502408109244,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12377.6997900000,420.63420146889115,NA,NA,0.3536485654285714,1,MS,NA,NA,48.0909100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006732727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,257.0000000000,NA,NA,NA,15.68913012450096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.7314455346,2468.0073800000,408.62131778325255,0.7449200000,NA,0.07051449657142857,1,MS,7.0275900000,0.0056300000,50.5815400000,NA,0.1441600000,293.6664600000,34.2728500000,0.5734600000,17.0785200000,0.2304500000,8.4709500000,24.3398800000,0.0147294720,0.7048200000,1.9945100000,1.9876700000,NA,70.6796200000,NA,139.9039600000,NA,NA,13.962469204482238,NA,roots,NA,NA,257.0000000000,27.9807900000,NA,NA,80.39663037431455,NA,583.4587538742747,0.0099100000,0.5435700000,1.7547800000,758.6683300000,NA,3.3629700000,0.0054500000,0.5033200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6070.9236700000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011751863,NA,NA,NA,0.0000000000,NA,19.9979300000,NA,1210470.2273899999,NA,NA,0.00117518632,grains,83.9418800000,0.0798500000,258.0000000000,NA,0.0000000000,8.1681700000,NA,0.18209603788235296,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12324.5867800000,418.75581962690234,NA,NA,0.3521310508571428,1,MS,NA,NA,49.2118300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006889656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,258.0000000000,NA,NA,NA,16.052003163963434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.3955227978,2445.5177900000,404.8173476752347,1.2012200000,NA,0.06987193685714285,1,MS,7.6439200000,0.0075300000,49.8142400000,NA,0.2427200000,301.9609900000,39.4041900000,0.6943800000,19.5722000000,0.4104300000,9.6856300000,24.7503400000,0.0148148532,0.7167100000,2.3381400000,2.3306100000,NA,71.8715500000,NA,170.4457000000,NA,NA,15.183981566087958,NA,roots,NA,NA,258.0000000000,34.0891400000,NA,NA,79.16132056731954,NA,599.8192165587382,0.0098900000,0.6805900000,2.0616900000,755.9440200000,NA,3.8451900000,0.0089300000,0.5034200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6084.8278400000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011765184,NA,NA,NA,0.0000000000,NA,23.5313000000,NA,1213202.3891199999,NA,NA,0.00117651842,grains,84.0370300000,0.0965500000,259.0000000000,NA,0.0000000000,9.6113800000,NA,0.18250309473529408,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12316.1371600000,418.4038986275309,NA,NA,0.35188963314285715,1,MS,NA,NA,50.5357000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007074998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,259.0000000000,NA,NA,NA,16.481271911944557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.0150583249,2475.0262400000,409.7020115741661,1.2044100000,NA,0.07071503542857142,1,MS,8.3919600000,0.0075300000,49.9463400000,NA,0.2502100000,311.2795500000,43.6547800000,0.4491500000,21.9480100000,0.4506000000,10.8064900000,24.7503400000,0.0149471625,0.7167100000,2.6539800000,2.6454300000,NA,71.8715500000,NA,111.2843100000,NA,NA,16.669897898375112,NA,roots,NA,NA,259.0000000000,22.2568600000,NA,NA,79.37124468634539,NA,618.3297246831671,0.0098900000,0.4566200000,2.3446000000,756.0761200000,NA,4.2901800000,0.0089300000,0.5034200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6100.1694900000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011780273,NA,NA,NA,0.0000000000,NA,25.9684500000,NA,1216210.1029200000,NA,NA,0.00117802734,grains,84.1448100000,0.1091900000,260.0000000000,NA,0.0000000000,10.6068300000,NA,0.18295252259243697,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12306.7016000000,417.9930413186986,NA,NA,0.35162004571428573,1,MS,NA,NA,51.7479100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007244707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,260.0000000000,NA,NA,NA,16.872965889962625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.9175348115,2443.2044400000,404.3460568387186,4.3213800000,NA,0.06980584114285715,1,MS,7.9403600000,0.0094800000,46.2182900000,NA,0.9980600000,320.2357100000,46.1303100000,0.6757100000,23.3373400000,1.6531200000,11.3311300000,25.3064100000,0.0149903560,0.7328100000,2.8664500000,2.8578400000,NA,73.4862900000,NA,178.5970200000,NA,NA,15.76938811987369,NA,roots,NA,NA,260.0000000000,35.7194000000,NA,NA,73.43084225368895,NA,635.9813913768792,0.0098600000,0.7509700000,2.5380000000,750.3561700000,NA,4.4984600000,0.0346300000,0.5035300000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6117.9632500000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011798179,NA,NA,NA,0.0000000000,NA,30.1313500000,NA,1219688.2413200000,NA,NA,0.00117981794,grains,84.2727100000,0.1294900000,261.0000000000,NA,0.0000000000,12.3071700000,NA,0.18347408191176467,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12408.6400300000,421.3729103929216,NA,NA,0.3545325722857143,1,MS,NA,NA,53.3258200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007465615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,261.0000000000,NA,NA,NA,17.384059559659498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.7891653957,2478.2440400000,410.14504928537855,4.0859000000,NA,0.07080697257142857,1,MS,7.7547100000,0.0094800000,43.6997300000,NA,1.0294000000,330.2908700000,50.8059500000,0.5459800000,26.0806800000,1.6144700000,12.5847100000,25.3064100000,0.0150958684,0.7328100000,3.2452500000,3.2355000000,NA,73.4862900000,NA,154.8144100000,NA,NA,15.400691120687943,NA,roots,NA,NA,261.0000000000,30.9628800000,NA,NA,69.42939646098543,NA,655.9507278612991,0.0098600000,0.6653100000,2.8784300000,747.8376200000,NA,4.9961300000,0.0346300000,0.5035300000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6137.5523300000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011818296,NA,NA,NA,0.0000000000,NA,33.1815400000,NA,1223503.7312500000,NA,NA,0.0011818296,grains,84.4164000000,0.1452600000,262.0000000000,NA,0.0000000000,13.5530200000,NA,0.18404856152941176,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12559.3718200000,426.3802653467229,NA,NA,0.3588391948571429,1,MS,NA,NA,54.9814100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007697397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,262.0000000000,NA,NA,NA,17.91910374187766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.9616349586,2470.8643500000,408.834410491621,7.4268100000,NA,0.07059612428571428,1,MS,6.2081800000,0.0112900000,36.9251900000,NA,2.2770400000,339.6345000000,53.8712000000,0.7513500000,27.9233300000,2.7803500000,13.3190200000,23.6759000000,0.0151018357,0.6856000000,3.5277000000,3.5178200000,NA,68.7515300000,NA,251.3853600000,NA,NA,12.326622190453499,NA,roots,NA,NA,262.0000000000,50.2770700000,NA,NA,58.65330791835438,NA,674.3596616630928,0.0098300000,1.1004900000,3.1348600000,739.2082400000,NA,5.2876500000,0.0744900000,0.5036400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6159.4549300000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011841193,NA,NA,NA,0.0000000000,NA,37.1116600000,NA,1227750.6844400000,NA,NA,0.0011841192999999999,grains,84.5799500000,0.1652800000,263.0000000000,NA,0.0000000000,15.1582800000,NA,0.1846911861302521,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,12850.2278100000,436.14797576621527,NA,NA,0.367149366,1,MS,NA,NA,57.2295200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008012133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,263.0000000000,NA,NA,NA,18.647231850117098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.8957406447,2535.5826800000,419.54284144759487,6.4759500000,NA,0.07244521942857142,1,MS,5.3879000000,0.0112900000,32.1976100000,NA,2.3467600000,350.0339200000,58.1259200000,0.6419000000,30.7369800000,2.4129900000,14.5898900000,23.6759000000,0.0151812414,0.6856000000,3.9255100000,3.9145100000,NA,68.7515300000,NA,252.7495300000,NA,NA,10.697919148598206,NA,roots,NA,NA,263.0000000000,50.5499100000,NA,NA,51.143848780875224,NA,695.0081804463506,0.0098300000,1.1256400000,3.4928900000,734.4806600000,NA,5.7921900000,0.0744900000,0.5036400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6182.3965200000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011865602,NA,NA,NA,0.0000000000,NA,38.8769800000,NA,1232178.2659100001,NA,NA,0.0011865602,grains,84.7543000000,0.1765200000,264.0000000000,NA,0.0000000000,15.8793300000,NA,0.18536460792436976,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,13120.4391100000,445.18863252944186,NA,NA,0.3748696888571428,1,MS,NA,NA,59.5719700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008340076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,264.0000000000,NA,NA,NA,19.404787517762838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.6597056599,2566.8871700000,424.6382343404667,6.0999100000,NA,0.07333963342857142,1,MS,4.7313200000,0.0129300000,27.5187400000,NA,2.6622100000,360.3033400000,59.0274000000,0.6949200000,31.8011100000,2.3352400000,14.9203100000,21.4405400000,0.0152395091,0.6208700000,4.1079800000,4.0972800000,NA,62.2603600000,NA,324.1040200000,NA,NA,9.392384960495495,NA,roots,NA,NA,264.0000000000,64.8208000000,NA,NA,43.70308492476278,NA,715.2565609242864,0.0098100000,1.4715600000,3.6606500000,728.1374200000,NA,5.9233600000,0.0821000000,0.5037400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6205.2960400000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011890484,NA,NA,NA,0.0000000000,NA,38.8057900000,NA,1236576.0699700001,NA,NA,0.00118904842,grains,84.9320300000,0.1801800000,265.0000000000,NA,0.0000000000,15.8502500000,NA,0.18603717565966388,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,13431.4132200000,455.6233961572906,NA,NA,0.38375466342857145,1,MS,NA,NA,62.3652200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008731131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,265.0000000000,NA,NA,NA,20.309442318651797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.5776920104,2648.6086400000,438.1573563081484,5.3740600000,NA,0.07567453257142857,1,MS,4.3350700000,0.0129300000,24.2442000000,NA,2.7359000000,370.2767000000,56.8841600000,0.5153400000,31.5628900000,2.1396700000,14.6399800000,21.4405400000,0.0153332926,0.6208700000,4.0862500000,4.0756100000,NA,62.2603600000,NA,281.4949500000,NA,NA,8.60576884900941,NA,roots,NA,NA,265.0000000000,56.2989900000,NA,NA,38.5027196569659,NA,735.055187199746,0.0098100000,1.3070500000,3.6442800000,724.8628800000,NA,5.8120700000,0.0821000000,0.5037400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6228.1485000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011915890,NA,NA,NA,0.0000000000,NA,38.7239200000,NA,1240943.9521699999,NA,NA,0.001191589,grains,85.1135000000,0.1839900000,266.0000000000,NA,0.0000000000,15.8168100000,NA,0.18670878382352943,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,13709.2308300000,464.90943524068814,NA,NA,0.3916923094285714,1,MS,NA,NA,65.1373600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009119230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,266.0000000000,NA,NA,NA,21.2058974578099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.3441492122,2687.2676900000,444.45563990605666,5.2933000000,NA,0.07677907685714286,1,MS,3.8263500000,0.0145900000,20.5947300000,NA,3.2496500000,379.3036000000,54.9522400000,0.5138800000,31.1445300000,2.1898300000,14.2581200000,21.8452300000,0.0153885766,0.6325800000,4.0600600000,4.0503900000,NA,63.4355000000,NA,335.2656100000,NA,NA,7.5942244715689196,NA,roots,NA,NA,266.0000000000,67.0531200000,NA,NA,32.69977969633819,NA,752.8105586980253,0.0097900000,1.5929600000,3.6246000000,719.5383700000,NA,5.6604700000,0.0951900000,0.5038500000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6250.7950200000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011941654,NA,NA,NA,0.0000000000,NA,38.3755900000,NA,1245251.5982200000,NA,NA,0.00119416542,grains,85.2975300000,0.1865700000,267.0000000000,NA,0.0000000000,15.6745400000,NA,0.1873747715168067,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,14048.8141200000,476.3052584470799,NA,NA,0.4013946891428571,1,MS,NA,NA,68.3013600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009562190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,267.0000000000,NA,NA,NA,22.230349681645276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.1371167948,2774.0781500000,458.8134944262511,4.6703500000,NA,0.0792593757142857,1,MS,3.5306500000,0.0145900000,18.1710000000,NA,3.3240200000,387.9841400000,52.6831300000,0.3832200000,30.7322100000,2.0206000000,13.9165400000,21.8452300000,0.0154761720,0.6325800000,4.0083100000,3.9987700000,NA,63.4355000000,NA,292.5186900000,NA,NA,7.00734345539347,NA,roots,NA,NA,267.0000000000,58.5037400000,NA,NA,28.85144388210777,NA,770.0389798551156,0.0097900000,1.4221400000,3.5798400000,717.1146400000,NA,5.5248700000,0.0951900000,0.5038500000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6272.0882000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011966450,NA,NA,NA,0.0000000000,NA,36.0720000000,NA,1249283.6261900000,NA,NA,0.0011966449599999998,grains,85.4746400000,0.1797400000,268.0000000000,NA,0.0000000000,14.7336300000,NA,0.18800138,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,14287.0223900000,484.2414970620853,NA,NA,0.4082006397142857,1,MS,NA,NA,71.1884200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009966379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,268.0000000000,NA,NA,NA,23.163323110962878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.8263733268,2811.7984500000,464.9322145720068,3.4609800000,NA,0.08033709857142857,1,MS,3.5598300000,0.0163500000,16.5751600000,NA,2.7573500000,396.1620200000,48.0016000000,0.3777400000,28.6663200000,1.6551100000,12.7739800000,23.3362800000,0.0155383205,0.6757600000,3.7510600000,3.7431000000,NA,67.7653100000,NA,320.3966100000,NA,NA,7.063435056946704,NA,roots,NA,NA,268.0000000000,64.0793200000,NA,NA,26.31082185801024,NA,786.0669471010755,0.0097600000,1.5964500000,3.3527000000,713.7508200000,NA,5.0712700000,0.0773400000,0.5039800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6291.9931400000,NA,NA,NA,NA,NA,NA,NA,NA,0.0011990230,NA,NA,NA,0.0000000000,NA,33.7155700000,NA,1253037.3311600001,NA,NA,0.0011990229999999998,grains,85.6445000000,0.1724100000,269.0000000000,NA,0.0000000000,13.7711500000,NA,0.18858757815966384,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,14527.1948500000,492.2737356999566,NA,NA,0.41506271,1,MS,NA,NA,74.2879400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010400312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,269.0000000000,NA,NA,NA,24.16653871177619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.7141901448,2888.2859400000,477.57945751815555,3.2424900000,NA,0.08252245542857144,1,MS,3.5001900000,0.0163500000,15.5288000000,NA,2.8084000000,403.4964400000,43.7746300000,0.2606700000,26.9389200000,1.6273700000,11.8233500000,23.3362800000,0.0156263534,0.6757600000,3.5108300000,3.5033700000,NA,67.7653100000,NA,242.4148600000,NA,NA,6.945097027659828,NA,roots,NA,NA,269.0000000000,48.4829700000,NA,NA,24.649867058216596,NA,800.619945235922,0.0097600000,1.2396400000,3.1386500000,712.7044600000,NA,4.6938700000,0.0773400000,0.5039800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6309.2289900000,NA,NA,NA,NA,NA,NA,NA,NA,0.0012011370,NA,NA,NA,0.0000000000,NA,29.1813700000,NA,1256276.3264700000,NA,NA,0.001201137,grains,85.7955000000,0.1533400000,270.0000000000,NA,0.0000000000,11.9191500000,NA,0.1890955751344538,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,14626.7277400000,495.5216147251966,NA,NA,0.41790650685714287,1,MS,NA,NA,76.8608500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010760519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,270.0000000000,NA,NA,NA,24.997227439406135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.6091680032,2901.5130100000,479.6238090042912,1.4042300000,NA,0.08290037171428571,1,MS,4.1176900000,0.0182800000,15.7018400000,NA,1.2249600000,410.9193200000,37.5190600000,0.2729600000,23.6994100000,0.8199700000,10.1575200000,25.6125100000,0.0157026962,0.7416700000,3.0847000000,3.0790800000,NA,74.3751600000,NA,252.1975100000,NA,NA,8.167913038303611,NA,roots,NA,NA,270.0000000000,50.4395000000,NA,NA,24.917128518437707,NA,815.1058655505525,0.0097300000,1.3252500000,2.7600400000,710.9572900000,NA,4.0325400000,0.0331200000,0.5041300000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6324.6818800000,NA,NA,NA,NA,NA,NA,NA,NA,0.0012030861,NA,NA,NA,0.0000000000,NA,26.1580600000,NA,1259171.8913199999,NA,NA,0.0012030860799999998,grains,85.9347200000,0.1413800000,271.0000000000,NA,0.0000000000,10.6842800000,NA,0.18955141774789916,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA
NA,14710.3089700000,498.2660627307523,NA,NA,0.42029454199999994,1,MS,NA,NA,79.5073300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011131026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,271.0000000000,NA,NA,NA,25.853414896860077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
