R_residual,sucrose,Conc_Sucrose,Export_Amino_Acids,RGR_Structure,WSC_g,plant,axis,cytokinins,senesced_mstruct,amino_acids,structure,Export_Nitrates,nitrates,HATS_LATS,N_exudation,sum_respi,Export_cytokinins,Uptake_Nitrates,Respi_growth,N_tot,AA_consumption_mstruct,S_Amino_Acids,R_Nnit_red,S_grain_starch,sucrose_consumption_mstruct,S_grain_structure,Unloading_Sucrose,age_from_flowering,synthetized_mstruct,Conc_cytokinins,Proteins_N_Mass,organ,proteins,S_Proteins,t,C_exudation,R_grain_growth_starch,R_grain_growth_struct,Conc_Amino_Acids,Dry_Mass,Conc_Nitrates,Nstruct,Unloading_Amino_Acids,S_cytokinins,Total_Organic_Nitrogen,starch,R_Nnit_upt,regul_transpiration,mstruct
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0023157390,NA,NA,NA,1328.0746500000,NA,0.0000000000,NA,1448781.5273000000,NA,NA,0.0023157390199999997,grains,165.4099300000,2.4272600000,334.0000000000,NA,96.5215200000,0.0000000000,NA,0.3583594793655462,NA,NA,NA,NA,NA,5422.3268300000,NA,NA,NA
NA,12580.0229700000,424.4014523409509,NA,NA,0.35942922771428576,1,MS,NA,NA,129.2151800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018090125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,334.0000000000,NA,NA,NA,41.84852903669818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.3019166914,2528.3958000000,414.28193633378555,3.7162100000,NA,0.07223987999999999,1,MS,8.9751600000,0.0767300000,22.9072800000,NA,3.1720300000,586.5856400000,19.0202600000,0.2688000000,24.0510100000,3.2420800000,4.7391400000,22.9153500000,0.0175029009,0.6635700000,3.8134300000,3.8401700000,NA,66.5430000000,NA,148.3428600000,NA,NA,17.647142098743586,NA,roots,NA,NA,334.0000000000,29.6685700000,NA,NA,36.03260779802985,NA,1153.3566133820957,0.0089700000,1.5237000000,3.4812700000,663.4862400000,NA,1.8814400000,0.0600800000,0.5085900000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0023481651,NA,NA,NA,1270.1006200000,NA,0.0000000000,NA,1452720.7872599999,NA,NA,0.0023481651199999997,grains,167.7260800000,2.3116800000,335.0000000000,NA,92.3080900000,0.0000000000,NA,0.3624167451428571,NA,NA,NA,NA,NA,5555.9861800000,NA,NA,NA
NA,12645.1654500000,426.59910835374376,NA,NA,0.3612904414285714,1,MS,NA,NA,129.3458600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018108420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,335.0000000000,NA,NA,NA,41.89085197255228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.5657189862,2552.1454000000,418.1733485387706,3.5215100000,NA,0.07291844,1,MS,7.6752400000,0.0767300000,21.7071500000,NA,3.1694700000,586.1130000000,18.2538500000,0.2079000000,23.0864400000,2.7725100000,4.5730600000,22.9153500000,0.0174794821,0.6635700000,3.6478200000,3.6734000000,NA,66.5430000000,NA,122.2173500000,NA,NA,15.091212961324446,NA,roots,NA,NA,335.0000000000,24.4434700000,NA,NA,34.14483178985037,NA,1152.4272990031263,0.0089700000,1.2501500000,3.3292200000,662.2861200000,NA,1.8155100000,0.0600800000,0.5085900000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0023659177,NA,NA,NA,697.4078600000,NA,0.0000000000,NA,1454607.5478999999,NA,NA,0.0023659176800000003,grains,168.9941200000,1.2679300000,336.0000000000,NA,50.6860600000,0.0000000000,NA,0.3646444349579832,NA,NA,NA,NA,NA,5629.3866500000,NA,NA,NA
NA,12680.3841800000,427.7682032120775,NA,NA,0.36229669085714283,1,MS,NA,NA,129.5625600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018138758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,336.0000000000,NA,NA,NA,41.95916543197882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.2686120303,2530.0863200000,414.4692877268855,0.2831500000,NA,0.07228818057142856,1,MS,8.3547800000,0.0785200000,22.6823900000,NA,0.2443900000,587.3215000000,9.9289900000,0.2833700000,13.2413100000,0.2322300000,2.4746000000,23.3631900000,0.0174900545,0.6765400000,2.0014500000,2.0159100000,NA,67.8434500000,NA,158.0423500000,NA,NA,16.42378612148614,NA,roots,NA,NA,336.0000000000,31.6084700000,NA,NA,35.671146058580696,NA,1154.5537644977392,0.0089500000,1.6148100000,1.8271800000,661.6870300000,NA,0.9824200000,0.0046200000,0.5087000000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0023937227,NA,NA,NA,1091.1203000000,NA,0.0000000000,NA,1457935.4089599999,NA,NA,0.00239372266,grains,170.9801900000,1.9889800000,337.0000000000,NA,79.3002000000,0.0000000000,NA,0.368130510197479,NA,NA,NA,NA,NA,5744.2435900000,NA,NA,NA
NA,12656.8977600000,426.9758972739711,NA,NA,0.36162565028571425,1,MS,NA,NA,129.6652900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018153141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,337.0000000000,NA,NA,NA,41.992434804433536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.3338315126,2560.9089200000,419.5185308957473,0.3066900000,NA,0.07316882628571428,1,MS,9.5606200000,0.0785200000,24.5681200000,NA,0.2452300000,589.3365200000,15.2628200000,0.1971000000,19.9680500000,0.2657500000,3.8309000000,23.3631900000,0.0175446650,0.6765400000,3.1342800000,3.1569200000,NA,67.8434500000,NA,102.7230800000,NA,NA,18.794220562217415,NA,roots,NA,NA,337.0000000000,20.5446200000,NA,NA,38.63671319048555,NA,1158.5148810693925,0.0089500000,1.0523600000,2.8608900000,663.5727600000,NA,1.5208700000,0.0046200000,0.5087000000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0024172333,NA,NA,NA,919.9616000000,NA,0.0000000000,NA,1460640.9244299999,NA,NA,0.0024172332799999997,grains,172.6595200000,1.6807300000,338.0000000000,NA,66.8607700000,0.0000000000,NA,0.3710702824033613,NA,NA,NA,NA,NA,5841.0850900000,NA,NA,NA
NA,12607.1918000000,425.27842545141505,NA,NA,0.36020548,1,MS,NA,NA,129.4445700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018122240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,338.0000000000,NA,NA,NA,41.918917737352146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0847421691,2526.4950600000,413.7833713297434,1.5737100000,NA,0.07218557314285715,1,MS,9.3982500000,0.0804900000,24.5195000000,NA,1.2620600000,589.9130700000,12.8238000000,0.2889700000,16.9993300000,1.3431200000,3.1929800000,25.6982200000,0.0175220560,0.7441600000,2.6410100000,2.6607000000,NA,74.6240600000,NA,148.8802500000,NA,NA,18.470677253252624,NA,roots,NA,NA,338.0000000000,29.7760500000,NA,NA,38.55115758028379,NA,1159.3747690735424,0.0089200000,1.5286300000,2.4115300000,661.7995600000,NA,1.2676100000,0.0237700000,0.5088200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0024445110,NA,NA,NA,1065.9714800000,NA,0.0000000000,NA,1463879.9197400000,NA,NA,0.0024445110200000003,grains,174.6079300000,1.9492200000,339.0000000000,NA,77.4724400000,0.0000000000,NA,0.3744765477352941,NA,NA,NA,NA,NA,5953.2843700000,NA,NA,NA
NA,12608.5213300000,425.3232744894848,NA,NA,0.3602434665714286,1,MS,NA,NA,129.5736300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018140308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,339.0000000000,NA,NA,NA,41.960712117164164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.9753382999,2552.0258300000,417.964740314191,1.6051100000,NA,0.07291502371428571,1,MS,9.4718900000,0.0804900000,25.0087000000,NA,1.2639400000,590.7897300000,14.7414600000,0.1963400000,19.5150600000,1.3536500000,3.6920700000,25.6982200000,0.0175411780,0.7441600000,3.0621700000,3.0850100000,NA,74.6240600000,NA,100.1785100000,NA,NA,18.61540426870013,NA,roots,NA,NA,339.0000000000,20.0357000000,NA,NA,39.320309736252504,NA,1161.0976966314215,0.0089200000,1.0295000000,2.7955700000,662.2887600000,NA,1.4657500000,0.0237700000,0.5088200000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0024737297,NA,NA,NA,1141.9412900000,NA,0.0000000000,NA,1467388.3973699999,NA,NA,0.0024737297199999998,grains,176.6949800000,2.0849000000,340.0000000000,NA,82.9937600000,0.0000000000,NA,0.3781255022605042,NA,NA,NA,NA,NA,6073.4782600000,NA,NA,NA
NA,12595.0197600000,424.8489085161243,NA,NA,0.3598577074285714,1,MS,NA,NA,129.2347400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018092864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,340.0000000000,NA,NA,NA,41.84910361912009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.8113844236,2521.5852900000,412.88999960701864,3.4774400000,NA,0.07204529400000001,1,MS,8.0715300000,0.0823900000,23.3725100000,NA,2.9266300000,590.1132100000,15.9082900000,0.3088100000,20.7071100000,2.6740300000,3.9559600000,24.8527300000,0.0174888001,0.7196700000,3.2780400000,3.3032200000,NA,72.1688900000,NA,166.5835700000,NA,NA,15.859803902304835,NA,roots,NA,NA,340.0000000000,33.3167100000,NA,NA,36.73984241447743,NA,1159.517438547541,0.0089000000,1.7092800000,2.9933700000,658.9906300000,NA,1.5705200000,0.0551000000,0.5089300000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0024993091,NA,NA,NA,1002.5880500000,NA,0.0000000000,NA,1470396.1111699999,NA,NA,0.0024993091199999994,grains,178.5220800000,1.8245700000,341.0000000000,NA,72.8658700000,0.0000000000,NA,0.3813279037983193,NA,NA,NA,NA,NA,6178.9793800000,NA,NA,NA
NA,12683.9183700000,427.8475919756809,NA,NA,0.36239766771428567,1,MS,NA,NA,129.7263700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018161692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,341.0000000000,NA,NA,NA,42.00830442543787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0724585762,2555.1797400000,418.390829780127,3.2819900000,NA,0.07300513542857143,1,MS,6.9327000000,0.0823900000,22.0588400000,NA,2.9222200000,589.2235200000,14.0678500000,0.2190600000,18.4013100000,2.2967400000,3.5254300000,24.8527300000,0.0174579530,0.7196700000,2.8790300000,2.9011500000,NA,72.1688900000,NA,126.8741100000,NA,NA,13.622109130921737,NA,roots,NA,NA,341.0000000000,25.3748200000,NA,NA,34.67485115831254,NA,1157.7692806476332,0.0089000000,1.2976200000,2.6280100000,657.6769600000,NA,1.3996000000,0.0551000000,0.5089300000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0025229348,NA,NA,NA,927.5614700000,NA,0.0000000000,NA,1473128.2729000000,NA,NA,0.00252293482,grains,180.2096300000,1.6890300000,342.0000000000,NA,67.4131100000,0.0000000000,NA,0.38429117846638655,NA,NA,NA,NA,NA,6276.6138500000,NA,NA,NA
NA,12680.8219600000,427.7223695092844,NA,NA,0.3623091988571428,1,MS,NA,NA,129.7720300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018168084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,342.0000000000,NA,NA,NA,42.0210490526631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0767594429,2532.7237600000,414.61607569655894,1.1597700000,NA,0.072363536,1,MS,7.3284000000,0.0843500000,22.5894500000,NA,1.0098300000,590.0722100000,12.9352400000,0.3054500000,17.0146400000,0.8377800000,3.2245100000,25.7127200000,0.0174472632,0.7445800000,2.6620700000,2.6831400000,NA,74.6661600000,NA,171.2368900000,NA,NA,14.396228268342993,NA,roots,NA,NA,342.0000000000,34.2473800000,NA,NA,35.50055986641783,NA,1159.1635595717514,0.0088700000,1.7523900000,2.4306200000,656.4952100000,NA,1.2801300000,0.0190200000,0.5090500000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0025459127,NA,NA,NA,898.8870400000,NA,0.0000000000,NA,1475754.8887499999,NA,NA,0.00254591274,grains,181.8509100000,1.6463800000,343.0000000000,NA,65.3291100000,0.0000000000,NA,0.38716358804621853,NA,NA,NA,NA,NA,6371.2347500000,NA,NA,NA
NA,12660.5115600000,427.03730252852534,NA,NA,0.36172890171428573,1,MS,NA,NA,130.3210800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018244951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,343.0000000000,NA,NA,NA,42.19883510550026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.7714378199,2563.8571600000,419.71272632026984,1.1949900000,NA,0.07325306171428571,1,MS,7.6703100000,0.0843500000,23.2753900000,NA,1.0112100000,590.8743500000,12.4463300000,0.1716500000,16.6012500000,0.8768700000,3.1248200000,25.7127200000,0.0174680964,0.7445800000,2.5821400000,2.6025800000,NA,74.6661600000,NA,94.5407700000,NA,NA,15.067891169826146,NA,roots,NA,NA,343.0000000000,18.9081500000,NA,NA,36.57855220508791,NA,1160.739318338081,0.0088700000,0.9731600000,2.3570600000,657.1811500000,NA,1.2405500000,0.0190200000,0.5090500000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0025674678,NA,NA,NA,836.9825800000,NA,0.0000000000,NA,1478154.4247900001,NA,NA,0.0025674678399999996,grains,183.3905600000,1.5460300000,344.0000000000,NA,60.8300400000,0.0000000000,NA,0.38983987771428574,NA,NA,NA,NA,NA,6459.3576200000,NA,NA,NA
NA,12559.0466000000,423.5960435284721,NA,NA,0.35882990285714284,1,MS,NA,NA,130.3757400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018252604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,344.0000000000,NA,NA,NA,42.214654837456294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.9408273157,2526.3666900000,413.47792976805385,0.4144100000,NA,0.07218190542857142,1,MS,8.4514800000,0.0862900000,24.2189100000,NA,0.3377500000,592.1706800000,11.4774400000,0.2425400000,15.4673700000,0.3220000000,2.8565300000,25.3085200000,0.0174794543,0.7328700000,2.4033900000,2.4229700000,NA,73.4924400000,NA,126.4991000000,NA,NA,16.598542726397863,NA,roots,NA,NA,344.0000000000,25.2998200000,NA,NA,38.05237543453071,NA,1163.0117249641573,0.0088500000,1.3131900000,2.1948600000,656.4475900000,NA,1.1340400000,0.0063400000,0.5091700000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0025887057,NA,NA,NA,816.9805500000,NA,0.0000000000,NA,1480481.5462000000,NA,NA,0.0025887056999999995,grains,184.9075500000,1.5244900000,345.0000000000,NA,59.3763300000,0.0000000000,NA,0.3924535873067227,NA,NA,NA,NA,NA,6545.3718300000,NA,NA,NA
NA,12475.9518100000,420.793392546842,NA,NA,0.35645576600000006,1,MS,NA,NA,130.8352600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018316936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,345.0000000000,NA,NA,NA,42.363443854423004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.7344248575,2542.6459200000,416.1422707543649,0.4340200000,NA,0.07264702628571429,1,MS,9.2066100000,0.0862900000,25.3649300000,NA,0.3384600000,593.4175300000,11.0815500000,0.1142800000,15.1802700000,0.3507700000,2.7683700000,25.3085200000,0.0175129544,0.7328700000,2.3481000000,2.3672300000,NA,73.4924400000,NA,57.2797800000,NA,NA,18.081603393758467,NA,roots,NA,NA,345.0000000000,11.4559600000,NA,NA,39.85298426851543,NA,1165.4605141701202,0.0088500000,0.6006900000,2.1442100000,657.5936100000,NA,1.0990400000,0.0063400000,0.5091700000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0026093179,NA,NA,NA,784.5948900000,NA,0.0000000000,NA,1482691.6684099999,NA,NA,0.0026093178999999998,grains,186.3798500000,1.4794300000,346.0000000000,NA,57.0226200000,0.0000000000,NA,0.39496559731512604,NA,NA,NA,NA,NA,6627.9875700000,NA,NA,NA
NA,12338.7685700000,416.1462151198243,NA,NA,0.3525362448571429,1,MS,NA,NA,130.7547000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018305658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,346.0000000000,NA,NA,NA,42.33530297388743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.2630449369,2493.5470800000,408.0183592522778,0.3990800000,NA,0.07124420228571428,1,MS,9.8960900000,0.0881900000,26.1054000000,NA,0.3029800000,594.5756800000,10.5525200000,0.2047700000,14.5454100000,0.3368600000,2.6059200000,24.7690300000,0.0175195351,0.7172500000,2.2539400000,2.2728000000,NA,71.9258200000,NA,97.7947500000,NA,NA,19.43153078856425,NA,roots,NA,NA,346.0000000000,19.5589500000,NA,NA,41.007540056550425,NA,1167.4828777882503,0.0088300000,1.0363400000,2.0593200000,656.6965900000,NA,1.0345500000,0.0056600000,0.5092800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0026301323,NA,NA,NA,784.1130700000,NA,0.0000000000,NA,1484901.7906299999,NA,NA,0.00263013226,grains,187.8665900000,1.4941200000,347.0000000000,NA,56.9876000000,0.0000000000,NA,0.3974774609369747,NA,NA,NA,NA,NA,6710.5461600000,NA,NA,NA
NA,12237.3715800000,412.7264270450535,NA,NA,0.349639188,1,MS,NA,NA,131.0485600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018346798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,347.0000000000,NA,NA,NA,42.43044794482849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.2898764240,2501.6404500000,409.34267495287463,0.4147200000,NA,0.07147544142857142,1,MS,10.5961600000,0.0881900000,27.1281900000,NA,0.3035600000,595.7199500000,10.4403900000,0.0875500000,14.5711500000,0.3606900000,2.5831500000,24.7690300000,0.0175498740,0.7172500000,2.2544300000,2.2733000000,NA,71.9258200000,NA,40.3661100000,NA,NA,20.806157712849515,NA,roots,NA,NA,347.0000000000,8.0732200000,NA,NA,42.61418473138549,NA,1169.729716462457,0.0088300000,0.4322800000,2.0597800000,657.7193800000,NA,1.0255100000,0.0056600000,0.5092800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0026508152,NA,NA,NA,771.0455300000,NA,0.0000000000,NA,1487066.4081900001,NA,NA,0.00265081516,grains,189.3439400000,1.4841200000,348.0000000000,NA,56.0378800000,0.0000000000,NA,0.39994932765546226,NA,NA,NA,NA,NA,6791.7386900000,NA,NA,NA
NA,12090.4665300000,407.7552985908197,NA,NA,0.3454419008571429,1,MS,NA,NA,130.7882800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018310359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,348.0000000000,NA,NA,NA,42.344461621892876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.0564070333,2447.2228700000,400.35972980224324,0.3270900000,NA,0.06992065342857143,1,MS,11.3025300000,0.0900700000,27.8591900000,NA,0.2335800000,596.8480500000,10.1809600000,0.1976000000,14.2537100000,0.2954800000,2.4861600000,24.5551300000,0.0175559014,0.7110600000,2.2155800000,2.2345900000,NA,71.3046700000,NA,86.7879400000,NA,NA,22.188798146766658,NA,roots,NA,NA,348.0000000000,17.3575900000,NA,NA,43.7538811888963,NA,1171.7147316345358,0.0088100000,0.9388300000,2.0254300000,656.8275700000,NA,0.9870100000,0.0043500000,0.5093800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0026710326,NA,NA,NA,746.3762400000,NA,0.0000000000,NA,1489142.2334400001,NA,NA,0.0026710325599999998,grains,190.7880400000,1.4506600000,349.0000000000,NA,54.2449700000,0.0000000000,NA,0.4023433204369748,NA,NA,NA,NA,NA,6870.3254300000,NA,NA,NA
NA,11986.8012400000,404.259149689322,NA,NA,0.34248003542857147,1,MS,NA,NA,130.9330500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018330627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,349.0000000000,NA,NA,NA,42.39133285308425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.7768146710,2452.7537100000,401.264561820252,0.3389000000,NA,0.07007867742857143,1,MS,11.9974100000,0.0900700000,28.8655800000,NA,0.2340000000,597.9194000000,9.7615500000,0.0811800000,13.8727700000,0.3136400000,2.3869300000,24.5551300000,0.0175849897,0.7110600000,2.1464400000,2.1648500000,NA,71.3046700000,NA,34.4906300000,NA,NA,23.55296635125054,NA,roots,NA,NA,349.0000000000,6.8981300000,NA,NA,45.33445364953472,NA,1173.8179747928853,0.0088100000,0.3767400000,1.9622600000,657.8339600000,NA,0.9476100000,0.0043500000,0.5093800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0026911037,NA,NA,NA,733.8675200000,NA,0.0000000000,NA,1491174.7673100000,NA,NA,0.0026911036599999998,grains,192.2216900000,1.4395700000,350.0000000000,NA,53.3358600000,0.0000000000,NA,0.40469885862605043,NA,NA,NA,NA,NA,6947.6039100000,NA,NA,NA
NA,11842.2939600000,399.3694274475525,NA,NA,0.338351256,1,MS,NA,NA,130.5537200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018277521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,350.0000000000,NA,NA,NA,42.26680911680912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.5507302838,2397.5471400000,392.15591387296854,0.2991100000,NA,0.06850134685714286,1,MS,12.6590600000,0.0919200000,29.5455000000,NA,0.2021200000,598.9434700000,9.5250000000,0.2011400000,13.5683900000,0.2853700000,2.2974800000,23.9573600000,0.0175788456,0.6937500000,2.1091200000,2.1276200000,NA,69.5688400000,NA,81.6099000000,NA,NA,24.84702049148151,NA,roots,NA,NA,350.0000000000,16.3219800000,NA,NA,46.39318520844783,NA,1175.597609327157,0.0087800000,0.8997000000,1.9291900000,656.9296600000,NA,0.9121000000,0.0037500000,0.5094800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0027097795,NA,NA,NA,676.8691300000,NA,0.0000000000,NA,1493001.7577599999,NA,NA,0.0027097795199999995,grains,193.5556800000,1.3394100000,351.0000000000,NA,49.1933500000,0.0000000000,NA,0.4068723999831933,NA,NA,NA,NA,NA,7018.8715700000,NA,NA,NA
NA,11745.2083100000,396.09531175807217,NA,NA,0.3355773802857143,1,MS,NA,NA,130.6194600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018286724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,351.0000000000,NA,NA,NA,42.28809246309247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.8640658753,2403.2269900000,393.0849411818586,0.3084200000,NA,0.06866362828571429,1,MS,13.2739700000,0.0919200000,30.4650900000,NA,0.2024300000,599.8625400000,8.7127500000,0.0834300000,12.6497300000,0.2992300000,2.1045400000,23.9573600000,0.0176045868,0.6937500000,1.9468700000,1.9639500000,NA,69.5688400000,NA,32.9071300000,NA,NA,26.05395697573997,NA,roots,NA,NA,351.0000000000,6.5814300000,NA,NA,47.8371516055586,NA,1177.4015466750411,0.0087800000,0.3659600000,1.7808000000,657.8492500000,NA,0.8355000000,0.0037500000,0.5094800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0027290616,NA,NA,NA,692.7525400000,NA,0.0000000000,NA,1494888.5183999999,NA,NA,0.00272906158,grains,194.9329700000,1.3824300000,352.0000000000,NA,50.3477200000,0.0000000000,NA,0.40909843955042013,NA,NA,NA,NA,NA,7091.8206600000,NA,NA,NA
NA,11605.9767600000,391.38561305961235,NA,NA,0.331599336,1,MS,NA,NA,130.1620000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018222680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,352.0000000000,NA,NA,NA,42.13845487691866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.9976857005,2349.1563200000,384.1729824492547,0.2256300000,NA,0.06711875199999999,1,MS,13.9365100000,0.0937100000,31.1492400000,NA,0.1450700000,600.8145500000,8.8532400000,0.2082100000,12.8234900000,0.2247800000,2.1092500000,23.1689900000,0.0176074931,0.6709200000,1.9912400000,2.0090500000,NA,67.2795400000,NA,78.5117300000,NA,NA,27.34954962026807,NA,roots,NA,NA,352.0000000000,15.7023500000,NA,NA,48.90278470082619,NA,1179.0618560747298,0.0087600000,0.8805200000,1.8223000000,656.9998100000,NA,0.8373700000,0.0026800000,0.5095700000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0027489615,NA,NA,NA,709.1273200000,NA,0.0000000000,NA,1496836.6645700000,NA,NA,0.00274896146,grains,196.3543900000,1.4267500000,353.0000000000,NA,51.5378000000,0.0000000000,NA,0.4113780990546218,NA,NA,NA,NA,NA,7166.4874500000,NA,NA,NA
NA,11501.7119200000,387.8695144866249,NA,NA,0.3286203405714286,1,MS,NA,NA,130.0539400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018207552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,353.0000000000,NA,NA,NA,42.10347169108869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
