N_content_total_DM_shoot,N_content_mstruct_roots,sum_dry_mass_shoot,C_N_ratio,N_content_mstruct_shoot,NS,plant,axis,shoot_roots_ratio,senesced_mstruct,Cont_WSC_DM_laminae,sum_dry_mass_stem,dry_mass_phloem,sum_dry_mass,NS_shoot,Tillers_Photosynthesis_An,sum_NSC_g,N_content_mstruct,sum_dry_mass_laminae,Total_Transpiration,sum_dry_mass_roots,mstruct_laminae,Cont_WSC_DM_shoot,C_exudated,shoot_roots_mstruct_ratio,NS_laminae,sum_N_g_shoot,N_content,NS_stem,Cont_WSC_DM_roots,sum_C_g,sum_N_g,sum_respi_roots,t,Tillers_Photosynthesis,C_N_ratio_shoot,Total_Photosynthesis,NS_roots,C_respired_roots,mstruct_stem,N_content_roots,NNI,mstruct_shoot,Cont_WSC_DM_stem,sum_respi_shoot,N_content_shoot,Cont_WSC_DM,C_respired_shoot,mstruct
NA,NA,NA,NA,NA,NA,1,MS,NA,0.1966600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0514300000,NA,NA,NA,32.4403100000,NA,NA,NA,NA,NA,NA,NA,NA,15.7925700000,460.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.5682700000,NA,NA,NA,2.4714000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.1966600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0514300000,NA,NA,NA,23.6507500000,NA,NA,NA,NA,NA,NA,NA,NA,14.4348800000,461.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.2084900000,NA,NA,NA,2.4714000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.1986300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0224300000,NA,NA,NA,28.7912600000,NA,NA,NA,NA,NA,NA,NA,NA,13.4784600000,462.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.3163400000,NA,NA,NA,2.4713500000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.1986300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0224300000,NA,NA,NA,18.1143100000,NA,NA,NA,NA,NA,NA,NA,NA,12.8189500000,463.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.4435900000,NA,NA,NA,2.4713500000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091600000,NA,NA,NA,21.8833800000,NA,NA,NA,NA,NA,NA,NA,NA,12.3672900000,464.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.9917100000,NA,NA,NA,2.4713200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2005600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091600000,NA,NA,NA,12.0022000000,NA,NA,NA,NA,NA,NA,NA,NA,11.9622600000,465.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6686400000,NA,NA,NA,2.4713200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2024400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0059300000,NA,NA,NA,16.3508500000,NA,NA,NA,NA,NA,NA,NA,NA,11.5890400000,466.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5823900000,NA,NA,NA,2.4713000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2024400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0059300000,NA,NA,NA,8.3432200000,NA,NA,NA,NA,NA,NA,NA,NA,11.4180500000,467.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8634000000,NA,NA,NA,2.4713000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2042200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024600000,NA,NA,NA,13.0307700000,NA,NA,NA,NA,NA,NA,NA,NA,10.4269200000,468.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9999700000,NA,NA,NA,2.4712600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2042200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024600000,NA,NA,NA,6.7102500000,NA,NA,NA,NA,NA,NA,NA,NA,10.9463500000,469.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0545000000,NA,NA,NA,2.4712600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2059900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0041900000,NA,NA,NA,11.9218300000,NA,NA,NA,NA,NA,NA,NA,NA,10.3529300000,470.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6655300000,NA,NA,NA,2.4712200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2059900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0041900000,NA,NA,NA,6.0075600000,NA,NA,NA,NA,NA,NA,NA,NA,10.3274900000,471.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9915100000,NA,NA,NA,2.4712200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2077700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0039000000,NA,NA,NA,11.4675800000,NA,NA,NA,NA,NA,NA,NA,NA,10.3377100000,472.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.2059900000,NA,NA,NA,2.4711700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2077700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0039000000,NA,NA,NA,5.7459600000,NA,NA,NA,NA,NA,NA,NA,NA,10.0904700000,473.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3910400000,NA,NA,NA,2.4711700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2096500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083300000,NA,NA,NA,11.8070300000,NA,NA,NA,NA,NA,NA,NA,NA,11.1586900000,474.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9912400000,NA,NA,NA,2.4711000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2096500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083300000,NA,NA,NA,6.2829400000,NA,NA,NA,NA,NA,NA,NA,NA,12.7547800000,475.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.9681700000,NA,NA,NA,2.4711000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2116100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0306300000,NA,NA,NA,13.1457500000,NA,NA,NA,NA,NA,NA,NA,NA,13.0112100000,476.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.3390800000,NA,NA,NA,2.4710000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2116100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0306300000,NA,NA,NA,8.7708100000,NA,NA,NA,NA,NA,NA,NA,NA,14.1343600000,477.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.3967000000,NA,NA,NA,2.4710000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2135800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332500000,NA,NA,NA,17.2434800000,NA,NA,NA,NA,NA,NA,NA,NA,14.2175800000,478.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.8871700000,NA,NA,NA,2.4708900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2135800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332500000,NA,NA,NA,13.0799100000,NA,NA,NA,NA,NA,NA,NA,NA,16.5206000000,479.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.9214900000,NA,NA,NA,2.4708900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2154300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0591800000,NA,NA,NA,20.7796300000,NA,NA,NA,NA,NA,NA,NA,NA,16.6897400000,480.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.8393800000,NA,NA,NA,2.4707800000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2154300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0591800000,NA,NA,NA,17.5266200000,NA,NA,NA,NA,NA,NA,NA,NA,16.7296600000,481.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.3501000000,NA,NA,NA,2.4707800000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2172300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0789200000,NA,NA,NA,27.3986100000,NA,NA,NA,NA,NA,NA,NA,NA,17.5925500000,482.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.7659200000,NA,NA,NA,2.4706700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2172300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0789200000,NA,NA,NA,23.2151100000,NA,NA,NA,NA,NA,NA,NA,NA,16.4984900000,483.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4201600000,NA,NA,NA,2.4706700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2191200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0543400000,NA,NA,NA,31.6264500000,NA,NA,NA,NA,NA,NA,NA,NA,16.1996600000,484.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.1232300000,NA,NA,NA,2.4705900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2191200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0543400000,NA,NA,NA,23.7104800000,NA,NA,NA,NA,NA,NA,NA,NA,15.6788100000,485.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.9844700000,NA,NA,NA,2.4705900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2210800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0274900000,NA,NA,NA,28.7559300000,NA,NA,NA,NA,NA,NA,NA,NA,14.5364900000,486.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.2593800000,NA,NA,NA,2.4705400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2210800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0274900000,NA,NA,NA,17.9654400000,NA,NA,NA,NA,NA,NA,NA,NA,13.8260600000,487.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.9218200000,NA,NA,NA,2.4705400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2230300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092900000,NA,NA,NA,21.5967700000,NA,NA,NA,NA,NA,NA,NA,NA,12.6764300000,488.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.4293400000,NA,NA,NA,2.4705000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2230300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092900000,NA,NA,NA,11.7462100000,NA,NA,NA,NA,NA,NA,NA,NA,11.6596500000,489.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7592600000,NA,NA,NA,2.4705000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2249100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0048100000,NA,NA,NA,16.0804400000,NA,NA,NA,NA,NA,NA,NA,NA,11.2918000000,490.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7593400000,NA,NA,NA,2.4704600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2249100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0048100000,NA,NA,NA,8.2889700000,NA,NA,NA,NA,NA,NA,NA,NA,11.0472800000,491.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6123400000,NA,NA,NA,2.4704600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2267600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028300000,NA,NA,NA,13.4544400000,NA,NA,NA,NA,NA,NA,NA,NA,10.9119800000,492.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5008700000,NA,NA,NA,2.4704200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2267600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028300000,NA,NA,NA,6.7461400000,NA,NA,NA,NA,NA,NA,NA,NA,10.8165100000,493.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2995900000,NA,NA,NA,2.4704200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2286100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027200000,NA,NA,NA,12.2985100000,NA,NA,NA,NA,NA,NA,NA,NA,10.8265700000,494.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7189700000,NA,NA,NA,2.4703600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2286100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027200000,NA,NA,NA,6.0908500000,NA,NA,NA,NA,NA,NA,NA,NA,10.7260800000,495.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5529500000,NA,NA,NA,2.4703600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2304600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031700000,NA,NA,NA,11.6912700000,NA,NA,NA,NA,NA,NA,NA,NA,10.7269000000,496.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9424700000,NA,NA,NA,2.4702900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2304600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031700000,NA,NA,NA,5.8153900000,NA,NA,NA,NA,NA,NA,NA,NA,10.7018200000,497.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2049500000,NA,NA,NA,2.4702900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2323000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015500000,NA,NA,NA,11.2596200000,NA,NA,NA,NA,NA,NA,NA,NA,10.5424700000,498.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8592400000,NA,NA,NA,2.4702100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2323000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015500000,NA,NA,NA,5.9347800000,NA,NA,NA,NA,NA,NA,NA,NA,11.7171900000,499.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8048800000,NA,NA,NA,2.4702100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2342500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200700000,NA,NA,NA,12.3854900000,NA,NA,NA,NA,NA,NA,NA,NA,12.2119100000,500.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.5785400000,NA,NA,NA,2.4700900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2342500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200700000,NA,NA,NA,8.2194400000,NA,NA,NA,NA,NA,NA,NA,NA,13.2734100000,501.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.4185600000,NA,NA,NA,2.4700900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2362200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291000000,NA,NA,NA,16.6198200000,NA,NA,NA,NA,NA,NA,NA,NA,13.5438100000,502.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.2707600000,NA,NA,NA,2.4699600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2362200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291000000,NA,NA,NA,12.4156000000,NA,NA,NA,NA,NA,NA,NA,NA,12.0848400000,503.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2058100000,NA,NA,NA,2.4699600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2381400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0518100000,NA,NA,NA,21.8676800000,NA,NA,NA,NA,NA,NA,NA,NA,14.8055400000,504.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.1960300000,NA,NA,NA,2.4698300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2381400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0518100000,NA,NA,NA,17.8943900000,NA,NA,NA,NA,NA,NA,NA,NA,12.3445800000,505.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.8366900000,NA,NA,NA,2.4698300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2401100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171100000,NA,NA,NA,27.6075500000,NA,NA,NA,NA,NA,NA,NA,NA,13.3369800000,506.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.2350400000,NA,NA,NA,2.4697000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2401100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171100000,NA,NA,NA,20.4046100000,NA,NA,NA,NA,NA,NA,NA,NA,13.3749500000,507.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.8223300000,NA,NA,NA,2.4697000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2420700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0144300000,NA,NA,NA,25.0248700000,NA,NA,NA,NA,NA,NA,NA,NA,13.6833200000,508.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.4968600000,NA,NA,NA,2.4696000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2420700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0144300000,NA,NA,NA,15.5239000000,NA,NA,NA,NA,NA,NA,NA,NA,13.3774300000,509.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.3505000000,NA,NA,NA,2.4696000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2440200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0046800000,NA,NA,NA,19.3555200000,NA,NA,NA,NA,NA,NA,NA,NA,12.1513000000,510.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.1468800000,NA,NA,NA,2.4695100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2440200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0046800000,NA,NA,NA,11.2496700000,NA,NA,NA,NA,NA,NA,NA,NA,12.0965300000,511.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.6606300000,NA,NA,NA,2.4695100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2459400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031600000,NA,NA,NA,15.8187000000,NA,NA,NA,NA,NA,NA,NA,NA,11.5286700000,512.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.1585100000,NA,NA,NA,2.4694200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2459400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031600000,NA,NA,NA,8.5561600000,NA,NA,NA,NA,NA,NA,NA,NA,11.2065900000,513.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3918100000,NA,NA,NA,2.4694200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2478200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013900000,NA,NA,NA,13.3614200000,NA,NA,NA,NA,NA,NA,NA,NA,10.8165700000,514.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5371700000,NA,NA,NA,2.4693200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2478200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013900000,NA,NA,NA,7.0878800000,NA,NA,NA,NA,NA,NA,NA,NA,10.8856500000,515.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1054000000,NA,NA,NA,2.4693200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2496800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009400000,NA,NA,NA,12.0362800000,NA,NA,NA,NA,NA,NA,NA,NA,10.4951700000,516.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7281400000,NA,NA,NA,2.4692000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2496800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009400000,NA,NA,NA,6.3398900000,NA,NA,NA,NA,NA,NA,NA,NA,10.5556600000,517.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3397900000,NA,NA,NA,2.4692000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2515500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009800000,NA,NA,NA,11.4258000000,NA,NA,NA,NA,NA,NA,NA,NA,10.4636000000,518.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6649300000,NA,NA,NA,2.4690700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2515500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009800000,NA,NA,NA,5.9893500000,NA,NA,NA,NA,NA,NA,NA,NA,10.3708600000,519.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4551000000,NA,NA,NA,2.4690700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2534100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008500000,NA,NA,NA,11.0007100000,NA,NA,NA,NA,NA,NA,NA,NA,10.3458800000,520.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.8464100000,NA,NA,NA,2.4689100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2534100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008500000,NA,NA,NA,5.8315600000,NA,NA,NA,NA,NA,NA,NA,NA,10.4022200000,521.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4727300000,NA,NA,NA,2.4689100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2553000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019700000,NA,NA,NA,10.8362600000,NA,NA,NA,NA,NA,NA,NA,NA,10.5172300000,522.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2272800000,NA,NA,NA,2.4687300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2553000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019700000,NA,NA,NA,6.0118300000,NA,NA,NA,NA,NA,NA,NA,NA,11.1192500000,523.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7554400000,NA,NA,NA,2.4687300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2572600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175600000,NA,NA,NA,11.8439800000,NA,NA,NA,NA,NA,NA,NA,NA,12.5013100000,524.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.1150200000,NA,NA,NA,2.4685200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2572600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175600000,NA,NA,NA,7.7930600000,NA,NA,NA,NA,NA,NA,NA,NA,13.3901700000,525.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.7549800000,NA,NA,NA,2.4685200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2591800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0517100000,NA,NA,NA,15.1039400000,NA,NA,NA,NA,NA,NA,NA,NA,14.0154200000,526.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.4608200000,NA,NA,NA,2.4682800000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2591800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0517100000,NA,NA,NA,13.4384800000,NA,NA,NA,NA,NA,NA,NA,NA,13.9922500000,527.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.4452300000,NA,NA,NA,2.4682800000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2611300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0348400000,NA,NA,NA,22.0350500000,NA,NA,NA,NA,NA,NA,NA,NA,12.6436800000,528.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.8689700000,NA,NA,NA,2.4680300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2611300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0348400000,NA,NA,NA,19.3158800000,NA,NA,NA,NA,NA,NA,NA,NA,12.8399900000,529.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.2911400000,NA,NA,NA,2.4680300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2630300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145600000,NA,NA,NA,24.1352800000,NA,NA,NA,NA,NA,NA,NA,NA,10.2709500000,530.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7682400000,NA,NA,NA,2.4678100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2630300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145600000,NA,NA,NA,20.4227800000,NA,NA,NA,NA,NA,NA,NA,NA,11.9989900000,531.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.7083700000,NA,NA,NA,2.4678100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2649800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176000000,NA,NA,NA,25.5404400000,NA,NA,NA,NA,NA,NA,NA,NA,12.1055300000,532.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.5761500000,NA,NA,NA,2.4676100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2649800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176000000,NA,NA,NA,18.6729600000,NA,NA,NA,NA,NA,NA,NA,NA,12.4022800000,533.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.9790600000,NA,NA,NA,2.4676100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2669400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098600000,NA,NA,NA,22.7976500000,NA,NA,NA,NA,NA,NA,NA,NA,12.1255000000,534.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.4590600000,NA,NA,NA,2.4674400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2669400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098600000,NA,NA,NA,14.8127300000,NA,NA,NA,NA,NA,NA,NA,NA,11.8639300000,535.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.4805600000,NA,NA,NA,2.4674400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.2688700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0046400000,NA,NA,NA,18.3064800000,NA,NA,NA,NA,NA,NA,NA,NA,11.3188200000,536.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.4226400000,NA,NA,NA,2.4672700000
