S_Amino_Acids,Export_Amino_Acids,RGR_Structure,age_from_flowering,R_grain_growth_starch,amino_acids,Export_cytokinins,senesced_mstruct,R_Nnit_red,sum_respi,Conc_cytokinins,structure,mstruct,C_exudation,nitrates,S_cytokinins,axis,proteins,S_grain_starch,Conc_Nitrates,sucrose_consumption_mstruct,R_residual,R_Nnit_upt,N_exudation,Dry_Mass,WSC_g,HATS_LATS,R_grain_growth_struct,regul_transpiration,Export_Nitrates,starch,Respi_growth,Unloading_Amino_Acids,S_grain_structure,Conc_Sucrose,t,Uptake_Nitrates,synthetized_mstruct,Conc_Amino_Acids,plant,organ,sucrose,N_tot,Proteins_N_Mass,AA_consumption_mstruct,S_Proteins,Nstruct,Unloading_Sucrose,Total_Organic_Nitrogen,cytokinins
NA,NA,0.0000000000,3327.8610600000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2456.7671700000,NA,NA,NA,NA,MS,107.1935200000,0.0000000000,NA,NA,NA,NA,NA,0.09551368905882354,NA,NA,4.6707900000,NA,NA,500.0000000000,NA,NA,11.4353800000,NA,0.0000000000,NA,NA,NA,1,grains,NA,0.0015007093,0.00150070928,NA,0.1928200000,NA,NA,NA,NA
NA,NA,NA,NA,NA,149.4494300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.2532388765714286,NA,NA,NA,NA,NA,NA,NA,NA,345.11902792768797,0.0000000000,NA,NA,55.864507959648066,1,phloem,8863.3606800000,0.0020922920,NA,NA,NA,NA,NA,NA,NA
0.0274100000,0.4409700000,NA,NA,NA,64.4443900000,0.0553300000,0.0011700000,0.0273300000,10.8792300000,7.21245283018868,NA,0.5035000000,229.8145400000,258.5146800000,2.5731100000,MS,NA,NA,513.4353128103278,23.9532100000,6.8358805415,4.0571900000,10.1604400000,NA,0.041646846571428565,58.2166000000,NA,0.0025300000,0.0589600000,NA,8.2487400000,19.3750700000,NA,241.25118007282356,0.0000000000,10.2196300000,NA,102.39426415094341,1,roots,1457.6396300000,0.0145014270,NA,0.2388600000,NA,0.0099800000,1149.0726900000,777.3064000000,3.6314700000
NA,NA,0.0000000000,6307.3067300000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2462.8247400000,NA,NA,NA,NA,MS,107.3667300000,0.0000000000,NA,NA,NA,NA,NA,0.09570459292857143,NA,NA,4.1843700000,NA,NA,500.0000000000,NA,NA,10.2444900000,NA,1.0000000000,NA,NA,NA,1,grains,NA,0.0015031342,0.00150313422,NA,0.1741400000,NA,NA,NA,NA
NA,NA,NA,NA,NA,146.6684300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.246531502,NA,NA,NA,NA,NA,NA,NA,NA,335.95296714369584,1.0000000000,NA,NA,54.82086594123336,1,phloem,8628.6025700000,0.0020533580,NA,NA,NA,NA,NA,NA,NA
0.0299500000,0.4604600000,NA,NA,NA,67.2932500000,0.0727100000,0.0011700000,0.0298600000,10.8315600000,9.477576961271103,NA,0.5035000000,96.7898900000,268.3732000000,2.4213100000,MS,NA,NA,533.0152929493546,23.9532100000,6.7239137769,4.1023200000,3.7225600000,NA,0.04999092685714286,51.9136600000,NA,0.0025300000,0.0612100000,NA,8.2487400000,8.2261400000,NA,289.58663356504474,1.0000000000,10.3333100000,NA,106.92075471698115,1,roots,1749.6824400000,0.0146793303,NA,0.2388600000,NA,0.0099800000,483.9494400000,780.1552600000,4.7719600000
NA,NA,0.0000000000,9066.2854700000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2468.4396700000,NA,NA,NA,NA,MS,107.5289800000,0.0000000000,NA,NA,NA,NA,NA,0.09588172170588236,NA,NA,3.8796200000,NA,NA,500.0000000000,NA,NA,9.4983800000,NA,2.0000000000,NA,NA,NA,1,grains,NA,0.0015054057,0.0015054057200000002,NA,0.1633500000,NA,NA,NA,NA
NA,NA,NA,NA,NA,146.2303000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.24293811085714287,NA,NA,NA,NA,NA,NA,NA,NA,331.07784355594595,2.0000000000,NA,NA,54.660679659282586,1,phloem,8502.8338800000,0.0020472242,NA,NA,NA,NA,NA,NA,NA
0.0297100000,0.1565000000,NA,NA,NA,68.6325900000,0.0298800000,0.0021400000,0.0296200000,10.3992500000,11.689838722491459,NA,0.5034800000,50.9332600000,278.0708200000,2.2958000000,MS,NA,NA,552.2976483673632,34.0941900000,6.4751340217,3.9084100000,1.8920300000,NA,0.052788115999999996,47.7071900000,NA,0.0008400000,0.0211400000,NA,11.7409800000,4.3797100000,NA,305.80229270940913,2.0000000000,9.8448700000,NA,109.05313418606497,1,roots,1847.5840600000,0.0148238477,NA,0.3399900000,NA,0.0099700000,254.6662800000,780.4589800000,5.8856000000
NA,NA,0.0000000000,11719.0266400000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2473.8463300000,NA,NA,NA,NA,MS,107.6871700000,0.0000000000,NA,NA,NA,NA,NA,0.09605248197058822,NA,NA,3.7363100000,NA,NA,500.0000000000,NA,NA,9.1475300000,NA,3.0000000000,NA,NA,NA,1,grains,NA,0.0015076204,0.0015076203799999999,NA,0.1593400000,NA,NA,NA,NA
NA,NA,NA,NA,NA,146.9472500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.241037648,NA,NA,NA,NA,NA,NA,NA,NA,328.46485760829273,3.0000000000,NA,NA,54.924825027799315,1,phloem,8436.3176800000,0.0020572615,NA,NA,NA,NA,NA,NA,NA
0.0297600000,0.1582100000,NA,NA,NA,69.3860000000,0.0354200000,0.0021400000,0.0296600000,10.1770700000,13.85733296258044,NA,0.5034800000,24.6051700000,287.5878900000,2.2383800000,MS,NA,NA,571.2002264240883,34.0941900000,6.3686601101,3.7848700000,0.8941200000,NA,0.054554976571428576,45.2175400000,NA,0.0008400000,0.0218600000,NA,11.7409800000,2.1429100000,NA,316.0377406583512,3.0000000000,9.5336800000,NA,110.25025820290774,1,roots,1909.4241800000,0.0149676345,NA,0.3399900000,NA,0.0099700000,123.0258500000,781.2123900000,6.9768900000
NA,NA,0.0000000000,14319.6933900000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2479.1557400000,NA,NA,NA,NA,MS,107.8443400000,0.0000000000,NA,NA,NA,NA,NA,0.09622035866386555,NA,NA,3.6691900000,NA,NA,500.0000000000,NA,NA,8.9831800000,NA,4.0000000000,NA,NA,NA,1,grains,NA,0.0015098208,0.00150982076,NA,0.1581600000,NA,NA,NA,NA
NA,NA,NA,NA,NA,147.5879300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.23950848457142854,NA,NA,NA,NA,NA,NA,NA,NA,326.3993483535961,4.0000000000,NA,NA,55.1673865303567,1,phloem,8382.7969600000,0.0020662310,NA,NA,NA,NA,NA,NA,NA
0.0293300000,0.1578100000,NA,NA,NA,69.6315400000,0.0405500000,0.0030600000,0.0292400000,9.9493800000,15.961349010884245,NA,0.5034800000,19.5819000000,296.7773700000,2.2093200000,MS,NA,NA,589.4521530150155,32.9173100000,6.2773730691,3.6473800000,0.7132800000,NA,0.05461727542857143,43.5428900000,NA,0.0008400000,0.0224200000,NA,11.3357000000,1.7238000000,NA,316.39863880723493,4.0000000000,9.1873500000,NA,110.64040676888852,1,roots,1911.6046400000,0.0150797247,NA,0.3282500000,NA,0.0099500000,97.9095000000,780.4913900000,8.0362200000
NA,NA,0.0000000000,16894.5884100000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2484.4218400000,NA,NA,NA,NA,MS,108.0019000000,0.0000000000,NA,NA,NA,NA,NA,0.09638703807563026,NA,NA,3.6394800000,NA,NA,500.0000000000,NA,NA,8.9104400000,NA,5.0000000000,NA,NA,NA,1,grains,NA,0.0015120266,0.0015120266,NA,0.1585100000,NA,NA,NA,NA
NA,NA,NA,NA,NA,148.5220700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.23854204800000003,NA,NA,NA,NA,NA,NA,NA,NA,325.05951774693165,5.0000000000,NA,NA,55.51267117367559,1,phloem,8348.9716800000,0.0020793090,NA,NA,NA,NA,NA,NA,NA
0.0294000000,0.1583500000,NA,NA,NA,69.8695500000,0.0459200000,0.0030600000,0.0293100000,9.8451400000,18.071244140780166,NA,0.5034800000,10.6378500000,305.7889800000,2.1991200000,MS,NA,NA,607.3507984428378,32.9173100000,6.2550540100,3.5626800000,0.3849200000,NA,0.055169923142857145,42.2555500000,NA,0.0008400000,0.0231000000,NA,11.3357000000,0.9462000000,NA,319.60013472895315,5.0000000000,8.9740100000,NA,111.01859060935885,1,roots,1930.9473100000,0.0152092194,NA,0.3282500000,NA,0.0099500000,53.1892400000,780.7294000000,9.0985100000
NA,NA,0.0000000000,19521.2042600000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2489.8036600000,NA,NA,NA,NA,MS,108.1643700000,0.0000000000,NA,NA,NA,NA,NA,0.09655752921428572,NA,NA,3.7195300000,NA,NA,500.0000000000,NA,NA,9.1064300000,NA,6.0000000000,NA,NA,NA,1,grains,NA,0.0015143012,0.00151430118,NA,0.1632700000,NA,NA,NA,NA
NA,NA,NA,NA,NA,149.0680600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.23755046885714287,NA,NA,NA,NA,NA,NA,NA,NA,323.72493723504,6.0000000000,NA,NA,55.719607898105835,1,phloem,8314.2664100000,0.0020869528,NA,NA,NA,NA,NA,NA,NA
0.0296000000,0.1791700000,NA,NA,NA,69.8672800000,0.0579700000,0.0039900000,0.0295100000,9.8626800000,20.16181056227532,NA,0.5034900000,13.5788000000,314.6742500000,2.2368800000,MS,NA,NA,624.9860970426423,33.3391700000,6.3172383422,3.5185900000,0.4957200000,NA,0.05468005628571428,41.9744300000,NA,0.0009500000,0.0269000000,NA,11.4809800000,1.2172800000,NA,316.75603785576675,6.0000000000,8.8629400000,NA,111.01277880394844,1,roots,1913.8019700000,0.0153235814,NA,0.3324600000,NA,0.0099400000,67.8939800000,779.7536600000,10.1512700000
NA,NA,0.0000000000,22226.7197400000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2495.3579600000,NA,NA,NA,NA,MS,108.3333800000,0.0000000000,NA,NA,NA,NA,NA,0.09673362158823529,NA,NA,3.8390200000,NA,NA,500.0000000000,NA,NA,9.3989800000,NA,7.0000000000,NA,NA,NA,1,grains,NA,0.0015166673,0.00151666732,NA,0.1698500000,NA,NA,NA,NA
NA,NA,NA,NA,NA,149.8340600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.2368907937142857,NA,NA,NA,NA,NA,NA,NA,NA,322.80333285055974,7.0000000000,NA,NA,56.002003354497496,1,phloem,8291.1777800000,0.0020976768,NA,NA,NA,NA,NA,NA,NA
0.0304900000,0.1794900000,NA,NA,NA,69.9888100000,0.0642100000,0.0039900000,0.0303900000,10.0252200000,22.333551808377525,NA,0.5034900000,8.2193600000,323.6210000000,2.2959300000,MS,NA,NA,642.755566148285,33.3391700000,6.4624870706,3.5333300000,0.2988300000,NA,0.05500083571428572,41.9909800000,NA,0.0009500000,0.0276600000,NA,11.4809800000,0.7426800000,NA,318.61428065436587,7.0000000000,8.9000800000,NA,111.20587896482552,1,roots,1925.0292500000,0.0154505373,NA,0.3324600000,NA,0.0099400000,41.0967800000,779.8751900000,11.2447200000
NA,NA,0.0000000000,24827.3864900000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2500.7077400000,NA,NA,NA,NA,MS,108.4971900000,0.0000000000,NA,NA,NA,NA,NA,0.09690333523949579,NA,NA,3.6975800000,NA,NA,500.0000000000,NA,NA,9.0527000000,NA,8.0000000000,NA,NA,NA,1,grains,NA,0.0015189607,0.00151896066,NA,0.1643800000,NA,NA,NA,NA
NA,NA,NA,NA,NA,150.2196400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.2363693431428571,NA,NA,NA,NA,NA,NA,NA,NA,322.1093230699746,8.0000000000,NA,NA,56.14900341073682,1,phloem,8272.9270100000,0.0021030750,NA,NA,NA,NA,NA,NA,NA
0.0292500000,0.5137000000,NA,NA,NA,69.6235300000,0.1996400000,0.0049000000,0.0291600000,9.6126400000,24.135434666031102,NA,0.5034900000,13.0271900000,331.9693600000,2.2271200000,MS,NA,NA,659.3365508748932,32.9852900000,6.2555404794,3.3276400000,0.4760000000,NA,0.054441762000000005,39.8094500000,NA,0.0027300000,0.0816500000,NA,11.3591200000,1.1827400000,NA,315.37562315041015,8.0000000000,8.3819700000,NA,110.6254821346998,1,roots,1905.4616700000,0.0155423005,NA,0.3289300000,NA,0.0099200000,65.1359300000,778.5475700000,12.1519500000
NA,NA,0.0000000000,27178.4620100000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2505.5534000000,NA,NA,NA,NA,MS,108.6463100000,0.0000000000,NA,NA,NA,NA,NA,0.09705713325630251,NA,NA,3.3489500000,NA,NA,500.0000000000,NA,NA,8.1991600000,NA,9.0000000000,NA,NA,NA,1,grains,NA,0.0015210483,0.00152104834,NA,0.1496600000,NA,NA,NA,NA
NA,NA,NA,NA,NA,150.8636200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.23614963657142857,NA,NA,NA,NA,NA,NA,NA,NA,321.7903754541533,9.0000000000,NA,NA,56.386284998808655,1,phloem,8265.2372800000,0.0021120907,NA,NA,NA,NA,NA,NA,NA
0.0272100000,0.5121000000,NA,NA,NA,69.4072500000,0.2133000000,0.0049000000,0.0271200000,8.9000500000,25.786132793104134,NA,0.5034900000,8.4231700000,339.5587900000,2.0629300000,MS,NA,NA,674.4101968261534,32.9852900000,5.8459786505,3.0253300000,0.3049400000,NA,0.05477762828571428,36.0487400000,NA,0.0027300000,0.0835100000,NA,11.3591200000,0.7687300000,NA,317.32126258714175,9.0000000000,7.6204700000,NA,110.2818328070071,1,roots,1917.2169900000,0.0156455246,NA,0.3289300000,NA,0.0099200000,42.1158700000,778.3312900000,12.9830600000
NA,NA,0.0000000000,29727.7636900000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2510.8187800000,NA,NA,NA,NA,MS,108.8086100000,0.0000000000,NA,NA,NA,NA,NA,0.09722428003781512,NA,NA,3.6399600000,NA,NA,500.0000000000,NA,NA,8.9116300000,NA,10.0000000000,NA,NA,NA,1,grains,NA,0.0015233205,0.00152332054,NA,0.1623600000,NA,NA,NA,NA
NA,NA,NA,NA,NA,151.1655900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.23705666742857143,NA,NA,NA,NA,NA,NA,NA,NA,323.04143753533333,10.0000000000,NA,NA,56.5017880420309,1,phloem,8296.9833600000,0.0021163183,NA,NA,NA,NA,NA,NA,NA
0.0287500000,1.1743900000,NA,NA,NA,68.4356300000,0.5180900000,0.0058000000,0.0286700000,9.3209200000,26.929591451667363,NA,0.5034900000,15.8520400000,347.3012500000,2.1989200000,MS,NA,NA,689.7877812866194,32.3019500000,6.1492573998,3.1378700000,0.5703300000,NA,0.05434696885714285,37.5819000000,NA,0.0063600000,0.1986600000,NA,11.1237900000,1.4440700000,NA,314.8264960575185,10.0000000000,7.9039700000,NA,108.7380166438261,1,roots,1902.1439100000,0.0157303163,NA,0.3221200000,NA,0.0099100000,79.2602100000,776.4177400000,13.5587800000
NA,NA,0.0000000000,32792.4598100000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2517.1653400000,NA,NA,NA,NA,MS,109.0040100000,0.0000000000,NA,NA,NA,NA,NA,0.09742572502941177,NA,NA,4.3883400000,NA,NA,500.0000000000,NA,NA,10.7438600000,NA,11.0000000000,NA,NA,NA,1,grains,NA,0.0015260561,0.00152605614,NA,0.1956300000,NA,NA,NA,NA
NA,NA,NA,NA,NA,151.7671600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.23814576942857146,NA,NA,NA,NA,NA,NA,NA,NA,324.4998026162112,11.0000000000,NA,NA,56.72213408082224,1,phloem,8335.1019300000,0.0021247402,NA,NA,NA,NA,NA,NA,NA
0.0336800000,1.1617100000,NA,NA,NA,67.6967200000,0.5468600000,0.0058000000,0.0335700000,10.6411200000,28.424814792746627,NA,0.5034900000,13.3140100000,356.1641300000,2.5564400000,MS,NA,NA,707.3906731017498,32.3019500000,7.0295068477,3.5713700000,0.4691500000,NA,0.05489039371428571,42.4987800000,NA,0.0063600000,0.2037300000,NA,11.1237900000,1.2121200000,NA,317.9745013141605,11.0000000000,8.9958900000,NA,107.56395558998193,1,roots,1921.1637800000,0.0158440519,NA,0.3221200000,NA,0.0099100000,66.5700300000,775.6788300000,14.3116100000
NA,NA,0.0000000000,35743.7896300000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2523.2977900000,NA,NA,NA,NA,MS,109.1908900000,0.0000000000,NA,NA,NA,NA,NA,0.09762017553361343,NA,NA,4.2426000000,NA,NA,500.0000000000,NA,NA,10.3870600000,NA,12.0000000000,NA,NA,NA,1,grains,NA,0.0015286725,0.00152867246,NA,0.1854800000,NA,NA,NA,NA
NA,NA,NA,NA,NA,151.9855900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.24318044685714288,NA,NA,NA,NA,NA,NA,NA,NA,331.3786819785895,12.0000000000,NA,NA,56.80695577420832,1,phloem,8511.3156400000,0.0021277983,NA,NA,NA,NA,NA,NA,NA
0.0326100000,3.7924600000,NA,NA,NA,64.2671600000,1.7991400000,0.0068400000,0.0325100000,10.2367200000,27.194299900695135,NA,0.5035000000,28.3165200000,363.9869400000,2.4817400000,MS,NA,NA,722.9134856007945,37.4076900000,6.7950864464,3.3821800000,0.9483200000,NA,0.05482855485714286,40.2771600000,NA,0.0218600000,0.7159700000,NA,12.8820500000,2.5282200000,NA,317.6099668983781,12.0000000000,8.5193600000,NA,102.11266732869913,1,roots,1918.9994200000,0.0158955574,NA,0.3730300000,NA,0.0099000000,141.5826200000,771.1608700000,13.6923300000
NA,NA,0.0000000000,38953.4050300000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2529.9940400000,NA,NA,NA,NA,MS,109.3912900000,0.0000000000,NA,NA,NA,NA,NA,0.09783212637394957,NA,NA,4.6329000000,NA,NA,500.0000000000,NA,NA,11.3426100000,NA,13.0000000000,NA,NA,NA,1,grains,NA,0.0015314781,0.00153147806,NA,0.1992100000,NA,NA,NA,NA
NA,NA,NA,NA,NA,152.6714200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.24836424457142858,NA,NA,NA,NA,NA,NA,NA,NA,338.4141128178296,13.0000000000,NA,NA,57.058496841947914,1,phloem,8692.7485600000,0.0021373999,NA,NA,NA,NA,NA,NA,NA
0.0358000000,3.6225000000,NA,NA,NA,61.3870200000,1.7429100000,0.0068400000,0.0356900000,10.9123400000,26.344448857994045,NA,0.5035000000,28.1997700000,372.3345100000,2.6699100000,MS,NA,NA,739.4925719960279,37.4076900000,7.2577782650,3.5916600000,0.8807500000,NA,0.05615684485714286,42.1166900000,NA,0.0218600000,0.7323900000,NA,12.8820500000,2.4763700000,NA,325.30446375372395,13.0000000000,9.0470000000,NA,97.53647666335652,1,roots,1965.4895700000,0.0159721014,NA,0.3730300000,NA,0.0099000000,140.9988400000,768.2807300000,13.2644300000
NA,NA,0.0000000000,42192.4003400000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2536.7773600000,NA,NA,NA,NA,MS,109.5915900000,0.0000000000,NA,NA,NA,NA,NA,0.09804655463445378,NA,NA,4.6921800000,NA,NA,500.0000000000,NA,NA,11.4877600000,NA,14.0000000000,NA,NA,NA,1,grains,NA,0.0015342823,0.00153428226,NA,0.1997300000,NA,NA,NA,NA
NA,NA,NA,NA,NA,153.1891700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.2517360337142857,NA,NA,NA,NA,NA,NA,NA,NA,343.0292503531222,14.0000000000,NA,NA,57.25547483449587,1,phloem,8810.7611800000,0.0021446484,NA,NA,NA,NA,NA,NA,NA
0.0363400000,3.1572700000,NA,NA,NA,58.9161700000,1.5539300000,0.0079800000,0.0362300000,10.8900900000,25.863796151019837,NA,0.5035100000,33.6774500000,380.5926300000,2.6958300000,MS,NA,NA,755.8789894937538,41.2787200000,7.2888797789,3.5453600000,1.0023300000,NA,0.05655785342857143,41.3851400000,NA,0.0198500000,0.6798500000,NA,14.2151200000,2.9276800000,NA,327.6209128584007,14.0000000000,8.9303800000,NA,93.6087386546444,1,roots,1979.5248700000,0.0160331232,NA,0.4116300000,NA,0.0098800000,168.3872500000,764.6200900000,13.0226800000
NA,NA,0.0000000000,45550.1118200000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2543.8352600000,NA,NA,NA,NA,MS,109.7982800000,0.0000000000,NA,NA,NA,NA,NA,0.09826948583193279,NA,NA,4.8825100000,NA,NA,500.0000000000,NA,NA,11.9537300000,NA,15.0000000000,NA,NA,NA,1,grains,NA,0.0015371759,0.00153717592,NA,0.2064000000,NA,NA,NA,NA
NA,NA,NA,NA,NA,154.3846600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.25546556885714283,NA,NA,NA,NA,NA,NA,NA,NA,348.0787941711864,15.0000000000,NA,NA,57.69690605102237,1,phloem,8941.2949100000,0.0021613852,NA,NA,NA,NA,NA,NA,NA
0.0384000000,3.0394100000,NA,NA,NA,56.7170000000,1.5368600000,0.0079800000,0.0382900000,11.2039000000,25.57971043276201,NA,0.5035100000,27.4365300000,389.0492700000,2.7891700000,MS,NA,NA,772.6743659510238,41.2787200000,7.5272071611,3.6167000000,0.7668500000,NA,0.05797782,41.5558300000,NA,0.0198500000,0.6949600000,NA,14.2151200000,2.3686600000,NA,335.84630891144167,15.0000000000,9.1100900000,NA,90.11459553931401,1,roots,2029.2237000000,0.0161207278,NA,0.4116300000,NA,0.0098800000,137.1826600000,762.4209200000,12.8796400000
NA,NA,0.0000000000,48789.1071300000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2550.6680500000,NA,NA,NA,NA,MS,109.9972200000,0.0000000000,NA,NA,NA,NA,NA,0.0984851875210084,NA,NA,4.7259300000,NA,NA,500.0000000000,NA,NA,11.5703800000,NA,16.0000000000,NA,NA,NA,1,grains,NA,0.0015399611,0.00153996108,NA,0.1989100000,NA,NA,NA,NA
NA,NA,NA,NA,NA,155.3726600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.2582253125714286,NA,NA,NA,NA,NA,NA,NA,NA,351.85874472283086,16.0000000000,NA,NA,58.06939841439657,1,phloem,9037.8859400000,0.0021752172,NA,NA,NA,NA,NA,NA,NA
0.0374500000,2.8170900000,NA,NA,NA,54.5967500000,1.4639700000,0.0091200000,0.0373300000,10.7852500000,25.305721605465415,NA,0.5035300000,31.8001300000,397.0226500000,2.7092600000,MS,NA,NA,788.4786407959804,41.5893800000,7.3012569288,3.4302700000,0.8509100000,NA,0.05829657742857144,39.2779100000,NA,0.0191100000,0.6828500000,NA,14.3221000000,2.7334200000,NA,337.6793521074547,16.0000000000,8.6404700000,NA,86.74239866542212,1,roots,2040.3802100000,0.0161826716,NA,0.4147300000,NA,0.0098600000,159.0006500000,759.1166700000,12.7421900000
NA,NA,0.0000000000,51825.2386700000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2557.0945600000,NA,NA,NA,NA,MS,110.1837400000,0.0000000000,NA,NA,NA,NA,NA,0.09868800268067227,NA,NA,4.4446800000,NA,NA,500.0000000000,NA,NA,10.8818100000,NA,17.0000000000,NA,NA,NA,1,grains,NA,0.0015425724,0.00154257236,NA,0.1866200000,NA,NA,NA,NA
NA,NA,NA,NA,NA,156.9168600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.2614246845714286,NA,NA,NA,NA,NA,NA,NA,NA,356.1899318596583,17.0000000000,NA,NA,58.641874544537245,1,phloem,9149.8639600000,0.0021968360,NA,NA,NA,NA,NA,NA,NA
0.0362600000,2.7179500000,NA,NA,NA,52.6754300000,1.4455700000,0.0091200000,0.0361500000,10.2504600000,24.987627350902624,NA,0.5035300000,24.6511700000,404.4595400000,2.5738200000,MS,NA,NA,803.2481480745934,41.5893800000,6.9818700749,3.2147400000,0.6226600000,NA,0.0595837697142857,36.3064000000,NA,0.0191100000,0.6956500000,NA,14.3221000000,2.1137900000,NA,345.1353345381606,17.0000000000,8.0975800000,NA,83.68983774551664,1,roots,2085.4319400000,0.0162598896,NA,0.4147300000,NA,0.0098600000,123.2558500000,757.1953600000,12.5820200000
NA,NA,0.0000000000,54374.5403400000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2562.5053100000,NA,NA,NA,NA,MS,110.3411900000,0.0000000000,NA,NA,NA,NA,NA,0.09885880362605041,NA,NA,3.7400500000,NA,NA,500.0000000000,NA,NA,9.1566800000,NA,18.0000000000,NA,NA,NA,1,grains,NA,0.0015447767,0.0015447766599999998,NA,0.1582700000,NA,NA,NA,NA
NA,NA,NA,NA,NA,158.2471500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.26158352371428567,NA,NA,NA,NA,NA,NA,NA,NA,356.41966932947145,18.0000000000,NA,NA,59.141231430440065,1,phloem,9155.4233300000,0.0022154601,NA,NA,NA,NA,NA,NA,NA
0.0316000000,1.3011500000,NA,NA,NA,51.9561700000,0.7234600000,0.0100200000,0.0315100000,8.9265300000,25.76475027306126,NA,0.5035500000,21.9295000000,411.0289100000,2.2394000000,MS,NA,NA,816.2623572634295,32.9467300000,6.1545271585,2.7373300000,0.5447800000,NA,0.05975554857142856,30.8596900000,NA,0.0092800000,0.3431200000,NA,11.3458400000,1.8952100000,NA,346.1166054347466,18.0000000000,6.8950400000,NA,82.5438109423096,1,roots,2091.4442000000,0.0163317911,NA,0.3285500000,NA,0.0098500000,109.6475200000,755.5484500000,12.9738400000
NA,NA,0.0000000000,56343.5101800000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,2566.6925900000,NA,NA,NA,NA,MS,110.4640200000,0.0000000000,NA,NA,NA,NA,NA,0.09899108446218488,NA,NA,2.8938200000,NA,NA,500.0000000000,NA,NA,7.0848600000,NA,19.0000000000,NA,NA,NA,1,grains,NA,0.0015464963,0.00154649628,NA,0.1234200000,NA,NA,NA,NA
NA,NA,NA,NA,NA,159.8674500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.26221346342857144,NA,NA,NA,NA,NA,NA,NA,NA,357.2596327075285,19.0000000000,NA,NA,59.74371119862102,1,phloem,9177.4712200000,0.0022381443,NA,NA,NA,NA,NA,NA,NA
