S_Amino_Acids,Export_Amino_Acids,RGR_Structure,age_from_flowering,R_grain_growth_starch,amino_acids,Export_cytokinins,senesced_mstruct,R_Nnit_red,sum_respi,Conc_cytokinins,structure,mstruct,C_exudation,nitrates,S_cytokinins,axis,proteins,S_grain_starch,Conc_Nitrates,sucrose_consumption_mstruct,R_residual,R_Nnit_upt,N_exudation,Dry_Mass,WSC_g,HATS_LATS,R_grain_growth_struct,regul_transpiration,Export_Nitrates,starch,Respi_growth,Unloading_Amino_Acids,S_grain_structure,Conc_Sucrose,t,Uptake_Nitrates,synthetized_mstruct,Conc_Amino_Acids,plant,organ,sucrose,N_tot,Proteins_N_Mass,AA_consumption_mstruct,S_Proteins,Nstruct,Unloading_Sucrose,Total_Organic_Nitrogen,cytokinins
NA,NA,NA,NA,NA,253.1917600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.4754611965714285,NA,NA,NA,NA,NA,NA,NA,NA,634.2440010122815,238.0000000000,NA,NA,92.63903991804177,1,phloem,16641.1418800000,0.0035446846,NA,NA,NA,NA,NA,NA,NA
0.0371500000,0.1676800000,NA,NA,NA,18.7175100000,0.2933900000,0.1176400000,0.0376800000,4.4202600000,28.712751835077306,NA,0.5122400000,5.3198700000,665.6066200000,1.5138700000,MS,NA,NA,1299.4038341402468,20.4808500000,4.0253975681,0.3586000000,0.0256000000,NA,0.11111403142857144,2.8934600000,NA,0.0033200000,0.1987700000,NA,7.0529700000,0.4047000000,NA,632.6772443906502,238.0000000000,0.9032600000,NA,29.232406684366705,1,roots,3888.9911000000,0.0180705378,NA,0.2042400000,NA,0.0084900000,26.5993500000,625.1827500000,14.7078200000
NA,NA,0.0000000000,664981.3224299999,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4290.1523900000,NA,NA,NA,NA,MS,162.0696500000,0.0000000000,NA,NA,NA,NA,NA,0.1535451372983193,NA,NA,3.5910000000,NA,NA,500.0000000000,NA,NA,8.7917600000,NA,239.0000000000,NA,NA,NA,1,grains,NA,0.0022689751,0.0022689751,NA,0.1341900000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.7572600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.47499638285714285,NA,NA,NA,NA,NA,NA,NA,NA,633.5833920236103,239.0000000000,NA,NA,92.8400032927532,1,phloem,16624.8734000000,0.0035526016,NA,NA,NA,NA,NA,NA,NA
0.0368700000,0.1674100000,NA,NA,NA,18.6872200000,0.3027900000,0.1176400000,0.0373900000,4.3852100000,29.632340309230045,NA,0.5122400000,1.9382800000,666.2774200000,1.5015900000,MS,NA,NA,1300.7133765422457,20.4808500000,3.9978038239,0.3498100000,0.0093100000,NA,0.11117656714285715,2.8218200000,NA,0.0033200000,0.1989700000,NA,7.0529700000,0.1479300000,NA,633.0333193424957,239.0000000000,0.8811400000,NA,29.18510073403092,1,roots,3891.1798500000,0.0180795050,NA,0.2042400000,NA,0.0084900000,9.6914000000,625.1524500000,15.1788700000
NA,NA,0.0000000000,666567.4793500000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4295.9650100000,NA,NA,NA,NA,MS,162.2198100000,0.0000000000,NA,NA,NA,NA,NA,0.15372666980252103,NA,NA,4.0160800000,NA,NA,500.0000000000,NA,NA,9.8324600000,NA,240.0000000000,NA,NA,NA,1,grains,NA,0.0022710773,0.0022710773399999998,NA,0.1504500000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.9425900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.47417751857142865,NA,NA,NA,NA,NA,NA,NA,NA,632.4275038411588,240.0000000000,NA,NA,92.89846170730368,1,phloem,16596.2131500000,0.0035551963,NA,NA,NA,NA,NA,NA,NA
0.0398600000,0.0645600000,NA,NA,NA,18.8131200000,0.1213300000,0.1182100000,0.0404400000,4.6894700000,30.99371462033965,NA,0.5123000000,5.5569000000,667.1262700000,1.6292900000,MS,NA,NA,1302.2179777474137,22.6189800000,4.2798449594,0.3716000000,0.0269600000,NA,0.11080278971428571,3.0025900000,NA,0.0012700000,0.0763100000,NA,7.7892800000,0.4251400000,NA,630.8311601275294,240.0000000000,0.9360200000,NA,29.378286160452863,1,roots,3878.0976400000,0.0180831515,NA,0.2255600000,NA,0.0084800000,27.7844900000,624.8311000000,15.8780800000
NA,NA,0.0000000000,668085.2754400000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4301.5342000000,NA,NA,NA,NA,MS,162.3640500000,0.0000000000,NA,NA,NA,NA,NA,0.15390063775210083,NA,NA,3.8478100000,NA,NA,500.0000000000,NA,NA,9.4204900000,NA,241.0000000000,NA,NA,NA,1,grains,NA,0.0022730967,0.0022730967,NA,0.1445200000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.3376200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.4736789028571429,NA,NA,NA,NA,NA,NA,NA,NA,631.7191512840327,241.0000000000,NA,NA,93.03659184541308,1,phloem,16578.7616000000,0.0035607267,NA,NA,NA,NA,NA,NA,NA
0.0386100000,0.0648300000,NA,NA,NA,18.8896200000,0.1265600000,0.1182100000,0.0391600000,4.5547200000,32.328869802849894,NA,0.5123000000,1.9437200000,667.9269100000,1.5771500000,MS,NA,NA,1303.7808120242046,22.6189800000,4.1637389209,0.3523300000,0.0094600000,NA,0.11086419485714286,2.8461400000,NA,0.0012700000,0.0764100000,NA,7.7892800000,0.1490900000,NA,631.1807567180689,241.0000000000,0.8874800000,NA,29.497747413624833,1,roots,3880.2468200000,0.0180954314,NA,0.2255600000,NA,0.0084800000,9.7186100000,624.9076100000,16.5620800000
NA,NA,0.0000000000,669586.3890500000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4307.0489800000,NA,NA,NA,NA,MS,162.5072000000,0.0000000000,NA,NA,NA,NA,NA,0.1540729389243697,NA,NA,3.8101400000,NA,NA,500.0000000000,NA,NA,9.3282800000,NA,242.0000000000,NA,NA,NA,1,grains,NA,0.0022751008,0.0022751008000000002,NA,0.1433800000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.4024800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.47290113028571434,NA,NA,NA,NA,NA,NA,NA,NA,630.6213255913193,242.0000000000,NA,NA,93.0513825896123,1,phloem,16551.5395600000,0.0035616347,NA,NA,NA,NA,NA,NA,NA
0.0381700000,0.0735700000,NA,NA,NA,18.9958700000,0.1483400000,0.1187500000,0.0387200000,4.1670100000,33.57133656023109,NA,0.5123600000,5.2484100000,668.2712100000,1.5643000000,MS,NA,NA,1304.3001210086657,21.4054400000,4.1304007934,0.0000000000,0.0257800000,NA,0.11050953885714286,2.8034500000,NA,0.0014300000,0.0862800000,NA,7.3713700000,0.4033500000,NA,629.0879232050381,242.0000000000,0.0000000000,NA,29.66019205246311,1,roots,3867.8338600000,0.0181017391,NA,0.2134600000,NA,0.0084800000,26.2420600000,624.5910400000,17.2006100000
NA,NA,0.0000000000,670990.7526200000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4312.2144400000,NA,NA,NA,NA,MS,162.6415500000,0.0000000000,NA,NA,NA,NA,NA,0.15423435364285712,NA,NA,3.5687000000,NA,NA,500.0000000000,NA,NA,8.7371600000,NA,243.0000000000,NA,NA,NA,1,grains,NA,0.0022769817,0.0022769816999999998,NA,0.1345800000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.6936400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.4724284748571429,NA,NA,NA,NA,NA,NA,NA,NA,629.950709537612,243.0000000000,NA,NA,93.1519160258579,1,phloem,16534.9966200000,0.0035657110,NA,NA,NA,NA,NA,NA,NA
0.0363600000,0.0738000000,NA,NA,NA,19.0548300000,0.1536200000,0.1187500000,0.0368900000,4.3294900000,34.76604340697946,NA,0.5123600000,1.7614800000,668.2650200000,1.4893900000,MS,NA,NA,1304.2880396596142,21.4054400000,3.9629342385,0.3300400000,0.0086700000,NA,0.11057344228571428,2.6696200000,NA,0.0014300000,0.0862800000,NA,7.3713700000,0.1356600000,NA,629.4517006271632,243.0000000000,0.8313400000,NA,29.752252322585676,1,roots,3870.0704800000,0.0181024779,NA,0.2134600000,NA,0.0084800000,8.8074100000,624.6500100000,17.8127300000
NA,NA,0.0000000000,672426.7361400001,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4317.5023800000,NA,NA,NA,NA,MS,162.7793200000,0.0000000000,NA,NA,NA,NA,NA,0.15439961984873948,NA,NA,3.6533800000,NA,NA,500.0000000000,NA,NA,8.9444700000,NA,244.0000000000,NA,NA,NA,1,grains,NA,0.0022789105,0.00227891048,NA,0.1379300000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.7357700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.47196912914285716,NA,NA,NA,NA,NA,NA,NA,NA,629.2806653440242,244.0000000000,NA,NA,93.15880669610613,1,phloem,16518.9195200000,0.0035663008,NA,NA,NA,NA,NA,NA,NA
0.0368500000,0.0826900000,NA,NA,NA,19.1588900000,0.1768000000,0.1192600000,0.0373900000,4.0495400000,35.901565122360566,NA,0.5124200000,5.8107700000,668.6765500000,1.5139600000,MS,NA,NA,1304.938429413372,20.4758100000,4.0141228843,0.0000000000,0.0288500000,NA,0.11025236542857143,2.6896500000,NA,0.0016000000,0.0962000000,NA,7.0512400000,0.4480400000,NA,627.550445272758,244.0000000000,0.0000000000,NA,29.911229069903595,1,roots,3858.8327900000,0.0180996962,NA,0.2041900000,NA,0.0084700000,29.0538700000,624.3500000000,18.3966800000
NA,NA,0.0000000000,674195.5530599999,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4324.0247000000,NA,NA,NA,NA,MS,162.9494600000,0.0000000000,NA,NA,NA,NA,NA,0.15460348626050419,NA,NA,4.5068800000,NA,NA,500.0000000000,NA,NA,11.0340800000,NA,245.0000000000,NA,NA,NA,1,grains,NA,0.0022812924,0.00228129244,NA,0.1704000000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.9964800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.47178579085714284,NA,NA,NA,NA,NA,NA,NA,NA,628.9844632768362,245.0000000000,NA,NA,93.24647761139451,1,phloem,16512.5026800000,0.0035699507,NA,NA,NA,NA,NA,NA,NA
0.0430500000,0.0830900000,NA,NA,NA,19.2518300000,0.1837700000,0.1192600000,0.0436800000,4.6236700000,37.31649818508255,NA,0.5124200000,2.9636700000,668.5583000000,1.7668000000,MS,NA,NA,1304.707661683775,20.4758100000,4.5806715843,0.0000000000,0.0147700000,NA,0.11036175657142858,3.1487600000,NA,0.0016000000,0.0961900000,NA,7.0512400000,0.2288300000,NA,628.173093686169,245.0000000000,0.0000000000,NA,30.05632879278717,1,roots,3862.6614800000,0.0180993418,NA,0.2041900000,NA,0.0084700000,14.8183700000,624.4429500000,19.1217200000
NA,NA,0.0000000000,676382.8304600000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4332.1043400000,NA,NA,NA,NA,MS,163.1596800000,0.0000000000,NA,NA,NA,NA,NA,0.15485597341176469,NA,NA,5.5845600000,NA,NA,500.0000000000,NA,NA,13.6725400000,NA,246.0000000000,NA,NA,NA,1,grains,NA,0.0022842355,0.00228423552,NA,0.2097700000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.6131000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.47416271628571427,NA,NA,NA,NA,NA,NA,NA,NA,632.0638150147241,246.0000000000,NA,NA,93.09309287349808,1,phloem,16595.6950700000,0.0035645834,NA,NA,NA,NA,NA,NA,NA
0.0504700000,0.5094100000,NA,NA,NA,19.2467800000,1.1216100000,0.1200500000,0.0512200000,5.3041300000,37.13521951219513,NA,0.5125000000,17.1223300000,668.4569300000,2.0736800000,MS,NA,NA,1304.306204878049,31.1721700000,5.2554947937,0.0000000000,0.0854000000,NA,0.1102528562857143,3.7174400000,NA,0.0098000000,0.5897400000,NA,10.7347300000,1.3134600000,NA,627.4552796747968,246.0000000000,0.0000000000,NA,30.043754146341467,1,roots,3858.8499700000,0.0180878519,NA,0.3108500000,NA,0.0084600000,85.6116300000,623.8229100000,19.0318000000
NA,NA,0.0000000000,678758.0443000000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4340.8971200000,NA,NA,NA,NA,MS,163.3870200000,0.0000000000,NA,NA,NA,NA,NA,0.15513059834453782,NA,NA,6.0779900000,NA,NA,500.0000000000,NA,NA,14.8806000000,NA,247.0000000000,NA,NA,NA,1,grains,NA,0.0022874183,0.00228741828,NA,0.2269300000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.5249800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.47686684114285716,NA,NA,NA,NA,NA,NA,NA,NA,635.5987241062574,247.0000000000,NA,NA,93.05066742221022,1,phloem,16690.3394400000,0.0035633497,NA,NA,NA,NA,NA,NA,NA
0.0541300000,0.5118500000,NA,NA,NA,19.3389300000,1.1222200000,0.1200500000,0.0549300000,6.1149800000,37.15553170731708,NA,0.5125000000,14.7158500000,667.8804400000,2.2094800000,MS,NA,NA,1303.1813463414635,31.1721700000,5.5628524073,0.4980200000,0.0732500000,NA,0.11100904857142857,4.0212800000,NA,0.0098000000,0.5892300000,NA,10.7347300000,1.1220700000,NA,631.7588130081301,247.0000000000,1.2544600000,NA,30.18759804878049,1,roots,3885.3167000000,0.0180810712,NA,0.3108500000,NA,0.0084600000,73.5792300000,623.9150600000,19.0422100000
NA,NA,0.0000000000,682056.1664099999,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4353.1386900000,NA,NA,NA,NA,MS,163.7009300000,0.0000000000,NA,NA,NA,NA,NA,0.15551267175210085,NA,NA,8.4655400000,NA,NA,500.0000000000,NA,NA,20.7259700000,NA,248.0000000000,NA,NA,NA,1,grains,NA,0.0022918130,0.00229181302,NA,0.3128800000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.6561300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.48007955599999996,NA,NA,NA,NA,NA,NA,NA,NA,639.7463544308039,248.0000000000,NA,NA,92.71353890155478,1,phloem,16802.7844600000,0.0035511858,NA,NA,NA,NA,NA,NA,NA
0.0707000000,1.0408300000,NA,NA,NA,19.3022000000,2.1900100000,0.1212300000,0.0717600000,7.7460600000,35.58043813276632,NA,0.5126300000,27.6763500000,668.2729600000,2.8794400000,MS,NA,NA,1303.6165655541033,46.9972300000,7.0331621774,0.6460200000,0.1371600000,NA,0.1112834757142857,5.2107400000,NA,0.0199700000,1.2011800000,NA,16.1843900000,2.0890200000,NA,633.1599870601929,248.0000000000,1.6272500000,NA,30.12262255427891,1,roots,3894.9216500000,0.0180760522,NA,0.4686600000,NA,0.0084500000,138.3817500000,622.9523600000,18.2396000000
NA,NA,0.0000000000,685534.3048100000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4366.0895000000,NA,NA,NA,NA,MS,164.0300000000,0.0000000000,NA,NA,NA,NA,NA,0.15591656974789914,NA,NA,8.9568100000,NA,NA,500.0000000000,NA,NA,21.9287500000,NA,249.0000000000,NA,NA,NA,1,grains,NA,0.0022964200,0.00229642,NA,0.3282700000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.5737500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.4839695694285715,NA,NA,NA,NA,NA,NA,NA,NA,644.8240642611008,249.0000000000,NA,NA,92.66818632399763,1,phloem,16938.9349300000,0.0035500325,NA,NA,NA,NA,NA,NA,NA
0.0748000000,1.0332400000,NA,NA,NA,19.1613100000,2.1171000000,0.1212300000,0.0759200000,8.1345200000,34.39603612742133,NA,0.5126300000,21.2294900000,666.4298500000,3.0148400000,MS,NA,NA,1300.0211653629322,46.9972300000,7.3441595948,0.7127800000,0.1033400000,NA,0.11247224742857143,5.7201400000,NA,0.0199700000,1.1978700000,NA,16.1843900000,1.5890100000,NA,639.9236388818446,249.0000000000,1.7954300000,NA,29.902752472543547,1,roots,3936.5286600000,0.0180482762,NA,0.4686600000,NA,0.0084500000,106.1474700000,622.8114600000,17.6324400000
NA,NA,0.0000000000,689288.0097800000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4380.1129700000,NA,NA,NA,NA,MS,164.3832300000,0.0000000000,NA,NA,NA,NA,NA,0.15635360223109246,NA,NA,9.6995100000,NA,NA,500.0000000000,NA,NA,23.7470800000,NA,250.0000000000,NA,NA,NA,1,grains,NA,0.0023013652,0.0023013652199999996,NA,0.3524400000,NA,NA,NA,NA
NA,NA,NA,NA,NA,252.8662600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.48679649171428563,NA,NA,NA,NA,NA,NA,NA,NA,648.4335641953093,250.0000000000,NA,NA,92.38726719704789,1,phloem,17037.8772100000,0.0035401276,NA,NA,NA,NA,NA,NA,NA
0.0803200000,1.2958200000,NA,NA,NA,19.0016300000,2.5274200000,0.1225800000,0.0815500000,8.6437900000,32.459222278560006,NA,0.5127800000,29.5971800000,666.7917300000,3.2284600000,MS,NA,NA,1300.3466008814696,53.5367300000,7.8057181383,0.7612300000,0.1424100000,NA,0.11282953171428571,6.1005400000,NA,0.0252600000,1.5157300000,NA,18.4364000000,2.1963200000,NA,641.7686613492466,250.0000000000,1.9174600000,NA,29.644884745894924,1,roots,3949.0336100000,0.0180411070,NA,0.5338700000,NA,0.0084400000,147.9858800000,621.6008100000,16.6444400000
NA,NA,0.0000000000,692918.6190100000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4393.7228100000,NA,NA,NA,NA,MS,164.7235400000,0.0000000000,NA,NA,NA,NA,NA,0.1567774867142857,NA,NA,9.4131700000,NA,NA,500.0000000000,NA,NA,23.0460400000,NA,251.0000000000,NA,NA,NA,1,grains,NA,0.0023061296,0.00230612956,NA,0.3398000000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.1325500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.49051071857142853,NA,NA,NA,NA,NA,NA,NA,NA,653.2706827428435,251.0000000000,NA,NA,92.46893364809885,1,phloem,17167.8751500000,0.0035438557,NA,NA,NA,NA,NA,NA,NA
0.0787100000,1.2697400000,NA,NA,NA,18.6193100000,2.3976100000,0.1225800000,0.0799200000,8.4226200000,30.792133078513203,NA,0.5127800000,21.3866800000,667.0933100000,3.1324000000,MS,NA,NA,1300.934728343539,53.5367300000,7.6015975355,0.7364300000,0.0997900000,NA,0.114007514,5.8727800000,NA,0.0252600000,1.5164200000,NA,18.4364000000,1.5766800000,NA,648.468964923229,251.0000000000,1.8549900000,NA,29.048418425055576,1,roots,3990.2629900000,0.0180399767,NA,0.5338700000,NA,0.0084400000,106.9333900000,621.2184900000,15.7895900000
NA,NA,0.0000000000,695318.1550400000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4402.7427800000,NA,NA,NA,NA,MS,164.9479200000,0.0000000000,NA,NA,NA,NA,NA,0.1570582980840336,NA,NA,6.2348800000,NA,NA,500.0000000000,NA,NA,15.2647000000,NA,252.0000000000,NA,NA,NA,1,grains,NA,0.0023092709,0.0023092708800000004,NA,0.2242600000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.1279000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.4922654057142857,NA,NA,NA,NA,NA,NA,NA,NA,655.5058370199924,252.0000000000,NA,NA,92.45288152926729,1,phloem,17229.2892000000,0.0035437906,NA,NA,NA,NA,NA,NA,NA
0.0561200000,0.5772900000,NA,NA,NA,18.8365100000,1.0800900000,0.1234400000,0.0569900000,6.1720600000,30.860181718920604,NA,0.5128800000,20.8259000000,667.6942100000,2.2276300000,MS,NA,NA,1301.8526945874278,34.2954700000,5.6019942390,0.5181100000,0.0980300000,NA,0.11433839542857142,4.1264700000,NA,0.0113500000,0.6821000000,NA,11.8103000000,1.5298400000,NA,650.2241979930328,252.0000000000,1.3050700000,NA,29.3815473405085,1,roots,4001.8438400000,0.0180414301,NA,0.3420000000,NA,0.0084300000,104.1294900000,620.7663500000,15.8275700000
NA,NA,0.0000000000,698705.8240700000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4415.5106300000,NA,NA,NA,NA,MS,165.2645900000,0.0000000000,NA,NA,NA,NA,NA,0.1574556921806723,NA,NA,8.8293600000,NA,NA,500.0000000000,NA,NA,21.6167200000,NA,253.0000000000,NA,NA,NA,1,grains,NA,0.0023137043,0.0023137042599999996,NA,0.3167500000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.6023200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.49449183657142864,NA,NA,NA,NA,NA,NA,NA,NA,658.3653736130639,253.0000000000,NA,NA,92.61136085598993,1,phloem,17307.2142800000,0.0035504325,NA,NA,NA,NA,NA,NA,NA
0.0747800000,0.5801400000,NA,NA,NA,18.9294900000,1.1085600000,0.1234400000,0.0759400000,7.9450800000,31.67347137732023,NA,0.5128800000,15.2611600000,668.6809800000,2.9475500000,MS,NA,NA,1303.7766729059429,34.2954700000,7.1999125593,0.6703100000,0.0716700000,NA,0.11516322371428571,5.3205400000,NA,0.0113500000,0.6831100000,NA,11.8103000000,1.1181100000,NA,654.9148647506889,253.0000000000,1.6884400000,NA,29.526579316799253,1,roots,4030.7128300000,0.0180565466,NA,0.3420000000,NA,0.0084300000,76.3057800000,620.8593300000,16.2446900000
NA,NA,0.0000000000,701828.0781600000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4427.3123500000,NA,NA,NA,NA,MS,165.5563400000,0.0000000000,NA,NA,NA,NA,NA,0.15782291726890757,NA,NA,8.1601500000,NA,NA,500.0000000000,NA,NA,19.9783000000,NA,254.0000000000,NA,NA,NA,1,grains,NA,0.0023177888,0.00231778876,NA,0.2917100000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.4421400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.49591993914285715,NA,NA,NA,NA,NA,NA,NA,NA,660.131145040839,254.0000000000,NA,NA,92.533857872422,1,phloem,17357.1978700000,0.0035481900,NA,NA,NA,NA,NA,NA,NA
0.0698100000,0.7704800000,NA,NA,NA,18.9553500000,1.4622000000,0.1245600000,0.0709100000,6.8215500000,31.492397660818714,NA,0.5130000000,21.2198300000,669.1430800000,2.7506100000,MS,NA,NA,1304.3724756335284,44.6430300000,6.7557902385,0.0000000000,0.0997300000,NA,0.11523865657142858,4.9269300000,NA,0.0150500000,0.9066200000,NA,15.3736800000,1.5492100000,NA,655.190542560104,254.0000000000,0.0000000000,NA,29.56,1,roots,4033.3529800000,0.0180433780,NA,0.4451800000,NA,0.0084100000,106.0991500000,620.0158900000,16.1556000000
NA,NA,0.0000000000,705336.5557900000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4440.6133000000,NA,NA,NA,NA,MS,165.8842500000,0.0000000000,NA,NA,NA,NA,NA,0.15823669985294114,NA,NA,9.1984800000,NA,NA,500.0000000000,NA,NA,22.5204300000,NA,255.0000000000,NA,NA,NA,1,grains,NA,0.0023223795,0.0023223795,NA,0.3280700000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.9279800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.4980303671428571,NA,NA,NA,NA,NA,NA,NA,NA,662.8314848953604,255.0000000000,NA,NA,92.69601230213235,1,phloem,17431.0628500000,0.0035549917,NA,NA,NA,NA,NA,NA,NA
0.0776400000,0.7652600000,NA,NA,NA,18.8269300000,1.4705900000,0.1245600000,0.0788600000,7.4803600000,31.673021442495124,NA,0.5130000000,14.5715300000,669.1124600000,3.0393000000,MS,NA,NA,1304.3127875243665,44.6430300000,7.3999800404,0.0000000000,0.0675600000,NA,0.11601654600000001,5.4478300000,NA,0.0150500000,0.9065800000,NA,15.3736800000,1.0613600000,NA,659.6132407407407,255.0000000000,0.0000000000,NA,29.359734892787525,1,roots,4060.5791100000,0.0180411515,NA,0.4451800000,NA,0.0084100000,72.8576600000,619.8874700000,16.2482600000
NA,NA,0.0000000000,708605.0546400000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4453.0423500000,NA,NA,NA,NA,MS,166.1893800000,0.0000000000,NA,NA,NA,NA,NA,0.15862322600840337,NA,NA,8.5947600000,NA,NA,500.0000000000,NA,NA,21.0423500000,NA,256.0000000000,NA,NA,NA,1,grains,NA,0.0023266513,0.00232665132,NA,0.3047700000,NA,NA,NA,NA
NA,NA,NA,NA,NA,253.7103600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.5004937911428572,NA,NA,NA,NA,NA,NA,NA,NA,665.9672427872771,256.0000000000,NA,NA,92.59671161882517,1,phloem,17517.2826900000,0.0035519450,NA,NA,NA,NA,NA,NA,NA
0.0731100000,1.0413900000,NA,NA,NA,18.6510500000,1.9513400000,0.1257300000,0.0742800000,7.7323700000,30.586643021397666,NA,0.5131400000,24.4351800000,667.9418600000,2.8585900000,MS,NA,NA,1301.67568304946,46.7639500000,6.9899924951,0.6713700000,0.1120700000,NA,0.11618395085714285,5.3081900000,NA,0.0206800000,1.2431600000,NA,16.1040600000,1.7695300000,NA,660.3848007691207,256.0000000000,1.6911200000,NA,29.07752270335581,1,roots,4066.4382800000,0.0180123007,NA,0.4663300000,NA,0.0084000000,122.1759100000,618.8038500000,15.6952300000
NA,NA,0.0000000000,711556.3844600000,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,4464.2975100000,NA,NA,NA,NA,MS,166.4642900000,0.0000000000,NA,NA,NA,NA,NA,0.15897310156722688,NA,NA,7.7821200000,NA,NA,500.0000000000,NA,NA,19.0527700000,NA,257.0000000000,NA,NA,NA,1,grains,NA,0.0023305001,0.00233050006,NA,0.2746800000,NA,NA,NA,NA
NA,NA,NA,NA,NA,254.1690000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,0.5037184145714285,NA,NA,NA,NA,NA,NA,NA,NA,670.1632140049658,257.0000000000,NA,NA,92.75098413972731,1,phloem,17630.1445100000,0.0035583660,NA,NA,NA,NA,NA,NA,NA
0.0677100000,1.0247800000,NA,NA,NA,18.3535700000,1.8807400000,0.1257300000,0.0687900000,7.1698100000,29.480063920177727,NA,0.5131400000,18.1689500000,668.2149400000,2.6261300000,MS,NA,NA,1302.2078575047744,46.7639500000,6.4831316284,0.6147600000,0.0813200000,NA,0.11716008828571428,4.8415700000,NA,0.0206800000,1.2436700000,NA,16.1040600000,1.3096800000,NA,665.9331257876341,257.0000000000,1.5485100000,NA,28.613742838211795,1,roots,4100.6030900000,0.0180119591,NA,0.4663300000,NA,0.0084000000,90.8447300000,618.5063700000,15.1274000000
