t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
155,1,MS,21.1000000000,1,980972.5343100000,980972.5343100000,0.0080200000
156,1,MS,21.6000000000,1,980271.0269300001,980271.0269300001,0.0083300000
157,1,MS,22.8000000000,1,979687.4375800000,979687.4375800000,0.0091000000
158,1,MS,23.0000000000,1,979022.0171600000,979022.0171600000,0.0092400000
159,1,MS,23.3000000000,1,978387.8432000000,978387.8432000000,0.0094500000
160,1,MS,23.5000000000,1,977931.2634900000,977931.2634900000,0.0095900000
161,1,MS,21.6000000000,1,977490.5052000000,977490.5052000000,0.0083300000
162,1,MS,21.3000000000,1,977069.7601500000,977069.7601500000,0.0081400000
163,1,MS,19.3000000000,1,976757.1860099999,976757.1860099999,0.0070000000
164,1,MS,18.6000000000,1,976291.9348200000,976291.9348200000,0.0066300000
165,1,MS,18.1000000000,1,976291.9412000000,976291.9412000000,0.0063800000
166,1,MS,17.0000000000,1,976291.9470600000,976291.9470600000,0.0058600000
167,1,MS,14.5000000000,1,976291.9518700000,976291.9518700000,0.0048100000
168,1,MS,11.8000000000,1,976291.9557400000,976291.9557400000,0.0038700000
169,1,MS,12.1000000000,1,976283.5003100000,976283.5003100000,0.0039600000
170,1,MS,12.1000000000,1,976115.1674900000,976115.1674900000,0.0039600000
171,1,MS,12.8000000000,1,976024.6122300000,976024.6122300000,0.0042000000
172,1,MS,12.6000000000,1,975594.9565000000,975594.9565000000,0.0041300000
173,1,MS,17.1000000000,1,975594.9624000000,975594.9624000000,0.0059000000
174,1,MS,19.3000000000,1,975466.0841600000,975466.0841600000,0.0070000000
175,1,MS,22.3000000000,1,974735.5135500000,974735.5135500000,0.0087700000
176,1,MS,22.7000000000,1,974189.6773400001,974189.6773400001,0.0090400000
177,1,MS,24.5000000000,1,967799.0125700000,967799.0125700000,0.0103100000
178,1,MS,27.1000000000,1,967799.0249700000,967799.0249700000,0.0124000000
179,1,MS,28.6000000000,1,967799.0387100000,967799.0387100000,0.0137400000
180,1,MS,29.7000000000,1,967799.0535000000,967799.0535000000,0.0147900000
181,1,MS,29.4000000000,1,967799.0680000000,967799.0680000000,0.0145000000
182,1,MS,30.5000000000,1,967700.1168200000,967700.1168200000,0.0155800000
183,1,MS,30.0000000000,1,1008879.2389000000,1008879.2389000000,0.0150800000
184,1,MS,28.4000000000,1,1004507.2097800000,1004507.2097800000,0.0135600000
185,1,MS,26.8000000000,1,1000796.0699300000,1000796.0699300000,0.0121400000
186,1,MS,25.3000000000,1,997651.2448400001,997651.2448400001,0.0109200000
187,1,MS,23.0000000000,1,995107.3384800000,995107.3384800000,0.0092400000
188,1,MS,21.9000000000,1,992875.2228200000,992875.2228200000,0.0085200000
189,1,MS,20.6000000000,1,990925.2342400000,990925.2342400000,0.0077200000
190,1,MS,20.4000000000,1,989085.8608300000,989085.8608300000,0.0076100000
191,1,MS,19.8000000000,1,987387.2778000000,987387.2778000000,0.0072700000
192,1,MS,14.0000000000,1,986343.2115000000,986343.2115000000,0.0046200000
193,1,MS,14.9000000000,1,985249.1433400000,985249.1433400000,0.0049600000
194,1,MS,12.6000000000,1,984364.0402100000,984364.0402100000,0.0041300000
195,1,MS,10.9000000000,1,983608.5248000000,983608.5248000000,0.0036000000
196,1,MS,11.7000000000,1,982820.2314600000,982820.2314600000,0.0038400000
197,1,MS,14.5000000000,1,981854.8253600000,981854.8253600000,0.0048100000
198,1,MS,16.8000000000,1,980730.0068200000,980730.0068200000,0.0057700000
199,1,MS,17.7000000000,1,979548.6239600000,979548.6239600000,0.0061800000
200,1,MS,19.0000000000,1,978274.6906700000,978274.6906700000,0.0068400000
201,1,MS,19.7000000000,1,976951.2554000000,976951.2554000000,0.0072100000
202,1,MS,20.6000000000,1,975566.3153800000,975566.3153800000,0.0077200000
203,1,MS,21.6000000000,1,974099.1139900000,974099.1139900000,0.0083300000
204,1,MS,22.4000000000,1,972578.8900100000,972578.8900100000,0.0088400000
205,1,MS,23.0000000000,1,971012.9765399999,971012.9765399999,0.0092400000
206,1,MS,22.9000000000,1,969497.5646700000,969497.5646700000,0.0091700000
207,1,MS,23.2000000000,1,967981.9472200000,967981.9472200000,0.0093800000
208,1,MS,22.3000000000,1,966610.2581000000,966610.2581000000,0.0087700000
209,1,MS,22.0000000000,1,965309.8142600000,965309.8142600000,0.0085800000
210,1,MS,19.8000000000,1,964248.1510800000,964248.1510800000,0.0072700000
211,1,MS,17.3000000000,1,963397.3976100000,963397.3976100000,0.0059900000
212,1,MS,15.6000000000,1,962674.9313600000,962674.9313600000,0.0052500000
213,1,MS,15.6000000000,1,961972.1610100000,961972.1610100000,0.0052500000
214,1,MS,15.3000000000,1,961306.5654300000,961306.5654300000,0.0051200000
215,1,MS,14.3000000000,1,960707.3862200000,960707.3862200000,0.0047300000
216,1,MS,8.9000000000,1,960329.6050300000,960329.6050300000,0.0030500000
217,1,MS,8.4000000000,1,959972.2835800000,959972.2835800000,0.0029200000
218,1,MS,7.5000000000,1,959645.7398700000,959645.7398700000,0.0027100000
219,1,MS,7.2000000000,1,959331.3592400000,959331.3592400000,0.0026400000
220,1,MS,7.9000000000,1,959002.6177100000,959002.6177100000,0.0028000000
221,1,MS,9.5000000000,1,958632.2010400000,958632.2010400000,0.0032000000
222,1,MS,10.9000000000,1,958222.0913600000,958222.0913600000,0.0036000000
223,1,MS,11.8000000000,1,957784.2820400000,957784.2820400000,0.0038700000
224,1,MS,12.7000000000,1,957316.7993800000,957316.7993800000,0.0041600000
225,1,MS,14.4000000000,1,956782.7335200000,956782.7335200000,0.0047700000
226,1,MS,14.5000000000,1,956247.5129900000,956247.5129900000,0.0048100000
227,1,MS,16.5000000000,1,955623.3858400000,955623.3858400000,0.0056300000
228,1,MS,17.9000000000,1,954929.1300000000,954929.1300000000,0.0062800000
229,1,MS,18.6000000000,1,954191.2194300001,954191.2194300001,0.0066300000
230,1,MS,19.1000000000,1,953423.2040000000,953423.2040000000,0.0068900000
231,1,MS,19.5000000000,1,952629.3455400000,952629.3455400000,0.0071000000
232,1,MS,18.9000000000,1,951874.5035100000,951874.5035100000,0.0067800000
233,1,MS,18.0000000000,1,951172.9154600000,951172.9154600000,0.0063300000
234,1,MS,16.5000000000,1,950555.0229900000,950555.0229900000,0.0056300000
235,1,MS,13.0000000000,1,950091.6437100000,950091.6437100000,0.0042600000
236,1,MS,12.1000000000,1,949666.1367100000,949666.1367100000,0.0039600000
237,1,MS,11.6000000000,1,949264.0823400000,949264.0823400000,0.0038100000
238,1,MS,10.9000000000,1,948890.8384500000,948890.8384500000,0.0036000000
239,1,MS,10.8000000000,1,948526.5359800000,948526.5359800000,0.0035700000
240,1,MS,11.8000000000,1,948138.8839800000,948138.8839800000,0.0038700000
241,1,MS,11.4000000000,1,947771.2074300000,947771.2074300000,0.0037500000
242,1,MS,11.3000000000,1,947586.6733400000,947586.6733400000,0.0037100000
243,1,MS,10.7000000000,1,947546.2039600000,947546.2039600000,0.0035400000
244,1,MS,10.9000000000,1,947330.3125900000,947330.3125900000,0.0036000000
245,1,MS,12.8000000000,1,947330.3167900000,947330.3167900000,0.0042000000
246,1,MS,14.8000000000,1,947119.5325300000,947119.5325300000,0.0049200000
247,1,MS,15.6000000000,1,947102.8715900000,947102.8715900000,0.0052500000
248,1,MS,19.0000000000,1,946434.8621199999,946434.8621199999,0.0068400000
249,1,MS,19.6000000000,1,946682.6409500000,946682.6409500000,0.0071600000
250,1,MS,20.5000000000,1,945896.2560000001,945896.2560000001,0.0076700000
251,1,MS,20.1000000000,1,945134.5564100000,945134.5564100000,0.0074400000
252,1,MS,15.7000000000,1,944596.9238700001,944596.9238700001,0.0052900000
253,1,MS,19.3000000000,1,943896.8132900000,943896.8132900000,0.0070000000
254,1,MS,18.4000000000,1,943321.1478900000,943321.1478900000,0.0065300000
255,1,MS,19.7000000000,1,942945.7416500000,942945.7416500000,0.0072100000
256,1,MS,18.9000000000,1,942900.0301300000,942900.0301300000,0.0067800000
257,1,MS,17.8000000000,1,942264.0835900001,942264.0835900001,0.0062300000
258,1,MS,16.5000000000,1,941695.5391300000,941695.5391300000,0.0056300000
259,1,MS,15.5000000000,1,941301.0625100000,941301.0625100000,0.0052100000
260,1,MS,14.5000000000,1,941145.4398900000,941145.4398900000,0.0048100000
261,1,MS,13.6000000000,1,941061.8404600000,941061.8404600000,0.0044700000
262,1,MS,11.9000000000,1,940998.3750800000,940998.3750800000,0.0039000000
263,1,MS,11.0000000000,1,940903.4818200000,940903.4818200000,0.0036200000
264,1,MS,10.8000000000,1,940823.1391300000,940823.1391300000,0.0035700000
265,1,MS,10.4000000000,1,940878.6006400000,940878.6006400000,0.0034500000
266,1,MS,10.9000000000,1,940692.2073200000,940692.2073200000,0.0036000000
267,1,MS,10.3000000000,1,940637.0861100000,940637.0861100000,0.0034200000
268,1,MS,11.3000000000,1,940416.0102700000,940416.0102700000,0.0037100000
269,1,MS,12.7000000000,1,940416.0144300000,940416.0144300000,0.0041600000
270,1,MS,14.4000000000,1,940228.1231900000,940228.1231900000,0.0047700000
271,1,MS,15.2000000000,1,943288.9586500000,943288.9586500000,0.0050800000
272,1,MS,19.0000000000,1,942476.0196500000,942476.0196500000,0.0068400000
273,1,MS,20.0000000000,1,941612.5066900000,941612.5066900000,0.0073800000
274,1,MS,21.0000000000,1,940699.9872500000,940699.9872500000,0.0079600000
275,1,MS,22.5000000000,1,939701.9307000000,939701.9307000000,0.0089000000
276,1,MS,22.4000000000,1,938733.7653400000,938733.7653400000,0.0088400000
277,1,MS,23.3000000000,1,937717.9273000000,937717.9273000000,0.0094500000
278,1,MS,23.3000000000,1,936725.2002200000,936725.2002200000,0.0094500000
279,1,MS,24.6000000000,1,935661.6017400000,935661.6017400000,0.0103800000
280,1,MS,23.8000000000,1,934811.0731799999,934811.0731799999,0.0098000000
281,1,MS,22.9000000000,1,934135.7099700000,934135.7099700000,0.0091700000
282,1,MS,21.0000000000,1,933728.8083000000,933728.8083000000,0.0079600000
283,1,MS,19.6000000000,1,933458.9006800000,933458.9006800000,0.0071600000
284,1,MS,19.7000000000,1,933217.2858599999,933217.2858599999,0.0072100000
285,1,MS,19.8000000000,1,933115.5452300000,933115.5452300000,0.0072700000
286,1,MS,17.9000000000,1,932893.2903600000,932893.2903600000,0.0062800000
287,1,MS,17.8000000000,1,932824.4797600000,932824.4797600000,0.0062300000
288,1,MS,17.9000000000,1,932611.7447000000,932611.7447000000,0.0062800000
289,1,MS,16.4000000000,1,932408.7336799999,932408.7336799999,0.0055900000
290,1,MS,16.3000000000,1,932408.7392200000,932408.7392200000,0.0055400000
291,1,MS,16.3000000000,1,932365.8950700000,932365.8950700000,0.0055400000
292,1,MS,16.8000000000,1,932234.4087800001,932234.4087800001,0.0057700000
