mstruct_laminae,C_respired_shoot,Cont_WSC_DM_shoot,Cont_WSC_DM_laminae,NNI,senesced_mstruct,sum_N_g_shoot,shoot_roots_ratio,sum_respi_shoot,sum_N_g,NS_shoot,Cont_WSC_DM_roots,mstruct,axis,Tillers_Photosynthesis_An,C_respired_roots,Total_Photosynthesis,Tillers_Photosynthesis,N_content_mstruct,Total_Transpiration,N_content_mstruct_shoot,sum_dry_mass_shoot,dry_mass_phloem,shoot_roots_mstruct_ratio,Cont_WSC_DM_stem,N_content_roots,t,C_exudated,sum_C_g,N_content_mstruct_roots,sum_dry_mass_roots,N_content,plant,sum_dry_mass_stem,N_content_total_DM_shoot,C_N_ratio,N_content_shoot,C_N_ratio_shoot,NS,sum_NSC_g,NS_laminae,NS_roots,sum_respi_roots,sum_dry_mass_laminae,NS_stem,Cont_WSC_DM,sum_dry_mass,mstruct_stem,mstruct_shoot
NA,NA,NA,NA,NA,0.0780900000,NA,NA,19.4297200000,NA,NA,NA,2.1557300000,MS,NA,NA,NA,NA,NA,0.0017800000,NA,NA,NA,NA,NA,NA,143.0000000000,2.7993900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5704100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0788300000,NA,NA,18.6213700000,NA,NA,NA,2.1559500000,MS,NA,NA,NA,NA,NA,0.0005600000,NA,NA,NA,NA,NA,NA,144.0000000000,6.8753600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3634500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0788300000,NA,NA,18.3627100000,NA,NA,NA,2.1561000000,MS,NA,NA,NA,NA,NA,0.0005600000,NA,NA,NA,NA,NA,NA,145.0000000000,2.5683800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1180900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0795100000,NA,NA,17.4865500000,NA,NA,NA,2.1563100000,MS,NA,NA,NA,NA,NA,0.0004200000,NA,NA,NA,NA,NA,NA,146.0000000000,6.2809600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0650300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0795100000,NA,NA,17.6281000000,NA,NA,NA,2.1564600000,MS,NA,NA,NA,NA,NA,0.0004200000,NA,NA,NA,NA,NA,NA,147.0000000000,2.4655100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1475200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0802600000,NA,NA,19.4222000000,NA,NA,NA,2.1566900000,MS,NA,NA,NA,NA,NA,0.0004100000,NA,NA,NA,NA,NA,NA,148.0000000000,7.0054200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6362100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0802600000,NA,NA,19.2396700000,NA,NA,NA,2.1568600000,MS,NA,NA,NA,NA,NA,0.0004100000,NA,NA,NA,NA,NA,NA,149.0000000000,2.8732000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5481900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0812300000,NA,NA,23.8787600000,NA,NA,NA,2.1571500000,MS,NA,NA,NA,NA,NA,0.0057000000,NA,NA,NA,NA,NA,NA,150.0000000000,10.8922000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3498600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0812300000,NA,NA,24.9837700000,NA,NA,NA,2.1574100000,MS,NA,NA,NA,NA,NA,0.0057000000,NA,NA,NA,NA,NA,NA,151.0000000000,7.1926900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4708100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0823500000,NA,NA,26.3581800000,NA,NA,NA,2.1577500000,MS,NA,NA,NA,NA,NA,0.0078400000,NA,NA,NA,NA,NA,NA,152.0000000000,14.9547100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2917100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0823500000,NA,NA,26.6753200000,NA,NA,NA,2.1580100000,MS,NA,NA,NA,NA,NA,0.0078400000,NA,NA,NA,NA,NA,NA,153.0000000000,8.3617600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5082800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0835600000,NA,NA,30.0814600000,NA,NA,NA,2.1583800000,MS,NA,NA,NA,NA,NA,0.0145000000,NA,NA,NA,NA,NA,NA,154.0000000000,18.6225900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5172700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0835600000,NA,NA,31.2015200000,NA,NA,NA,2.1586900000,MS,NA,NA,NA,NA,NA,0.0145000000,NA,NA,NA,NA,NA,NA,155.0000000000,13.5233300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1304000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0850100000,NA,NA,35.7493700000,NA,NA,NA,2.1591400000,MS,NA,NA,NA,NA,NA,0.0229200000,NA,NA,NA,NA,NA,NA,156.0000000000,25.5591100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4170600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0850100000,NA,NA,36.6056400000,NA,NA,NA,2.1594900000,MS,NA,NA,NA,NA,NA,0.0229200000,NA,NA,NA,NA,NA,NA,157.0000000000,17.2441400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1121800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0866200000,NA,NA,38.4870700000,NA,NA,NA,2.1599900000,MS,NA,NA,NA,NA,NA,0.0234200000,NA,NA,NA,NA,NA,NA,158.0000000000,28.6295500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2873300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0866200000,NA,NA,38.8106600000,NA,NA,NA,2.1603600000,MS,NA,NA,NA,NA,NA,0.0234200000,NA,NA,NA,NA,NA,NA,159.0000000000,16.8067500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5160700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0882700000,NA,NA,37.7198500000,NA,NA,NA,2.1608900000,MS,NA,NA,NA,NA,NA,0.0181300000,NA,NA,NA,NA,NA,NA,160.0000000000,26.8728300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4376500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0882700000,NA,NA,36.6176100000,NA,NA,NA,2.1612200000,MS,NA,NA,NA,NA,NA,0.0181300000,NA,NA,NA,NA,NA,NA,161.0000000000,12.4327300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2334300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0897000000,NA,NA,31.4746900000,NA,NA,NA,2.1616700000,MS,NA,NA,NA,NA,NA,0.0118200000,NA,NA,NA,NA,NA,NA,162.0000000000,20.0611500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9939500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0897000000,NA,NA,30.2371000000,NA,NA,NA,2.1619500000,MS,NA,NA,NA,NA,NA,0.0118200000,NA,NA,NA,NA,NA,NA,163.0000000000,7.8367100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8046900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0908300000,NA,NA,26.0363600000,NA,NA,NA,2.1623100000,MS,NA,NA,NA,NA,NA,0.0024400000,NA,NA,NA,NA,NA,NA,164.0000000000,13.1398200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5672100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0908300000,NA,NA,25.7146300000,NA,NA,NA,2.1625600000,MS,NA,NA,NA,NA,NA,0.0024400000,NA,NA,NA,NA,NA,NA,165.0000000000,3.9095100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8930800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0918000000,NA,NA,23.3066000000,NA,NA,NA,2.1628700000,MS,NA,NA,NA,NA,NA,0.0011800000,NA,NA,NA,NA,NA,NA,166.0000000000,9.4861700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3632000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0918000000,NA,NA,22.0143200000,NA,NA,NA,2.1630500000,MS,NA,NA,NA,NA,NA,0.0011800000,NA,NA,NA,NA,NA,NA,167.0000000000,2.8653000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3609000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0923600000,NA,NA,15.4394500000,NA,NA,NA,2.1632300000,MS,NA,NA,NA,NA,NA,0.0035100000,NA,NA,NA,NA,NA,NA,168.0000000000,5.4438500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4358800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0923600000,NA,NA,15.5472100000,NA,NA,NA,2.1633700000,MS,NA,NA,NA,NA,NA,0.0035100000,NA,NA,NA,NA,NA,NA,169.0000000000,2.0928600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5411800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0929400000,NA,NA,15.8114500000,NA,NA,NA,2.1635600000,MS,NA,NA,NA,NA,NA,0.0033600000,NA,NA,NA,NA,NA,NA,170.0000000000,5.4832700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6841900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0929400000,NA,NA,16.0779700000,NA,NA,NA,2.1637000000,MS,NA,NA,NA,NA,NA,0.0033600000,NA,NA,NA,NA,NA,NA,171.0000000000,2.1294800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8380200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0935600000,NA,NA,17.5459500000,NA,NA,NA,2.1639000000,MS,NA,NA,NA,NA,NA,0.0036800000,NA,NA,NA,NA,NA,NA,172.0000000000,5.9976200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0881300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0935600000,NA,NA,18.9727500000,NA,NA,NA,2.1641300000,MS,NA,NA,NA,NA,NA,0.0036800000,NA,NA,NA,NA,NA,NA,173.0000000000,2.9410900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3906700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0947700000,NA,NA,28.6162000000,NA,NA,NA,2.1645200000,MS,NA,NA,NA,NA,NA,0.0167600000,NA,NA,NA,NA,NA,NA,174.0000000000,14.6284400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5340300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0947700000,NA,NA,30.4815000000,NA,NA,NA,2.1648800000,MS,NA,NA,NA,NA,NA,0.0167600000,NA,NA,NA,NA,NA,NA,175.0000000000,9.8128300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8517100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0963400000,NA,NA,36.0484600000,NA,NA,NA,2.1654000000,MS,NA,NA,NA,NA,NA,0.0246800000,NA,NA,NA,NA,NA,NA,176.0000000000,22.9603400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8792500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0963400000,NA,NA,37.2079200000,NA,NA,NA,2.1658100000,MS,NA,NA,NA,NA,NA,0.0246800000,NA,NA,NA,NA,NA,NA,177.0000000000,13.3159300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8198500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0982700000,NA,NA,47.8750100000,NA,NA,NA,2.1664400000,MS,NA,NA,NA,NA,NA,0.0416500000,NA,NA,NA,NA,NA,NA,178.0000000000,31.2668700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6504800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0982700000,NA,NA,48.2696300000,NA,NA,NA,2.1669100000,MS,NA,NA,NA,NA,NA,0.0416500000,NA,NA,NA,NA,NA,NA,179.0000000000,17.3016500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0959700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1002300000,NA,NA,54.3480800000,NA,NA,NA,2.1675600000,MS,NA,NA,NA,NA,NA,0.0467500000,NA,NA,NA,NA,NA,NA,180.0000000000,33.3585900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1117000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1002300000,NA,NA,54.5515500000,NA,NA,NA,2.1680400000,MS,NA,NA,NA,NA,NA,0.0467500000,NA,NA,NA,NA,NA,NA,181.0000000000,16.4697500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8633300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1021700000,NA,NA,55.5337800000,NA,NA,NA,2.1686900000,MS,NA,NA,NA,NA,NA,0.0442000000,NA,NA,NA,NA,NA,NA,182.0000000000,32.1364700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0262700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1021700000,NA,NA,55.6706300000,NA,NA,NA,2.1691700000,MS,NA,NA,NA,NA,NA,0.0442000000,NA,NA,NA,NA,NA,NA,183.0000000000,11.2682100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4119000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1041400000,NA,NA,49.3979100000,NA,NA,NA,2.1698400000,MS,NA,NA,NA,NA,NA,0.0320200000,NA,NA,NA,NA,NA,NA,184.0000000000,25.2283000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9726000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1041400000,NA,NA,49.2000800000,NA,NA,NA,2.1703100000,MS,NA,NA,NA,NA,NA,0.0320200000,NA,NA,NA,NA,NA,NA,185.0000000000,11.2537300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9330300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1059600000,NA,NA,41.6239000000,NA,NA,NA,2.1709400000,MS,NA,NA,NA,NA,NA,0.0162400000,NA,NA,NA,NA,NA,NA,186.0000000000,23.0686900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0909900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1059600000,NA,NA,40.3135800000,NA,NA,NA,2.1713400000,MS,NA,NA,NA,NA,NA,0.0162400000,NA,NA,NA,NA,NA,NA,187.0000000000,6.3082300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9168100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1074500000,NA,NA,33.2048000000,NA,NA,NA,2.1718500000,MS,NA,NA,NA,NA,NA,0.0107400000,NA,NA,NA,NA,NA,NA,188.0000000000,15.9881600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8691200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1074500000,NA,NA,32.2249600000,NA,NA,NA,2.1721900000,MS,NA,NA,NA,NA,NA,0.0107400000,NA,NA,NA,NA,NA,NA,189.0000000000,4.1214400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8660800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1087800000,NA,NA,29.8953900000,NA,NA,NA,2.1726500000,MS,NA,NA,NA,NA,NA,0.0098400000,NA,NA,NA,NA,NA,NA,190.0000000000,13.3111400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6063600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1087800000,NA,NA,29.4689500000,NA,NA,NA,2.1729700000,MS,NA,NA,NA,NA,NA,0.0098400000,NA,NA,NA,NA,NA,NA,191.0000000000,3.7057200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1672200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1095000000,NA,NA,19.2418600000,NA,NA,NA,2.1732200000,MS,NA,NA,NA,NA,NA,0.0011000000,NA,NA,NA,NA,NA,NA,192.0000000000,7.0849700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0258200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1095000000,NA,NA,19.6838200000,NA,NA,NA,2.1734200000,MS,NA,NA,NA,NA,NA,0.0011000000,NA,NA,NA,NA,NA,NA,193.0000000000,2.5403300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4054200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1101100000,NA,NA,17.2695800000,NA,NA,NA,2.1736300000,MS,NA,NA,NA,NA,NA,0.0007800000,NA,NA,NA,NA,NA,NA,194.0000000000,5.9788100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4043200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1101100000,NA,NA,16.5810800000,NA,NA,NA,2.1737600000,MS,NA,NA,NA,NA,NA,0.0007800000,NA,NA,NA,NA,NA,NA,195.0000000000,2.1142000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7780600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1106700000,NA,NA,17.7867000000,NA,NA,NA,2.1739600000,MS,NA,NA,NA,NA,NA,0.0004500000,NA,NA,NA,NA,NA,NA,196.0000000000,5.5514700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0321400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1106700000,NA,NA,17.6837000000,NA,NA,NA,2.1741500000,MS,NA,NA,NA,NA,NA,0.0004500000,NA,NA,NA,NA,NA,NA,197.0000000000,2.6786200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1257500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1116300000,NA,NA,25.2726500000,NA,NA,NA,2.1744800000,MS,NA,NA,NA,NA,NA,0.0114500000,NA,NA,NA,NA,NA,NA,198.0000000000,12.3430300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1588500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1116300000,NA,NA,25.5261400000,NA,NA,NA,2.1747500000,MS,NA,NA,NA,NA,NA,0.0114500000,NA,NA,NA,NA,NA,NA,199.0000000000,8.8410100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6222800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1128100000,NA,NA,30.2198000000,NA,NA,NA,2.1751600000,MS,NA,NA,NA,NA,NA,0.0222700000,NA,NA,NA,NA,NA,NA,200.0000000000,20.2464700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3039700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1128100000,NA,NA,30.7855900000,NA,NA,NA,2.1754800000,MS,NA,NA,NA,NA,NA,0.0222700000,NA,NA,NA,NA,NA,NA,201.0000000000,14.2391500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7351700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1141600000,NA,NA,33.7142000000,NA,NA,NA,2.1759600000,MS,NA,NA,NA,NA,NA,0.0250600000,NA,NA,NA,NA,NA,NA,202.0000000000,24.8241000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2541900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1141600000,NA,NA,34.5236000000,NA,NA,NA,2.1763400000,MS,NA,NA,NA,NA,NA,0.0250600000,NA,NA,NA,NA,NA,NA,203.0000000000,15.2159500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9435300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1157100000,NA,NA,38.8622200000,NA,NA,NA,2.1768900000,MS,NA,NA,NA,NA,NA,0.0336700000,NA,NA,NA,NA,NA,NA,204.0000000000,28.3582000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4515500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1157100000,NA,NA,39.4064400000,NA,NA,NA,2.1773100000,MS,NA,NA,NA,NA,NA,0.0336700000,NA,NA,NA,NA,NA,NA,205.0000000000,17.5738600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9242900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1173100000,NA,NA,39.1431600000,NA,NA,NA,2.1778900000,MS,NA,NA,NA,NA,NA,0.0271500000,NA,NA,NA,NA,NA,NA,206.0000000000,28.3981500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7765800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1173100000,NA,NA,39.4357900000,NA,NA,NA,2.1783200000,MS,NA,NA,NA,NA,NA,0.0271500000,NA,NA,NA,NA,NA,NA,207.0000000000,14.4170200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0194400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1188500000,NA,NA,36.6587200000,NA,NA,NA,2.1788800000,MS,NA,NA,NA,NA,NA,0.0154800000,NA,NA,NA,NA,NA,NA,208.0000000000,22.8690400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2654400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1188500000,NA,NA,36.4737400000,NA,NA,NA,2.1792800000,MS,NA,NA,NA,NA,NA,0.0154800000,NA,NA,NA,NA,NA,NA,209.0000000000,8.2935900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0464300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1201100000,NA,NA,30.8412800000,NA,NA,NA,2.1797400000,MS,NA,NA,NA,NA,NA,0.0067100000,NA,NA,NA,NA,NA,NA,210.0000000000,15.6620400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5410300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1201100000,NA,NA,29.0953800000,NA,NA,NA,2.1800100000,MS,NA,NA,NA,NA,NA,0.0067100000,NA,NA,NA,NA,NA,NA,211.0000000000,4.8953100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1583900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1209600000,NA,NA,22.3915400000,NA,NA,NA,2.1803200000,MS,NA,NA,NA,NA,NA,0.0013500000,NA,NA,NA,NA,NA,NA,212.0000000000,9.3304900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3138400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1209600000,NA,NA,22.3627600000,NA,NA,NA,2.1805500000,MS,NA,NA,NA,NA,NA,0.0013500000,NA,NA,NA,NA,NA,NA,213.0000000000,2.7525900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3049100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1217900000,NA,NA,21.8239300000,NA,NA,NA,2.1808500000,MS,NA,NA,NA,NA,NA,0.0015900000,NA,NA,NA,NA,NA,NA,214.0000000000,8.1356900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1376400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1217900000,NA,NA,21.2654100000,NA,NA,NA,2.1810500000,MS,NA,NA,NA,NA,NA,0.0015900000,NA,NA,NA,NA,NA,NA,215.0000000000,2.3884500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7129000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1222000000,NA,NA,13.1248800000,NA,NA,NA,2.1812100000,MS,NA,NA,NA,NA,NA,0.0023100000,NA,NA,NA,NA,NA,NA,216.0000000000,4.0738900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8894700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1222000000,NA,NA,12.9603200000,NA,NA,NA,2.1813100000,MS,NA,NA,NA,NA,NA,0.0023100000,NA,NA,NA,NA,NA,NA,217.0000000000,1.5170800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7516600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1225400000,NA,NA,11.7468600000,NA,NA,NA,2.1814400000,MS,NA,NA,NA,NA,NA,0.0019400000,NA,NA,NA,NA,NA,NA,218.0000000000,3.3733700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5114000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.1225400000,NA,NA,11.6480500000,NA,NA,NA,2.1815300000,MS,NA,NA,NA,NA,NA,0.0019400000,NA,NA,NA,NA,NA,NA,219.0000000000,1.3281800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4354300000,NA,NA,NA,NA,NA,NA
