mstruct_laminae,C_respired_shoot,Cont_WSC_DM_shoot,Cont_WSC_DM_laminae,NNI,senesced_mstruct,sum_N_g_shoot,shoot_roots_ratio,sum_respi_shoot,sum_N_g,NS_shoot,Cont_WSC_DM_roots,mstruct,axis,Tillers_Photosynthesis_An,C_respired_roots,Total_Photosynthesis,Tillers_Photosynthesis,N_content_mstruct,Total_Transpiration,N_content_mstruct_shoot,sum_dry_mass_shoot,dry_mass_phloem,shoot_roots_mstruct_ratio,Cont_WSC_DM_stem,N_content_roots,t,C_exudated,sum_C_g,N_content_mstruct_roots,sum_dry_mass_roots,N_content,plant,sum_dry_mass_stem,N_content_total_DM_shoot,C_N_ratio,N_content_shoot,C_N_ratio_shoot,NS,sum_NSC_g,NS_laminae,NS_roots,sum_respi_roots,sum_dry_mass_laminae,NS_stem,Cont_WSC_DM,sum_dry_mass,mstruct_stem,mstruct_shoot
NA,NA,NA,NA,NA,0.0412900000,NA,NA,22.0489900000,NA,NA,NA,2.1431000000,MS,NA,NA,NA,NA,NA,0.0079300000,NA,NA,NA,NA,NA,NA,66.0000000000,14.1740300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7070600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0412900000,NA,NA,21.6982100000,NA,NA,NA,2.1432700000,MS,NA,NA,NA,NA,NA,0.0079300000,NA,NA,NA,NA,NA,NA,67.0000000000,6.3867400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2844400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0423300000,NA,NA,18.8539000000,NA,NA,NA,2.1432500000,MS,NA,NA,NA,NA,NA,0.0044600000,NA,NA,NA,NA,NA,NA,68.0000000000,9.0902600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6946200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0423300000,NA,NA,18.7918700000,NA,NA,NA,2.1434000000,MS,NA,NA,NA,NA,NA,0.0044600000,NA,NA,NA,NA,NA,NA,69.0000000000,3.7495200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6405000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0433100000,NA,NA,18.2052300000,NA,NA,NA,2.1433800000,MS,NA,NA,NA,NA,NA,0.0037000000,NA,NA,NA,NA,NA,NA,70.0000000000,7.3925400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4109900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0433100000,NA,NA,18.1496900000,NA,NA,NA,2.1435200000,MS,NA,NA,NA,NA,NA,0.0037000000,NA,NA,NA,NA,NA,NA,71.0000000000,3.1560500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3574800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0441400000,NA,NA,16.1874800000,NA,NA,NA,2.1435000000,MS,NA,NA,NA,NA,NA,0.0041900000,NA,NA,NA,NA,NA,NA,72.0000000000,6.1793200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7232300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0441400000,NA,NA,16.1733800000,NA,NA,NA,2.1436200000,MS,NA,NA,NA,NA,NA,0.0041900000,NA,NA,NA,NA,NA,NA,73.0000000000,2.7665000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7167600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0449500000,NA,NA,15.8081600000,NA,NA,NA,2.1436100000,MS,NA,NA,NA,NA,NA,0.0041100000,NA,NA,NA,NA,NA,NA,74.0000000000,5.9018500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5648800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0449500000,NA,NA,15.6386600000,NA,NA,NA,2.1437200000,MS,NA,NA,NA,NA,NA,0.0041100000,NA,NA,NA,NA,NA,NA,75.0000000000,2.6270100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3661800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0456600000,NA,NA,14.5112300000,NA,NA,NA,2.1437100000,MS,NA,NA,NA,NA,NA,0.0028700000,NA,NA,NA,NA,NA,NA,76.0000000000,5.1853900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0810500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0456600000,NA,NA,14.4720800000,NA,NA,NA,2.1438100000,MS,NA,NA,NA,NA,NA,0.0028700000,NA,NA,NA,NA,NA,NA,77.0000000000,2.4246800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0408800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0463700000,NA,NA,16.3214000000,NA,NA,NA,2.1438000000,MS,NA,NA,NA,NA,NA,0.0036300000,NA,NA,NA,NA,NA,NA,78.0000000000,5.4211100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0524500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0463700000,NA,NA,15.0381400000,NA,NA,NA,2.1439000000,MS,NA,NA,NA,NA,NA,0.0036300000,NA,NA,NA,NA,NA,NA,79.0000000000,3.2249200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1216500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0471300000,NA,NA,16.1768800000,NA,NA,NA,2.1438900000,MS,NA,NA,NA,NA,NA,0.0060000000,NA,NA,NA,NA,NA,NA,80.0000000000,7.5588500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2457000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0471300000,NA,NA,16.1630300000,NA,NA,NA,2.1440000000,MS,NA,NA,NA,NA,NA,0.0060000000,NA,NA,NA,NA,NA,NA,81.0000000000,6.0339600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3614200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0479600000,NA,NA,17.0742900000,NA,NA,NA,2.1439900000,MS,NA,NA,NA,NA,NA,0.0069000000,NA,NA,NA,NA,NA,NA,82.0000000000,10.1731700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5351500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0479600000,NA,NA,17.3596100000,NA,NA,NA,2.1441200000,MS,NA,NA,NA,NA,NA,0.0069000000,NA,NA,NA,NA,NA,NA,83.0000000000,7.3584200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8649700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0489700000,NA,NA,20.0303600000,NA,NA,NA,2.1441000000,MS,NA,NA,NA,NA,NA,0.0109400000,NA,NA,NA,NA,NA,NA,84.0000000000,12.8784900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3146600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0489700000,NA,NA,20.3503900000,NA,NA,NA,2.1442600000,MS,NA,NA,NA,NA,NA,0.0109400000,NA,NA,NA,NA,NA,NA,85.0000000000,9.7094200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6482500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0500800000,NA,NA,21.1644100000,NA,NA,NA,2.1442500000,MS,NA,NA,NA,NA,NA,0.0102900000,NA,NA,NA,NA,NA,NA,86.0000000000,14.5286600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7180500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0500800000,NA,NA,21.3209000000,NA,NA,NA,2.1444200000,MS,NA,NA,NA,NA,NA,0.0102900000,NA,NA,NA,NA,NA,NA,87.0000000000,9.3916200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8772000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0512300000,NA,NA,21.1074700000,NA,NA,NA,2.1444000000,MS,NA,NA,NA,NA,NA,0.0076300000,NA,NA,NA,NA,NA,NA,88.0000000000,13.2163200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8477100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0512300000,NA,NA,21.1182000000,NA,NA,NA,2.1445700000,MS,NA,NA,NA,NA,NA,0.0076300000,NA,NA,NA,NA,NA,NA,89.0000000000,6.8759100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8569500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0522800000,NA,NA,19.7096600000,NA,NA,NA,2.1445600000,MS,NA,NA,NA,NA,NA,0.0038000000,NA,NA,NA,NA,NA,NA,90.0000000000,10.0167300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4489200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0522800000,NA,NA,18.9854300000,NA,NA,NA,2.1446900000,MS,NA,NA,NA,NA,NA,0.0038000000,NA,NA,NA,NA,NA,NA,91.0000000000,4.2472900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6839300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0532000000,NA,NA,17.6615700000,NA,NA,NA,2.1446800000,MS,NA,NA,NA,NA,NA,0.0026200000,NA,NA,NA,NA,NA,NA,92.0000000000,7.4319800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8586500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0532000000,NA,NA,17.5965800000,NA,NA,NA,2.1448200000,MS,NA,NA,NA,NA,NA,0.0026200000,NA,NA,NA,NA,NA,NA,93.0000000000,3.0850400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8161300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0540000000,NA,NA,15.9291800000,NA,NA,NA,2.1448100000,MS,NA,NA,NA,NA,NA,0.0016400000,NA,NA,NA,NA,NA,NA,94.0000000000,5.9103400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2824400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0540000000,NA,NA,15.6310100000,NA,NA,NA,2.1449200000,MS,NA,NA,NA,NA,NA,0.0016400000,NA,NA,NA,NA,NA,NA,95.0000000000,2.5304300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9566000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0546200000,NA,NA,13.4547500000,NA,NA,NA,2.1449100000,MS,NA,NA,NA,NA,NA,0.0013100000,NA,NA,NA,NA,NA,NA,96.0000000000,4.6208800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5059500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0546200000,NA,NA,13.7539300000,NA,NA,NA,2.1450200000,MS,NA,NA,NA,NA,NA,0.0013100000,NA,NA,NA,NA,NA,NA,97.0000000000,2.2110200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8671800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0553600000,NA,NA,15.1575700000,NA,NA,NA,2.1450100000,MS,NA,NA,NA,NA,NA,0.0019700000,NA,NA,NA,NA,NA,NA,98.0000000000,5.3153100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0199600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0553600000,NA,NA,15.1224200000,NA,NA,NA,2.1451300000,MS,NA,NA,NA,NA,NA,0.0019700000,NA,NA,NA,NA,NA,NA,99.0000000000,2.3649000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0185300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0561400000,NA,NA,16.1215800000,NA,NA,NA,2.1451200000,MS,NA,NA,NA,NA,NA,0.0017700000,NA,NA,NA,NA,NA,NA,100.0000000000,5.5827700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1388900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0561400000,NA,NA,16.0708900000,NA,NA,NA,2.1452500000,MS,NA,NA,NA,NA,NA,0.0017700000,NA,NA,NA,NA,NA,NA,101.0000000000,2.5884300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4348500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0571700000,NA,NA,20.4305400000,NA,NA,NA,2.1452400000,MS,NA,NA,NA,NA,NA,0.0084600000,NA,NA,NA,NA,NA,NA,102.0000000000,9.3704600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1794800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0571700000,NA,NA,21.4600300000,NA,NA,NA,2.1454400000,MS,NA,NA,NA,NA,NA,0.0084600000,NA,NA,NA,NA,NA,NA,103.0000000000,7.6727100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5282400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0584200000,NA,NA,29.4806300000,NA,NA,NA,2.1457800000,MS,NA,NA,NA,NA,NA,0.0247200000,NA,NA,NA,NA,NA,NA,104.0000000000,19.5245500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4962700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0584200000,NA,NA,29.1338500000,NA,NA,NA,2.1460100000,MS,NA,NA,NA,NA,NA,0.0247200000,NA,NA,NA,NA,NA,NA,105.0000000000,14.7708600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0718900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0597700000,NA,NA,31.5479800000,NA,NA,NA,2.1463800000,MS,NA,NA,NA,NA,NA,0.0286100000,NA,NA,NA,NA,NA,NA,106.0000000000,25.1654100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0626500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0597700000,NA,NA,31.6567700000,NA,NA,NA,2.1466500000,MS,NA,NA,NA,NA,NA,0.0286100000,NA,NA,NA,NA,NA,NA,107.0000000000,17.1019100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1181700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0611200000,NA,NA,29.7725800000,NA,NA,NA,2.1470200000,MS,NA,NA,NA,NA,NA,0.0170800000,NA,NA,NA,NA,NA,NA,108.0000000000,23.0030300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0846900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0611200000,NA,NA,29.5880700000,NA,NA,NA,2.1472800000,MS,NA,NA,NA,NA,NA,0.0170800000,NA,NA,NA,NA,NA,NA,109.0000000000,11.5465800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8709100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0623200000,NA,NA,28.0266700000,NA,NA,NA,2.1476200000,MS,NA,NA,NA,NA,NA,0.0179200000,NA,NA,NA,NA,NA,NA,110.0000000000,18.9760800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2354500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0623200000,NA,NA,27.8589800000,NA,NA,NA,2.1478600000,MS,NA,NA,NA,NA,NA,0.0179200000,NA,NA,NA,NA,NA,NA,111.0000000000,12.2589600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0379500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0634900000,NA,NA,25.8542600000,NA,NA,NA,2.1481900000,MS,NA,NA,NA,NA,NA,0.0098100000,NA,NA,NA,NA,NA,NA,112.0000000000,16.9470700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0599000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0634900000,NA,NA,25.6996800000,NA,NA,NA,2.1484200000,MS,NA,NA,NA,NA,NA,0.0098100000,NA,NA,NA,NA,NA,NA,113.0000000000,6.6046000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9085200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0645500000,NA,NA,23.9717600000,NA,NA,NA,2.1487200000,MS,NA,NA,NA,NA,NA,0.0076700000,NA,NA,NA,NA,NA,NA,114.0000000000,11.7478300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4870300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0645500000,NA,NA,23.4244800000,NA,NA,NA,2.1489200000,MS,NA,NA,NA,NA,NA,0.0076700000,NA,NA,NA,NA,NA,NA,115.0000000000,4.3600800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9375600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0654100000,NA,NA,20.3148000000,NA,NA,NA,2.1491700000,MS,NA,NA,NA,NA,NA,0.0039200000,NA,NA,NA,NA,NA,NA,116.0000000000,8.6539900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3895000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0654100000,NA,NA,19.8644600000,NA,NA,NA,2.1493200000,MS,NA,NA,NA,NA,NA,0.0039200000,NA,NA,NA,NA,NA,NA,117.0000000000,3.1131400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9591000000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0660200000,NA,NA,15.9230700000,NA,NA,NA,2.1495000000,MS,NA,NA,NA,NA,NA,0.0022300000,NA,NA,NA,NA,NA,NA,118.0000000000,5.8257500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0516500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0660200000,NA,NA,15.9805400000,NA,NA,NA,2.1496300000,MS,NA,NA,NA,NA,NA,0.0022300000,NA,NA,NA,NA,NA,NA,119.0000000000,2.4110000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1232200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0668200000,NA,NA,19.7201600000,NA,NA,NA,2.1498600000,MS,NA,NA,NA,NA,NA,0.0008400000,NA,NA,NA,NA,NA,NA,120.0000000000,7.4498100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8241900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0668200000,NA,NA,19.7070200000,NA,NA,NA,2.1500200000,MS,NA,NA,NA,NA,NA,0.0008400000,NA,NA,NA,NA,NA,NA,121.0000000000,2.7940000000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7156400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0676900000,NA,NA,20.6762700000,NA,NA,NA,2.1502700000,MS,NA,NA,NA,NA,NA,0.0015100000,NA,NA,NA,NA,NA,NA,122.0000000000,7.9949300000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0204600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0676900000,NA,NA,20.1767800000,NA,NA,NA,2.1504300000,MS,NA,NA,NA,NA,NA,0.0015100000,NA,NA,NA,NA,NA,NA,123.0000000000,2.8715900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4023700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0684700000,NA,NA,20.0496100000,NA,NA,NA,2.1506600000,MS,NA,NA,NA,NA,NA,0.0009900000,NA,NA,NA,NA,NA,NA,124.0000000000,7.3519100000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7506300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0684700000,NA,NA,19.6851200000,NA,NA,NA,2.1508300000,MS,NA,NA,NA,NA,NA,0.0009900000,NA,NA,NA,NA,NA,NA,125.0000000000,3.0856200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7649600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0693400000,NA,NA,21.4716000000,NA,NA,NA,2.1510800000,MS,NA,NA,NA,NA,NA,0.0026900000,NA,NA,NA,NA,NA,NA,126.0000000000,9.1131700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1160600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0693400000,NA,NA,22.3537800000,NA,NA,NA,2.1513000000,MS,NA,NA,NA,NA,NA,0.0026900000,NA,NA,NA,NA,NA,NA,127.0000000000,5.1577500000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8196500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0704600000,NA,NA,26.2239700000,NA,NA,NA,2.1516200000,MS,NA,NA,NA,NA,NA,0.0097800000,NA,NA,NA,NA,NA,NA,128.0000000000,14.0095900000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3782200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0704600000,NA,NA,26.5648100000,NA,NA,NA,2.1518700000,MS,NA,NA,NA,NA,NA,0.0097800000,NA,NA,NA,NA,NA,NA,129.0000000000,8.7689400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6385900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0714400000,NA,NA,24.2748900000,NA,NA,NA,2.1521500000,MS,NA,NA,NA,NA,NA,0.0040000000,NA,NA,NA,NA,NA,NA,130.0000000000,14.3674800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7362800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0714400000,NA,NA,24.4928600000,NA,NA,NA,2.1523700000,MS,NA,NA,NA,NA,NA,0.0040000000,NA,NA,NA,NA,NA,NA,131.0000000000,8.5339600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6393600000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0725700000,NA,NA,26.8681300000,NA,NA,NA,2.1527000000,MS,NA,NA,NA,NA,NA,0.0065300000,NA,NA,NA,NA,NA,NA,132.0000000000,15.9338700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3384900000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0725700000,NA,NA,27.1053400000,NA,NA,NA,2.1529500000,MS,NA,NA,NA,NA,NA,0.0065300000,NA,NA,NA,NA,NA,NA,133.0000000000,8.7523700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5627700000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0737500000,NA,NA,27.7362800000,NA,NA,NA,2.1532900000,MS,NA,NA,NA,NA,NA,0.0095500000,NA,NA,NA,NA,NA,NA,134.0000000000,16.6806700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6189400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0737500000,NA,NA,28.1156500000,NA,NA,NA,2.1535600000,MS,NA,NA,NA,NA,NA,0.0095500000,NA,NA,NA,NA,NA,NA,135.0000000000,9.7403600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2067400000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0750400000,NA,NA,28.8970100000,NA,NA,NA,2.1539400000,MS,NA,NA,NA,NA,NA,0.0083600000,NA,NA,NA,NA,NA,NA,136.0000000000,17.3478400000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0308300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0750400000,NA,NA,29.1498200000,NA,NA,NA,2.1542200000,MS,NA,NA,NA,NA,NA,0.0083600000,NA,NA,NA,NA,NA,NA,137.0000000000,7.9052700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4023800000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0762900000,NA,NA,28.1097200000,NA,NA,NA,2.1546000000,MS,NA,NA,NA,NA,NA,0.0056800000,NA,NA,NA,NA,NA,NA,138.0000000000,14.9473800000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9444200000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0762900000,NA,NA,26.7024400000,NA,NA,NA,2.1548100000,MS,NA,NA,NA,NA,NA,0.0056800000,NA,NA,NA,NA,NA,NA,139.0000000000,5.7241600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7201500000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0773000000,NA,NA,23.1303300000,NA,NA,NA,2.1551200000,MS,NA,NA,NA,NA,NA,0.0031600000,NA,NA,NA,NA,NA,NA,140.0000000000,10.7678700000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7067300000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0773000000,NA,NA,22.7945100000,NA,NA,NA,2.1553200000,MS,NA,NA,NA,NA,NA,0.0031600000,NA,NA,NA,NA,NA,NA,141.0000000000,3.6428200000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5419100000,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.0780900000,NA,NA,19.4451500000,NA,NA,NA,2.1555600000,MS,NA,NA,NA,NA,NA,0.0017800000,NA,NA,NA,NA,NA,NA,142.0000000000,7.5743600000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5610300000,NA,NA,NA,NA,NA,NA
