t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height_canopy,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
363,1,MS,7.54828,False,0,13.63333,0.00012,1,8590.12348,8590.12348,0.70000,0.10703,3.14032,12,0.75071,reproductive,280.01703,8.72016,8.54146,2016122.60600
364,1,MS,7.87804,False,0,11.20833,0.00015,1,6598.86193,6598.86193,0.70000,0.10703,3.13830,12,0.75321,reproductive,280.93354,8.19091,7.36417,2022721.46793
365,1,MS,6.45860,False,0,11.20833,0.00015,1,6598.86193,6598.86193,0.70000,0.10703,3.13840,12,0.75321,reproductive,280.93354,7.94316,7.18336,2022721.46793
366,1,MS,8.27523,False,0,13.61667,0.00223,1,8574.87888,8574.87888,0.70000,0.10703,3.13576,12,0.75645,reproductive,282.12449,9.77524,10.32892,2031296.34682
367,1,MS,8.04765,False,0,13.61667,0.00223,1,8574.87888,8574.87888,0.70000,0.10703,3.13593,12,0.75645,reproductive,282.12449,11.65111,11.73898,2031296.34682
368,1,MS,12.69237,False,0,17.96667,0.01128,1,13314.73316,13314.73316,0.70000,0.10703,3.13182,12,0.76149,reproductive,283.97376,13.37003,15.79240,2044611.07998
369,1,MS,15.26046,False,0,17.96667,0.01128,1,13314.73316,13314.73316,0.70000,0.10703,3.13206,12,0.76149,reproductive,283.97376,15.08526,17.55715,2044611.07998
370,1,MS,24.43385,False,0,20.05833,0.01713,1,16066.08046,16066.08046,0.70000,0.10703,3.12709,12,0.76755,reproductive,286.20516,15.46845,20.53435,2060677.16044
371,1,MS,28.65572,False,0,20.05833,0.01713,1,16066.08046,16066.08046,0.70000,0.10703,3.12734,12,0.76755,reproductive,286.20516,15.39540,21.05316,2060677.16044
372,1,MS,40.21507,False,0,20.89167,0.01921,1,17207.12701,17207.12701,0.70000,0.10703,3.12207,12,0.77404,reproductive,288.59504,16.65078,22.93306,2077884.28745
373,1,MS,44.15511,False,0,20.89167,0.01921,1,17207.12701,17207.12701,0.70000,0.10703,3.12238,12,0.77404,reproductive,288.59504,18.49184,23.94345,2077884.28745
374,1,MS,54.13838,False,0,22.32500,0.01938,1,19162.94473,19162.94473,0.70000,0.10703,3.11669,12,0.78126,reproductive,291.25656,19.04674,24.33226,2097047.23218
375,1,MS,50.99022,False,0,22.32500,0.01938,1,19162.94473,19162.94473,0.70000,0.10703,3.11701,12,0.78126,reproductive,291.25656,19.53076,24.45348,2097047.23218
376,1,MS,56.57357,False,0,22.01667,0.01207,1,18747.04657,18747.04657,0.70000,0.10703,3.11168,12,0.78830,reproductive,293.86032,19.29309,22.93705,2115794.27875
377,1,MS,45.39627,False,0,22.01667,0.01207,1,18747.04657,18747.04657,0.70000,0.10703,3.11196,12,0.78830,reproductive,293.86032,17.82324,21.90506,2115794.27875
378,1,MS,42.13410,False,0,17.74167,0.00352,1,13033.74558,13033.74558,0.70000,0.10703,3.10839,12,0.79319,reproductive,295.67056,14.56336,15.32730,2128828.02432
379,1,MS,29.18507,False,0,17.74167,0.00352,1,13033.74558,13033.74558,0.70000,0.10703,3.10855,12,0.79319,reproductive,295.67056,11.45532,13.32213,2128828.02432
380,1,MS,25.33960,False,0,12.59167,0.00110,1,7679.68285,7679.68285,0.70000,0.10703,3.10650,12,0.79607,reproductive,296.73718,10.11526,10.05189,2136507.70717
381,1,MS,18.34790,False,0,12.59167,0.00110,1,7679.68285,7679.68285,0.70000,0.10703,3.10661,12,0.79607,reproductive,296.73718,9.15920,9.38562,2136507.70717
382,1,MS,17.97765,False,0,11.66667,0.00093,1,6941.31425,6941.31425,0.70000,0.10703,3.10478,12,0.79867,reproductive,297.70125,9.51833,9.11781,2143449.02142
383,1,MS,13.31834,False,0,11.66667,0.00093,1,6941.31425,6941.31425,0.70000,0.10703,3.10489,12,0.79867,reproductive,297.70125,8.95560,8.70880,2143449.02142
384,1,MS,12.82455,False,0,9.43333,0.00052,1,5409.36490,5409.36490,0.70000,0.10703,3.10347,12,0.80070,reproductive,298.45255,8.06123,7.44602,2148858.38632
385,1,MS,9.74924,False,0,9.43333,0.00052,1,5409.36490,5409.36490,0.70000,0.10703,3.10356,12,0.80070,reproductive,298.45255,7.64696,7.17279,2148858.38632
386,1,MS,9.74785,False,0,7.64167,0.00031,1,4372.65237,4372.65237,0.70000,0.10703,3.10241,12,0.80234,reproductive,299.05987,7.03702,6.28977,2153231.03870
387,1,MS,7.61867,False,0,7.64167,0.00031,1,4372.65237,4372.65237,0.70000,0.10703,3.10248,12,0.80234,reproductive,299.05987,6.78164,6.10273,2153231.03870
388,1,MS,8.38662,False,0,7.53333,0.00031,1,4310.66275,4310.66275,0.70000,0.10703,3.10135,12,0.80395,reproductive,299.65857,6.97790,6.12263,2157541.70145
389,1,MS,6.76790,False,0,7.53333,0.00031,1,4310.66275,4310.66275,0.70000,0.10703,3.10143,12,0.80395,reproductive,299.65857,7.16620,6.15205,2157541.70145
390,1,MS,9.44471,False,0,10.94167,0.00188,1,6406.51697,6406.51697,0.70000,0.10703,3.09989,12,0.80620,reproductive,300.54836,9.02795,9.50561,2163948.21842
391,1,MS,9.46614,False,0,10.94167,0.00188,1,6406.51697,6406.51697,0.70000,0.10703,3.10009,12,0.80620,reproductive,300.54836,13.78559,11.96437,2163948.21842
392,1,MS,18.60895,False,0,19.05000,0.00986,1,14712.26609,14712.26609,0.70000,0.10703,3.09658,12,0.81132,reproductive,302.59173,16.33331,18.88294,2178660.48451
393,1,MS,17.78239,False,0,19.05000,0.00986,1,14712.26609,14712.26609,0.70000,0.10703,3.09686,12,0.81132,reproductive,302.59173,17.85739,20.29821,2178660.48451
394,1,MS,29.99025,False,0,21.32500,0.01264,1,17802.51638,17802.51638,0.70000,0.10703,3.09255,12,0.81751,reproductive,305.06431,19.03822,22.89321,2196463.00090
395,1,MS,28.56025,False,0,21.32500,0.01264,1,17802.51638,17802.51638,0.70000,0.10703,3.09287,12,0.81751,reproductive,305.06431,19.78254,23.58175,2196463.00090
396,1,MS,38.21105,False,0,21.08333,0.00909,1,17470.55590,17470.55590,0.70000,0.10703,3.08865,12,0.82357,reproductive,307.49077,18.69596,21.72175,2213933.55680
397,1,MS,33.01877,False,0,21.08333,0.00909,1,17470.55590,17470.55590,0.70000,0.10703,3.08895,12,0.82357,reproductive,307.49077,18.47065,21.56083,2213933.55680
398,1,MS,39.90854,False,0,20.67500,0.00574,1,16909.50043,16909.50043,0.70000,0.10703,3.08492,12,0.82943,reproductive,309.83931,18.29841,20.95473,2230843.05723
399,1,MS,31.86702,False,0,20.67500,0.00574,1,16909.50043,16909.50043,0.70000,0.10703,3.08521,12,0.82943,reproductive,309.83931,17.96644,20.56266,2230843.05723
400,1,MS,36.00275,False,0,19.75833,0.00349,1,15659.20762,15659.20762,0.70000,0.10703,3.08154,12,0.83485,reproductive,312.01420,17.27084,19.22244,2246502.26485
401,1,MS,27.30003,False,0,19.75833,0.00349,1,15659.20762,15659.20762,0.70000,0.10703,3.08180,12,0.83485,reproductive,312.01420,16.89703,18.75648,2246502.26485
402,1,MS,29.89431,False,0,18.51667,0.00120,1,14015.54131,14015.54131,0.70000,0.10703,3.07854,12,0.83970,reproductive,313.96081,15.86501,16.45114,2260517.80616
403,1,MS,21.48837,False,0,18.51667,0.00120,1,14015.54131,14015.54131,0.70000,0.10703,3.07879,12,0.83970,reproductive,313.96081,15.56016,15.93024,2260517.80616
404,1,MS,23.73031,False,0,17.69167,0.00073,1,12971.77642,12971.77642,0.70000,0.10703,3.07578,12,0.84418,reproductive,315.76244,14.95396,14.98624,2273489.58258
405,1,MS,16.71193,False,0,17.69167,0.00073,1,12971.77642,12971.77642,0.70000,0.10703,3.07600,12,0.84418,reproductive,315.76244,14.63774,14.55565,2273489.58258
406,1,MS,19.44270,False,0,17.01667,0.00093,1,12152.77630,12152.77630,0.70000,0.10703,3.07317,12,0.84837,reproductive,317.45033,14.18610,13.83986,2285642.35887
407,1,MS,13.85041,False,0,17.01667,0.00093,1,12152.77630,12152.77630,0.70000,0.10703,3.07339,12,0.84837,reproductive,317.45033,14.25772,13.67412,2285642.35887
408,1,MS,16.69236,False,0,16.50000,0.00076,1,11549.03790,11549.03790,0.70000,0.10703,3.07067,12,0.85235,reproductive,319.05436,13.57762,12.96735,2297191.39677
409,1,MS,11.91625,False,0,16.50000,0.00076,1,11549.03790,11549.03790,0.70000,0.10703,3.07088,12,0.85235,reproductive,319.05436,13.32165,12.67557,2297191.39677
410,1,MS,14.39044,False,0,15.56667,0.00033,1,10512.02490,10512.02490,0.70000,0.10703,3.06838,12,0.85597,reproductive,320.51436,12.58821,11.84612,2307703.42168
411,1,MS,10.50538,False,0,15.56667,0.00033,1,10512.02490,10512.02490,0.70000,0.10703,3.06857,12,0.85597,reproductive,320.51436,12.55026,11.69877,2307703.42168
412,1,MS,13.10655,False,0,15.29167,0.00021,1,10219.96276,10219.96276,0.70000,0.10703,3.06612,12,0.85948,reproductive,321.93380,12.24737,11.42492,2317923.38444
413,1,MS,9.70514,False,0,15.29167,0.00021,1,10219.96276,10219.96276,0.70000,0.10703,3.06630,12,0.85948,reproductive,321.93380,12.30342,11.34336,2317923.38444
414,1,MS,12.82193,False,0,15.87500,0.00060,1,10846.83318,10846.83318,0.70000,0.10703,3.06367,12,0.86321,reproductive,323.44031,12.68526,12.44368,2328770.21762
415,1,MS,9.93741,False,0,15.87500,0.00060,1,10846.83318,10846.83318,0.70000,0.10703,3.06388,12,0.86321,reproductive,323.44031,13.67027,12.93594,2328770.21762
416,1,MS,14.46564,False,0,17.83333,0.00291,1,13147.80513,13147.80513,0.70000,0.10703,3.06066,12,0.86773,reproductive,325.26639,14.49799,15.21843,2341918.02275
417,1,MS,11.82621,False,0,17.83333,0.00291,1,13147.80513,13147.80513,0.70000,0.10703,3.06091,12,0.86773,reproductive,325.26639,15.31884,16.01043,2341918.02275
418,1,MS,17.98572,False,0,19.40833,0.00714,1,15188.59188,15188.59188,0.70000,0.10703,3.05713,12,0.87294,reproductive,327.37592,16.06296,17.66133,2357106.61463
419,1,MS,16.69519,False,0,19.40833,0.00714,1,15188.59188,15188.59188,0.70000,0.10703,3.05743,12,0.87294,reproductive,327.37592,17.59916,18.87587,2357106.61463
420,1,MS,23.04713,False,0,19.82500,0.00591,1,15749.37132,15749.37132,0.70000,0.10703,3.05347,12,0.87833,reproductive,329.56333,16.39566,17.96658,2372855.98595
421,1,MS,19.51536,False,0,19.82500,0.00591,1,15749.37132,15749.37132,0.70000,0.10703,3.05373,12,0.87833,reproductive,329.56333,15.17641,17.27761,2372855.98595
422,1,MS,22.75244,False,0,17.96667,0.00295,1,13314.73316,13314.73316,0.70000,0.10703,3.05038,12,0.88289,reproductive,331.41260,14.29673,15.83468,2386170.71912
423,1,MS,19.27914,False,0,17.96667,0.00295,1,13314.73316,13314.73316,0.70000,0.10703,3.05063,12,0.88289,reproductive,331.41260,14.92795,16.01368,2386170.71912
424,1,MS,23.02187,False,0,19.00000,0.00330,1,14646.29683,14646.29683,0.70000,0.10703,3.04696,12,0.88790,reproductive,333.44681,15.42009,16.61133,2400817.01594
425,1,MS,18.54935,False,0,19.00000,0.00330,1,14646.29683,14646.29683,0.70000,0.10703,3.04722,12,0.88790,reproductive,333.44681,15.33714,16.40119,2400817.01594
426,1,MS,20.94678,False,0,18.28333,0.00220,1,13715.89583,13715.89583,0.70000,0.10703,3.04377,12,0.89258,reproductive,335.35179,14.61183,15.13401,2414532.91177
427,1,MS,16.17076,False,0,18.28333,0.00220,1,13715.89583,13715.89583,0.70000,0.10703,3.04401,12,0.89258,reproductive,335.35179,14.05349,14.57955,2414532.91177
428,1,MS,17.02670,False,0,16.35000,0.00100,1,11377.66404,11377.66404,0.70000,0.10703,3.04114,12,0.89646,reproductive,336.93202,12.65514,12.59628,2425910.57581
429,1,MS,12.43921,False,0,16.35000,0.00100,1,11377.66404,11377.66404,0.70000,0.10703,3.04131,12,0.89646,reproductive,336.93202,10.64307,11.28380,2425910.57581
430,1,MS,12.67812,False,0,13.12500,0.00033,1,8135.14397,8135.14397,0.70000,0.10703,3.03925,12,0.89923,reproductive,338.06191,9.94443,9.59677,2434045.71978
431,1,MS,9.91620,False,0,13.12500,0.00033,1,8135.14397,8135.14397,0.70000,0.10703,3.03939,12,0.89923,reproductive,338.06191,9.62850,9.29923,2434045.71978
432,1,MS,10.49967,False,0,12.12500,0.00019,1,7299.13620,7299.13620,0.70000,0.10703,3.03755,12,0.90171,reproductive,339.07567,9.20966,8.67141,2441344.85598
433,1,MS,8.34554,False,0,12.12500,0.00019,1,7299.13620,7299.13620,0.70000,0.10703,3.03767,12,0.90171,reproductive,339.07567,8.93989,8.43237,2441344.85598
434,1,MS,9.05005,False,0,11.32500,0.00016,1,6684.59722,6684.59722,0.70000,0.10703,3.03598,12,0.90399,reproductive,340.00409,8.64710,7.98475,2448029.45319
435,1,MS,7.31671,False,0,11.32500,0.00016,1,6684.59722,6684.59722,0.70000,0.10703,3.03610,12,0.90399,reproductive,340.00409,8.48307,7.82252,2448029.45319
436,1,MS,8.04227,False,0,10.68333,0.00012,1,6224.91914,6224.91914,0.70000,0.10703,3.03451,12,0.90610,reproductive,340.86866,8.20988,7.44454,2454254.37233
437,1,MS,6.65774,False,0,10.68333,0.00012,1,6224.91914,6224.91914,0.70000,0.10703,3.03463,12,0.90610,reproductive,340.86866,8.35673,7.45531,2454254.37233
438,1,MS,9.48400,False,0,14.64167,0.00220,1,9554.31087,9554.31087,0.70000,0.10703,3.03218,12,0.90935,reproductive,342.19565,10.98569,12.48029,2463808.68320
439,1,MS,9.29711,False,0,14.64167,0.00220,1,9554.31087,9554.31087,0.70000,0.10703,3.03244,12,0.90935,reproductive,342.19565,14.79502,15.03463,2463808.68320
440,1,MS,16.23110,False,0,20.98333,0.01077,1,17333.11340,17333.11340,0.70000,0.10703,3.02796,12,0.91523,reproductive,344.60303,17.22896,20.89060,2481141.79660
441,1,MS,17.15671,False,0,20.98333,0.01077,1,17333.11340,17333.11340,0.70000,0.10703,3.02831,12,0.91523,reproductive,344.60303,18.88691,22.67973,2481141.79660
442,1,MS,28.72364,False,0,23.86667,0.01833,1,21141.27743,21141.27743,0.70000,0.10703,3.02279,12,0.92240,reproductive,347.53932,20.86860,26.75590,2502283.07403
443,1,MS,31.86014,False,0,23.86667,0.01833,1,21141.27743,21141.27743,0.70000,0.10703,3.02320,12,0.92240,reproductive,347.53932,22.34692,27.97694,2502283.07403
444,1,MS,44.11032,False,0,24.77500,0.01961,1,22177.60603,22177.60603,0.70000,0.10703,3.01745,12,0.92990,reproductive,350.61954,22.32441,28.80301,2524460.68006
445,1,MS,44.51528,False,0,24.77500,0.01961,1,22177.60603,22177.60603,0.70000,0.10703,3.01788,12,0.92990,reproductive,350.61954,23.74168,29.46787,2524460.68006
446,1,MS,54.08817,False,0,25.27500,0.01694,1,22689.17953,22689.17953,0.70000,0.10703,3.01216,12,0.93756,reproductive,353.77081,23.59153,28.56565,2547149.85959
447,1,MS,45.52852,False,0,25.27500,0.01694,1,22689.17953,22689.17953,0.70000,0.10703,3.01257,12,0.93756,reproductive,353.77081,21.68592,27.74199,2547149.85959
448,1,MS,47.96369,False,0,22.30833,0.00679,1,19140.57815,19140.57815,0.70000,0.10703,3.00790,12,0.94401,reproductive,356.42923,19.58373,23.32559,2566290.43774
449,1,MS,37.04579,False,0,22.30833,0.00679,1,19140.57815,19140.57815,0.70000,0.10703,3.00825,12,0.94401,reproductive,356.42923,18.61322,22.36022,2566290.43774
450,1,MS,36.06718,False,0,19.60000,0.00190,1,15445.71294,15445.71294,0.70000,0.10703,3.00459,12,0.94920,reproductive,358.57447,16.42021,18.20481,2581736.15068
451,1,MS,25.56137,False,0,19.60000,0.00190,1,15445.71294,15445.71294,0.70000,0.10703,3.00485,12,0.94920,reproductive,358.57447,14.72359,16.75625,2581736.15068
452,1,MS,24.47935,False,0,16.67500,0.00066,1,11751.21250,11751.21250,0.70000,0.10703,3.00211,12,0.95315,reproductive,360.20658,13.39435,13.97628,2593487.36318
453,1,MS,18.10751,False,0,16.67500,0.00066,1,11751.21250,11751.21250,0.70000,0.10703,3.00235,12,0.95315,reproductive,360.20658,13.78088,13.90292,2593487.36318
454,1,MS,18.73222,False,0,16.00833,0.00057,1,10994.00584,10994.00584,0.70000,0.10703,2.99979,12,0.95684,reproductive,361.73352,12.78091,12.93655,2604481.36902
455,1,MS,13.75497,False,0,16.00833,0.00057,1,10994.00584,10994.00584,0.70000,0.10703,3.00000,12,0.95684,reproductive,361.73352,12.62970,12.63775,2604481.36902
456,1,MS,15.36712,False,0,15.49167,0.00046,1,10431.75753,10431.75753,0.70000,0.10703,2.99757,12,0.96034,reproductive,363.18238,12.27214,12.11766,2614913.12655
457,1,MS,11.46560,False,0,15.49167,0.00046,1,10431.75753,10431.75753,0.70000,0.10703,2.99777,12,0.96034,reproductive,363.18238,12.22557,11.92945,2614913.12655
458,1,MS,13.69744,False,0,15.57500,0.00046,1,10520.97188,10520.97188,0.70000,0.10703,2.99530,12,0.96386,reproductive,364.64362,12.28340,11.96855,2625434.09843
459,1,MS,9.79472,False,0,15.57500,0.00046,1,10520.97188,10520.97188,0.70000,0.10703,2.99547,12,0.96386,reproductive,364.64362,10.67160,10.90594,2625434.09843
460,1,MS,10.72502,False,0,12.80833,0.00021,1,7862.04122,7862.04122,0.70000,0.10703,2.99361,12,0.96649,reproductive,365.73557,9.94717,9.37847,2633296.13965
461,1,MS,8.35540,False,0,12.80833,0.00021,1,7862.04122,7862.04122,0.70000,0.10703,2.99376,12,0.96649,reproductive,365.73557,10.15621,9.40640,2633296.13965
462,1,MS,11.38098,False,0,15.26667,0.00112,1,10193.71902,10193.71902,0.70000,0.10703,2.99133,12,0.96990,reproductive,367.15137,11.86899,12.26399,2643489.85866
463,1,MS,9.57512,False,0,15.26667,0.00112,1,10193.71902,10193.71902,0.70000,0.10703,2.99158,12,0.96990,reproductive,367.15137,13.66030,13.44143,2643489.85866
464,1,MS,14.14440,False,0,18.03333,0.00230,1,13398.64451,13398.64451,0.70000,0.10703,2.98835,12,0.97438,reproductive,369.01229,14.39022,15.59437,2656888.50318
465,1,MS,12.09039,False,0,18.03333,0.00230,1,13398.64451,13398.64451,0.70000,0.10703,2.98863,12,0.97438,reproductive,369.01229,15.48043,16.40998,2656888.50318
466,1,MS,17.64712,False,0,19.77500,0.00420,1,15681.73406,15681.73406,0.70000,0.10703,2.98507,12,0.97935,reproductive,371.19031,16.13808,18.19817,2672570.23724
467,1,MS,15.27545,False,0,19.77500,0.00420,1,15681.73406,15681.73406,0.70000,0.10703,2.98538,12,0.97935,reproductive,371.19031,16.12887,18.39600,2672570.23724
468,1,MS,19.98324,False,0,19.46667,0.00336,1,15266.68466,15266.68466,0.70000,0.10703,2.98226,12,0.98380,reproductive,373.31068,15.64135,17.66728,2687836.92190
469,1,MS,17.13568,False,0,19.46667,0.00336,1,15266.68466,15266.68466,0.70000,0.10703,2.98255,12,0.98380,reproductive,373.31068,15.55565,17.56021,2687836.92190
470,1,MS,20.54487,False,0,19.12500,0.00174,1,14811.45575,14811.45575,0.70000,0.10703,2.97951,12,0.98811,reproductive,375.36783,15.19375,16.88897,2702648.37765
471,1,MS,16.45433,False,0,19.12500,0.00174,1,14811.45575,14811.45575,0.70000,0.10703,2.97979,12,0.98811,reproductive,375.36783,14.59566,16.29182,2702648.37765
472,1,MS,18.71755,False,0,18.59167,0.00072,1,14112.55226,14112.55226,0.70000,0.10703,2.97688,12,0.99221,reproductive,377.32791,14.57416,15.90022,2716760.92991
473,1,MS,14.76284,False,0,18.59167,0.00072,1,14112.55226,14112.55226,0.70000,0.10703,2.97716,12,0.99221,reproductive,377.32791,14.70484,15.73480,2716760.92991
474,1,MS,16.72718,False,0,18.52500,0.00057,1,14026.30391,14026.30391,0.70000,0.10703,2.97426,12,0.99627,reproductive,379.27600,14.43474,15.36138,2730787.23381
475,1,MS,12.91368,False,0,18.52500,0.00057,1,14026.30391,14026.30391,0.70000,0.10703,2.97453,12,0.99627,reproductive,379.27600,14.30407,15.04130,2730787.23381
476,1,MS,14.86687,True,0,18.41667,0.00055,1,13886.71461,13886.71461,0.70000,0.10703,2.97164,12,1.00030,reproductive,381.20472,14.21663,14.84557,2744673.94842
477,1,MS,11.42187,True,0,18.41667,0.00055,1,13886.71461,13886.71461,0.70000,0.10703,2.97190,12,1.00030,reproductive,381.20472,13.94879,14.47685,2744673.94842
478,1,MS,13.20021,True,0,18.02500,0.00045,1,13388.13947,13388.13947,0.70000,0.10703,2.96908,12,1.00417,reproductive,383.06418,13.68927,14.07270,2758062.08789
479,1,MS,10.30808,True,0,18.02500,0.00045,1,13388.13947,13388.13947,0.70000,0.10703,2.96935,12,1.00417,reproductive,383.06418,13.78540,13.96450,2758062.08789
480,1,MS,12.18685,True,0,18.11667,0.00037,1,13503.94605,13503.94605,0.70000,0.10703,2.96647,12,1.00807,reproductive,384.93973,13.63462,13.92855,2771566.03395
481,1,MS,9.57449,True,0,18.11667,0.00037,1,13503.94605,13503.94605,0.70000,0.10703,2.96673,12,1.00807,reproductive,384.93973,13.63621,13.78142,2771566.03395
482,1,MS,11.21562,True,0,17.85833,0.00031,1,13179.01235,13179.01235,0.70000,0.10703,2.96389,12,1.01187,reproductive,386.77015,13.22475,13.39462,2784745.04630
483,1,MS,8.86679,True,0,17.85833,0.00031,1,13179.01235,13179.01235,0.70000,0.10703,2.96414,12,1.01187,reproductive,386.77015,13.05821,13.15989,2784745.04630
484,1,MS,10.40234,True,0,17.62500,0.00026,1,12889.42288,12889.42288,0.70000,0.10703,2.96133,12,1.01558,reproductive,388.56034,12.84656,12.94091,2797634.46919
485,1,MS,8.30458,True,0,17.62500,0.00026,1,12889.42288,12889.42288,0.70000,0.10703,2.96157,12,1.01558,reproductive,388.56034,12.60129,12.66823,2797634.46919
486,1,MS,9.76214,True,0,17.50833,0.00045,1,12746.06062,12746.06062,0.70000,0.10703,2.95876,12,1.01925,reproductive,390.33063,12.58311,12.97352,2810380.52981
487,1,MS,8.13484,True,0,17.50833,0.00045,1,12746.06062,12746.06062,0.70000,0.10703,2.95901,12,1.01925,reproductive,390.33063,12.98244,13.23815,2810380.52981
488,1,MS,9.77583,True,0,18.03333,0.00049,1,13398.64451,13398.64451,0.70000,0.10703,2.95602,12,1.02309,reproductive,392.19155,12.90453,13.65115,2823779.17432
489,1,MS,8.19961,True,0,18.03333,0.00049,1,13398.64451,13398.64451,0.70000,0.10703,2.95627,12,1.02309,reproductive,392.19155,12.69786,13.55395,2823779.17432
490,1,MS,9.97092,True,0,18.16667,0.00268,1,13567.34412,13567.34412,0.70000,0.10703,2.95321,12,1.02698,reproductive,394.07591,12.86139,14.82431,2837346.51844
491,1,MS,9.45734,True,0,18.16667,0.00268,1,13567.34412,13567.34412,0.70000,0.10703,2.95349,12,1.02698,reproductive,394.07591,13.35742,15.69770,2837346.51844
492,1,MS,12.72705,True,0,19.26667,0.00449,1,14999.55987,14999.55987,0.70000,0.10703,2.95007,12,1.03128,reproductive,396.15918,13.76269,17.60967,2852346.07831
493,1,MS,13.94336,True,0,19.26667,0.00449,1,14999.55987,14999.55987,0.70000,0.10703,2.95041,12,1.03128,reproductive,396.15918,15.54483,19.14172,2852346.07831
494,1,MS,17.66644,True,0,20.32500,0.00198,1,16429.87560,16429.87560,0.70000,0.10703,2.94592,12,1.03671,reproductive,398.44110,14.76103,18.07632,2868775.95391
495,1,MS,16.69168,True,0,20.32500,0.00198,1,16429.87560,16429.87560,0.70000,0.10703,2.94625,12,1.03671,reproductive,398.44110,15.15214,18.04951,2868775.95391
496,1,MS,15.98405,True,0,21.32500,0.00203,1,17802.51638,17802.51638,0.70000,0.10703,2.94133,12,1.04258,reproductive,400.91368,15.85822,300.39979,2886578.47029
497,1,MS,0.00000,True,0,21.32500,0.00203,1,17802.51638,17802.51638,0.70000,0.10703,2.94133,12,1.04258,reproductive,400.91368,14.88254,706.31219,2886578.47029
498,1,MS,0.00000,True,0,20.20000,0.00127,1,16259.13130,16259.13130,0.70000,0.10703,2.93629,12,1.04793,reproductive,403.17189,11.85278,151.12318,2902837.60159
499,1,MS,0.00000,True,0,20.20000,0.00127,1,16259.13130,16259.13130,0.70000,0.10703,2.93629,12,1.04793,reproductive,403.17189,9.48247,88.57427,2902837.60159
500,1,MS,0.00000,True,0,18.80000,0.00076,1,14383.72660,14383.72660,0.70000,0.10703,2.93160,12,1.05266,reproductive,405.16963,8.26039,67.79731,2917221.32819
501,1,MS,0.00000,True,0,18.80000,0.00076,1,14383.72660,14383.72660,0.70000,0.10703,2.93160,12,1.05266,reproductive,405.16963,7.37728,54.30779,2917221.32819
502,1,MS,0.00000,True,0,18.14167,0.00074,1,13535.62487,13535.62487,0.70000,0.10703,2.92716,12,1.05710,reproductive,407.04958,6.35886,43.70335,2930756.95306
503,1,MS,0.00000,True,0,18.14167,0.00074,1,13535.62487,13535.62487,0.70000,0.10703,2.92716,12,1.05710,reproductive,407.04958,5.75750,37.18829,2930756.95306
504,1,MS,0.00000,True,0,17.71667,0.00066,1,13002.73924,13002.73924,0.70000,0.10703,2.92290,12,1.06137,reproductive,408.85551,5.11710,31.54483,2943759.69230
505,1,MS,0.00000,True,0,17.71667,0.00066,1,13002.73924,13002.73924,0.70000,0.10703,2.92290,12,1.06137,reproductive,408.85551,4.65056,27.56559,2943759.69230
506,1,MS,0.00000,True,0,17.27500,0.00060,1,12462.27793,12462.27793,0.70000,0.10703,2.91882,12,1.06544,reproductive,410.58638,4.18946,24.10247,2956221.97023
507,1,MS,0.00000,True,0,17.27500,0.00060,1,12462.27793,12462.27793,0.70000,0.10703,2.91882,12,1.06544,reproductive,410.58638,3.83987,21.51582,2956221.97023
508,1,MS,0.00000,True,0,16.36667,0.00055,1,11396.61758,11396.61758,0.70000,0.10703,2.91510,12,1.06917,reproductive,412.16925,3.36081,18.69575,2967618.58781
509,1,MS,0.00000,True,0,16.36667,0.00055,1,11396.61758,11396.61758,0.70000,0.10703,2.91510,12,1.06917,reproductive,412.16925,3.08422,17.03595,2967618.58781
510,1,MS,0.00000,True,0,16.50000,0.00104,1,11549.03790,11549.03790,0.70000,0.10703,2.91133,12,1.07293,reproductive,413.77328,2.95319,16.12732,2979167.62571
511,1,MS,0.00000,True,0,16.50000,0.00104,1,11549.03790,11549.03790,0.70000,0.10703,2.91133,12,1.07293,reproductive,413.77328,2.75736,15.20464,2979167.62571
512,1,MS,0.00000,True,0,16.67500,0.00204,1,11751.21250,11751.21250,0.70000,0.10703,2.90750,12,1.07676,reproductive,415.40539,2.61489,15.96832,2990918.83821
513,1,MS,0.00000,True,0,16.67500,0.00204,1,11751.21250,11751.21250,0.70000,0.10703,2.90750,12,1.07676,reproductive,415.40539,2.57584,18.38147,2990918.83821
514,1,MS,0.00000,True,0,17.90833,0.00434,1,13241.55430,13241.55430,0.70000,0.10703,2.90319,12,1.08107,reproductive,417.24450,2.50590,23.17429,3004160.39250
515,1,MS,0.00000,True,0,17.90833,0.00434,1,13241.55430,13241.55430,0.70000,0.10703,2.90319,12,1.08107,reproductive,417.24450,2.36073,29.54375,3004160.39250
516,1,MS,0.00000,True,0,16.95833,0.00287,1,12083.58362,12083.58362,0.70000,0.10703,2.89927,12,1.08500,reproductive,418.92277,2.04376,32.54354,3016243.97612
517,1,MS,0.00000,True,0,16.95833,0.00287,1,12083.58362,12083.58362,0.70000,0.10703,2.89927,12,1.08500,reproductive,418.92277,1.85147,33.77252,3016243.97612
