t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height_canopy,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
518,1,MS,0.00000,True,0,16.65833,0.00308,1,11731.85459,11731.85459,0.70000,0.10703,2.89546,12,1.08880,reproductive,420.55220,1.77408,35.50709,3027975.83071
519,1,MS,0.00000,True,0,16.65833,0.00308,1,11731.85459,11731.85459,0.70000,0.10703,2.89546,12,1.08880,reproductive,420.55220,1.63700,36.61998,3027975.83071
520,1,MS,0.00000,True,0,15.65000,0.00178,1,10601.74989,10601.74989,0.70000,0.10703,2.89202,12,1.09224,reproductive,422.02466,1.46913,34.80989,3038577.58060
521,1,MS,0.00000,True,0,15.65000,0.00178,1,10601.74989,10601.74989,0.70000,0.10703,2.89202,12,1.09224,reproductive,422.02466,1.35451,31.55979,3038577.58060
522,1,MS,0.00000,True,0,14.39167,0.00106,1,9307.52746,9307.52746,0.70000,0.10703,2.88901,12,1.09525,reproductive,423.31738,1.20508,26.95408,3047885.10806
523,1,MS,0.00000,True,0,14.39167,0.00106,1,9307.52746,9307.52746,0.70000,0.10703,2.88901,12,1.09525,reproductive,423.31738,1.08208,22.90227,3047885.10806
524,1,MS,0.00000,True,0,13.30000,0.00068,1,8289.45551,8289.45551,0.70000,0.10703,2.88633,12,1.09793,reproductive,424.46869,1.01043,19.72659,3056174.56357
525,1,MS,0.00000,True,0,13.30000,0.00068,1,8289.45551,8289.45551,0.70000,0.10703,2.88633,12,1.09793,reproductive,424.46869,0.93285,17.09234,3056174.56357
526,1,MS,0.00000,True,0,12.84167,0.00064,1,7890.41959,7890.41959,0.70000,0.10703,2.88379,12,1.10048,reproductive,425.56458,0.89382,15.19935,3064064.98316
527,1,MS,0.00000,True,0,12.84167,0.00064,1,7890.41959,7890.41959,0.70000,0.10703,2.88379,12,1.10048,reproductive,425.56458,0.84433,13.54766,3064064.98316
528,1,MS,0.00000,True,0,12.53333,0.00077,1,7631.20554,7631.20554,0.70000,0.10703,2.88132,12,1.10294,reproductive,426.62447,0.80156,12.20888,3071696.18871
529,1,MS,0.00000,True,0,12.53333,0.00077,1,7631.20554,7631.20554,0.70000,0.10703,2.88132,12,1.10294,reproductive,426.62447,0.74997,11.03201,3071696.18871
530,1,MS,0.00000,True,0,12.35000,0.00081,1,7480.54560,7480.54560,0.70000,0.10703,2.87891,12,1.10535,reproductive,427.66344,0.72768,10.21284,3079176.73431
531,1,MS,0.00000,True,0,12.35000,0.00081,1,7480.54560,7480.54560,0.70000,0.10703,2.87891,12,1.10535,reproductive,427.66344,0.63672,9.02314,3079176.73431
532,1,MS,0.00000,True,0,9.80833,0.00056,1,5643.34588,5643.34588,0.70000,0.10703,2.87710,12,1.10717,reproductive,428.44723,0.55397,7.81471,3084820.08018
533,1,MS,0.00000,True,0,9.80833,0.00056,1,5643.34588,5643.34588,0.70000,0.10703,2.87710,12,1.10717,reproductive,428.44723,0.48292,7.11072,3084820.08018
534,1,MS,0.00000,True,0,11.65833,0.00229,1,6934.95195,6934.95195,0.70000,0.10703,2.87486,12,1.10940,reproductive,429.41042,0.59779,9.22070,3091755.03213
535,1,MS,0.00000,True,0,11.65833,0.00229,1,6934.95195,6934.95195,0.70000,0.10703,2.87486,12,1.10940,reproductive,429.41042,0.72041,12.43869,3091755.03213
536,1,MS,0.00000,True,0,16.10000,0.00796,1,11096.01953,11096.01953,0.70000,0.10703,2.87130,12,1.11297,reproductive,430.95153,0.76598,19.43073,3102851.05167
537,1,MS,0.00000,True,0,16.10000,0.00796,1,11096.01953,11096.01953,0.70000,0.10703,2.87130,12,1.11297,reproductive,430.95153,0.78036,30.00787,3102851.05167
538,1,MS,0.00000,True,0,17.63333,0.01069,1,12899.69998,12899.69998,0.70000,0.10703,2.86715,12,1.11711,reproductive,432.74316,0.77180,43.51001,3115750.75165
539,1,MS,0.00000,True,0,17.63333,0.01069,1,12899.69998,12899.69998,0.70000,0.10703,2.86715,12,1.11711,reproductive,432.74316,0.75108,56.91500,3115750.75165
540,1,MS,0.00000,True,0,19.14167,0.01371,1,14833.53565,14833.53565,0.70000,0.10703,2.86240,12,1.12187,reproductive,434.80337,0.77168,71.62806,3130584.28729
541,1,MS,0.00000,True,0,19.14167,0.01371,1,14833.53565,14833.53565,0.70000,0.10703,2.86240,12,1.12187,reproductive,434.80337,0.76321,83.65098,3130584.28729
542,1,MS,0.00046,True,0,20.09167,0.01333,1,16111.45650,16111.45650,0.70000,0.10703,2.85724,12,1.12702,reproductive,437.04108,0.73351,90.99930,3146695.74379
543,1,MS,0.00667,True,0,20.09167,0.01333,1,16111.45650,16111.45650,0.70000,0.10703,2.85724,12,1.12702,reproductive,437.04108,0.66614,91.82644,3146695.74379
544,1,MS,0.01089,True,0,18.76667,0.00784,1,14340.17467,14340.17467,0.70000,0.10703,2.85266,12,1.13161,reproductive,439.03277,0.59155,86.11543,3161035.91845
545,1,MS,0.00843,True,0,18.76667,0.00784,1,14340.17467,14340.17467,0.70000,0.10703,2.85266,12,1.13161,reproductive,439.03277,0.51748,74.98524,3161035.91845
546,1,MS,0.00557,True,0,16.11667,0.00228,1,11114.64013,11114.64013,0.70000,0.10703,2.84911,12,1.13515,reproductive,440.57647,0.43891,60.78668,3172150.55859
547,1,MS,0.00112,True,0,16.11667,0.00228,1,11114.64013,11114.64013,0.70000,0.10703,2.84911,12,1.13515,reproductive,440.57647,0.32990,42.89962,3172150.55859
548,1,MS,0.00000,True,0,12.41667,0.00057,1,7535.03396,7535.03396,0.70000,0.10703,2.84671,12,1.13755,reproductive,441.62300,0.30728,35.17413,3179685.59255
549,1,MS,0.00000,True,0,12.41667,0.00057,1,7535.03396,7535.03396,0.70000,0.10703,2.84671,12,1.13755,reproductive,441.62300,0.27133,27.78704,3179685.59255
550,1,MS,0.00000,True,0,11.75000,0.00032,1,7005.21710,7005.21710,0.70000,0.10703,2.84448,12,1.13978,reproductive,442.59595,0.27367,24.30585,3186690.80965
551,1,MS,0.00000,True,0,11.75000,0.00032,1,7005.21710,7005.21710,0.70000,0.10703,2.84448,12,1.13978,reproductive,442.59595,0.25420,20.08952,3186690.80965
552,1,MS,0.00000,True,0,10.87500,0.00029,1,6359.21015,6359.21015,0.70000,0.10703,2.84246,12,1.14180,reproductive,443.47917,0.23982,17.22736,3193050.01980
553,1,MS,0.00000,True,0,10.87500,0.00029,1,6359.21015,6359.21015,0.70000,0.10703,2.84246,12,1.14180,reproductive,443.47917,0.22209,14.89837,3193050.01980
554,1,MS,0.00000,True,0,10.34167,0.00027,1,5991.75868,5991.75868,0.70000,0.10703,2.84055,12,1.14371,reproductive,444.31136,0.21644,13.38209,3199041.77848
555,1,MS,0.00000,True,0,10.34167,0.00027,1,5991.75868,5991.75868,0.70000,0.10703,2.84055,12,1.14371,reproductive,444.31136,0.20635,11.91933,3199041.77848
556,1,MS,0.00000,True,0,9.80000,0.00022,1,5638.04902,5638.04902,0.70000,0.10703,2.83876,12,1.14550,reproductive,445.09442,0.19537,10.63567,3204679.82751
557,1,MS,0.00000,True,0,9.80000,0.00022,1,5638.04902,5638.04902,0.70000,0.10703,2.83876,12,1.14550,reproductive,445.09442,0.19408,9.89649,3204679.82751
558,1,MS,0.00000,True,0,13.69167,0.00217,1,8643.65544,8643.65544,0.70000,0.10703,2.83602,12,1.14824,reproductive,446.29493,0.24753,12.95944,3213323.48295
559,1,MS,0.00000,True,0,13.69167,0.00217,1,8643.65544,8643.65544,0.70000,0.10703,2.83602,12,1.14824,reproductive,446.29493,0.30709,17.19606,3213323.48295
560,1,MS,0.00000,True,0,18.84167,0.00882,1,14438.25223,14438.25223,0.70000,0.10703,2.83144,12,1.15282,reproductive,448.30024,0.33039,26.03158,3227761.73517
561,1,MS,0.00001,True,0,18.84167,0.00882,1,14438.25223,14438.25223,0.70000,0.10703,2.83144,12,1.15282,reproductive,448.30024,0.33516,39.29452,3227761.73517
562,1,MS,0.00339,True,0,19.65833,0.01035,1,15524.25961,15524.25961,0.70000,0.10703,2.82653,12,1.15773,reproductive,450.45639,0.31086,51.52250,3243285.99478
563,1,MS,0.00900,True,0,19.65833,0.01035,1,15524.25961,15524.25961,0.70000,0.10703,2.82653,12,1.15773,reproductive,450.45639,0.32247,64.65270,3243285.99478
564,1,MS,0.01637,True,0,21.74167,0.01631,1,18372.97626,18372.97626,0.70000,0.10703,2.82072,12,1.16354,reproductive,453.00819,0.31842,77.77683,3261658.97104
565,1,MS,0.02704,True,0,21.74167,0.01631,1,18372.97626,18372.97626,0.70000,0.10703,2.82072,12,1.16354,reproductive,453.00819,0.30715,91.04891,3261658.97104
566,1,MS,0.03548,True,0,21.89167,0.01391,1,18577.32466,18577.32466,0.70000,0.10703,2.81487,12,1.16939,reproductive,455.58837,0.28197,96.02428,3280236.29569
567,1,MS,0.03821,True,0,21.89167,0.01391,1,18577.32466,18577.32466,0.70000,0.10703,2.81487,12,1.16939,reproductive,455.58837,0.26277,96.63417,3280236.29569
568,1,MS,0.03567,True,0,21.50833,0.00887,1,18053.92502,18053.92502,0.70000,0.10703,2.80919,12,1.17507,reproductive,458.09586,0.24287,90.91610,3298290.22071
569,1,MS,0.02796,True,0,21.50833,0.00887,1,18053.92502,18053.92502,0.70000,0.10703,2.80919,12,1.17507,reproductive,458.09586,0.21498,78.35037,3298290.22071
570,1,MS,0.02192,True,0,18.81667,0.00286,1,14405.52548,14405.52548,0.70000,0.10703,2.80466,12,1.17960,reproductive,460.09663,0.17838,61.84211,3312695.74619
571,1,MS,0.01513,True,0,18.81667,0.00286,1,14405.52548,14405.52548,0.70000,0.10703,2.80466,12,1.17960,reproductive,460.09663,0.12537,41.81816,3312695.74619
572,1,MS,0.01092,True,0,13.23333,0.00047,1,8230.38426,8230.38426,0.70000,0.10703,2.80209,12,1.18218,reproductive,461.23974,0.10842,32.67835,3320926.13045
573,1,MS,0.00690,True,0,13.23333,0.00047,1,8230.38426,8230.38426,0.70000,0.10703,2.80209,12,1.18218,reproductive,461.23974,0.09941,26.74126,3320926.13045
574,1,MS,0.00420,True,0,12.15000,0.00037,1,7319.10407,7319.10407,0.70000,0.10703,2.79979,12,1.18447,reproductive,462.25628,0.09364,22.24575,3328245.23452
575,1,MS,0.00263,True,0,12.15000,0.00037,1,7319.10407,7319.10407,0.70000,0.10703,2.79979,12,1.18447,reproductive,462.25628,0.08560,18.56835,3328245.23452
576,1,MS,0.00173,True,0,10.68333,0.00023,1,6224.91914,6224.91914,0.70000,0.10703,2.79785,12,1.18642,reproductive,463.12085,0.07873,15.72671,3334470.15367
577,1,MS,0.00100,True,0,10.68333,0.00023,1,6224.91914,6224.91914,0.70000,0.10703,2.79785,12,1.18642,reproductive,463.12085,0.07850,14.26356,3334470.15367
578,1,MS,0.00048,True,0,10.99167,0.00018,1,6442.20068,6442.20068,0.70000,0.10703,2.79583,12,1.18843,reproductive,464.01560,0.07599,12.66623,3340912.35435
579,1,MS,0.00025,True,0,10.99167,0.00018,1,6442.20068,6442.20068,0.70000,0.10703,2.79583,12,1.18843,reproductive,464.01560,0.06809,10.89662,3340912.35435
580,1,MS,0.00015,True,0,9.05833,0.00010,1,5184.16550,5184.16550,0.70000,0.10703,2.79421,12,1.19005,reproductive,464.73563,0.06189,9.49249,3346096.51985
581,1,MS,0.00004,True,0,9.05833,0.00010,1,5184.16550,5184.16550,0.70000,0.10703,2.79421,12,1.19005,reproductive,464.73563,0.06184,8.97687,3346096.51985
582,1,MS,0.00000,True,0,13.67500,0.00192,1,8628.33267,8628.33267,0.70000,0.10703,2.79152,12,1.19274,reproductive,465.93401,0.08327,12.39469,3354724.85251
583,1,MS,0.00001,True,0,13.67500,0.00192,1,8628.33267,8628.33267,0.70000,0.10703,2.79152,12,1.19274,reproductive,465.93401,0.11076,16.51231,3354724.85251
584,1,MS,0.00082,True,0,20.27500,0.00953,1,16361.53598,16361.53598,0.70000,0.10703,2.78641,12,1.19785,reproductive,468.20644,0.12306,25.41937,3371086.38850
585,1,MS,0.00406,True,0,20.27500,0.00953,1,16361.53598,16361.53598,0.70000,0.10703,2.78641,12,1.19785,reproductive,468.20644,0.12596,38.73402,3371086.38850
586,1,MS,0.01006,True,0,22.23333,0.01480,1,19039.75603,19039.75603,0.70000,0.10703,2.78049,12,1.20377,reproductive,470.85085,0.12422,54.79592,3390126.14453
587,1,MS,0.01832,True,0,22.23333,0.01480,1,19039.75603,19039.75603,0.70000,0.10703,2.78049,12,1.20377,reproductive,470.85085,0.12437,71.56681,3390126.14453
588,1,MS,0.02471,True,0,24.29167,0.01708,1,21641.56855,21641.56855,0.70000,0.10703,2.77376,12,1.21050,reproductive,473.85663,0.12576,86.55716,3411767.71308
589,1,MS,0.02939,True,0,24.29167,0.01708,1,21641.56855,21641.56855,0.70000,0.10703,2.77376,12,1.21050,reproductive,473.85663,0.11891,92.93286,3411767.71308
590,1,MS,0.03295,True,0,23.96667,0.01517,1,21261.19955,21261.19955,0.70000,0.10703,2.76718,12,1.21709,reproductive,476.80957,0.10825,92.98652,3433028.91263
591,1,MS,0.03382,True,0,23.96667,0.01517,1,21261.19955,21261.19955,0.70000,0.10703,2.76718,12,1.21709,reproductive,476.80957,0.09849,90.67140,3433028.91263
592,1,MS,0.03234,True,0,22.45833,0.00870,1,19341.34233,19341.34233,0.70000,0.10703,2.76120,12,1.22306,reproductive,479.49587,0.08664,82.91570,3452370.25496
593,1,MS,0.02678,True,0,22.45833,0.00870,1,19341.34233,19341.34233,0.70000,0.10703,2.76120,12,1.22306,reproductive,479.49587,0.07605,71.37206,3452370.25496
594,1,MS,0.02272,True,0,18.61667,0.00221,1,14144.96243,14144.96243,0.70000,0.10703,2.75683,12,1.22743,reproductive,481.46045,0.06042,54.98015,3466515.21739
595,1,MS,0.01566,True,0,18.61667,0.00221,1,14144.96243,14144.96243,0.70000,0.10703,2.75683,12,1.22743,reproductive,481.46045,0.04791,39.95090,3466515.21739
596,1,MS,0.01143,True,0,13.84167,0.00051,1,8782.56790,8782.56790,0.70000,0.10703,2.75413,12,1.23013,reproductive,482.68025,0.03997,29.88759,3475297.78529
597,1,MS,0.00824,True,0,13.84167,0.00051,1,8782.56790,8782.56790,0.70000,0.10703,2.75413,12,1.23013,reproductive,482.68025,0.03588,24.39597,3475297.78529
598,1,MS,0.00557,True,0,13.09167,0.00035,1,8106.02568,8106.02568,0.70000,0.10703,2.75164,12,1.23263,reproductive,483.80608,0.03586,21.17559,3483403.81097
599,1,MS,0.00355,True,0,13.09167,0.00035,1,8106.02568,8106.02568,0.70000,0.10703,2.75164,12,1.23263,reproductive,483.80608,0.03606,18.31288,3483403.81097
600,1,MS,0.00213,True,0,15.04167,0.00039,1,9959.83467,9959.83467,0.70000,0.10703,2.74858,12,1.23569,reproductive,485.18940,0.03885,16.91938,3493363.64564
601,1,MS,0.00147,True,0,15.04167,0.00039,1,9959.83467,9959.83467,0.70000,0.10703,2.74858,12,1.23569,reproductive,485.18940,0.03424,13.85522,3493363.64564
602,1,MS,0.00115,True,0,13.29167,0.00034,1,8282.05232,8282.05232,0.70000,0.10703,2.74603,12,1.23823,reproductive,486.33968,0.03174,11.98961,3501645.69797
603,1,MS,0.00099,True,0,13.29167,0.00034,1,8282.05232,8282.05232,0.70000,0.10703,2.74603,12,1.23823,reproductive,486.33968,0.02634,10.06734,3501645.69797
604,1,MS,0.00086,True,0,10.85833,0.00019,1,6347.43178,6347.43178,0.70000,0.10703,2.74409,12,1.24018,reproductive,487.22127,0.02491,9.02861,3507993.12975
605,1,MS,0.00065,True,0,10.85833,0.00019,1,6347.43178,6347.43178,0.70000,0.10703,2.74409,12,1.24018,reproductive,487.22127,0.02576,8.60627,3507993.12975
606,1,MS,0.00045,True,0,15.35000,0.00137,1,10281.39757,10281.39757,0.70000,0.10703,2.74094,12,1.24333,reproductive,488.64924,0.03266,10.73799,3518274.52731
607,1,MS,0.00058,True,0,15.35000,0.00137,1,10281.39757,10281.39757,0.70000,0.10703,2.74094,12,1.24333,reproductive,488.64924,0.03555,12.60297,3518274.52731
608,1,MS,0.00134,True,0,19.48333,0.00748,1,15289.02335,15289.02335,0.70000,0.10703,2.73626,12,1.24801,reproductive,490.77272,0.04021,19.75851,3533563.55066
609,1,MS,0.00402,True,0,19.48333,0.00748,1,15289.02335,15289.02335,0.70000,0.10703,2.73626,12,1.24801,reproductive,490.77272,0.04210,31.25769,3533563.55066
610,1,MS,0.00913,True,0,21.64167,0.01387,1,18236.39350,18236.39350,0.70000,0.10703,2.73068,12,1.25358,reproductive,493.30555,0.04195,45.83602,3551799.94416
611,1,MS,0.01700,True,0,21.64167,0.01387,1,18236.39350,18236.39350,0.70000,0.10703,2.73068,12,1.25358,reproductive,493.30555,0.04157,60.95561,3551799.94416
612,1,MS,0.02473,True,0,22.77500,0.01495,1,19760.72657,19760.72657,0.70000,0.10703,2.72466,12,1.25960,reproductive,496.05009,0.04195,74.45830,3571560.67073
613,1,MS,0.03142,True,0,22.77500,0.01495,1,19760.72657,19760.72657,0.70000,0.10703,2.72466,12,1.25960,reproductive,496.05009,0.04096,82.22077,3571560.67073
614,1,MS,0.03523,True,0,22.87500,0.01273,1,19891.72807,19891.72807,0.70000,0.10703,2.71861,12,1.26566,reproductive,498.81283,0.04105,86.59190,3591452.39879
615,1,MS,0.03561,True,0,22.87500,0.01273,1,19891.72807,19891.72807,0.70000,0.10703,2.71861,12,1.26566,reproductive,498.81283,0.04000,85.50509,3591452.39879
616,1,MS,0.03435,True,0,21.62500,0.00764,1,18213.60585,18213.60585,0.70000,0.10703,2.71308,12,1.27119,reproductive,501.34250,0.03737,78.68111,3609666.00464
617,1,MS,0.02917,True,0,21.62500,0.00764,1,18213.60585,18213.60585,0.70000,0.10703,2.71308,12,1.27119,reproductive,501.34250,0.03422,68.40083,3609666.00464
618,1,MS,0.02393,True,0,18.53333,0.00191,1,14037.07062,14037.07062,0.70000,0.10703,2.70882,12,1.27544,reproductive,503.29209,0.02969,54.48764,3623703.07526
619,1,MS,0.01406,True,0,18.53333,0.00191,1,14037.07062,14037.07062,0.70000,0.10703,2.70882,12,1.27544,reproductive,503.29209,0.02808,41.72215,3623703.07526
620,1,MS,0.00848,True,0,17.30833,0.00132,1,12502.57500,12502.57500,0.70000,0.10703,2.70504,12,1.27922,reproductive,505.02856,0.02606,32.05867,3636205.65026
621,1,MS,0.00523,True,0,17.30833,0.00132,1,12502.57500,12502.57500,0.70000,0.10703,2.70504,12,1.27922,reproductive,505.02856,0.02514,26.06983,3636205.65026
622,1,MS,0.00338,True,0,16.97500,0.00095,1,12103.32658,12103.32658,0.70000,0.10703,2.70139,12,1.28287,reproductive,506.70958,0.02367,21.37777,3648308.97685
623,1,MS,0.00226,True,0,16.97500,0.00095,1,12103.32658,12103.32658,0.70000,0.10703,2.70139,12,1.28287,reproductive,506.70958,0.02283,18.20385,3648308.97685
624,1,MS,0.00154,True,0,17.11667,0.00062,1,12271.99092,12271.99092,0.70000,0.10703,2.69769,12,1.28658,reproductive,508.41402,0.02201,15.78492,3660580.96776
625,1,MS,0.00106,True,0,17.11667,0.00062,1,12271.99092,12271.99092,0.70000,0.10703,2.69769,12,1.28658,reproductive,508.41402,0.02163,13.91316,3660580.96776
626,1,MS,0.00076,True,0,17.28333,0.00056,1,12472.34452,12472.34452,0.70000,0.10703,2.69393,12,1.29033,reproductive,510.14629,0.02037,12.21145,3673053.31229
627,1,MS,0.00055,True,0,17.28333,0.00056,1,12472.34452,12472.34452,0.70000,0.10703,2.69393,12,1.29033,reproductive,510.14629,0.01988,11.00189,3673053.31229
628,1,MS,0.00040,True,0,17.76667,0.00088,1,13064.79527,13064.79527,0.70000,0.10703,2.69000,12,1.29426,reproductive,511.96085,0.01921,10.00580,3686118.10756
629,1,MS,0.00030,True,0,17.76667,0.00088,1,13064.79527,13064.79527,0.70000,0.10703,2.69000,12,1.29426,reproductive,511.96085,0.01854,9.07746,3686118.10756
630,1,MS,0.00024,True,0,18.25000,0.00118,1,13673.36431,13673.36431,0.70000,0.10703,2.68589,12,1.29837,reproductive,513.85993,0.01803,8.74637,3699791.47187
631,1,MS,0.00024,True,0,18.25000,0.00118,1,13673.36431,13673.36431,0.70000,0.10703,2.68589,12,1.29837,reproductive,513.85993,0.01757,8.68548,3699791.47187
632,1,MS,0.00030,True,0,19.25833,0.00273,1,14988.46867,14988.46867,0.70000,0.10703,2.68140,12,1.30286,reproductive,515.94166,0.01747,9.91613,3714779.94054
633,1,MS,0.00055,True,0,19.25833,0.00273,1,14988.46867,14988.46867,0.70000,0.10703,2.68140,12,1.30286,reproductive,515.94166,0.01667,12.12201,3714779.94054
634,1,MS,0.00090,True,0,19.60833,0.00305,1,15456.92584,15456.92584,0.70000,0.10703,2.67677,12,1.30749,reproductive,518.08845,0.01610,14.72931,3730236.86638
635,1,MS,0.00131,True,0,19.60833,0.00305,1,15456.92584,15456.92584,0.70000,0.10703,2.67677,12,1.30749,reproductive,518.08845,0.01522,16.85730,3730236.86638
636,1,MS,0.00172,True,0,19.49167,0.00271,1,15300.19706,15300.19706,0.70000,0.10703,2.67220,12,1.31206,reproductive,520.21348,0.01445,18.61802,3745537.06344
637,1,MS,0.00193,True,0,19.49167,0.00271,1,15300.19706,15300.19706,0.70000,0.10703,2.67220,12,1.31206,reproductive,520.21348,0.01402,19.69118,3745537.06344
638,1,MS,0.00218,True,0,19.80833,0.00303,1,15726.81601,15726.81601,0.70000,0.10703,2.66751,12,1.31675,reproductive,522.39776,0.01345,20.82061,3761263.87946
639,1,MS,0.00243,True,0,19.80833,0.00303,1,15726.81601,15726.81601,0.70000,0.10703,2.66751,12,1.31675,reproductive,522.39776,0.01277,21.58242,3761263.87946
640,1,MS,0.00247,True,0,19.17500,0.00167,1,14877.73592,14877.73592,0.70000,0.10703,2.66308,12,1.32118,reproductive,524.46411,0.01182,20.78127,3776141.61537
641,1,MS,0.00201,True,0,19.17500,0.00167,1,14877.73592,14877.73592,0.70000,0.10703,2.66308,12,1.32118,reproductive,524.46411,0.01086,18.34499,3776141.61537
642,1,MS,0.00158,True,0,18.38333,0.00079,1,13843.90704,13843.90704,0.70000,0.10703,2.65897,12,1.32530,reproductive,526.38688,0.01035,16.26847,3789985.52241
643,1,MS,0.00111,True,0,18.38333,0.00079,1,13843.90704,13843.90704,0.70000,0.10703,2.65897,12,1.32530,reproductive,526.38688,0.00996,14.06178,3789985.52241
644,1,MS,0.00081,True,0,18.33333,0.00068,1,13779.82379,13779.82379,0.70000,0.10703,2.65501,12,1.32925,reproductive,528.30074,0.00948,12.28654,3803765.34620
645,1,MS,0.00058,True,0,18.33333,0.00068,1,13779.82379,13779.82379,0.70000,0.10703,2.65501,12,1.32925,reproductive,528.30074,0.00899,10.68892,3803765.34620
646,1,MS,0.00044,True,0,18.11667,0.00050,1,13503.94605,13503.94605,0.70000,0.10703,2.64762,12,1.33664,reproductive,530.17629,0.00856,9.49422,3817269.29225
647,1,MS,0.00033,True,0,18.11667,0.00050,1,13503.94605,13503.94605,0.70000,0.10703,2.64762,12,1.33664,reproductive,530.17629,0.00815,8.51536,3817269.29225
648,1,MS,0.00026,True,0,17.92500,0.00035,1,13262.43920,13262.43920,0.70000,0.10703,2.64037,12,1.34389,reproductive,532.01830,0.00774,7.67903,3830531.73145
649,1,MS,0.00021,True,0,17.92500,0.00035,1,13262.43920,13262.43920,0.70000,0.10703,2.64037,12,1.34389,reproductive,532.01830,0.00740,7.00446,3830531.73145
650,1,MS,0.00016,True,0,17.92500,0.00028,1,13262.43920,13262.43920,0.70000,0.10703,2.63698,12,1.34729,reproductive,533.86030,0.00709,6.44051,3843794.17065
651,1,MS,0.00013,True,0,17.92500,0.00028,1,13262.43920,13262.43920,0.70000,0.10703,2.63698,12,1.34729,reproductive,533.86030,0.00681,5.94137,3843794.17065
652,1,MS,0.00011,True,0,18.13333,0.00021,1,13525.06076,13525.06076,0.70000,0.10703,2.63352,12,1.35075,reproductive,535.73878,0.00659,5.55902,3857319.23141
653,1,MS,0.00009,True,0,18.13333,0.00021,1,13525.06076,13525.06076,0.70000,0.10703,2.63352,12,1.35075,reproductive,535.73878,0.00636,5.17678,3857319.23141
654,1,MS,0.00007,True,0,18.45833,0.00020,1,13940.31919,13940.31919,0.70000,0.10703,2.62996,12,1.35430,reproductive,537.67494,0.00615,4.98597,3871259.55060
655,1,MS,0.00007,True,0,18.45833,0.00020,1,13940.31919,13940.31919,0.70000,0.10703,2.62996,12,1.35430,reproductive,537.67494,0.00591,4.81810,3871259.55060
656,1,MS,0.00007,True,0,18.66667,0.00042,1,14209.89109,14209.89109,0.70000,0.10703,2.61883,12,1.36543,reproductive,539.64853,0.00569,5.01097,3885469.44169
657,1,MS,0.00009,True,0,18.66667,0.00042,1,14209.89109,14209.89109,0.70000,0.10703,2.61883,12,1.36543,reproductive,539.64853,0.00557,5.49669,3885469.44169
658,1,MS,0.00018,True,0,19.95833,0.00276,1,15930.14261,15930.14261,0.70000,0.10703,2.60637,12,1.37789,reproductive,541.86105,0.00562,7.94220,3901399.58430
659,1,MS,0.00054,True,0,19.95833,0.00276,1,15930.14261,15930.14261,0.70000,0.10703,2.60637,12,1.37789,reproductive,541.86105,0.00590,12.82644,3901399.58430
660,1,MS,0.00123,True,0,22.14167,0.00564,1,18916.16587,18916.16587,0.70000,0.10703,2.60157,12,1.38269,reproductive,544.48830,0.00582,18.73224,3920315.75017
661,1,MS,0.00237,True,0,22.14167,0.00564,1,18916.16587,18916.16587,0.70000,0.10703,2.60157,12,1.38269,reproductive,544.48830,0.00567,24.86021,3920315.75017
662,1,MS,0.00361,True,0,21.85833,0.00562,1,18531.97402,18531.97402,0.70000,0.10703,2.59150,12,1.39276,reproductive,547.06218,0.00543,28.85249,3938847.72420
663,1,MS,0.00449,True,0,21.85833,0.00562,1,18531.97402,18531.97402,0.70000,0.10703,2.59150,12,1.39276,reproductive,547.06218,0.00531,31.14266,3938847.72420
664,1,MS,0.00486,True,0,21.25000,0.00413,1,17699.54270,17699.54270,0.70000,0.10703,2.58703,12,1.39723,reproductive,549.52045,0.00528,31.53625,3956547.26690
665,1,MS,0.00477,True,0,21.25000,0.00413,1,17699.54270,17699.54270,0.70000,0.10703,2.58703,12,1.39723,reproductive,549.52045,0.00500,29.42154,3956547.26690
666,1,MS,0.00441,True,0,18.43333,0.00179,1,13908.14380,13908.14380,0.70000,0.10703,2.58353,12,1.40074,reproductive,551.45214,0.00459,24.83823,3970455.41070
667,1,MS,0.00324,True,0,18.43333,0.00179,1,13908.14380,13908.14380,0.70000,0.10703,2.58353,12,1.40074,reproductive,551.45214,0.00435,20.38325,3970455.41070
668,1,MS,0.00243,True,0,16.08333,0.00081,1,11077.42127,11077.42127,0.70000,0.10703,2.58074,12,1.40352,reproductive,552.99067,0.00402,16.27616,3981532.83197
669,1,MS,0.00180,True,0,16.08333,0.00081,1,11077.42127,11077.42127,0.70000,0.10703,2.58074,12,1.40352,reproductive,552.99067,0.00389,13.88857,3981532.83197
670,1,MS,0.00131,True,0,15.70833,0.00086,1,10664.89446,10664.89446,0.70000,0.10703,2.57806,12,1.40620,reproductive,554.47191,0.00385,12.15144,3992197.72642
671,1,MS,0.00098,True,0,15.70833,0.00086,1,10664.89446,10664.89446,0.70000,0.10703,2.57806,12,1.40620,reproductive,554.47191,0.00370,10.48699,3992197.72642
672,1,MS,0.00078,True,0,14.44167,0.00048,1,9356.47450,9356.47450,0.70000,0.10703,2.57571,12,1.40855,reproductive,555.77142,0.00346,8.95254,4001554.20093
