t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,
0,1,0,8.3,0,9.4,0.507783333,467,2.7,2024/1/23 0:00
1,1,1,7.7,0,8.7,0.45475,463,2.6,2024/1/23 1:00
2,1,2,7.2,0,8.1,0.439616667,464,2.5,2024/1/23 2:00
3,1,3,6.6,0,7.5,0.444116667,465,2,2024/1/23 3:00
4,1,4,6.3,0,6.8,0.419416667,464,3,2024/1/23 4:00
5,1,5,5.8,0,6.2,0.424216667,465,4.8,2024/1/23 5:00
6,1,6,5.2,0,5.6,0.472533333,468,3.5,2024/1/23 6:00
7,1,7,5.1,208,5.1,0.489433333,470,3.4,2024/1/23 7:00
8,1,8,5.4,684,5.2,0.518716667,478,5.3,2024/1/23 8:00
9,1,9,5.6,758,5.6,0.510483333,472,6.1,2024/1/23 9:00
10,1,10,6.0,1002,6.4,0.522733333,468,4.4,2024/1/23 10:00
11,1,11,6.2,1302,7.1,0.493633333,467,5,2024/1/23 11:00
12,1,12,7.1,1418,7.4,0.445266667,467,3.7,2024/1/23 12:00
13,1,13,7.0,1265,7.9,0.440866667,465,5.7,2024/1/23 13:00
14,1,14,7.2,1082,8.1,0.4196,462,6.2,2024/1/23 14:00
15,1,15,5.8,391,7.8,0.482733333,464,5.2,2024/1/23 15:00
16,1,16,5.7,79,7.2,0.4951,463,4.2,2024/1/23 16:00
17,1,17,5.6,6,6.7,0.464983333,464,5.2,2024/1/23 17:00
18,1,18,5.2,0,6.2,0.433233333,463,5.3,2024/1/23 18:00
19,1,19,4.7,0,5.5,0.46025,465,4.8,2024/1/23 19:00
20,1,20,4.3,0,4.9,0.494633333,465,5.1,2024/1/23 20:00
21,1,21,3.8,0,4.3,0.520966667,466,4.2,2024/1/23 21:00
22,1,22,3.3,0,3.8,0.525566667,467,5.1,2024/1/23 22:00
23,1,23,3.0,0,3.2,0.514016667,467,4.9,2024/1/23 23:00
24,1,24,2.8,0,2.6,0.5182,469,4.8,2024/1/24 0:00
25,1,1,2.4,0,2.2,0.51855,470,4.2,2024/1/24 1:00
26,1,2,2.2,0,1.7,0.5429,470,4.9,2024/1/24 2:00
27,1,3,2.0,0,1.3,0.55135,470,6.2,2024/1/24 3:00
28,1,4,1.8,0,1.0,0.562483333,472,5.1,2024/1/24 4:00
29,1,5,1.9,0,0.8,0.56765,471,4.6,2024/1/24 5:00
30,1,6,1.6,0,0.7,0.564966667,471,5.5,2024/1/24 6:00
31,1,7,1.7,43,0.5,0.581733333,469,4.4,2024/1/24 7:00
32,1,8,1.7,159,0.6,0.567716667,473,4.4,2024/1/24 8:00
33,1,9,2.3,409,0.8,0.56005,470,4.6,2024/1/24 9:00
34,1,10,3.2,1082,2.0,0.528316667,469,5.5,2024/1/24 10:00
35,1,1,3.0,1381,2.7,0.53765,469,4.6,2024/1/24 11:00
36,1,2,4.5,1247,2.9,0.510183333,468,4.2,2024/1/24 12:00
37,1,3,6.1,1314,4.1,0.4859,466,3.6,2024/1/24 13:00
38,1,4,7.0,1051,5.4,0.41915,463,6.5,2024/1/24 14:00
39,1,5,6.6,642,6.2,0.39395,461,6.4,2024/1/24 15:00
40,1,6,5.9,165,6.5,0.403816667,465,4.4,2024/1/24 16:00
41,1,7,4.8,6,6.1,0.443483333,465,4,2024/1/24 17:00
42,1,8,4.1,0,5.3,0.447816667,466,4.8,2024/1/24 18:00
43,1,9,3.6,0,4.7,0.484733333,467,3.3,2024/1/24 19:00
44,1,10,3.1,0,4.0,0.514316667,467,1.8,2024/1/24 20:00
45,1,11,2.6,0,3.4,0.5385,467,2,2024/1/24 21:00
46,1,12,2.3,0,2.8,0.584683333,468,1.7,2024/1/24 22:00
47,1,13,1.9,0,2.2,0.641066667,471,2.1,2024/1/24 23:00
48,1,14,1.7,0,1.7,0.669166667,470,0.3,2024/1/25 0:00
49,1,15,1.7,0,1.3,0.6859,471,1.2,2024/1/25 1:00
50,1,16,1.6,0,0.9,0.691966667,472,1.5,2024/1/25 2:00
51,1,17,1.6,0,0.6,0.691183333,470,1.6,2024/1/25 3:00
52,1,18,1.8,0,0.4,0.701616667,490,1.5,2024/1/25 4:00
53,1,19,2.1,0,0.4,0.706666667,474,0.4,2024/1/25 5:00
54,1,20,2.2,0,0.4,0.669816667,477,2.5,2024/1/25 6:00
55,1,21,2.0,116,0.3,0.669266667,475,1.1,2024/1/25 7:00
56,1,22,2.3,519,0.4,0.674983333,474,2.1,2024/1/25 8:00
57,1,23,3.2,929,0.7,0.65845,474,1.8,2024/1/25 9:00
58,1,24,5.3,1228,3.9,0.555416667,470,3.5,2024/1/25 10:00
59,1,1,6.5,623,6.2,0.504016667,470,2.3,2024/1/25 11:00
60,1,2,7.2,269,7.2,0.472466667,468,3.5,2024/1/25 12:00
61,1,3,7.3,446,8.2,0.456633333,463,2.1,2024/1/25 13:00
62,1,4,7.1,299,8.5,0.463466667,461,3,2024/1/25 14:00
63,1,5,6.7,299,8.5,0.527033333,464,2.2,2024/1/25 15:00
64,1,6,6.1,104,8.2,0.535066667,464,2.1,2024/1/25 16:00
65,1,7,5.4,6,7.6,0.561833333,465,3,2024/1/25 17:00
66,1,8,4.8,0,6.9,0.623766667,467,2.9,2024/1/25 18:00
67,1,9,4.7,0,6.3,0.592833333,466,2.6,2024/1/25 19:00
68,1,10,4.9,0,5.8,0.593766667,482,2.7,2024/1/25 20:00
69,1,1,4.9,0,5.4,0.619583333,478,2.2,2024/1/25 21:00
70,1,2,4.7,0,5.0,0.65305,468,1.7,2024/1/25 22:00
71,1,3,4.4,0,4.6,0.67295,471,2.4,2024/1/25 23:00
72,1,4,4.3,0,4.1,0.698533333,474,2.6,2024/1/26 0:00
73,1,5,4.1,0,3.8,0.710333333,474,1.2,2024/1/26 1:00
74,1,6,4.1,0,3.6,0.723483333,477,0.9,2024/1/26 2:00
75,1,7,4.3,0,3.5,0.694866667,473,1.5,2024/1/26 3:00
76,1,8,4.2,0,3.4,0.702916667,491,2.1,2024/1/26 4:00
77,1,9,4.6,0,3.3,0.64235,471,2.2,2024/1/26 5:00
78,1,10,4.8,0,3.3,0.63105,468,1.7,2024/1/26 6:00
79,1,11,5.1,55,3.3,0.580433333,471,2,2024/1/26 7:00
80,1,12,5.4,312,3.6,0.566666667,475,3.1,2024/1/26 8:00
81,1,13,6.0,807,4.2,0.562433333,469,3.2,2024/1/26 9:00
82,1,14,6.3,617,5.5,0.531333333,467,2.7,2024/1/26 10:00
83,1,15,6.8,574,6.5,0.51225,465,2.7,2024/1/26 11:00
84,1,16,6.6,306,7.1,0.509966667,465,3.6,2024/1/26 12:00
85,1,17,7.0,367,7.1,0.497316667,463,3.4,2024/1/26 13:00
86,1,18,8.1,330,7.7,0.452916667,465,2.6,2024/1/26 14:00
87,1,19,8.3,232,8.5,0.41125,462,2.7,2024/1/26 15:00
88,1,20,8.0,92,8.6,0.426616667,460,3,2024/1/26 16:00
89,1,21,6.6,6,8.1,0.565816667,468,2,2024/1/26 17:00
90,1,22,6.3,0,7.4,0.56635,464,2.5,2024/1/26 18:00
91,1,23,6.1,0,7.0,0.588033333,465,2.5,2024/1/26 19:00
92,1,24,6.2,0,6.6,0.576,463,2.3,2024/1/26 20:00
93,1,1,6.5,0,6.3,0.549816667,466,1.6,2024/1/26 21:00
94,1,2,6.6,0,6.0,0.54715,469,1.9,2024/1/26 22:00
95,1,3,6.5,0,5.8,0.544216667,466,2.3,2024/1/26 23:00
96,1,4,6.3,0,5.6,0.56175,473,2.1,2024/1/27 0:00
97,1,5,6.3,0,5.4,0.55625,465,2.2,2024/1/27 1:00
98,1,6,5.8,0,5.2,0.58235,464,2.1,2024/1/27 2:00
99,1,7,6.0,0,4.8,0.588783333,463,2.4,2024/1/27 3:00
100,1,8,6.3,0,4.7,0.575816667,463,1.1,2024/1/27 4:00
101,1,9,6.0,0,4.7,0.6051,462,1.2,2024/1/27 5:00
102,1,10,5.7,0,4.4,0.6159,463,2,2024/1/27 6:00
103,1,1,6.4,49,4.3,0.61285,466,0.9,2024/1/27 7:00
104,1,2,6.9,189,4.7,0.58995,465,1.5,2024/1/27 8:00
105,1,3,7.7,666,5.6,0.53815,464,2,2024/1/27 9:00
106,1,4,9.1,935,8.7,0.492633333,467,2.2,2024/1/27 10:00
107,1,5,9.9,1002,11.3,0.47645,462,2.4,2024/1/27 11:00
108,1,6,10.0,581,12.2,0.474,462,1.8,2024/1/27 12:00
109,1,7,9.4,1014,12.8,0.507283333,468,2.6,2024/1/27 13:00
110,1,8,9.8,666,12.4,0.512983333,467,3.1,2024/1/27 14:00
111,1,9,9.9,336,12.8,0.50705,466,1.9,2024/1/27 15:00
112,1,10,9.5,202,12.6,0.532133333,467,1.9,2024/1/27 16:00
113,1,11,9.1,6,11.8,0.565033333,467,1.4,2024/1/27 17:00
114,1,12,8.9,0,10.9,0.565483333,470,2.8,2024/1/27 18:00
115,1,13,7.8,0,10.0,0.58415,475,2.4,2024/1/27 19:00
116,1,14,6.4,0,9.1,0.613533333,477,1.5,2024/1/27 20:00
117,1,15,6.0,0,8.1,0.63495,486,1.2,2024/1/27 21:00
118,1,16,5.7,0,7.1,0.65745,487,0.3,2024/1/27 22:00
119,1,17,5.5,0,6.2,0.651916667,487,0.8,2024/1/27 23:00
120,1,18,5.4,0,5.5,0.65595,484,0.9,2024/1/28 0:00
121,1,19,5.4,0,5.1,0.6926,490,1.7,2024/1/28 1:00
122,1,20,5.8,0,4.8,0.691216667,499,0.6,2024/1/28 2:00
123,1,21,5.2,0,4.6,0.749983333,500,1.1,2024/1/28 3:00
124,1,22,5.4,0,4.2,0.721683333,502,1,2024/1/28 4:00
125,1,23,5.2,0,3.8,0.723066667,500,1.9,2024/1/28 5:00
126,1,24,4.1,0,3.5,0.771566667,509,0.7,2024/1/28 6:00
127,1,1,4.4,79,3.0,0.7634,518,1.6,2024/1/28 7:00
128,1,2,5.4,281,3.3,0.731183333,523,1.6,2024/1/28 8:00
129,1,3,7.3,825,3.9,0.653933333,516,2,2024/1/28 9:00
130,1,4,9.7,1179,8.1,0.55625,512,1,2024/1/28 10:00
131,1,5,10.0,1210,11.6,0.534283333,495,1.1,2024/1/28 11:00
132,1,6,10.3,996,12.5,0.528316667,486,1.4,2024/1/28 12:00
133,1,7,9.1,275,12.3,0.6083,500,2.3,2024/1/28 13:00
134,1,8,9.1,342,11.5,0.618833333,477,2,2024/1/28 14:00
135,1,9,9.1,336,11.2,0.585383333,471,1.8,2024/1/28 15:00
136,1,10,7.7,165,10.5,0.758766667,475,1.9,2024/1/28 16:00
137,1,1,7.8,0,9.7,0.756883333,477,3,2024/1/28 17:00
138,1,2,7.5,0,9.1,0.691383333,467,3.2,2024/1/28 18:00
139,1,3,7.2,0,8.5,0.673116667,469,3.2,2024/1/28 19:00
140,1,4,6.4,0,7.9,0.686525424,471,1.2,2024/1/28 20:00
141,1,5,6.0,0,7.0,0.697183333,472,0.4,2024/1/28 21:00
142,1,6,5.1,0,6.1,0.738333333,474,0.9,2024/1/28 22:00
143,1,7,5.0,0,5.2,0.720322034,476,0.7,2024/1/28 23:00
144,1,8,5.8,0,4.8,0.695216667,476,0.4,2024/1/29 0:00
145,1,9,5.6,0,4.6,0.722983333,481,1,2024/1/29 1:00
146,1,10,4.4,0,4.2,0.7666,491,0.8,2024/1/29 2:00
147,1,11,4.3,0,3.5,0.788683333,507,1,2024/1/29 3:00
148,1,12,3.8,0,3.0,0.819216667,516,0.9,2024/1/29 4:00
149,1,13,3.2,0,2.4,0.8433,511,0.6,2024/1/29 5:00
150,1,14,2.5,0,1.9,0.856566667,515,1.1,2024/1/29 6:00
151,1,15,3.5,79,1.5,0.828916667,523,1.1,2024/1/29 7:00
152,1,16,4.8,464,1.6,0.779616667,531,0.9,2024/1/29 8:00
153,1,17,7.1,953,2.1,0.6803,498,0.7,2024/1/29 9:00
154,1,18,10.8,1228,6.5,0.539483333,496,1.3,2024/1/29 10:00
155,1,19,12.1,1210,10.7,0.432266667,474,2.4,2024/1/29 11:00
156,1,20,12.0,1399,11.8,0.387416667,466,1.8,2024/1/29 12:00
157,1,21,11.6,1314,13.0,0.377733333,467,1.3,2024/1/29 13:00
158,1,22,11.8,966,13.8,0.388166667,467,1.6,2024/1/29 14:00
159,1,23,11.0,599,14.3,0.459916667,467,1.8,2024/1/29 15:00
160,1,24,10.3,257,14.2,0.49755,470,2.3,2024/1/29 16:00
161,1,1,8.8,12,13.3,0.5539,476,2.4,2024/1/29 17:00
162,1,2,7.3,0,12.0,0.629133333,488,2,2024/1/29 18:00
163,1,3,7.3,0,10.8,0.635333333,495,1.1,2024/1/29 19:00
164,1,4,7.6,0,9.8,0.569583333,494,0.6,2024/1/29 20:00
165,1,5,5.8,0,8.8,0.623133333,495,1.5,2024/1/29 21:00
166,1,6,5.5,0,7.7,0.661716667,509,1.5,2024/1/29 22:00
167,1,7,5.4,0,6.7,0.667183333,520,0.8,2024/1/29 23:00
168,1,8,5.0,0,5.8,0.6974,524,0.8,2024/1/30 0:00
169,1,9,3.6,0,5.0,0.744316667,506,2.8,2024/1/30 1:00
170,1,10,3.8,0,4.2,0.767366667,517,2.3,2024/1/30 2:00
171,1,1,3.8,0,3.6,0.755216667,517,0.5,2024/1/30 3:00
172,1,2,3.4,0,3.0,0.754383333,521,0.3,2024/1/30 4:00
173,1,3,2.9,0,2.4,0.777533333,518,1.6,2024/1/30 5:00
174,1,4,2.7,0,1.9,0.772083333,511,1.2,2024/1/30 6:00
175,1,5,3.1,134,1.5,0.773333333,520,0.8,2024/1/30 7:00
176,1,6,4.8,501,1.5,0.72255,532,0.6,2024/1/30 8:00
177,1,7,7.4,904,2.1,0.621566667,519,1.6,2024/1/30 9:00
178,1,8,10.9,1069,6.4,0.504116667,515,1.6,2024/1/30 10:00
179,1,9,12.8,1302,10.3,0.4359,496,0.8,2024/1/30 11:00
180,1,10,12.3,1344,11.3,0.447966667,480,1,2024/1/30 12:00
181,1,11,12.8,1271,12.8,0.44355,465,1.4,2024/1/30 13:00
182,1,12,12.1,996,13.7,0.488133333,473,1.5,2024/1/30 14:00
183,1,13,12.3,709,14.0,0.508116667,474,1.9,2024/1/30 15:00
184,1,14,11.5,312,14.3,0.5406,473,2.2,2024/1/30 16:00
185,1,15,9.8,12,13.4,0.650583333,476,0.9,2024/1/30 17:00
186,1,16,9.5,0,12.2,0.690116667,475,1.2,2024/1/30 18:00
187,1,17,9.3,0,11.3,0.725216667,476,0.6,2024/1/30 19:00
188,1,18,8.4,0,10.6,0.76765,482,0.7,2024/1/30 20:00
189,1,19,7.6,0,9.6,0.756616667,495,0.6,2024/1/30 21:00
190,1,20,7.2,0,8.7,0.71775,535,0.5,2024/1/30 22:00
191,1,21,7.1,0,8.0,0.64525,518,1.5,2024/1/30 23:00
192,1,22,7.5,0,7.5,0.616166667,489,1.8,2024/1/31 0:00
193,1,23,7.7,0,7.3,0.6212,508,1.5,2024/1/31 1:00
194,1,24,7.8,0,7.1,0.637616667,523,1.5,2024/1/31 2:00
195,1,1,7.7,0,7.0,0.656566667,514,2.1,2024/1/31 3:00
196,1,2,7.6,0,6.7,0.64855,499,1.8,2024/1/31 4:00
197,1,3,7.9,0,6.6,0.625416667,485,1.9,2024/1/31 5:00
198,1,4,7.7,0,6.5,0.6376,492,1.7,2024/1/31 6:00
199,1,5,7.7,110,6.3,0.672083333,499,2.3,2024/1/31 7:00
200,1,6,9.0,232,6.6,0.633733333,510,3.3,2024/1/31 8:00
201,1,7,10.0,232,7.4,0.5755,499,2.9,2024/1/31 9:00
202,1,8,11.4,452,8.6,0.5221,485,1.6,2024/1/31 10:00
203,1,9,13.5,544,10.5,0.479966667,488,2.8,2024/1/31 11:00
204,1,10,13.5,446,12.0,0.500033333,489,3.8,2024/1/31 12:00
205,1,1,13.2,452,12.6,0.61715,483,3,2024/1/31 13:00
206,1,2,12.8,244,12.9,0.661183333,486,2.7,2024/1/31 14:00
207,1,3,12.0,92,12.7,0.714483333,485,3,2024/1/31 15:00
208,1,4,11.7,43,12.4,0.717066667,492,3.2,2024/1/31 16:00
209,1,5,11.1,6,11.9,0.767766667,491,4.2,2024/1/31 17:00
210,1,6,10.8,0,11.5,0.76975,486,3.6,2024/1/31 18:00
211,1,7,10.4,0,11.2,0.810233333,487,2.9,2024/1/31 19:00
212,1,8,9.5,0,10.7,0.889616667,488,2.9,2024/1/31 20:00
213,1,9,9.3,0,10.3,0.92615,493,2.2,2024/1/31 21:00
214,1,10,9.2,0,9.9,0.939583333,495,2.3,2024/1/31 22:00
215,1,11,9.3,0,9.7,0.932266667,492,3.4,2024/1/31 23:00
216,1,12,9.2,0,9.5,0.936183333,487,2.3,2024/2/1 0:00
217,1,13,9.5,0,9.3,0.939466667,486,1.7,2024/2/1 1:00
218,1,14,9.6,0,9.3,0.9288,482,1.6,2024/2/1 2:00
219,1,15,9.7,0,9.2,0.9345,486,0.8,2024/2/1 3:00
220,1,16,10.0,0,9.2,0.944183333,494,1.2,2024/2/1 4:00
221,1,17,10.2,0,9.3,0.947,487,1,2024/2/1 5:00
222,1,18,10.4,0,9.3,0.930783333,486,1,2024/2/1 6:00
223,1,19,10.4,43,9.3,0.9147,478,1.4,2024/2/1 7:00
224,1,20,10.6,79,9.4,0.906533333,479,0.9,2024/2/1 8:00
225,1,21,10.8,153,9.6,0.897866667,489,2.4,2024/2/1 9:00
226,1,22,11.5,391,10.0,0.778316667,468,2.2,2024/2/1 10:00
227,1,23,11.6,226,10.5,0.672316667,462,1.9,2024/2/1 11:00
228,1,24,11.5,189,10.8,0.619533333,460,2,2024/2/1 12:00
229,1,1,12.0,306,11.1,0.5899,460,2.7,2024/2/1 13:00
230,1,2,12.2,348,11.4,0.58205,461,3.5,2024/2/1 14:00
231,1,3,11.0,147,11.5,0.620683333,461,3,2024/2/1 15:00
232,1,4,9.8,98,11.1,0.627033333,461,4.5,2024/2/1 16:00
233,1,5,8.6,12,10.3,0.611066667,463,5.9,2024/2/1 17:00
234,1,6,7.6,0,9.5,0.598866667,464,6.3,2024/2/1 18:00
235,1,7,7.0,0,8.7,0.6011,465,3.9,2024/2/1 19:00
236,1,8,6.6,0,8.1,0.619116667,467,5.6,2024/2/1 20:00
237,1,9,6.2,0,7.5,0.632433333,468,5.3,2024/2/1 21:00
238,1,10,5.8,0,7.0,0.632216667,467,5.8,2024/2/1 22:00
239,1,1,5.7,0,6.5,0.631966667,468,4.5,2024/2/1 23:00
240,1,2,5.3,0,6.1,0.645016667,466,3.5,2024/2/2 0:00
241,1,3,5.0,0,5.6,0.62325,465,2.4,2024/2/2 1:00
242,1,4,4.3,0,5.1,0.622283333,467,3,2024/2/2 2:00
243,1,5,4.3,0,4.5,0.604983333,464,1.7,2024/2/2 3:00
244,1,6,4.4,0,4.3,0.600733333,464,2.3,2024/2/2 4:00
245,1,7,4.1,0,4.0,0.605133333,464,1.7,2024/2/2 5:00
246,1,8,3.8,0,3.7,0.607216667,466,1.5,2024/2/2 6:00
247,1,9,3.8,147,3.3,0.61315,467,0.9,2024/2/2 7:00
248,1,10,5.9,556,3.6,0.540966667,462,1.9,2024/2/2 8:00
249,1,11,7.4,794,4.6,0.497833333,459,2.9,2024/2/2 9:00
250,1,12,7.8,666,5.9,0.4999,461,3.6,2024/2/2 10:00
251,1,13,9.4,764,7.6,0.450083333,454,3.4,2024/2/2 11:00
252,1,14,10.4,611,9.3,0.431333333,452,3.3,2024/2/2 12:00
253,1,15,10.8,837,10.9,0.4091,453,4.3,2024/2/2 13:00
254,1,16,11.6,1002,12.1,0.384616667,449,2.1,2024/2/2 14:00
255,1,17,10.4,776,12.8,0.388733333,449,3.1,2024/2/2 15:00
256,1,18,8.6,232,12.5,0.436666667,452,4,2024/2/2 16:00
257,1,19,6.9,12,11.3,0.479733333,454,4.4,2024/2/2 17:00
258,1,20,6.3,0,10.1,0.5163,459,3.9,2024/2/2 18:00
259,1,21,5.6,0,9.0,0.518333333,461,3.6,2024/2/2 19:00
260,1,22,5.0,0,8.1,0.5343,460,1.7,2024/2/2 20:00
261,1,23,4.0,0,7.0,0.564183333,463,1.2,2024/2/2 21:00
262,1,24,4.0,0,6.0,0.571583333,466,0.6,2024/2/2 22:00
263,1,1,5.2,0,5.4,0.551966667,464,1,2024/2/2 23:00
264,1,2,5.3,0,5.3,0.5654,460,1.3,2024/2/3 0:00
265,1,3,5.4,0,5.0,0.5852,462,2.1,2024/2/3 1:00
266,1,4,5.4,0,4.8,0.576316667,462,1.7,2024/2/3 2:00
267,1,5,5.5,0,4.6,0.5501,461,2.2,2024/2/3 3:00
268,1,6,5.3,0,4.4,0.536716667,459,1.3,2024/2/3 4:00
269,1,7,5.5,0,4.2,0.51875,458,2.3,2024/2/3 5:00
270,1,8,5.7,0,4.2,0.516666667,458,1.5,2024/2/3 6:00
271,1,9,5.9,55,4.2,0.523433333,460,1.2,2024/2/3 7:00
272,1,10,6.8,189,4.6,0.513933333,460,0.9,2024/2/3 8:00
273,1,1,8.2,452,5.5,0.491833333,457,2.2,2024/2/3 9:00
274,1,2,9.4,752,7.8,0.474716667,455,2.2,2024/2/3 10:00
275,1,3,10.4,691,9.3,0.45165,454,3.3,2024/2/3 11:00
276,1,4,13.1,1283,11.2,0.379933333,450,2.2,2024/2/3 12:00
277,1,5,12.4,880,12.9,0.392183333,447,2.3,2024/2/3 13:00
278,1,6,10.1,409,13.3,0.434966667,450,0.9,2024/2/3 14:00
279,1,7,10.1,336,13.1,0.42715,448,1.7,2024/2/3 15:00
280,1,8,9.9,141,12.8,0.455016667,449,3.3,2024/2/3 16:00
281,1,9,8.8,6,11.9,0.495683333,453,4,2024/2/3 17:00
282,1,10,8.4,0,11.0,0.521433333,455,3.8,2024/2/3 18:00
283,1,11,8.1,0,10.2,0.53635,458,3.4,2024/2/3 19:00
284,1,12,7.9,0,9.6,0.5401,459,2.7,2024/2/3 20:00
285,1,13,6.4,0,8.9,0.68805,460,2.1,2024/2/3 21:00
286,1,14,5.5,0,8.1,0.799933333,464,2.4,2024/2/3 22:00
287,1,15,5.2,0,7.3,0.8177,464,1.4,2024/2/3 23:00
288,1,16,4.6,0,6.6,0.849466667,466,2.1,2024/2/4 0:00
289,1,17,4.4,0,6.0,0.870683333,468,1.8,2024/2/4 1:00
290,1,18,4.0,0,5.5,0.890416667,471,1.7,2024/2/4 2:00
291,1,19,4.4,0,5.2,0.882633333,469,1.9,2024/2/4 3:00
292,1,20,4.6,0,4.9,0.881283333,469,1.9,2024/2/4 4:00
293,1,21,5.0,0,4.8,0.840166667,467,1.5,2024/2/4 5:00
294,1,22,5.2,0,4.7,0.834733333,468,1.4,2024/2/4 6:00
295,1,23,5.6,61,4.6,0.814,470,1.2,2024/2/4 7:00
296,1,24,7.0,477,5.0,0.7713,468,1.9,2024/2/4 8:00
297,1,1,8.6,483,6.0,0.728883333,464,2.5,2024/2/4 9:00
298,1,2,9.6,911,7.6,0.666966667,460,2.6,2024/2/4 10:00
299,1,3,11.0,1167,9.7,0.595083333,455,1.6,2024/2/4 11:00
300,1,4,11.2,892,11.1,0.569466667,451,2.3,2024/2/4 12:00
301,1,5,12.2,458,11.8,0.5163,448,2.2,2024/2/4 13:00
302,1,6,11.7,483,12.7,0.5059,448,4.1,2024/2/4 14:00
303,1,7,11.3,464,12.7,0.499966667,449,4.6,2024/2/4 15:00
304,1,8,10.4,238,12.3,0.5232,451,3.5,2024/2/4 16:00
305,1,9,8.5,18,11.3,0.566333333,456,3,2024/2/4 17:00
306,1,10,7.7,0,10.0,0.57945,458,2.9,2024/2/4 18:00
307,1,1,7.0,0,8.9,0.602266667,459,2.8,2024/2/4 19:00
308,1,1,6.9,0,8.1,0.550483333,458,2.4,2024/2/4 20:00
309,1,2,6.6,0,7.3,0.573766667,461,1.3,2024/2/4 21:00
310,1,3,6.7,0,6.7,0.586066667,463,1.3,2024/2/4 22:00
311,1,4,7.2,0,6.5,0.567316667,463,2.2,2024/2/4 23:00
312,1,5,7.0,0,6.3,0.570366667,466,2.2,2024/2/5 0:00
313,1,6,6.9,0,6.1,0.5669,463,2.4,2024/2/5 1:00
314,1,7,7.0,0,6.0,0.564016667,458,1.7,2024/2/5 2:00
315,1,8,6.6,0,5.9,0.6161,461,2.9,2024/2/5 3:00
316,1,9,6.4,0,5.7,0.6474,464,2.5,2024/2/5 4:00
317,1,10,5.8,0,5.5,0.669466667,464,1.9,2024/2/5 5:00
318,1,11,4.5,0,4.9,0.7435,472,1.6,2024/2/5 6:00
319,1,12,4.1,12,4.7,0.79615,476,1.6,2024/2/5 7:00
320,1,13,3.9,37,4.5,0.858766667,478,3.1,2024/2/5 8:00
321,1,14,4.0,79,4.4,0.874916667,477,4.9,2024/2/5 9:00
322,1,15,5.0,134,4.5,0.8517,472,5.3,2024/2/5 10:00
323,1,16,5.5,177,4.8,0.8456,472,5.1,2024/2/5 11:00
324,1,17,6.8,196,5.3,0.805333333,470,5.1,2024/2/5 12:00
325,1,18,6.9,128,5.8,0.8604,467,5.3,2024/2/5 13:00
326,1,19,6.3,79,6.1,0.895916667,473,2.9,2024/2/5 14:00
327,1,20,5.9,86,6.2,0.9362,468,2.8,2024/2/5 15:00
328,1,21,5.1,37,6.0,0.921666667,467,2.3,2024/2/5 16:00
329,1,22,4.7,12,5.8,0.93635,471,1.6,2024/2/5 17:00
330,1,23,4.6,0,5.6,0.911116667,467,2.2,2024/2/5 18:00
331,1,24,4.6,0,5.4,0.853016667,466,2,2024/2/5 19:00
332,1,1,4.7,0,5.2,0.8104,461,1.9,2024/2/5 20:00
333,1,2,3.8,0,4.9,0.808433333,462,1.9,2024/2/5 21:00
334,1,3,3.0,0,4.3,0.853583333,461,2,2024/2/5 22:00
335,1,4,3.7,0,4.0,0.8208,459,1.5,2024/2/5 23:00
336,1,5,3.9,0,3.7,0.81525,460,1.3,2024/2/6 0:00
337,1,6,5.4,0,3.8,0.7743,464,2.1,2024/2/6 1:00
338,1,7,5.8,0,4.1,0.779566667,465,1.9,2024/2/6 2:00
339,1,8,5.7,0,4.4,0.766683333,469,1.8,2024/2/6 3:00
340,1,9,5.3,0,4.4,0.751233333,465,1.5,2024/2/6 4:00
341,1,10,3.9,0,4.1,0.79285,461,1.2,2024/2/6 5:00
342,1,1,4.3,0,3.8,0.7727,461,1.4,2024/2/6 6:00
343,1,2,4.3,92,3.6,0.787616667,460,1.6,2024/2/6 7:00
344,1,3,6.8,519,3.7,0.6597,457,2,2024/2/6 8:00
345,1,4,9.0,813,4.9,0.594271186,459,3.3,2024/2/6 9:00
346,1,5,9.4,843,8.7,0.600254237,464,2.8,2024/2/6 10:00
347,1,6,10.1,788,10.1,0.543566667,453,3.1,2024/2/6 11:00
348,1,7,9.7,959,10.6,0.553283333,452,3.8,2024/2/6 12:00
349,1,8,9.5,1033,10.9,0.579666667,454,4.1,2024/2/6 13:00
350,1,9,8.9,917,10.8,0.600216667,457,3.4,2024/2/6 14:00
351,1,10,9.0,422,10.4,0.62065,455,2.2,2024/2/6 15:00
352,1,11,9.1,208,10.1,0.55485,453,2.8,2024/2/6 16:00
353,1,12,8.1,12,9.5,0.503816667,452,4.2,2024/2/6 17:00
354,1,13,7.1,0,8.5,0.5567,453,2.5,2024/2/6 18:00
355,1,14,6.4,0,7.6,0.5693,454,2.1,2024/2/6 19:00
356,1,15,5.8,0,6.7,0.587866667,458,1.1,2024/2/6 20:00
357,1,16,4.3,0,6.0,0.625366667,460,1,2024/2/6 21:00
358,1,17,3.3,0,5.3,0.689383333,459,1.3,2024/2/6 22:00
359,1,18,2.3,0,4.6,0.714983333,460,1.5,2024/2/6 23:00
360,1,19,1.9,0,3.9,0.763666667,466,0.7,2024/2/7 0:00
361,1,20,3.2,0,3.4,0.76605,486,1.1,2024/2/7 1:00
