t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,
1884,1,8,16.3,2114,23.4,0.4045,482,2.5,2024/4/10 12:00
1885,1,9,16.5,1949,22.1,0.43895,482,1.4,2024/4/10 13:00
1886,1,10,16.9,1656,21.2,0.441866667,480,1.3,2024/4/10 14:00
1887,1,11,16.9,1210,21.0,0.42585,483,2.3,2024/4/10 15:00
1888,1,12,16.1,605,20.9,0.461116667,482,2,2024/4/10 16:00
1889,1,13,15.0,177,20.1,0.504633333,483,1.3,2024/4/10 17:00
1890,1,14,14.3,12,19.0,0.57285,488,2.1,2024/4/10 18:00
1891,1,15,14.0,0,17.8,0.61175,486,1.2,2024/4/10 19:00
1892,1,16,13.7,0,16.7,0.634833333,486,2.2,2024/4/10 20:00
1893,1,17,13.5,0,15.7,0.603083333,485,1,2024/4/10 21:00
1894,1,18,12.4,0,14.7,0.60355,489,1.8,2024/4/10 22:00
1895,1,19,12.0,0,13.7,0.58795,499,0.4,2024/4/10 23:00
1896,1,20,12.0,0,12.9,0.605883333,506,1.6,2024/4/11 0:00
1897,1,21,11.9,0,12.1,0.630683333,513,1.8,2024/4/11 1:00
1898,1,22,13.0,0,11.7,0.59235,526,1.8,2024/4/11 2:00
1899,1,23,12.7,0,11.6,0.650616667,527,2,2024/4/11 3:00
1900,1,24,11.9,0,11.2,0.709033333,518,1.5,2024/4/11 4:00
1901,1,1,11.2,24,10.7,0.7553,523,2.1,2024/4/11 5:00
1902,1,2,12.7,251,10.6,0.7126,522,2.2,2024/4/11 6:00
1903,1,3,14.8,599,11.4,0.608716667,506,1.7,2024/4/11 7:00
1904,1,4,17.5,898,13.2,0.512466667,490,1.8,2024/4/11 8:00
1905,1,5,19.2,1094,18.0,0.454933333,479,2.1,2024/4/11 9:00
1906,1,6,21.3,1558,22.4,0.39385,470,1.8,2024/4/11 10:00
1907,1,7,22.3,1901,25.7,0.366683333,471,2.3,2024/4/11 11:00
1908,1,8,21.2,1913,26.0,0.4103,478,2.5,2024/4/11 12:00
1909,1,9,21.1,1754,25.6,0.420733333,476,4.1,2024/4/11 13:00
1910,1,10,20.2,1155,25.1,0.471116667,476,3.6,2024/4/11 14:00
1911,1,1,19.1,208,24.1,0.488666667,476,1.6,2024/4/11 15:00
1912,1,2,18.2,73,22.7,0.505,475,3.4,2024/4/11 16:00
1913,1,3,17.4,55,21.5,0.530416667,477,2.7,2024/4/11 17:00
1914,1,4,16.7,6,20.4,0.62605,484,1.1,2024/4/11 18:00
1915,1,5,15.9,0,19.3,0.678866667,490,1.1,2024/4/11 19:00
1916,1,6,16.0,0,18.3,0.689383333,494,2.6,2024/4/11 20:00
1917,1,7,16.9,0,17.6,0.55405,493,1.7,2024/4/11 21:00
1918,1,8,16.4,0,16.9,0.568816667,491,2,2024/4/11 22:00
1919,1,9,16.1,0,16.2,0.574016667,490,1.8,2024/4/11 23:00
1920,1,10,15.8,0,15.7,0.55965,490,3.1,2024/4/12 0:00
1921,1,11,15.0,0,15.1,0.610916667,496,2.2,2024/4/12 1:00
1922,1,12,14.0,0,14.3,0.698133333,498,2.6,2024/4/12 2:00
1923,1,13,13.9,0,13.7,0.715733333,499,2.8,2024/4/12 3:00
1924,1,14,13.6,0,13.1,0.732683333,503,2.2,2024/4/12 4:00
1925,1,15,13.4,31,12.7,0.76225,507,3.2,2024/4/12 5:00
1926,1,16,14.2,257,12.5,0.743183333,504,3.4,2024/4/12 6:00
1927,1,17,16.7,709,12.9,0.643416667,497,3.3,2024/4/12 7:00
1928,1,18,19.4,1082,14.8,0.538566667,487,2,2024/4/12 8:00
1929,1,19,21.2,1461,22.5,0.484516667,484,2.3,2024/4/12 9:00
1930,1,20,23.0,1876,28.7,0.416533333,476,3.6,2024/4/12 10:00
1931,1,21,25.1,2017,30.3,0.35085,468,1.8,2024/4/12 11:00
1932,1,22,26.6,2145,30.2,0.312583333,466,3.5,2024/4/12 12:00
1933,1,23,24.6,1998,30.0,0.399083333,471,2.8,2024/4/12 13:00
1934,1,24,21.9,1681,28.7,0.515833333,480,3.4,2024/4/12 14:00
1935,1,1,21.7,1253,28.0,0.4994,477,2.3,2024/4/12 15:00
1936,1,2,20.7,746,27.3,0.533116667,475,1.2,2024/4/12 16:00
1937,1,3,19.3,269,26.4,0.599283333,479,3.2,2024/4/12 17:00
1938,1,4,19.2,18,25.0,0.55445,480,3.3,2024/4/12 18:00
1939,1,5,20.1,0,23.6,0.3772,473,5.2,2024/4/12 19:00
1940,1,6,19.1,0,22.3,0.350183333,471,2.7,2024/4/12 20:00
1941,1,7,17.9,0,20.8,0.405916667,477,2,2024/4/12 21:00
1942,1,8,16.7,0,19.4,0.4802,483,1.8,2024/4/12 22:00
1943,1,9,15.7,0,18.1,0.5381,494,1.2,2024/4/12 23:00
1944,1,10,15.8,0,17.0,0.549133333,490,1.9,2024/4/13 0:00
1945,1,1,15.6,0,16.2,0.549283333,486,2.4,2024/4/13 1:00
1946,1,2,14.8,0,15.4,0.57305,497,2.6,2024/4/13 2:00
1947,1,3,14.3,0,14.5,0.620183333,504,1.8,2024/4/13 3:00
1948,1,4,14.8,0,13.9,0.568316667,493,2.4,2024/4/13 4:00
1949,1,5,14.2,18,13.4,0.58965,497,1.6,2024/4/13 5:00
1950,1,6,14.4,281,13.2,0.685833333,507,1.2,2024/4/13 6:00
1951,1,7,15.3,691,13.6,0.67345,511,1.5,2024/4/13 7:00
1952,1,8,16.8,1247,15.0,0.655683333,508,0.9,2024/4/13 8:00
1953,1,9,18.2,1540,22.8,0.576433333,503,1.1,2024/4/13 9:00
1954,1,10,19.2,1528,27.8,0.54825,502,1.7,2024/4/13 10:00
1955,1,11,19.8,1821,28.0,0.534333333,500,2,2024/4/13 11:00
1956,1,12,21.2,2096,27.8,0.473416667,493,1.4,2024/4/13 12:00
1957,1,13,21.8,1894,27.6,0.457766667,486,1.9,2024/4/13 13:00
1958,1,14,21.4,1412,27.1,0.451583333,483,3.2,2024/4/13 14:00
1959,1,15,21.8,1051,26.4,0.377866667,474,3.6,2024/4/13 15:00
1960,1,16,21.2,697,26.0,0.489683333,477,3.2,2024/4/13 16:00
1961,1,17,19.7,269,25.5,0.581566667,479,3.1,2024/4/13 17:00
1962,1,18,18.9,31,23.8,0.577783333,480,2.4,2024/4/13 18:00
1963,1,19,17.5,0,21.9,0.69675,484,3.3,2024/4/13 19:00
1964,1,20,16.8,0,20.5,0.736116667,492,1.8,2024/4/13 20:00
1965,1,21,16.4,0,19.2,0.765466667,495,1,2024/4/13 21:00
1966,1,22,15.9,0,18.0,0.792233333,494,0.7,2024/4/13 22:00
1967,1,23,15.4,0,17.0,0.812366667,496,1.5,2024/4/13 23:00
1968,1,24,14.5,0,16.1,0.8464,503,1,2024/4/14 0:00
1969,1,1,14.1,0,15.2,0.867716667,510,0.6,2024/4/14 1:00
1970,1,2,13.9,0,14.4,0.878716667,514,0.4,2024/4/14 2:00
1971,1,3,14.1,0,13.8,0.855833333,518,1.1,2024/4/14 3:00
1972,1,4,14.3,0,13.3,0.815866667,529,1.5,2024/4/14 4:00
1973,1,5,13.6,24,12.8,0.7925,542,1.7,2024/4/14 5:00
1974,1,6,14.4,312,12.6,0.7478,539,1.2,2024/4/14 6:00
1975,1,7,17.3,770,13.1,0.668716667,527,1.1,2024/4/14 7:00
1976,1,8,20.0,1222,15.1,0.581166667,524,1,2024/4/14 8:00
1977,1,9,20.2,1607,25.0,0.58765,520,1.2,2024/4/14 9:00
1978,1,10,21.2,1882,30.8,0.579183333,494,1.3,2024/4/14 10:00
1979,1,1,21.8,2041,30.7,0.557833333,494,3,2024/4/14 11:00
1980,1,2,22.3,2053,29.6,0.53145,493,2.8,2024/4/14 12:00
1981,1,3,22.5,1913,28.4,0.523216667,489,4,2024/4/14 13:00
1982,1,4,22.3,1638,27.2,0.54985,482,4.2,2024/4/14 14:00
1983,1,5,22.4,1234,27.2,0.538783333,476,2.4,2024/4/14 15:00
1984,1,6,21.4,770,26.7,0.571933333,477,2.3,2024/4/14 16:00
1985,1,7,19.4,263,25.5,0.677816667,484,2.4,2024/4/14 17:00
1986,1,8,17.9,18,23.6,0.7651,494,2.7,2024/4/14 18:00
1987,1,9,17.4,0,21.9,0.80025,496,1.7,2024/4/14 19:00
1988,1,10,16.9,0,20.5,0.847033333,509,1.6,2024/4/14 20:00
1989,1,11,16.5,0,19.3,0.8713,515,1.6,2024/4/14 21:00
1990,1,12,16.2,0,18.3,0.879779661,515,0.5,2024/4/14 22:00
1991,1,13,16.2,0,17.5,0.884233333,514,0.6,2024/4/14 23:00
1992,1,14,16.4,0,16.8,0.878666667,509,1,2024/4/15 0:00
1993,1,15,15.8,0,16.3,0.89335,514,1.2,2024/4/15 1:00
1994,1,16,15.2,0,15.7,0.899566667,516,0.6,2024/4/15 2:00
1995,1,17,15.2,0,15.1,0.908508475,532,1.2,2024/4/15 3:00
1996,1,18,15.5,0,14.8,0.8815,544,0.7,2024/4/15 4:00
1997,1,19,15.8,24,14.4,0.842666667,550,1.3,2024/4/15 5:00
1998,1,20,16.3,269,14.5,0.825083333,556,2.7,2024/4/15 6:00
1999,1,21,18.2,550,15.6,0.73825,541,3.2,2024/4/15 7:00
2000,1,22,19.3,978,17.7,0.647116667,527,1,2024/4/15 8:00
2001,1,23,19.8,1198,22.5,0.618833333,527,1.6,2024/4/15 9:00
2002,1,24,20.9,1601,27.7,0.57115,521,2.5,2024/4/15 10:00
2003,1,1,21.8,1668,28.3,0.518216667,497,2.1,2024/4/15 11:00
2004,1,2,22.0,1827,28.4,0.53665,492,3.3,2024/4/15 12:00
2005,1,3,21.5,1161,28.1,0.597916667,488,3.1,2024/4/15 13:00
2006,1,4,20.6,1137,27.4,0.654966667,480,3.7,2024/4/15 14:00
2007,1,5,19.8,574,25.7,0.6837,481,2.1,2024/4/15 15:00
2008,1,6,19.7,342,24.5,0.6904,483,1.9,2024/4/15 16:00
2009,1,7,19.2,128,23.1,0.70805,489,1.2,2024/4/15 17:00
2010,1,8,20.2,6,21.9,0.63925,487,0.8,2024/4/15 18:00
2011,1,9,19.9,0,21.1,0.59175,483,1.6,2024/4/15 19:00
2012,1,10,20.5,0,20.4,0.53605,494,1.7,2024/4/15 20:00
2013,1,1,20.9,0,20.0,0.402283333,487,1.5,2024/4/15 21:00
2014,1,2,20.4,0,19.6,0.41675,477,1.5,2024/4/15 22:00
2015,1,3,19.8,0,19.0,0.480466667,481,2,2024/4/15 23:00
2016,1,4,19.5,0,18.5,0.50305,485,1.5,2024/4/16 0:00
2017,1,5,19.5,0,18.1,0.516416667,486,0.7,2024/4/16 1:00
2018,1,6,19.2,0,17.9,0.5352,489,1.3,2024/4/16 2:00
2019,1,7,18.9,0,17.6,0.542266667,491,1.2,2024/4/16 3:00
2020,1,8,18.8,0,17.3,0.562083333,488,1.5,2024/4/16 4:00
2021,1,9,18.3,24,16.9,0.565783333,490,1.2,2024/4/16 5:00
2022,1,10,18.8,159,16.9,0.591016667,496,1.6,2024/4/16 6:00
2023,1,11,20.0,391,17.7,0.61275,496,1.8,2024/4/16 7:00
2024,1,12,21.6,581,19.6,0.53605,485,1.5,2024/4/16 8:00
2025,1,13,23.5,807,22.4,0.469033333,473,2.3,2024/4/16 9:00
2026,1,14,24.7,1021,26.0,0.437483333,474,2.2,2024/4/16 10:00
2027,1,15,24.0,1057,28.0,0.4996,479,2.3,2024/4/16 11:00
2028,1,16,24.7,1619,29.0,0.466633333,479,2.7,2024/4/16 12:00
2029,1,17,23.4,1846,29.2,0.5714,472,4.1,2024/4/16 13:00
2030,1,18,21.6,1442,28.7,0.65725,472,3.7,2024/4/16 14:00
2031,1,19,20.0,581,27.6,0.723116667,476,3.3,2024/4/16 15:00
2032,1,20,19.8,312,26.6,0.72145,476,1.2,2024/4/16 16:00
2033,1,21,20.7,183,25.7,0.689083333,476,1.4,2024/4/16 17:00
2034,1,22,19.5,12,24.2,0.735716667,483,1.8,2024/4/16 18:00
2035,1,23,18.2,0,22.5,0.787266667,482,2.2,2024/4/16 19:00
2036,1,24,18.4,0,21.2,0.7659,481,1,2024/4/16 20:00
2037,1,1,18.5,0,20.2,0.740183333,488,1.7,2024/4/16 21:00
2038,1,2,17.4,0,19.3,0.80335,490,1.2,2024/4/16 22:00
2039,1,3,17.1,0,18.5,0.815766667,490,1.6,2024/4/16 23:00
2040,1,4,17.9,0,18.0,0.77635,506,0.9,2024/4/17 0:00
2041,1,5,18.1,0,17.9,0.776816667,505,1.8,2024/4/17 1:00
2042,1,6,17.7,0,17.7,0.828383333,510,1.9,2024/4/17 2:00
2043,1,7,16.7,0,17.2,0.9239,508,0.8,2024/4/17 3:00
2044,1,8,16.9,0,17.0,0.925,512,0.4,2024/4/17 4:00
2045,1,9,17.3,0,16.9,0.9214,522,0.8,2024/4/17 5:00
2046,1,10,17.9,141,17.0,0.9006,524,1.1,2024/4/17 6:00
2047,1,1,19.2,416,17.6,0.857066667,518,0.8,2024/4/17 7:00
2048,1,2,19.7,843,19.0,0.793066667,511,1.5,2024/4/17 8:00
2049,1,3,20.7,1241,25.8,0.764,514,1.6,2024/4/17 9:00
2050,1,4,21.6,1846,31.6,0.714833333,503,3,2024/4/17 10:00
2051,1,5,22.6,2041,31.5,0.660483333,499,2.1,2024/4/17 11:00
2052,1,6,23.3,2004,30.0,0.613533333,493,1.6,2024/4/17 12:00
2053,1,7,24.0,1839,29.1,0.556766667,483,3,2024/4/17 13:00
2054,1,8,23.3,1399,28.3,0.528216667,479,1.7,2024/4/17 14:00
2055,1,9,22.4,807,27.4,0.565166667,482,2.8,2024/4/17 15:00
2056,1,10,21.4,422,26.7,0.670416667,489,1.8,2024/4/17 16:00
2057,1,11,21.1,141,25.5,0.577266667,484,3.8,2024/4/17 17:00
2058,1,12,21.0,6,24.0,0.532533333,486,3.7,2024/4/17 18:00
2059,1,13,21.4,0,22.7,0.391816667,479,2.8,2024/4/17 19:00
2060,1,14,20.7,0,21.6,0.36195,478,2.7,2024/4/17 20:00
2061,1,15,20.1,0,20.5,0.380566667,481,2.3,2024/4/17 21:00
2062,1,16,19.5,0,19.5,0.390366667,481,2.2,2024/4/17 22:00
2063,1,17,19.0,0,18.6,0.4116,486,2.3,2024/4/17 23:00
2064,1,18,18.6,0,17.9,0.4217,484,2.9,2024/4/18 0:00
2065,1,19,18.1,0,17.3,0.442466667,486,2.7,2024/4/18 1:00
2066,1,20,17.7,0,16.7,0.469416667,491,2.3,2024/4/18 2:00
2067,1,21,17.5,0,16.3,0.467283333,491,2.5,2024/4/18 3:00
2068,1,22,17.4,0,16.0,0.449516667,490,3,2024/4/18 4:00
2069,1,23,17.3,18,15.8,0.43915,486,3.3,2024/4/18 5:00
2070,1,24,17.6,134,15.8,0.44675,485,2.8,2024/4/18 6:00
2071,1,1,18.1,275,16.3,0.4522,488,3,2024/4/18 7:00
2072,1,2,19.0,501,17.3,0.4358,489,2.3,2024/4/18 8:00
2073,1,3,19.4,513,18.5,0.4367,492,3.2,2024/4/18 9:00
2074,1,4,20.2,629,19.5,0.403416667,483,3.3,2024/4/18 10:00
2075,1,5,21.4,746,21.0,0.382433333,476,2.9,2024/4/18 11:00
2076,1,6,22.6,1008,22.7,0.362583333,471,3.8,2024/4/18 12:00
2077,1,7,22.1,672,24.0,0.384366667,468,4.1,2024/4/18 13:00
2078,1,8,22.0,513,23.9,0.389066667,464,3.5,2024/4/18 14:00
2079,1,9,22.2,501,24.0,0.386116667,462,5.1,2024/4/18 15:00
2080,1,10,20.9,361,23.6,0.385666667,465,4.7,2024/4/18 16:00
2081,1,1,20.7,367,22.9,0.3844,467,5.3,2024/4/18 17:00
2082,1,2,18.3,37,21.4,0.452366667,475,4.7,2024/4/18 18:00
2083,1,3,16.6,0,19.4,0.51115,480,4.8,2024/4/18 19:00
2084,1,4,15.8,0,17.9,0.54235,484,3.1,2024/4/18 20:00
2085,1,5,15.0,0,16.6,0.602866667,487,3,2024/4/18 21:00
2086,1,6,14.4,0,15.4,0.630183333,489,1.5,2024/4/18 22:00
2087,1,7,14.1,0,14.5,0.6101,489,2.3,2024/4/18 23:00
2088,1,8,13.7,0,13.7,0.640066667,491,2.9,2024/4/19 0:00
2089,1,9,13.6,0,13.1,0.64345,493,1.6,2024/4/19 1:00
2090,1,10,13.6,0,12.6,0.647683333,493,2.9,2024/4/19 2:00
2091,1,11,13.4,0,12.1,0.660133333,493,1.8,2024/4/19 3:00
2092,1,12,13.7,0,11.7,0.655416667,492,3.2,2024/4/19 4:00
2093,1,13,13.9,37,11.4,0.677716667,494,1.8,2024/4/19 5:00
2094,1,14,14.5,342,11.7,0.689766667,500,1.4,2024/4/19 6:00
2095,1,15,15.5,801,12.4,0.625833333,495,2.5,2024/4/19 7:00
2096,1,16,16.4,1234,14.7,0.588633333,493,2,2024/4/19 8:00
2097,1,17,17.5,1650,24.4,0.513633333,489,1.7,2024/4/19 9:00
2098,1,18,17.9,1931,26.9,0.488166667,485,2.5,2024/4/19 10:00
2099,1,19,18.9,2072,25.0,0.454067797,485,3.1,2024/4/19 11:00
2100,1,20,20.0,2090,24.0,0.442933333,481,3.7,2024/4/19 12:00
2101,1,21,21.2,1943,23.6,0.405533333,481,4.5,2024/4/19 13:00
2102,1,22,22.3,1668,23.6,0.349355932,479,4.2,2024/4/19 14:00
2103,1,23,22.4,1277,24.0,0.342033333,475,4.3,2024/4/19 15:00
2104,1,24,22.4,794,24.2,0.333666667,471,3.2,2024/4/19 16:00
2105,1,1,21.8,324,24.0,0.350266667,472,2.5,2024/4/19 17:00
2106,1,2,19.9,31,22.9,0.4275,479,1.1,2024/4/19 18:00
2107,1,3,20.2,0,21.4,0.35825,477,1.2,2024/4/19 19:00
2108,1,4,19.6,0,20.2,0.378983333,480,1.1,2024/4/19 20:00
2109,1,5,17.6,0,18.9,0.532233333,489,0.8,2024/4/19 21:00
2110,1,6,17.8,0,17.7,0.539616667,490,1.1,2024/4/19 22:00
2111,1,7,16.9,0,16.9,0.66665,490,0.7,2024/4/19 23:00
2112,1,8,16.2,0,16.0,0.755066667,496,0.9,2024/4/20 0:00
2113,1,9,15.6,0,15.2,0.828583333,499,1.2,2024/4/20 1:00
2114,1,10,14.7,0,14.4,0.846683333,513,1.6,2024/4/20 2:00
2115,1,1,14.7,0,13.8,0.846116667,523,1.9,2024/4/20 3:00
2116,1,2,15.0,0,13.4,0.749516667,531,1,2024/4/20 4:00
2117,1,3,14.5,37,12.9,0.669733333,545,2.2,2024/4/20 5:00
2118,1,4,15.5,361,12.8,0.657816667,545,1.4,2024/4/20 6:00
2119,1,5,17.6,758,14.0,0.580366667,549,0.2,2024/4/20 7:00
2120,1,6,19.0,1045,16.9,0.550633333,549,0.7,2024/4/20 8:00
2121,1,7,20.2,1601,26.7,0.529033333,529,1,2024/4/20 9:00
2122,1,8,21.3,1894,32.0,0.516366667,522,1.5,2024/4/20 10:00
2123,1,9,20.5,849,29.9,0.562616667,520,1.6,2024/4/20 11:00
2124,1,10,20.6,953,26.9,0.570616667,524,1.8,2024/4/20 12:00
2125,1,11,20.8,892,26.5,0.543683333,516,1.8,2024/4/20 13:00
2126,1,12,21.3,990,26.7,0.541116667,503,2.1,2024/4/20 14:00
2127,1,13,21.0,556,25.9,0.520566667,504,1.9,2024/4/20 15:00
2128,1,14,19.9,208,24.5,0.53455,508,2.6,2024/4/20 16:00
2129,1,15,19.5,55,22.8,0.569216667,506,2.4,2024/4/20 17:00
2130,1,16,19.3,6,21.5,0.5751,503,0.9,2024/4/20 18:00
2131,1,17,19.4,0,20.5,0.5464,494,1.4,2024/4/20 19:00
2132,1,18,18.6,0,19.6,0.71765,496,1.4,2024/4/20 20:00
2133,1,19,18.6,0,19.0,0.729683333,497,1.4,2024/4/20 21:00
2134,1,20,18.2,0,18.5,0.769516667,497,1.2,2024/4/20 22:00
2135,1,21,18.5,0,18.1,0.734566667,495,1.9,2024/4/20 23:00
2136,1,22,19.1,0,17.9,0.663216667,496,1.3,2024/4/21 0:00
2137,1,23,18.9,0,17.9,0.7012,505,0.7,2024/4/21 1:00
2138,1,24,17.5,0,17.5,0.83675,509,0.9,2024/4/21 2:00
2139,1,1,18.1,0,17.1,0.778833333,513,0.6,2024/4/21 3:00
2140,1,2,19.2,0,17.1,0.670233333,505,2,2024/4/21 4:00
2141,1,3,19.0,12,17.2,0.671,507,1.2,2024/4/21 5:00
2142,1,4,19.0,73,17.3,0.66655,501,2.1,2024/4/21 6:00
2143,1,5,19.3,165,17.7,0.667766667,502,2.2,2024/4/21 7:00
2144,1,6,18.0,165,17.9,0.792283333,496,1.1,2024/4/21 8:00
2145,1,7,17.4,281,17.9,0.877816667,501,2.1,2024/4/21 9:00
2146,1,8,17.3,251,18.2,0.895916667,515,2.5,2024/4/21 10:00
2147,1,9,17.7,397,18.5,0.903616667,520,3.1,2024/4/21 11:00
2148,1,10,17.5,177,18.8,0.911833333,533,3.3,2024/4/21 12:00
2149,1,1,17.4,196,18.6,0.928916667,531,3.2,2024/4/21 13:00
2150,1,1,17.7,147,18.4,0.925133333,524,4,2024/4/21 14:00
2151,1,2,17.6,98,18.3,0.914316667,532,4.1,2024/4/21 15:00
2152,1,3,17.3,67,17.9,0.912366667,531,3.7,2024/4/21 16:00
2153,1,4,17.0,24,17.4,0.9257,539,3.6,2024/4/21 17:00
2154,1,5,16.9,0,17.1,0.930633333,537,3.5,2024/4/21 18:00
2155,1,6,17.0,0,16.8,0.920366667,540,3.4,2024/4/21 19:00
2156,1,7,17.2,0,16.6,0.90135,539,3.6,2024/4/21 20:00
2157,1,8,17.2,0,16.5,0.886816667,539,3.6,2024/4/21 21:00
2158,1,9,17.0,0,16.3,0.897866667,538,3.3,2024/4/21 22:00
2159,1,10,17.0,0,16.2,0.89115,533,3.5,2024/4/21 23:00
2160,1,11,17.0,0,16.0,0.870966667,536,3.8,2024/4/22 0:00
2161,1,12,17.3,0,15.9,0.855383333,534,4.4,2024/4/22 1:00
2162,1,13,17.5,0,15.9,0.846366667,532,3.4,2024/4/22 2:00
2163,1,14,17.6,0,16.0,0.84275,531,3.6,2024/4/22 3:00
2164,1,15,17.7,0,16.0,0.840416667,530,3.6,2024/4/22 4:00
2165,1,16,17.8,31,16.0,0.833583333,529,3.2,2024/4/22 5:00
2166,1,17,18.7,153,16.4,0.8032,529,3.3,2024/4/22 6:00
2167,1,18,19.7,483,17.3,0.766833333,525,3.2,2024/4/22 7:00
2168,1,19,21.7,1332,20.3,0.696733333,514,3.6,2024/4/22 8:00
2169,1,20,19.9,1253,23.2,0.762966667,527,1.6,2024/4/22 9:00
2170,1,21,20.9,1241,24.4,0.709966667,526,2.9,2024/4/22 10:00
2171,1,22,22.0,813,26.2,0.667116667,524,0.7,2024/4/22 11:00
2172,1,23,22.0,1100,26.8,0.663066667,519,2.3,2024/4/22 12:00
2173,1,24,21.3,947,26.6,0.69195,514,4.5,2024/4/22 13:00
2174,1,1,19.9,464,25.2,0.763483333,518,2.3,2024/4/22 14:00
2175,1,2,19.7,189,23.9,0.76375,518,1.7,2024/4/22 15:00
2176,1,3,19.5,110,22.6,0.770216667,519,2.7,2024/4/22 16:00
2177,1,4,19.4,55,21.6,0.784233333,519,2,2024/4/22 17:00
2178,1,5,19.6,6,20.7,0.782666667,520,1.2,2024/4/22 18:00
2179,1,6,19.0,0,20.0,0.814866667,524,0.7,2024/4/22 19:00
2180,1,7,18.7,0,19.5,0.8168,521,1.8,2024/4/22 20:00
2181,1,8,18.9,0,19.1,0.814216667,522,2.4,2024/4/22 21:00
2182,1,9,19.1,0,18.9,0.8263,531,3.6,2024/4/22 22:00
2183,1,10,18.2,0,18.5,0.89275,532,3.8,2024/4/22 23:00
