t,air_temperature,humidity,ambient_CO2,Wind,PARi,,date
819,31.7,0.6,430,3.7,1260,,2023/8/26 15:00
820,30.8,0.64,430,4.2,771.8,,2023/8/26 16:00
821,30,0.71,430,3.8,546,,2023/8/26 17:00
822,28.9,0.78,430,2.8,152.3,,2023/8/26 18:00
823,28.2,0.72,430,2.3,0,,2023/8/26 19:00
824,27.5,0.76,430,2.5,0,,2023/8/26 20:00
825,24.9,0.91,430,0.9,0,,2023/8/26 21:00
826,24.5,0.94,430,1,0,,2023/8/26 22:00
827,25.2,0.92,430,1.8,0,,2023/8/26 23:00
828,25.1,0.92,430,1.3,0,,2023/8/27 0:00
829,24.8,0.94,430,1.7,0,,2023/8/27 1:00
830,25.3,0.91,430,1.6,0,,2023/8/27 2:00
831,23.8,0.95,430,3,0,,2023/8/27 3:00
832,23.7,0.98,430,1,0,,2023/8/27 4:00
833,23.8,0.99,430,1.8,0,,2023/8/27 5:00
834,23.9,0.99,430,1.4,36.8,,2023/8/27 6:00
835,25.9,0.91,430,1.8,351.8,,2023/8/27 7:00
836,27.2,0.87,430,1.9,703.5,,2023/8/27 8:00
837,28.2,0.81,430,2.5,945,,2023/8/27 9:00
838,29,0.74,430,2.8,1223.3,,2023/8/27 10:00
839,29.9,0.69,430,3.3,924,,2023/8/27 11:00
840,28.4,0.73,430,2.4,1050,,2023/8/27 12:00
841,28.1,0.78,430,1.8,551.3,,2023/8/27 13:00
842,30.1,0.66,430,3.1,824.3,,2023/8/27 14:00
843,29,0.67,430,3.3,840,,2023/8/27 15:00
844,29.4,0.68,430,3.1,903,,2023/8/27 16:00
845,27.7,0.76,430,3.1,451.5,,2023/8/27 17:00
846,26.9,0.79,430,2.3,115.5,,2023/8/27 18:00
847,26.5,0.82,430,2.6,0,,2023/8/27 19:00
848,25.7,0.86,430,2.1,0,,2023/8/27 20:00
849,25.5,0.87,430,1.4,0,,2023/8/27 21:00
850,25.5,0.86,430,1.8,0,,2023/8/27 22:00
851,24.7,0.9,430,1.4,0,,2023/8/27 23:00
852,24.2,0.93,430,1.3,0,,2023/8/28 0:00
853,24.8,0.89,430,1.4,0,,2023/8/28 1:00
854,24.5,0.91,430,1.8,0,,2023/8/28 2:00
855,24.7,0.91,430,1.9,0,,2023/8/28 3:00
856,24,0.93,430,1.5,0,,2023/8/28 4:00
857,24.4,0.92,430,1.3,0,,2023/8/28 5:00
858,25.2,0.91,430,1.4,52.5,,2023/8/28 6:00
859,27.4,0.81,430,1.5,336,,2023/8/28 7:00
860,28.9,0.73,430,2.6,666.8,,2023/8/28 8:00
861,29.9,0.68,430,2.1,829.5,,2023/8/28 9:00
862,30.6,0.69,430,2.2,834.8,,2023/8/28 10:00
863,30.8,0.67,430,3.7,824.3,,2023/8/28 11:00
864,33,0.66,430,2.2,1249.5,,2023/8/28 12:00
865,33.3,0.56,430,2.1,1428,,2023/8/28 13:00
866,33.4,0.55,430,2,1123.5,,2023/8/28 14:00
867,33.2,0.57,430,3.5,850.5,,2023/8/28 15:00
868,32.4,0.58,430,3.9,693,,2023/8/28 16:00
869,30.6,0.68,430,4,183.8,,2023/8/28 17:00
870,29.7,0.71,430,2.9,57.8,,2023/8/28 18:00
871,28.9,0.76,430,2.8,5.3,,2023/8/28 19:00
872,28.2,0.79,430,2.4,0,,2023/8/28 20:00
873,27.8,0.82,430,2.4,0,,2023/8/28 21:00
874,26.8,0.88,430,1.6,0,,2023/8/28 22:00
875,25.6,0.94,430,1.3,0,,2023/8/28 23:00
876,26.4,0.86,430,1.5,0,,2023/8/29 0:00
877,25.6,0.88,430,1.5,0,,2023/8/29 1:00
878,25.3,0.89,430,1.4,0,,2023/8/29 2:00
879,24.3,0.95,430,1.2,0,,2023/8/29 3:00
880,24.9,0.92,430,1.6,0,,2023/8/29 4:00
881,24.2,0.96,430,1.1,0,,2023/8/29 5:00
882,24.6,0.96,430,1,63,,2023/8/29 6:00
883,27.1,0.84,430,0.7,351.8,,2023/8/29 7:00
884,28.6,0.79,430,0.6,719.3,,2023/8/29 8:00
885,29,0.76,430,1,745.5,,2023/8/29 9:00
886,30,0.74,430,1.5,682.5,,2023/8/29 10:00
887,31.3,0.7,430,1.7,1254.8,,2023/8/29 11:00
888,33.4,0.61,430,2.5,1228.5,,2023/8/29 12:00
889,34.2,0.58,430,3.2,1485.8,,2023/8/29 13:00
890,34.9,0.55,430,3.1,1380.8,,2023/8/29 14:00
891,34.1,0.51,430,4.1,1207.5,,2023/8/29 15:00
892,33.6,0.47,430,2.8,887.3,,2023/8/29 16:00
893,32.3,0.49,430,2.6,519.8,,2023/8/29 17:00
894,30.5,0.57,430,2.3,162.8,,2023/8/29 18:00
895,29.2,0.62,430,2.6,5.3,,2023/8/29 19:00
896,28.4,0.78,430,2.5,0,,2023/8/29 20:00
897,27.4,0.75,430,2.6,0,,2023/8/29 21:00
898,25.6,0.85,430,1.5,0,,2023/8/29 22:00
899,25.3,0.86,430,2,0,,2023/8/29 23:00
900,25.5,0.86,430,2,0,,2023/8/30 0:00
901,24.9,0.89,430,1.5,0,,2023/8/30 1:00
902,23.4,0.97,430,1.2,0,,2023/8/30 2:00
903,24.1,0.93,430,1.6,0,,2023/8/30 3:00
904,24.4,0.93,430,1.6,0,,2023/8/30 4:00
905,23.5,0.95,430,1,0,,2023/8/30 5:00
906,24.2,0.97,430,1.1,68.3,,2023/8/30 6:00
907,26.6,0.87,430,1.8,362.3,,2023/8/30 7:00
908,28.9,0.79,430,1.7,761.3,,2023/8/30 8:00
909,30,0.74,430,1.7,845.3,,2023/8/30 9:00
910,32.1,0.62,430,2.3,1475.3,,2023/8/30 10:00
911,32,0.62,430,1.5,1470,,2023/8/30 11:00
912,32.9,0.62,430,2.8,903,,2023/8/30 12:00
913,34.1,0.57,430,2.9,1485.8,,2023/8/30 13:00
914,34.5,0.52,430,4.1,1365,,2023/8/30 14:00
915,33.5,0.56,430,3.8,1013.3,,2023/8/30 15:00
916,32.2,0.63,430,4.5,666.8,,2023/8/30 16:00
917,31.5,0.64,430,4.6,435.8,,2023/8/30 17:00
918,30.1,0.68,430,2.8,162.8,,2023/8/30 18:00
919,29.2,0.73,430,2.4,0,,2023/8/30 19:00
920,28.4,0.76,430,2.7,0,,2023/8/30 20:00
921,27.9,0.82,430,1.7,0,,2023/8/30 21:00
922,26.8,0.85,430,1.8,0,,2023/8/30 22:00
923,26.2,0.89,430,2,0,,2023/8/30 23:00
924,25.9,0.9,430,2.4,0,,2023/8/31 0:00
925,25.6,0.91,430,1.9,0,,2023/8/31 1:00
926,25.3,0.93,430,2.1,0,,2023/8/31 2:00
927,25.4,0.92,430,2.1,0,,2023/8/31 3:00
928,25.1,0.93,430,2,0,,2023/8/31 4:00
929,24.6,0.96,430,1.9,0,,2023/8/31 5:00
930,24.6,0.96,430,1.7,26.3,,2023/8/31 6:00
931,26.9,0.85,430,2.9,309.8,,2023/8/31 7:00
932,29.1,0.77,430,3,761.3,,2023/8/31 8:00
933,30.5,0.66,430,3.5,1118.3,,2023/8/31 9:00
934,31.6,0.59,430,4.4,1422.8,,2023/8/31 10:00
935,32.7,0.5,430,3.7,1548.8,,2023/8/31 11:00
936,33,0.46,430,3.3,1648.5,,2023/8/31 12:00
937,33.6,0.4,430,4.1,1674.8,,2023/8/31 13:00
938,34.1,0.39,430,4.6,1522.5,,2023/8/31 14:00
939,33.4,0.45,430,4,1092,,2023/8/31 15:00
940,32.1,0.48,430,3.2,756,,2023/8/31 16:00
941,30.5,0.56,430,3,194.3,,2023/8/31 17:00
942,29.3,0.63,430,2.6,89.3,,2023/8/31 18:00
943,28.6,0.68,430,2.4,0,,2023/8/31 19:00
944,27.4,0.76,430,2.2,0,,2023/8/31 20:00
945,26.7,0.81,430,2.5,0,,2023/8/31 21:00
946,26,0.86,430,2.1,0,,2023/8/31 22:00
947,25.5,0.89,430,2.1,0,,2023/8/31 23:00
948,25.1,0.92,430,2.2,0,,2023/9/1 0:00
949,24.7,0.93,430,1.8,0,,2023/9/1 1:00
950,24.8,0.93,430,2.2,0,,2023/9/1 2:00
951,24.3,0.94,430,1.8,0,,2023/9/1 3:00
952,23.8,0.97,430,1.3,0,,2023/9/1 4:00
953,23.9,0.96,430,1.9,0,,2023/9/1 5:00
954,24.2,0.96,430,1.6,57.8,,2023/9/1 6:00
955,26.6,0.88,430,1.8,362.3,,2023/9/1 7:00
956,28.8,0.73,430,2,735,,2023/9/1 8:00
957,30.5,0.64,430,2.7,1060.5,,2023/9/1 9:00
958,31.9,0.6,430,2.9,1323,,2023/9/1 10:00
959,32.3,0.56,430,4.5,1533,,2023/9/1 11:00
960,33.2,0.49,430,4.8,1653.8,,2023/9/1 12:00
961,33.5,0.43,430,4.9,1606.5,,2023/9/1 13:00
962,34.2,0.45,430,3.7,1459.5,,2023/9/1 14:00
963,33.8,0.42,430,5.2,1207.5,,2023/9/1 15:00
964,33.3,0.4,430,4.1,871.5,,2023/9/1 16:00
965,31.9,0.47,430,3,504,,2023/9/1 17:00
966,30.4,0.51,430,3.3,147,,2023/9/1 18:00
967,28.7,0.58,430,2.1,0,,2023/9/1 19:00
968,27.8,0.8,430,2.2,0,,2023/9/1 20:00
969,27.4,0.81,430,2.7,0,,2023/9/1 21:00
970,26.9,0.85,430,3,0,,2023/9/1 22:00
971,26.4,0.89,430,1.7,0,,2023/9/1 23:00
972,25.8,0.92,430,1.9,0,,2023/9/2 0:00
973,25.2,0.94,430,1.4,0,,2023/9/2 1:00
974,25,0.96,430,1.5,0,,2023/9/2 2:00
975,25.2,0.94,430,1.6,0,,2023/9/2 3:00
976,25,0.95,430,1.3,0,,2023/9/2 4:00
977,24.2,0.99,430,1.7,0,,2023/9/2 5:00
978,24.6,0.97,430,0.7,68.3,,2023/9/2 6:00
979,27.2,0.87,430,1.9,346.5,,2023/9/2 7:00
980,28.9,0.79,430,2.3,624.8,,2023/9/2 8:00
981,30,0.71,430,2.1,913.5,,2023/9/2 9:00
982,31.5,0.64,430,1.7,908.3,,2023/9/2 10:00
983,32.2,0.59,430,2.8,1349.3,,2023/9/2 11:00
984,32.7,0.53,430,2.6,1407,,2023/9/2 12:00
985,33.5,0.52,430,2.2,1391.3,,2023/9/2 13:00
986,33.6,0.53,430,1.2,1197,,2023/9/2 14:00
987,33.3,0.57,430,2.6,1065.8,,2023/9/2 15:00
988,31.7,0.61,430,4,640.5,,2023/9/2 16:00
989,30,0.68,430,4.1,283.5,,2023/9/2 17:00
990,28.7,0.72,430,3.3,115.5,,2023/9/2 18:00
991,27.8,0.76,430,2.3,0,,2023/9/2 19:00
992,27.4,0.8,430,2,0,,2023/9/2 20:00
993,26.7,0.85,430,1.9,0,,2023/9/2 21:00
994,25.9,0.89,430,1.5,0,,2023/9/2 22:00
995,25.9,0.91,430,1.8,0,,2023/9/2 23:00
996,24.5,0.96,430,1.2,0,,2023/9/3 0:00
997,25,0.95,430,1.2,0,,2023/9/3 1:00
998,24.6,0.95,430,1.8,0,,2023/9/3 2:00
999,24.8,0.94,430,1.4,0,,2023/9/3 3:00
1000,24.6,0.96,430,1.7,0,,2023/9/3 4:00
1001,24.5,0.94,430,1.1,0,,2023/9/3 5:00
1002,24.4,0.96,430,1.1,31.5,,2023/9/3 6:00
1003,26.1,0.9,430,1.7,273,,2023/9/3 7:00
1004,27.8,0.83,430,2.3,609,,2023/9/3 8:00
1005,29,0.72,430,2.3,1034.3,,2023/9/3 9:00
1006,30.5,0.66,430,2.6,1212.8,,2023/9/3 10:00
1007,31.7,0.62,430,3.3,1333.5,,2023/9/3 11:00
1008,31.1,0.62,430,3.4,1244.3,,2023/9/3 12:00
1009,31.9,0.56,430,2.4,1627.5,,2023/9/3 13:00
1010,31.8,0.57,430,3,1349.3,,2023/9/3 14:00
1011,30.9,0.6,430,3.6,1039.5,,2023/9/3 15:00
1012,29.8,0.7,430,2.6,735,,2023/9/3 16:00
1013,28.6,0.77,430,2.4,430.5,,2023/9/3 17:00
1014,27.8,0.81,430,2.9,147,,2023/9/3 18:00
1015,27.3,0.84,430,2.5,0,,2023/9/3 19:00
1016,26.9,0.87,430,2.5,0,,2023/9/3 20:00
1017,26.7,0.88,430,2.1,0,,2023/9/3 21:00
1018,26.3,0.9,430,2.1,0,,2023/9/3 22:00
1019,26.1,0.9,430,2.3,0,,2023/9/3 23:00
1020,26,0.9,430,2.6,0,,2023/9/4 0:00
1021,25,0.97,430,2.4,0,,2023/9/4 1:00
1022,25,0.98,430,1.9,0,,2023/9/4 2:00
1023,24.7,0.97,430,2.5,0,,2023/9/4 3:00
1024,24.7,0.98,430,2.1,0,,2023/9/4 4:00
1025,25.1,0.98,430,2.5,0,,2023/9/4 5:00
1026,25.1,0.98,430,2.3,15.8,,2023/9/4 6:00
1027,25,0.98,430,3.1,63,,2023/9/4 7:00
1028,25.1,0.96,430,2.9,173.3,,2023/9/4 8:00
1029,25,0.96,430,3.4,183.8,,2023/9/4 9:00
1030,25.3,0.97,430,3.6,262.5,,2023/9/4 10:00
1031,26.1,0.96,430,4.6,735,,2023/9/4 11:00
1032,26.6,0.91,430,3.1,840,,2023/9/4 12:00
1033,27.4,0.86,430,3.4,572.3,,2023/9/4 13:00
1034,27.9,0.82,430,2.5,477.8,,2023/9/4 14:00
1035,27,0.85,430,2.6,456.8,,2023/9/4 15:00
1036,27.6,0.86,430,0.9,199.5,,2023/9/4 16:00
1037,27.3,0.89,430,2.2,110.3,,2023/9/4 17:00
1038,27.1,0.88,430,2.1,68.3,,2023/9/4 18:00
1039,27,0.92,430,1.9,0,,2023/9/4 19:00
1040,27,0.92,430,2.1,0,,2023/9/4 20:00
1041,26.7,0.94,430,1.7,0,,2023/9/4 21:00
1042,26.6,0.94,430,1.8,0,,2023/9/4 22:00
1043,26.5,0.94,430,1.7,0,,2023/9/4 23:00
1044,26.1,0.95,430,0.9,0,,2023/9/5 0:00
1045,25.9,0.96,430,1.2,0,,2023/9/5 1:00
1046,25.6,0.97,430,1.8,0,,2023/9/5 2:00
1047,25.6,0.96,430,1.4,0,,2023/9/5 3:00
1048,25.2,0.98,430,1.5,0,,2023/9/5 4:00
1049,25,0.98,430,0.8,0,,2023/9/5 5:00
1050,25.7,0.97,430,0.4,26.3,,2023/9/5 6:00
1051,26.4,0.93,430,0.8,199.5,,2023/9/5 7:00
1052,28.2,0.85,430,1.5,456.8,,2023/9/5 8:00
1053,29.6,0.82,430,1.9,724.5,,2023/9/5 9:00
1054,30.8,0.73,430,2.1,824.3,,2023/9/5 10:00
1055,32.5,0.65,430,3.2,1480.5,,2023/9/5 11:00
1056,33.2,0.66,430,4,1149.8,,2023/9/5 12:00
1057,33.4,0.66,430,4.4,1312.5,,2023/9/5 13:00
1058,32.8,0.64,430,4.3,1401.8,,2023/9/5 14:00
1059,33.1,0.64,430,3.5,1144.5,,2023/9/5 15:00
1060,31.9,0.66,430,4.2,813.8,,2023/9/5 16:00
1061,30.9,0.68,430,4.3,451.5,,2023/9/5 17:00
1062,29.8,0.73,430,3.8,110.3,,2023/9/5 18:00
1063,28.7,0.78,430,3.9,0,,2023/9/5 19:00
1064,28.1,0.82,430,3.1,0,,2023/9/5 20:00
1065,26.9,0.88,430,1.4,0,,2023/9/5 21:00
1066,27,0.86,430,2.1,0,,2023/9/5 22:00
1067,27.1,0.86,430,2.1,0,,2023/9/5 23:00
1068,25.9,0.88,430,2.6,0,,2023/9/6 0:00
1069,24.9,0.89,430,2.1,0,,2023/9/6 1:00
1070,24.6,0.91,430,1.7,0,,2023/9/6 2:00
1071,24.8,0.87,430,1,0,,2023/9/6 3:00
1072,24.2,0.93,430,1.5,0,,2023/9/6 4:00
1073,24.3,0.92,430,1.7,0,,2023/9/6 5:00
1074,24.2,0.95,430,1.1,26.3,,2023/9/6 6:00
1075,25.4,0.9,430,1.3,126,,2023/9/6 7:00
1076,26.1,0.86,430,1.9,178.5,,2023/9/6 8:00
1077,27.1,0.86,430,2.1,320.3,,2023/9/6 9:00
1078,27.4,0.84,430,1.6,351.8,,2023/9/6 10:00
1079,28.6,0.81,430,3,771.8,,2023/9/6 11:00
1080,29.2,0.77,430,3.5,903,,2023/9/6 12:00
1081,31.5,0.67,430,3.6,955.5,,2023/9/6 13:00
1082,31.1,0.55,430,4.9,1113,,2023/9/6 14:00
1083,28,0.72,430,2.9,246.8,,2023/9/6 15:00
1084,28.6,0.71,430,3.3,351.8,,2023/9/6 16:00
1085,26.5,0.79,430,4.5,84,,2023/9/6 17:00
1086,25,0.85,430,1.8,26.3,,2023/9/6 18:00
1087,24.8,0.9,430,2.1,0,,2023/9/6 19:00
1088,24.3,0.93,430,0.8,0,,2023/9/6 20:00
1089,23.7,0.96,430,2.8,0,,2023/9/6 21:00
1090,23.2,0.96,430,0.8,0,,2023/9/6 22:00
1091,23.2,0.93,430,1.5,0,,2023/9/6 23:00
1092,23.4,0.95,430,1.5,0,,2023/9/7 0:00
1093,23.3,0.94,430,1.5,0,,2023/9/7 1:00
1094,23,0.96,430,1.8,0,,2023/9/7 2:00
1095,22.3,0.98,430,1,0,,2023/9/7 3:00
1096,21.9,0.99,430,0.5,0,,2023/9/7 4:00
1097,22.1,0.98,430,1.7,0,,2023/9/7 5:00
1098,22.2,0.99,430,1.3,52.5,,2023/9/7 6:00
1099,23.7,0.92,430,0.6,204.8,,2023/9/7 7:00
1100,25.7,0.79,430,0.8,567,,2023/9/7 8:00
1101,27,0.72,430,1,693,,2023/9/7 9:00
1102,27.7,0.69,430,2.6,939.8,,2023/9/7 10:00
1103,28.8,0.6,430,2.5,1128.8,,2023/9/7 11:00
1104,28.8,0.6,430,1.8,987,,2023/9/7 12:00
1105,28.3,0.63,430,2.1,913.5,,2023/9/7 13:00
1106,28.4,0.66,430,2.4,813.8,,2023/9/7 14:00
1107,28,0.65,430,2.2,567,,2023/9/7 15:00
1108,27.5,0.63,430,3.1,446.3,,2023/9/7 16:00
1109,26.9,0.72,430,3.2,189,,2023/9/7 17:00
1110,26.2,0.8,430,2.1,36.8,,2023/9/7 18:00
1111,25.8,0.83,430,2.3,0,,2023/9/7 19:00
1112,25.6,0.82,430,2.2,0,,2023/9/7 20:00
1113,25.4,0.83,430,1.2,0,,2023/9/7 21:00
1114,25.4,0.82,430,3,0,,2023/9/7 22:00
1115,24.9,0.84,430,1.5,0,,2023/9/7 23:00
1116,24.3,0.87,430,2.1,0,,2023/9/8 0:00
1117,23.9,0.88,430,2.8,0,,2023/9/8 1:00
1118,23.6,0.89,430,1.8,0,,2023/9/8 2:00
1119,23.2,0.91,430,1.6,0,,2023/9/8 3:00
1120,22.9,0.94,430,1.9,0,,2023/9/8 4:00
1121,22.8,0.94,430,1.9,0,,2023/9/8 5:00
1122,22.6,0.96,430,2.1,5.3,,2023/9/8 6:00
1123,22.3,0.97,430,1.3,15.8,,2023/9/8 7:00
1124,22.2,0.96,430,2.7,21,,2023/9/8 8:00
1125,21.4,0.93,430,3.9,26.3,,2023/9/8 9:00
1126,19.9,0.96,430,3.3,26.3,,2023/9/8 10:00
1127,20,0.97,430,4.8,26.3,,2023/9/8 11:00
1128,21.3,0.97,430,5.1,42,,2023/9/8 12:00
1129,21.8,0.98,430,3.4,189,,2023/9/8 13:00
1130,22.7,0.97,430,3.1,225.8,,2023/9/8 14:00
1131,22.7,0.97,430,3.6,246.8,,2023/9/8 15:00
1132,22.9,0.98,430,3.5,141.8,,2023/9/8 16:00
1133,23.1,0.98,430,2.5,105,,2023/9/8 17:00
1134,23.5,0.99,430,2.1,36.8,,2023/9/8 18:00
1135,23.6,0.99,430,0.7,0,,2023/9/8 19:00
1136,23.5,0.99,430,1.2,0,,2023/9/8 20:00
1137,23.5,1,430,0.3,0,,2023/9/8 21:00
1138,22.6,1,430,1.3,0,,2023/9/8 22:00
1139,22.3,1,430,1,0,,2023/9/8 23:00
1140,22.3,1,430,0.9,0,,2023/9/9 0:00
1141,22.2,1,430,0.8,0,,2023/9/9 1:00
1142,22.3,1,430,0.7,0,,2023/9/9 2:00
1143,22.5,1,430,0,0,,2023/9/9 3:00
1144,22.7,1,430,0.6,0,,2023/9/9 4:00
1145,22.9,1,430,0.3,0,,2023/9/9 5:00
1146,23.2,1,430,0.8,5.3,,2023/9/9 6:00
1147,22.9,1,430,0.5,68.3,,2023/9/9 7:00
1148,23.6,1,430,0.6,183.8,,2023/9/9 8:00
1149,24.8,1,430,0.7,383.3,,2023/9/9 9:00
1150,27.6,0.89,430,1.5,882,,2023/9/9 10:00
1151,28.6,0.83,430,2.7,792.8,,2023/9/9 11:00
1152,28.3,0.87,430,1.8,787.5,,2023/9/9 12:00
1153,28.6,0.8,430,2.8,677.3,,2023/9/9 13:00
1154,29.6,0.76,430,3.3,971.3,,2023/9/9 14:00
1155,30.2,0.72,430,2.8,887.3,,2023/9/9 15:00
1156,29.8,0.7,430,3.6,803.3,,2023/9/9 16:00
1157,28.6,0.75,430,2.5,299.3,,2023/9/9 17:00
1158,27.3,0.81,430,2.4,63,,2023/9/9 18:00
1159,26.6,0.84,430,3,0,,2023/9/9 19:00
1160,26.5,0.84,430,2.2,0,,2023/9/9 20:00
1161,25.6,0.86,430,1.7,0,,2023/9/9 21:00
1162,24.8,0.89,430,1.5,0,,2023/9/9 22:00
1163,23.9,0.94,430,1.9,0,,2023/9/9 23:00
1164,24,0.93,430,1.7,0,,2023/9/10 0:00
1165,22.8,0.97,430,1.2,0,,2023/9/10 1:00
1166,23.7,0.93,430,1.7,0,,2023/9/10 2:00
1167,23.1,0.95,430,1.6,0,,2023/9/10 3:00
1168,22.3,0.99,430,1.1,0,,2023/9/10 4:00
1169,22,1,430,1,0,,2023/9/10 5:00
1170,22.5,1,430,0.4,36.8,,2023/9/10 6:00
1171,25.5,0.95,430,0.8,288.8,,2023/9/10 7:00
1172,27.2,0.84,430,3,619.5,,2023/9/10 8:00
1173,28.9,0.77,430,1.6,976.5,,2023/9/10 9:00
1174,30.9,0.71,430,3.2,1312.5,,2023/9/10 10:00
1175,30.9,0.67,430,3.2,1260,,2023/9/10 11:00
1176,31.9,0.62,430,3.1,1438.5,,2023/9/10 12:00
1177,32.2,0.6,430,3.7,1254.8,,2023/9/10 13:00
1178,31.7,0.6,430,3.1,1197,,2023/9/10 14:00
1179,32.2,0.62,430,3.6,1008,,2023/9/10 15:00
1180,32,0.58,430,3.4,792.8,,2023/9/10 16:00
1181,30.5,0.65,430,3.2,404.3,,2023/9/10 17:00
1182,29.4,0.7,430,2.7,84,,2023/9/10 18:00
1183,28.2,0.75,430,3.1,0,,2023/9/10 19:00
1184,27,0.83,430,1.9,0,,2023/9/10 20:00
1185,26.6,0.86,430,1.8,0,,2023/9/10 21:00
1186,25.8,0.89,430,1.3,0,,2023/9/10 22:00
1187,25.3,0.92,430,1.7,0,,2023/9/10 23:00
1188,24.8,0.96,430,1.7,0,,2023/9/11 0:00
1189,25.2,0.94,430,1.8,0,,2023/9/11 1:00
1190,24.3,0.97,430,1.3,0,,2023/9/11 2:00
1191,24.7,0.96,430,1.5,0,,2023/9/11 3:00
1192,23.6,0.99,430,1.3,0,,2023/9/11 4:00
1193,23.4,0.99,430,1.1,0,,2023/9/11 5:00
1194,24.5,0.99,430,1.2,47.3,,2023/9/11 6:00
1195,25.9,0.92,430,1.9,241.5,,2023/9/11 7:00
1196,27.3,0.85,430,1.5,493.5,,2023/9/11 8:00
1197,28.8,0.72,430,2.1,761.3,,2023/9/11 9:00
1198,30.1,0.7,430,1.3,1097.3,,2023/9/11 10:00
1199,29.6,0.67,430,2.6,834.8,,2023/9/11 11:00
1200,30.6,0.65,430,2.7,1123.5,,2023/9/11 12:00
1201,30.3,0.66,430,2.3,1181.3,,2023/9/11 13:00
1202,30.7,0.64,430,1.9,761.3,,2023/9/11 14:00
1203,29.7,0.71,430,2.3,346.5,,2023/9/11 15:00
1204,31.1,0.66,430,2.3,309.8,,2023/9/11 16:00
1205,29.5,0.7,430,2.6,372.8,,2023/9/11 17:00
1206,28.3,0.77,430,2.4,42,,2023/9/11 18:00
1207,27.5,0.82,430,2.3,0,,2023/9/11 19:00
1208,26.9,0.84,430,1.9,0,,2023/9/11 20:00
1209,25.8,0.9,430,1.4,0,,2023/9/11 21:00
1210,25.6,0.92,430,1.9,0,,2023/9/11 22:00
1211,25.6,0.92,430,1.9,0,,2023/9/11 23:00
1212,25.4,0.94,430,1.8,0,,2023/9/12 0:00
1213,25.3,0.95,430,1.7,0,,2023/9/12 1:00
1214,25.5,0.94,430,1.5,0,,2023/9/12 2:00
1215,24.8,0.95,430,1.1,0,,2023/9/12 3:00
1216,24.1,0.99,430,0.8,0,,2023/9/12 4:00
1217,24.3,0.99,430,1.4,0,,2023/9/12 5:00
1218,24.7,0.98,430,0.9,57.8,,2023/9/12 6:00
1219,26.9,0.84,430,1.8,409.5,,2023/9/12 7:00
1220,27.8,0.74,430,1.8,645.8,,2023/9/12 8:00
1221,29,0.63,430,2,1029,,2023/9/12 9:00
1222,29.8,0.65,430,2,1097.3,,2023/9/12 10:00
1223,29.3,0.64,430,2,929.3,,2023/9/12 11:00
1224,30.1,0.59,430,1.3,971.3,,2023/9/12 12:00
1225,30.5,0.65,430,1.4,813.8,,2023/9/12 13:00
1226,30.4,0.63,430,3,1060.5,,2023/9/12 14:00
1227,30.2,0.66,430,3.2,1092,,2023/9/12 15:00
1228,29.7,0.65,430,3.8,661.5,,2023/9/12 16:00
1229,28.5,0.66,430,3.7,388.5,,2023/9/12 17:00
1230,27.1,0.71,430,2.7,73.5,,2023/9/12 18:00
1231,26,0.75,430,2.2,0,,2023/9/12 19:00
1232,24.4,0.83,430,1.8,0,,2023/9/12 20:00
1233,23.4,0.91,430,1.6,0,,2023/9/12 21:00
1234,22.7,0.95,430,1.4,0,,2023/9/12 22:00
1235,22.4,0.96,430,1.8,0,,2023/9/12 23:00
1236,21.8,0.98,430,1.2,0,,2023/9/13 0:00
1237,21.5,0.99,430,1,0,,2023/9/13 1:00
1238,21.5,0.99,430,1.1,0,,2023/9/13 2:00
1239,21.5,1,430,1.5,0,,2023/9/13 3:00
1240,21.3,1,430,1.2,0,,2023/9/13 4:00
1241,21.1,1,430,1,0,,2023/9/13 5:00
1242,21.1,1,430,0.8,36.8,,2023/9/13 6:00
1243,23.8,0.94,430,1.5,304.5,,2023/9/13 7:00
1244,26.6,0.75,430,1.1,672,,2023/9/13 8:00
1245,27.9,0.67,430,1.5,1039.5,,2023/9/13 9:00
1246,29.1,0.57,430,1.6,1302,,2023/9/13 10:00
1247,30.7,0.51,430,1,1496.3,,2023/9/13 11:00
1248,31.3,0.5,430,2.1,1554,,2023/9/13 12:00
1249,31.9,0.52,430,2.4,1506.8,,2023/9/13 13:00
1250,31.9,0.53,430,1.5,1354.5,,2023/9/13 14:00
1251,30,0.68,430,2.4,960.8,,2023/9/13 15:00
1252,30.1,0.67,430,2.4,666.8,,2023/9/13 16:00
1253,28.9,0.73,430,2.9,362.3,,2023/9/13 17:00
1254,28,0.76,430,2.3,73.5,,2023/9/13 18:00
1255,27.2,0.78,430,2.4,0,,2023/9/13 19:00
1256,26.5,0.84,430,1.1,0,,2023/9/13 20:00
1257,25.1,0.92,430,1.2,0,,2023/9/13 21:00
1258,24.6,0.96,430,1.1,0,,2023/9/13 22:00
1259,24.7,0.95,430,1.4,0,,2023/9/13 23:00
1260,25.1,0.95,430,1.5,0,,2023/9/14 0:00
1261,24.5,0.98,430,0.9,0,,2023/9/14 1:00
1262,23.7,0.99,430,1,0,,2023/9/14 2:00
1263,23.4,0.99,430,0.8,0,,2023/9/14 3:00
1264,23.6,1,430,1,0,,2023/9/14 4:00
1265,24.8,0.99,430,0.9,0,,2023/9/14 5:00
1266,25.2,0.98,430,1,21,,2023/9/14 6:00
