t,air_temperature,humidity,ambient_CO2,Wind,PARi,,date,
339,14.85,0.971332543,525.1666667,1.944166667,0,,2024/4/24 3:00,
340,14.93333333,0.976908716,526.3333333,1.863333333,0,,2024/4/24 4:00,
341,14.975,0.97698335,521.5,1.584166667,4.325,,2024/4/24 5:00,
342,14.90833333,0.982295662,519.8333333,1.376666667,25.13333333,,2024/4/24 6:00,
343,14.81666667,0.990584737,521.1666667,1.855833333,105.0666667,,2024/4/24 7:00,
344,14.68333333,0.989531406,518.5,2.1075,147.225,,2024/4/24 8:00,
345,14.80833333,0.994056464,509.3333333,1.789166667,230.5833333,,2024/4/24 9:00,
346,14.75,0.990055688,510.1666667,1.859166667,263.2166667,,2024/4/24 10:00,
347,14.625,0.987479968,506.3333333,1.453333333,213.8166667,,2024/4/24 11:00,
348,14.83333333,0.991101444,497.5,1.2625,260.825,,2024/4/24 12:00,
349,15.00833333,0.99070541,490.3333333,1.228333333,280.8333333,,2024/4/24 13:00,
350,15.34166667,0.992827085,486.1666667,1.251666667,352.9666667,,2024/4/24 14:00,
351,15.45,0.981469163,486.6666667,1.173333333,193.2583333,,2024/4/24 15:00,
352,15.34166667,0.972256768,491.1666667,1.154166667,73.525,,2024/4/24 16:00,
353,15.2,0.971025691,495,1.178333333,33.86666667,,2024/4/24 17:00,
354,15.24166667,0.969195225,496.1666667,1.336666667,4.8,,2024/4/24 18:00,
355,15.29166667,0.971683624,496.8333333,1.44,0,,2024/4/24 19:00,
356,15.39166667,0.972333524,498.8333333,1.4175,0,,2024/4/24 20:00,
357,15.50833333,0.972498815,501.5,1.12,0,,2024/4/24 21:00,
358,15.69166667,0.968170755,501.6666667,0.750833333,0,,2024/4/24 22:00,
359,15.91666667,0.966334625,504.1666667,0.36,0,,2024/4/24 23:00,
360,15.81666667,0.974487429,512.3333333,0.615833333,0,,2024/4/25 0:00,
361,14.80833333,0.980180359,515,0.573333333,0,,2024/4/25 1:00,
362,13.63333333,0.977017638,522,0.32,0,,2024/4/25 2:00,
363,11.95833333,0.967807321,555.8333333,0.27,0,,2024/4/25 3:00,
364,11.20833333,0.968691296,562.6666667,0.348333333,0,,2024/4/25 4:00,
365,10.78333333,0.967853928,533.8333333,0.275,74.125,,2024/4/25 5:00,
366,13.61666667,0.99946604,479,0.430833333,444.5916667,,2024/4/25 6:00,
367,15.94166667,0.958571166,459.3333333,0.8775,902.9083333,,2024/4/25 7:00,
368,17.96666667,0.78234485,454.8333333,1.5025,1410.975,,2024/4/25 8:00,
369,19.575,0.690155289,454.6666667,1.440833333,1785.8,,2024/4/25 9:00,
370,20.05833333,0.663471778,454,1.406666667,1868.6,,2024/4/25 10:00,
371,19.825,0.65016573,455.1666667,1.19,1554.708333,,2024/4/25 11:00,
372,20.89166667,0.598825832,458.1666667,1.354166667,1987.475,,2024/4/25 12:00,
373,22,0.544995582,459.6666667,1.931666667,1995.308333,,2024/4/25 13:00,
374,22.325,0.533552061,459,1.966666667,1710.6,,2024/4/25 14:00,
375,22.26666667,0.529970216,459.5,1.74,1292.491667,,2024/4/25 15:00,
376,22.01666667,0.523779488,460.3333333,1.088333333,867.1333333,,2024/4/25 16:00,
377,20.55833333,0.526580361,466.1666667,0.8575,386.5666667,,2024/4/25 17:00,
378,17.74166667,0.583811711,482.8333333,0.588333333,34.84166667,,2024/4/25 18:00,
379,14.28333333,0.733360681,527,0.495833333,0,,2024/4/25 19:00,
380,12.59166667,0.79576659,552.6666667,0.411666667,0,,2024/4/25 20:00,
381,11.15,0.855291305,581.6666667,0.363333333,0,,2024/4/25 21:00,
382,11.66666667,0.833576288,574,0.549166667,0,,2024/4/25 22:00,
383,10.78333333,0.858982614,577,0.4925,0,,2024/4/25 23:00,
384,9.433333333,0.889877171,570.8333333,0.470833333,0,,2024/4/26 0:00,
385,8.691666667,0.894611845,562.1666667,0.4225,0,,2024/4/26 1:00,
386,7.641666667,0.920394842,592.5,0.351666667,0,,2024/4/26 2:00,
387,7.125,0.926664469,589.6666667,0.37,0,,2024/4/26 3:00,
388,7.533333333,0.919135308,553.6666667,0.364166667,0.025,,2024/4/26 4:00,
389,7.85,0.937951618,544,0.274166667,59,,2024/4/26 5:00,
390,10.94166667,0.950444727,503.3333333,0.2675,345.0583333,,2024/4/26 6:00,
391,16.54166667,0.742322626,479.5,0.370833333,780.5666667,,2024/4/26 7:00,
392,19.05,0.601134216,472.8333333,0.4025,1021.158333,,2024/4/26 8:00,
393,20.225,0.563076057,472,0.448333333,1010.041667,,2024/4/26 9:00,
394,21.325,0.562158964,475.1666667,0.558333333,1216.841667,,2024/4/26 10:00,
395,21.725,0.62993843,485.8333333,1.235,1163.025,,2024/4/26 11:00,
396,21.08333333,0.709772226,493.3333333,1.47,842.8833333,,2024/4/26 12:00,
397,20.71666667,0.746230984,496.5,1.465,660.2666667,,2024/4/26 13:00,
398,20.675,0.780020527,496.8333333,1.386666667,527.85,,2024/4/26 14:00,
399,20.21666667,0.78733892,498.5,1.0025,318.225,,2024/4/26 15:00,
400,19.75833333,0.816008693,498,0.933333333,301.1666667,,2024/4/26 16:00,
401,19.28333333,0.82694316,506.3333333,0.638333333,90.18333333,,2024/4/26 17:00,
402,18.51666667,0.84547375,526.3333333,0.473333333,8.458333333,,2024/4/26 18:00,
403,18.11666667,0.868473815,535.3333333,0.45,0,,2024/4/26 19:00,
404,17.69166667,0.889254837,539.5,0.369166667,0,,2024/4/26 20:00,
405,17.30833333,0.890754176,545.1666667,0.319166667,0,,2024/4/26 21:00,
406,17.01666667,0.872731963,542.3333333,0.5525,0,,2024/4/26 22:00,
407,17.01666667,0.850829679,522.6666667,0.649166667,0,,2024/4/26 23:00,
408,16.5,0.881756757,533,0.413333333,0,,2024/4/27 0:00,
409,16.19166667,0.898957861,541.5,0.4175,0,,2024/4/27 1:00,
410,15.56666667,0.92920521,570.6666667,0.205833333,0,,2024/4/27 2:00,
411,15.48333333,0.933655578,565.1666667,0.178333333,0,,2024/4/27 3:00,
412,15.29166667,0.948181556,624,0.1625,0,,2024/4/27 4:00,
413,15.31666667,0.952088923,625.6666667,0.195,11.28333333,,2024/4/27 5:00,
414,15.875,0.955625404,569.5,0.1575,85.51666667,,2024/4/27 6:00,
415,16.85,0.944401008,529.8333333,0.28,236.3,,2024/4/27 7:00,
416,17.83333333,0.889768923,502.5,0.425833333,393.975,,2024/4/27 8:00,
417,18.55,0.824287388,489.6666667,0.644166667,582.7083333,,2024/4/27 9:00,
418,19.40833333,0.739467849,479.1666667,0.949166667,751.8666667,,2024/4/27 10:00,
419,20.60833333,0.675855905,472,0.970833333,996.1416667,,2024/4/27 11:00,
420,19.825,0.664407757,476.3333333,1.0225,405.45,,2024/4/27 12:00,
421,18.66666667,0.734537281,474.6666667,0.9025,342.3,,2024/4/27 13:00,
422,17.96666667,0.791295186,474.5,0.575833333,250.9333333,,2024/4/27 14:00,
423,18.43333333,0.764618045,470.6666667,0.344166667,351.2416667,,2024/4/27 15:00,
424,19,0.726603974,472.8333333,0.470833333,215.1083333,,2024/4/27 16:00,
425,18.81666667,0.730840117,476.8333333,0.6825,165.0916667,,2024/4/27 17:00,
426,18.28333333,0.74793257,484,0.56,49.75833333,,2024/4/27 18:00,
427,17.65833333,0.768354117,497.6666667,0.528333333,0,,2024/4/27 19:00,
428,16.35,0.822180417,531.3333333,0.303333333,0,,2024/4/27 20:00,
429,13.95833333,0.897991212,600.3333333,0.208333333,0,,2024/4/27 21:00,
430,13.125,0.921572959,606.8333333,0.219166667,0,,2024/4/27 22:00,
431,12.64166667,0.937898815,605.5,0.2025,0,,2024/4/27 23:00,
432,12.125,0.944595072,601.6666667,0.1675,0,,2024/4/28 0:00,
433,11.69166667,0.95018226,631.3333333,0.191666667,0,,2024/4/28 1:00,
434,11.325,0.95712688,639.5,0.2,0,,2024/4/28 2:00,
435,11.04166667,0.954378406,613.8333333,0.2075,0,,2024/4/28 3:00,
436,10.68333333,0.962376751,630.8333333,0.159166667,0.066666667,,2024/4/28 4:00,
437,10.89166667,0.961676035,625.6666667,0.164166667,66.775,,2024/4/28 5:00,
438,14.64166667,0.997507229,531.1666667,0.1975,403.6166667,,2024/4/28 6:00,
439,18.64166667,0.856070572,501.8333333,0.413333333,836.2333333,,2024/4/28 7:00,
440,20.98333333,0.735288197,493.3333333,0.6525,1282.683333,,2024/4/28 8:00,
441,22.225,0.679646678,493,1.038333333,1666.275,,2024/4/28 9:00,
442,23.86666667,0.633644965,491.5,1.1825,1966.3,,2024/4/28 10:00,
443,24.675,0.636451509,490.5,1.350833333,2143.475,,2024/4/28 11:00,
444,24.775,0.615692127,480.5,1.586666667,1987.75,,2024/4/28 12:00,
445,25.33333333,0.532281353,473.5,1.605833333,1725.966667,,2024/4/28 13:00,
446,25.275,0.514608371,471.8333333,1.46,1382.283333,,2024/4/28 14:00,
447,23.725,0.629555922,475.1666667,1.585833333,1052.933333,,2024/4/28 15:00,
448,22.30833333,0.692602672,478.8333333,1.315,492.7666667,,2024/4/28 16:00,
449,21.3,0.750444459,483,0.9575,306.1666667,,2024/4/28 17:00,
450,19.6,0.788943256,506.6666667,0.583333333,39.2,,2024/4/28 18:00,
451,17.90833333,0.835365854,522.3333333,0.504166667,0,,2024/4/28 19:00,
452,16.675,0.875702741,554.8333333,0.276666667,0,,2024/4/28 20:00,
453,16.93333333,0.877658655,531.8333333,0.506666667,0,,2024/4/28 21:00,
454,16.00833333,0.898623853,554.1666667,0.343333333,0,,2024/4/28 22:00,
455,15.76666667,0.899347623,551.1666667,0.289166667,0,,2024/4/28 23:00,
456,15.49166667,0.910182471,549,0.2975,0,,2024/4/29 0:00,
457,15.38333333,0.912724151,546.5,0.316666667,0,,2024/4/29 1:00,
458,15.575,0.913273002,540,0.318333333,0,,2024/4/29 2:00,
459,13.65,0.938199254,649.1666667,0.195833333,0,,2024/4/29 3:00,
460,12.80833333,0.950969342,694.6666667,0.25,0.066666667,,2024/4/29 4:00,
461,13.05,0.953374778,633.3333333,0.2325,46.475,,2024/4/29 5:00,
462,15.26666667,0.970223802,553.3333333,0.415,230.825,,2024/4/29 6:00,
463,17.13333333,0.94110618,533,0.660833333,325.7,,2024/4/29 7:00,
464,18.03333333,0.912139287,529.8333333,0.6575,352.375,,2024/4/29 8:00,
465,18.99166667,0.885681732,502.8333333,0.8475,682.2,,2024/4/29 9:00,
466,19.775,0.850994575,491.3333333,1.015833333,535.1916667,,2024/4/29 10:00,
467,19.70833333,0.858086527,488.5,1.2575,475.5083333,,2024/4/29 11:00,
468,19.46666667,0.837176748,496.6666667,1.62,351.475,,2024/4/29 12:00,
469,19.3,0.825633383,501.6666667,1.3925,187.6583333,,2024/4/29 13:00,
470,19.125,0.870164082,505.8333333,1.44,118.7583333,,2024/4/29 14:00,
471,18.475,0.930168694,519,1.458333333,82,,2024/4/29 15:00,
472,18.59166667,0.939223936,517.6666667,1.474166667,53.28333333,,2024/4/29 16:00,
473,18.625,0.936374922,519.8333333,1.535833333,17.61666667,,2024/4/29 17:00,
474,18.525,0.939773172,517.3333333,1.365833333,6.125,,2024/4/29 18:00,
475,18.33333333,0.937856238,517.3333333,1.025,0,,2024/4/29 19:00,
476,18.41666667,0.939403478,516.3333333,1.316666667,0,,2024/4/29 20:00,
477,18.10833333,0.943067918,515.3333333,1.1,0,,2024/4/29 21:00,
478,18.025,0.946769901,515.1666667,1.006666667,0,,2024/4/29 22:00,
479,18.08333333,0.953792993,517,1.073333333,0,,2024/4/29 23:00,
480,18.11666667,0.957909084,517.6666667,1.260833333,0,,2024/4/30 0:00,
481,18.09166667,0.961000322,515.8333333,0.9825,0,,2024/4/30 1:00,
482,17.85833333,0.961685824,518.1666667,0.956666667,0,,2024/4/30 2:00,
483,17.66666667,0.967403862,520.1666667,1.116666667,0,,2024/4/30 3:00,
484,17.625,0.968977498,517.3333333,1.206666667,0,,2024/4/30 4:00,
485,17.35,0.975193407,519.5,0.963333333,17.96666667,,2024/4/30 5:00,
486,17.50833333,0.979166667,522.5,0.345,86.76666667,,2024/4/30 6:00,
487,17.925,0.986202419,511.1666667,0.3,127.675,,2024/4/30 7:00,
488,18.03333333,0.988706034,506,0.45,113.725,,2024/4/30 8:00,
489,17.80833333,0.991819372,494.6666667,0.58,207.25,,2024/4/30 9:00,
490,18.16666667,0.994408052,491,1.046666667,626.6833333,,2024/4/30 10:00,
491,18.675,0.979470096,477.6666667,0.841666667,587.4583333,,2024/4/30 11:00,
492,19.26666667,0.968607519,477.5,0.984166667,872.5333333,,2024/4/30 12:00,
493,20.89166667,0.908399003,479.5,0.975,1108.366667,,2024/4/30 13:00,
494,20.325,0.878415205,489.5,0.603333333,208.9833333,,2024/4/30 14:00,
495,20.56666667,0.892554584,480.6666667,0.45,508.075,,2024/4/30 15:00,
496,21.325,0.861293715,479.8333333,0.2775,218.0833333,,2024/4/30 16:00,
497,21.19166667,0.864416893,484.1666667,0.239166667,177.3833333,,2024/4/30 17:00,
498,20.2,0.830448853,497.1666667,0.415,13.59166667,,2024/4/30 18:00,
499,19,0.853388028,522.8333333,0.3075,0,,2024/4/30 19:00,
500,18.8,0.881327291,540.6666667,0.369166667,0,,2024/4/30 20:00,
501,18.75833333,0.869140174,535.5,0.594166667,0,,2024/4/30 21:00,
502,18.14166667,0.879416713,532.8333333,0.363333333,0,,2024/4/30 22:00,
503,18.08333333,0.876508447,546.6666667,0.5775,0,,2024/4/30 23:00,
504,17.71666667,0.883654004,550.1666667,0.316666667,0,,2024/5/1 0:00,
505,17.575,0.886825305,560.6666667,0.364166667,0,,2024/5/1 1:00,
506,17.275,0.895824511,559.5,0.353333333,0,,2024/5/1 2:00,
507,17.15,0.854070661,524.5,0.723333333,0,,2024/5/1 3:00,
508,16.36666667,0.892405631,550.8333333,0.285,0,,2024/5/1 4:00,
509,16.15833333,0.901925173,557.8333333,0.309166667,10.70833333,,2024/5/1 5:00,
510,16.5,0.867567327,527.5,0.490833333,57.775,,2024/5/1 6:00,
511,16.49166667,0.90081836,516.6666667,0.2625,107.125,,2024/5/1 7:00,
512,16.675,0.913785519,495.8333333,0.5825,345.8416667,,2024/5/1 8:00,
513,17.36666667,0.890243902,483.1666667,0.76,534.0416667,,2024/5/1 9:00,
514,17.90833333,0.871492477,478.5,0.706666667,691.0333333,,2024/5/1 10:00,
515,18.01666667,0.847054076,474.8333333,0.640833333,469.4416667,,2024/5/1 11:00,
516,16.95833333,0.857586743,474.3333333,0.539166667,417.1,,2024/5/1 12:00,
517,16.44166667,0.889958122,479.6666667,0.816666667,601.525,,2024/5/1 13:00,
518,16.65833333,0.86941611,473.1666667,0.761666667,481.55,,2024/5/1 14:00,
519,16.35,0.835081115,476.6666667,0.835,313.15,,2024/5/1 15:00,
520,15.65,0.829380332,481.8333333,0.694166667,165.5083333,,2024/5/1 16:00,
521,15.26666667,0.835978836,491.8333333,0.544166667,94.8,,2024/5/1 17:00,
522,14.39166667,0.832672159,494,0.650833333,17.99166667,,2024/5/1 18:00,
523,13.6,0.861677032,512.6666667,0.538333333,0,,2024/5/1 19:00,
524,13.3,0.86833479,526.3333333,0.470833333,0,,2024/5/1 20:00,
525,12.83333333,0.912181941,560.1666667,0.314166667,0,,2024/5/1 21:00,
526,12.84166667,0.86009664,521.8333333,0.354166667,0,,2024/5/1 22:00,
527,12.65833333,0.876993166,536,0.291666667,0,,2024/5/1 23:00,
528,12.53333333,0.846153846,507.3333333,0.501666667,0,,2024/5/2 0:00,
529,12.20833333,0.860426929,512.8333333,0.494166667,0,,2024/5/2 1:00,
530,12.35,0.836646902,530,0.513333333,0,,2024/5/2 2:00,
531,11.13333333,0.865273231,530.1666667,0.415,0,,2024/5/2 3:00,
532,9.808333333,0.874382208,534.6666667,0.57,0.275,,2024/5/2 4:00,
533,8.475,0.920192742,541.5,0.439166667,84.09166667,,2024/5/2 5:00,
534,11.65833333,0.842591467,494.8333333,0.5375,395.3333333,,2024/5/2 6:00,
535,14.65,0.6947137,469,0.7875,881.675,,2024/5/2 7:00,
536,16.1,0.623234624,467.5,0.783333333,1051.208333,,2024/5/2 8:00,
537,17.05,0.631886048,474.5,0.810833333,1342.15,,2024/5/2 9:00,
538,17.63333333,0.627839736,472.5,0.8,1472.091667,,2024/5/2 10:00,
539,18.00833333,0.6205754,474,0.991666667,1459.891667,,2024/5/2 11:00,
540,19.14166667,0.602029312,474.1666667,1.7175,1799.283333,,2024/5/2 12:00,
541,19.80833333,0.58351363,472.3333333,1.66,1975.55,,2024/5/2 13:00,
542,20.09166667,0.585964663,469.6666667,1.838333333,1610.941667,,2024/5/2 14:00,
543,19.6,0.578216374,474.1666667,1.620833333,1349.708333,,2024/5/2 15:00,
544,18.76666667,0.596687211,480,1.471666667,779.6,,2024/5/2 16:00,
545,17.675,0.604286892,487.1666667,1.2775,370.125,,2024/5/2 17:00,
546,16.11666667,0.654905883,504.6666667,0.485833333,55.05,,2024/5/2 18:00,
547,12.89166667,0.834474245,578.6666667,0.269166667,0.008333333,,2024/5/2 19:00,
548,12.41666667,0.856564488,551.5,0.278333333,0,,2024/5/2 20:00,
549,11.225,0.88098221,562.1666667,0.249166667,0,,2024/5/2 21:00,
550,11.75,0.909310762,580.6666667,0.2175,0,,2024/5/2 22:00,
551,11.21666667,0.929260048,585.8333333,0.224166667,0,,2024/5/2 23:00,
552,10.875,0.924378365,569.6666667,0.309166667,0,,2024/5/3 0:00,
553,10.28333333,0.925482369,574.8333333,0.205833333,0,,2024/5/3 1:00,
554,10.34166667,0.924393156,536.3333333,0.265833333,0,,2024/5/3 2:00,
555,10.11666667,0.93661497,555.8333333,0.220833333,0,,2024/5/3 3:00,
556,9.8,0.934725849,567.1666667,0.271666667,0.325,,2024/5/3 4:00,
557,10.09166667,0.956164014,534.1666667,0.181666667,69.19166667,,2024/5/3 5:00,
558,13.69166667,0.949660873,500,0.32,462.1333333,,2024/5/3 6:00,
559,17.13333333,0.787651373,495.1666667,0.843333333,844.15,,2024/5/3 7:00,
560,18.84166667,0.706287815,495.3333333,0.905833333,1245.091667,,2024/5/3 8:00,
561,19.85,0.651388689,494.1666667,1.064166667,1698.141667,,2024/5/3 9:00,
562,19.65833333,0.663195456,488,0.794166667,1420.566667,,2024/5/3 10:00,
563,21.00833333,0.646305485,492.8333333,1.2275,2016.533333,,2024/5/3 11:00,
564,21.74166667,0.60582773,485,1.4475,2166.1,,2024/5/3 12:00,
565,22.175,0.594864747,480,1.4525,1989.733333,,2024/5/3 13:00,
566,21.89166667,0.609131898,478.3333333,1.705,1710.875,,2024/5/3 14:00,
567,21.76666667,0.599667455,479.1666667,1.444166667,1320.616667,,2024/5/3 15:00,
568,21.50833333,0.595437707,484,1.309166667,866,,2024/5/3 16:00,
569,20.63333333,0.587014588,487.1666667,1.110833333,400.225,,2024/5/3 17:00,
570,18.81666667,0.628295524,503.3333333,0.570833333,57.23333333,,2024/5/3 18:00,
571,14.69166667,0.820895522,598.3333333,0.231666667,0.008333333,,2024/5/3 19:00,
572,13.23333333,0.877125617,577.1666667,0.239166667,0,,2024/5/3 20:00,
573,12.51666667,0.90058614,570.1666667,0.2075,0,,2024/5/3 21:00,
574,12.15,0.90168374,567.5,0.258333333,0,,2024/5/3 22:00,
575,11.38333333,0.921962096,613.8333333,0.249166667,0,,2024/5/3 23:00,
576,10.68333333,0.9363719,619.5,0.276666667,0,,2024/5/4 0:00,
577,11.025,0.921429477,578.6666667,0.276666667,0,,2024/5/4 1:00,
578,10.99166667,0.947916667,556.5,0.2475,0,,2024/5/4 2:00,
579,9.95,0.952997275,594.5,0.221666667,0,,2024/5/4 3:00,
580,9.058333333,0.961644232,620.3333333,0.175833333,0.366666667,,2024/5/4 4:00,
581,9.383333333,0.958268496,603.8333333,0.183333333,91.61666667,,2024/5/4 5:00,
582,13.675,0.984602315,526.1666667,0.226666667,441.2083333,,2024/5/4 6:00,
583,18.06666667,0.774079434,489.6666667,0.435,875.9666667,,2024/5/4 7:00,
584,20.275,0.670341244,496.1666667,0.805833333,1312.425,,2024/5/4 8:00,
585,21.49166667,0.619664237,501.5,1.155,1687.7,,2024/5/4 9:00,
586,22.23333333,0.612060926,502.5,1.2675,1994.475,,2024/5/4 10:00,
587,23.19166667,0.566034412,501.8333333,1.120833333,2148.816667,,2024/5/4 11:00,
588,24.29166667,0.539014881,496.3333333,1.063333333,2150.433333,,2024/5/4 12:00,
589,24.44166667,0.524574103,484.1666667,1.5375,1975.758333,,2024/5/4 13:00,
590,23.96666667,0.529210777,484.1666667,1.728333333,1686.991667,,2024/5/4 14:00,
591,23.4,0.517101449,482.6666667,1.741666667,1298.216667,,2024/5/4 15:00,
592,22.45833333,0.5833589,490.6666667,1.146666667,843.975,,2024/5/4 16:00,
593,21.25833333,0.63410607,500.3333333,0.8925,376.5416667,,2024/5/4 17:00,
594,18.61666667,0.72530457,522.1666667,0.755,53.03333333,,2024/5/4 18:00,
595,15.9,0.804464121,565,0.376666667,0.016666667,,2024/5/4 19:00,
596,13.84166667,0.881203801,618.3333333,0.313333333,0,,2024/5/4 20:00,
597,12.74166667,0.913334089,631.1666667,0.216666667,0,,2024/5/4 21:00,
598,13.09166667,0.906516208,601.8333333,0.253333333,0,,2024/5/4 22:00,
599,13.575,0.919605531,580.8333333,0.213333333,0,,2024/5/4 23:00,
600,15.04166667,0.922004485,544.5,0.428333333,0,,2024/5/5 0:00,
601,13.85,0.918913227,556.1666667,0.370833333,0,,2024/5/5 1:00,
602,13.29166667,0.912127497,557.3333333,0.271666667,0,,2024/5/5 2:00,
603,11.225,0.934902354,647,0.215833333,0,,2024/5/5 3:00,
604,10.85833333,0.939681725,622.5,0.211666667,0.441666667,,2024/5/5 4:00,
605,11.69166667,0.942424242,598,0.205,75.26666667,,2024/5/5 5:00,
606,15.35,0.962796909,518.8333333,0.418333333,331.45,,2024/5/5 6:00,
607,17.1,0.882182191,534.3333333,0.713333333,567.8916667,,2024/5/5 7:00,
608,19.48333333,0.782208815,527.8333333,0.93,1237.366667,,2024/5/5 8:00,
609,20.91666667,0.70051206,507.3333333,1.090833333,1632.075,,2024/5/5 9:00,
610,21.64166667,0.64843246,493.3333333,1.3975,2041.516667,,2024/5/5 10:00,
611,22.175,0.643146796,489.6666667,1.376666667,2194.116667,,2024/5/5 11:00,
612,22.775,0.659788232,486.1666667,1.634166667,2175.883333,,2024/5/5 12:00,
613,22.725,0.661999034,483.6666667,2.126666667,1996.183333,,2024/5/5 13:00,
614,22.875,0.67588436,481.6666667,2.225,1745.033333,,2024/5/5 14:00,
615,22.575,0.686623582,484.6666667,2.110833333,1378.9,,2024/5/5 15:00,
616,21.625,0.700774693,485.3333333,2.13,909.4916667,,2024/5/5 16:00,
617,20.44166667,0.734286111,492.5,1.531666667,393.175,,2024/5/5 17:00,
618,18.53333333,0.771254587,505.3333333,1.225,30.99166667,,2024/5/5 18:00,
619,17.96666667,0.768477293,510.1666667,1.1525,0.016666667,,2024/5/5 19:00,
620,17.30833333,0.808618504,518.5,0.943333333,0,,2024/5/5 20:00,
621,17.28333333,0.823554242,521.3333333,0.928333333,0,,2024/5/5 21:00,
622,16.975,0.856403622,523.8333333,0.831666667,0,,2024/5/5 22:00,
623,17.03333333,0.884810453,523.5,0.865,0,,2024/5/5 23:00,
624,17.11666667,0.904330742,525,0.759166667,0,,2024/5/6 0:00,
625,17.49166667,0.912390488,526.1666667,0.864166667,0,,2024/5/6 1:00,
626,17.28333333,0.91715276,526.3333333,0.873333333,0,,2024/5/6 2:00,
627,17.59166667,0.895980108,519.6666667,1.293333333,0,,2024/5/6 3:00,
628,17.76666667,0.885274113,518.3333333,1.4875,0.325,,2024/5/6 4:00,
629,17.95,0.882853668,516.6666667,1.664166667,47.05833333,,2024/5/6 5:00,
630,18.25,0.886191803,515,1.543333333,96.64166667,,2024/5/6 6:00,
631,18.6,0.874270144,511.6666667,1.875,192.4,,2024/5/6 7:00,
632,19.25833333,0.861775254,505.6666667,2.496666667,418.175,,2024/5/6 8:00,
633,19.35833333,0.854271729,505.3333333,2.73,405.0583333,,2024/5/6 9:00,
634,19.60833333,0.847743537,505.5,2.715,445.6166667,,2024/5/6 10:00,
635,19.54166667,0.846317488,508.5,2.34,287.425,,2024/5/6 11:00,
636,19.49166667,0.849109377,508.1666667,2.446666667,373.975,,2024/5/6 12:00,
637,19.74166667,0.8532396,506.6666667,2.584166667,585.575,,2024/5/6 13:00,
638,19.80833333,0.837615473,506.6666667,2.349166667,413.1916667,,2024/5/6 14:00,
639,19.70833333,0.831701124,507.5,2.394166667,262.6666667,,2024/5/6 15:00,
640,19.175,0.848757787,516.5,2.020833333,113.0916667,,2024/5/6 16:00,
641,18.51666667,0.899491592,530.3333333,1.914166667,64.25833333,,2024/5/6 17:00,
642,18.38333333,0.904438477,533.6666667,1.79,9.675,,2024/5/6 18:00,
643,18.44166667,0.897373388,532.3333333,1.686666667,0,,2024/5/6 19:00,
644,18.33333333,0.910601266,534.3333333,1.375,0,,2024/5/6 20:00,
645,18.19166667,0.929369513,538,1.266666667,0,,2024/5/6 21:00,
646,18.11666667,0.935825445,540.1666667,1.570833333,0,,2024/5/6 22:00,
647,18.05,0.943580237,540.3333333,1.423333333,0,,2024/5/6 23:00,
648,17.925,0.952899139,543,1.373333333,0,,2024/5/7 0:00,
649,17.90833333,0.958536585,544.3333333,1.670833333,0,,2024/5/7 1:00,
650,17.925,0.963468095,544,1.695833333,0,,2024/5/7 2:00,
651,17.96666667,0.971653033,548,1.966666667,0,,2024/5/7 3:00,
652,18.13333333,0.974361029,564,2.226666667,0.058333333,,2024/5/7 4:00,
653,18.275,0.978958234,559,2.064166667,5.883333333,,2024/5/7 5:00,
654,18.45833333,0.980755636,549.3333333,1.516666667,32.94166667,,2024/5/7 6:00,
655,18.54166667,0.98945889,544.3333333,1.664166667,108.3166667,,2024/5/7 7:00,
656,18.66666667,0.986436211,537.8333333,1.295833333,147.575,,2024/5/7 8:00,
657,19.05,0.999245397,529.3333333,1.6475,584.2333333,,2024/5/7 9:00,
658,19.95833333,0.995718873,521.6666667,1.221666667,800.05,,2024/5/7 10:00,
659,21.58333333,0.921142783,509,2.048333333,1218.475,,2024/5/7 11:00,
660,22.14166667,0.847082369,511,1.935833333,992,,2024/5/7 12:00,
661,22.30833333,0.789307592,506.5,1.523333333,866.1916667,,2024/5/7 13:00,
662,21.85833333,0.765023847,507,1.741666667,760.8083333,,2024/5/7 14:00,
663,21.51666667,0.752941941,507.3333333,1.688333333,647.8583333,,2024/5/7 15:00,
664,21.25,0.741675476,502.6666667,0.9975,462.4583333,,2024/5/7 16:00,
665,20.15,0.727773462,502.3333333,0.6075,156.375,,2024/5/7 17:00,
666,18.43333333,0.721763735,510.3333333,0.550833333,26.74166667,,2024/5/7 18:00,
667,17.40833333,0.725763167,524.5,0.4675,0,,2024/5/7 19:00,
668,16.08333333,0.796225383,566.3333333,0.245,0,,2024/5/7 20:00,
669,15.61666667,0.863148984,602.8333333,0.361666667,0,,2024/5/7 21:00,
670,15.70833333,0.831576001,557.8333333,0.505,0,,2024/5/7 22:00,
671,15.29166667,0.838787065,556.5,0.380833333,0,,2024/5/7 23:00,
672,14.44166667,0.884463363,587.8333333,0.325,0,,2024/5/8 0:00,
673,13.86666667,0.90162037,596.6666667,0.364166667,0,,2024/5/8 1:00,
674,14.20833333,0.86940874,547.6666667,0.454166667,0,,2024/5/8 2:00,
675,13.95,0.880827932,553,0.35,0,,2024/5/8 3:00,
676,14.30833333,0.831765187,531,0.670833333,0.35,,2024/5/8 4:00,
677,14.69166667,0.789777822,506.1666667,0.745,58.225,,2024/5/8 5:00,
678,15.61666667,0.765837635,493,0.641666667,394.7833333,,2024/5/8 6:00,
679,18.19166667,0.685853425,480.5,1.089166667,1003.008333,,2024/5/8 7:00,
