t,air_temperature,humidity,ambient_CO2,Wind,PARi,,date,
680,18.425,0.65670468,477.1666667,1.610833333,999.4916667,,2024/5/8 8:00,
681,17.825,0.655848933,475.8333333,1.180833333,641.5166667,,2024/5/8 9:00,
682,18.95833333,0.626871343,472.8333333,1.559166667,1573.625,,2024/5/8 10:00,
683,19.975,0.600343176,472.5,1.505,1891.45,,2024/5/8 11:00,
684,19.6,0.59810011,471.1666667,1.475833333,1668.391667,,2024/5/8 12:00,
685,19.34166667,0.578501338,472.1666667,2.106666667,1656.141667,,2024/5/8 13:00,
686,19.05,0.592755048,472.1666667,2.483333333,1803.75,,2024/5/8 14:00,
687,17.95,0.61123723,473.6666667,2.535833333,1365.333333,,2024/5/8 15:00,
688,17.025,0.621368403,475.1666667,1.82,946.3416667,,2024/5/8 16:00,
689,15.50833333,0.611421008,478.3333333,1.654166667,463.6833333,,2024/5/8 17:00,
690,13.35833333,0.64946658,485.1666667,1.725,57.275,,2024/5/8 18:00,
691,12.05833333,0.692243833,489.1666667,1.1425,0.075,,2024/5/8 19:00,
692,11.925,0.637655205,486.6666667,1.641666667,0,,2024/5/8 20:00,
693,11.49166667,0.653562654,486.6666667,1.42,0,,2024/5/8 21:00,
694,10.825,0.701722808,490.5,1.091666667,0,,2024/5/8 22:00,
695,10.49166667,0.702983309,488.3333333,0.956666667,0,,2024/5/8 23:00,
696,9.541666667,0.741596639,493.8333333,0.623333333,0,,2024/5/9 0:00,
697,8.341666667,0.782707795,515.1666667,0.38,0,,2024/5/9 1:00,
698,8.591666667,0.771743995,497.1666667,0.628333333,0,,2024/5/9 2:00,
699,9.825,0.733626253,492.1666667,0.953333333,0,,2024/5/9 3:00,
700,10.675,0.695945946,489.8333333,1.1175,0.383333333,,2024/5/9 4:00,
701,10.83333333,0.688423487,488,0.885,42.9,,2024/5/9 5:00,
702,11.45833333,0.686692109,482.6666667,0.863333333,188.3833333,,2024/5/9 6:00,
703,13.125,0.651329582,474.8333333,1.575833333,620.85,,2024/5/9 7:00,
704,14.55,0.617359782,471.6666667,1.783333333,1021.258333,,2024/5/9 8:00,
705,16.475,0.579484902,469,2.055833333,1793.525,,2024/5/9 9:00,
706,16.75833333,0.556099266,469.3333333,2.258333333,2079.325,,2024/5/9 10:00,
707,17.2,0.536038713,471.1666667,2.22,2188.958333,,2024/5/9 11:00,
708,17.65,0.504791013,469.5,2.1,2213.833333,,2024/5/9 12:00,
709,17.96666667,0.493070751,470,2.418333333,2041.058333,,2024/5/9 13:00,
710,17.98333333,0.47781101,471.3333333,2.364166667,1757.841667,,2024/5/9 14:00,
711,17.84166667,0.467069289,471.8333333,2.139166667,1373.65,,2024/5/9 15:00,
712,17.45833333,0.442494149,470.3333333,1.606666667,925.85,,2024/5/9 16:00,
713,15.99166667,0.474793767,478.3333333,1.3275,445.6166667,,2024/5/9 17:00,
714,13.2,0.557211749,488.3333333,0.845,74.30833333,,2024/5/9 18:00,
715,10.01666667,0.704807041,521.3333333,0.3225,0.091666667,,2024/5/9 19:00,
716,8.216666667,0.777522936,539.1666667,0.451666667,0,,2024/5/9 20:00,
717,7.908333333,0.759186865,512.8333333,0.6225,0,,2024/5/9 21:00,
718,6.458333333,0.837819186,537.5,0.388333333,0,,2024/5/9 22:00,
719,5.241666667,0.875023492,566.6666667,0.321666667,0,,2024/5/9 23:00,
720,4.641666667,0.898238748,589.5,0.345,0,,2024/5/10 0:00,
721,4.241666667,0.922504026,577.3333333,0.3425,0,,2024/5/10 1:00,
722,4.075,0.920634921,585.1666667,0.2725,0,,2024/5/10 2:00,
723,3.758333333,0.936299081,578.3333333,0.254166667,0,,2024/5/10 3:00,
724,3.841666667,0.928586214,574.6666667,0.245,1.266666667,,2024/5/10 4:00,
725,4.808333333,0.953676896,559.8333333,0.205,121.0333333,,2024/5/10 5:00,
726,9.508333333,0.93986855,507.5,0.3025,491.8333333,,2024/5/10 6:00,
727,14.00833333,0.620904836,496.6666667,0.661666667,922.2166667,,2024/5/10 7:00,
728,16.60833333,0.472197705,492.8333333,0.86,1353.483333,,2024/5/10 8:00,
729,17.98333333,0.512037486,500.3333333,0.921666667,1718.666667,,2024/5/10 9:00,
730,19.35833333,0.526816223,507,1.175,2027.625,,2024/5/10 10:00,
731,20.225,0.563963711,500.5,1.6,2154.858333,,2024/5/10 11:00,
732,20.85833333,0.589115278,494,1.599166667,2177.958333,,2024/5/10 12:00,
733,21.43333333,0.606019063,494,1.615,2003.6,,2024/5/10 13:00,
734,21.50833333,0.610587853,493.5,1.755833333,1722.916667,,2024/5/10 14:00,
735,21.39166667,0.607958636,495,1.5225,1332.966667,,2024/5/10 15:00,
736,20.65,0.644006298,496.5,1.565833333,884.3416667,,2024/5/10 16:00,
737,19.84166667,0.680261833,502.3333333,1.07,417.4833333,,2024/5/10 17:00,
738,17.5,0.77482727,519,0.723333333,70.98333333,,2024/5/10 18:00,
739,15.35833333,0.830913259,546.6666667,0.441666667,0.083333333,,2024/5/10 19:00,
740,13.21666667,0.894118938,615.3333333,0.275,0,,2024/5/10 20:00,
741,12.11666667,0.92157094,615.3333333,0.266666667,0,,2024/5/10 21:00,
742,11.45,0.934648582,606.8333333,0.275833333,0,,2024/5/10 22:00,
743,11.79166667,0.921103349,578,0.291666667,0,,2024/5/10 23:00,
