t,air_temperature,humidity,ambient_CO2,Wind,PARi,air_temperature(original)
583,17.5,0.58,421,3.9,1099.777778,17.5
584,19.1,0.57,421,3.9,1402.777778,19.1
585,19.7,0.54,421,3.9,1717,19.7
586,21.1,0.5,421,3.9,1902.166667,21.1
587,22,0.49,421,3.9,1879.722222,22
588,21.9,0.47,421,3.9,1660.888889,21.9
589,23.3,0.43,421,3.9,1767.5,23.3
590,23.8,0.43,421,3.9,1543.055556,23.8
591,23.6,0.44,421,3.9,1082.944444,23.6
592,23.1,0.46,421,3.9,622.8333333,23.1
593,22.6,0.48,421,3.9,533.0555556,22.6
594,21.5,0.52,421,3.9,230.0555556,21.5
595,18.7,0.62,421,3.9,22.44444444,18.7
596,18.3,0.62,421,3.9,0,18.3
597,17.4,0.64,421,3.9,0,17.4
598,16.7,0.66,421,3.9,0,16.7
599,13.3,0.76,421,3.9,0,13.3
600,10.4,0.91,421,2.1,0,10.4
601,9.6,0.94,421,2.1,0,9.6
602,9.5,0.95,421,2.1,0,9.5
603,8.9,0.95,421,2.1,0,8.9
604,10.3,0.93,421,2.1,72.94444444,10.3
605,12.9,0.85,421,2.1,347.8888889,12.9
606,15.2,0.76,421,2.1,695.7777778,15.2
607,18.4,0.61,421,2.1,1021.222222,18.4
608,19.6,0.58,421,2.1,1335.444444,19.6
609,21.2,0.6,421,2.1,1582.333333,21.2
610,22.3,0.53,421,2.1,1756.277778,22.3
611,22.9,0.52,421,2.1,1778.722222,22.9
612,23.6,0.5,421,2.1,1862.888889,23.6
613,24.1,0.53,421,2.1,1728.222222,24.1
614,23.9,0.49,421,2.1,1554.277778,23.9
615,24.1,0.5,421,2.1,1251.277778,24.1
616,23.6,0.51,421,2.1,948.2777778,23.6
617,22.9,0.5,421,2.1,600.3888889,22.9
618,21.2,0.6,421,2.1,252.5,21.2
619,18.8,0.68,421,2.1,22.44444444,18.8
620,16.7,0.74,421,2.1,0,16.7
621,14.9,0.83,421,2.1,0,14.9
622,14.6,0.84,421,2.1,0,14.6
623,13.7,0.86,421,2.1,0,13.7
624,18.1,0.92,421,2.5,0,18.1
625,17.4,0.94,421,2.5,0,17.4
626,16.8,0.95,421,2.5,0,16.8
627,17.1,0.94,421,2.5,0,17.1
628,17.1,0.95,421,2.5,28.05555556,17.1
629,18.4,0.91,421,2.5,106.6111111,18.4
630,20.1,0.84,421,2.5,510.6111111,20.1
631,20.7,0.81,421,2.5,673.3333333,20.7
632,22.8,0.74,421,2.5,1099.777778,22.8
633,23.1,0.64,421,2.5,970.7222222,23.1
634,23.6,0.64,421,2.5,684.5555556,23.6
635,24.1,0.59,421,2.5,533.0555556,24.1
636,24.7,0.6,421,2.5,712.6111111,24.7
637,23.3,0.62,421,2.5,645.2777778,23.3
638,21.5,0.68,421,2.5,252.5,21.5
639,22.2,0.62,421,2.5,325.4444444,22.2
640,21.5,0.65,421,2.5,347.8888889,21.5
641,21.6,0.6,421,2.5,303,21.6
642,20.4,0.65,421,2.5,213.2222222,20.4
643,19.4,0.67,421,2.5,44.88888889,19.4
644,18.7,0.71,421,2.5,0,18.7
645,19.2,0.68,421,2.5,0,19.2
646,18.1,0.76,421,2.5,0,18.1
647,17.7,0.78,421,2.5,0,17.7
648,15.9,0.62,421,3,0,15.9
649,12.3,0.79,421,3,0,12.3
650,12.1,0.81,421,3,0,12.1
651,12.7,0.77,421,3,0,12.7
652,12.5,0.8,421,3,56.11111111,12.5
653,15.1,0.7,421,3,319.8333333,15.1
654,18.3,0.59,421,3,617.2222222,18.3
655,19.9,0.53,421,3,1015.611111,19.9
656,21.5,0.49,421,3,1346.666667,21.5
657,22,0.5,421,3,1240.055556,22
658,21.6,0.53,421,3,639.6666667,21.6
659,21.8,0.53,421,3,297.3888889,21.8
660,20.8,0.58,421,3,291.7777778,20.8
661,22.7,0.48,421,3,538.6666667,22.7
662,22.5,0.48,421,3,645.2777778,22.5
663,22.7,0.48,421,3,364.7222222,22.7
664,21.8,0.55,421,3,230.0555556,21.8
665,21.9,0.51,421,3,157.1111111,21.9
666,20.5,0.54,421,3,151.5,20.5
667,19.7,0.57,421,3,0,19.7
668,17.8,0.69,421,3,0,17.8
669,17.1,0.7,421,3,0,17.1
670,15.4,0.77,421,3,0,15.4
671,15.3,0.79,421,3,0,15.3
672,12.8,0.79,421,1.6,0,12.8
673,12.1,0.86,421,1.6,0,12.1
674,12.1,0.73,421,1.6,0,12.1
675,10.7,0.79,421,1.6,0,10.7
676,11.7,0.71,421,1.6,56.11111111,11.7
677,13.1,0.61,421,1.6,331.0555556,13.1
678,13,0.7,421,1.6,258.1111111,13
679,13.6,0.61,421,1.6,314.2222222,13.6
680,13.9,0.61,421,1.6,286.1666667,13.9
681,13.3,0.78,421,1.6,370.3333333,13.3
682,14.1,0.68,421,1.6,471.3333333,14.1
683,14.9,0.6,421,1.6,1127.833333,14.9
684,16.1,0.55,421,1.6,886.5555556,16.1
685,16.3,0.56,421,1.6,409.6111111,16.3
686,16.6,0.52,421,1.6,695.7777778,16.6
687,16.2,0.53,421,1.6,336.6666667,16.2
688,16.5,0.51,421,1.6,375.9444444,16.5
689,17.2,0.44,421,1.6,465.7222222,17.2
690,15.8,0.53,421,1.6,325.4444444,15.8
691,14.7,0.6,421,1.6,39.27777778,14.7
692,11.6,0.74,421,1.6,0,11.6
693,9.6,0.82,421,1.6,0,9.6
694,8.8,0.83,421,1.6,0,8.8
695,13.2,0.75,421,1.6,0,13.2
696,13.3,0.91,421,1.4,0,13.3
697,12.6,0.93,421,1.4,0,12.6
698,11.8,0.91,421,1.4,0,11.8
699,11.8,0.92,421,1.4,0,11.8
700,12.5,0.92,421,1.4,89.77777778,12.5
701,15.2,0.85,421,1.4,303,15.2
702,17.7,0.76,421,1.4,690.1666667,17.7
703,20.3,0.63,421,1.4,1043.666667,20.3
704,22.5,0.57,421,1.4,1363.5,22.5
705,23.6,0.57,421,1.4,1627.222222,23.6
706,24.6,0.53,421,1.4,1806.777778,24.6
707,25.4,0.49,421,1.4,1896.555556,25.4
708,26.2,0.51,421,1.4,1728.222222,26.2
709,26.7,0.44,421,1.4,1688.944444,26.7
710,27.1,0.47,421,1.4,1515,27.1
711,26.7,0.5,421,1.4,1223.222222,26.7
712,26,0.54,421,1.4,920.2222222,26
713,25.4,0.57,421,1.4,561.1111111,25.4
714,23.8,0.63,421,1.4,241.2777778,23.8
715,22.3,0.68,421,1.4,11.22222222,22.3
716,21.4,0.68,421,1.4,0,21.4
717,19,0.78,421,1.4,0,19
718,17.8,0.83,421,1.4,0,17.8
719,16.8,0.87,421,1.4,0,16.8
720,15.3,0.85,421,1.2,0,15.3
721,15.1,0.85,421,1.2,0,15.1
722,13.6,0.9,421,1.2,0,13.6
723,13.3,0.9,421,1.2,0,13.3
724,14.5,0.89,421,1.2,56.11111111,14.5
725,17.6,0.78,421,1.2,291.7777778,17.6
726,19.8,0.69,421,1.2,639.6666667,19.8
727,21.7,0.67,421,1.2,981.9444444,21.7
728,22.9,0.67,421,1.2,1313,22.9
729,24.2,0.63,421,1.2,1576.722222,24.2
730,25.3,0.54,421,1.2,1773.111111,25.3
731,26.3,0.55,421,1.2,1874.111111,26.3
732,26.9,0.52,421,1.2,1862.888889,26.9
733,27.3,0.57,421,1.2,1761.888889,27.3
734,27.5,0.55,421,1.2,1217.611111,27.5
735,26.8,0.59,421,1.2,1217.611111,26.8
736,25.9,0.6,421,1.2,404,25.9
737,25.5,0.61,421,1.2,246.8888889,25.5
738,24.9,0.62,421,1.2,112.2222222,24.9
739,23.5,0.68,421,1.2,33.66666667,23.5
740,22.3,0.72,421,1.2,0,22.3
741,20.9,0.81,421,1.2,0,20.9
742,21.9,0.74,421,1.2,0,21.9
743,20.5,0.79,421,1.2,0,20.5
744,17,0.88,421,1.7,0,17
745,16.6,0.89,421,1.7,0,16.6
746,16.3,0.89,421,1.7,0,16.3
747,15.5,0.91,421,1.7,0,15.5
748,16.7,0.9,421,1.7,61.72222222,16.7
749,19.4,0.8,421,1.7,331.0555556,19.4
750,22,0.71,421,1.7,678.9444444,22
751,25.1,0.6,421,1.7,959.5,25.1
752,26.8,0.55,421,1.7,1352.277778,26.8
753,27.1,0.56,421,1.7,1531.833333,27.1
754,28.3,0.48,421,1.7,1784.333333,28.3
755,28.9,0.46,421,1.7,1885.333333,28.9
756,29.1,0.46,421,1.7,1862.888889,29.1
757,29.5,0.46,421,1.7,1733.833333,29.5
758,29.4,0.47,421,1.7,1436.444444,29.4
759,28.9,0.47,421,1.7,1099.777778,28.9
760,28.3,0.48,421,1.7,662.1111111,28.3
761,27.4,0.5,421,1.7,342.2777778,27.4
762,25.7,0.6,421,1.7,190.7777778,25.7
763,24.3,0.66,421,1.7,16.83333333,24.3
764,23.7,0.65,421,1.7,0,23.7
765,20.5,0.79,421,1.7,0,20.5
766,20.3,0.79,421,1.7,0,20.3
767,19,0.84,421,1.7,0,19
768,15.6,0.88,421,1.9,0,15.6
769,15.1,0.9,421,1.9,0,15.1
770,14.9,0.9,421,1.9,0,14.9
771,14.7,0.9,421,1.9,0,14.7
772,16.1,0.89,421,1.9,50.5,16.1
773,17.9,0.83,421,1.9,286.1666667,17.9
774,20.3,0.76,421,1.9,628.4444444,20.3
775,23.1,0.68,421,1.9,970.7222222,23.1
776,25.3,0.65,421,1.9,1301.777778,25.3
777,27.2,0.55,421,1.9,1587.944444,27.2
778,29.1,0.47,421,1.9,1773.111111,29.1
779,30.2,0.46,421,1.9,1857.277778,30.2
780,30.6,0.42,421,1.9,1228.833333,30.6
781,31.7,0.34,421,1.9,1767.5,31.7
782,32.4,0.41,421,1.9,1543.055556,32.4
783,32.5,0.35,421,1.9,1385.944444,32.5
784,31.9,0.28,421,1.9,1021.222222,31.9
785,30.8,0.31,421,1.9,454.5,30.8
786,29.8,0.36,421,1.9,291.7777778,29.8
787,26.8,0.52,421,1.9,50.5,26.8
788,23.4,0.66,421,1.9,0,23.4
789,24.1,0.61,421,1.9,0,24.1
790,24.1,0.59,421,1.9,0,24.1
791,20.3,0.86,421,1.9,0,20.3
792,15.9,0.86,421,1.6,0,15.9
793,16,0.76,421,1.6,0,16
794,15.1,0.79,421,1.6,0,15.1
795,14.5,0.82,421,1.6,0,14.5
796,14.7,0.82,421,1.6,56.11111111,14.7
797,16.4,0.81,421,1.6,314.2222222,16.4
798,17.1,0.7,421,1.6,241.2777778,17.1
799,17.5,0.67,421,1.6,319.8333333,17.5
800,17.8,0.65,421,1.6,448.8888889,17.8
801,18.6,0.59,421,1.6,942.6666667,18.6
802,19.4,0.56,421,1.6,707,19.4
803,19.2,0.56,421,1.6,606,19.2
804,19.6,0.52,421,1.6,1705.777778,19.6
805,19.9,0.53,421,1.6,314.2222222,19.9
806,20.9,0.48,421,1.6,914.6111111,20.9
807,20.7,0.47,421,1.6,813.6111111,20.7
808,20,0.47,421,1.6,875.3333333,20
809,19.8,0.49,421,1.6,549.8888889,19.8
810,18.8,0.54,421,1.6,157.1111111,18.8
811,17.7,0.58,421,1.6,28.05555556,17.7
812,15.9,0.66,421,1.6,0,15.9
813,15.6,0.69,421,1.6,0,15.6
814,14,0.77,421,1.6,0,14
815,15.7,0.95,421,1.6,0,15.7
816,14.9,0.92,421,1.6,0,14.9
817,14.6,0.92,421,1.6,0,14.6
818,14.1,0.91,421,1.6,0,14.1
819,14,0.92,421,1.6,0,14
820,14.6,0.91,421,1.6,44.88888889,14.6
821,17.1,0.85,421,1.6,263.7222222,17.1
822,19.3,0.77,421,1.6,577.9444444,19.3
823,21.7,0.74,421,1.6,903.3888889,21.7
824,23.8,0.64,421,1.6,1212,23.8
825,25.4,0.54,421,1.6,1464.5,25.4
826,27,0.52,421,1.6,1644.055556,27
827,28.1,0.49,421,1.6,1745.055556,28.1
828,29,0.46,421,1.6,1733.833333,29
829,29.8,0.48,421,1.6,1627.222222,29.8
830,30.2,0.42,421,1.6,1475.722222,30.2
831,29.9,0.43,421,1.6,1245.666667,29.9
832,29.8,0.46,421,1.6,914.6111111,29.8
833,28.2,0.51,421,1.6,521.8333333,28.2
834,26.9,0.57,421,1.6,230.0555556,26.9
835,24.2,0.69,421,1.6,44.88888889,24.2
836,21.9,0.77,421,1.6,0,21.9
837,20.9,0.78,421,1.6,0,20.9
838,20,0.82,421,1.6,0,20
839,19.1,0.82,421,1.6,0,19.1
840,19.6,0.95,421,1.5,0,19.6
841,20.3,0.91,421,1.5,0,20.3
842,20.5,0.91,421,1.5,0,20.5
843,20,0.93,421,1.5,0,20
844,20.1,0.95,421,1.5,16.83333333,20.1
845,20.4,0.95,421,1.5,112.2222222,20.4
846,21.5,0.9,421,1.5,297.3888889,21.5
847,22.1,0.85,421,1.5,488.1666667,22.1
848,22.5,0.82,421,1.5,723.8333333,22.5
849,24,0.74,421,1.5,948.2777778,24
850,25.7,0.68,421,1.5,1593.555556,25.7
851,26.4,0.66,421,1.5,1969.5,26.4
852,26.3,0.64,421,1.5,1593.555556,26.3
853,26.8,0.62,421,1.5,1627.222222,26.8
854,27.2,0.62,421,1.5,1369.111111,27.2
855,26.2,0.63,421,1.5,965.1111111,26.2
856,26.4,0.6,421,1.5,763.1111111,26.4
857,25.2,0.66,421,1.5,521.8333333,25.2
858,23.7,0.68,421,1.5,235.6666667,23.7
859,22.2,0.72,421,1.5,16.83333333,22.2
860,20.3,0.79,421,1.5,0,20.3
861,18.2,0.88,421,1.5,0,18.2
862,17.2,0.9,421,1.5,0,17.2
863,16.8,0.89,421,1.5,0,16.8
864,13.1,0.67,421,1.8,0,13.1
865,12.8,0.66,421,1.8,0,12.8
866,12.8,0.66,421,1.8,0,12.8
867,12,0.71,421,1.8,0,12
868,11.5,0.73,421,1.8,33.66666667,11.5
869,13.4,0.65,421,1.8,173.9444444,13.4
870,14.4,0.59,421,1.8,577.9444444,14.4
871,15.4,0.54,421,1.8,634.0555556,15.4
872,16.2,0.52,421,1.8,729.4444444,16.2
873,18.4,0.46,421,1.8,1122.222222,18.4
874,18.2,0.45,421,1.8,1043.666667,18.2
875,19.6,0.45,421,1.8,1032.444444,19.6
876,20.4,0.38,421,1.8,1419.611111,20.4
877,20.4,0.41,421,1.8,1200.777778,20.4
878,21.7,0.38,421,1.8,1352.277778,21.7
879,20.9,0.4,421,1.8,880.9444444,20.9
880,20.3,0.41,421,1.8,398.3888889,20.3
881,19.5,0.49,421,1.8,218.8333333,19.5
882,17.6,0.62,421,1.8,89.77777778,17.6
883,17.1,0.64,421,1.8,22.44444444,17.1
884,16.2,0.66,421,1.8,0,16.2
885,17,0.62,421,1.8,0,17
886,16.7,0.69,421,1.8,0,16.7
887,13.3,0.67,421,1.8,0,13.3
888,13.1,0.96,421,2.1,0,13.1
889,12.5,0.97,421,2.1,0,12.5
890,11.8,0.95,421,2.1,0,11.8
891,11.5,0.94,421,2.1,0,11.5
892,12.9,0.92,421,2.1,61.72222222,12.9
893,14.4,0.86,421,2.1,381.5555556,14.4
894,17,0.75,421,2.1,796.7777778,17
895,18.2,0.64,421,2.1,942.6666667,18.2
896,18.9,0.54,421,2.1,1183.944444,18.9
897,19.2,0.55,421,2.1,1212,19.2
898,20,0.53,421,2.1,1133.444444,20
899,20.1,0.55,421,2.1,1010,20.1
900,21.1,0.52,421,2.1,1380.333333,21.1
901,22.2,0.44,421,2.1,976.3333333,22.2
902,22.4,0.44,421,2.1,965.1111111,22.4
903,20.9,0.46,421,2.1,695.7777778,20.9
904,20,0.53,421,2.1,173.9444444,20
905,21.6,0.45,421,2.1,426.4444444,21.6
906,19.9,0.53,421,2.1,280.5555556,19.9
907,17.2,0.63,421,2.1,16.83333333,17.2
908,14.5,0.78,421,2.1,0,14.5
909,14,0.82,421,2.1,0,14
910,13.4,0.82,421,2.1,0,13.4
911,11.8,0.89,421,2.1,0,11.8
912,12.2,0.89,421,3.3,0,12.2
913,11.1,0.91,421,3.3,0,11.1
914,11,0.9,421,3.3,0,11
915,11,0.92,421,3.3,0,11
916,11.9,0.9,421,3.3,61.72222222,11.9
917,14.7,0.81,421,3.3,381.5555556,14.7
918,16.5,0.73,421,3.3,521.8333333,16.5
919,19.1,0.63,421,3.3,1127.833333,19.1
920,19.4,0.62,421,3.3,650.8888889,19.4
921,22,0.56,421,3.3,1256.888889,22
922,24,0.51,421,3.3,1919,24
923,24.9,0.43,421,3.3,1666.5,24.9
924,23.3,0.62,421,3.3,650.8888889,23.3
925,24.9,0.54,421,3.3,1571.111111,24.9
926,25.2,0.52,421,3.3,1447.666667,25.2
927,24.2,0.54,421,3.3,852.8888889,24.2
928,23.4,0.61,421,3.3,516.2222222,23.4
929,21.4,0.75,421,3.3,291.7777778,21.4
930,20.5,0.8,421,3.3,230.0555556,20.5
931,18.8,0.82,421,3.3,5.611111111,18.8
932,19.1,0.86,421,3.3,0,19.1
933,18.5,0.82,421,3.3,0,18.5
934,17.5,0.93,421,3.3,0,17.5
935,17.9,0.89,421,3.3,0,17.9
936,14.3,0.75,421,2.8,0,14.3
937,14.6,0.7,421,2.8,0,14.6
938,14.6,0.69,421,2.8,0,14.6
939,14.4,0.71,421,2.8,0,14.4
940,14.5,0.71,421,2.8,0,14.5
941,15,0.68,421,2.8,89.77777778,15
942,16.8,0.58,421,2.8,650.8888889,16.8
943,17.2,0.58,421,2.8,852.8888889,17.2
944,16.9,0.58,421,2.8,808,16.9
945,15.8,0.71,421,2.8,364.7222222,15.8
946,16.5,0.66,421,2.8,482.5555556,16.5
947,18.3,0.56,421,2.8,942.6666667,18.3
948,19.2,0.55,421,2.8,1167.111111,19.2
949,19.8,0.51,421,2.8,1436.444444,19.8
950,20.1,0.5,421,2.8,1167.111111,20.1
951,20,0.57,421,2.8,1256.888889,20
952,17.4,0.67,421,2.8,426.4444444,17.4
953,19.2,0.56,421,2.8,572.3333333,19.2
954,17.6,0.57,421,2.8,207.6111111,17.6
955,17,0.62,421,2.8,0,17
956,16.6,0.62,421,2.8,0,16.6
957,14.6,0.76,421,2.8,0,14.6
958,14.8,0.78,421,2.8,0,14.8
959,14.3,0.85,421,2.8,0,14.3
960,11,0.95,421,2.6,0,11
961,10.7,0.95,421,2.6,0,10.7
962,11.4,0.91,421,2.8,0,11.4
963,10.9,0.93,421,2.8,0,10.9
964,11,0.93,421,2.8,39.27777778,11
965,13,0.89,421,2.8,269.3333333,13
966,15.5,0.77,421,2.8,617.2222222,15.5
967,17.2,0.71,421,2.8,965.1111111,17.2
968,19.3,0.68,421,2.8,1307.388889,19.3
969,21.2,0.49,421,2.8,1582.333333,21.2
970,22.5,0.55,421,2.8,1778.722222,22.5
971,23.8,0.52,421,2.8,1879.722222,23.8
972,25.2,0.49,421,2.8,1885.333333,25.2
973,25.8,0.51,421,2.8,1778.722222,25.8
974,25.5,0.48,421,2.8,1543.055556,25.5
975,26.1,0.43,421,2.8,1251.277778,26.1
976,25.9,0.47,421,2.8,981.9444444,25.9
977,25.1,0.48,421,2.8,628.4444444,25.1
978,23.4,0.59,421,2.8,286.1666667,23.4
979,19.4,0.76,421,2.8,44.88888889,19.4
980,18,0.75,421,2.8,0,18
981,16.2,0.83,421,2.8,0,16.2
982,15.4,0.84,421,2.8,0,15.4
983,14.8,0.82,421,2.8,0,14.8
984,16.2,0.9,421,2.6,0,16.2
985,15.2,0.9,421,2.6,0,15.2
986,14.2,0.94,421,2.8,0,14.2
987,14.1,0.94,421,2.8,0,14.1
988,15.4,0.95,421,2.8,22.44444444,15.4
989,17.7,0.87,421,2.8,207.6111111,17.7
990,20.4,0.75,421,2.8,465.7222222,20.4
991,21.7,0.72,421,2.8,1010,21.7
992,23.2,0.67,421,2.8,1144.666667,23.2
993,24.4,0.62,421,2.8,1503.777778,24.4
994,25.5,0.58,421,2.8,1717,25.5
995,26.9,0.54,421,2.8,1829.222222,26.9
996,28.6,0.48,421,2.8,1857.277778,28.6
997,29.4,0.44,421,2.8,1728.222222,29.4
998,29.5,0.5,421,2.8,1537.444444,29.5
999,30.3,0.45,421,2.8,1240.055556,30.3
1000,30.2,0.42,421,2.8,880.9444444,30.2
1001,29.4,0.49,421,2.8,594.7777778,29.4
1002,26.7,0.63,421,2.8,263.7222222,26.7
1003,25.6,0.66,421,2.8,16.83333333,25.6
1004,23.3,0.75,421,2.8,0,23.3
1005,22.4,0.74,421,2.8,0,22.4
1006,20.3,0.85,421,2.8,0,20.3
1007,20.4,0.84,421,2.8,0,20.4
1008,16.4,0.68,421,2.6,0,16.4
1009,15.3,0.71,421,2.6,0,15.3
1010,14.7,0.75,421,2.8,0,14.7
1011,15.4,0.67,421,2.8,0,15.4
1012,15.3,0.68,421,2.8,11.22222222,15.3
1013,14.8,0.64,421,2.8,56.11111111,14.8
1014,15.4,0.59,421,2.8,269.3333333,15.4
1015,17.3,0.56,421,2.8,942.6666667,17.3
1016,18.2,0.5,421,2.8,1717,18.2
1017,19.3,0.48,421,2.8,1778.722222,19.3
1018,20.4,0.44,421,2.8,1935.833333,20.4
1019,21.8,0.44,421,2.8,1896.555556,21.8
1020,22.3,0.41,421,2.8,2272.5,22.3
1021,21.4,0.39,421,2.8,1503.777778,21.4
1022,23.1,0.39,421,2.8,1380.333333,23.1
1023,22.6,0.38,421,2.8,1223.222222,22.6
1024,22.1,0.41,421,2.8,1004.388889,22.1
1025,20.5,0.44,421,2.8,600.3888889,20.5
1026,19.7,0.48,421,2.8,168.3333333,19.7
1027,18.1,0.53,421,2.8,0,18.1
1028,16.9,0.59,421,2.8,0,16.9
1029,15.9,0.64,421,2.8,0,15.9
1030,16.6,0.61,421,2.8,0,16.6
1031,15.8,0.64,421,2.8,0,15.8
1032,14.9,0.75,421,2.6,0,14.9
1033,12.5,0.81,421,2.6,0,12.5
1034,11.4,0.87,421,2.8,0,11.4
1035,10.5,0.88,421,2.8,0,10.5
1036,11.5,0.93,421,2.8,39.27777778,11.5
1037,14.7,0.87,421,2.8,286.1666667,14.7
1038,17.3,0.75,421,2.8,634.0555556,17.3
1039,19.6,0.64,421,2.8,1010,19.6
1040,21.5,0.59,421,2.8,1352.277778,21.5
1041,22.9,0.55,421,2.8,1632.833333,22.9
1042,24.5,0.5,421,2.8,1818,24.5
1043,25.3,0.48,421,2.8,1879.722222,25.3
1044,26.4,0.46,421,2.8,1818,26.4
1045,27.4,0.44,421,2.8,1728.222222,27.4
1046,26.8,0.44,421,2.8,1531.833333,26.8
1047,26.9,0.42,421,2.8,1234.444444,26.9
1048,26.5,0.4,421,2.8,914.6111111,26.5
1049,25.8,0.43,421,2.8,561.1111111,25.8
1050,23.8,0.49,421,2.8,224.4444444,23.8
1051,22.2,0.53,421,2.8,11.22222222,22.2
1052,21.1,0.58,421,2.8,0,21.1
1053,19.8,0.61,421,2.8,0,19.8
1054,15.9,0.74,421,2.8,0,15.9
1055,14.2,0.77,421,2.8,0,14.2
1056,17.6,0.95,421,2.6,0,17.6
1057,17.1,0.95,421,2.6,0,17.1
1058,16.7,0.97,421,2.8,0,16.7
1059,15.6,0.98,421,2.8,0,15.6
1060,15.7,0.99,421,2.8,28.05555556,15.7
1061,17.4,0.97,421,2.8,157.1111111,17.4
1062,19.6,0.84,421,2.8,437.6666667,19.6
1063,22,0.71,421,2.8,785.5555556,22
1064,24.3,0.62,421,2.8,1172.722222,24.3
1065,25.2,0.57,421,2.8,1273.722222,25.2
1066,26.5,0.56,421,2.8,1660.888889,26.5
1067,27.2,0.54,421,2.8,1947.055556,27.2
1068,28,0.5,421,2.8,1728.222222,28
1069,28,0.55,421,2.8,1666.5,28
1070,28.5,0.5,421,2.8,1419.611111,28.5
1071,27.9,0.55,421,2.8,1206.388889,27.9
1072,27.2,0.58,421,2.8,841.6666667,27.2
1073,26.7,0.6,421,2.8,488.1666667,26.7
1074,24.9,0.69,421,2.8,190.7777778,24.9
1075,23.3,0.75,421,2.8,11.22222222,23.3
1076,21.4,0.83,421,2.8,0,21.4
1077,20.2,0.88,421,2.8,0,20.2
1078,19.7,0.91,421,2.8,0,19.7
1079,19,0.92,421,2.8,0,19
1080,19.1,0.63,421,2.6,0,19.1
1081,18.8,0.6,421,2.6,0,18.8
1082,18.5,0.58,421,2.8,0,18.5
1083,18.2,0.57,421,2.8,0,18.2
1084,18.8,0.53,421,2.8,33.66666667,18.8
1085,19.6,0.53,421,2.8,241.2777778,19.6
1086,21.3,0.49,421,2.8,561.1111111,21.3
1087,23.1,0.46,421,2.8,808,23.1
1088,25,0.45,421,2.8,858.5,25
1089,26.2,0.43,421,2.8,886.5555556,26.2
1090,28.4,0.39,421,2.8,1329.833333,28.4
1091,26.5,0.44,421,2.8,465.7222222,26.5
1092,26.5,0.48,421,2.8,263.7222222,26.5
1093,28.5,0.43,421,2.8,611.6111111,28.5
1094,31.2,0.34,421,2.8,1430.833333,31.2
1095,31.7,0.35,421,2.8,1167.111111,31.7
1096,31.4,0.34,421,2.8,903.3888889,31.4
1097,30.1,0.34,421,2.8,555.5,30.1
1098,27.1,0.37,421,2.8,241.2777778,27.1
1099,24.3,0.37,421,2.8,33.66666667,24.3
1100,22.6,0.36,421,2.8,0,22.6
1101,21.3,0.34,421,2.8,0,21.3
1102,19.7,0.36,421,2.8,0,19.7
1103,19.9,0.64,421,2.8,0,19.9
1104,17.2,0.74,421,2.6,0,17.2
1105,17.1,0.71,421,2.6,0,17.1
1106,15.9,0.78,421,2.8,0,15.9
1107,14.5,0.84,421,2.8,0,14.5
1108,15.1,0.84,421,2.8,33.66666667,15.1
1109,18,0.68,421,2.8,280.5555556,18
1110,19.6,0.64,421,2.8,650.8888889,19.6
1111,21.3,0.53,421,2.8,993.1666667,21.3
1112,22.4,0.44,421,2.8,1167.111111,22.4
1113,22.4,0.48,421,2.8,1313,22.4
1114,23.4,0.44,421,2.8,1442.055556,23.4
1115,23.8,0.43,421,2.8,1543.055556,23.8
1116,25.8,0.4,421,2.8,1638.444444,25.8
1117,26.4,0.38,421,2.8,1784.333333,26.4
1118,26.4,0.4,421,2.8,1526.222222,26.4
1119,26.6,0.4,421,2.8,1256.888889,26.6
1120,26.2,0.42,421,2.8,925.8333333,26.2
1121,25,0.45,421,2.8,566.7222222,25
1122,22.6,0.57,421,2.8,230.0555556,22.6
1123,20.1,0.67,421,2.8,11.22222222,20.1
1124,17.5,0.77,421,2.8,0,17.5
1125,16.3,0.8,421,2.8,0,16.3
1126,15.6,0.82,421,2.8,0,15.6
1127,15.5,0.83,421,2.8,0,15.5
1128,19.8,0.83,421,2.6,0,19.8
1129,19.6,0.83,421,2.6,0,19.6
1130,19.4,0.86,421,2.8,0,19.4
1131,18.9,0.89,421,2.8,0,18.9
1132,19,0.9,421,2.8,44.88888889,19
1133,20.6,0.82,421,2.8,179.5555556,20.6
1134,22.4,0.74,421,2.8,538.6666667,22.4
1135,24.1,0.69,421,2.8,886.5555556,24.1
1136,26.9,0.56,421,2.8,1217.611111,26.9
1137,28.5,0.52,421,2.8,1503.777778,28.5
1138,29.9,0.44,421,2.8,1688.944444,29.9
1139,30.7,0.41,421,2.8,1801.166667,30.7
1140,32,0.38,421,2.8,1812.388889,32
1141,32.2,0.39,421,2.8,1700.166667,32.2
1142,32.4,0.4,421,2.8,1481.333333,32.4
1143,33,0.38,421,2.8,1206.388889,33
1144,28.2,0.6,421,2.8,331.0555556,28.2
1145,24.9,0.61,421,2.8,101,24.9
1146,25.5,0.67,421,2.8,89.77777778,25.5
1147,23.9,0.76,421,2.8,22.44444444,23.9
1148,23,0.79,421,2.8,0,23
1149,22.5,0.78,421,2.8,0,22.5
1150,21.1,0.85,421,2.8,0,21.1
1151,21.1,0.83,421,2.8,0,21.1
1152,18.9,0.82,421,2.6,0,18.9
1153,18.2,0.84,421,2.6,0,18.2
1154,18.2,0.84,421,2.8,0,18.2
1155,17.5,0.85,421,2.8,0,17.5
